span_extraction_id,stage,attempt,started_at,elapsed_seconds,status
SPAN378-5d5a424bd491b5b85c19d1a2,live,1,2026-07-27T16:40:02.846335+00:00,3.062923,success
SPAN378-57141fc60325d6c8860f4017,live,1,2026-07-27T16:40:02.846430+00:00,2.470329,success
SPAN378-05450c09e5e9c8089be642f8,live,1,2026-07-27T16:40:02.846453+00:00,3.197509,success
SPAN378-e6d920aaad52033a686cd62c,live,1,2026-07-27T16:40:02.846470+00:00,2.327394,success
SPAN378-b841876fae1a19d6e5c29da4,live,1,2026-07-27T16:40:02.846486+00:00,5.722067,success
SPAN378-61572c2e46d0c5ab46b04329,live,1,2026-07-27T16:40:02.846496+00:00,5.167143,success
SPAN378-fc5bab73413a9278cdb0dfb0,live,1,2026-07-27T16:40:02.846501+00:00,7.540019,success
SPAN378-8463881a7b952994869a20b4,live,1,2026-07-27T16:40:02.846505+00:00,5.509378,success
SPAN378-4a126b2a5d8fd01e11f553a0,live,1,2026-07-27T16:40:02.846508+00:00,8.210552,success
SPAN378-bfd3b833223807b6fb8e7e68,live,1,2026-07-27T16:40:02.846511+00:00,8.078831,success
SPAN378-83451c82e61afb7ff80345d5,live,1,2026-07-27T16:40:02.846515+00:00,9.108784,success
SPAN378-6c8864567e5488ecdf0c3594,live,1,2026-07-27T16:40:02.846519+00:00,11.993639,success
SPAN378-db4544d04dd40889f2028935,live,1,2026-07-27T16:40:02.846523+00:00,11.040253,success
SPAN378-001c4f9630aaedfae2060f22,live,1,2026-07-27T16:40:02.846526+00:00,11.356888,success
SPAN378-2006959af3ad132dabe2513e,live,1,2026-07-27T16:40:02.846530+00:00,11.546150,success
SPAN378-6cc0a3e86df2b44fe6404503,live,1,2026-07-27T16:40:02.846533+00:00,13.108856,success
SPAN378-5ee7677c20e1a22d435157d6,live,1,2026-07-27T16:40:02.846536+00:00,13.601140,success
SPAN378-7350128eb4cd45cddb8686da,live,1,2026-07-27T16:40:02.846540+00:00,16.056769,success
SPAN378-3625e423244881bd42e1f381,live,1,2026-07-27T16:40:02.846543+00:00,16.009917,success
SPAN378-7e8e052172029ee4ee8289ca,live,1,2026-07-27T16:40:02.846547+00:00,19.542146,success
SPAN378-d8cbf3619b86a58155cb6b51,live,1,2026-07-27T16:40:02.846550+00:00,18.725756,success
SPAN378-47fb691bc09c5c7b1343b0ff,live,1,2026-07-27T16:40:02.846553+00:00,18.904077,success
SPAN378-70f9b4c811d4cfa0a701fb40,live,1,2026-07-27T16:40:02.846556+00:00,18.635313,success
SPAN378-7d2892f7424640b539f3eb6b,live,1,2026-07-27T16:40:02.846559+00:00,21.589732,success
SPAN378-6768cf325fa1c758830c8834,live,1,2026-07-27T16:40:02.846563+00:00,21.319923,success
SPAN378-57141fc60325d6c8860f4017,live,2,2026-07-27T16:40:24.447309+00:00,5.086714,success
SPAN378-61572c2e46d0c5ab46b04329,live,2,2026-07-27T16:40:24.447384+00:00,2.649556,success
SPAN378-fc5bab73413a9278cdb0dfb0,live,2,2026-07-27T16:40:24.447401+00:00,4.346307,success
SPAN378-8463881a7b952994869a20b4,live,2,2026-07-27T16:40:24.447414+00:00,3.724984,success
SPAN378-bfd3b833223807b6fb8e7e68,live,2,2026-07-27T16:40:24.447477+00:00,5.619847,success
SPAN378-001c4f9630aaedfae2060f22,live,2,2026-07-27T16:40:24.447493+00:00,7.790616,success
SPAN378-6cc0a3e86df2b44fe6404503,live,2,2026-07-27T16:40:24.447497+00:00,8.290317,success
SPAN378-5ee7677c20e1a22d435157d6,live,2,2026-07-27T16:40:24.447502+00:00,8.290264,success
SPAN378-4db8264c9c0fffd640a2e488,live,1,2026-07-27T16:40:32.752243+00:00,3.461240,success
SPAN378-33f01b5d473c344c7f535302,live,1,2026-07-27T16:40:32.752318+00:00,4.896156,success
SPAN378-711fb3a6622e04cbc2ffadb3,live,1,2026-07-27T16:40:32.752333+00:00,2.637133,success
SPAN378-2ba80f87b92f58b7bae1f0fd,live,1,2026-07-27T16:40:32.752347+00:00,2.722171,success
SPAN378-2fe39d71ecd88d5aff1774e9,live,1,2026-07-27T16:40:32.752358+00:00,5.561576,success
SPAN378-68bacdc6d79ade7618dd903e,live,1,2026-07-27T16:40:32.752366+00:00,5.096307,success
SPAN378-c8b3b8e4d665ed3c4be8d02e,live,1,2026-07-27T16:40:32.752369+00:00,7.247893,success
SPAN378-ee25351a00d1c38129e8bf03,live,1,2026-07-27T16:40:32.752372+00:00,8.393947,success
SPAN378-ca52fd2c9fc2184606f02023,live,1,2026-07-27T16:40:32.752375+00:00,8.785411,success
SPAN378-61cfed4f3205ad3b3b3e396a,live,1,2026-07-27T16:40:32.752377+00:00,9.602648,success
SPAN378-26a678f3cd23cd6950d154f3,live,1,2026-07-27T16:40:32.752380+00:00,9.399480,success
SPAN378-1708b33ac71fcbfa1ffe19cf,live,1,2026-07-27T16:40:32.752383+00:00,11.451110,success
SPAN378-29c9b5193b5b052554610345,live,1,2026-07-27T16:40:32.752385+00:00,11.176137,success
SPAN378-66d5a1acedbaee1104822a08,live,1,2026-07-27T16:40:32.752388+00:00,12.981963,success
SPAN378-940886ad30c0ec03a7305c30,live,1,2026-07-27T16:40:32.752391+00:00,11.421972,success
SPAN378-36b0440ea88c543a3fec77d2,live,1,2026-07-27T16:40:32.752393+00:00,13.392920,success
SPAN378-301fcaa70368219bb7670b89,live,1,2026-07-27T16:40:32.752396+00:00,15.477332,success
SPAN378-3086f10176ec528325bc1924,live,1,2026-07-27T16:40:32.752399+00:00,16.251271,success
SPAN378-d325e78fffaa794c41c21900,live,1,2026-07-27T16:40:32.752401+00:00,15.238118,success
SPAN378-2095d657ec07c19b7d307bed,live,1,2026-07-27T16:40:32.752404+00:00,15.653172,success
SPAN378-9c50163fd6e6996e2da0d36d,live,1,2026-07-27T16:40:32.752406+00:00,17.772903,success
SPAN378-56010fdd24bcee0ce2419058,live,1,2026-07-27T16:40:32.752409+00:00,18.106397,success
SPAN378-f5ed54bca328ce1574185537,live,1,2026-07-27T16:40:32.752412+00:00,18.106459,success
SPAN378-fc02d91ca9b3539c2a1ce0b1,live,1,2026-07-27T16:40:32.752414+00:00,20.257600,success
SPAN378-a6b50e8e07a2f56014a7d302,live,1,2026-07-27T16:40:32.752416+00:00,20.561683,success
SPAN378-2fe39d71ecd88d5aff1774e9,live,2,2026-07-27T16:40:53.320258+00:00,3.960330,success
SPAN378-68bacdc6d79ade7618dd903e,live,2,2026-07-27T16:40:53.320301+00:00,3.138511,success
SPAN378-66d5a1acedbaee1104822a08,live,2,2026-07-27T16:40:53.320311+00:00,2.963034,success
SPAN378-2095d657ec07c19b7d307bed,live,2,2026-07-27T16:40:53.320319+00:00,3.586324,success
SPAN378-56010fdd24bcee0ce2419058,live,2,2026-07-27T16:40:53.320326+00:00,5.422087,success
SPAN378-188c5ff8ebcec669118838a4,live,1,2026-07-27T16:40:58.757580+00:00,2.424217,success
SPAN378-893b9d47b6c913068ebd6f1e,live,1,2026-07-27T16:40:58.757640+00:00,2.339625,success
SPAN378-113c9ee828a554f3cb07c411,live,1,2026-07-27T16:40:58.757655+00:00,2.432105,success
SPAN378-fceab93652d9bd586d04f613,live,1,2026-07-27T16:40:58.757667+00:00,2.839089,success
SPAN378-25b8b5e99707e57b904063f0,live,1,2026-07-27T16:40:58.757678+00:00,5.820128,success
SPAN378-486721d7feea6a8daee8ff05,live,1,2026-07-27T16:40:58.757684+00:00,4.386229,success
SPAN378-8ad82a5d6abe28adaab33660,live,1,2026-07-27T16:40:58.757687+00:00,4.488776,success
SPAN378-6bfe35bf179bfd4ce9bf43fa,live,1,2026-07-27T16:40:58.757690+00:00,5.921934,success
SPAN378-109aeb6d6b9c0adcf9398fbc,live,1,2026-07-27T16:40:58.757692+00:00,6.699396,success
SPAN378-0bea87a0d4468674fd8fbbd4,live,1,2026-07-27T16:40:58.757695+00:00,6.907310,success
SPAN378-d8bdb22c817eacbddeaa3f8f,live,1,2026-07-27T16:40:58.757697+00:00,9.422442,success
SPAN378-df84876d60f44a393ceaae34,live,1,2026-07-27T16:40:58.757700+00:00,9.403156,success
SPAN378-ac16a6d89c956621937f0385,live,1,2026-07-27T16:40:58.757702+00:00,9.842608,success
SPAN378-048d17f2b5eff07dc77450ef,live,1,2026-07-27T16:40:58.757704+00:00,9.773848,success
SPAN378-b0fe6987815dea46a80ad4d5,live,1,2026-07-27T16:40:58.757707+00:00,13.077798,success
SPAN378-0cd2a77dd9c796e1b7dd745f,live,1,2026-07-27T16:40:58.757709+00:00,12.989540,success
SPAN378-9cb2cac552bffa1d175cdd81,live,1,2026-07-27T16:40:58.757711+00:00,12.086947,success
SPAN378-a80ab1ab7ba93c0ef9a7ff05,live,1,2026-07-27T16:40:58.757714+00:00,12.374619,success
SPAN378-2fc5c687b8166e1d401e3ba9,live,1,2026-07-27T16:40:58.757717+00:00,14.420499,success
SPAN378-607b868e7f99ad67091118dd,live,1,2026-07-27T16:40:58.757719+00:00,15.242720,success
SPAN378-c99b3167cd6616ca06aa54a8,live,1,2026-07-27T16:40:58.757722+00:00,15.960230,success
SPAN378-190f08917f0608d7e0e262f4,live,1,2026-07-27T16:40:58.757724+00:00,15.960112,success
SPAN378-72ba0c6079514a9e95372e4c,live,1,2026-07-27T16:40:58.757727+00:00,19.163820,success
SPAN378-31b10da2eda1d6160b04a230,live,1,2026-07-27T16:40:58.757729+00:00,18.927194,success
SPAN378-5165b4f03512cf5ff8285cec,live,1,2026-07-27T16:40:58.757731+00:00,18.417233,success
SPAN378-188c5ff8ebcec669118838a4,live,2,2026-07-27T16:41:17.933070+00:00,3.247056,success
SPAN378-113c9ee828a554f3cb07c411,live,2,2026-07-27T16:41:17.933128+00:00,2.414450,success
SPAN378-31b10da2eda1d6160b04a230,live,2,2026-07-27T16:41:17.933150+00:00,5.896913,success
SPAN378-5a97a6bb964f5c1b4a6e91c1,live,1,2026-07-27T16:41:23.846580+00:00,3.054447,success
SPAN378-8a59d831b2b0ae100c6c912e,live,1,2026-07-27T16:41:23.846654+00:00,3.407185,success
SPAN378-d348be3995b795bfbd367900,live,1,2026-07-27T16:41:23.846669+00:00,3.132079,success
SPAN378-a899ef04470f4728ecf2b7fb,live,1,2026-07-27T16:41:23.846683+00:00,2.336949,success
SPAN378-dc5d2a0496aad2fb13a30238,live,1,2026-07-27T16:41:23.846693+00:00,4.385948,success
SPAN378-c8dbc69c5ddf67fac1d595af,live,1,2026-07-27T16:41:23.846700+00:00,5.204694,success
SPAN378-d97c2b383b74b82f708a5a43,live,1,2026-07-27T16:41:23.846703+00:00,6.527208,success
SPAN378-dbd999e608e2d6523807e530,live,1,2026-07-27T16:41:23.846705+00:00,6.550447,success
SPAN378-686307daecc398838e072239,live,1,2026-07-27T16:41:23.846708+00:00,7.151092,success
SPAN378-e47f77b69c9ab3b7db44bad5,live,1,2026-07-27T16:41:23.846711+00:00,9.142821,success
SPAN378-cbb1f0c1546873e0a27fd22c,live,1,2026-07-27T16:41:23.846713+00:00,10.532502,success
SPAN378-7b08f1c9ebfacdf230d9631a,live,1,2026-07-27T16:41:23.846716+00:00,12.990452,success
SPAN378-820ba02093a1b61710fcd027,live,1,2026-07-27T16:41:23.846719+00:00,10.018229,success
SPAN378-e62d70a7f7640666916c312d,live,1,2026-07-27T16:41:23.846721+00:00,12.157689,success
SPAN378-9a7abb1c6951aa5ad0fbbc14,live,1,2026-07-27T16:41:23.846724+00:00,12.585230,success
SPAN378-34fec64b6327686fa30d500e,live,1,2026-07-27T16:41:23.846726+00:00,13.286192,success
SPAN378-3ad210cc49be1da9d580b3e0,live,1,2026-07-27T16:41:23.846728+00:00,14.319873,success
SPAN378-da97fb45dbdf6f0f843680d8,live,1,2026-07-27T16:41:23.846731+00:00,15.018363,success
SPAN378-7e0a5242c26fe0bd5ee262ed,live,1,2026-07-27T16:41:23.846734+00:00,15.155232,success
SPAN378-73916614470c8cbb1b6739dc,live,1,2026-07-27T16:41:23.846736+00:00,17.352964,success
SPAN378-6b9f78cb8967d80e3de010a1,live,1,2026-07-27T16:41:23.846738+00:00,17.383055,success
SPAN378-5bd4d51c565d47fbdf54f406,live,1,2026-07-27T16:41:23.846740+00:00,18.414005,success
SPAN378-1ff1e334ec7a978e2bfe6291,live,1,2026-07-27T16:41:23.846743+00:00,17.380623,success
SPAN378-b5601e32495d6bed3247e4c3,live,1,2026-07-27T16:41:23.846745+00:00,21.078353,success
SPAN378-a056349a688ccf16cc5b3995,live,1,2026-07-27T16:41:23.846748+00:00,21.403750,success
SPAN378-3ad210cc49be1da9d580b3e0,live,2,2026-07-27T16:41:45.263132+00:00,6.775978,success
SPAN378-a056349a688ccf16cc5b3995,live,2,2026-07-27T16:41:45.263213+00:00,6.316188,success
SPAN378-03925b2e3eb0e8cb1fabb752,live,1,2026-07-27T16:41:52.058893+00:00,2.848817,success
SPAN378-f47a0afbbdf76fa7fe184f75,live,1,2026-07-27T16:41:52.058949+00:00,3.751717,success
SPAN378-7573ff817629c59939d8b9b5,live,1,2026-07-27T16:41:52.058966+00:00,2.694951,success
SPAN378-841702084ee3ecab4a23767a,live,1,2026-07-27T16:41:52.058978+00:00,4.333780,success
SPAN378-86e675a0562cfcfcdc11ca55,live,1,2026-07-27T16:41:52.058991+00:00,5.664541,success
SPAN378-9f2ba53a791a5b903612fb9a,live,1,2026-07-27T16:41:52.058998+00:00,7.004901,success
SPAN378-63b5f6aa6f6e67e5899f216d,live,1,2026-07-27T16:41:52.059001+00:00,6.895080,success
SPAN378-17a6fe76d24db9f33cca9325,live,1,2026-07-27T16:41:52.059004+00:00,6.961545,success
SPAN378-184fcfacbbe5bb029a1f03bd,live,1,2026-07-27T16:41:52.059006+00:00,10.172084,success
SPAN378-63b5f6aa6f6e67e5899f216d,live,2,2026-07-27T16:42:02.241992+00:00,3.877365,success
