span_extraction_id,stage,attempt,request_id,backend,model,status,schema_valid,input_chars,span_chars,context_chars,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_code,raw_prompt_saved,raw_response_saved
SPAN378-fc02d91ca9b3539c2a1ce0b1,preflight,2,resp_05a55d980ea45c91006a6789589d108195a4cf51a5b1d7ff8c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2101,336,320,769,228,997,4.363187,,,false,false
SPAN378-20f726015ee3980345096877,preflight_repair,1,resp_05d1a7bd495d66e0006a67898829948194b399906d21cc5778,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2708,728,320,840,416,1256,4.576806,,,false,false
SPAN378-88ccbda7b400659b57c108f7,live,1,resp_0ee578c317790275006a6789a906448197a54a5266dc3b38eb,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2036,118,320,798,208,1006,2.960652,,,false,false
SPAN378-237ab0c03cb70ed8e448fe99,live,1,resp_09fca63274bc7ab5006a6789a8f914819385b384bc58db12a1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2225,245,320,855,224,1079,2.717813,,,false,false
SPAN378-20f726015ee3980345096877,live,1,resp_0e7dd8efc1000255006a6789a8fc648193887c7f39ac313bbf,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2708,728,320,840,418,1258,3.873510,,,false,false
SPAN378-2cc854178f9901dbc674f03f,live,1,resp_0eaad9d95a34c876006a6789a8f53081978bf4ccb3d227edc1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2138,169,320,781,217,998,2.600674,,,false,false
SPAN378-b578c879e0cfff4eb2dbda2d,live,1,resp_0e1f61d04b6267a2006a6789ab48748190bc9cad405970f5a1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2694,714,320,860,270,1130,6.141477,,,false,false
SPAN378-33572038174a8df0f0ec0246,live,1,resp_0ab8e2d8fc8acc7f006a6789ab676c81969b5afbb31614f2f0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2498,518,320,842,351,1193,7.461977,,,false,false
SPAN378-075c1c99f62b85ffeaef73a9,live,1,resp_090eabacb101c689006a6789ab7cec81959a44291983a68338,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2689,709,320,889,366,1255,7.268851,,,false,false
SPAN378-b53aed700e031ce6641c620d,live,1,resp_0a5504026f26524e006a6789ac90b08195b18d16c19c8f4013,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2639,659,320,1104,361,1465,7.883187,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-7326cf0f3e7d16938fd8c47c,live,1,resp_0ec09b8f84876803006a6789aed1a081968a349c37b805cbb1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2024,112,320,749,196,945,8.474459,,,false,false
SPAN378-f88403ba6a15a362e5114cd4,live,1,resp_0fa735bd7183f56f006a6789affdd88194901ab634978da5a3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2699,719,320,866,207,1073,11.773940,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-035913c41217400b980cae59,live,1,resp_096f82dc95458b46006a6789b033fc8194bb21f523127fb52b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2691,711,320,873,217,1090,9.765181,,,false,false
SPAN378-dd0270df7b07cce7e56daf3f,live,1,resp_0631c922c969260b006a6789b08f788193b75755972872485f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2265,285,320,838,318,1156,11.055753,,,false,false
SPAN378-e80a2291139775436be8d0aa,live,1,resp_0ed958ea4944f818006a6789b12c6081969fe25d44e429bfae,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2598,659,320,991,398,1389,12.183776,,,false,false
SPAN378-df7119d45f87d0ef13a54786,live,1,resp_0b7b08f0e8acd089006a6789b26fd48193b29b26f18e19cc01,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2599,660,320,998,437,1435,13.821079,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-cf71758c30d33afa8edc3b9b,live,1,resp_0dc0f3b8bc686690006a6789b3bbfc81979705d9a0fa466844,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2051,146,320,762,204,966,13.413092,,,false,false
SPAN378-aa2363d7a98cebbf5dff213b,live,1,resp_051b567960db24ea006a6789b477c88193828aee14914347a6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2409,470,320,836,312,1148,14.559066,,,false,false
SPAN378-a2c0a7a0e8f2f374f02e1c1d,live,1,resp_0bbc1b0d7ed2f9c8006a6789b4d6148194bfe511497f9e633e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2421,482,320,844,579,1423,16.899177,,,false,false
SPAN378-9940326b36c51b04508418e4,live,1,resp_0f0b1c995d5ee692006a6789b616748194af4de5bddbc7b16f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2364,425,320,862,409,1271,17.136126,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-0e9cc46754b6eb814bce325a,live,1,resp_0712c1772831d9bf006a6789b67a408190a149d1ef8c976ab2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2170,231,320,813,211,1024,16.826270,,,false,false
SPAN378-1a38a1f7027770f688d03555,live,1,resp_0c27d8a77116a4b3006a6789b73ce08196909cda9de35170c6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2316,377,320,831,656,1487,20.378283,,,false,false
SPAN378-aa01dfcfb5c08403c0f293ff,live,1,resp_0dd73060af5a9cdd006a6789b996e48193a5cb5ce5de69a614,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2402,463,320,847,229,1076,19.352401,,,false,false
SPAN378-e84cc8d31096946af745812b,live,1,resp_0af3835f678003e5006a6789b99ac081979c7b2219d84bd3f8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2644,705,320,908,220,1128,19.443559,,,false,false
SPAN378-1a9faaf668316343949293a3,live,1,resp_020fb21cfee998a2006a6789b9d05c8196b601cf82a5e54813,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2261,322,320,735,186,921,19.292292,,,false,false
SPAN378-4ea61bffa32b2a0d7b3aa5b7,live,1,resp_083090e05f8e7b6d006a6789bbf8f48190a73f09eef5dada18,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2586,647,320,794,281,1075,22.118263,,,false,false
SPAN378-55eba783a20307ae7c5095cf,live,1,resp_09187534054f818b006a6789bc04cc81908c6b278c3b030d48,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2598,659,320,886,363,1249,22.834241,,,false,false
SPAN378-b53aed700e031ce6641c620d,live,2,resp_08af4afe8400609d006a6789bf9cc881948e1963e32e0ce413,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2772,659,320,1130,386,1516,3.571676,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-f88403ba6a15a362e5114cd4,live,2,resp_03d6d495702d8061006a6789bf9b008195943eac8202ef74dd,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2832,719,320,892,308,1200,2.853361,,,false,false
SPAN378-df7119d45f87d0ef13a54786,live,2,resp_07770bfc899d8da1006a6789bfa3b48190847ee05541886bfd,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2732,660,320,1024,227,1251,2.354095,,,false,false
SPAN378-9940326b36c51b04508418e4,live,2,resp_0b697a189847f3fa006a6789bf9f108194969c9f2cf294309b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2497,425,320,888,362,1250,3.624650,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-6a2a7910ecab67f8fda95f0f,live,1,resp_01378c1be1381d94006a6789c34eb88194b244f82e37e7b802,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2598,659,320,888,365,1253,3.222411,,,false,false
SPAN378-794b866af6e356484971c226,live,1,resp_0e27e4f278c51eb1006a6789c351208195adb9e11c4112ed3b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2471,532,320,852,289,1141,3.006979,,,false,false
SPAN378-123750d0f665642c8040e4b8,live,1,resp_0346b197152b92b6006a6789c345e88195921ed9e068b32c6d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2542,603,320,970,480,1450,4.271977,,,false,false
SPAN378-c04160bdce2f91e471ca5db4,live,1,resp_04fc629d82219baa006a6789c338948193838a533c87c22bb4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2479,540,320,865,342,1207,4.902835,,,false,false
SPAN378-0ab118aecd740b70c50a77b7,live,1,resp_0ffa0308fdaed6b2006a6789c62a988194aa6ff8ab64801eab,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2457,518,320,859,213,1072,5.362907,,,false,false
SPAN378-ac6197b1915c28b9f2042d8b,live,1,resp_036ed70e882b1051006a6789c664648195be57a4228f7593ae,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2479,540,320,865,229,1094,5.402930,,,false,false
SPAN378-58072164fe44d6ce367e3dd5,live,1,resp_07717a268654eb33006a6789c7b1cc8197b44a3d315d4034c2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2494,555,320,867,228,1095,6.783379,,,false,false
SPAN378-47134ebb958177e96c86c9e8,live,1,resp_0cef3fff5ec1be0c006a6789c80cf4819589d46fcc2b76fde7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2648,709,320,815,255,1070,7.473594,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-258cf408e0e9938e86f17d82,live,1,resp_0db2bed057df0bb9006a6789c883048190b2b7b3e37b6c7056,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2598,659,320,928,225,1153,7.757337,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-456327310626aa0812bfe43f,live,1,resp_06748dfb3a963c70006a6789c88ee0819491f26a02bbc4a113,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2632,693,320,923,279,1202,8.059437,,,false,false
SPAN378-e74e144cdfe21b499f9ea718,live,1,resp_033eac6d7ffedc98006a6789c9f9548193b0a0c007e097d8b6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2707,768,320,784,305,1089,9.663901,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-877eafeccb76d7a9248a3f1e,live,1,resp_09e8afadd7aa01aa006a6789cab1e08194ae9c49e16081f166,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2664,725,320,896,221,1117,9.853297,,,false,false
SPAN378-12554327a199b5ab9ca1c74d,live,1,resp_001b4c2a0fe0a45f006a6789caed4c8193a9a9f9d905dc6644,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2598,659,320,897,404,1301,11.308813,,,false,false
SPAN378-58946efe38f48825b5a130aa,live,1,resp_088116af6111d716006a6789cb3ab88197a595f8d64037bee1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2599,660,320,896,240,1136,10.582652,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-7be7fb702df42f7fb6f301c4,live,1,resp_02a7dd741f26390f006a6789ccd66c81948a34135a84450447,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2598,659,320,901,355,1256,12.835460,,,false,false
SPAN378-f110768961ddf3becc0a2c03,live,1,resp_0d40dfda5842ab39006a6789cd1440819698f18f894cd668fa,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2657,718,320,908,269,1177,12.712725,,,false,false
SPAN378-50cec1e5ba8db547a7bbddc5,live,1,resp_0eb653fb5761d1b5006a6789cdbde4819485e6cb6c24404353,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,1987,114,320,699,182,881,14.576192,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-f7b4a3d60dc82161e1ef10ff,live,1,resp_04275cef39596dbb006a6789ce7b648196af83b61fb7e71f80,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2532,593,320,902,228,1130,13.759849,,,false,false
SPAN378-da87217b9df31947cd90311a,live,1,resp_0156909ea9209495006a6789cfdd408193b1c2d10aad494bec,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2598,659,320,911,227,1138,15.190394,,,false,false
SPAN378-9102fe021d831feb2e7e713c,live,1,resp_05b00f9b5744973f006a6789cffe4c8196a990ae405ef06474,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2596,657,320,911,237,1148,15.498415,,,false,false
SPAN378-40a9f104b171aa0bfe53880a,live,1,resp_028cee164a5596b6006a6789d0ead081978ad39b13bc4eafbe,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2623,684,320,922,253,1175,16.528970,,,false,false
SPAN378-4a2af2088efb40cb1b17eb14,live,1,resp_0ed33da943b94c9e006a6789d1c00c81938208a7c21cccca5d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2676,737,320,911,213,1124,17.038265,,,false,false
SPAN378-4c774c23fcdc2dbe4053319c,live,1,resp_0d1706b3a4a6bd73006a6789d270d481939ff006b8f381e146,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2686,747,320,911,209,1120,17.611670,,,false,false
SPAN378-5eb472299ae76c66a50de814,live,1,resp_0c728ed2744535c9006a6789d31c4c8197b7872d286a16ef7e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2831,892,320,925,229,1154,26.010955,,,false,false
SPAN378-3fcd781b4e7d70d94374a298,live,1,resp_061ed702cd13488c006a6789d3bc988196831f045bafa8b84e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2659,720,320,880,230,1110,18.784645,,,false,false
SPAN378-47134ebb958177e96c86c9e8,live,2,resp_0e94beae8a191638006a6789dd4cf08197916b3d1e00f4ebaa,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2781,709,320,841,304,1145,3.210870,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-258cf408e0e9938e86f17d82,live,2,resp_0ba3184710dd82d4006a6789dd4f888195b5cc62b6c1c1308f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2731,659,320,954,596,1550,4.994339,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-e74e144cdfe21b499f9ea718,live,2,resp_0f11e5ed9a10883c006a6789dd508881938f3d09a866c45333,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2840,768,320,810,442,1252,4.530624,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-58946efe38f48825b5a130aa,live,2,resp_0a003f57e9bb76db006a6789dd8f88819796256773ac9eecc1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2732,660,320,922,419,1341,4.221737,,,false,false
SPAN378-50cec1e5ba8db547a7bbddc5,live,2,resp_050bc88fcfa719ba006a6789e06b8481969f26a8fbc33c0e3d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2120,114,320,725,239,964,5.860939,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-5d5a424bd491b5b85c19d1a2,live,1,resp_00ea252f07d3d124006a6789e336ec819694571c5af53776a4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2659,720,320,886,320,1206,3.062923,,,false,false
SPAN378-57141fc60325d6c8860f4017,live,1,resp_0271c8230ff4a66e006a6789e338388190a8e92b37665065ac,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2648,709,320,754,243,997,2.470329,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-05450c09e5e9c8089be642f8,live,1,resp_066940da3e44ea1c006a6789e332e08190b9578853088aee74,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2577,638,320,865,345,1210,3.197509,,,false,false
SPAN378-e6d920aaad52033a686cd62c,live,1,resp_0b3e024915a58d17006a6789e326388193a50e635378a95a49,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2666,727,320,881,216,1097,2.327394,,,false,false
SPAN378-b841876fae1a19d6e5c29da4,live,1,resp_0d1dc0ebbd9170c3006a6789e56384819084551f343ed86a23,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2684,745,320,887,347,1234,5.722067,,,false,false
SPAN378-61572c2e46d0c5ab46b04329,live,1,resp_013801c43f19fbc4006a6789e591888190bb5523d91b2b72e2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2652,713,320,891,217,1108,5.167143,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-fc5bab73413a9278cdb0dfb0,live,1,resp_068fd4c2bb9dcd37006a6789e61f88819593854fb78d070448,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2374,435,320,695,401,1096,7.540019,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-8463881a7b952994869a20b4,live,1,resp_0b6587d740cc73b8006a6789e63e488190bb9880e34fa77d7e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2317,378,320,823,215,1038,5.509378,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-4a126b2a5d8fd01e11f553a0,live,1,resp_04892b0a1e1f1a8e006a6789e912e48195a279a60bef84d95b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1963,102,320,800,201,1001,8.210552,,,false,false
SPAN378-bfd3b833223807b6fb8e7e68,live,1,resp_0935312c3160b0bc006a6789e8a28081968886d2f8b1debafc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2659,720,320,894,225,1119,8.078831,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-83451c82e61afb7ff80345d5,live,1,resp_0be407c6fc03f0fb006a6789e8ce148196be6ef53a55afe416,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2397,458,320,856,385,1241,9.108784,,,false,false
SPAN378-6c8864567e5488ecdf0c3594,live,1,resp_01ffe5699c92fa45006a6789ea96f081939b5c06a23efc3cc4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2648,709,320,755,541,1296,11.993639,,,false,false
SPAN378-db4544d04dd40889f2028935,live,1,resp_05638a650cc3906b006a6789eb26c08196a9143962344e058e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2220,281,320,806,306,1112,11.040253,,,false,false
SPAN378-001c4f9630aaedfae2060f22,live,1,resp_0f56f92e724b0f70006a6789eb485c81958248c094233da2f7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2438,499,320,838,349,1187,11.356888,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-2006959af3ad132dabe2513e,live,1,resp_0fc6bb16298d02bd006a6789ec2cdc8197af3a914e235f854b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2518,579,320,1164,229,1393,11.546150,,,false,false
SPAN378-6cc0a3e86df2b44fe6404503,live,1,resp_05601c0c403ab9c2006a6789ee1c0081979e0f8dd2890bad0a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,1939,90,320,748,219,967,13.108856,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-5ee7677c20e1a22d435157d6,live,1,resp_0c9db2eadf2abf3c006a6789ee72288195a0d6c5320f07e9ab,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,1965,103,320,740,254,994,13.601140,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-7350128eb4cd45cddb8686da,live,1,resp_0e7d15ef54db48dc006a6789ef10a88194b873b09557661e14,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2598,659,320,891,468,1359,16.056769,,,false,false
SPAN378-3625e423244881bd42e1f381,live,1,resp_0c751fef8e8a994f006a6789ef10e08196abdac8ee7801610e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2598,659,320,889,459,1348,16.009917,,,false,false
SPAN378-7e8e052172029ee4ee8289ca,live,1,resp_01be431630af85f4006a6789f02bd0819493e80cc9096e58e5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2699,760,320,886,527,1413,19.542146,,,false,false
SPAN378-d8cbf3619b86a58155cb6b51,live,1,resp_04c3a149ae70cc26006a6789f0acdc8194bcf0c19e99af1eba,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2602,663,320,873,339,1212,18.725756,,,false,false
SPAN378-47fb691bc09c5c7b1343b0ff,live,1,resp_0ac030ef5c7ed71b006a6789f31c5481968537bfa5bff44359,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2180,241,320,796,226,1022,18.904077,,,false,false
SPAN378-70f9b4c811d4cfa0a701fb40,live,1,resp_0e3a72836d8e2ac9006a6789f31e808195b5e31d2b793c64c5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2599,660,320,888,209,1097,18.635313,,,false,false
SPAN378-7d2892f7424640b539f3eb6b,live,1,resp_06cddf9d4b800a2f006a6789f5b7e081969b65c028a7747a42,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2247,308,320,810,300,1110,21.589732,,,false,false
SPAN378-6768cf325fa1c758830c8834,live,1,resp_0fd2893454158bfd006a6789f5c4348190bd402c126fe0cc83,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2649,710,320,726,279,1005,21.319923,,,false,false
SPAN378-57141fc60325d6c8860f4017,live,2,resp_0a063705161cbe6d006a6789f8de808195a74e3132a73cabfe,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2781,709,320,780,590,1370,5.086714,,,false,false
SPAN378-61572c2e46d0c5ab46b04329,live,2,resp_025bd37c86ee7f23006a6789f8de5481959fa8cfa6bba935c9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2785,713,320,917,219,1136,2.649556,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-fc5bab73413a9278cdb0dfb0,live,2,resp_0e95330b46b320f2006a6789f8e0f48196bbdef8b4d9877ac3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2507,435,320,721,415,1136,4.346307,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-8463881a7b952994869a20b4,live,2,resp_0cb61d45ac67653b006a6789f8e0948190b086cc01e4a1747a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2450,378,320,849,363,1212,3.724984,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-bfd3b833223807b6fb8e7e68,live,2,resp_0389e6e1d088b36e006a6789fb5128819788064a9133b189de,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2792,720,320,920,330,1250,5.619847,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-001c4f9630aaedfae2060f22,live,2,resp_05c57602c3dfd021006a6789fc617481909412530e1f26c47a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2571,499,320,864,440,1304,7.790616,,,false,false
SPAN378-6cc0a3e86df2b44fe6404503,live,2,resp_0b902b7eb9929570006a6789fd05ac8195be53e547bb6f821c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2072,90,320,774,405,1179,8.290317,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-5ee7677c20e1a22d435157d6,live,2,resp_0a1eeddb925eb102006a6789fdbb188194975919fc56f9ac80,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2098,103,320,766,332,1098,8.290264,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-4db8264c9c0fffd640a2e488,live,1,resp_0d8bad050caa989b006a678a0117788190b91226c91940b332,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2413,474,320,847,326,1173,3.461240,,,false,false
SPAN378-33f01b5d473c344c7f535302,live,1,resp_035296fdc1738846006a678a010c448195adb8725e587dc2b8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2525,586,320,865,322,1187,4.896156,,,false,false
SPAN378-711fb3a6622e04cbc2ffadb3,live,1,resp_0db8716809822489006a678a0111788196b5365f62d6c2e972,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2553,614,320,873,215,1088,2.637133,,,false,false
SPAN378-2ba80f87b92f58b7bae1f0fd,live,1,resp_0e6056888a032b94006a678a0111308193ae76c0e071bdd504,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2710,771,320,904,217,1121,2.722171,,,false,false
SPAN378-2fe39d71ecd88d5aff1774e9,live,1,resp_0ecf8f74f4a85bd2006a678a03a0f88194a9e1d8f6d6520d09,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2619,680,320,1000,318,1318,5.561576,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-68bacdc6d79ade7618dd903e,live,1,resp_0f27453bbc22bdb7006a678a03b7348195a00d98125dfd60f9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,2333,394,320,831,213,1044,5.096307,StrictValidationError,quote_not_exact_span_substring,false,false
SPAN378-c8b3b8e4d665ed3c4be8d02e,live,1,resp_005fde5d34d9471b006a678a046de08196b3c324b46ee05bf2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2410,471,320,852,373,1225,7.247893,,,false,false
