source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,verification_status,http_status_code,content_type_header,content_length_header,candidate_review_status,lane_id,lane_sequence,duplicate_canonical_locator_of,live_status,global_analysis_readiness
CBSRD-20260728-24ee60cf560706a2c9f2,CBCR-20260728-02899,B4XPAR-20260727-003145,BCV-20260728-02808,broad_4x1000_deduped,AK,West,Fort Yukon,Yukon-Koyukuk Census Area (02290; primary),Fort Yukon Municipal Code of Ordinances (2013 codification) — personnel/compensation framework (may set salaries by separate ordinances; chief of police/fire appointment provisions),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Fort%20Yukon%20ordinances.pdf?ver=2018-05-29-143331-663,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Fort%20Yukon%20ordinances.pdf,commerce.alaska.gov,other_local_government_pay_policy,ordinance_or_policy,high,verified_reachable,200,application/pdf,1571787,source_review_ready_high,source_review_lane_001,11,,not_run,false
CBSRD-20260728-d9ef08f23426860da2bd,CBCR-20260728-02900,B4XPAR-20260727-003146,BCV-20260728-04953,broad_4x1000_deduped,AK,West,Gambell,Nome Census Area (02180; primary),City of Gambell Code 2018 (personnel policies: work week/pay/overtime/classification; pay-days; payroll deductions; termination pay),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Gambell%20Code%202018.pdf?ver=2018-06-06-113243-910,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Gambell%20Code%202018.pdf,commerce.alaska.gov,wage_schedule,ordinance_or_policy,high,verified_reachable,200,application/pdf,803316,source_review_ready_high,source_review_lane_001,12,,not_run,false
CBSRD-20260728-c098fb5859df51ed8a8b,CBCR-20260728-04507,B4XPAR-20260727-004913,BCV-20260728-02810,broad_4x1000_deduped,AK,West,Huslia,Yukon-Koyukuk Census Area (02290; primary),Huslia City Code (municipal ordinances compilation) - includes general personnel/compensation framework,https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Huslia%20Code.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Huslia%20Code.pdf,commerce.alaska.gov,wage_schedule,wage_schedule_or_compensation_plan,high,verified_reachable,200,application/pdf,1893170,source_review_ready_high,source_review_lane_001,13,,not_run,false
CBSRD-20260728-930bc424e6795ecb5652,CBCR-20260728-02901,B4XPAR-20260727-003148,BCV-20260728-04951,broad_4x1000_deduped,AK,West,Kachemak,Kenai Peninsula Borough (02122; primary),City of Kachemak Code (Updated 2024) — 2.05.05 Wage Review for City Clerk and Employees (Ordinance 2015-02 Adopted 3/11/15),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/City%20of%20Kachemak%20Code.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/City%20of%20Kachemak%20Code.pdf,commerce.alaska.gov,other_local_government_pay_policy,ordinance_or_policy,high,verified_reachable,200,application/pdf,823290,source_review_ready_high,source_review_lane_001,14,,not_run,false
CBSRD-20260728-c9a209473ecdc628002c,CBCR-20260728-01281,B4XPAR-20260727-001378,BCV-20260728-00667,broad_4x1000_deduped,AK,West,Kake,Prince of Wales-Hyder Census Area (02198; primary),Kake Municipal Code (Title 03 Administration and Personnel) — Grade-Step Plan / Personnel Compensation Framework,https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/KAKE%20MUNICIPAL%20CODE.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/KAKE%20MUNICIPAL%20CODE.pdf,commerce.alaska.gov,wage_schedule,wage_schedule_or_compensation_plan,high,verified_reachable,200,application/pdf,1650179,source_review_ready_high,source_review_lane_001,15,,not_run,false
CBSRD-20260728-47ec25b5f29e88a6ce54,CBCR-20260728-06122,B4XPAR-20260727-006671,BCV-20260728-02807,broad_4x1000_deduped,AK,West,Kivalina,Northwest Arctic Borough (02188; primary),"City of Kivalina City Code (COO), Chapter 1 to 74 — Personnel Policies: Classification/Compensation; Salary Schedules",https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Kivalina%20COO%20CHAPTER%201%20to%2074.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Kivalina%20COO%20CHAPTER%201%20to%2074.pdf,commerce.alaska.gov,budget_or_pay_plan,ordinance_or_policy,high,verified_reachable,200,application/pdf,1754377,source_review_ready_high,source_review_lane_001,16,,not_run,false
CBSRD-20260728-08dc9781fa985568fbb7,CBCR-20260728-02904,B4XPAR-20260727-003151,BCV-20260728-07097,broad_4x1000_deduped,AK,West,Manokotak,Dillingham Census Area (02070; primary),City of Manokotak Code of Ordinances (PDF) — Personnel regulation / job classification & salaries (no wage schedule shown in located text),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Manokotak%20Code%20of%20Ordinances.pdf?ver=2018-05-29-143331-647,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Manokotak%20Code%20of%20Ordinances.pdf,commerce.alaska.gov,wage_schedule,ordinance_or_policy,high,verified_reachable,200,application/pdf,945074,source_review_ready_high,source_review_lane_001,17,,not_run,false
CBSRD-20260728-986a466238494e72262c,CBCR-20260728-04509,B4XPAR-20260727-004915,BCV-20260728-04705,broad_4x1000_deduped,AK,West,Nenana,Yukon-Koyukuk Census Area (02290; primary),City Council Minutes 2022 (landing list of Google Drive documents),https://www.cityofnenana.com/copy-of-city-council-minutes-2021,https://cityofnenana.com/copy-of-city-council-minutes-2021,cityofnenana.com,agenda_packet_or_minutes,agenda_cover_sheet,high,verified_reachable,200,text/html,not_reported,source_review_ready_high,source_review_lane_001,18,,not_run,false
CBSRD-20260728-6c11ac3e14b3133c9a04,CBCR-20260728-06452,BSSC-20260727-00015,BCV-20260728-01350,broad_490_preserved_review_queue,AK,West,Nome,,"Collective Bargaining Agreement between City of Nome and City of Nome Employees Association, Local #6141 (APEA/AFT (AFL-CIO)) — “City of Nome Final Contract 2022”",https://mccmeetingspublic.blob.core.usgovcloudapi.net/nomealaska-meet-1ee6f42207544a6fba3e83c04eb57af7/ITEM-Attachment-001-ad45e828ef5344c0b10a07ed16913b97.pdf,https://mccmeetingspublic.blob.core.usgovcloudapi.net/nomealaska-meet-1ee6f42207544a6fba3e83c04eb57af7/ITEM-Attachment-001-ad45e828ef5344c0b10a07ed16913b97.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,cba,cba,high,verified_reachable,200,application/pdf,341680,source_review_ready_high,source_review_lane_001,19,,not_run,false
CBSRD-20260728-d1ab4bde2cc2f6436bfa,CBCR-20260728-06453,BSSC-20260727-00016,BCV-20260728-07781,broad_490_preserved_review_queue,AK,West,Nome,,"Collective Bargaining Agreement between City of Nome Employees Association, Local #6141 (APEA/AFT (AFL-CIO)) and the City of Nome — “JANUARY 1, 2025 - December 31, 2026”",https://mccmeetingspublic.blob.core.usgovcloudapi.net/nomealaska-meet-1f7d530db5c741fe8975721fc6f01c4b/ITEM-Attachment-001-e83fecb192f04370b85ce055fab08e81.pdf,https://mccmeetingspublic.blob.core.usgovcloudapi.net/nomealaska-meet-1f7d530db5c741fe8975721fc6f01c4b/ITEM-Attachment-001-e83fecb192f04370b85ce055fab08e81.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,cba,cba,high,verified_reachable,200,application/pdf,681030,source_review_ready_high,source_review_lane_001,20,,not_run,false
CBSRD-20260728-dca10cb3b32876109d61,CBCR-20260728-06123,B4XPAR-20260727-006672,BCV-20260728-04952,broad_4x1000_deduped,AK,West,Pilot Station,Kusilvak Census Area (02158; primary),Pilot Station Code of Ordinances — Title 09 Personnel Policy (General Employee Personnel Policy),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/PILOT%20STATION%20code.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/PILOT%20STATION%20code.pdf,commerce.alaska.gov,personnel_policy,ordinance_or_policy,high,verified_reachable,200,application/pdf,397227,source_review_ready_high,source_review_lane_001,21,,not_run,false
CBSRD-20260728-73b7c7eedcf896e34414,CBCR-20260728-04511,B4XPAR-20260727-004917,BCV-20260728-00664,broad_4x1000_deduped,AK,West,Point Hope,North Slope Borough (02185; primary),"Point Hope City Code (1990) — Title 3 Personnel (includes compensation/“compensation plan” and pay-related provisions, e.g., travel and other pay allowances; workers’ compensation salary continuation)",https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/PointHopeCodeOfOrdinances_Combined%20FINAL%201-27-22.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/PointHopeCodeOfOrdinances_Combined%20FINAL%201-27-22.pdf,commerce.alaska.gov,budget_or_pay_plan,ordinance_or_policy,high,verified_reachable,200,application/pdf,5337071,source_review_ready_high,source_review_lane_001,22,,not_run,false
CBSRD-20260728-5368b4fb941e34d93fd6,CBCR-20260728-01283,B4XPAR-20260727-001381,BCV-20260728-00665,broad_4x1000_deduped,AK,West,Quinhagak,Bethel Census Area (02050; primary),Quinhagak Municipal Code 2018APR03 (Title 02: Administration; Title 03: Personnel) — includes salary-setting mechanism reference to council resolution and pay scale,https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Quinhagak%20Municipal%20Code%202018APR03.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Quinhagak%20Municipal%20Code%202018APR03.pdf,commerce.alaska.gov,other_local_government_pay_policy,ordinance_or_policy,high,verified_reachable,200,application/pdf,881868,source_review_ready_high,source_review_lane_001,23,,not_run,false
CBSRD-20260728-882d31671f3f7501b9d2,CBCR-20260728-06455,BSSC-20260727-00018,BCV-20260728-00042,broad_490_preserved_review_queue,AK,West,Seward,,"Bargaining Agreement (SPEA Collective Bargaining Agreement) — City of Seward & Alaska Public Employees Association (SPEA Local 6585), 2026–2028",https://www.apea-aft.org/_files/ugd/324ba7_d9808bc8cd7a406885d6cad91349166e.pdf,https://05075819-f2fe-4e77-abf9-7bffc4d0da19.filesusr.com/ugd/324ba7_d9808bc8cd7a406885d6cad91349166e.pdf,apea-aft.org,budget_or_pay_plan,cba,high,verified_reachable_redirected,200,application/pdf,833629,source_review_ready_high,source_review_lane_001,24,,not_run,false
CBSRD-20260728-da2ba276b5c1278f7031,CBCR-20260728-02908,B4XPAR-20260727-003155,BCV-20260728-04359,broad_4x1000_deduped,AK,West,Tanana,Yukon-Koyukuk Census Area (02290; primary),"City of Tanana Regular City Council Meeting Minutes (agenda packet attachment) - February 21, 2024; Special City Council Meeting Agenda - February 23, 2024",https://aws.state.ak.us/OnlinePublicNotices/Notices/Attachment.aspx?id=146635,https://aws.state.ak.us/OnlinePublicNotices/Notices/Attachment.aspx,aws.state.ak.us,agenda_packet_or_minutes,meeting_minutes,high,verified_reachable,200,application/pdf,335588,source_review_ready_high,source_review_lane_001,25,,not_run,false
CBSRD-20260728-79637bb259042a734382,CBCR-20260728-04512,B4XPAR-20260727-004918,BCV-20260728-07093,broad_4x1000_deduped,AK,West,Teller,Nome Census Area (02180; primary),City of Teller Revised Code of Ordinances (personnel/pay classification provisions; compensation plan/salary schedules/pay grades),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/City%20of%20Teller%20Revised%20Code%20of%20Ordinances2.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/City%20of%20Teller%20Revised%20Code%20of%20Ordinances2.pdf,commerce.alaska.gov,budget_or_pay_plan,ordinance_or_policy,high,verified_reachable,200,application/pdf,929868,source_review_ready_high,source_review_lane_001,26,,not_run,false
CBSRD-20260728-6dbe81366092e535caca,CBCR-20260728-04514,B4XPAR-20260727-004920,BCV-20260728-01168,broad_4x1000_deduped,AK,West,Togiak,Dillingham Census Area (02070; primary),Alaska Labor Relations Agency decision (Case No. 01-1084-ULP) referencing “Togiak” negotiation location; appears to involve a school district + teachers/association rather than City of Togiak municipal employees,https://www.labor.state.ak.us/laborr/do/257.htm,https://labor.state.ak.us/laborr/do/257.htm,labor.state.ak.us,arbitration_award,arbitration_award,high,verified_reachable,200,text/html,94325,source_review_ready_high,source_review_lane_001,27,,not_run,false
CBSRD-20260728-11425e3a1a3be9a27edc,CBCR-20260728-04513,B4XPAR-20260727-004919,BCV-20260728-04954,broad_4x1000_deduped,AK,West,Togiak,Dillingham Census Area (02070; primary),Togiak Code of Ordinances (Personnel chapter / employee relations framework; no wage schedule found in inspected text),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Togiak%20Code%20of%20Ordinances.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Togiak%20Code%20of%20Ordinances.pdf,commerce.alaska.gov,wage_schedule,ordinance_or_policy,high,verified_reachable,200,application/pdf,548162,source_review_ready_high,source_review_lane_001,28,,not_run,false
CBSRD-20260728-e0e50d63b7e2ceaf40f2,CBCR-20260728-01284,B4XPAR-20260727-001382,BCV-20260728-02809,broad_4x1000_deduped,AK,West,Toksook Bay,Bethel Census Area (02050; primary),Toksook Bay Municipal Code (as of 7-5-24) — Title IX Personnel (Personnel Policies and Procedures Manual referenced),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Toksook%20Bay%20Municipal%20Code%20-%20as%20of%207-5-24.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Toksook%20Bay%20Municipal%20Code%20-%20as%20of%207-5-24.pdf,commerce.alaska.gov,personnel_policy,context_only,high,verified_reachable,200,application/pdf,1021827,source_review_ready_high,source_review_lane_001,29,,not_run,false
CBSRD-20260728-8f57ca3daa780d4dc227,CBCR-20260728-02909,B4XPAR-20260727-003156,BCV-20260728-07095,broad_4x1000_deduped,AK,West,Wainwright,North Slope Borough (02185; primary),"Wainwright Municipal Code (code library compilation) - may contain city ordinances/policies affecting municipal pay, personnel classifications, and/or wage-related rules",https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Wainwright%20Code.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Wainwright%20Code.pdf,commerce.alaska.gov,other_local_government_pay_policy,ordinance_or_policy,high,verified_reachable,200,application/pdf,85292638,source_review_ready_high,source_review_lane_001,30,,not_run,false
CBSRD-20260728-ea41f1262c4c2665c835,CBCR-20260728-04515,B4XPAR-20260727-004921,BCV-20260728-04950,broad_4x1000_deduped,AK,West,White Mountain,Nome Census Area (02180; primary),"Code of Ordinances (City of White Mountain, Alaska) — Title III, Chapter 25/Section 9 Pay Plan (and related personnel/pay policy sections)",https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/City%20of%20White%20Mountain%20Codebook%20of%20Ordinances.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/City%20of%20White%20Mountain%20Codebook%20of%20Ordinances.pdf,commerce.alaska.gov,budget_or_pay_plan,ordinance_or_policy,high,verified_reachable,200,application/pdf,958755,source_review_ready_high,source_review_lane_001,31,,not_run,false
CBSRD-20260728-a1f25e69c07a201e805b,CBCR-20260728-02911,B4XPAR-20260727-003158,BCV-20260728-03685,broad_4x1000_deduped,AK,West,Whittier,Chugach Census Area (02063; primary),City Council meeting agenda (includes item: 'Fiscal Year 2026-27 Revised Salary Resolution and Management Benefits Resolution'),https://online.cityofwhittier.org/OnBaseAgendaOnline/Meetings/ViewMeetingAgenda?meetingId=4829&type=AGENDATYPEVALUE,https://online.cityofwhittier.org/OnBaseAgendaOnline/Meetings/ViewMeetingAgenda,online.cityofwhittier.org,agenda_packet_or_minutes,agenda_cover_sheet,high,verified_reachable,200,text/html,14720,source_review_ready_high,source_review_lane_001,32,,not_run,false
CBSRD-20260728-888bf4bcc1a2d7b33641,CBCR-20260728-02910,B4XPAR-20260727-003157,BCV-20260728-03312,broad_4x1000_deduped,AK,West,Whittier,Chugach Census Area (02063; primary),"Public Safety Employees Association, AFSCME Local 803, AFL-CIO v. City of Whittier, ALRA Case No. 17-1708-RC; Decision and Order No. 314 (May 7, 2018)",https://labor.alaska.gov/laborr/do/314.pdf,https://labor.alaska.gov/laborr/do/314.pdf,labor.alaska.gov,unknown_or_needs_review,index_page,high,verified_reachable,200,application/pdf,105951,source_review_ready_high,source_review_lane_001,33,,not_run,false
CBSRD-20260728-5274f8613bae83866a6b,CBCR-20260728-04071,B4XPAR-20260727-004428,BCV-20260728-02179,broad_4x1000_deduped,AL,South,Andalusia,Covington County (01039; primary),Resolution No. 2007-25 (amending Personnel Policies & Procedures to reflect changes in the Pay Plan) — includes Classification and Pay Plan tables,https://andalusiaal.gov/docs/city-council-minutes/2007/20070807_-_August_07_2007.pdf,https://andalusiaal.gov/docs/city-council-minutes/2007/20070807_-_August_07_2007.pdf,andalusiaal.gov,budget_or_pay_plan,ordinance_or_policy,high,verified_reachable,200,application/pdf,326946,source_review_ready_high,source_review_lane_001,34,,not_run,false
CBSRD-20260728-7cd2920e94a66a2a9561,CBCR-20260728-06468,BSSC-20260727-00031,BCV-20260728-07639,broad_490_preserved_review_queue,AL,South,Athens,,"Chapter 62 - PERSONNEL (City of Athens, AL)",https://library.municode.com/al/athens/codes/code_of_ordinances?nodeId=COOR_CH62PE_ARTIINGE,https://library.municode.com/al/athens/codes/code_of_ordinances,library.municode.com,other_local_government_pay_policy,ordinance_or_policy,high,verified_reachable,200,text/html,not_reported,source_review_ready_high,source_review_lane_001,35,,not_run,false
CBSRD-20260728-b8f431704ba4f3d25eb4,CBCR-20260728-06471,BSSC-20260727-00034,BCV-20260728-01585,broad_490_preserved_review_queue,AL,South,Bessemer,,CITY OF BESSEMER SALARY SCHEDULE (Regular Rates) — Effective 11/1/2025 (Acknowledged by Personnel Board 12/4/2025),https://www.pbjcal.org/documents/salary/03BS/regular.pdf,https://pbjcal.org/documents/salary/03BS/regular.pdf,pbjcal.org,wage_schedule,wage_schedule_or_compensation_plan,high,verified_reachable,200,application/pdf,441763,source_review_ready_high,source_review_lane_001,36,,not_run,false
CBSRD-20260728-416656cd2fc72a4df6c3,CBCR-20260728-05680,B4XPAR-20260727-006182,BCV-20260728-04581,broad_4x1000_deduped,AL,South,Calera,Shelby County (01117; primary); Chilton County (01021),Agenda (includes attachment labels) — City of Calera Police Department Classification Plan and City of Calera Police Pay Scale (Resolution No. 2025-45 listed),https://www.cityofcalera.org/Archive/ViewFile/Item/2783,https://cityofcalera.org/Archive/ViewFile/Item/2783,cityofcalera.org,wage_schedule,agenda_cover_sheet,high,verified_reachable,200,application/pdf,116677,source_review_ready_high,source_review_lane_001,37,,not_run,false
CBSRD-20260728-632d1cdf976ca8a688f0,CBCR-20260728-04072,B4XPAR-20260727-004429,BCV-20260728-05873,broad_4x1000_deduped,AL,South,Center Point,Jefferson County (01073; primary),Center Point SALARY SCHEDULE (Regular) — Personnel Board of Jefferson County,https://www.pbjcal.org/documents/salary/27CP/regular.pdf,https://pbjcal.org/documents/salary/27CP/regular.pdf,pbjcal.org,wage_schedule,wage_schedule_or_compensation_plan,high,verified_reachable,200,application/pdf,157774,source_review_ready_high,source_review_lane_001,38,,not_run,false
CBSRD-20260728-8e390f7b206f63937601,CBCR-20260728-04073,B4XPAR-20260727-004430,BCV-20260728-03730,broad_4x1000_deduped,AL,South,Center Point,Jefferson County (01073; primary),City of Center Point PUBLIC SAFETY SALARY SCHEDULE — Personnel Board of Jefferson County,https://www.pbjcal.org/documents/salary/27CP/publicsafety.pdf,https://pbjcal.org/documents/salary/27CP/publicsafety.pdf,pbjcal.org,wage_schedule,wage_schedule_or_compensation_plan,high,verified_reachable,200,application/pdf,231613,source_review_ready_high,source_review_lane_001,39,,not_run,false
CBSRD-20260728-1c24b242597ca59ac962,CBCR-20260728-02437,B4XPAR-20260727-002632,BCV-20260728-00307,broad_4x1000_deduped,AL,South,Chickasaw,Mobile County (01097; primary),City Council Minutes (landing/index),https://cityofchickasaw.org/city-council-minutes/,https://cityofchickasaw.org/city-council-minutes,cityofchickasaw.org,wage_schedule,index_page,high,verified_reachable,200,text/html,not_reported,source_review_ready_high,source_review_lane_001,40,,not_run,false
CBSRD-20260728-00f7848a73ba6118476c,CBCR-20260728-00825,B4XPAR-20260727-000889,BCV-20260728-00753,broad_4x1000_deduped,AL,South,Demopolis,Marengo County (01091; primary),City of Demopolis Government page — Public Records & Reports (City Council Meeting Minutes: not found),https://demopolisal.gov/government/,https://demopolisal.gov/government,demopolisal.gov,agenda_packet_or_minutes,context_only,high,verified_reachable,200,text/html,not_reported,source_review_ready_high,source_review_lane_001,41,,not_run,false
CBSRD-20260728-76c9ec73d0dcecbb8a98,CBCR-20260728-08349,TS4L-7f81b1bbcab54c2d65f4,BCV-20260728-03121,targeted_prior_unrouted,AL,South,Fort Payne,,"City of Fort Payne, Alabama — 2025-12-16 Regular Meeting Agenda [PDF] (City council agenda repository lead)",https://fortpayne.org/wp-content/uploads/2025/12/2025-12-16-regular-meeting-agenda.pdf,https://fortpayne.org/wp-content/uploads/2025/12/2025-12-16-regular-meeting-agenda.pdf,fortpayne.org,cba_or_compensation_study_or_classification_study_or_wage_schedule,cba_or_compensation_study_or_classification_study_or_wage_schedule,high,verified_reachable,200,application/pdf,not_reported,source_review_ready_high,source_review_lane_001,42,,not_run,false
