retained_source_id,candidate_id,local_retained_path,recorded_file_size_bytes,observed_file_size_bytes,recorded_file_sha256,observed_file_sha256,file_exists,path_inside_retained_directory,file_integrity_status
RS429-5140910d25ffa73549f5,TS4L-0f6866242602749c909b,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5140910d25ffa73549f5.pdf,228498,228498,a71ca11111d9cb785251a6b7d9acae06bb300487b36d97924278f343b90e27e7,a71ca11111d9cb785251a6b7d9acae06bb300487b36d97924278f343b90e27e7,true,true,integrity_pass
RS429-516bcb125496f9abad35,TS4L-327a52164af278d0e51f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-516bcb125496f9abad35.pdf,571327,571327,8f1704eedd453e30fbcd3608ef0a585815226b8f901fee07421feb993681f09e,8f1704eedd453e30fbcd3608ef0a585815226b8f901fee07421feb993681f09e,true,true,integrity_pass
RS429-5409652bf0e90bd3cf4c,TS4L-b2fef76c51996bf48d5f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5409652bf0e90bd3cf4c.pdf,1250008,1250008,829257d5395042a96fe94d2d6a697946f9d5f5476acfc2dcd86dfa3d36f54e26,829257d5395042a96fe94d2d6a697946f9d5f5476acfc2dcd86dfa3d36f54e26,true,true,integrity_pass
RS429-55a1c826e4c7f79f15a3,TS4L-eed5bbf802bf4ab2e768,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-55a1c826e4c7f79f15a3.pdf,64403,64403,e7864ce64d52088587086b39600cb0ea18b5abd13885a850f5409b9f4d769aee,e7864ce64d52088587086b39600cb0ea18b5abd13885a850f5409b9f4d769aee,true,true,integrity_pass
RS429-5abe3f6e17a5761c6636,TS4L-6bbb8757ebdeafdf01e4,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5abe3f6e17a5761c6636.pdf,265303,265303,3877ae86bea3c924d9cac5d31792f3b03210090cf48a00905e9df0605cb0b587,3877ae86bea3c924d9cac5d31792f3b03210090cf48a00905e9df0605cb0b587,true,true,integrity_pass
RS429-5c19ac096c6f0b67594f,TS4L-04462a16b388e3c06ec4,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5c19ac096c6f0b67594f.pdf,20975663,20975663,99b9736be32308fa790719dbfb7a8f3da60460a513cd7f772cd870a08feab47b,99b9736be32308fa790719dbfb7a8f3da60460a513cd7f772cd870a08feab47b,true,true,integrity_pass
RS429-5c3b4665133b7d1f5c4c,TS4L-781cd7f955d0788748d6,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5c3b4665133b7d1f5c4c.pdf,10465147,10465147,207ee1ea0c846f71c98f1c4c0485998107cf8f91e0edc49b78fd5730e02786d5,207ee1ea0c846f71c98f1c4c0485998107cf8f91e0edc49b78fd5730e02786d5,true,true,integrity_pass
RS429-5c8283f8962e745d3d52,TS4L-0f8872dd903f807cd4a3,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5c8283f8962e745d3d52.pdf,10106943,10106943,7b15c8cf306c4d15d453334d80b8a71c09189652557d865735338aad33f18b58,7b15c8cf306c4d15d453334d80b8a71c09189652557d865735338aad33f18b58,true,true,integrity_pass
RS429-5d41c50c559abb6217cc,TS4L-3f57c7c48f60aa1545d0,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5d41c50c559abb6217cc.pdf,5710550,5710550,1aa2a3ed64d232c677c6258acc80e15f9af8f961fd87596273e0b687341ba992,1aa2a3ed64d232c677c6258acc80e15f9af8f961fd87596273e0b687341ba992,true,true,integrity_pass
RS429-5e7ef8d45de1713f083d,TS4L-446ccf50e393a7173a58,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5e7ef8d45de1713f083d.pdf,603149,603149,3d69a5eddf095fc7f507170b12691ea4ab6805e46192bcaa5d45872b860b9ca5,3d69a5eddf095fc7f507170b12691ea4ab6805e46192bcaa5d45872b860b9ca5,true,true,integrity_pass
RS429-5f13a7fa01e0a43a7f6b,TS4L-6d479e19ca91cf40335f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5f13a7fa01e0a43a7f6b.pdf,52964,52964,f03c074a348359cdff294afe362fdd9e1eaf7a97c287d98ba5266070c65c1a0d,f03c074a348359cdff294afe362fdd9e1eaf7a97c287d98ba5266070c65c1a0d,true,true,integrity_pass
RS429-64c5272734c785fef27b,TS4L-22335d48391953a324b5,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-64c5272734c785fef27b.pdf,3542175,3542175,be0f63a4a25aa6ced8592f524b89d6d77812756218b5666596e10534e970824f,be0f63a4a25aa6ced8592f524b89d6d77812756218b5666596e10534e970824f,true,true,integrity_pass
RS429-67fb23baabac726cc643,TS4L-1171084bf3acbe24f755,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-67fb23baabac726cc643.pdf,1566004,1566004,e083d7f66b5df690e850a4d901d76b58817373bb62ee1e2a151da69f62cfbdbc,e083d7f66b5df690e850a4d901d76b58817373bb62ee1e2a151da69f62cfbdbc,true,true,integrity_pass
RS429-68464540e7dc476eabc7,TS4L-303dd8855a77b716a4bb,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-68464540e7dc476eabc7.pdf,614838,614838,b594115fd60e35d02d4e646d387a874bffe4df8b177c2a77678dcd1eb49ac430,b594115fd60e35d02d4e646d387a874bffe4df8b177c2a77678dcd1eb49ac430,true,true,integrity_pass
RS429-6a4963bcf8bf12c0bb21,TS4L-694ca99c1ea9ca72985c,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-6a4963bcf8bf12c0bb21.pdf,9538122,9538122,c0b1d47df58c08c6c294b133f067a03e4fefc94a7c7086661087d1272adf6839,c0b1d47df58c08c6c294b133f067a03e4fefc94a7c7086661087d1272adf6839,true,true,integrity_pass
RS429-6d16c2a7bb4cb6910547,TS4L-007dbad731d5396346d8,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-6d16c2a7bb4cb6910547.pdf,1833921,1833921,25d3d1982e32129a67ae661669d7e3d10215f663b81426b5dec3764d976ec518,25d3d1982e32129a67ae661669d7e3d10215f663b81426b5dec3764d976ec518,true,true,integrity_pass
RS429-6e0fc605dc5756d3db1f,TS4L-03304781c9163016bed0,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-6e0fc605dc5756d3db1f.pdf,1071142,1071142,c9efa19640b6ebdfb5588761b37ddcf6f61e2261650497fbbdf09081941174ca,c9efa19640b6ebdfb5588761b37ddcf6f61e2261650497fbbdf09081941174ca,true,true,integrity_pass
RS429-728fa34f79dffe429f1c,TS4L-945864d2fb70ff3ab742,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-728fa34f79dffe429f1c.pdf,1224669,1224669,0a1216e1b6e4ed8ac1b9cdb92dfcc6aec5da5dca9d690b4866feb299f1ece28f,0a1216e1b6e4ed8ac1b9cdb92dfcc6aec5da5dca9d690b4866feb299f1ece28f,true,true,integrity_pass
RS429-72e2189c682277e151ba,TS4L-3152ebe74c568550d0c8,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-72e2189c682277e151ba.pdf,910155,910155,5d05dca0f5dfb48c1e689cbcfc1f9cb197d32687a6d7090fd301697ee5014fe4,5d05dca0f5dfb48c1e689cbcfc1f9cb197d32687a6d7090fd301697ee5014fe4,true,true,integrity_pass
RS429-75d8e3bf87260b417bcd,TS4L-92c43d5c16351d92e907,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-75d8e3bf87260b417bcd.pdf,882915,882915,ca1a2caaaa47b7785ba522948c05b038e93d94c50efc81f1261d5102d213431c,ca1a2caaaa47b7785ba522948c05b038e93d94c50efc81f1261d5102d213431c,true,true,integrity_pass
RS429-767fb2f198ec17fd2864,TS4L-02a4d3fce9c67c79378c,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-767fb2f198ec17fd2864.pdf,88298,88298,0115a166b1f290ac133a65cec01a09240654b4361243b4a4df4ecb814ed492e8,0115a166b1f290ac133a65cec01a09240654b4361243b4a4df4ecb814ed492e8,true,true,integrity_pass
RS429-7e46e02bbbc0921aa433,TS4L-910e7bcdeae0cbacf46a,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-7e46e02bbbc0921aa433.pdf,16959858,16959858,8c100394b6467bb7eb79eb8e88815bee8a0d84fa5ce7d2a414d02a732f94913f,8c100394b6467bb7eb79eb8e88815bee8a0d84fa5ce7d2a414d02a732f94913f,true,true,integrity_pass
RS429-81ee5ba716885aefe1c3,TS4L-fcdbc9316eebaaf88fe2,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-81ee5ba716885aefe1c3.pdf,1512746,1512746,db93cc013e39c58fffd00b7fd8d166bff5e3ba96bd3194793b1194613595fae0,db93cc013e39c58fffd00b7fd8d166bff5e3ba96bd3194793b1194613595fae0,true,true,integrity_pass
RS429-82ba1dca230067f43810,TS4L-721ebf2deeee8795e415,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-82ba1dca230067f43810.pdf,10846544,10846544,6b5593e8d95d87457e884d7525d121c3f65cc1e2b7d987661d14bdafd136ba13,6b5593e8d95d87457e884d7525d121c3f65cc1e2b7d987661d14bdafd136ba13,true,true,integrity_pass
RS429-83b318c4ca1aae0db067,TS4L-a1f72c7eaac5c376d84f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-83b318c4ca1aae0db067.pdf,5904782,5904782,79e49dadb4c23c5dc6cd5f6887e92fd89c8055b8e9b7e608935250ac94ad8b99,79e49dadb4c23c5dc6cd5f6887e92fd89c8055b8e9b7e608935250ac94ad8b99,true,true,integrity_pass
RS429-846faedd549b778a5152,TS4L-1d85817a3c8ea5a05a56,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-846faedd549b778a5152.pdf,588459,588459,9c6143999e349ed8c4416ef319a0087c2c9ddb36d81a7770883cf805224a97a5,9c6143999e349ed8c4416ef319a0087c2c9ddb36d81a7770883cf805224a97a5,true,true,integrity_pass
RS429-89e6df22518a1f375a43,TS4L-8d16c4dbec489d3148e4,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-89e6df22518a1f375a43.pdf,1459465,1459465,43eda470c5b79a311e96195586ae1b3289dd37ecd91a5c868d95050162ce4764,43eda470c5b79a311e96195586ae1b3289dd37ecd91a5c868d95050162ce4764,true,true,integrity_pass
RS429-8f3a752232c6a206d617,TS4L-cd5e61e5bdf5b3f61ef8,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-8f3a752232c6a206d617.pdf,540714,540714,6ef296c60773d1091cecb55df5b7a7cabec991ac66fba75d641a45d65eaffa9a,6ef296c60773d1091cecb55df5b7a7cabec991ac66fba75d641a45d65eaffa9a,true,true,integrity_pass
RS429-953a19b34c439d6910b7,TS4L-fe036995dc9dff8e03b3,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-953a19b34c439d6910b7.pdf,17381703,17381703,29826a6588d3856abfc08ee7e2ea48cd34d23faf8e9d2277d709829d7941459a,29826a6588d3856abfc08ee7e2ea48cd34d23faf8e9d2277d709829d7941459a,true,true,integrity_pass
RS429-96fd25f51a2d7c67efaa,TS4L-2345ca6981381672e4d5,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-96fd25f51a2d7c67efaa.pdf,1086484,1086484,66459ff79cb2e928325ba131f9d3cb412f3b93f10d217e0995bf6f8817d50ce1,66459ff79cb2e928325ba131f9d3cb412f3b93f10d217e0995bf6f8817d50ce1,true,true,integrity_pass
