record_id,qa_stratum,raw_value_preserved,coordinate_valid,uncertainty_not_forced,conflict_integrity,claim_link_basis_preserved,span_disposition_supported,passed,mechanical_invariant_review,independent_human_gold_review
EXTRECON-e118af7ab0325f8b44d28d54,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-6f42bed8959b3f9dadc71311,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-45084147ef88886593718bb5,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-7594772db666fa42e3c80f15,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-9d204c6e87291120db4a9587,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-c0b1e80890b01e579af86053,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-981438e411c73f5eae13f4f2,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-01668aa91b12720ba6c9c88a,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-29886690e8f5f73714550c1d,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-7b75b6362fc8914c7a19bc95,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-3b34dbd1a3a3903b4409d9ff,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-3d420eb5a73971f5e961fe96,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-bbe4f72ddc848a49a131e505,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-9da0abbcc3c025e8ecc1c90b,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-e3a1d2260526bc8c0daa6148,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-208f025c753697495e662e17,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-0f4014036a19b22999e20f62,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-6e690656ef08dd953ae26a5d,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-82374149b4c7819ac42dd00e,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-ed10cc6777ff5914fe23298f,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-b5ff359aa7c597b97f65bc4c,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-c5d3c67c5118e7f529ad8aa9,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-4c4c2dbd7ca344a48a08f376,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-1286eee8e94bb432aa11a95a,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-089171cf057615e70d340605,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-d179910c1104d2ae1f139a7e,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-c5d6319b85fd416dc5ffa820,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-d70c9c05d2a971eb3b82795b,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-24a485cd7526b1ebca596490,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-01ad4930c346df21d9d4b4b9,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-a10f3280aa0da0bcccdf7a66,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-0e247c8066897b271a365c4f,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-660968cff4550a690f41958c,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-b6401d96c0270e26d4dd5d77,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-2d4b537c5e06999b97f20642,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-8452e834b12559f59dab4638,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-bba2a45e84b8957b8f05fac1,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-aadea17271e70eab2e6e5b3f,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-2c782d410a69ad04217d3a9e,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-da245c9f997d0c5548a819b4,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-b033ef6ae61aac7f2e8dbeaf,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-921a7c93c76f5936ab07a15e,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-9ffecd0dd29e70015a35225d,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-e656f738cd9c4ab2fc6e70e1,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-6281fc6182bebaf280ed043c,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-d5bdc8ab8f53ffd81178a307,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-aa1856c6353272eec5551bee,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-fb5da7e4ed1534c8d970dfbd,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-7d32b04f990db5301ab34736,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-42524b28b1ca6936ca6402ee,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-d5b11a1cc6fa988e35d93f66,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-b78d4bc5b22f6d85607ff572,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-3c410a9f8cf2b9076187534e,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-914ef1c145b7401e9c109fce,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-bf7aab513b6cc1b70d2af712,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-65f6c4f4368c909bb1d429b4,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-4e6d6243f284205110b92b35,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-c04826986c3b6e5acc5114a1,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-a79251f2447d8d972f09d42d,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-699bfc415b537352c5bdf74b,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-8b753d8798d9316b55b772ab,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-246803bd70f609d539551389,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-a73f0d52820d7058b629c57a,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-596b89f9b80ab41dce0af562,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-c3e358906ce7dcdccbdbe3bb,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-30cd59d539a591df203cefbc,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-a113573403b5fd5b3aa0039d,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-35f78028838ca27ddb3a823f,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-e28bee5f6454352420a889ba,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-f09a07427c18933141a68701,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-224b9ceb1b39bdbbb5c9fb42,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-b7ece5ff496b86d4c57e295c,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-b90cd88947f33fb4a5eda716,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-b18329a1c10a02ebc578ad75,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-e5584ab5d7ce1aa8850d2ccb,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-3151b2ab7d57133555d6710b,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-ed4c2aebcfecb02091a9478a,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-99590aa4d077c30811e32795,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-fb05b631970c430a3cf61e09,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-d76f9ac288dffe6ef4fe1fe5,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-cae8362093a73930447905b0,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-aab538a1bda933858e835a0b,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-8e71a41a11d7f69a04a42b52,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-a825a0dabed511f40d2cadec,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-1259f9802994b25b091f231e,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-34fc3518e714aae4e219e65c,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-5a00c34dcec408563fa25355,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-5f957e0a6b964924feb30f90,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-250108b82568714ff4ab48fc,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-3a3278a8f49b185c91c80fa8,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-748a670ec0c61c7c68d20e67,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-e3216dddd4c8044c1b66df3c,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-092bfe3e78fc6e18f439ca0d,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-db9bc088c87a16bf63f81826,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-4a40aef68018d969250c395b,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-e418d821d52dd37a46ceb95e,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-e92b9d9d2ec05153ac1c5475,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-471e44d1ea6e804f74d7a881,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-89bda92d8a76c58f7e1ca970,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-8f03a0fd72fb4f65cb2a29df,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-b81b52e8bb59cce6a8cf096f,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-d9d1cd99d4f0c4af95433441,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-2a9c5d936d31a199ea400179,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-b4b609212c50b5f3734bb534,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-c00219d964310febd81077e9,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-a806241dd6489fff99d94761,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-a69e3587aa6432f9145b8d15,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-3375a98b3132d3581f69b37a,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-a4527322f534ee44021e24cb,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-bc89585989d66c0e467c6f42,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-441c2b160fa65c4c27f7485b,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-a2a7730a448b3689a91bf4c2,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-0cb9ebb4fd34b6abb1203d42,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-6b8e3d816b567bd9d8496e61,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-b190effb13f4e0ab2e6f086d,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-a928527f495702d6c3e94b10,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-dd3e80c49ff7a0a60b6e117d,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-e68f4c0e0c545082ea771f22,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-887be85fd39d07a11d515559,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-5062e17bdf36f01f48aa75f5,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-220ea5275793446de94d8506,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-9dadfe5ee62e7ad8413cc8ed,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-fab5f0e9a30ba4b7f3b5ab8a,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-b7c423a33936244dbb8abcd7,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-3b1308425902b5094b7eddb3,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-47b8ca18d777da968a3fb3ec,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-2d011faf6ef0562f851345fa,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-1afdb32257a4436f5e49f87c,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-d376f03221537c6c7c6a8c20,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-4473f08f637852d8e2872228,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-f696d30738f6ea0ca5921e90,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-7210a78946daea7287c2194e,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-3a750bfd118275249daf267b,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-fae1c4515bdf281606163db1,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-59b31d2672143d38563e7da5,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-b43fcb642553804643b711ce,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-28f12913f969e98eba6bcac8,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-5beca8ead742ea99fac42eeb,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-94b389eaea4a6eadb49f8caa,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-2167297b56149f049ffff5b1,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-401ee7fc3ef453e1e08f1bf3,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-4bfed8c3b79e313bdf8af6e8,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-7a9f218a9e18756c556219bb,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-61741d0d79ad3212d300e230,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-7887b7d0f4abd0c866ca3d8f,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-617a487b5baeb0f19f25936d,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-005af4fb5e9342e6621ead0f,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-8682f788eeeee34f37794bbd,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-0479258be5de73bbea7c5044,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-3e5a5ab9b0f7a9c4f49235cd,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-addf5e90989d8c371483963d,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-aedffe9d0fe9b413e5e88f84,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-aba01b922eb0aba0aae4fcd2,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-30e13115f4761e629945fcb8,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-0a45e30500b93cb6c512b9b4,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-e7697d4dc8ce0182435efa19,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-73a982d737adbcc47ab6fea1,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-5f9648e30deb8dbe29b2bdba,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-ed3481a45d8c4549a7d70acb,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-bec10bd2add147878d8b2a43,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-f76536ef69bd83b68b97fa0f,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-edad100d689cd306131a3182,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-b22893460a9856dc4f1ef7e6,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-8b001f799caf8a8b632ad34e,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-e242d1e5cac348f71874f2dc,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-bd2bd7daa2bcf6ce21db7eb5,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-de2bc58c9a24a6dae7b3b2ce,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-9beec04983a4d8e2e4e18081,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-ae60fba11ce01ee9a97974cc,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-7cdf022ce06078e58d532d02,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-b855f30c3d86cf45aa2d50f2,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-41662fba3cfea170d3768c2f,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-152fd05df63ba1a90ce36e88,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-a5a8e974a96d43ef111b4bb3,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-e31028eae81ffb3e77babb0d,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-19624e0f6bf4ba6c5688f183,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-154b7db9dd54ad665af797d8,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-28f968a8506ff5926d4bdbda,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-14708b7947275aa97a599963,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-16de4fa59e62705088b26ccd,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-17182c94d70c68aaebfbac6c,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-53a2755ea16f49bf8119d735,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-39a7afa7cfec365110e7dbfe,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-141761d7ac54d280d25cc3de,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-d4641de4de8579af03a020b0,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-b7c2c4edaa1a9fda4251e257,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-38ad2fb8b2ae3b8413e25b0d,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-edb2410f83c7ce724f5ce73f,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-f5348ebee698b38752c5db64,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-ff820307625187c3a543a0be,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-ac811fd937d31ce1cf2ed9a4,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-f0f6a75fe52cf3bfcdb82bd4,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-4bd73c52d880cca17b8f93e4,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-4737fe237228cd0d1b68904d,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-9b319f6c1c6b77f62b026b84,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-5cc274608d1903bec95a7daa,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-48f997391e72265263b3e127,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-bcfb5d3d80a1efb864d60093,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-dff2d01947dc7b01f2b140e7,municipality,True,True,True,True,True,True,True,True,False
EXTRECON-a41d409361b9b7a66c42f4c9,department,True,True,True,True,True,True,True,True,False
EXTRECON-239bfda3df595d9fb62e2fa8,department,True,True,True,True,True,True,True,True,False
EXTRECON-d179910c1104d2ae1f139a7e,department,True,True,True,True,True,True,True,True,False
EXTRECON-c5d6319b85fd416dc5ffa820,department,True,True,True,True,True,True,True,True,False
EXTRECON-d70c9c05d2a971eb3b82795b,department,True,True,True,True,True,True,True,True,False
EXTRECON-2c782d410a69ad04217d3a9e,department,True,True,True,True,True,True,True,True,False
EXTRECON-e92b9d9d2ec05153ac1c5475,department,True,True,True,True,True,True,True,True,False
EXTRECON-471e44d1ea6e804f74d7a881,department,True,True,True,True,True,True,True,True,False
EXTRECON-1eca3abbf505506b54c0c081,department,True,True,True,True,True,True,True,True,False
EXTRECON-d738f9ac4a5019b18fc832bf,department,True,True,True,True,True,True,True,True,False
EXTRECON-12cf3089907ed22c75ac2462,department,True,True,True,True,True,True,True,True,False
EXTRECON-5c40d666fa2fac75b7c3c5fb,department,True,True,True,True,True,True,True,True,False
EXTRECON-30b6d89f0f8b5cb76f3de04e,department,True,True,True,True,True,True,True,True,False
EXTRECON-cd5bd8e0f8a46d05c05136e3,department,True,True,True,True,True,True,True,True,False
EXTRECON-ab32446f47226b9509e22672,department,True,True,True,True,True,True,True,True,False
EXTRECON-a4514d58df464b0bff13d6d5,department,True,True,True,True,True,True,True,True,False
EXTRECON-519e2bf326cfa3421b7267f6,department,True,True,True,True,True,True,True,True,False
EXTRECON-622b433cb524493b26fed73c,department,True,True,True,True,True,True,True,True,False
EXTRECON-2f442f7428f355a728a4dabb,department,True,True,True,True,True,True,True,True,False
EXTRECON-ad6c49c5d8cd86f32f3a6abe,department,True,True,True,True,True,True,True,True,False
EXTRECON-946019d38f2ac85da2625bd4,department,True,True,True,True,True,True,True,True,False
EXTRECON-3b083203dc5c27f83a367e98,department,True,True,True,True,True,True,True,True,False
EXTRECON-68b4041a8bb6636c05c401e3,department,True,True,True,True,True,True,True,True,False
EXTRECON-7fd558095effc340a272a06f,department,True,True,True,True,True,True,True,True,False
EXTRECON-896433f5fe629ab302a1b4d9,department,True,True,True,True,True,True,True,True,False
EXTRECON-817d50b8a747e18a57e9bfa5,department,True,True,True,True,True,True,True,True,False
EXTRECON-c4dae4357d124eeb277137ff,department,True,True,True,True,True,True,True,True,False
EXTRECON-a5a862b2c9bf4cb65c20dc33,department,True,True,True,True,True,True,True,True,False
EXTRECON-a7d8661f302ec8c7fd30801c,department,True,True,True,True,True,True,True,True,False
EXTRECON-9157fa09446c0270d8541711,department,True,True,True,True,True,True,True,True,False
EXTRECON-ddf5f0215f02d1f14a9437b0,department,True,True,True,True,True,True,True,True,False
EXTRECON-bd1a0726892d93c93331e24d,department,True,True,True,True,True,True,True,True,False
EXTRECON-3cf2c1c848b30671d3280ab1,department,True,True,True,True,True,True,True,True,False
EXTRECON-0532131872230cf7872a3449,department,True,True,True,True,True,True,True,True,False
EXTRECON-0dc14c80bb589985135d1a1a,department,True,True,True,True,True,True,True,True,False
EXTRECON-4795ca23fc30adfafc3ac223,department,True,True,True,True,True,True,True,True,False
EXTRECON-1ff0377223adf54ec2ca52c6,department,True,True,True,True,True,True,True,True,False
EXTRECON-39ae8c3c1b8968fed5d78528,department,True,True,True,True,True,True,True,True,False
EXTRECON-ddae4498c736c75e45c43aa0,department,True,True,True,True,True,True,True,True,False
EXTRECON-1708a6462ec2bf8a70a9c3e9,department,True,True,True,True,True,True,True,True,False
EXTRECON-ad56a368c6435d5e4292c1bc,department,True,True,True,True,True,True,True,True,False
EXTRECON-4cbf488f5ac6f161bede2af3,department,True,True,True,True,True,True,True,True,False
EXTRECON-012e879bace7b2688326766a,department,True,True,True,True,True,True,True,True,False
EXTRECON-f55b63cf620bcaddcd062a7d,department,True,True,True,True,True,True,True,True,False
EXTRECON-8c4a7ccc395b7cf1294c3518,department,True,True,True,True,True,True,True,True,False
EXTRECON-0b1e07f8dd9b0df9c8e9371f,department,True,True,True,True,True,True,True,True,False
EXTRECON-18c23c57c07e60c971655412,department,True,True,True,True,True,True,True,True,False
EXTRECON-814dc37d2e749ddc1179b1ed,department,True,True,True,True,True,True,True,True,False
EXTRECON-5a0b69e03a39282e03708e21,department,True,True,True,True,True,True,True,True,False
EXTRECON-c54a0f0ba9bd2073a62d8eff,department,True,True,True,True,True,True,True,True,False
EXTRECON-1ba275ca4bbc481b698645d8,department,True,True,True,True,True,True,True,True,False
EXTRECON-4cfe4ea843b02f877aa9ddf0,department,True,True,True,True,True,True,True,True,False
