adjudication_performed,ambiguity_flags,canonical_external_ingestion_id,conflict_flags,expected_consequence_if_rejected,expected_consequence_if_upheld,external_administrative_observation_id,linked_claim_ids,proposed_analytical_role,reason_for_cross_examination,recommended_review_type,source_SHA_256,source_character_end,source_character_start,source_excerpt_or_table_row,source_page,source_row,source_table_id,reconciled_external_observation_id,municipality_after,department_after,side_after,period_after,pay_basis_after,compensation_basis_after,conflict_reconciliation_status,claim_linkage_status_after
False,,EXTINGEST-9ca02438d56e43c8912bc697,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-404184f46a9987ff83854498,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,cc11c23321a100de7effe479586c94014cac304a4712676594b63b8513be0dfb,1870569,1870568,9,,,,EXTRECON-d21a1558fc58927ab969a627,cog_2025_166854,unclear,unclear,2026,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-35f54f47daf5d44c3fdbda94,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f8df1808a5047be223ba9d87,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,cc11c23321a100de7effe479586c94014cac304a4712676594b63b8513be0dfb,,,09,,4,html_table_1618,EXTRECON-40edb78511abf0ff03dce28d,cog_2025_166854,unclear,unclear,2026,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-e1fcc4610b521c4ac2291686,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-b56d90ab68c277cbd8eaafb6,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,bcb7480f0ae19d1f4ed5dfedf83b946a363ddcdc31dea699b33020765eb4613d,,,13,,2,html_table_2,EXTRECON-25bf344d3cbb1fca88a6981c,cog_2025_201617,unclear,unclear,2024,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-422c01b514377a3cf61e0781,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1e0a95180191edf3878d288a,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,c0c9cda80f661cf2dd1828c83c5a6522aebea9fbbbe8bc3da499a33d006e4e8e,,,38,,1316,html_table_1,EXTRECON-ab6d5a4a187e7efe2acb1b31,cog_2025_170801,unclear,unclear,undated,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-5f94b5f13cc6635d851fbe48,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a9420931b60e5434b267012f,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,4dc6f05f409f7dff572851991e1b0850092a1f1b22a0ee81bee090469ae84cf0,,,220,,222,html_table_1,EXTRECON-abb15775398dbe322cccef94,cog_2025_201900,unclear,unclear,2022,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-8031cdd1964bcf7b5712bc5d,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a28cecc29fc86c7e85501126,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,ced5e7a83c6de56413c18ce210755ebef86c7111a18e2c2d1005577d474a6c82,15307,15306,2,11,,,EXTRECON-23846f101cecdea747657127,cog_2025_225869,unclear,unclear,2024,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-6d08ea749d966de35bb65cd1,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-4983be8b24f91b85235b171e,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,7d84551b2266c856511a1b75aca7c8ef2a9dce7ac286cd93587e29b45006e3e4,64185,64184,2,22,,,EXTRECON-46561ab29bc682a132c18e5b,cog_2025_225670,unclear,unclear,2018,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-96ec06be2d7366ca3f1532d6,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-57a1df17600a414dba4808d3,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,247c23890b359cd02185ff66fc1cd21d1d236ae5ee7271f2f3f44050ee0eec26,189175,189141,"daughter, brother, half -brother,",171,,,EXTRECON-c504ae24076b9964bcb7a2d2,cog_2025_163524,unclear,unclear,2020,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-56f3967cfcee942f0faea12e,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-da33f64e7aca9efdb1a4343e,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,73dd0833f4fe57229ea631d72a54b806eb220040120099801deb3eb9d1894c3d,1443186,1443185,8,370,,,EXTRECON-98b5865e1fd9c65c66e24a29,cog_2025_171263,unclear,unclear,2021,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-89d7dd2ed1e7bc493c38d14e,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-60b1f24ebac7798e195ddc13,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,e2abbc5fa78daf261427bc257386bd254e7b825d14c2e6706eb66ff6f1e00475,24744,24740,11.2,11,,,EXTRECON-e7729b4deb1e0821c9dae8bf,cog_2025_173275,unclear,unclear,2019,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-da0508efa05104d257bffadf,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a7f4080e92e221c66a7d0859,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,9eba24ee01666e0a37fc34a3c89d96244bfb5ca780e46f0936f32ecdc3e55fea,147262834,147262832,"8,",,,,EXTRECON-577bde08615e31e81e5c9420,cog_2025_170800,unclear,unclear,2025,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-cf07f1bdb1658cbd43a18cc6,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-af2bbb5dfded801243927855,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,ff5bc69723831fb5a56a5391ee03d24e1dcf42a6035e3c800cb22b339f46a6c0,,,05,,16,html_table_3,EXTRECON-827ee379804ac9ddd3874219,cog_2025_189922,unclear,unclear,2023,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-dbf029b412aab23fff74553e,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-7a0cdff0d09546412fbb6c67,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,280339,280338,9,,,,EXTRECON-5d3c2c58888fe6ad0de8de9f,cog_2025_209824,unclear,unclear,2024,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-95a6e377a4bda74ebd8b5926,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-35d3dfacfb06294d17ba2ebe,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,455106,455104,10,,,,EXTRECON-a35839bceafce6c291df3422,cog_2025_209824,unclear,unclear,2024,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-e2203a6c732f56f6bc47049b,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e4f61fdeabc594f4a0b05629,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,1278210,1278209,9,,,,EXTRECON-8f33e296b13586e64f8e1961,cog_2025_209824,unclear,unclear,2024,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-dcc3a8f533d29ced7e523e81,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a55a1ac5a87a6e4932eb5c68,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,9de1b111e9fa15356c73a5e35abe877ad8657a4decc9b4f41b281fdef3028b92,,,10,,5,html_table_1270,EXTRECON-86b754f4a8b0111289c25331,cog_2025_209824,unclear,unclear,2024,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-4f0a2d014d3ec08b801676c3,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-73f6075b1b2584620382cc4f,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,e49fe879c9b99ab72c762be975203a954512c10837c0beb04664a509eb72317b,,,11B,,11,html_table_89,EXTRECON-0e9e9c149d29fd4a916ecb59,cog_2025_212005,unclear,unclear,2023,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-f4fbc5741a647c71e72991f7,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-8e3c9f5957b31f7b7c1f247a,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,b91020106475db348e4c1a364c914bb3b803b4d9793442102fad23543b350eff,2957105,2957101,2028,1783,,,EXTRECON-6885e0c4991a99626a358e4f,cog_2025_167627,unclear,unclear,2019,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-4e0c52d3ccb2c8c21f57d97a,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-72eca0d5cd50cf2ec9859c1b,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,40b493bb91fe39c3445fe1a7263517c53b1fa29d836a7e62a21332ea3335c4b7,,,18,,221,html_table_1,EXTRECON-933824db9c5e352b355d1940,cog_2025_170530,unclear,unclear,undated-source-B4X2500LIVE-20260729-006401,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-7caee732a8c972d12a4a0558,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a82ebdb02466f22d7b9efccf,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,77a6490f20406d41ada3a03f551164276d9947e743ba76f21212500a945b2d74,37220,37216,2026,14,,,EXTRECON-07b4abd3a1eab0c8b3fa8663,cog_2025_184260,unclear,police,2018,annual_salary,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-1a1eab8f0ff636bf546573c4,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-2460de0afdc501df32283c38,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,ed2a11d5ce8295cbac019b46b97696b2ed864623453d160c7cb7e9c111be8980,,,Step 10,,11,html_table_4,EXTRECON-5d7bef736206ab6f5d0de24f,cog_2025_172617,unclear,unclear,2026,hourly_rate,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-25e00e9440e3af3adce8d050,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-5ac286b44847792b595bbc8f,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,ed2a11d5ce8295cbac019b46b97696b2ed864623453d160c7cb7e9c111be8980,,,Step 17,,18,html_table_37,EXTRECON-5d5c076800f3900d8959b2f7,cog_2025_172617,unclear,unclear,2026,hourly_rate,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-36702d1e705043cf13a93177,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-0ca15e2c9ee2cdcba36fe16f,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,96de69d5a52547260c29f7a91964bb4a1311b32749f540cb09f9d45d8597dfb0,1500214,1500210,2024,911,,,EXTRECON-246347262cf9cab29dbefcf5,cog_2025_167627,unclear,unclear,2019,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-ea9ffeec0421bb80497765cf,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ebc807abc9f843656133479e,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,2a8c521043e1ef0ddd185cee4a4943f0d302daa9e13a63c0232328a2f323495a,,,11,,8,html_table_502,EXTRECON-6afbadf8bfc070d573cb818f,cog_2025_134638,unclear,unclear,2025,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-6b831e869631073137d4f79d,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-b0351fc540ff403437a2618b,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,9ea93cca67a6827426a989f9f5139aefbfd57b29f3b6daa4540fd4900b38c928,,,10.5,,60,html_table_36,EXTRECON-77bd9d999d66285c65c7de0a,cog_2025_164284,unclear,unclear,2024,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-4a5d39c95cb601ec4a53f5ac,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-6252548d568667903f9ba851,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,2d76c6635af4bf882d7ed9df93094660b17895f717b5d78a009bdaeac0635be5,68660,68659,3,,,,EXTRECON-1b3bb413bb11482bf7947b10,cog_2025_225686,unclear,unclear,2021,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-c4e937bc5ce1202d65b13607,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-6697b115f545b019762766d3,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,2d76c6635af4bf882d7ed9df93094660b17895f717b5d78a009bdaeac0635be5,260571,260570,7,,,,EXTRECON-f49ba23586f71301d5f5e300,cog_2025_225686,unclear,unclear,2021,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-b8ae92d0d1b44d3087ee08b5,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c99b68afaf33a2481df8e6fd,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,8b63e6c123d61420d55a4e55fe1ae99fe1fee845646d6975605e6f1aa08f19d6,699700,699698,23,246,,,EXTRECON-a01a16dd55c5ecf6c0aec71d,cog_2025_131431,unclear,unclear,undated-source-BRMGRS-20260802-53e1dbd8f0755d69d5937c50,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-a3aabe3449d9cd46edd8d815,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ee96326d85768e2a4d594f54,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,1b36fb777f4df7c29e23449873f3a7c382c83cb9bb0da2806e4360f248298ccf,1738177,1738173,5305,,,,EXTRECON-a7a19e18d80edd26f14dd2d5,cog_2025_128411,unclear,unclear,2025,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-553e5881cd4e2e7252c1243c,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-7c4e4a257b36f7418209b90a,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,df20c3d13fe568917eafe7d59b70f2d7ceaf0e2c3ae3a2e90f63343fab551b58,596450,596449,9,,,,EXTRECON-819259838423c201ce4748fd,cog_2025_170188,unclear,unclear,2022,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-aeaa39a29fbe6b1b5c4985cf,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-68fde18dfe88eb4102f146c1,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,df20c3d13fe568917eafe7d59b70f2d7ceaf0e2c3ae3a2e90f63343fab551b58,648821,648820,8,,,,EXTRECON-c0a2127b4d684097d78aebbe,cog_2025_170188,unclear,unclear,2022,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-4a8e299a7e2647742802e3e7,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-31db26309fc9e0d0f94a241f,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,5ce309594a7299683f53737195f8f83ae5c7fa0028433023a8bd434388072ef1,149656,149655,4,85,,,EXTRECON-e302f694a5780ed609b4df66,cog_2025_173206,unclear,unclear,2019,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-507b0ff79e981b3b48518f7b,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ef99911b737c10f6b8ece9a6,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,e19eb04ad3b0b3ef5ff890e2d9adf37a2f58a26f142233d1641c0dd2bb4e35fd,38989,38988,1,,,,EXTRECON-a10439c9894de65d68910bae,cog_2025_167911,unclear,unclear,2019,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-f698e5ae98ca64d3509768ad,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1ee7c72c14d254e8eed3bdcd,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,21fe0dc1ec65d830da44728af17b1a7c20a3328c970b22515a9a9ef48f210c1c,,,Hispanic Female English Learner without Disabilities,,70,html_table_225,EXTRECON-eb96819c3a8a2bf162b84fd6,cog_2025_189605,unclear,unclear,undated-source-CBSRD-20260728-229e87b6cec1a609381b,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-a19f558461aea19137a9050b,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c14fe20f1463c9bbe2bf53e9,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,070a916d8c58ed8d7b4592f903e695227d4333a90c28dfe55e1aed56c08411c8,310258,310254,2026,188,,,EXTRECON-b3e25d45e7242bfcb68d721c,cog_2025_168447,unclear,unclear,2026,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-820c8a07a137949ff3dac15f,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-3e63a1e661bf78c1b679436d,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,070a916d8c58ed8d7b4592f903e695227d4333a90c28dfe55e1aed56c08411c8,325339,325335,2028,199,,,EXTRECON-7314c16713f8eed19ba0c5f2,cog_2025_168447,unclear,unclear,2026,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
False,,EXTINGEST-14176bad030f3cf9aa31c7a5,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-3b99978dffd8fdde27e5ce6b,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,095ccb2c80fe4c3c9bcfd92258e82d9f1334da2a7cc1c548093e97d29c7fece0,1057433,1057432,3,,,,EXTRECON-d4eb5c16eaf62d6daf64f255,cog_2025_191195,unclear,unclear,2022,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-50c0dbd1888c2f7a5ac3419b,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-8fc0e462cb36a0406222b62d,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,a15a36e82e362d2dd61aa88599c9aa20b6735f83bf5bfc7bd5af1e75d46b26c1,225870,225863,3451287,95,,,EXTRECON-40443dc35e14b8c66e5addbf,cog_2025_173662,unclear,unclear,2017,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-4627a7c1645f1e7c5215b8e4,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-83bf8fc47883d79c8d992ec1,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,a15a36e82e362d2dd61aa88599c9aa20b6735f83bf5bfc7bd5af1e75d46b26c1,273044,273043,2,121,,,EXTRECON-9a71e768a06980b140d716fe,cog_2025_173662,unclear,unclear,2017,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-acaaad062c0f7cbd13fa9711,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-2abaa6855e86be8f0629e9b6,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,384965c8028868c2e60933f7168b8b6096b33e421baafada6a780e31080b21c0,31434,31433,2,18,,,EXTRECON-58a9165b9b5ecbeba57ba4f9,cog_2025_162829,unclear,unclear,2023,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-231400a099e2c132be22b55d,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-9edba83cc34512305ab91304,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,6c3e50a59d8a09091d05f8a9afb7056e980f3e4bf24f1c19a7758962818ba0c8,8091,8090,2,3,,,EXTRECON-e340f5b4fa41fa3ca7767ffe,cog_2025_212039,unclear,unclear,2022,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-c5633890f60cb8ae20d1b449,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1aeea1fdcf55602eb51cbaeb,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,eaca51651c344c70804db30f9dbe07cd69f99ba19412b24c6e25722abac608fe,2801540,2801535,17.06,,,,EXTRECON-3a6ad28df0b243f1ecb5c8ec,cog_2025_194842,unclear,unclear,2020,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-4e9d4bb23ed28d059948b881,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c11e19accd73bfa492c3ebc7,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,467e600ba9e446778b120e564b00620b179bc5921079341d3d0c64c65aaaba92,938518,938515,000,160,,,EXTRECON-4b6e6a0b195fa816d95a92eb,cog_2025_170590,unclear,unclear,2025,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-48009fd494900d9d6042caca,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-24608e0486461d2dcda7080c,MECH-04,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,467e600ba9e446778b120e564b00620b179bc5921079341d3d0c64c65aaaba92,1222100,1222098,06,162,,,EXTRECON-eac3460719384440deb28676,cog_2025_170590,unclear,unclear,2025,unclear,salary_schedule_rate,not_applicable,exact_claim_id_link
False,,EXTINGEST-5c9ff22be980a4931430aef7,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c478be03531d316cd5fc67f6,,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,2a8c521043e1ef0ddd185cee4a4943f0d302daa9e13a63c0232328a2f323495a,,,14,,5,html_table_814,EXTRECON-035c0b052ee25c5c72e14c55,cog_2025_134638,unclear,unclear,2025,unclear,salary_schedule_rate,not_applicable,event_linked_claim_pending
