adjudication_performed,ambiguity_flags,canonical_external_ingestion_id,conflict_flags,expected_consequence_if_rejected,expected_consequence_if_upheld,external_administrative_observation_id,linked_claim_ids,proposed_analytical_role,reason_for_cross_examination,recommended_review_type,source_SHA_256,source_character_end,source_character_start,source_excerpt_or_table_row,source_page,source_row,source_table_id,reconciled_external_observation_id,municipality_after,department_after,side_after,period_after,pay_basis_after,compensation_basis_after,conflict_reconciliation_status,claim_linkage_status_after
False,,EXTINGEST-60f6ea9f14053fc9587471e6,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-d9411ae855bce41a718da712,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,8c0c8b1c2faec462f97dc14573bd206c993ced622225fc3dbf531a595cdbc937,,,"Yvette D. Clarke, Gale A. Brewer, Leroy G. Comrie, Jr., Letitia James, G. Oliver Koppell, Michael C. Nelson, Annabel Palma, Bill Perkins, James Sanders, Jr., Larry B. Seabrook, Christine C. Quinn",,8,html_table_1,EXTRECON-64947eb1b594916f33a7fbbe,cog_2025_170684,unclear,unclear,undated,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-45bfa5423eb09eefac2bd33c,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f260071034b83a792ab9b3aa,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,58854f80911abc9e83466655e1abb32e3a3c051a16e8973dc593dc391f8eae71,44893,44891,76,25,,,EXTRECON-86a3d5b52dcdb13a3654a629,cog_2025_170147,unclear,unclear,2020,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-d5888a86a4ca12ea969e11c8,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-cd91bf81e79a481db1b1d0cb,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,b6dbbe21aa27b86568b2f6f2f51f39b8594e423cd938965029208283dc5f8506,,,1% PAY ADJUSTMENT,,1300,html_table_3,EXTRECON-5d4b07486ce9edb61a7245d0,cog_2025_207659,unclear,unclear,2020,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-64db2f544bb8c89bdcd4962b,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-b819977a544ec83d4177c250,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,b6dbbe21aa27b86568b2f6f2f51f39b8594e423cd938965029208283dc5f8506,,,METRORAIL DAY,,5488,html_table_3,EXTRECON-af6f8b7d37df4d9cc97053d0,cog_2025_207659,unclear,unclear,2020,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-c83537bb726a97a6e32bd375,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a4116aa5723d892a5cdcb4f2,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,05a7e583ad4863f50d4fcf38f0cf222c8f7bb0915d80a61884b9056cfe2f425a,69680,69678,-7,,,,EXTRECON-c6a761f72435d214d36f9bb8,cog_2025_170305,unclear,unclear,2021,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-a82a11df6c737892a86de4a9,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-91d92c1d031653c295079e30,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,a2bb5ec1b1bb87ef180d9d8b5b04ef5196783572aeb2e71edd9f33f792642bb6,529512,529508,-474,116,,,EXTRECON-9f5b707fa9a47c6904c6355b,cog_2025_208556,unclear,unclear,undated-source-BRMGRS-20260802-e3c16c3973d13f7f7759f944,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-92c166f9c2448e48fce9b265,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-2f3d8b828c784deaee1296d5,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,0f4f3f853d4e223e465dca7e72f63cd52a80db3601d55e385c3a20f9f0236940,1297794,1297791,183,392,,,EXTRECON-662b4264390352fb2cd83525,cog_2025_170709,unclear,unclear,2014,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-dd0e090829dd958d7d29e13e,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-370703503d413d6002431767,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,2c7f173ad739732af1a25c54ccdff46244bbf26f717073752a7b6296bde14bc5,,,N/A,,2,html_table_5,EXTRECON-41dffddec91485365fcf3dc0,cog_2025_225354,unclear,unclear,2022,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-515df75288d612e55bf0a821,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-904a74f62ab0656179b6afcf,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,1aa750a72c34738cda2041511536aa3f180874450af4f4ff27ea446ff118250c,29740,29736,2019,19,,,EXTRECON-5d350a1e6ef41d2e0f41f304,cog_2025_211815,unclear,unclear,2019,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-959bb50f265a36955b1e393a,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-beb759fcecdfe2385c474d07,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,33549ea583e86ec33791e48efa79f42a8bb56257c2c850ae4306613f76ac2df2,18782,18780,01,,,,EXTRECON-d6dbb959f4a9539c510236fe,cog_2025_194892,unclear,unclear,2016,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-301f7af870de1ba932e82381,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c26e1385527006b6f5e72265,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,3664607,3664606,1,,,,EXTRECON-5cdb0d9c8fa8f3878cb6b6c2,cog_2025_209858,unclear,unclear,2022,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-b6ff4a5a1e2ba7b7a4da0b18,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-4d43ccf6f5afa28acce825c7,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,20a9ae063b27c8024b229e703bcb31eb144e5852add1c2177d2fd729407c9dcd,6025,6021,2025,4,,,EXTRECON-f9dbc06c44e35243a47db787,cog_2025_170683,unclear,unclear,undated,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-e6e6832cfb7fa48e9ac0e09b,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1d162e9c9be5ac26dfbfcf6e,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,61eb0616ae985b9c27c547645d58b405d3b6af33608938c440842117ab2a485b,53984,53982,-8,5,,,EXTRECON-225b6dcf8fbb98393e8a3e89,cog_2025_205404,unclear,unclear,undated,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-8685bc640ae61350797c51d3,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a961b6c81e5fa6cfecf7dec2,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,081df5e0dc9e751421c2402f228ff4b35fffc4dc9e2aa3037f565fa4eb96f42d,43646,43645,4,16,,,EXTRECON-8e1c480ff0ba6a6fa467b809,cog_2025_170482,unclear,unclear,undated,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-41b55af949557db7bf2cddec,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-99502e7fd1494f7b36c48937,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,1c2b1e2ba21fb22e301b2e7600c4e3d88ac3a13f60a0656f8133bf462be45b35,,,proper polling place to vote.,,27,html_table_121,EXTRECON-bf27feaed0496dea59117ad2,cog_2025_185062,unclear,unclear,2017,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-261bdbbb6e07f26e0bd61a36,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-d1d1a47ee281b7d71e049390,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,2bcefcf973667de1027edbc939109aa54ce583727b42bcd0144738f7c3edde7a,,,10/15/2022,,4,html_table_1,EXTRECON-1963ab44337777254ad2a0f3,cog_2025_207834,unclear,unclear,2017,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-4150dcc96466a6c169a099ca,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-77df1c0b014fe344413999f2,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,e987c738f731f6c93c9e97f30c3e2d646c1811440c7d705767f9367928835dc0,422710,422706,8902,252,,,EXTRECON-2cb4d954b8d941e061a2dc48,cog_2025_207516,unclear,unclear,undated,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-cecf4692e50e66a34d11814d,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1fd36a64d7c4b87a40b75418,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,0a559335c202bd14345cee67d9bb2e429e32a3691a23a95390a3782e298b1039,,,6/13/2026,,138,html_table_1,EXTRECON-f40a619717d3e2076bfd63c9,cog_2025_123125,unclear,unclear,2026,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-abf0f0d76f0fd12981d099f6,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-bdc44ed6656361c1c037afb3,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,0a559335c202bd14345cee67d9bb2e429e32a3691a23a95390a3782e298b1039,,,6/13/2026,,573,html_table_1,EXTRECON-29c3043538ccb35f9ed4ee06,cog_2025_123125,unclear,unclear,2026,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-0eaf3f5af8664ac6f8ea924e,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-8ed33f014914a5d1f65ae179,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,61c0e17881e79e606ea82993247725da9280ab7807b5d87aea0c9ea21486dac8,7052,7048,2021,3,,,EXTRECON-61c876de39669fabe92d5da1,cog_2025_211815,unclear,unclear,2020,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-9076e672c02679bd62a1ce5c,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-92dfe263fe1f4e1347ed1d9a,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,eaaa90cc430231579e22d138765562e22e04b9773eb92ec7ded8ffbaa5a54f4d,117999,117995,"206,",50,,,EXTRECON-7dacc365d6a6b0fdd9374fa4,cog_2025_208165,unclear,unclear,2020,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-08ac9228b712ed2edbb7dc8d,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-9710173c0e76f511e70583d1,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,4125d17f31aee61c766cc212b44a17234589daafa5b5ad25c7bca4a29d73e55c,10322,10319,530,5,,,EXTRECON-0ec0e48791d2ff5c19771ed7,cog_2025_131201,unclear,unclear,2022,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-1d17e964e95e916fff5c2841,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-89a3e6d0958076748a74dd20,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,a82dcc09657bacc69777860feb18f21a3e79bd6f525370016825960ecff544ca,97178,97167,"$17,313,956",36,,,EXTRECON-874d97cd9a1b83a27830dca7,cog_2025_208475,unclear,unclear,2026,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-8baa399f492cc911d6b4c5dd,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-3a0315d4a94514a4c7131585,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,d735b2af2611690306423882f24d02e993055b54f5d93a067296ab9d523ef94d,184586,184570,"October 20, 2025",123,,,EXTRECON-3a1b7a5081e5a8602e10f619,cog_2025_212228,unclear,unclear,2025,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-cb4c1c436f405b2710d66970,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-da58ea103d0a8fca3512d32f,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,ae9cdf39ef206caeff3c4bc5c993ff5f6a02ad91385159883f7b56eb03aed51d,1433202,1433194,"$105,000",18,,,EXTRECON-7dd1396c702d3c87ff0b9e92,cog_2025_106119,unclear,unclear,2022,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-142598e6600121b5c9d234df,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e46511fb661e84ad8b1c1b07,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,829c913467f0c0f999c88930dc9a8dba5d3ed25116c050f6215637ca706d7310,324962,324958,2010,90,,,EXTRECON-22122ecb0c34edb76dd8e31a,cog_2025_170709,unclear,unclear,2015,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-7d0684401ee3a12b8ba3e33a,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-18a1ca25cd70da1f32b4aaf2,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,da48f889e4cd592ed07112973d39afcb89c34b392696fdcd18c36847417de058,740040,740038,21,276,,,EXTRECON-0e6ba7a298bf0f5c3c19e4ff,cog_2025_170709,unclear,unclear,2014,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-d10414d883da8f66132c91e7,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-737ff84a54aa1fd606d2c038,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,f0b595d37946c94e95c0ea5b0c514456d5c7bfe1a67b3d943bfd18613890c127,58588,58585,009,,,,EXTRECON-4aa4de0eb6277f6a08158a32,cog_2025_225691,unclear,unclear,2016,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-f74abaa07ce650f4a8ae2544,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1ac3e90689bce4a0fa6b04d8,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,32a51db67a1e23c2fe7b0f961e884a144182c9ca291d59131ff46978bca46587,712271,712266,-2006,318,,,EXTRECON-e060686aa4a2e3f07e18bd08,cog_2025_172800,unclear,unclear,2015,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-8a4bd97704539ae884798fb8,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-36fb110a46ec527a4f5885df,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,b7c7e253ec9b3f8866ffa2bcf44af9bf9c9cd5c2108e9ac9541831aff03d9c8e,96968,96965,-26,,,,EXTRECON-ddd40f9e8c21070cdb45a98f,cog_2025_172407,unclear,unclear,2026,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-e911421ce0a14313ad499c53,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-0ce0f0f762eaf7631a8bc5ef,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,f1c9b904f77308593cf797593fb8d9a04a1b86e69b0b0823903d9605c9abd966,133128,133127,1,,,,EXTRECON-52bfa580fdffd118ed022229,cog_2025_173206,unclear,unclear,2019,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-eb508238e658291db9823d3d,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-597a59fcdaf7f19d6c43c82f,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,f1c9b904f77308593cf797593fb8d9a04a1b86e69b0b0823903d9605c9abd966,170658,170655,501,,,,EXTRECON-4811f71e5ef25801b450e927,cog_2025_173206,unclear,unclear,2019,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-b9f7704f59127b514029b3a5,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a6b6e0dc48c968dfcc02ac41,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,f1c9b904f77308593cf797593fb8d9a04a1b86e69b0b0823903d9605c9abd966,,,Total,,50,html_table_227,EXTRECON-b8c7a035c82515d733ffb2c8,cog_2025_173206,unclear,unclear,2019,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-e3f5b980b1a908bf11214840,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-9acabaec995047982523883d,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,f1c9b904f77308593cf797593fb8d9a04a1b86e69b0b0823903d9605c9abd966,,,"Precincts Reported: 2 of 2 (100.00%) TotalTimes Cast309 / 1,048 29.48%",,5,html_table_1575,EXTRECON-00390badf61fd12798e994b1,cog_2025_173206,unclear,unclear,2019,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-ab393c9abe6fdb8e90032bf1,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-4710f09b4266cef5375132a8,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,f1c9b904f77308593cf797593fb8d9a04a1b86e69b0b0823903d9605c9abd966,,,Times Cast,,17,html_table_2434,EXTRECON-d13abb4746d199294067aad2,cog_2025_173206,parks_and_recreation,non_safety,2019,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-7b5632f61931a62b424156f9,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f71e38b2135892288f339fa3,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,31e31bfdb71575b810b2cb2c14b88230dde609797024fdd1f8a45db554593866,50987,50986,1,,,,EXTRECON-9dd6e27252ea51016f81f566,cog_2025_209113,unclear,unclear,2019,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-97223c543ea40f9c39e8dfac,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-6f55aeefc3a3fd3ea8426466,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,63830e1da2c66964e47cc831788846802a8264f60b0ec360ef2ea45a80fc0371,48760,48755,-2987,,,,EXTRECON-eaf3f919eb7332393a049ba3,cog_2025_207660,unclear,unclear,2020,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-d5dda5ab2f874ffb378730c9,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-63f62d00c4146b06c2d575a5,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,63830e1da2c66964e47cc831788846802a8264f60b0ec360ef2ea45a80fc0371,80596,80592,2020,,,,EXTRECON-4a0c2d7bd3ce8285dfb2b3eb,cog_2025_207660,unclear,unclear,2020,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-8c39bd8fc122ffe46fc13639,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-d44e1428307a989a40eeb6bd,MECH-08,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,34e5ef423cf28d224e98ca20f84f3b89a1bde9b8d9f18b80e13dc3c8ab145f2f,12060,12059,8,14,,,EXTRECON-c9052287eb328936aa6b769c,cog_2025_212228,unclear,unclear,2026,not_applicable,not_applicable,not_applicable,exact_claim_id_link
False,,EXTINGEST-2d92ad01fc3b07240ac69fc5,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-9a536c2e1352d028e82cfe31,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,2a8c521043e1ef0ddd185cee4a4943f0d302daa9e13a63c0232328a2f323495a,715769,715767,25,,,,EXTRECON-6b666053a41c89b1e257278b,cog_2025_134638,unclear,unclear,2025,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-14809d1fcc315db6b307130f,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e302ae4556496e7bbd114e0e,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,2749664,2749663,1,,,,EXTRECON-6bb1310cddd399a05bea2d59,cog_2025_209858,unclear,unclear,2022,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
False,,EXTINGEST-a042e9d08819f2b526abf0eb,,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-961e8aa0dc545f49f606e50d,,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,3649109,3649108,1,,,,EXTRECON-beae8a870753bac0322fccdd,cog_2025_209858,unclear,unclear,2022,not_applicable,not_applicable,not_applicable,event_linked_claim_pending
