span_extraction_id,source_candidate_id,rating_lane_id,failure_stage,attempt_count,last_status,error_type,error_code,quarantine_reason,raw_prompt_saved,raw_response_saved,global_analysis_readiness
CBSPAN-20260728-2ac2f9020fab9488cfb7c66e,BSSC-20260727-00933,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-db6e3f45459a2e5c3eb50d66,B4XPAR-20260727-004357,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-e0c9ef2486af9b493768d2ed,TS4L-39bf220deb3b34f51a69,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-915eda088e331e53fa2cf4d2,TS4L-39bf220deb3b34f51a69,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-fc4441785b9045477d9ab860,TS4L-37a2316c07a5a0b57239,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-503568498550cafa49c28885,TS4L-31f0d50b7ee7c1d2b448,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-d285ff27d8478f154c89754c,TS4L-13d16a9fb679ad7cbd18,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-71c95e7d2657395da0ca7334,B4XPAR-20260727-004789,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-4d8850107f8c6f111e9bc07d,BSSC-20260727-01073,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-b06137dfff1845086ca9d256,B4XPAR-20260727-001250,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-0dd2cc6d7e126ac4277dc214,TS4L-9e38e85f0c91c2b64c55,rating_lane_004,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-97ff6305006c858e3b963f39,TS4L-8d961c6a0e1d800aa28a,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-ca1a5167c6c54565377f50b7,B4XPAR-20260727-001265,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-91a251510de12bda354f1860,B4XPAR-20260727-001274,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-66137c7fc165705fa334eff9,B4XPAR-20260727-004850,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-c47f20f6b942dd9d29583e0d,B4XPAR-20260727-004849,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-348f3c11eb59b3ea5af59038,B4XPAR-20260727-001307,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-c3bfc244cb2ac6b9efa6d192,TS4L-124f16027049d26af465,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-1af37e144ac150355e6abc3c,B4XPAR-20260727-005194,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-3f5056350c346b95ce92629e,B4XPAR-20260727-005194,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-39ff4bcbfc18353d178ea1fc,TS4L-cc71fce8016e1b03fb6a,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-7bad850b31f4c8e328bf3c72,B4XPAR-20260727-001319,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-6527704e9ad9e24c877413ff,B4XPAR-20260727-004865,rating_lane_004,live,2,success,,forbidden_claim_in_quote,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-b3caffba8f01d01fdff66d22,BSSC-20260727-01173,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-aa75812c94d124ebd632f892,BSSC-20260727-01189,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-0504ae2612a3d616395f5086,B4XPAR-20260727-005215,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-d94d80c962a4d0a8b0896c3f,B4XPAR-20260727-001653,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-8abdb27337bef66965fe1176,B4XPAR-20260727-001654,rating_lane_004,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-3bd372dd6e168002d6ab9890,B4XPAR-20260727-005232,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-4266419eaab1d595a1204f04,B4XPAR-20260727-001662,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-4ebca2045d152e6a89c0455e,B4XPAR-20260727-003481,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-fa421acf55d8ff15cc0e482b,TS4L-92263704b4b1828ae645,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-99417888bb673ecdd6866e8b,TS4L-96a96ce30658304ae862,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-1a33ae7c6177cd39e88cacf3,TS4L-96a96ce30658304ae862,rating_lane_004,live,2,success,,quote_not_exact_span_substring,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-32b1dce00ac3d6c5df220e81,TS4L-d79eef7a87caddb40f5f,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-e70c180f69b07de4a65dfaff,TS4L-41732ffee86dcfe4844e,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-3630d53d4f29ae123e869822,TS4L-b61a669e89bd52d93f8f,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-5483c3e2a866e8f2be2c00cc,TS4L-77fba13031d6b198e713,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-9ab27014ee346b38887387c6,TS4L-8e74e1cf9eb79ca0298d,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-f524636edd54a044dda1cc21,TS4L-b4f5bec24af68c75abe1,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-1e34cfc0c0e52632ae5a88a2,TS4L-e4de09a46e54747f07f1,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-31f1da373c508424b3446f36,TS4L-7173a71bfa7e95d5bba6,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-0333a012e2f750d6318bfca1,TS4L-a5482d7f5ea9c463264a,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-9f08e34deaf1809acf0b4e9b,TS4L-57d9dce5f54d20561120,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-2c96c531a7ce8fc8300a5abb,B4XPAR-20260727-001859,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-27bf17b8b7cb7e8e91e79202,BSSC-20260727-00708,rating_lane_004,live,2,success,,lineage_id_changed,persistent_transport_or_strict_validation_failure,false,false,false
CBSPAN-20260728-109dc4fcdc12a622947707d9,BSSC-20260727-00082,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-5c762c9dc1ba6dcaf8b0ec0b,B4XPAR-20260727-000194,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-a41109de27794e969ebd3da8,B4XPAR-20260727-000306,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-6aa303d62f3966712084c811,BSSC-20260727-00420,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,unsupported_family_strength_invalid,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-e9849638bd666630ac6b9d7c,TS4L-bf7fdcd5e2357b4a148e,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,claim_relevance_support_mismatch,strict_semantic_consistency_failure,false,false,false
CBSPAN-20260728-8e22414aae8c54d3f9917f57,B4XPAR-20260727-002540,rating_lane_004,coordinator_validation,1,success,StrictConsistencyError,weak_family_strong_evidence_invalid,strict_semantic_consistency_failure,false,false,false
