relative_path,size_bytes,sha256,artifact_family
TRANSFER_TO_NEW_RA.md,990,aa59ddd10eb005ae31c0346e4ca3a05afe74e02ca5a638608400a77d0042d9d0,root_documentation
VALIDATION_GUIDE.md,840,91b04fbfc60a6b21963421a0e70c454149639703b21a12054b0eda593d0b8478,root_documentation
config/local_paths.example.toml,216,b714722e41afbee9430b23a57a01f2370442ba7a4e7e4335e285b7cccbb63c76,config
dashboard/README.md,215,2b341bfa838766fd5a213ce99aa0ee110f3352555c7a4c6b7c2c33a05ec0393f,dashboard
dashboard/app.js,52,a777ae93d1cb08a4613af963ee742219d300d4f4ed00e9e4ecb8287aa7ba41e8,dashboard
dashboard/index.html,2149,e48cdc0b4e1b9ea11c8f9dc6ef86bb0300651aa5acc68b37e7c7e8a5e6fe1048,dashboard
dashboard/styles.css,865,55133ca341b1b4e6547a7fca854832625d09dc30458ece3bb41fa1d1fadcabc9,dashboard
data/README.md,258,0b28928791a93bde4f609e54b64bbfc20a555667888596b7cf4fc928595cb8c6,data
data/analysis/analytical_boundaries.json,396,b11bc186a2b4b3e58ef39ad5ea147db56f00e7c521d9e7b4a8c39de2ff5c2322,data
data/analysis/corpus_scale.json,390,0e6c9ebb9ad55f6130840544c32d29cf06028efda1a09f44f40c660c8ee06157,data
data/analysis/counterexamples.csv,2038,9311df45291e97d7b2655b5f0d8583bd3ef2fe6ede17487d23260a2c599f1251,data
data/analysis/documentary_growth_summary.csv,26420,d263c07a8f0650dd202df93be48a0ed55d777e142103c9eb64813d786340fa5f,data
data/analysis/final_claims.csv,6276,33528ec5308690f14bf86b0be5c8d408577fdaeeac6f298ae843e17687049656,data
data/analysis/implementation_summary.csv,859,1c3cb57abbeb3370b90efdee91a45e70918638215e3927ff43fa879e3b2a737e,data
data/analysis/local_comparisons.csv,2886,083bbf0f0932646a51a41a062310c73954cd39ab7f1c9408cf9217f2b291711d,data
data/analysis/mechanism_summary.csv,4592,481fef355f75d80d62ae74a6af1fbdedbe396fdb90e020ffb76ddb1e67d1ac8e,data
data/analysis/staffing_summary.csv,1039,febcbbb308cef71a658a6c5fc65cd7b38c86f0b360caa5a728871cfc4dd3a05a,data
data/source_library/CHECKSUMS.sha256,4215,551636bf8088fedcbb1c7eeaa9a72ba939904782647599cf6b419e8ded7ac550,data
data/source_library/README.md,344,d1af64486bae981244d84cc6b4077acca80948c78f6667ea9ca549e9ec5b0afa,data
data/source_library/RELEASE_MANIFEST.json,1677,6db534c34b1fc29399ddcd16a5202f7f6e17c1987f9468c1eca15541affded2e,data
data/source_library/SOURCE_INDEX.csv,21500589,ffa31b609b914bb6bb2af37363931240d0b1b0e544849428e21e6b80a42d80b8,data
data/source_library/SOURCE_LIBRARY_MANIFEST.json,6237,ff5103e30db87c566f852066efa738ce67c773360ab369a94afa403a7d6ff3b8,data
data/source_library/VOLUME_MANIFEST.csv,12688,a54509c5cf9f6bc19c91219f8117f9bfb651913d29657703a6626e809dccd4ee,data
data/source_library/extraction_status_dictionary.csv,1428,3794299bbb08d1189d4c6a1674973b16b577fce290e16ff7b26244d068fa7153,data
data/source_library/schemas/source_aliases.schema.json,718,2d2fc6a7250bc8065d47acc32e4fe8bebf3e9a6599a688179ae710767c46f1e0,data
data/source_library/schemas/source_index.schema.json,1704,c31cc1b68dbf905bad70d6f57b6a20b59ef59dbc9ae429efeb1cce6aeb1cc288,data
data/source_library/schemas/source_provenance.schema.json,825,4a032687c2871b9cecd84580d81cc1096f242f76f0a47f1c23fd258e2f060f76,data
data/source_library/schemas/volume_manifest.schema.json,1489,41fead2d49d0657704ffdbbfff2bfa0949dbf39d6c5f29292b68a1227f7c8ef7,data
data/source_library/source_aliases.csv,41249,6b35ccd2a0e914cbdb4f4e85a3ad1722f1a774d46c9a25c26ff2fe21eeaa4ee4,data
data/source_library/source_families.csv,1710,5a338410df32a8035606aee8ffdf33f27783b8c6d233cf21402074832375672f,data
environment/python-version.txt,5,49a506dd32096b010d75205acf3430c9ae6c40351888129499e5a5e487126c93,environment
environment/requirements-analysis.txt,12,a02d73f9d659e3bfa10341b1ce25bc7084d0540fb241a213aaf693328c197232,environment
environment/requirements-core.txt,25,d195d93d1dbb2461b703d41642ba0796d275e4cd0438897c2f11f824f578a3e9,environment
environment/requirements-visuals.txt,32,4764794d58132dcb4ab7df9774d50ca530cc7c24917a5aaffed6ec00b6cf6577,environment
figures/README.md,412,534740ce8315b1f5d5d4bb18cff541c716d76885dc544bc27b81e43de9c52a9f,figures
figures/claims/claim-matrix-supported-and-mechanisms.svg,20587,d81a710f7f08620389c6a1356f928708e7cc0915e3ffe406036b1b475e28d379,figures
figures/claims/claim-matrix-unsupported-boundaries.svg,17163,ae6f17e10bab8fca4d85214ccaf891caaafa24590a8c535c40d4891a24d15882,figures
figures/claims/claim-overview.svg,10050,c7a01ccecb591c9006ccbcbede4effbba2ed8381c6763b71f64eeabee93be27e,figures
figures/claims/counterexamples.svg,8016,3620a5f842aab3310b042d1d2f2659d83f00c88bac0addff2216afd16ab985a6,figures
figures/claims/strict-bounded-sensitivity.svg,10606,6831d1efc649d4d4e50701f851da1c28502505377b220954f68ae87d5a81469f,figures
figures/corpus/analytical-readiness.svg,12681,9d492768fcd3813d8c3cff76339ca3d3cf04877fab9d1307d9a6f67c5713ce9d,figures
figures/corpus/corpus-scale.svg,15916,23983da7fffd15a3ab347d2419498eb9efa7dc0c5946e1322cc849ca3d85de78,figures
figures/corpus/evidence-pipeline.svg,11659,eae852bd0b10e84aa2d54d49323c365d589006da0bc386965a9c2f6de06bd5f6,figures
figures/corpus/side-visibility.svg,18926,08f9190a1946b949390eaf84d62f460f1741397e94c0b89df718467aec297f1f,figures
figures/limitations/documentary-growth.svg,10394,1dcd8b5af83f0386f000cdb7e3cee06266237b395faf685640252f3b4deb6553,figures
figures/limitations/implementation-lifecycle.svg,16571,114feec7e0825498484578b8f3ec05e417110b32b4dd3b8212e74760e159d648,figures
figures/limitations/local-comparisons.svg,8090,ae35ffca7eb1e3b646406ff6d8f9a67e13347b66de7b30cd96c5dcf0133c16c4,figures
figures/limitations/staffing-channel.svg,14653,cb48a4b06e11f224cf718523a31da3d41e48d56edca3734d104a756f84e2c0f7,figures
figures/mechanisms/profile-map-budgets-pay-plans.svg,271719,73b3be07f7110a319fbc5a6d9e0c57cfd06406b07a4a5826dfcf7886f042a20f,figures
figures/mechanisms/profile-map-classification-structure.svg,241601,d8a8ff47f337bc2eb460978de40390200505f99e1483eb7c730dd14b40da313e,figures
figures/mechanisms/profile-map-formal-bargaining.svg,243945,962d249489b4c92a854705b76735a37451fd015df603123950c8ec7b5a5d1a24,figures
figures/mechanisms/profile-map-non-base-compensation.svg,274213,8e44a691a97d695b333f4088e5ed7335e61a48952927420a03ba06dfc13d4700,figures
figures/mechanisms/profile-map-ordinance-adoption.svg,269784,e47fae724dd79cb3abab94d9606bd828569cd670ebc12031f9fb28d67fd18ac2,figures
figures/mechanisms/profile-map-retroactivity-payroll.svg,306706,22cc09f05aeb224494441087a775a155cfb1608f842481f3c0c11fcfbf99f415,figures
figures/mechanisms/profile-map-scheduled-base-growth.svg,278321,b5e3f1ee422af024d841d2b3ae177f50bdde9d0b493de78df780782ba808fa97,figures
figures/mechanisms/profile-map-staffing-market-pressure.svg,240344,83d6fd90eff461c473da18772a8ede49f915051085249df9e0f89217ceff0850,figures
project_context.json,1607,00a03f29ea0554549b79a746d4c132c55d6b781bd6d1a5c755a8acd325e84e8e,root_documentation
reports/README.md,133,18757faaad49b65abe1b33ff0be270c4c58e7f66d4702ed96a64fdf1d8db02c8,reports
reports/visual_atlas/README.md,236,682b04a638ae335968f8e4ac623769951619399b9ae73cbfc8310794b18eb535,reports
reports/visual_atlas/why_public_safety_wages_may_grow_differently.pdf,2409377,781adb2ffe047d8a8523fcf3a65e743917bb1a3e0ca00c7df0f8c85a035a9b76,reports
scripts/README.md,416,437895bec4e3c425eb5493cfd0b2d8ca204f52f8a7a886002a2d50f3416cfe7f,scripts
scripts/validation/validate_compact_data.py,756,af0e4e973f23b3a9f937f6d64cd5bd4133d0679c2ddf857c6a702f19e4c424e2,scripts
tests/fixtures/expected_agent_briefing_topics.json,638,b7a78cd1d8e5fedfe7122366480ad5c7be65ddc2b8d3faaa671c50ccc9b632ea,tests
tests/test_dashboard_static.py,661,3e402c3bcbaf50a385b3a5cbf64f38c76acad607a533588f37f11f11a80f28eb,tests
tests/test_data_contracts.py,1133,c9e59cfbdced5e49b041717298c2c59017804efc5dd46c7261006e7e3c75fde3,tests
tests/test_repo_portability.py,1205,77ae19835eb2ecef2a0e5ae2af817c8fd7b5c84c9733a08e92097b7b20b4637c,tests
tests/test_source_library_tools.py,6607,c8b2efeaf64fa7be752f776a3ae4ec44520893b1aeb18f53165c6b4b74e46df5,tests
tools/_source_library.py,3529,bbbc54cc58361b62113264bd0eaeb8189af1bec99c6357abe118ea3dd47cce25,tools
tools/configure_source_library.py,2066,3db83fbce6b66b3760b0568fba3966ebe82a9079187579ec59fc51fb263ca447,tools
tools/extract_source_library.py,2689,637336ac2041366f12079d9a2ddd73e76ccf2bb2d4991e432ce02cd4ffa1ca83,tools
tools/find_source.py,2402,d235ad1ab3d77abc9bdaa58be67a434cc38eb67ce798170b3e37673d5ab4f090,tools
tools/source_library_status.py,1672,50cbaca089f2dcd66ec19b540b59aa9bef2bf288403e0e3f11e422df7fe62833,tools
tools/verify_source_library.py,1052,1cc09f282123826fbd0835e2c87b886eb900db9a5833faff6a7dfc7399e46d0a,tools
