source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256
RMSRD-20260802-8c893df511ed45fb5396,RMV-20260801-01594,BRM5C-BRM5-20260731-11950-02,BRM5-20260731-11950,IN,Midwest,Walton,Town of Walton (IN) - Meeting Minutes (link hub to live/past meetings),https://www.in.gov/towns/walton/meeting-minutes,https://in.gov/towns/walton/meeting-minutes,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-8c893df511ed45fb5396.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-8c893df511ed45fb5396.html,sha256:52c8be885b29a2dff6536c0aab502ec1a6af3d39a09e7fcb99188ec62772d1cd,locally_available,local_only_not_replicated,local_research_workspace,30666,52c8be885b29a2dff6536c0aab502ec1a6af3d39a09e7fcb99188ec62772d1cd
RMSRD-20260802-3dd5c54cad849de0a2d0,RMV-20260801-00034,BRM5C-BRM5-20260731-04467-01,BRM5-20260731-04467,IN,Midwest,Van Buren,"MINUTES – Van Buren, Indiana (landing page for uploaded meeting minutes)",https://vanburenindiana.org/minutes/,https://vanburenindiana.org/minutes,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-3dd5c54cad849de0a2d0.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-3dd5c54cad849de0a2d0.html,sha256:cb4b9efe8357385f15f1fe4be48865246aee5f65742b4cb4058915070178411b,locally_available,local_only_not_replicated,local_research_workspace,77264,cb4b9efe8357385f15f1fe4be48865246aee5f65742b4cb4058915070178411b
RMSRD-20260802-715b1e45966a8a426a5f,RMV-20260801-01599,BRM5C-BRM5-20260731-15903-01,BRM5-20260731-15903,KS,Midwest,Ramona,City Council Minutes (index/landing page) — 2012-2019,https://www.ramonaks.com/index.php?Itemid=192&id=162&option=com_content&view=article,https://ramonaks.com/index.php,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-715b1e45966a8a426a5f.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-715b1e45966a8a426a5f.html,sha256:9d5fffbd1c43502e63f3419a7291f360f9528e08d5eb0ea336b5e8d0bbd2e8f0,locally_available,local_only_not_replicated,local_research_workspace,175722,9d5fffbd1c43502e63f3419a7291f360f9528e08d5eb0ea336b5e8d0bbd2e8f0
RMSRD-20260802-19c6a33c46b2a47d7386,RMV-20260801-02261,BRM5C-BRM5-20260731-15785-03,BRM5-20260731-15785,KS,Midwest,Emporia,Fire / EMS Stand-By Rates (Emporia Fire Department & Lyon County Emergency Medical Services Stand-By Rates),https://www.emporiaks.gov/1211/Fire-EMS-Stand-By-Rates,https://emporiaks.gov/1211/Fire-EMS-Stand-By-Rates,wage_schedule,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-19c6a33c46b2a47d7386.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-19c6a33c46b2a47d7386.html,sha256:69d2f81c70f27bf2ddebb09db977c396d15edda367fc1128234b261516c35444,locally_available,local_only_not_replicated,local_research_workspace,88461,69d2f81c70f27bf2ddebb09db977c396d15edda367fc1128234b261516c35444
RMSRD-20260802-b5286109fc62d326261c,RMV-20260801-02385,BRM5C-BRM5-20260731-12470-01,BRM5-20260731-12470,MI,Midwest,Sheridan,Sheridan Township (Calhoun County) - Meeting Minutes (landing/index),https://www.sheridantwp.com/blog,https://sheridantwp.com/blog,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-b5286109fc62d326261c.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-b5286109fc62d326261c.html,sha256:63bca68e100ee948aef045f9f9a2656c456c720ed6f14934931b8f3077555c8a,locally_available,local_only_not_replicated,local_research_workspace,956492,63bca68e100ee948aef045f9f9a2656c456c720ed6f14934931b8f3077555c8a
RMSRD-20260802-3001ad15d06efae37196,RMV-20260801-00046,BRM5C-BRM5-20260731-16060-02,BRM5-20260731-16060,MI,Midwest,Ellsworth,"January 8, 2024 Village of Ellsworth Council Minutes (cost of living wage increase; excludes police officer)",https://villageofellsworthmi.com/archived-meeting-minutes/january-8-2024/,https://villageofellsworthmi.com/archived-meeting-minutes/january-8-2024,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-3001ad15d06efae37196.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-3001ad15d06efae37196.html,sha256:3e842ad282eca7b2b632dc0e620b5e658120f78ca3a8d12fb1c65165f7bce053,locally_available,local_only_not_replicated,local_research_workspace,43144,3e842ad282eca7b2b632dc0e620b5e658120f78ca3a8d12fb1c65165f7bce053
RMSRD-20260802-990c27ca47d9ee1f8358,RMV-20260801-02391,BRM5C-BRM5-20260731-12458-01,BRM5-20260731-12458,MI,Midwest,Riverton,Riverton Township Meeting Minutes (index / landing page),https://rivertontownship.org/meeting-minutes/,https://rivertontownship.org/meeting-minutes,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-990c27ca47d9ee1f8358.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-990c27ca47d9ee1f8358.html,sha256:5ad6cfd37e9882ab7110f3023461786f7fd2d6e1eaa4b92a100ceedac9ca6fe7,locally_available,local_only_not_replicated,local_research_workspace,204235,5ad6cfd37e9882ab7110f3023461786f7fd2d6e1eaa4b92a100ceedac9ca6fe7
RMSRD-20260802-5c361d7bb4eaba878068,RMV-20260801-01063,BRM5C-BRM5-20260731-08595-01,BRM5-20260731-08595,MI,Midwest,Fredonia,"Annual Budget — Salaries/Wages (2023-2024) (township officials and employees; includes township fire department compensation rates, per incident/training)",https://www.fredoniatownship.com/annual-budget,https://fredoniatownship.com/annual-budget,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-5c361d7bb4eaba878068.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-5c361d7bb4eaba878068.html,sha256:e8f087264823c747d65526da373377ef239d336909fa5349e33fcc9ef0e003ce,locally_available,local_only_not_replicated,local_research_workspace,657593,e8f087264823c747d65526da373377ef239d336909fa5349e33fcc9ef0e003ce
RMSRD-20260802-addbd5b58d58e9cb5ef5,RMV-20260801-01867,BRM5C-BRM5-20260731-04877-02,BRM5-20260731-04877,MI,Midwest,Helena,"June 25, 2026 Helena Township Board Budget Meeting Minutes (Annual Budget Hearing for FY 2026-2027)",https://helenatownshipmichigan.gov/2026/06/26/june-11-2026-helena-township-board-meeting-minutes-copy/,https://helenatownshipmichigan.gov/2026/06/26/june-11-2026-helena-township-board-meeting-minutes-copy,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-addbd5b58d58e9cb5ef5.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-addbd5b58d58e9cb5ef5.html,sha256:1c78a7574dee2f3bef8debeb5d78721b1baeb405a04cff48e3fa36142b0ef133,locally_available,local_only_not_replicated,local_research_workspace,482105,1c78a7574dee2f3bef8debeb5d78721b1baeb405a04cff48e3fa36142b0ef133
RMSRD-20260802-e1fc35fc090ba1201a4b,RMV-20260801-01089,BRM5C-BRM5-20260731-16191-01,BRM5-20260731-16191,MI,Midwest,Salem,Salem Township Board Meeting Minutes (Resolution to Adjust Township Officer Salary; Supervisor/Clerk/Treasurer/Trustees),https://salemtownship.org/go.php?id=1116&table=page_uploads,https://salemtownship.org/go.php,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-e1fc35fc090ba1201a4b.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-e1fc35fc090ba1201a4b.html,sha256:eb93f5d8c5c1b145e7c9ce471b57b31b727ed42fbbd7473360192582d7f2424a,locally_available,local_only_not_replicated,local_research_workspace,23,eb93f5d8c5c1b145e7c9ce471b57b31b727ed42fbbd7473360192582d7f2424a
RMSRD-20260802-70b19594047c44a67f00,RMV-20260801-01632,BRM5C-BRM5-20260731-08814-02,BRM5-20260731-08814,MN,Midwest,Candor,Candor Township - Resolutions (policy/ministerial/admin items; may include pay/wage decisions),https://candortownship.org/resolutions,https://candortownship.org/resolutions,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-70b19594047c44a67f00.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-70b19594047c44a67f00.html,sha256:dc2c3a4dcd72604c84383509acd3ff4a8fb8767b067bca769bd6c93a185ba300,locally_available,local_only_not_replicated,local_research_workspace,20873,dc2c3a4dcd72604c84383509acd3ff4a8fb8767b067bca769bd6c93a185ba300
RMSRD-20260802-443e750b3f2cfd67be60,RMV-20260801-02431,BRM5C-BRM5-20260731-01487-01,BRM5-20260731-01487,MN,Midwest,Lake Lillian,"Lake Lillian City Council Meeting Minutes (May 5, 2026) — changes to Employee Manual referenced",https://lakelillian.govoffice.com/index.asp?SEC=9C369E13-2489-428F-8046-B62C811920FE&Type=B_BASIC,https://lakelillian.govoffice.com/index.asp,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-443e750b3f2cfd67be60.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-443e750b3f2cfd67be60.html,sha256:88936bd99140a7e9cd28ce43b4bcdfc0545ccea8999fba53a163125f31472d26,locally_available,local_only_not_replicated,local_research_workspace,20724,88936bd99140a7e9cd28ce43b4bcdfc0545ccea8999fba53a163125f31472d26
RMSRD-20260802-ff1ade18af1904eddf19,RMV-20260801-00850,BRM5C-BRM5-20260731-12773-01,BRM5-20260731-12773,MN,Midwest,New Dosey,"MINUTES – NEW DOSEY TOWN BOARD REGULAR MEETING – May 12th, 2026 (mentions payroll claim sheets updated with wage changes per 2026 reorganization meeting; mentions wage changes but not a binding CBA/award text)",https://newdoseytownship.com/category/board-minutes/,https://newdoseytownship.com/category/board-minutes,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-ff1ade18af1904eddf19.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-ff1ade18af1904eddf19.html,sha256:6e9d6a3ba0d67c6cd613dd115773ea2a4d5cda7afc61039b673ffedd5e6ecbcc,locally_available,local_only_not_replicated,local_research_workspace,84203,6e9d6a3ba0d67c6cd613dd115773ea2a4d5cda7afc61039b673ffedd5e6ecbcc
RMSRD-20260802-d52a13ee0c5f745e0a06,RMV-20260801-00080,BRM5C-BRM5-20260731-12734-01,BRM5-20260731-12734,MN,Midwest,Lyle,Minutes | City of Lyle (Minutes landing page; includes a 2018 minutes archive link),https://www.lylemn.org/minutes,https://lylemn.org/minutes,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-d52a13ee0c5f745e0a06.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-d52a13ee0c5f745e0a06.html,sha256:919ec574afa0f0c83bf42869b2ee5f17e383f079226e1083244a25bf3fd09b2c,locally_available,local_only_not_replicated,local_research_workspace,42805,919ec574afa0f0c83bf42869b2ee5f17e383f079226e1083244a25bf3fd09b2c
RMSRD-20260802-0d81a9d8aa8b737d882c,RMV-20260801-01642,BRM5C-BRM5-20260731-12790-01,BRM5-20260731-12790,MN,Midwest,Otto,"Otto Township — Meeting Minutes (PDFs, monthly index/landing page)",https://www.ottotownshipmn.gov/minutes,https://ottotownshipmn.gov/minutes,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-0d81a9d8aa8b737d882c.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-0d81a9d8aa8b737d882c.html,sha256:19ef78a4a3bb2828df6b6e24fa48b4945b14c157e0178e263c2b488e3798b603,locally_available,local_only_not_replicated,local_research_workspace,445297,19ef78a4a3bb2828df6b6e24fa48b4945b14c157e0178e263c2b488e3798b603
RMSRD-20260802-bd5988b08d07cd9509db,RMV-20260801-03124,BRM5C-BRM5-20260731-15451-01,BRM5-20260731-15451,IL,Midwest,Tiskilwa,"Agendas & Minutes (search meeting minutes, agendas & packets)",https://tiskilwa.gov/agendas-minutes/,https://tiskilwa.gov/agendas-minutes,wage_schedule,low_priority_verification_ready,non_cba_or_unresolved_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-bd5988b08d07cd9509db.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-bd5988b08d07cd9509db.html,sha256:cf5add6161fe5d35e7e76398da461edb14f6b609ef12833fbbe2cf6d7cfb4291,locally_available,local_only_not_replicated,local_research_workspace,24712,cf5add6161fe5d35e7e76398da461edb14f6b609ef12833fbbe2cf6d7cfb4291
