retained_source_id,candidate_id,local_retained_path,recorded_file_size_bytes,observed_file_size_bytes,recorded_file_sha256,observed_file_sha256,file_exists,path_inside_retained_directory,file_integrity_status
RS556-121d05df34a7da3c8686,TS4L-5587b097856e8158dc6e,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-121d05df34a7da3c8686.pdf,798462,798462,31a2552770ff891aabd6c0cf83706ba6e3be03b310e36b6d670294820bdeb4e1,31a2552770ff891aabd6c0cf83706ba6e3be03b310e36b6d670294820bdeb4e1,true,true,integrity_pass
RS556-13ad7d68fa2142e07698,TS4L-a95d82e275a851de3120,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-13ad7d68fa2142e07698.pdf,1163533,1163533,c0fac1401e0741f23dff9d02958d5b74eb6ec58a661a2c9ab74af3828a77d3a3,c0fac1401e0741f23dff9d02958d5b74eb6ec58a661a2c9ab74af3828a77d3a3,true,true,integrity_pass
RS556-14e1d2c7981af4badec9,TS4L-e1fe68a96c23b987d3ce,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-14e1d2c7981af4badec9.pdf,1904646,1904646,b0a50903ad584ff32bbb240c6c6f38fe1560f1478e0fde9a57205abe31ef6373,b0a50903ad584ff32bbb240c6c6f38fe1560f1478e0fde9a57205abe31ef6373,true,true,integrity_pass
RS556-16d129851bc06d0d8d74,TS4L-17f61520f8305d89ab1d,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-16d129851bc06d0d8d74.html,22521,22521,607a1fdd2423f79ede51ade56556db3b25e35914e08f89d66e25e5a8325f10e9,607a1fdd2423f79ede51ade56556db3b25e35914e08f89d66e25e5a8325f10e9,true,true,integrity_pass
RS556-198cba6628572f24b1f8,TS4L-c24e347ea0ff4802b653,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-198cba6628572f24b1f8.pdf,632321,632321,eedd85ff054ed045ed59e409696d0f672dd06a356a535b6eb6d4b5aac3cf15a9,eedd85ff054ed045ed59e409696d0f672dd06a356a535b6eb6d4b5aac3cf15a9,true,true,integrity_pass
RS556-1b84740f51d08c82c8bc,TS4L-2dcf944afaa4646f6baf,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-1b84740f51d08c82c8bc.html,44246,44246,dd81d0ca6ebdcb41eb48517e2035570f5c73eb1a05dd4860877225be6909dc3d,dd81d0ca6ebdcb41eb48517e2035570f5c73eb1a05dd4860877225be6909dc3d,true,true,integrity_pass
RS556-1ebac3cbffc9cfed552f,TS4L-bb5877734e06c5a40721,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-1ebac3cbffc9cfed552f.pdf,9008285,9008285,0ce44af17ccd27d6a2f15ee3edb61025f8386eb215e8dd9b3ba7c56364a88e72,0ce44af17ccd27d6a2f15ee3edb61025f8386eb215e8dd9b3ba7c56364a88e72,true,true,integrity_pass
RS556-22bd33e84a15a9bd719e,TS4L-0cb8665dbbcc2d3fd8fb,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-22bd33e84a15a9bd719e.pdf,7567545,7567545,2aeb123e600caec8273ab679d76f5d9be64acd46dcc5969128495cb21d0635f7,2aeb123e600caec8273ab679d76f5d9be64acd46dcc5969128495cb21d0635f7,true,true,integrity_pass
RS556-238ea1f4836380f41011,TS4L-9e63c8dff2db502fdaa2,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-238ea1f4836380f41011.pdf,245359,245359,025a134cd07d08fbd4aca02157cbee25c2233d401d522b47d9f9a8fbd7ea4109,025a134cd07d08fbd4aca02157cbee25c2233d401d522b47d9f9a8fbd7ea4109,true,true,integrity_pass
RS556-259bc782293ece178105,TS4L-11df7e4f45e8553b14ae,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-259bc782293ece178105.pdf,13094600,13094600,bb0a2571e13775c7b2a494c8b0fabb2627d2e94b62d3e317baba07e8ea0ee7f5,bb0a2571e13775c7b2a494c8b0fabb2627d2e94b62d3e317baba07e8ea0ee7f5,true,true,integrity_pass
RS556-2a18247eca0399539c86,TS4L-7522cded099919d7d840,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-2a18247eca0399539c86.pdf,968744,968744,fa9e1595b0973942afa365aad76fbb038b2c485bb04c7695f66cf73d2aca46b1,fa9e1595b0973942afa365aad76fbb038b2c485bb04c7695f66cf73d2aca46b1,true,true,integrity_pass
RS556-2af8aa29d205a3fe610a,TS4L-2ff88479a29192fca819,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-2af8aa29d205a3fe610a.pdf,1112439,1112439,3c9d8d74afc51ca80af4f45ca6183348009ab44995b1bc76f075863f4eba3291,3c9d8d74afc51ca80af4f45ca6183348009ab44995b1bc76f075863f4eba3291,true,true,integrity_pass
RS556-2c217a4b2d266cae519d,TS4L-d7b99fc8c0ac80efbcf0,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-2c217a4b2d266cae519d.pdf,3151041,3151041,cdaf2449b3c1b1639764d8183537caec8d59d7b3793f1a42a57464fcd7481d17,cdaf2449b3c1b1639764d8183537caec8d59d7b3793f1a42a57464fcd7481d17,true,true,integrity_pass
RS556-2dd71c179955d3157313,TS4L-de76c0d96c179f68c66b,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-2dd71c179955d3157313.pdf,2304115,2304115,8680611df110e51985bc025d358be39140e9d8ebb780d5e2c4c63f68d7fa3fc9,8680611df110e51985bc025d358be39140e9d8ebb780d5e2c4c63f68d7fa3fc9,true,true,integrity_pass
RS556-3209cd0d3b29f8296e8a,TS4L-ca2dcd110e45bce44376,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-3209cd0d3b29f8296e8a.pdf,83807,83807,d5717acd5b8fb5985d6f379489b8197181215bd6f4410a09192b1d7ad39f08e7,d5717acd5b8fb5985d6f379489b8197181215bd6f4410a09192b1d7ad39f08e7,true,true,integrity_pass
RS556-32bfe57d2781305131f3,TS4L-8f09ef3d1f44f685cbd0,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-32bfe57d2781305131f3.pdf,5088966,5088966,972954e553be52c060b378b80714c30d74cccddf43bd03494f3e4b590f15671f,972954e553be52c060b378b80714c30d74cccddf43bd03494f3e4b590f15671f,true,true,integrity_pass
RS556-3bd18cf1d08308c22eab,TS4L-2180f325dfca28ec355a,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-3bd18cf1d08308c22eab.pdf,2825581,2825581,6596085f9c691430d1773d51db53fb9495738b7a125943aa6263ea7f7f3743a0,6596085f9c691430d1773d51db53fb9495738b7a125943aa6263ea7f7f3743a0,true,true,integrity_pass
RS556-3e722210012a0f435fac,TS4L-9772db5f0737831c79f9,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-3e722210012a0f435fac.pdf,27413,27413,8f3054e9e7cc47e53cc7ee0f76b083950c56572002f42172e3482bfac2e008ca,8f3054e9e7cc47e53cc7ee0f76b083950c56572002f42172e3482bfac2e008ca,true,true,integrity_pass
RS556-3e896a1391d0d5ac4168,TS4L-0f354a5935bad3aee436,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-3e896a1391d0d5ac4168.html,4421,4421,3c3cf32a123f39e14ef79e266c8049b9b6f06b97740a10045e96458e2f68cef5,3c3cf32a123f39e14ef79e266c8049b9b6f06b97740a10045e96458e2f68cef5,true,true,integrity_pass
RS556-3ec651852c59751deee3,TS4L-49b4afc651bfe3148a5d,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-3ec651852c59751deee3.pdf,5530760,5530760,6cacb12a10182da1acc9be268b8bc168520bdb29e7416676784c22be7d8ada8f,6cacb12a10182da1acc9be268b8bc168520bdb29e7416676784c22be7d8ada8f,true,true,integrity_pass
RS556-41f7b525b50ab1fdc4d9,TS4L-768516aa797aad73cd00,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-41f7b525b50ab1fdc4d9.pdf,1284896,1284896,38a335bd6aab4d5f5566f1379123a3a0c641251710a2304e30623907b9d0ece6,38a335bd6aab4d5f5566f1379123a3a0c641251710a2304e30623907b9d0ece6,true,true,integrity_pass
RS556-429008cbccdc67e3e3ab,TS4L-f9f6d6fc8e550303d2be,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-429008cbccdc67e3e3ab.pdf,760096,760096,746cea3d57d600c8714d81e8e99747608450f994c75b07af6f8d72af137cb720,746cea3d57d600c8714d81e8e99747608450f994c75b07af6f8d72af137cb720,true,true,integrity_pass
RS556-449be4b2be6cfb02e487,TS4L-487835422fd293368ee9,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-449be4b2be6cfb02e487.pdf,3115152,3115152,97f59edd07bcfda90c9c20a1ab99bd50ae760f3db6d1c2bbcdbb8c70af2392e0,97f59edd07bcfda90c9c20a1ab99bd50ae760f3db6d1c2bbcdbb8c70af2392e0,true,true,integrity_pass
RS556-458131d7ab8c9212cabe,TS4L-6ee1fbf16fe954247ef0,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-458131d7ab8c9212cabe.pdf,378006,378006,d55429e6a84c9632b091fe18d541d7a555caa26c381ad17fad32258fb96f26e4,d55429e6a84c9632b091fe18d541d7a555caa26c381ad17fad32258fb96f26e4,true,true,integrity_pass
RS556-47bb2942506fac42c694,TS4L-9c49c589c2540893add3,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-47bb2942506fac42c694.pdf,581137,581137,ffee9337398133178c14588f89bf8203ca2eb5b66a2fd3729fa7013dc21898a6,ffee9337398133178c14588f89bf8203ca2eb5b66a2fd3729fa7013dc21898a6,true,true,integrity_pass
RS556-4b9f832a9e816f04bbf2,TS4L-4db29474cf538ed41b66,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-4b9f832a9e816f04bbf2.pdf,79330,79330,fce76a85acea27bdc94b2d8c68b299a46839443f5d1e63a6e87ca88a8e2c8121,fce76a85acea27bdc94b2d8c68b299a46839443f5d1e63a6e87ca88a8e2c8121,true,true,integrity_pass
RS556-4dd7fdacf43c4b0aa64e,TS4L-6f0c792766df422f4a46,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-4dd7fdacf43c4b0aa64e.pdf,719714,719714,c9aec4256c47bee161bf10841232388908d8b6ab44ebd3186dd9c488b9b07b12,c9aec4256c47bee161bf10841232388908d8b6ab44ebd3186dd9c488b9b07b12,true,true,integrity_pass
RS556-4f1aa4b4207b9fd93f9a,TS4L-86b6874f13264e834f6e,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-4f1aa4b4207b9fd93f9a.pdf,717596,717596,6346eaddcb5502879034482a7c8c6c597c9fc7a026b50ee45daf16b01c169eab,6346eaddcb5502879034482a7c8c6c597c9fc7a026b50ee45daf16b01c169eab,true,true,integrity_pass
RS556-50b290149fea0bd503b9,TS4L-f982ab3509345e831d28,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-50b290149fea0bd503b9.pdf,991292,991292,f33b0a4ba158f54d0a0a3c20c0cd4b5df2264ba079cb1e279066d7ec89d9f7b2,f33b0a4ba158f54d0a0a3c20c0cd4b5df2264ba079cb1e279066d7ec89d9f7b2,true,true,integrity_pass
RS556-557a208ef2eb0d0712e3,TS4L-13011dee35fe595fb7b4,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-557a208ef2eb0d0712e3.pdf,570539,570539,e74cd9c44f7716883b72bfa4c4c516ed288aa476ebbe04c92efd612300d86965,e74cd9c44f7716883b72bfa4c4c516ed288aa476ebbe04c92efd612300d86965,true,true,integrity_pass
RS556-592fbeedba21290df82e,TS4L-d176faeb935a595f800a,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-592fbeedba21290df82e.pdf,1047787,1047787,cc4faddf5ea00c35ee9227d3675235cea117d67fc74643213eb66cd35e91743e,cc4faddf5ea00c35ee9227d3675235cea117d67fc74643213eb66cd35e91743e,true,true,integrity_pass
RS556-59b4459464521f84da4c,TS4L-da0fd5e61fff1ba949ce,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-59b4459464521f84da4c.pdf,11008678,11008678,c03ad38ba47b5b7ec99d1043fd0d8ddf1246a14f5c01f2d5e7e588deb198fa26,c03ad38ba47b5b7ec99d1043fd0d8ddf1246a14f5c01f2d5e7e588deb198fa26,true,true,integrity_pass
RS556-5d6fe4c40e1bed4e195c,TS4L-9f63d0b39176f89990de,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-5d6fe4c40e1bed4e195c.pdf,13469668,13469668,fff51e741c9f5c32ed324f614351b05e03a6a881073a3c20610142665f1fc395,fff51e741c9f5c32ed324f614351b05e03a6a881073a3c20610142665f1fc395,true,true,integrity_pass
RS556-60dc5422d0888220eb80,TS4L-0bbd4602a4b08a27c19f,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-60dc5422d0888220eb80.pdf,115546,115546,5ff6debfcd0b12b55d523698c69f1deefa6b30051cbbb152ee4fa773deee2156,5ff6debfcd0b12b55d523698c69f1deefa6b30051cbbb152ee4fa773deee2156,true,true,integrity_pass
RS556-621e0c91b278d622fbec,TS4L-ba6e66ef78ebdc93f2a9,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-621e0c91b278d622fbec.pdf,514201,514201,0daf4f64e8a42a385c55c0dcd40f0fe0fe31d0a9d42236a75c471dad22f45899,0daf4f64e8a42a385c55c0dcd40f0fe0fe31d0a9d42236a75c471dad22f45899,true,true,integrity_pass
RS556-626b7b2f1668f99a5b47,TS4L-3510d6909467d5019c81,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-626b7b2f1668f99a5b47.pdf,2150933,2150933,50a099bb02c3e0bc8cb33fa2d8cf66c8787edb352d6ffa7a5b23dbbcb41fdd81,50a099bb02c3e0bc8cb33fa2d8cf66c8787edb352d6ffa7a5b23dbbcb41fdd81,true,true,integrity_pass
RS556-646d855e1d67cac9562d,TS4L-c7f21669e779c8a1e9e3,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-646d855e1d67cac9562d.pdf,27275,27275,26e3dc03b1613b471e828a7ee3eebcb591c753e608d1eca8be11d542a7682e0c,26e3dc03b1613b471e828a7ee3eebcb591c753e608d1eca8be11d542a7682e0c,true,true,integrity_pass
RS556-6dc6ac32d1f2cd0a77c8,TS4L-c5810a7ab9813b26452f,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-6dc6ac32d1f2cd0a77c8.pdf,151648,151648,36f59ec559734246a6cf89d88142108f452ca6b8bc1849cf9eb12a64241c53ce,36f59ec559734246a6cf89d88142108f452ca6b8bc1849cf9eb12a64241c53ce,true,true,integrity_pass
RS556-6fa3c94014feb6c0c1f1,TS4L-ba2c3631222cffc1fa4e,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-6fa3c94014feb6c0c1f1.pdf,3657075,3657075,64dbe761dc410929be7fbe48b13559780a2056aab322efc76fb3152fbd07ceba,64dbe761dc410929be7fbe48b13559780a2056aab322efc76fb3152fbd07ceba,true,true,integrity_pass
RS556-71fdc4116834aae47d47,TS4L-fc7ba01e19c9ed25e198,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-71fdc4116834aae47d47.pdf,10670540,10670540,e093f6c82c90ab468646b8761bce93c80cf7e7524ba9073b6b2da0ebb49cf508,e093f6c82c90ab468646b8761bce93c80cf7e7524ba9073b6b2da0ebb49cf508,true,true,integrity_pass
RS556-75f8acb9b92c1975d9ce,TS4L-c239d44772c3d11c8b40,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-75f8acb9b92c1975d9ce.pdf,106604,106604,dec23f39c982ceb09a899b4e1189605d4ed255cd2f491b05cc40514f76cc3bc0,dec23f39c982ceb09a899b4e1189605d4ed255cd2f491b05cc40514f76cc3bc0,true,true,integrity_pass
RS556-7603458f4bfe59b1a1bd,TS4L-7e5468df74ed8dd9c7a2,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-7603458f4bfe59b1a1bd.pdf,108755,108755,4b43fe90bf5859ac924da335db7fbb6497770d02a8b42beaf67415da29a387b6,4b43fe90bf5859ac924da335db7fbb6497770d02a8b42beaf67415da29a387b6,true,true,integrity_pass
RS556-77bc67e7139e2f7200fb,TS4L-a7b61d5f97bd0f57a87f,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-77bc67e7139e2f7200fb.html,37377,37377,e6fddc8fb699d0387fa6533c731aa17621bdf4768e420bb3d37f358e3ab1c356,e6fddc8fb699d0387fa6533c731aa17621bdf4768e420bb3d37f358e3ab1c356,true,true,integrity_pass
RS556-7ba657a3cc89652ff62e,TS4L-326260d4143ac97d1c05,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-7ba657a3cc89652ff62e.html,394685,394685,56ea874299a39bb910ab3021b5a2ecb22583fc03344b4e7383c7e411ad26e431,56ea874299a39bb910ab3021b5a2ecb22583fc03344b4e7383c7e411ad26e431,true,true,integrity_pass
RS556-7cf367a1825bf44ff355,TS4L-2989e9a3654a49a8b811,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-7cf367a1825bf44ff355.pdf,737800,737800,6c41e06fd1889a2f45cbec37faea1e31d859cd29e79c5e907c2fcef980e7b730,6c41e06fd1889a2f45cbec37faea1e31d859cd29e79c5e907c2fcef980e7b730,true,true,integrity_pass
RS556-7fe6811848b3626a0809,TS4L-a04b59111aac9792c671,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-7fe6811848b3626a0809.pdf,86289,86289,9870e41a3613662b52f4e5d28ddc0eeec27d0cbbfb998ee22cc28baac4fff7d3,9870e41a3613662b52f4e5d28ddc0eeec27d0cbbfb998ee22cc28baac4fff7d3,true,true,integrity_pass
