gate3_compensation_id,calibration_id,started_at,finished_at,local_evidence_elapsed_seconds,gabriel_elapsed_seconds,total_elapsed_seconds,gabriel_status
auto_adj_819cb7d691c5bf806a3e,cal_bfedbccdcdd9bd76067ed767,2026-07-25T19:51:43Z,2026-07-25T20:05:52Z,0.142193,365.212376,365.354569,success
auto_adj_6cfacaece00b91b48aac,cal_c0ae2be0b8fa709bea2568b1,2026-07-25T19:51:44Z,2026-07-25T20:05:52Z,0.136753,369.793327,369.930080,success
auto_adj_060d97ed54506051fa31,cal_c5879d65de3d7cab68f8285d,2026-07-25T19:51:44Z,2026-07-25T20:05:52Z,0.252050,374.256066,374.508116,success
auto_adj_4b3221b372dcc44691bb,cal_c77ec0d95351aaf6fe61ae09,2026-07-25T19:51:44Z,2026-07-25T20:05:52Z,0.317863,377.998183,378.316046,success
auto_adj_2ea67e2c9686b7ccbdf8,cal_c98ac0fc2f52f605f7e9e0e9,2026-07-25T19:51:44Z,2026-07-25T20:05:52Z,0.474349,381.966180,382.440529,success
auto_adj_8d86d142d6779598efa9,cal_cbdc133f08acec0540dcad2f,2026-07-25T19:51:45Z,2026-07-25T20:05:52Z,0.348752,385.749012,386.097764,success
auto_adj_4fe25939476b72fcb8ba,cal_cd4367db6772f9c1dd2bd32a,2026-07-25T19:51:45Z,2026-07-25T20:05:52Z,0.182753,389.897760,390.080513,success
auto_adj_a165f05f3266604b53c0,cal_d078bf86970597e540f4dfdc,2026-07-25T20:07:00Z,2026-07-25T20:07:28Z,0.048780,21.562840,21.611620,success
auto_adj_a3a81a7e03cbf760c857,cal_d0c3b331783b52ed94754dfe,2026-07-25T19:51:45Z,2026-07-25T20:05:52Z,0.026178,395.935570,395.961748,success
auto_adj_caea249c3f2aa74bf655,cal_d38f015ffc6f5b5236e57b61,2026-07-25T19:51:45Z,2026-07-25T20:05:52Z,0.371269,400.044246,400.415515,success
auto_adj_4743e3df79b3876fdb1f,cal_d6b35018b5dcb621e633139c,2026-07-25T19:51:46Z,2026-07-25T20:05:52Z,0.332754,404.320983,404.653737,success
auto_adj_afc2e91320a318593f28,cal_d81135f3df730a4834871a3e,2026-07-25T19:51:46Z,2026-07-25T20:05:52Z,0.157050,409.214694,409.371744,success
auto_adj_73b8e64261ecd76a296a,cal_dc61684d5412598780b1dad5,2026-07-25T19:51:46Z,2026-07-25T20:05:52Z,0.483126,413.926879,414.410005,success
auto_adj_914d7bbf058b2a9b578b,cal_e449adc4af54e68faf6df833,2026-07-25T19:51:47Z,2026-07-25T20:05:52Z,0.294835,419.353767,419.648602,success
auto_adj_367ac6764ead4e7fdf4c,cal_e4fb9064d2d7a5f83c99fa0e,2026-07-25T19:51:47Z,2026-07-25T20:05:52Z,0.230453,424.570420,424.800874,success
auto_adj_4a1492e8c1782f1b2b70,cal_e91b753a6b866536c04cc683,2026-07-25T20:07:00Z,2026-07-25T20:07:28Z,0.919751,25.745319,26.665070,success
auto_adj_36970152d8997ec5d6c5,cal_e9ae50613e39147b2a14096b,2026-07-25T19:51:48Z,2026-07-25T20:05:52Z,0.126029,433.368063,433.494092,success
auto_adj_4ba4ca6ead204fe78148,cal_eb354ab8c721227b54d0a28f,2026-07-25T19:51:48Z,2026-07-25T20:05:52Z,0.284443,438.800444,439.084887,success
auto_adj_290c30293ff519296776,cal_edf9016b25b0df9f5b462d13,2026-07-25T19:51:49Z,2026-07-25T20:05:52Z,0.364668,443.311882,443.676549,success
auto_adj_7d41bd5431df610c0dcf,cal_f71f1c34d4baf51bd51872b3,2026-07-25T19:51:49Z,2026-07-25T20:05:52Z,0.253464,447.049802,447.303265,success
auto_adj_a80e07e35a088ca83e5d,cal_f9b59d9031b046874a02e461,2026-07-25T19:51:49Z,2026-07-25T20:05:52Z,0.110212,451.443839,451.554051,success
auto_adj_0ded04c7413e85edd409,cal_f9dd92181970ff43c93bf3fb,2026-07-25T19:51:49Z,2026-07-25T20:05:52Z,0.516998,455.586053,456.103052,success
auto_adj_518d0254789885845db7,cal_ffe9a37048bdd1c20e3c8ca9,2026-07-25T19:51:50Z,2026-07-25T20:05:52Z,0.103757,460.096761,460.200518,success
auto_adj_93a9e492aeb10e1ec5e7,cal_0040c3a549555da713b42502,2026-07-25T19:51:50Z,2026-07-25T20:05:52Z,0.062422,463.811659,463.874081,success
auto_adj_2fb87cb27b8d4f4d972c,cal_008080f3b7ff1303edafede6,2026-07-25T19:51:50Z,2026-07-25T20:05:52Z,0.061493,469.546681,469.608174,success
auto_adj_5fae0e01f4eef88dce74,cal_00fa74a685b40b8d5aa3ba95,2026-07-25T19:51:50Z,2026-07-25T20:05:52Z,0.348101,474.341641,474.689742,success
auto_adj_45f49c1a4c8f7865ac5d,cal_01b501e66b32cf45fd24174e,2026-07-25T19:51:50Z,2026-07-25T20:05:52Z,0.250459,479.563956,479.814416,success
auto_adj_b588510f6f7a15d4d330,cal_06c1c72323f9983456949e2d,2026-07-25T19:51:51Z,2026-07-25T20:05:52Z,0.258799,484.633135,484.891934,success
auto_adj_c66a581de35317a964c4,cal_1c65b87742c2909d651c0dd4,2026-07-25T19:51:51Z,2026-07-25T20:05:52Z,0.436209,489.140213,489.576422,success
auto_adj_b9c2ce695b294e7b45c6,cal_1ef8e0d5da94ae36c8e09fd6,2026-07-25T19:51:51Z,2026-07-25T20:05:52Z,0.044433,493.284375,493.328809,success
auto_adj_b138983658fa0bbe4fe4,cal_27f7aa01a1896ab84af3af3e,2026-07-25T19:51:51Z,2026-07-25T20:05:52Z,0.029565,498.076229,498.105794,success
auto_adj_80d7eda5db72c51e2815,cal_2d3dc84a859cfc2741388967,2026-07-25T19:51:52Z,2026-07-25T20:05:52Z,0.233153,503.184544,503.417697,success
auto_adj_e1539044219171af8114,cal_2ea02abee856ba348e248a5e,2026-07-25T19:51:52Z,2026-07-25T20:05:52Z,0.412645,508.747707,509.160352,success
auto_adj_a21e5fc02a03b101a4c4,cal_30283fc6e2d14875aa45d22a,2026-07-25T19:51:52Z,2026-07-25T20:05:52Z,0.179656,513.939354,514.119010,success
auto_adj_b4c4bc77f8ffa9b71227,cal_328a06695d4802a821952280,2026-07-25T19:51:52Z,2026-07-25T20:05:52Z,0.159234,518.987775,519.147009,success
auto_adj_98b9e1f5d3b7bc0501f4,cal_400c52f8b0cd3b590bd71b01,2026-07-25T19:51:52Z,2026-07-25T20:05:52Z,0.195968,522.761785,522.957754,success
auto_adj_89ce829f71fc994f534f,cal_460035e3d14dd100535ec9af,2026-07-25T19:51:53Z,2026-07-25T20:05:52Z,0.128310,527.024315,527.152625,success
auto_adj_775e700886ff227857f6,cal_4693f3c71a20f4eb25208da8,2026-07-25T19:51:53Z,2026-07-25T20:05:52Z,0.340646,530.483394,530.824040,success
auto_adj_1e53481f01837b8675ad,cal_4aefeb6cfe71c227f04b40ce,2026-07-25T19:51:53Z,2026-07-25T20:05:52Z,0.164705,534.347926,534.512631,success
auto_adj_d40a9e4d284fe93d8233,cal_4b8c0f2fbec01fc31c4d1bdf,2026-07-25T19:51:53Z,2026-07-25T20:05:52Z,0.078501,539.192923,539.271424,success
auto_adj_bd32a38d1c65b8816c57,cal_4fe76654ac85757e54ce375c,2026-07-25T19:51:53Z,2026-07-25T20:05:52Z,0.453853,545.089333,545.543186,success
auto_adj_b273245d311f04f64291,cal_4fefc95c2dd184081e2c4bcb,2026-07-25T19:51:54Z,2026-07-25T20:05:52Z,0.245429,550.561539,550.806969,success
auto_adj_4334119dc735da9684c8,cal_5808929cad746350208e11ea,2026-07-25T19:51:54Z,2026-07-25T20:05:52Z,0.027768,554.930006,554.957774,success
auto_adj_08f513e660bcb2d8bd2b,cal_588f2668993e30ba509fcc32,2026-07-25T19:51:54Z,2026-07-25T20:05:52Z,0.124823,560.794473,560.919296,success
auto_adj_6f0ea70e754596df9b0c,cal_59abb44c0f0cef9b0ee90ce0,2026-07-25T19:51:54Z,2026-07-25T20:05:52Z,0.206908,564.991472,565.198380,success
auto_adj_08b18d083113ba5c44d5,cal_59e0c9975d42c0201649f54f,2026-07-25T19:51:54Z,2026-07-25T20:05:52Z,0.125243,569.763634,569.888877,success
auto_adj_b03648ab3bf42eea90c6,cal_5b7934f9ba9519a8ed1dcd1e,2026-07-25T19:51:55Z,2026-07-25T20:05:52Z,0.151387,572.939505,573.090891,success
auto_adj_137fa66a81c34b5bca98,cal_60128043e36b6c0d8555f5c7,2026-07-25T19:51:55Z,2026-07-25T20:05:52Z,0.079342,576.274881,576.354222,success
auto_adj_e7df0ecaa70f8c37549f,cal_60525fc350946d96a8f68394,2026-07-25T19:51:55Z,2026-07-25T20:05:52Z,0.167762,580.632289,580.800051,success
auto_adj_18f9c5d7695fff06eef1,cal_645e00c35add9fb70dd99056,2026-07-25T19:51:55Z,2026-07-25T20:05:52Z,0.410381,586.263001,586.673382,success
auto_adj_d2bf86d7c80685ca026e,cal_65b89fbb6772702300db7e2e,2026-07-25T19:51:55Z,2026-07-25T20:05:52Z,0.139895,591.897278,592.037174,success
auto_adj_2039f644a48252e9ea3e,cal_65f2bfd170dacbedf457f638,2026-07-25T19:51:56Z,2026-07-25T20:05:52Z,0.132135,600.498607,600.630742,success
auto_adj_c31e44f33785fd979e68,cal_69524b5a47867071e2806e3e,2026-07-25T19:51:56Z,2026-07-25T20:05:52Z,2.959383,605.424412,608.383795,success
auto_adj_7128047c004b553ee411,cal_6a208150a8de8c2d69e12d5e,2026-07-25T19:51:59Z,2026-07-25T20:05:52Z,0.183179,611.697394,611.880572,success
auto_adj_c0d6bd6f72cc8dfe473c,cal_6bf56516ac212c2ee18e2f10,2026-07-25T19:51:59Z,2026-07-25T20:05:52Z,0.131736,616.533758,616.665494,success
auto_adj_aef559b3748cb50a0fbf,cal_6d24935c413ad0bdc8607dbb,2026-07-25T19:51:59Z,2026-07-25T20:05:52Z,0.039067,621.558565,621.597631,success
auto_adj_84a6a938083ddd8f7d1c,cal_6fbc497a9759a10134a19419,2026-07-25T19:51:59Z,2026-07-25T20:05:52Z,0.239516,626.494363,626.733879,success
auto_adj_0acd816dcb93ec14f459,cal_6fe7c10c932ed1b1f4bcfb97,2026-07-25T19:51:59Z,2026-07-25T20:05:52Z,0.415226,633.196513,633.611739,success
auto_adj_43b3450c58cd3ab72603,cal_721ee1673b96b88435bc23bb,2026-07-25T19:52:00Z,2026-07-25T20:05:52Z,0.118993,637.610413,637.729405,success
auto_adj_c1a3fed4a2be2bcf4e69,cal_72371735c99169c73d808454,2026-07-25T19:52:00Z,2026-07-25T20:05:52Z,0.366667,642.790141,643.156808,success
auto_adj_80fc81bc64a08f4860e0,cal_756e7caed96960ff002c0ed8,2026-07-25T19:52:00Z,2026-07-25T20:05:52Z,0.030776,646.552574,646.583350,success
auto_adj_01e6080f27a37fca594f,cal_7849c4c177ef5602a1f03e63,2026-07-25T19:52:00Z,2026-07-25T20:05:52Z,0.364921,651.622441,651.987362,success
auto_adj_3ade4df5d6e23e8aba97,cal_8329a0a9084d026768f49536,2026-07-25T19:52:01Z,2026-07-25T20:05:52Z,2.764319,655.926474,658.690794,success
auto_adj_298697e7a809f04ffed0,cal_85631411808b69e6dcd54348,2026-07-25T19:52:03Z,2026-07-25T20:05:52Z,0.120232,661.512528,661.632760,success
auto_adj_6d10a1c02c783b402298,cal_9c592860c65cb52d54f0eaf9,2026-07-25T19:52:03Z,2026-07-25T20:05:52Z,0.253606,665.220880,665.474487,success
auto_adj_264f17c67bfbf4b7a0d2,cal_a35c98e8b52c47a5f129435f,2026-07-25T19:52:04Z,2026-07-25T20:05:52Z,0.157492,670.337788,670.495279,success
auto_adj_a4d3bc5b42ee08ac63f3,cal_a418b8af9c3f67e690c4d6a8,2026-07-25T19:52:04Z,2026-07-25T20:05:52Z,0.074172,673.956106,674.030278,success
auto_adj_c24829375a1a796899fb,cal_a50d6d888fe00de9dc7e09db,2026-07-25T19:52:04Z,2026-07-25T20:05:52Z,0.164334,677.438404,677.602738,success
auto_adj_ad8f2b13dbdb3958fb76,cal_b4777a90d0509a26c8911894,2026-07-25T19:52:04Z,2026-07-25T20:05:52Z,0.213219,682.724104,682.937324,success
auto_adj_16889ab022ab87e333dd,cal_b9205eed0ec3938ece2f9fd4,2026-07-25T19:52:04Z,2026-07-25T20:05:52Z,0.229664,687.404497,687.634161,success
auto_adj_f6df36776693facde72d,cal_c645403fd5fd2f680fdd3958,2026-07-25T19:52:04Z,2026-07-25T20:05:52Z,0.242477,693.479387,693.721864,success
auto_adj_7463e90891cef1f02e77,cal_c83b9d01e07e2dabe00e6f51,2026-07-25T19:52:05Z,2026-07-25T20:05:52Z,0.374989,698.290887,698.665876,success
auto_adj_95936ae8dcf1284ad700,cal_d08ebb86455c7331bb8c32c6,2026-07-25T19:52:05Z,2026-07-25T20:05:52Z,0.018342,701.173319,701.191661,success
auto_adj_2ee60ebabefb0edc18a8,cal_d4182e8a949c9391932e7658,2026-07-25T19:52:05Z,2026-07-25T20:05:52Z,0.191148,716.680601,716.871749,success
auto_adj_54b9826bc7554591f164,cal_d6db8625cf091a6f5530800e,2026-07-25T19:52:05Z,2026-07-25T20:05:52Z,0.309355,721.528936,721.838291,success
auto_adj_a2143ed3542f3ce709cb,cal_dfc29c196ce08425ffae9c64,2026-07-25T19:52:06Z,2026-07-25T20:05:52Z,0.609778,729.810832,730.420610,success
auto_adj_cd9699c8ec251d88c367,cal_e053fd0727a992a0b1a44bc7,2026-07-25T19:52:06Z,2026-07-25T20:05:52Z,0.239168,734.949644,735.188812,success
auto_adj_6991a1b813f1c604e9fe,cal_e0594174be1efac431317ba4,2026-07-25T19:52:06Z,2026-07-25T20:05:52Z,0.430301,740.670863,741.101165,success
auto_adj_ec868703a230b306433a,cal_e4f5b1e57a13a096588f6e51,2026-07-25T19:52:07Z,2026-07-25T20:05:52Z,0.262535,745.395015,745.657550,success
auto_adj_dd591a51d6b262295342,cal_ed5099d4fecae6f4f32146de,2026-07-25T19:52:07Z,2026-07-25T20:05:52Z,0.065401,750.187360,750.252760,success
auto_adj_2168a5df41670748b01f,cal_f380c785bb181d6af78e9da4,2026-07-25T19:52:07Z,2026-07-25T20:05:52Z,0.334662,755.908853,756.243516,success
auto_adj_930abd9c758cdabefd52,cal_03d7428f4019e5bbf4596191,2026-07-25T19:52:08Z,2026-07-25T20:05:52Z,0.093598,759.424392,759.517990,success
auto_adj_a561b0ef0eb4f75c8f0b,cal_06a195b37f6ec5b2402d7d78,2026-07-25T19:52:08Z,2026-07-25T20:05:52Z,0.028763,763.724603,763.753366,success
auto_adj_3f18c28e2f6dd3f70844,cal_1a64d49cf0f616075b51efa6,2026-07-25T19:52:08Z,2026-07-25T20:05:52Z,0.036422,766.972570,767.008992,success
auto_adj_40a369eda12881444df8,cal_22de015af1d83548293f582d,2026-07-25T19:52:08Z,2026-07-25T20:05:52Z,0.022922,770.572703,770.595624,success
auto_adj_76418080cec7260e6c17,cal_42644d72570e92753dc0c39b,2026-07-25T19:52:08Z,2026-07-25T20:05:52Z,0.030783,775.074932,775.105716,success
auto_adj_04e15977d083df3ddeeb,cal_85c9ba206759d1b599cce539,2026-07-25T19:52:08Z,2026-07-25T20:05:52Z,0.025692,779.970689,779.996382,success
auto_adj_4f5a2418900c631807f5,cal_89c1b9619fe6cc4e626cfadf,2026-07-25T19:52:08Z,2026-07-25T20:05:52Z,0.053294,783.748797,783.802092,success
auto_adj_2d33c40156a205bc6db3,cal_a1fb3965ab3e3565c1ace456,2026-07-25T19:52:08Z,2026-07-25T20:05:52Z,0.029417,787.948125,787.977542,success
auto_adj_33114d7b61a7aa9bd4b0,cal_a8060adcdb502a4219ca05c9,2026-07-25T19:52:08Z,2026-07-25T20:05:52Z,0.012744,791.886292,791.899036,success
auto_adj_6710e6422ff63d7433df,cal_ae9fbbec16d7d486289555d1,2026-07-25T19:52:08Z,2026-07-25T20:05:52Z,0.260781,797.312539,797.573320,success
auto_adj_7c735e356da592923b8a,cal_be0f3b35b2659d3bb577343b,2026-07-25T19:52:08Z,2026-07-25T20:05:52Z,0.030410,800.710994,800.741404,success
auto_adj_605a9ff01a90e046d078,cal_da3e2c381ee1e242b0e4f679,2026-07-25T19:52:08Z,2026-07-25T20:05:52Z,0.257177,823.066849,823.324026,success
