gate3_compensation_id,calibration_id,gabriel_request_id,gabriel_backend,gabriel_model,request_status,prompt_sha256,prompt_chars,input_page_count,input_text_chars,image_input_requested,image_input_used,input_image_count,input_image_bytes,prior_labels_in_prompt,raw_prompt_saved,raw_response_saved,raw_images_saved,response_chars,response_sha256,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_message,credential_value_saved,authorization_header_saved
auto_adj_6d8ce7eadeda79869692,cal_2d661ee8ab7ef19340fbad0c,resp_041ce2ffbb8026ac006a651461f5b081938592699238a2a6d7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,0b5644a6a28167fac0b0cf78ac7eacaed99105eb7f6985c86b6e128e165fdc8c,13144,6,5264,True,True,5,668107,False,False,False,False,1109,95534171730d7186bb3f2f432da32734e5c0cbd4484c58bea7f7c277e4307d20,10414,484,10898,124.862905,,,False,False
auto_adj_e0ecd31f9f9a6c851fc0,cal_32e26e9fd1b36d8f29174580,resp_02b3390de1dd3cad006a651466dc948190b1ddf765c71b61da,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,677ee32bf18da38e396ed9fed50a92b3d322a349bdb88906900b882e7e263803,13876,6,6000,True,True,6,876906,False,False,False,False,1037,29f6fc199cd2ce8d5e934cec0c41923f43b74cbd15e29eabc13b4d8250349aae,12317,382,12699,129.731058,,,False,False
auto_adj_01e490f75cec4868c718,cal_3641a73760e319fa915df354,resp_0a5f2de58f813dca006a65146b72e08195a59054d20f7cfbde,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,aa8ee65399cdee84cace46b38a9c56dc5f80e3d96298be4780f19718221e348e,9304,3,3112,True,True,3,321424,False,False,False,False,1045,0a0fae0d51e5b077e8ba31ec53ca79eaf8e021dafb67d813b76156b284cfa1a9,7073,636,7709,135.906674,,,False,False
auto_adj_adfa5fe82e956760978f,cal_3780a6990e664d2e6c35ff2e,resp_05e9b00553b08111006a6514719a308196b76e79a453b696ef,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,d20d49ab6f80759b3262fc97c66af33baea86e57668f2061c44de7f57afba776,15528,6,5134,True,True,5,349212,False,False,False,False,957,39dd5b54a589028be291b5aed4a0607d0faddf6cf3a345d7b97d1a98a83c7cd1,12033,728,12761,142.565361,,,False,False
auto_adj_a918061e6cf69943190a,cal_37bc3a947fbe1061dfff33b8,resp_012d4848cabbbf61006a6514784b5c8197bbb2634af39a79fd,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,23500b4e3f8f777b20a59a0928c0e8398f1c4f43621e9db402e486bcfd3dee70,9503,6,1706,True,True,4,291604,False,False,False,False,1045,eef2024e3b5ccea5be1ee6714e648d887ddcf0502bb1c390d9c90cd3478cdd57,8474,585,9059,147.945001,,,False,False
auto_adj_7fa640cbb757bbac2d0f,cal_37ea2ac16336a1ebf64724bd,resp_02d00a9093192c65006a65147ddb7c8197acdc3e85edf3c5c2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,de236711df1676b07daa7df2bb32d0d8254fb0abbf38c84a8d40889f29beb914,12760,4,6000,True,True,4,898913,False,False,False,False,959,363bc71cea31114c9563e690a817f65c45b0a273dcb329e9cfda1f47596ef444,10542,298,10840,152.394863,,,False,False
auto_adj_aa8cac64750da8072e28,cal_3bb99602441b9cfadcc0f8cc,resp_02f1037397116152006a6514822a00819088ba0bda644ea9d1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,003ba92395e06ddb2043f1b23c4394bec3150537bc8ee867cd1b2ff814d13122,12453,6,4582,True,True,5,507388,False,False,False,False,1071,20531f70dccf3503fdf34afae0137a8016f0e3654bca112c26ad60f739ecd717,6937,461,7398,157.197246,,,False,False
auto_adj_d9cb330d6de98a5f0c2a,cal_433c56e99c2468011e67a57f,resp_0a0b498909ccb73f006a651486fca481959b3daeae22b6c957,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,5e44fa3c454606d6465ed81d7b29088bcd9c54605e8ce7c94d96c18596098ea9,13887,6,6000,True,True,5,743139,False,False,False,False,1135,570b359622c8dff5229e67cb1f984db4078afe099956e29f9820747ea4a92b08,10805,650,11455,163.14701,,,False,False
auto_adj_03c11599c4f44ffa652f,cal_444af6472fbcec8ba405d09d,resp_023af56579319a9e006a65148cf6b08193b42905123be0e408,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,86cebdf2aeac102afe36d5a9635b157cd324177a294f75541d441e33a1fd8fe4,13902,6,6000,True,True,5,936440,False,False,False,False,1046,9f8f791b45abc2e5a2ae85e1df93af59bee86a413c6151d6662dd200ecc5da0f,12031,543,12574,168.513485,,,False,False
auto_adj_d4990b1d103ed2155a6e,cal_4453630dbcea0b4cd5ed3aed,resp_00dd303e4c386172006a65149262cc8197a55c8ced314e3ab2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,ad3c686834b4830661e1f7ebe9f9cd4d0a2f43c9e377220cd0cbe7a476bc10e2,13918,6,6000,True,True,6,1208902,False,False,False,False,979,3b5e704dacf577141fe81d410bae2b3f8d86a99f05cda54ba534a8f8fe0b0ef6,13185,272,13457,172.901784,,,False,False
auto_adj_e0236f550c6f58a1cc69,cal_473055028533d315d7876b00,resp_061ffbba7dbfc6d7006a651496a8848195bcd235b497bc5d9d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,44666de1f565b7c91c52f6da6570c645ecacd0ef000fe9c5e66b15fe6cc59873,13837,6,6000,True,True,5,728545,False,False,False,False,881,13eb545e92bc602b04349c78786234c2cae541e8db5ab6d5b01a3d33473a0535,10853,500,11353,178.302501,,,False,False
auto_adj_3745475113187dcde6a0,cal_4bc1c73b4633dbdc54bcb906,resp_009b82a131253421006a65149c148c81968a44e93c61dbb4dc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,d2d958f8ec5c74a4c11fffafda3c85faf50f1f5d714b3e60f72dda2b6c7480b1,13848,6,6000,True,True,5,783216,False,False,False,False,1135,6578bd631d3fe99c74faeb77cda11f83116fc0f5a27e4dfa55401484002c1d4a,10895,556,11451,183.730539,,,False,False
auto_adj_84fc2dca20dbf6540773,cal_4c6f22b20218be88851ac92b,resp_060c74c674c7df1c006a6514a18c68819589ef7e102e3aa51d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,d3561e88078257a4aacb872e659b1de318d42b2dcef2fb2c4d4e0edf67981c14,13910,6,6000,True,True,5,860899,False,False,False,False,968,a8657cadd63a928ab2cc02774442a3b2007833a326d76faf8497e111c02fbf46,10599,725,11324,190.800596,,,False,False
auto_adj_0a1383648140b4384410,cal_50d728e95903683ee807533b,resp_00d49a763107c2d4006a6514a8922081908c4ecca1afeafacf,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,5635e2540c38208678e1153230f91cc75c2ab2371a92ab86cbf4fd3a2f3d97e7,9809,4,3082,True,True,4,584605,False,False,False,False,991,7dd19bbef4c8cc4b4dfd9917fb8f10c253387a8d1c0637adc77daf54aa9c3735,10520,439,10959,195.764969,,,False,False
auto_adj_d83392fdb9a728c726d9,cal_56072a1d4fb5a9252e95b51b,resp_043f428f48248b1a006a6514ad87b48197bf923fd67b72732c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,23caefeeeaef36986febe42a20f39a7c83941554b78d5dcc0bc24fceb2b66635,11183,4,4382,True,True,4,649167,False,False,False,False,1196,c853e02f49432054e51571204e289835e856d554fdf4f5ba5c470c862798391f,9057,336,9393,200.19619,,,False,False
auto_adj_39e0ab987b4887497791,cal_577b9aee5b4319988b53305c,resp_09608374bea118ce006a6514b210c08190b3a8bf1b7c348cec,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,0c385d946ad0b7f5b0d6d5291514ff2e2269f82f346061ae92f903280703d10a,13314,5,6000,True,True,5,887977,False,False,False,False,1016,1ddacfe04fdf7d274fe5ec9e5e82a2edab447f30a63acc2b813120b367da9883,10542,564,11106,207.059272,,,False,False
auto_adj_450b714716dbdeaab2cc,cal_588e854d43e77da72a9780c3,resp_042e0677a4ca8449006a651767154c8196b293fb633162629a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,1c97401a0baa5a15c04daf66c1f2b05ab564bc4b8414a5f2fe1af98f12d5f407,11898,6,4042,True,True,5,896839,False,False,False,False,1124,48625136cb40495364c8385da579c2aea3eef408a90d751002d17cd59c3c2025,10615,462,11077,5.453594,,,False,False
auto_adj_01e267ee3f463493558c,cal_5c6cd6ae0674c01ae035b5a2,resp_0146ac2db6100e63006a6514c0b3888190831294040398d27a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,c56cd05e82be91d75a95492401db82a8c5e4a6ac09e1fdb0f1d77546c1ab96c0,13323,6,5440,True,True,5,512179,False,False,False,False,1033,9f99b12bbf4f293ab0e728073b6e40a46231bda3ec313c287066e0199dfdfc09,10506,492,10998,221.143574,,,False,False
auto_adj_f4e4acc23d2a6a706b92,cal_5cbb457423d786b7a3866f7f,resp_01e77f8a73a980a3006a6514c6ef408197af36a191451188e7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,0550f7ff6528b3a2d3f5417f2716e66a2eb1125f47b26c6a77b4dc5041e29631,11392,6,3605,True,True,5,733735,False,False,False,False,1009,ebc4b0e17ac2df27182f9176a387b01c5268ad7ce59646d45a3aaa1f675b597a,10085,330,10415,225.356148,,,False,False
auto_adj_eda8eb683fa06758a96e,cal_5d23586e36bbf45e21e5e2ee,resp_0ddcb5cf3ffb833f006a6514cb24f08194a31b7460884bf92c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,86ba7426da3460c3a4552445f45f981e3f75d2314c5629aa6062c2f59291247f,10428,6,2617,True,True,6,531310,False,False,False,False,1073,69f70436c92bdbd3024c63be587e20c201b8dad3568d48435f96c065681a2f66,11407,493,11900,229.965102,,,False,False
auto_adj_5ebac832e88ad14ad09e,cal_5d3205e6297dfd63bbbe2dc9,resp_0c081899061e310b006a6514cfbb988193854bdb7a83bac804,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,91243aea8ca3227cc4c8a5f70564433a4745303c1286d837b8da6d1b8ab7cba9,9209,6,1388,True,True,6,488213,False,False,False,False,1047,ec2f9b34eca26e5587170f4108183170c0db7661d7857720853723ef2fc7adcc,11333,454,11787,234.387258,,,False,False
auto_adj_8091171c4635506cebc4,cal_6a61805f02ce043d6073a567,resp_063f61e4036e1c56006a6514d423088195a02ec823fcaf5567,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,7e66b926a62ef53fd45613b147899966877e7a1659e5a861b539aca92f617758,11075,6,3203,True,True,5,629355,False,False,False,False,858,3212d7553b91035dbaf530481c9dabcfb9ca5f8e5c2f5e93ad15eac6c2b181d9,10545,357,10902,237.804675,,,False,False
auto_adj_0b52e81ee390984f9bde,cal_70ad13fa6c42e3580eff39b6,resp_07844bb7858c190f006a6514d78c988190a473ecdabc3cd263,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,52b77926985b568cc488c2eedab287df13d54fa44a1eb07e43237d3ddceff755,13599,6,5738,True,True,5,583570,False,False,False,False,977,35960b6ed80161596588428df31bf941f90fc22aec6ab3798dbaa9cc64fab8b6,10649,508,11157,242.661984,,,False,False
auto_adj_028300a0e06fdb1d368a,cal_7193aa32c234257db832b86b,resp_0ab218247d32fc16006a6514dc7a148193a4280aca18e7ce32,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,c06c9b85d03dcac05df4923c8a3f3f14b8ed331ffb36cbc73d5ac9dc3a640b52,13281,5,6000,True,True,5,955377,False,False,False,False,1043,40da7c73a1dc843371171a24b95497742051823e22774685091032ec73513593,10586,473,11059,247.701236,,,False,False
auto_adj_21a813816d743e9aad83,cal_757f44a538f5d916eb1c143b,resp_09b48d92eb1812c2006a6514e16f748196b11b3e1f8dca699d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,8ccbbe0a20c3f40d66b6ad2037d1a98d4929d34b0afe6ce814c10ceb2accad55,13920,6,6000,True,True,5,499659,False,False,False,False,968,9f10db5642090c0acc512159575dfcb7fac8555e2d6e8be38eaea24bfcab01dc,11125,488,11613,252.824717,,,False,False
auto_adj_8de3461479e5dcc27aa9,cal_7845f67d41be5d195219e6b6,resp_0230fa0597e10796006a6514e699d0819497fe31d3afc8cd4f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,41fc41b3863d58e69dc7e063dc4f3cc82427050338414c77234a510723e73d70,13852,6,6000,True,True,5,810574,False,False,False,False,1248,bd5a3d65a5549fb255f71c2e22055cd1571140db8e9f3427881f755756664d6c,11202,578,11780,258.265096,,,False,False
auto_adj_937d68197c94eba08611,cal_7db0e44dde1faec77d813e1b,resp_070e433099b1e176006a6514ec0c748193ba1b4299e95d0ea4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,2d3f8a7cea2a831fac93dbb6e3670a043aaa404bc0666b18ff89fef73720ee96,13310,5,6000,True,True,5,823909,False,False,False,False,998,ccd9dcec9b51b8012dc1a1d9bb4fcb63fbb917895855f767dc1efbe4975c49ac,10981,469,11450,262.79029,,,False,False
auto_adj_46ffec4197ccb47e5969,cal_81d9a782eed3ef59e8cf53c8,resp_0d3598bec6156214006a6514f08c288194964827b51ee42ef9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,9eb411f982edba85961cc081b5f5da0acf89cf078d8b6de9ec63e98c1a8bf61b,15796,6,6000,True,True,5,612578,False,False,False,False,1059,6f0b2d703e6db617b28cef28a69683b1237e1c65f698d194c605d74b6965a804,11978,494,12472,268.409721,,,False,False
auto_adj_0f9ea7f62841d3a73951,cal_832e6ddab7670a3ef19d679e,resp_0d68152694a8bcd1006a6514f623b08190829149ae73d0b4ee,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,ccb1519e21730d9011ab78d36211cf39b4248831f947da8a201f18e94c5dcf91,13800,6,6000,True,True,5,659408,False,False,False,False,896,20832ca7b8cbe957c7baa233b6f6260e0216ad6918ef0a39375bd894e266bbee,10715,338,11053,272.408416,,,False,False
auto_adj_6cf4de060aca3df21373,cal_8341f144d0dbe9b4f6f2dcda,resp_0e60ff6897213aaa006a6514fa2ba4819082f5858cd5267607,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,f206b216399777a0fa67572be1c89596ccc0e2ca5901810586243d53f9671fbe,9409,5,2165,True,True,5,653639,False,False,False,False,1086,a4e598157826e1d06678214da6001bd03a5e50309d5fc905477913f9d5a29548,11917,519,12436,277.607851,,,False,False
auto_adj_e176b30c2e08d17cfad1,cal_87047e8ea3c1d1bc56da2b90,resp_07793007a2479c3c006a6514ff6f2c8194a957f5548a304a37,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,b0bd5aae3e8de1bc48e13a39f1a01b6f460c02b0572a119076c0fcd8379c6125,9271,6,1500,True,True,5,860903,False,False,False,False,1028,62b73c880781d86117c82930754e647bf8dd7eb55922389644d4358bacd536dd,9866,375,10241,282.342827,,,False,False
auto_adj_cc00776441891d454282,cal_871b8130bf4245601b1a841b,resp_093cec6bcf31a63d006a6515040df48197a7b248a84ef9cad6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,9986d1956021821d8d38fa481d4588008c0908abe32557a425c5d4313c0d68e5,11826,5,4533,True,True,5,452729,False,False,False,False,1085,d4733e0544fd3fee540a3d908dd3dbd4ea75a47df02bbc559c5a1e8f186346a3,10811,414,11225,286.907152,,,False,False
auto_adj_2444012993d54e4147b0,cal_8dc01e6871029b30cc13920c,resp_0bcd3416afbf4101006a651508b304819794f6ae8af7a126a3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,05e7a95cb4fcb379ffe6ebbacd6ec420b66e65ecfb773e79d94812bcee7a770a,11666,6,3872,True,True,5,844458,False,False,False,False,1110,b8c1b765e1a45bebaa6d63becff0814b71251fab5aa1220c1eba6748c5eb361d,10306,417,10723,291.590571,,,False,False
auto_adj_ecfd939d8d70b83b526b,cal_96ffbdb214517b3a6a6649d0,resp_020dc4ed4b5cbf34006a65150d61dc8193be930683e7476d6f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,00ba8b4ac4210c217cf40eaacce225c8a1dd96b237cc34fe5f36ef0decabfd59,14162,6,6000,True,True,5,667687,False,False,False,False,992,784d0e385a2e651170baa1796039cfe5fe633b9b62e6e191fdc176a6f19f694a,10977,445,11422,296.341937,,,False,False
auto_adj_f6a69cbcaae6f553492a,cal_9824026160d8547991edff93,resp_0a435508d1ed9e12006a65176bde24819697193063a14cab2b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,57ce6c9115776eb81f499f889eeefdd0c75bac864d281eb8d793d554a3de5965,9949,4,3259,True,True,4,323879,False,False,False,False,1112,07653a3f3c8db1e9dc8171e35867c05ec3e2342fb26685bdba0b058161126e21,8495,474,8969,10.72477,,,False,False
auto_adj_eeb1df4d13f228f3100d,cal_9b0d02f472072c62b56bf808,resp_0b4113e42dfd2d69006a651516e71c819681c702842a538e03,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,f87a35b001b87f09543265cf3de600ac5c930c66c39b4903addccade5a2ce53a,14055,6,6000,True,True,5,780919,False,False,False,False,1026,767abd49ab08cf6a76458e1f6727f089608d5331fdb2ce3b25f92af8f06db279,10940,498,11438,306.315628,,,False,False
auto_adj_c3efb44d2cecfaa2d8d3,cal_9be75c1e7fbfe27a4db1d91e,resp_01c3c1f5e9cdd935006a65151c2b9081979d5d1a5ed6b76c87,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,99d0caa69c804427c5af129210b15b67d21fe35ea7f84e6308b30a7e80f8ec36,13314,5,6000,True,True,4,703230,False,False,False,False,1084,ada894df61068f61282228e2e8733e11bb712b8c25bca8a75cb899131e9404de,9747,465,10212,313.040091,,,False,False
auto_adj_dad2556020718a21c57d,cal_a4b5a28529bc2239da93dcb6,resp_02eb0742a05cf94d006a651771652881968e2fbebb99536756,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,37f9dc980c678648a8782da289d55a349a541072aa23a4574ad9d57d32c34e9e,13913,6,6000,True,True,5,736727,False,False,False,False,1119,9175b731ac219b574f02068597bd84a9c1a93d7ff34fc953099bcd8c849ba4e7,10739,589,11328,17.476169,,,False,False
auto_adj_99b49284e90ab88b001c,cal_a59e7db7416b7eda4426b2b0,resp_05ea7f8691751267006a651527a0188197a8183af44a442476,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,9e6abd0a74446c6f2b0e3a1dc0b85216c874d7722e64efb67fd4dd4e9d6c79cd,12278,6,4452,True,True,5,409454,False,False,False,False,1024,8f1eb289d27f9f6515ae0f4962352e7d0dc49ffc5ef9ca93d9895c158fcb5e7a,10621,527,11148,323.340631,,,False,False
auto_adj_c9532c5aa1ae87a49eb2,cal_a6388ef8c82edf25da71cfe8,resp_04e5906230e876a6006a65152d22088197995a19e9a84e6cd4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,246272e750891ab66e3c824f32c1ab418bf9a25ee137fc9b4ff03bd0ca79bfdb,13310,5,6000,True,True,5,647409,False,False,False,False,868,4bb2e2c904559480543d272e712734d7afe3e4fe35ec17dea9ad6b02c1a02db7,10778,344,11122,327.042974,,,False,False
auto_adj_e4f2c439a2de17be7cd8,cal_a64662143119f08d07ec503e,resp_066e9f47ebbb44c4006a651530d16c81958639fc6e15571f58,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,22af0abb38dc87d6aad6b358f29aa5e98dc928915a1f13b41714b9303215171e,14093,6,6000,True,True,5,653696,False,False,False,False,1184,d31f9c1e5fcfeafc2a96d69b93718b2c28a5847572656b3c09ae22dcee5478e5,10937,400,11337,331.699374,,,False,False
auto_adj_c2361e2775d6e3112301,cal_a697a3efcaf26dad1a05afd8,resp_0f7e9b7839cf1db2006a6515357d08819781cdf1543c426a27,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,5591c9cf50f31003d20f5b08cdaf859313052894457435fb3557c647138c9db7,7753,6,0,True,True,5,844688,False,False,False,False,952,16bdc9be2fc282351f345130b74d27645cafd359f7bbb4a6ecb18d2236e15911,9397,424,9821,335.770578,,,False,False
auto_adj_fa266998808fc3c71dfe,cal_aa5f30e289f7f1e3c57da1ca,resp_04d5ac733727bfc5006a65153989548196ac683e7a2137f43a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,d4e3248fe8b8c8cd5fd736806affb0b21c0d4139e480e977058fc97b3b9cfd51,13859,6,6000,True,True,5,726636,False,False,False,False,1066,aed2b0c81c640975004911b2286619d73556d05f6943a103657f6c66cfdd22e5,10624,610,11234,341.417257,,,False,False
auto_adj_23a734036c1bff8eae38,cal_ae1da4b80da66307314a0f9a,resp_06b6281f197f3d11006a65153f1f54819589e6d7198aa24dcb,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,9121021e98ab84e06471f711ecd0099deaa2c69a8bc5970a7c13373914c7f70a,6484,1,1500,True,True,1,409155,False,False,False,False,892,b09c6f6328d99a212e32c109fbb239aa6ebb71a9357096193b5c3f7274f43c5d,3932,309,4241,344.496584,,,False,False
auto_adj_336512602ef86901902e,cal_affbd685e693a0ed30b460a4,resp_00cc83e40f734eb6006a6515423dd48196ae0ffc49d89ffbed,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,bd014ba63d43d8ccacfa623af7194f68924fc4b78ab59387703f506ee4845ed7,13473,5,6000,True,True,4,441860,False,False,False,False,1090,fd9b07ca261957a2bcf08d9d43a5b4c9628d1a154c7237b412f15633674ca275,9420,488,9908,349.108047,,,False,False
auto_adj_368b3216b559ab2281e9,cal_b5c70ca19baa946184d7d211,resp_0dc57ed2cc45cb6a006a651546ee3081968fef1b6f8fb35b17,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,406dd5217d0bbb4447cd636c81e14afe1c7d1c04fe92376c0ca667652f5d1554,11659,5,4265,True,True,5,576536,False,False,False,False,1037,ba3d4a33fc63c9b08d22cf070cf42367402978092efb9789d73251dfbb374399,10473,685,11158,354.736219,,,False,False
auto_adj_2d52fc3e4fef3547955f,cal_b843e234169740d000b06cc9,resp_08bef337a5ce7d2a006a65154c95f081949f6c96f1240f830a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,18024fb13a52d8b095e4929a27daa68f2f02b7e39536c38191579fce1b18c7e3,13358,5,6000,True,True,5,651011,False,False,False,False,1093,76f14bbd281ae10aa837b403dbebb205765723db2abf6b36a81d02ae3c189fbe,10848,487,11335,359.640064,,,False,False
