span_id,extraction_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,priority_bucket,cba_non_cba_hint,mechanism_source_family_hints,evidence_category,evidence_family,span_text_snippet,normalized_snippet_length,surrounding_context_snippet,page_number,section_heading,character_start_offset,character_end_offset,table_like_flag,currency_value_flag,percent_value_flag,date_or_effective_period_flag,position_or_unit_flag,safety_side_hint,comparison_potential_flag,mechanism_signal_flag,quantitative_signal_flag,confidence_score,reason_codes,source_locator_lineage,extracted_text_artifact_path,lane_id,span_sha256
BRMSPAN-20260802-eae7e2f1bffedf750c6ebbad,RMTXT-20260802-0586779779d8dbc02b11,RMSRD-20260802-ab996c7fcfde2244e21a,RMSRD-20260802-ab996c7fcfde2244e21a,BRM5C-BRM5-20260731-10775-01,Laurel Mountain,PA,Northeast,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,weak_or_ambiguous_compensation_signal,context,"ordinance to increase penalties to pay an enforcement officer.
",62,,,OUTSTANDING BUSINESS,3122,3185,True,False,False,False,True,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-10775-01"", ""final"": ""https://boroughoflaurelmountain.com/document/council-minutes-december-16th-2020"", ""original"": ""https://boroughoflaurelmountain.com/document/council-minutes-december-16th-2020/"", ""scout_target_id"": ""BRM5-20260731-10775""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-0586779779d8dbc02b11.txt,span_extraction_lane_005,27c415e56c132b25d1afb838aa87f816de82491266abb97ff8e3ced3b9630493
BRMSPAN-20260802-ddab0fa53ddfbb953a53bb70,RMTXT-20260802-05a78b43a23c50148316,RMSRD-20260802-7f68bafa0df0abfb1ceb,RMSRD-20260802-7f68bafa0df0abfb1ceb,BRM5C-BRM5-20260731-17673-01,Georgetown,WI,Midwest,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,weak_or_ambiguous_compensation_signal,context,Clerk Wage Increase: The Clerk’s wage was discussed.,52,,,,4731,4783,True,False,False,False,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-17673-01"", ""final"": ""https://townofgeorgetownwi.com/wp-content/uploads/2025/06/MINUTES-MAY2025.pdf"", ""original"": ""https://townofgeorgetownwi.com/wp-content/uploads/2025/06/MINUTES-MAY2025.pdf"", ""scout_target_id"": ""BRM5-20260731-17673""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-05a78b43a23c50148316.txt,span_extraction_lane_005,2c401612af53ee935b501393ace1482983126c0a02735b55e849098474f012ac
BRMSPAN-20260802-c2d3f19e055a70fdf0880321,RMTXT-20260802-05f62df22f490e502377,RMSRD-20260802-cb5c3f1c706b3c0c69fc,RMSRD-20260802-cb5c3f1c706b3c0c69fc,BRM5C-BRM5-20260731-10265-02,Merrimac,WI,Midwest,pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,weak_or_ambiguous_compensation_signal,context,"proposed zoning amendments: Hearing no Village would pay for the construction of
",80,,,,3500,3581,True,False,False,False,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-10265-02"", ""final"": ""https://merrimacwi.gov/vertical/sites/%7BCBEFE108-6CEC-4014-B024-0697DD562493%7D/uploads/FINAL_Board_Minutes_7-8-2025.pdf"", ""original"": ""https://merrimacwi.gov/vertical/sites/%7BCBEFE108-6CEC-4014-B024-0697DD562493%7D/uploads/FINAL_Board_Minutes_7-8-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-10265""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-05f62df22f490e502377.txt,span_extraction_lane_004,15cbb8ff7e8ab81e8953762ae7ff0d231905eb69aa5c53c6bd22f474df8ca39e
BRMSPAN-20260802-9594d9815659d4d778586ed5,RMTXT-20260802-0658f9dbae01a738c436,RMSRD-20260802-c2c6b688c9ffa9b6d6cb,RMSRD-20260802-c2c6b688c9ffa9b6d6cb,BRM5C-BRM5-20260731-00510-02,Waynesville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,fiscal_constraint_signal,weak_or_ambiguous_compensation_signal,context,"Compensation and Social Security for the Village of Waynesville, DeWitt County, Illinois for
",92,,,"Section 1: That the amount hereinafter set forth, or so much thereof as may be authorized by",754,847,True,False,False,False,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-00510-02"", ""final"": ""https://waynesville.municipalimpact.com/documents/439/Tax_Levy_2023-2024.pdf"", ""original"": ""https://waynesville.municipalimpact.com/documents/439/Tax_Levy_2023-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-00510""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-0658f9dbae01a738c436.txt,span_extraction_lane_005,d44ad0c3e16100baef06ec079ca75438258de4e317a7f5a9b2ddd184cb96c1a9
BRMSPAN-20260802-1024696cca22d8576f42bc00,RMTXT-20260802-075e32bbe768fc679890,RMSRD-20260802-304c2277cc1414ca8ca1,RMSRD-20260802-304c2277cc1414ca8ca1,BRM5C-BRM5-20260731-10713-01,Foster,PA,Northeast,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,weak_or_ambiguous_compensation_signal,context,"Alice Lachewitz would like to know, since the residents in Hickory Hills pay taxes but Foster
",93,,,,3606,3700,True,False,False,False,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-10713-01"", ""final"": ""https://fostertownship.org/cms/assets/_core/file/mi010224.pdf"", ""original"": ""https://fostertownship.org/cms/assets/_core/file/mi010224.pdf"", ""scout_target_id"": ""BRM5-20260731-10713""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-075e32bbe768fc679890.txt,span_extraction_lane_004,cc130ac5c0da132c33755c735dc4b43eeb2f4182da527905df2299a39082ded8
BRMSPAN-20260802-845b5600ac2e8cc75ad67f2c,RMTXT-20260802-0798a5ad82e76b92b22c,RMSRD-20260802-679d3f1a12b8d2002753,RMSRD-20260802-679d3f1a12b8d2002753,BRM5C-BRM5-20260731-13660-01,Union,OH,Midwest,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,,reference_navigation_only,context,"forth in Appendix A.
Section 24.03. Probationary Period Wage Increases.
",71,,,Section 24.02 Wages. Non-probationary bargaining unit employee wages shall be as set,31981,32053,True,False,False,False,False,unclear,False,False,False,0.62,R001,"{""candidate_id"": ""BRM5C-BRM5-20260731-13660-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1190.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1190.pdf"", ""scout_target_id"": ""BRM5-20260731-13660""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0798a5ad82e76b92b22c.txt,span_extraction_lane_003,6ad73def37ecdc6872538b7863f4e804da01c9e9c7a1a33d3c6ac5889323bd52
BRMSPAN-20260802-73ce8e859d20173fc9fba776,RMTXT-20260802-07dade99a366b11d31e3,RMSRD-20260802-6ed9efe280dbeacc3680,RMSRD-20260802-6ed9efe280dbeacc3680,BRM5C-BRM5-20260731-04263-02,Willow Creek,IL,Midwest,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,weak_or_ambiguous_compensation_signal,context,"regular monthly board meeting that establishes the compensation for your
",72,,,SPECIAL NOTICE,153,226,True,False,False,False,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-04263-02"", ""final"": ""https://willowcreektownship.org/wp-content/uploads/2024/10/2025-Compensation-Discussion.pdf"", ""original"": ""https://willowcreektownship.org/wp-content/uploads/2024/10/2025-Compensation-Discussion.pdf"", ""scout_target_id"": ""BRM5-20260731-04263""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-07dade99a366b11d31e3.txt,span_extraction_lane_001,89bea4a39fae1f7e552e8caf6fdc7bee0d5332b3926e6d8cdabba28999bc639d
BRMSPAN-20260802-8bdce9801214fe0eedde4632,RMTXT-20260802-084e78d168b902ce0810,RMSRD-20260802-74d7d444a0981c808719,RMSRD-20260802-74d7d444a0981c808719,BRM5C-BRM5-20260731-16030-02,Chestonia,MI,Midwest,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,weak_or_ambiguous_compensation_signal,context," Shepard to approve April 2026 treasurer report and pay Checks #5735 – 5761 as
",77,,,,1675,1754,True,False,False,True,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-16030-02"", ""final"": ""https://chestoniatownship.com/_files/ugd/e7f752_a4894ada29fd49ac9c0250fa621626c0.pdf"", ""original"": ""https://www.chestoniatownship.com/_files/ugd/e7f752_a4894ada29fd49ac9c0250fa621626c0.pdf"", ""scout_target_id"": ""BRM5-20260731-16030""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_003/RMTXT-20260802-084e78d168b902ce0810.txt,span_extraction_lane_003,fa987bd31b82364e5513fdee790e2654703ab9a674cd9f9e19b162bf4f2b6217
BRMSPAN-20260802-29d4b29621adba05e0ea5d22,RMTXT-20260802-08b59d86392dd028a32d,RMSRD-20260802-7f589bbba561945c6e22,RMSRD-20260802-7f589bbba561945c6e22,BRM5C-BRM5-20260731-04818-02,Coldsprings,MI,Midwest,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,strike_or_no_strike_constraint,weak_or_ambiguous_compensation_signal,context,"doesn’t return it, he has enough hours to pay for it out of his December paycheck.
",82,,,,3833,3916,True,False,False,True,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-04818-02"", ""final"": ""https://coldspringstownshipmi.gov/download/22186/board-meeting-minutes-04-13-2026-unapproved.pdf"", ""original"": ""https://www.coldspringstownshipmi.gov/download/22186/board-meeting-minutes-04-13-2026-unapproved.pdf"", ""scout_target_id"": ""BRM5-20260731-04818""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_004/RMTXT-20260802-08b59d86392dd028a32d.txt,span_extraction_lane_001,9d242cc6a78599c042dab0e42025cb5eabfa0db580f8d6c2a1e21e97ef2dcf25
BRMSPAN-20260802-73f33dc80542d2f00ebe77d6,RMTXT-20260802-09ae9726c63d6c6871f2,RMSRD-20260802-56098f9448957714d6d0,RMSRD-20260802-56098f9448957714d6d0,BRM5C-BRM5-20260731-12362-03,Hatton,MI,Midwest,pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,weak_or_ambiguous_compensation_signal,context,"Motion to Pay the Bills: Motion by Guiette, support Farrell to approve to pay the bills as presented.",101,,,,2997,3098,True,False,False,False,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-12362-03"", ""final"": ""https://hattontownship.com/wp-content/uploads/docs/old-minutes/twpminutes4-17-18.pdf"", ""original"": ""https://hattontownship.com/wp-content/uploads/docs/old-minutes/twpminutes4-17-18.pdf"", ""scout_target_id"": ""BRM5-20260731-12362""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_005/RMTXT-20260802-09ae9726c63d6c6871f2.txt,span_extraction_lane_001,688847c97f8e548478a2c57cb2c9eefc1bd508cbc245358854017b067fb177c8
BRMSPAN-20260802-9828aef46eddbcd3d2e2e85d,RMTXT-20260802-09d5e9ae37e3954cfc13,RMSRD-20260802-bcc7f1421fc5dad809bb,RMSRD-20260802-bcc7f1421fc5dad809bb,BRM5C-BRM5-20260731-10481-01,Kiantone,NY,Northeast,pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,weak_or_ambiguous_compensation_signal,context,"Resolution #4-2023 Salary & Wages
",33,,,,2610,2644,True,False,False,True,False,unclear,False,False,False,0.52,W001,"{""candidate_id"": ""BRM5C-BRM5-20260731-10481-01"", ""final"": ""https://municipality-management.s3.us-east-2.amazonaws.com/84/agendas/d7qxJp6w3k9kjPRg_organizational_2024_proposed_pdf.pdf"", ""original"": ""https://municipality-management.s3.us-east-2.amazonaws.com/84/agendas/d7qxJp6w3k9kjPRg_organizational_2024_proposed_pdf.pdf"", ""scout_target_id"": ""BRM5-20260731-10481""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_001/RMTXT-20260802-09d5e9ae37e3954cfc13.txt,span_extraction_lane_001,af1a296e71a1fc2baad998ec086239d4009aed2b253704628a71878958139652
BRMSPAN-20260802-b30cfee377ff0480d09ae136,RMTXT-20260802-0a095b620544785f9c16,RMSRD-20260802-c762311db5770875ff57,RMSRD-20260802-c762311db5770875ff57,BRM5C-BRM5-20260731-17681-03,Greenfield,WI,Midwest,pdf,wage_schedule,medium_priority_verification_ready,non_cba_or_unresolved_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,reference_navigation_only,context,"Table 1 following is abstracted from City Exhibit 7.

Table 1
COMPARISON OF EMPLOYEE CO-PAY FOR HEALTH INSURANCE
",111,,,,13379,13492,True,False,False,False,True,unclear,False,False,False,0.62,R001,"{""candidate_id"": ""BRM5C-BRM5-20260731-17681-03"", ""final"": ""https://werc.wi.gov/interest_awards/int30685.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/int30685.pdf"", ""scout_target_id"": ""BRM5-20260731-17681""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0a095b620544785f9c16.txt,span_extraction_lane_002,cdfff963c05dcb60f858a82e2eae33ea96fbe9609731eaaab4ccb64d16ef5ddd
BRMSPAN-20260802-7a1880f2eec80c5a1f915940,RMTXT-20260802-0a095b620544785f9c16,RMSRD-20260802-c762311db5770875ff57,RMSRD-20260802-c762311db5770875ff57,BRM5C-BRM5-20260731-17681-03,Greenfield,WI,Midwest,pdf,wage_schedule,medium_priority_verification_ready,non_cba_or_unresolved_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,reference_navigation_only,context," The following table is derived horn the Union exhibit in its brief.

Table 4
ADDITIONAL DOLLAR AMOUNTS PROFESSIONAL EMPLOYEES
WOULD HAVE RECEIVED UNDER 3% WAGE INCREASES.
",169,,,,21840,22012,True,False,True,False,False,unclear,False,False,False,0.62,R001,"{""candidate_id"": ""BRM5C-BRM5-20260731-17681-03"", ""final"": ""https://werc.wi.gov/interest_awards/int30685.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/int30685.pdf"", ""scout_target_id"": ""BRM5-20260731-17681""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0a095b620544785f9c16.txt,span_extraction_lane_002,af87f610792aa45d640b33be5095fa4cf78025c2d157c5d0b276d8e86f71c9af
