wave_id,priority_rank,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,selection_bucket,selection_reason,claim_or_source_need_connection,expected_units_to_search,verification_notes,recommended_scout_status,already_scouted_status,coverage_status_before_run,scout_purpose,anchor_cycle,known_source_cycle_exclusions,known_source_notes,known_source_urls
IL25.3-2026-07-20,11,IL,North Chicago,cog_2025_124968,124968,CITY OF NORTH CHICAGO,municipal,place,30416,1,no,Lake County [17097; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,Medium Lake County city selected for a distinct municipal employer in a federal-installation labor-market setting without substituting the federal employer.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF NORTH CHICAGO employer and Census ID 124968, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Lake County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF NORTH CHICAGO canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF NORTH CHICAGO source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,12,IL,Highland Park,cog_2025_124967,124967,CITY OF HIGHLAND PARK,municipal,place,30272,1,no,Lake County [17097; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,Medium Lake County city selected for north-shore municipal-employer and wage-setting contrast.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF HIGHLAND PARK employer and Census ID 124967, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Lake County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF HIGHLAND PARK canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF HIGHLAND PARK source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,13,IL,Batavia,cog_2025_207811,207811,CITY OF BATAVIA,municipal,place,26235,2,yes,DuPage County [17043; county; government-units-primary=no; basis=2020_place_by_county] | Kane County [17089; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Kane/DuPage city selected to extend Fox River coverage while preserving a separate municipal employer.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF BATAVIA employer and Census ID 207811, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute DuPage County/Kane County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF BATAVIA canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF BATAVIA source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,14,IL,Edwardsville,cog_2025_162513,162513,CITY OF EDWARDSVILLE,municipal,place,26698,1,no,Madison County [17119; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Madison County city and county-seat setting selected for Metro East administrative and labor-market variation.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF EDWARDSVILLE employer and Census ID 162513, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Madison County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF EDWARDSVILLE canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF EDWARDSVILLE source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,15,IL,Belvidere,cog_2025_162180,162180,CITY OF BELVIDERE,municipal,place,25297,1,no,Boone County [17007; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Boone County city selected for northwest Illinois industrial and county-seat comparison value.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF BELVIDERE employer and Census ID 162180, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Boone County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF BELVIDERE canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF BELVIDERE source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,16,IL,Kankakee,cog_2025_193197,193197,CITY OF KANKAKEE,municipal,place,23503,1,no,Kankakee County [17091; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Kankakee County city and regional center selected outside the core Chicago suburban employer tier.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF KANKAKEE employer and Census ID 193197, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Kankakee County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF KANKAKEE canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF KANKAKEE source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,17,IL,Ottawa,cog_2025_194703,194703,CITY OF OTTAWA,municipal,place,18752,1,no,LaSalle County [17099; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,LaSalle County city and regional administrative center selected for north-central Illinois diversity.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF OTTAWA employer and Census ID 194703, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute LaSalle County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF OTTAWA canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF OTTAWA source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,18,IL,Jacksonville,cog_2025_125027,125027,CITY OF JACKSONVILLE,municipal,place,17237,1,no,Morgan County [17137; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Morgan County city selected for a smaller west-central regional-center and municipal-employer comparison.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF JACKSONVILLE employer and Census ID 125027, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Morgan County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF JACKSONVILLE canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF JACKSONVILLE source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,19,IL,Marion,cog_2025_194698,194698,CITY OF MARION,municipal,place,16852,1,no,Williamson County [17199; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,Williamson County city selected to add southern Illinois coverage and geographic contrast.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF MARION employer and Census ID 194698, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Williamson County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF MARION canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF MARION source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,20,IL,East Peoria,cog_2025_125069,125069,CITY OF EAST PEORIA,municipal,place,22012,1,no,Tazewell County [17179; county; government-units-primary=yes; basis=2020_place_by_county],continuity_with_il25_candidate,Independent Tazewell County city selected alongside IL25 Peoria without transferring any source or verification status.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF EAST PEORIA employer and Census ID 125069, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Tazewell County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF EAST PEORIA canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF EAST PEORIA source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
IL25.3-2026-07-20,21,IL,East Moline,cog_2025_125046,125046,CITY OF EAST MOLINE,municipal,place,20806,1,no,Rock Island County [17161; county; government-units-primary=yes; basis=2020_place_by_county],continuity_with_il25_candidate,Independent Rock Island County city selected to extend the IL25 Moline and IL25.2 Rock Island comparison.,Illinois third-wave matched-cycle discovery for police/fire versus ordinary municipal civilian wage-setting material; extend employer-scale and geographic variation after IL25 and IL25.2.,police CBA; fire CBA; one ordinary general-municipal non-safety CBA; public arbitration/factfinding/impasse or wage-setting mechanism material,"Later verification must confirm exact CITY OF EAST MOLINE employer and Census ID 125046, official/union provenance, visible 2014-2024 operative dates, paid-unit identity, and mutual cycle overlap. Do not substitute Rock Island County, school districts, transit agencies, housing authorities, park districts, town/township governments, fire/water/other special districts, regional bodies, universities, federal installations, or private providers. Allow an empty candidate list if no qualifying city-unit source is found.",ready_for_scout,no,not_scouted,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; label non-overlap or unclear evidence.,None recorded: no CITY OF EAST MOLINE canonical contract or national queue candidate as of 2026-07-20.,No canonical or queued CITY OF EAST MOLINE source/cycle is known locally; this is unverified scout-stage matched-set discovery only.,
