wave_id,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,priority_rank,selection_bucket,selection_reason,claim_or_source_need_connection,expected_units_to_search,verification_notes,recommended_scout_status,already_scouted_status,coverage_status_before_run,worker_id,parallel_stage,scout_purpose,anchor_cycle,known_source_cycle_exclusions,known_source_notes,known_source_urls
PARALLEL-STAGE1-W01-CA25.2-2026-07-21,CA,Hayward,cog_2025_161123,161123,CITY OF HAYWARD,municipal,place,155675,1,no,Alameda County [06001; county; government-units-primary=yes; basis=2020_place_by_county],11,mid_city_comparison_candidate,"East Bay city selected as a medium-scale comparison distinct from covered Oakland, Fremont, and Berkeley.","Stage 1 parallel national discovery in CA: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF HAYWARD (Census government ID 161123). Exclude Alameda County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_01,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF HAYWARD as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W01-CA25.2-2026-07-21,CA,Sunnyvale,cog_2025_161281,161281,CITY OF SUNNYVALE,municipal,place,151967,1,no,Santa Clara County [06085; county; government-units-primary=yes; basis=2020_place_by_county],12,mid_city_comparison_candidate,Santa Clara County city selected for a high-wage regional municipal-employer contrast.,"Stage 1 parallel national discovery in CA: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF SUNNYVALE (Census government ID 161281). Exclude Santa Clara County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_01,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF SUNNYVALE as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W01-CA25.2-2026-07-21,CA,Escondido,cog_2025_161255,161255,CITY OF ESCONDIDO,municipal,place,148122,1,no,San Diego County [06073; county; government-units-primary=yes; basis=2020_place_by_county],13,mid_city_comparison_candidate,Inland San Diego County city selected to balance coastal and inland southern California employers.,"Stage 1 parallel national discovery in CA: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF ESCONDIDO (Census government ID 161255). Exclude San Diego County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_01,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF ESCONDIDO as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W01-CA25.2-2026-07-21,CA,Pomona,cog_2025_161179,161179,CITY OF POMONA,municipal,place,145502,1,no,Los Angeles County [06037; county; government-units-primary=yes; basis=2020_place_by_county],14,mid_city_comparison_candidate,Eastern Los Angeles County city selected for an independent city-employer and inland regional contrast.,"Stage 1 parallel national discovery in CA: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF POMONA (Census government ID 161179). Exclude Los Angeles County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_01,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF POMONA as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W01-CA25.2-2026-07-21,CA,Fullerton,cog_2025_161218,161218,CITY OF FULLERTON,municipal,place,139250,1,no,Orange County [06059; county; government-units-primary=yes; basis=2020_place_by_county],15,mid_city_comparison_candidate,North Orange County city selected for a medium-scale municipal police/fire/civilian discovery target.,"Stage 1 parallel national discovery in CA: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF FULLERTON (Census government ID 161218). Exclude Orange County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_01,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF FULLERTON as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W01-CA25.2-2026-07-21,CA,Torrance,cog_2025_207583,207583,CITY OF TORRANCE,municipal,place,139224,1,no,Los Angeles County [06037; county; government-units-primary=yes; basis=2020_place_by_county],16,mid_city_comparison_candidate,South Bay city selected for an industrial/coastal municipal labor-market contrast.,"Stage 1 parallel national discovery in CA: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF TORRANCE (Census government ID 207583). Exclude Los Angeles County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_01,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF TORRANCE as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W01-CA25.2-2026-07-21,CA,Pasadena,cog_2025_207582,207582,CITY OF PASADENA,municipal,place,133560,1,no,Los Angeles County [06037; county; government-units-primary=yes; basis=2020_place_by_county],17,mid_city_comparison_candidate,Independent Los Angeles County city selected for an established municipal-employer comparison.,"Stage 1 parallel national discovery in CA: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF PASADENA (Census government ID 207582). Exclude Los Angeles County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_01,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF PASADENA as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W01-CA25.2-2026-07-21,CA,Santa Clara,cog_2025_161280,161280,CITY OF SANTA CLARA,municipal,place,131062,1,no,Santa Clara County [06085; county; government-units-primary=yes; basis=2020_place_by_county],18,mid_city_comparison_candidate,Santa Clara County city selected for an exact city-employer contrast with San Jose and Sunnyvale.,"Stage 1 parallel national discovery in CA: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF SANTA CLARA (Census government ID 161280). Exclude Santa Clara County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_01,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF SANTA CLARA as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W01-CA25.2-2026-07-21,CA,Clovis,cog_2025_203966,203966,CITY OF CLOVIS,municipal,place,125826,1,no,Fresno County [06019; county; government-units-primary=yes; basis=2020_place_by_county],19,regional_diversity_candidate,Central Valley city selected as a comparison to covered Fresno while keeping the employer municipal.,"Stage 1 parallel national discovery in CA: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF CLOVIS (Census government ID 203966). Exclude Fresno County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_01,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF CLOVIS as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W01-CA25.2-2026-07-21,CA,Concord,cog_2025_161132,161132,CITY OF CONCORD,municipal,place,122315,1,no,Contra Costa County [06013; county; government-units-primary=yes; basis=2020_place_by_county],20,regional_diversity_candidate,Contra Costa County city selected for an inland East Bay municipal-employer contrast.,"Stage 1 parallel national discovery in CA: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF CONCORD (Census government ID 161132). Exclude Contra Costa County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_01,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF CONCORD as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W01-CA25.2-2026-07-21,CA,Fairfield,cog_2025_100750,100750,CITY OF FAIRFIELD,municipal,place,120768,1,no,Solano County [06095; county; government-units-primary=yes; basis=2020_place_by_county],21,regional_diversity_candidate,Solano County regional center selected for geographic and fiscal-environment diversity.,"Stage 1 parallel national discovery in CA: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF FAIRFIELD (Census government ID 100750). Exclude Solano County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_01,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF FAIRFIELD as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W01-CA25.2-2026-07-21,CA,Richmond,cog_2025_161135,161135,CITY OF RICHMOND,municipal,place,114106,1,no,Contra Costa County [06013; county; government-units-primary=yes; basis=2020_place_by_county],22,regional_diversity_candidate,Contra Costa waterfront/industrial city selected for labor-market and fiscal-mechanism diversity.,"Stage 1 parallel national discovery in CA: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF RICHMOND (Census government ID 161135). Exclude Contra Costa County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_01,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF RICHMOND as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W01-CA25.2-2026-07-21,CA,San Luis Obispo,cog_2025_161261,161261,CITY OF SAN LUIS OBISPO,municipal,place,49244,1,no,San Luis Obispo County [06079; county; government-units-primary=yes; basis=2020_place_by_county],23,regional_diversity_candidate,Central Coast county-seat city selected for geographic and administrative diversity while excluding county and university employers.,"Stage 1 parallel national discovery in CA: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF SAN LUIS OBISPO (Census government ID 161261). Exclude San Luis Obispo County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_01,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF SAN LUIS OBISPO as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W01-CA25.2-2026-07-21,CA,Davis,cog_2025_161303,161303,CITY OF DAVIS,municipal,place,65832,1,no,Yolo County [06113; county; government-units-primary=yes; basis=2020_place_by_county],24,clean_municipal_employer_candidate,Smaller Yolo County city selected for a clean municipal identity and university-employer exclusion test.,"Stage 1 parallel national discovery in CA: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF DAVIS (Census government ID 161303). Exclude Yolo County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_01,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF DAVIS as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
PARALLEL-STAGE1-W01-CA25.2-2026-07-21,CA,Eureka,cog_2025_161150,161150,CITY OF EUREKA,municipal,place,25734,1,no,Humboldt County [06023; county; government-units-primary=yes; basis=2020_place_by_county],25,clean_municipal_employer_candidate,Far-northern Humboldt County city selected to prevent Stage 1 from concentrating only on major coastal metros.,"Stage 1 parallel national discovery in CA: seek a within-municipality, mutually overlapping 2014-2024 safety/ordinary-civilian source set and preserve mechanism leads without treating scout metadata as evidence.","municipal police CBA; municipal fire CBA only when the exact target city/town/borough is the employer; one ordinary general-municipal non-safety CBA such as clerical, public works, library, sanitation, or citywide civilian; public arbitration, factfinding, impasse, or other binding wage-setting material","Scout-stage only. Target exactly CITY OF EUREKA (Census government ID 161150). Exclude Humboldt County, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, fire/water/utility or other special districts, regional bodies, universities, state/federal employers, and private providers. If fire or police service is supplied by another employer, do not attribute that unit to the municipality; an exact municipal safety unit plus an ordinary municipal civilian unit can still be useful. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, dates, wages, duplicates, access, and mutual cycle overlap.",locked_for_stage1_worker,no,not_scouted,parallel_worker_01,stage_1_two_parallel_25,matched_comparison_repair,No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 municipal safety and ordinary-non-safety cycles; label non-overlap or unclear year evidence instead of inferring dates.,None recorded: no current national queue row or successful scout coverage for CITY OF EUREKA as of the locked 2026-07-21 pre-run snapshot.,No source URL was opened during selection. Duplicate checks remain required against returned rows and the coordinator's pre-merge national queue.,
