municipality,state,municipality_id,unit_type,document_title,union_name,employer,contract_years,source_url,source_owner_type,document_type,document_completeness,comparator_role,wrong_employer_risk,context_only_flag,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,why_relevant,confidence,candidate_stage,needs_verification_reason,scout_stage_status,verification_priority,verification_notes
Wheaton,IL,cog_2025_124909,police,2017 - 2020 MAP Local 450 Collective Bargaining Agreement - Signed by Both Parties,"Metropolitan Alliance of Police (MAP), Chapter #450","City of Wheaton, Illinois","May 1, 2017 to April 30, 2020",https://wheaton.il.us/DocumentCenter/View/5094,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Visible contract duration on document cover/title: May 1, 2017 to April 30, 2020. Includes a 'RESOLUTION OF IMPASSE' clause (mechanism context) as part of a police CBA.","Police CBA spanning 2017-2020, providing a directly successive police cycle in the 2014-2024 range and containing impasse/arbitration mechanism terms.",medium,qualifying_candidate,Scout lead: later verification required for exact City of Wheaton employer/personnel scope and that it matches the intended Wheaton police bargaining unit for Census government ID 124909.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Wheaton,IL,cog_2025_124909,fire,2015 - 2018 IAFF Collective Bargaining Agreement,Wheaton Firefighters Union - IAFF Local 3706,"City of Wheaton, Illinois","May 1, 2015 to April 30, 2018",https://wheaton.il.us/DocumentCenter/View/354/2015---2018-IAFF-Collective-Bargaining-Agreement-PDF,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Visible contract duration on document cover/title: May 1, 2015 to April 30, 2018. Fire CBA that should also be inspected for public impasse/factfinding/wage-setting mechanism references (may be present within IPLRA/arbitration steps).","Fire CBA with visible 2015-2018 term, aligned to fire-side cycle coverage in the 2014-2024 window.",medium,qualifying_candidate,Scout lead: later verify this is the Wheaton fire bargaining unit tied to the target city unit (Census ID 124909) and confirm the agreement contains operative wage-setting provisions.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Wheaton,IL,cog_2025_124909,fire,2018-2021 IAFF Collective Bargaining Agreement,Wheaton Firefighters Union - IAFF Local 3706,"City of Wheaton, Illinois","May 1, 2018 to April 30, 2021",https://www.wheaton.il.us/DocumentCenter/View/12374/2018-2021-IAFF-Collective-Bargaining-Agreement-PDF,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Visible contract duration on document cover/title: May 1, 2018 to April 30, 2021. Contains references to interest arbitration/wage-setting mechanism (e.g., sections referencing Interest Arbitration and procedures) within the CBA text.",Fire CBA spanning 2018-2021 with explicit mechanism references (interest arbitration) relevant to the requested impasse/wage-setting pathway material.,medium,qualifying_candidate,Scout lead: later confirm the bargaining unit scope and that any interest-arbitration/wage-setting mechanism language is operative and not merely procedural context.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Wheaton,IL,cog_2025_124909,non_safety,2021 - 2026 Local 150 Collective Bargaining Agreement,"International Union of Operating Engineers, Local 150","City of Wheaton, Illinois","May 1, 2021 through April 30, 2026",https://wheaton.il.us/DocumentCenter/View/15842/2021---2026-Local-150-Collective-Bargaining-Agreement-PDF,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"Visible contract duration on document cover/title: May 1, 2021 through April 30, 2026. Included because it is the city’s non-safety/Public Works bargaining unit (Local 150) and provides an ordinary wage-setting comparator cycle overlapping the 2014-2024 period (partially overlapping). Later confirm it is not safety-related and that the unit is indeed non-safety municipal employees.",Provides a non-safety municipal CBA comparator for Wheaton (Public Works/Local 150) with visible operative dates and wage-setting language.,medium,qualifying_candidate,Scout lead: later verify that the bargaining unit is classified as ordinary/non-safety per the intended research rules and that the agreement’s wage-setting provisions are clearly operative.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Oak Park,IL,cog_2025_124892,police,Illinois FOP Labor Council - Patrol Officers Collective Bargaining Agreement (CBA),Illinois FOP Labor Council LODGE #8,"Village of Oak Park, IL",1.1.2024-12.31.2026,https://www.oak-park.us/files/assets/oakpark/v/1/human-resources/collective-bargaining-agreements/fop-police-officers-cba-1.1.24-12.31.26.pdf,city,cba,blocked_or_unreadable,safety_target,possible,no,model_inference_only,no_anchor_supplied,none,yes,"Document URL/filename suggests operative term 1/1/2024-12/31/2026, but the document content was blocked (403) so operative text/cover-year confirmation is not available.",Police bargaining document potentially overlapping the requested 2014-2024 police cycle window at least via a 2024 start date (exact overlap with an anchor-cycle is unconfirmed due to missing anchor cycle and lack of document text inspection).,low,qualifying_candidate,"403 Forbidden prevented inspection/confirmation of: (1) employer name as executed on cover/signature pages, (2) exact bargaining unit definition (patrol officers), (3) whether any arbitration/factfinding/impasse or wage-setting provisions are included and where.",unverified_scout_candidate,medium,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Oak Park,IL,cog_2025_124892,fire,IAFF Local 95 Agreement (Collective Bargaining Agreement),Local 95 International Association of Fire Fighters (IAFF),"Village of Oak Park, IL",1.1.2024-12.31.2027,https://www.oak-park.us/files/assets/oakpark/v/1/human-resources/collective-bargaining-agreements/local-95-agreement-2024-2027.pdf,city,cba,blocked_or_unreadable,safety_target,possible,no,model_inference_only,no_anchor_supplied,none,yes,"Operative term appears to be 1/1/2024-12/31/2027 from filename/landing snippet, but full document inspection failed due to access restrictions (403) and no verified cover/title text was captured.",Fire CBA likely intersecting the requested 2014-2024 time range at least through its 2024 effective period (exact overlap with an anchor-cycle is unconfirmed).,low,qualifying_candidate,"403 Forbidden prevented confirming: (1) Village of Oak Park employer identity, (2) fire bargaining unit definition (firefighters/lieutenants, etc.), (3) specific wage-setting/arbitration/factfinding/impasse mechanism language and whether it is in-scope for the matched-comparison repair target.",unverified_scout_candidate,medium,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Oak Park,IL,cog_2025_124892,non_safety,SEIU Local 73 Collective Bargaining Agreement (Non-Public Safety Employees),SEIU Local 73,"Village of Oak Park, IL",1.1.2022-12.31.2024,https://www.oak-park.us/files/assets/oakpark/v/1/human-resources/collective-bargaining-agreements/seiu-local-73-cba-2022.01.01-thru-2024.12.31.pdf,city,cba,blocked_or_unreadable,ordinary_non_safety_comparator,possible,no,model_inference_only,no_anchor_supplied,none,yes,"URL/filename indicates 2022-01-01 through 2024-12-31, but the document text could not be extracted in the scouting capture, so cover/title operative term and specific unit classification (ordinary general-municipal non-safety) remain unconfirmed.","Provides a potential non-safety general municipal comparator cycle overlapping the 2014-2024 window (through 2022-2024 term), subject to confirmed unit scope and operative wage-setting mechanics.",low,qualifying_candidate,PDF text extraction did not succeed during scouting; must verify that this is an ordinary municipal/civilian bargaining unit (not water & sewer-specific or another special unit) and extract any arbitration/factfinding/impasse or wage-setting mechanism language if needed for the repair.,unverified_scout_candidate,medium,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Hoffman Estates,IL,cog_2025_162277,police,MAP 96 (Police Officer) Collective Bargaining Agreement,"Metropolitan Alliance of Police, Chapter #96 (MAP 96)","Village of Hoffman Estates, Illinois","January 1, 2013 - December 31, 2015",https://www.lris.com/wp-content/uploads/contracts/hoffmanestates_il_police.pdf,third_party,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"No anchor cycle was supplied. Operative term shown on the document title page includes 2014-2015, which overlaps the 2014-2024 scan window (at least partially).","Direct police CBA source containing wage-setting terms (e.g., salary/wage schedule) for a Hoffman Estates police bargaining unit.",medium,qualifying_candidate,Must verify that the document is for Hoffman Estates municipal employer (Village) and that this is the correct MAP 96 police unit associated with Census employer ID 162277; also verify union/paid-unit identity and confirm actual CBA term used for the relevant 2014-2024 cycle comparison.,unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Hoffman Estates,IL,cog_2025_162277,fire,Collective Bargaining Labor Agreement (Local #2061) Between Local 2061 ... and The Village of Hoffman Estates ...,"Hoffman Estates Professional Firefighters Association, Local #2061 (IAFF)","Village of Hoffman Estates, Illinois","January 1, 2024 - December 31, 2026",https://www.hoffmanestates.org/Documents/Government/Departments/Human%20Resources%20Management/Compensation%20and%20Benefits/FD-Local-2061-Collective-Bargaining-Agreement-2021-2023.pdf?t=202509191049130,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"No anchor cycle was supplied. The document title/term shown includes 2024 (January 1, 2024 - Dec 31, 2026), so it overlaps the requested 2014-2024 scan window at least in 2024. (Note: the filename includes '2021-2023', so term/appropriateness must be re-verified against the document cover/operative duration page.)",Direct fire CBA source with wage-setting terms/salary schedule for the Hoffman Estates fire bargaining unit.,medium,qualifying_candidate,"Must verify that the employer is the Village of Hoffman Estates (not a different entity referenced in the PDF), and reconcile the apparent '2021-2023' in the URL filename with the visible cover term (2024-2026). Also verify official cycle labeling and that this is the operative fire unit bargaining agreement for the relevant comparison window.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Hoffman Estates,IL,cog_2025_162277,non_safety,Public Works Local 700 Union Contract,International Brotherhood of Teamsters Local 700 (Teamsters 700),"Village of Hoffman Estates, Illinois",unclear,https://www.hoffmanestates.org/Documents/Government/Departments/Human%20Resources%20Management/Compensation%20and%20Benefits/Public-Works-Local-700-Union-Contract.pdf?t=202509191049160,city,cba,unclear,ordinary_non_safety_comparator,possible,no,index_or_snippet_only,no_anchor_supplied,none,yes,"No anchor cycle was supplied. A search snippet indicates effective periods including 'Effective January 1, 2021 through December 31, 2022' and 'through December 31, 2024' (snippet evidence only). The document text could not be reliably extracted via the PDF text tool and screenshots failed, so contract years are not confirmed from the document cover/title or explicit duration clause.","Potential non-safety wage-setting comparator for Hoffman Estates (Public Works) via Teamsters 700 CBA, but currently unverified on exact contract term and extractability.",low,insufficient_candidate,Must re-try access to confirm the PDF is reachable and inspect the cover/title and operative duration clause for exact contract years (and confirm this is a Hoffman Estates municipal/civilian bargaining unit rather than another entity/unit).,unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Downers Grove,IL,cog_2025_162295,police,Downers Grove (Police) | FOP Labor Council | S-MA-15-070 | Arbitration Award,Illinois Fraternal Order of Police (FOP) Labor Council,Village of Downers Grove,"May 1, 2015 through April 30, 2018",https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-15-070arbaward.pdf,state_labor_board,arbitration_award,full_document,safety_target,possible,no,award_period,no_anchor_supplied,none,no,"Term explicitly stated as May 1, 2015 through April 30, 2018. No anchor-cycle supplied; overlap labeling defaults to no_anchor_supplied.",Direct public arbitration/wage-setting mechanism material for Downers Grove police in an operative cycle that falls within 2014-2024.,medium,qualifying_candidate,Confirm the arbitration unit corresponds to the Village of Downers Grove Police sworn bargaining unit under Census employer ID 162295 and that the document is the intended bargaining/wage-setting mechanism for the same employer unit.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Downers Grove,IL,cog_2025_162295,police,PD Sergeants 2025-2028 | Village of Downers Grove | Sergeants Lodge 73-2 (Illinois FOP Labor Council),Illinois Fraternal Order of Police (FOP) Labor Council | Sergeants Lodge 73-2,Village of Downers Grove,2025-2028,https://cdn.downers.us/public/docs/laborContracts/PDSergeants_2025-2028.pdf,city,cba,full_document,safety_target,possible,no,cover_or_title,non_overlap_deferred,none,no,The PDF is accessible and shows the title 'PD Sergeants 2025-2028'. This cycle begins after 2014-2024 and is therefore treated as non-overlapping with any 2014-2024 anchor window. No anchor-cycle supplied; flagged as non_overlap_deferred per matched-comparison repair rules.,Publicly posted police wage-setting agreement for Downers Grove; useful as a neighboring-cycle candidate even if not overlapping 2014-2024.,medium,qualifying_candidate,"Confirm this is the intended police sworn bargaining unit for the Village of Downers Grove employer entity tied to Census government ID 162295, and confirm the precise operative term dates (e.g., May 1 start/end) align to the intended comparison frame.",unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
