worker_id,future_live_queue_id,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,priority_rank,selection_bucket,selection_reason,claim_or_source_need_connection,expected_units_to_search,verification_notes,recommended_scout_status,already_scouted_status,coverage_status_before_run
worker_1,COORD-SERIAL150-WAVE2-2026-07-22,CA,South San Francisco,cog_2025_193116,193116,CITY OF SOUTH SAN FRANCISCO,municipal,place,63123,1,no,San Mateo County [06081; county; government-units-primary=yes; basis=2020_place_by_county],41,smaller_place_employer_diversity,"Population-ranked eligible city employer (63,123; batch rank 41) for high-yield California expansion, after excluding 94 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SOUTH SAN FRANCISCO (Census government ID 193116; internal municipality ID cog_2025_193116). County context: San Mateo County [06081; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_1,COORD-SERIAL150-WAVE2-2026-07-22,CA,Laguna Niguel,cog_2025_183838,183838,CITY OF LAGUNA NIGUEL,municipal,place,62899,1,no,Orange County [06059; county; government-units-primary=yes; basis=2020_place_by_county],42,smaller_place_employer_diversity,"Population-ranked eligible city employer (62,899; batch rank 42) for high-yield California expansion, after excluding 94 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LAGUNA NIGUEL (Census government ID 183838; internal municipality ID cog_2025_183838). County context: Orange County [06059; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_1,COORD-SERIAL150-WAVE2-2026-07-22,CA,Porterville,cog_2025_161295,161295,CITY OF PORTERVILLE,municipal,place,62876,1,no,Tulare County [06107; county; government-units-primary=yes; basis=2020_place_by_county],43,smaller_place_employer_diversity,"Population-ranked eligible city employer (62,876; batch rank 43) for high-yield California expansion, after excluding 94 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PORTERVILLE (Census government ID 161295; internal municipality ID cog_2025_161295). County context: Tulare County [06107; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_1,COORD-SERIAL150-WAVE2-2026-07-22,CA,San Clemente,cog_2025_123134,123134,CITY OF SAN CLEMENTE,municipal,place,62313,1,no,Orange County [06059; county; government-units-primary=yes; basis=2020_place_by_county],44,smaller_place_employer_diversity,"Population-ranked eligible city employer (62,313; batch rank 44) for high-yield California expansion, after excluding 94 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SAN CLEMENTE (Census government ID 123134; internal municipality ID cog_2025_123134). County context: Orange County [06059; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_1,COORD-SERIAL150-WAVE2-2026-07-22,CA,Santa Cruz,cog_2025_183849,183849,CITY OF SANTA CRUZ,municipal,place,61501,1,no,Santa Cruz County [06087; county; government-units-primary=yes; basis=2020_place_by_county],45,smaller_place_employer_diversity,"Population-ranked eligible city employer (61,501; batch rank 45) for high-yield California expansion, after excluding 94 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SANTA CRUZ (Census government ID 183849; internal municipality ID cog_2025_183849). County context: Santa Cruz County [06087; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_1,COORD-SERIAL150-WAVE2-2026-07-22,CA,Woodland,cog_2025_123167,123167,CITY OF WOODLAND,municipal,place,61123,1,no,Yolo County [06113; county; government-units-primary=yes; basis=2020_place_by_county],46,smaller_place_employer_diversity,"Population-ranked eligible city employer (61,123; batch rank 46) for high-yield California expansion, after excluding 94 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WOODLAND (Census government ID 123167; internal municipality ID cog_2025_123167). County context: Yolo County [06113; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_1,COORD-SERIAL150-WAVE2-2026-07-22,CA,La Habra,cog_2025_161219,161219,CITY OF LA HABRA,municipal,place,60991,1,no,Orange County [06059; county; government-units-primary=yes; basis=2020_place_by_county],47,smaller_place_employer_diversity,"Population-ranked eligible city employer (60,991; batch rank 47) for high-yield California expansion, after excluding 94 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LA HABRA (Census government ID 161219; internal municipality ID cog_2025_161219). County context: Orange County [06059; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_1,COORD-SERIAL150-WAVE2-2026-07-22,CA,Encinitas,cog_2025_183843,183843,CITY OF ENCINITAS,municipal,place,60841,1,no,San Diego County [06073; county; government-units-primary=yes; basis=2020_place_by_county],48,smaller_place_employer_diversity,"Population-ranked eligible city employer (60,841; batch rank 48) for high-yield California expansion, after excluding 94 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ENCINITAS (Census government ID 183843; internal municipality ID cog_2025_183843). County context: San Diego County [06073; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_1,COORD-SERIAL150-WAVE2-2026-07-22,CA,La Mesa,cog_2025_211213,211213,CITY OF LA MESA,municipal,place,60537,1,no,San Diego County [06073; county; government-units-primary=yes; basis=2020_place_by_county],49,smaller_place_employer_diversity,"Population-ranked eligible city employer (60,537; batch rank 49) for high-yield California expansion, after excluding 94 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LA MESA (Census government ID 211213; internal municipality ID cog_2025_211213). County context: San Diego County [06073; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_1,COORD-SERIAL150-WAVE2-2026-07-22,CA,Montebello,cog_2025_161177,161177,CITY OF MONTEBELLO,municipal,place,60015,1,no,Los Angeles County [06037; county; government-units-primary=yes; basis=2020_place_by_county],50,smaller_place_employer_diversity,"Population-ranked eligible city employer (60,015; batch rank 50) for high-yield California expansion, after excluding 94 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MONTEBELLO (Census government ID 161177; internal municipality ID cog_2025_161177). County context: Los Angeles County [06037; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_2,COORD-SERIAL150-WAVE2-2026-07-22,TX,Cedar Park,cog_2025_176426,176426,CITY OF CEDAR PARK,municipal,place,77516,2,yes,Travis County [48453; county; government-units-primary=no; basis=2020_place_by_county] | Williamson County [48491; county; government-units-primary=yes; basis=2020_place_by_county],1,largest_remaining_place_employer,"Population-ranked eligible city employer (77,516; batch rank 1) for Texas institutional and municipal-employer contrast, after excluding 53 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles; if no ordinary non-safety CBA exists, return no qualifying CBA rather than substituting an advisory, school, county, authority, or private source","Scout-stage only. Target exactly CITY OF CEDAR PARK (Census government ID 176426; internal municipality ID cog_2025_176426). County context: Travis County [48453; county; government-units-primary=no; basis=2020_place_by_county] | Williamson County [48491; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_2,COORD-SERIAL150-WAVE2-2026-07-22,TX,Missouri City,cog_2025_176130,176130,CITY OF MISSOURI CITY,municipal,place,76773,2,yes,Fort Bend County [48157; county; government-units-primary=yes; basis=2020_place_by_county] | Harris County [48201; county; government-units-primary=no; basis=2020_place_by_county],2,largest_remaining_place_employer,"Population-ranked eligible city employer (76,773; batch rank 2) for Texas institutional and municipal-employer contrast, after excluding 53 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles; if no ordinary non-safety CBA exists, return no qualifying CBA rather than substituting an advisory, school, county, authority, or private source","Scout-stage only. Target exactly CITY OF MISSOURI CITY (Census government ID 176130; internal municipality ID cog_2025_176130). County context: Fort Bend County [48157; county; government-units-primary=yes; basis=2020_place_by_county] | Harris County [48201; county; government-units-primary=no; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_2,COORD-SERIAL150-WAVE2-2026-07-22,TX,San Marcos,cog_2025_176186,176186,CITY OF SAN MARCOS,municipal,place,71569,3,yes,Caldwell County [48055; county; government-units-primary=no; basis=2020_place_by_county] | Guadalupe County [48187; county; government-units-primary=no; basis=2020_place_by_county] | Hays County [48209; county; government-units-primary=yes; basis=2020_place_by_county],3,largest_remaining_place_employer,"Population-ranked eligible city employer (71,569; batch rank 3) for Texas institutional and municipal-employer contrast, after excluding 53 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles; if no ordinary non-safety CBA exists, return no qualifying CBA rather than substituting an advisory, school, county, authority, or private source","Scout-stage only. Target exactly CITY OF SAN MARCOS (Census government ID 176186; internal municipality ID cog_2025_176186). County context: Caldwell County [48055; county; government-units-primary=no; basis=2020_place_by_county] | Guadalupe County [48187; county; government-units-primary=no; basis=2020_place_by_county] | Hays County [48209; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_2,COORD-SERIAL150-WAVE2-2026-07-22,TX,Harlingen,cog_2025_135107,135107,CITY OF HARLINGEN,municipal,place,71510,1,no,Cameron County [48061; county; government-units-primary=yes; basis=2020_place_by_county],4,largest_remaining_place_employer,"Population-ranked eligible city employer (71,510; batch rank 4) for Texas institutional and municipal-employer contrast, after excluding 53 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles; if no ordinary non-safety CBA exists, return no qualifying CBA rather than substituting an advisory, school, county, authority, or private source","Scout-stage only. Target exactly CITY OF HARLINGEN (Census government ID 135107; internal municipality ID cog_2025_135107). County context: Cameron County [48061; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_2,COORD-SERIAL150-WAVE2-2026-07-22,TX,North Richland Hills,cog_2025_191632,191632,CITY OF NORTH RICHLAND HILLS,municipal,place,70658,1,no,Tarrant County [48439; county; government-units-primary=yes; basis=2020_place_by_county],5,largest_remaining_place_employer,"Population-ranked eligible city employer (70,658; batch rank 5) for Texas institutional and municipal-employer contrast, after excluding 53 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles; if no ordinary non-safety CBA exists, return no qualifying CBA rather than substituting an advisory, school, county, authority, or private source","Scout-stage only. Target exactly CITY OF NORTH RICHLAND HILLS (Census government ID 191632; internal municipality ID cog_2025_191632). County context: Tarrant County [48439; county; government-units-primary=yes; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
worker_2,COORD-SERIAL150-WAVE2-2026-07-22,TX,Rowlett,cog_2025_176081,176081,CITY OF ROWLETT,municipal,place,66813,2,yes,Dallas County [48113; county; government-units-primary=yes; basis=2020_place_by_county] | Rockwall County [48397; county; government-units-primary=no; basis=2020_place_by_county],6,largest_remaining_place_employer,"Population-ranked eligible city employer (66,813; batch rank 6) for Texas institutional and municipal-employer contrast, after excluding 53 successfully scout-covered municipalities, all current failure-only rows, queue/canonical overlap, and prohibited employer types.",CLM-2026-07-12-02; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-08; H1; H3; H4; H6,"municipal police; municipal fire only when the exact target municipality is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material when available; prioritize mutually overlapping 2014-2024 cycles; if no ordinary non-safety CBA exists, return no qualifying CBA rather than substituting an advisory, school, county, authority, or private source","Scout-stage only. Target exactly CITY OF ROWLETT (Census government ID 176081; internal municipality ID cog_2025_176081). County context: Dallas County [48113; county; government-units-primary=yes; basis=2020_place_by_county] | Rockwall County [48397; county; government-units-primary=no; basis=2020_place_by_county]. Exclude counties, school districts, transit agencies, port/airport authorities, housing authorities, park districts, township governments, industrial districts, fire/water/utility and other special districts, regional bodies, universities, state/federal employers, and private providers. If safety service is supplied by another employer, do not attribute that unit to the municipality. A safety agreement cannot satisfy the non-safety request. Do not make or recommend a public-records request. Allow an empty candidate list. Apply exact employer, unit, cycle, and duplicate controls; do not invent or repeat a known source. No source URL was opened during selection. Later verification—not this scout—must confirm employer, unit, provenance, execution/completeness, visible 2014-2024 dates, wage content, duplicates, access, and mutual cycle overlap.",locked_for_wave2_worker_prep_dry_run_only,no,not_scouted
