tier1_rank,source_top_target_rank,post_tiering_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_positive_flag,candidate_row_count,already_canonical_flag,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
181,187,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,31,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_172545,172545,OH,Kettering,CITY OF KETTERING,municipal,place,56876,2,yes,Montgomery County (39113; primary); Greene County (39057),74.885,Tier 1,low,24.091,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 97.6; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF KETTERING"" OH official website","""CITY OF KETTERING"" OH collective bargaining agreement","""CITY OF KETTERING"" OH police union contract","""CITY OF KETTERING"" OH fire union contract","""CITY OF KETTERING"" OH salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF KETTERING (Census government ID 172545; locked municipality ID cog_2025_172545). County context: Montgomery County (39113; primary); Greene County (39057). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
182,188,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,32,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_175828,175828,TN,Kingsport,CITY OF KINGSPORT,municipal,place,56704,2,yes,Sullivan County (47163; primary); Hawkins County (47073),74.881,Tier 1,low,24.087,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 97.6; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF KINGSPORT"" TN official website","""CITY OF KINGSPORT"" TN collective bargaining agreement","""CITY OF KINGSPORT"" TN police union contract","""CITY OF KINGSPORT"" TN fire union contract","""CITY OF KINGSPORT"" TN salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF KINGSPORT (Census government ID 175828; locked municipality ID cog_2025_175828). County context: Sullivan County (47163; primary); Hawkins County (47073). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
183,189,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,33,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_170001,170001,NH,Manchester,CITY OF MANCHESTER,municipal,place,115474,1,no,Hillsborough County (33011; primary),74.873,Tier 1,low,25.079,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.2; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF MANCHESTER"" NH official website","""CITY OF MANCHESTER"" NH collective bargaining agreement","""CITY OF MANCHESTER"" NH police union contract","""CITY OF MANCHESTER"" NH fire union contract","""CITY OF MANCHESTER"" NH salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MANCHESTER (Census government ID 170001; locked municipality ID cog_2025_170001). County context: Hillsborough County (33011; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
184,190,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,34,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_163681,163681,IN,Evansville,CITY OF EVANSVILLE,municipal,place,115332,1,no,Vanderburgh County (18163; primary),74.871,Tier 1,low,25.077,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.2; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF EVANSVILLE"" IN official website","""CITY OF EVANSVILLE"" IN collective bargaining agreement","""CITY OF EVANSVILLE"" IN police union contract","""CITY OF EVANSVILLE"" IN fire union contract","""CITY OF EVANSVILLE"" IN salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF EVANSVILLE (Census government ID 163681; locked municipality ID cog_2025_163681). County context: Vanderburgh County (18163; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
185,191,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,35,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_101696,101696,CT,Waterbury,CITY OF WATERBURY,municipal,place,114990,1,no,Naugatuck Valley Planning Region (09140; primary),74.868,Tier 1,low,25.073,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.2; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF WATERBURY"" CT official website","""CITY OF WATERBURY"" CT collective bargaining agreement","""CITY OF WATERBURY"" CT police union contract","""CITY OF WATERBURY"" CT fire union contract","""CITY OF WATERBURY"" CT salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WATERBURY (Census government ID 101696; locked municipality ID cog_2025_101696). County context: Naugatuck Valley Planning Region (09140; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
186,192,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,36,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_114311,114311,UT,West Jordan,CITY OF WEST JORDAN,municipal,place,114908,1,no,Salt Lake County (49035; primary),74.866,Tier 1,low,25.072,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.2; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF WEST JORDAN"" UT official website","""CITY OF WEST JORDAN"" UT collective bargaining agreement","""CITY OF WEST JORDAN"" UT police union contract","""CITY OF WEST JORDAN"" UT fire union contract","""CITY OF WEST JORDAN"" UT salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WEST JORDAN (Census government ID 114311; locked municipality ID cog_2025_114311). County context: Salt Lake County (49035; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
187,193,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,37,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_208793,208793,NM,Las Cruces,CITY OF LAS CRUCES,municipal,place,114892,1,no,Doña Ana County (35013; primary),74.866,Tier 1,low,25.072,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.2; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF LAS CRUCES"" NM official website","""CITY OF LAS CRUCES"" NM collective bargaining agreement","""CITY OF LAS CRUCES"" NM police union contract","""CITY OF LAS CRUCES"" NM fire union contract","""CITY OF LAS CRUCES"" NM salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LAS CRUCES (Census government ID 208793; locked municipality ID cog_2025_208793). County context: Doña Ana County (35013; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
188,194,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,38,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_162062,162062,ID,Nampa,CITY OF NAMPA,municipal,place,114268,1,no,Canyon County (16027; primary),74.859,Tier 1,low,25.065,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.2; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF NAMPA"" ID official website","""CITY OF NAMPA"" ID collective bargaining agreement","""CITY OF NAMPA"" ID police union contract","""CITY OF NAMPA"" ID fire union contract","""CITY OF NAMPA"" ID salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF NAMPA (Census government ID 162062; locked municipality ID cog_2025_162062). County context: Canyon County (16027; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
189,195,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,39,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_161588,161588,FL,Pompano Beach,CITY OF POMPANO BEACH,municipal,place,113619,1,no,Broward County (12011; primary),74.852,Tier 1,low,25.058,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.2; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF POMPANO BEACH"" FL official website","""CITY OF POMPANO BEACH"" FL collective bargaining agreement","""CITY OF POMPANO BEACH"" FL police union contract","""CITY OF POMPANO BEACH"" FL fire union contract","""CITY OF POMPANO BEACH"" FL salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF POMPANO BEACH (Census government ID 161588; locked municipality ID cog_2025_161588). County context: Broward County (12011; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
190,196,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,40,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_176517,176517,UT,Provo,CITY OF PROVO,municipal,place,113343,1,no,Utah County (49049; primary),74.848,Tier 1,low,25.054,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.2; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF PROVO"" UT official website","""CITY OF PROVO"" UT collective bargaining agreement","""CITY OF PROVO"" UT police union contract","""CITY OF PROVO"" UT fire union contract","""CITY OF PROVO"" UT salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PROVO (Census government ID 176517; locked municipality ID cog_2025_176517). County context: Utah County (49049; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
191,197,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,41,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_207635,207635,CO,Greeley,CITY OF GREELEY,municipal,place,112609,1,no,Weld County (08123; primary),74.840,Tier 1,low,25.046,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.2; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF GREELEY"" CO official website","""CITY OF GREELEY"" CO collective bargaining agreement","""CITY OF GREELEY"" CO police union contract","""CITY OF GREELEY"" CO fire union contract","""CITY OF GREELEY"" CO salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF GREELEY (Census government ID 207635; locked municipality ID cog_2025_207635). County context: Weld County (08123; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
192,198,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,42,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_122748,122748,AZ,Goodyear,CITY OF GOODYEAR,municipal,place,111805,1,no,Maricopa County (04013; primary),74.830,Tier 1,low,25.036,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.2; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF GOODYEAR"" AZ official website","""CITY OF GOODYEAR"" AZ collective bargaining agreement","""CITY OF GOODYEAR"" AZ police union contract","""CITY OF GOODYEAR"" AZ fire union contract","""CITY OF GOODYEAR"" AZ salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF GOODYEAR (Census government ID 122748; locked municipality ID cog_2025_122748). County context: Maricopa County (04013; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
193,199,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,43,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_160723,160723,AL,Tuscaloosa,CITY OF TUSCALOOSA,municipal,place,111338,1,no,Tuscaloosa County (01125; primary),74.825,Tier 1,low,25.031,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.1; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF TUSCALOOSA"" AL official website","""CITY OF TUSCALOOSA"" AL collective bargaining agreement","""CITY OF TUSCALOOSA"" AL police union contract","""CITY OF TUSCALOOSA"" AL fire union contract","""CITY OF TUSCALOOSA"" AL salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF TUSCALOOSA (Census government ID 160723; locked municipality ID cog_2025_160723). County context: Tuscaloosa County (01125; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
194,200,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,44,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_176873,176873,WA,Everett,CITY OF EVERETT,municipal,place,111180,1,no,Snohomish County (53061; primary),74.823,Tier 1,low,25.029,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.1; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF EVERETT"" WA official website","""CITY OF EVERETT"" WA collective bargaining agreement","""CITY OF EVERETT"" WA police union contract","""CITY OF EVERETT"" WA fire union contract","""CITY OF EVERETT"" WA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF EVERETT (Census government ID 176873; locked municipality ID cog_2025_176873). County context: Snohomish County (53061; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
195,201,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,45,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_194654,194654,CO,Pueblo,CITY OF PUEBLO,municipal,place,111077,1,no,Pueblo County (08101; primary),74.821,Tier 1,low,25.027,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.1; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF PUEBLO"" CO official website","""CITY OF PUEBLO"" CO collective bargaining agreement","""CITY OF PUEBLO"" CO police union contract","""CITY OF PUEBLO"" CO fire union contract","""CITY OF PUEBLO"" CO salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PUEBLO (Census government ID 194654; locked municipality ID cog_2025_194654). County context: Pueblo County (08101; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
196,202,TIER1-WAVE2-POST-STABILITY-2026-07-22,tier1_wave2_worker_1,46,COORD-TIER1-WAVE2-SERIAL150-2026-07-22,cog_2025_247337,247337,GA,South Fulton,CITY OF SOUTH FULTON,municipal,place,110920,1,no,Fulton County (13121; primary),74.819,Tier 1,low,25.025,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,,population percentile 99.1; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,true,"""CITY OF SOUTH FULTON"" GA official website","""CITY OF SOUTH FULTON"" GA collective bargaining agreement","""CITY OF SOUTH FULTON"" GA police union contract","""CITY OF SOUTH FULTON"" GA fire union contract","""CITY OF SOUTH FULTON"" GA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SOUTH FULTON (Census government ID 247337; locked municipality ID cog_2025_247337). County context: Fulton County (13121; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_wave2_worker_prep_dry_run_only,worker_1,CROSS_STATE_TIER1_WAVE2,151,200,rank_sliced_contiguous
