claim_id,evidence_id,contract_id,state,city,occupation_class,safety_group,attribute,attribute_label,excerpt,excerpt_location,source_grounding_status,evidence_role,reasoning_note
CLM-2026-07-12-02,codify_20260709_tx_houston_fire_2024_civil_service_or_statutory_employment_channel_0,tx_houston_fire_2024,TX,Houston,fire,safety,civil_service_or_statutory_employment_channel,Civil-service or statutory employment channel,"""Chapter 174"" means the Fire and Police Employee Relations Act, Vernon’s Texas Code Annotated, Texas Local Government Code.",,grounded,primary_support,"Texas evidence shows different statutory/institutional channels by city and occupation, while source inventory shows only Houston as a fully matched Texas triad."
CLM-2026-07-12-02,codify_20260709_tx_austin_nursehealth_2023_civil_service_or_statutory_employment_channel_0,tx_austin_nursehealth_2023,TX,Austin,nurse_health,safety_adjacent,civil_service_or_statutory_employment_channel,Civil-service or statutory employment channel,"""Chapter 142"" means Chapter 142 of the Texas Local Government Code.",,grounded,primary_support,"Texas evidence shows different statutory/institutional channels by city and occupation, while source inventory shows only Houston as a fully matched Texas triad."
CLM-2026-07-12-02,codify_20260709_tx_austin_fire_2023_interest_arbitration_or_formal_impasse_backstop_0,tx_austin_fire_2023,TX,Austin,fire,safety,interest_arbitration_or_formal_impasse_backstop,Interest arbitration / formal impasse backstop,"This Agreement shall be effective as of the date of the award in the interest arbitration proceeding that implements this Agreement...It shall remain in full force and effect until the 30th day of September, 2025.",Section 1,grounded,primary_support,"Texas evidence shows different statutory/institutional channels by city and occupation, while source inventory shows only Houston as a fully matched Texas triad."
CLM-2026-07-12-02,codify_20260710_tx_san_antonio_police_2022_civil_service_or_statutory_employment_channel_0,tx_san_antonio_police_2022,TX,San Antonio,police,safety,civil_service_or_statutory_employment_channel,Civil-service or statutory employment channel,"Section 4. Impasse Procedure. In the event the City and the Association reach an impasse in collective bargaining negotiations, as such impasse is defined in Chapter 174 of the Local Government Code, the parties shall abide by the impasse procedure set forth in City Ordinance No. 51838, which ordinance is set forth in Attachment 3 hereto and incorporated herein by reference. This agreement, and the ""contract"" referred to in the ordinance are one and the same.",Section 4,grounded,primary_support,"Texas evidence shows different statutory/institutional channels by city and occupation, while source inventory shows only Houston as a fully matched Texas triad."
CLM-2026-07-12-02,codify_20260710_tx_san_antonio_fire_2024_civil_service_or_statutory_employment_channel_0,tx_san_antonio_fire_2024,TX,San Antonio,fire,safety,civil_service_or_statutory_employment_channel,Civil-service or statutory employment channel,"Government Code Chapter 143 shall not be subject to the grievance/arbitration procedure; provided that such matters, at the employee's election, will be subject to the Civil Service Commission or grievance/arbitration procedure under a just-cause standard, if Texas Local Government Code Section 143.057 is repealed or amended to eliminate the optional appeal of",Section 1,grounded,primary_support,"Texas evidence shows different statutory/institutional channels by city and occupation, while source inventory shows only Houston as a fully matched Texas triad."
CLM-2026-07-12-02,,tx_san_antonio_non_safety_missing,TX,San Antonio,other,non_safety,matched_non_safety_source_gap,Matched non-safety source gap,,,not_applicable,gap_indicator,San Antonio contributes police and fire contracts but no confirmed in-window non-safety bargaining unit in the current corpus.
CLM-2026-07-12-02,,tx_austin_nursehealth_2023,TX,Austin,nurse_health,safety_adjacent,safety_adjacent_comparison_caveat,Safety-adjacent comparison caveat,,,not_applicable,limitation,Austin EMS/nurse_health is useful for institutional contrast but is not a general municipal non-safety comparator.
CLM-2026-07-12-03,codify_20260710_ma_franklin_police_2022_overtime_callback_holdover_mandatory_extra_work_0,ma_franklin_police_2022,MA,Franklin,police,safety,overtime_callback_holdover_mandatory_extra_work,"Overtime, callback, holdover, or mandatory extra work","All overtime will be offered to the Officers in the same rank first; subject, however to the following sections of
this Article.",Section 10.1,grounded,primary_support,"Franklin and Seekonk provide within-state, cross-occupation evidence across safety and non-safety rows."
CLM-2026-07-12-03,codify_20260710_ma_franklin_fire_2022_overtime_callback_holdover_mandatory_extra_work_0,ma_franklin_fire_2022,MA,Franklin,fire,safety,overtime_callback_holdover_mandatory_extra_work,"Overtime, callback, holdover, or mandatory extra work","A. An employee called back to work for emergency recalls, before their next regular scheduled starting
 time, shall be paid at the rate of one and one-half (1½) their normal rate for all hours worked on
 emergency recall with a minimum guarantee of four (4) hours.",Section 11.4,grounded,primary_support,"Franklin and Seekonk provide within-state, cross-occupation evidence across safety and non-safety rows."
CLM-2026-07-12-03,codify_20260710_ma_franklin_public_works_2022_classification_reclassification_or_grade_structure_0,ma_franklin_public_works_2022,MA,Franklin,public_works,non_safety,classification_reclassification_or_grade_structure,"Classification, reclassification, or wage-grade structure","APPENDIX A: SALARY SCHEDULE FISCAL YEAR 2023 Effective July 3, 2022 2.5% COLA",,grounded,primary_support,"Franklin and Seekonk provide within-state, cross-occupation evidence across safety and non-safety rows."
CLM-2026-07-12-03,codify_20260710_ma_franklin_library_2022_classification_reclassification_or_grade_structure_0,ma_franklin_library_2022,MA,Franklin,library,non_safety,classification_reclassification_or_grade_structure,"Classification, reclassification, or wage-grade structure","STEP 1 STEP 2 STEP 3 STEP 4 STEP 5
 L1 $24.16 $24.64 $25.14 $25.64 $26.15",,grounded,primary_support,"Franklin and Seekonk provide within-state, cross-occupation evidence across safety and non-safety rows."
CLM-2026-07-12-03,codify_20260710_ma_seekonk_police_2022_grievance_or_contract_interpretation_arbitration_1,ma_seekonk_police_2022,MA,Seekonk,police,safety,grievance_or_contract_interpretation_arbitration,Grievance or contract-interpretation arbitration,"PROCEDURE: Grievances shall be processed under the following procedure:

Step 1 The employee shall first present grievances and/or the union steward to the Superior
 Officer involved within twelve (12) working days of the occurrence giving rise to the
 grievance and an earnest effort shall be made to resolve the grievance in an informal
 manner. The aggrieved employee shall imme",,grounded,primary_support,"Franklin and Seekonk provide within-state, cross-occupation evidence across safety and non-safety rows."
CLM-2026-07-12-03,codify_20260710_ma_seekonk_fire_2022_union_security_or_institutional_power_0,ma_seekonk_fire_2022,MA,Seekonk,fire,safety,union_security_or_institutional_power,Union security / institutional power,"The Town hereby recognizes that the Union is the sole and exclusive representative of all full time Firefighters,
with the exception of the Chief of the Fire Department and the Deputy Chief of the Fire Department, for the
purposes of bargaining with respect to wages, hours of work and working conditions.",ARTICLE 2,grounded,primary_support,"Franklin and Seekonk provide within-state, cross-occupation evidence across safety and non-safety rows."
CLM-2026-07-12-03,codify_20260710_ma_seekonk_public_works_2023_non_safety_wage_restraint_or_admin_channel_0,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety,non_safety_wage_restraint_or_admin_channel,Non-safety wage restraint / administrative channel,"Senior Clerks will forgo the wage increase for Fiscal Year 2024 in light of their
reclassification and corresponding wage scale adjustment for said fiscal year.
All employees in this union are required to receive",Section 5,grounded,primary_support,"Franklin and Seekonk provide within-state, cross-occupation evidence across safety and non-safety rows."
CLM-2026-07-12-03,codify_20260710_ma_seekonk_teacher_2021_classification_reclassification_or_grade_structure_0,ma_seekonk_teacher_2021,MA,Seekonk,teacher,non_safety,classification_reclassification_or_grade_structure,"Classification, reclassification, or wage-grade structure",Employees on Step 10 during 2017-2018 school year will be placed on Step 12.,,grounded,primary_support,"Franklin and Seekonk provide within-state, cross-occupation evidence across safety and non-safety rows."
CLM-2026-07-12-03,,ma_uncodified_remaining,MA,multiple,multiple,mixed,uncodified_contracts,Uncodified Massachusetts contracts,,,not_applicable,limitation,"Sixteen Massachusetts contracts remain outside the codified evidence layer, so Massachusetts breadth is real but incomplete."
CLM-2026-07-12-04,codify_20260710_ma_franklin_police_2022_hazard_risk_stress_or_line_of_duty_rationale_0,ma_franklin_police_2022,MA,Franklin,police,safety,hazard_risk_stress_or_line_of_duty_rationale,"Hazard, risk, stress, or line-of-duty rationale","Hazardous Duty Pay
Members are entitled to a hazardous duty pay stipend,",Section 12.3,grounded,primary_support,"Safety wage-pressure evidence is strongest when pressure language is paired with conversion machinery such as overtime, premium pay, minimum staffing, or impasse backstops."
CLM-2026-07-12-04,codify_20260710_ma_franklin_fire_2022_hazard_risk_stress_or_line_of_duty_rationale_0,ma_franklin_fire_2022,MA,Franklin,fire,safety,hazard_risk_stress_or_line_of_duty_rationale,"Hazard, risk, stress, or line-of-duty rationale","Section 15.8: Line of Duty Death
In the event of the death of a firefighter in the line of duty, all costs incurred for the funeral and burial shall be
paid for by the Town of Franklin.",Section 14.5,grounded,primary_support,"Safety wage-pressure evidence is strongest when pressure language is paired with conversion machinery such as overtime, premium pay, minimum staffing, or impasse backstops."
CLM-2026-07-12-04,codify_20260710_ma_seekonk_fire_2022_minimum_staffing_or_continuous_coverage_0,ma_seekonk_fire_2022,MA,Seekonk,fire,safety,minimum_staffing_or_continuous_coverage,Minimum staffing / continuous coverage,"the
Fire Chief shall, for the next proceeding quarter, maintain the minimum staffing requirements for a shift by
filling any vacancy, below the minimum, with an overtime shift.",,grounded,primary_support,"Safety wage-pressure evidence is strongest when pressure language is paired with conversion machinery such as overtime, premium pay, minimum staffing, or impasse backstops."
CLM-2026-07-12-04,codify_20260709_tx_austin_fire_2023_minimum_staffing_or_continuous_coverage_0,tx_austin_fire_2023,TX,Austin,fire,safety,minimum_staffing_or_continuous_coverage,Minimum staffing / continuous coverage,"Overtime will be paid, when necessary, to maintain staffing levels established by the Fire Department's staffing policies.",,grounded,primary_support,"Safety wage-pressure evidence is strongest when pressure language is paired with conversion machinery such as overtime, premium pay, minimum staffing, or impasse backstops."
CLM-2026-07-12-04,codify_20260710_ma_franklin_police_2022_overtime_callback_holdover_mandatory_extra_work_2,ma_franklin_police_2022,MA,Franklin,police,safety,overtime_callback_holdover_mandatory_extra_work,"Overtime, callback, holdover, or mandatory extra work","All callbacks will be for a minimum of four (4) hours. At the discretion of the Chief or their designee, officers
will be required to work all four hours of their call back shift.",Section 10.5,grounded,primary_support,"Safety wage-pressure evidence is strongest when pressure language is paired with conversion machinery such as overtime, premium pay, minimum staffing, or impasse backstops."
CLM-2026-07-12-04,codify_20260709_tx_houston_police_2024_premium_pay_differentials_0,tx_houston_police_2024,TX,Houston,police,safety,premium_pay_differentials,Premium pay / differentials,"to Assignment Pay shall take effect the first full pay period after July 1, 2022. 6. WEEKEND PREMlUM & SHIFT DIFFERENTIAL PAY A. Weekend Premium pay will continue to be paid according to the following: 1. Weekend Premium Pay will be paid to officers assigned to weekend shifts as defined herein. 2. Officers will receive an additiona! $35,00 bi-weekly for one regular weekend shift or $70.00 bi-weekly for two regular ...",ARTICLE 15,grounded,primary_support,"Safety wage-pressure evidence is strongest when pressure language is paired with conversion machinery such as overtime, premium pay, minimum staffing, or impasse backstops."
CLM-2026-07-12-04,codify_20260709_oh_columbus_fire_2023_interest_arbitration_or_formal_impasse_backstop_0,oh_columbus_fire_2023,OH,Columbus,fire,safety,interest_arbitration_or_formal_impasse_backstop,Interest arbitration / formal impasse backstop,"Upon request by the City, the parties shall jointly request from the Federal Mediation and Conciliation Service (FMCS) a list of seven (7) arbitrators and the parties shall select a single arbitrator from the list by alternate striking of names to serve as the conciliator. A coin toss shall determine",,grounded,primary_support,"Safety wage-pressure evidence is strongest when pressure language is paired with conversion machinery such as overtime, premium pay, minimum staffing, or impasse backstops."
CLM-2026-07-12-04,codify_20260710_ma_franklin_public_works_2022_classification_reclassification_or_grade_structure_0,ma_franklin_public_works_2022,MA,Franklin,public_works,non_safety,classification_reclassification_or_grade_structure,"Classification, reclassification, or wage-grade structure","APPENDIX A: SALARY SCHEDULE FISCAL YEAR 2023 Effective July 3, 2022 2.5% COLA",,grounded,counterevidence,"Non-safety units also have wage-conversion channels, especially classification and salary schedules."
CLM-2026-07-12-04,codify_20260709_tx_houston_other_2024_interest_arbitration_or_formal_impasse_backstop_0,tx_houston_other_2024,TX,Houston,other,non_safety,interest_arbitration_or_formal_impasse_backstop,Interest arbitration / formal impasse backstop,"HOPE and the City shall select a mediator through a process of mutual agreement from the Federal Mediation and Conciliation Service (FMCS). B. Should HOPE elect to proceed directly to arbitration, the City and HOPE will select an arbitrator by immediately requesting a list of seven (7) arbitrators from the FMCS and alternatively striking the names ...",,grounded,counterevidence,"Houston non-safety evidence shows impasse/arbitration-type language, so the safety pattern is not exclusive."
CLM-2026-07-12-05,codify_20260710_ma_franklin_public_works_2022_classification_reclassification_or_grade_structure_0,ma_franklin_public_works_2022,MA,Franklin,public_works,non_safety,classification_reclassification_or_grade_structure,"Classification, reclassification, or wage-grade structure","APPENDIX A: SALARY SCHEDULE FISCAL YEAR 2023 Effective July 3, 2022 2.5% COLA",,grounded,primary_support,"Non-safety evidence most often appears through salary schedules, grade structures, reclassification, or administrative wage-adjustment language."
CLM-2026-07-12-05,codify_20260710_ma_franklin_library_2022_classification_reclassification_or_grade_structure_0,ma_franklin_library_2022,MA,Franklin,library,non_safety,classification_reclassification_or_grade_structure,"Classification, reclassification, or wage-grade structure","STEP 1 STEP 2 STEP 3 STEP 4 STEP 5
 L1 $24.16 $24.64 $25.14 $25.64 $26.15",,grounded,primary_support,"Non-safety evidence most often appears through salary schedules, grade structures, reclassification, or administrative wage-adjustment language."
CLM-2026-07-12-05,codify_20260710_ma_seekonk_public_works_2023_classification_reclassification_or_grade_structure_0,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety,classification_reclassification_or_grade_structure,"Classification, reclassification, or wage-grade structure","Senior Clerks will forgo the wage increase for Fiscal Year 2024 in light of their
reclassification and corresponding wage scale adjustment for said fiscal year.",Section 5,grounded,primary_support,"Non-safety evidence most often appears through salary schedules, grade structures, reclassification, or administrative wage-adjustment language."
CLM-2026-07-12-05,codify_20260710_ma_seekonk_public_works_2023_non_safety_wage_restraint_or_admin_channel_0,ma_seekonk_public_works_2023,MA,Seekonk,public_works,non_safety,non_safety_wage_restraint_or_admin_channel,Non-safety wage restraint / administrative channel,"Senior Clerks will forgo the wage increase for Fiscal Year 2024 in light of their
reclassification and corresponding wage scale adjustment for said fiscal year.
All employees in this union are required to receive",Section 5,grounded,primary_support,"Non-safety evidence most often appears through salary schedules, grade structures, reclassification, or administrative wage-adjustment language."
CLM-2026-07-12-05,codify_20260710_ma_wayland_other_2021_classification_reclassification_or_grade_structure_0,ma_wayland_other_2021,MA,Wayland,other,non_safety,classification_reclassification_or_grade_structure,"Classification, reclassification, or wage-grade structure","Effective 1-Jul 2022: FY2023 2.5% 2.50% 2.50%
STEP 1 2 3 4 5 6 7 8 15 20
G-1 46,328 47,871 49,475 51,122 52,824 54,584 56,401 58,279 59,736 61,230
G-2 48,114 49,702 51,357 53,052 54,802 56,611 58,479 60,409 61,919 63,467
G-3 53,102 54,838 56,631 58,482 60,394 62,368 64,407 66,513 68,175 69,880
G-4 57,333 59,207 61,143 63,142 65,206 67,337 69,539 71,812 73,607 75,447
G-5 61,895 63,919 66,011 68,170 70,400 72,703 75,082 77,538 79,476 81,463
G-6 66,804 68,994 71,256 73,593 76,005 78,497 81,071 83,729 85,822 87,967
G-7 73,015 75,406 77,876 80,427 83,061 85,782 88,591 91,493 93,780 96,125
G-
7A 75,946 78,447 81,030 83,698 86,454 89,300 92,240 95,277 97,659 100,101
G-7B 76,277 78,776 81,357 84,022 86,775 89,619 92,555 95,588 97,977 100,427
G-8 79,537 82,147 84,842 87,625 90,500 93,469 96,535 99,702 102,195 104,750
8A 83,128 85,853 88,667 91,574 94,576 97,677 100,879 104,186 106,791 109,460 (
G-9 86,679 89,520 92,454 95,484 98,613 101,845 105,183 108,630 111,346 114,129
G-10 94,132 97,217 100,403 103,693 107,091 110,601 114,226 117,969 120,919 123,942
G-15 56,848 59,038 61,311 63,673 66,125 68,672 71,317 74,064 75,915 77,813",,grounded,primary_support,"Non-safety evidence most often appears through salary schedules, grade structures, reclassification, or administrative wage-adjustment language."
CLM-2026-07-12-05,codify_20260709_oh_cleveland_other_2022_classification_reclassification_or_grade_structure_1,oh_cleveland_other_2022,OH,Cleveland,other,non_safety,classification_reclassification_or_grade_structure,"Classification, reclassification, or wage-grade structure",Accountant Accountant I Accountant 2 Accountant 3 Accounlant Clerk ...,,grounded,primary_support,"Non-safety evidence most often appears through salary schedules, grade structures, reclassification, or administrative wage-adjustment language."
CLM-2026-07-12-05,codify_20260709_tx_houston_other_2024_interest_arbitration_or_formal_impasse_backstop_0,tx_houston_other_2024,TX,Houston,other,non_safety,interest_arbitration_or_formal_impasse_backstop,Interest arbitration / formal impasse backstop,"HOPE and the City shall select a mediator through a process of mutual agreement from the Federal Mediation and Conciliation Service (FMCS). B. Should HOPE elect to proceed directly to arbitration, the City and HOPE will select an arbitrator by immediately requesting a list of seven (7) arbitrators from the FMCS and alternatively striking the names ...",,grounded,counterevidence,Houston non-safety impasse/arbitration evidence prevents treating classification/admin as the only non-safety channel.
CLM-2026-07-12-05,codify_20260710_oh_toledo_other_2024_classification_reclassification_or_grade_structure_0,oh_toledo_other_2024,OH,Toledo,other,non_safety,classification_reclassification_or_grade_structure,"Classification, reclassification, or wage-grade structure",,,not_applicable,limitation,"Toledo non-safety classification was not found in the curated window, showing the pattern is not universal."
CLM-2026-07-12-06,codify_20260710_tx_san_antonio_police_2022_interest_arbitration_or_formal_impasse_backstop_0,tx_san_antonio_police_2022,TX,San Antonio,police,safety,interest_arbitration_or_formal_impasse_backstop,Interest arbitration / formal impasse backstop,"Section 4. Impasse Procedure. In the event the City and the Association reach an impasse in collective bargaining negotiations, as such impasse is defined in Chapter 174 of the Local Government Code, the parties shall abide by the impasse procedure set forth in City Ordinance No. 51838, which ordinance is set forth in Attachment 3 hereto and incorporated herein by reference.",Section 4,grounded,primary_support,These rows demonstrate the core codebook distinction between new-term impasse/interest arbitration and ordinary contract-interpretation grievance arbitration.
CLM-2026-07-12-06,codify_20260710_tx_san_antonio_police_2022_grievance_or_contract_interpretation_arbitration_0,tx_san_antonio_police_2022,TX,San Antonio,police,safety,grievance_or_contract_interpretation_arbitration,Grievance or contract-interpretation arbitration,"Section 4. Arbitration. If a grievance is submitted to arbitration, within fourteen (14) calendar days, the City and the Association shall agree upon an arbitrator. The parties may mutually agree to elect to use a panel arbitrator or expedited process pursuant to the provisions in Article 28 (Disciplinary Actions). For this purpose, the parties may agree in writing to utilize one or more arbitrators for a specified period of time, provided that either party may request selection on any specific matter as follows: If the parties fail to agree upon an arbitrator, a list of seven (7) qualified neutrals shall be requested from the American Arbitration Association (AAA). Within fourteen (14) calendar days from receipt of the list, the Association and the City shall alternately strike names on the list and the remaining name shall be the arbitrator. The conduct of the hearing shall be governed by the standard rules of the American Arbitration Association. The parties, by mutual agreement, may request that the hearing be held in accordance with the Expedited Labor Arbitration Rules which are found as Attachment | to this Agreement and are incorporated herein by reference. Upon written request delivered at least seven (7) calendar days prior to the date of the hearing, a party to the proceeding shall provide to the opposing party the names and addresses of witnesses expected to be called at the hearing. In the absence of good or excusable cause, the arbitrator may exclude the testimony of a witness upon the failure of a party to disclose such a witness. The parties, in writing, may request discovery from each other concerning the grievance. Should the opposing party not agree to provide the requested information within seven (7) calendar days of the request; the request shall be deemed denied. The requesting party may then apply to the Arbitrator, who shall order such discovery as is appropriate to the nature of the case, consistent with, but not bound by, the rules of discovery in Texas civil cases. In considering the application, the Arbitrator shall consider the burden and expense of producing the information, the need of the requesting party, the amount of time available prier to the hearing, and such other matters as he/she may deem material. In no event shall discovery be requested within seven (7) calendar days prior to the hearing. The arbitrator shall not have the power to add to, amend, modify, or subtract from the provisions of this Agreement in arriving at his/her decision on the issue or issues presented and shall confine his/her decision to the interpretation of this Agreement. The arbitrator shall confine himself/herself 46 to the precise issue submitted for arbitration and shall have no authority to determine any other issues not so submitted to him/her. The decision of the arbitrator shall be final and binding upon the City and the Association.",Section 4,grounded,primary_support,These rows demonstrate the core codebook distinction between new-term impasse/interest arbitration and ordinary contract-interpretation grievance arbitration.
CLM-2026-07-12-06,codify_20260710_tx_san_antonio_police_2022_grievance_or_contract_interpretation_arbitration_1,tx_san_antonio_police_2022,TX,San Antonio,police,safety,grievance_or_contract_interpretation_arbitration,Grievance or contract-interpretation arbitration,"The arbitrator shall not have the power to add to, amend, modify, or subtract from the provisions of this Agreement in arriving at his/her decision on the issue or issues presented",,grounded,primary_support,These rows demonstrate the core codebook distinction between new-term impasse/interest arbitration and ordinary contract-interpretation grievance arbitration.
CLM-2026-07-12-06,codify_20260710_oh_toledo_police_2024_interest_arbitration_or_formal_impasse_backstop_0,oh_toledo_police_2024,OH,Toledo,police,safety,interest_arbitration_or_formal_impasse_backstop,Interest arbitration / formal impasse backstop,"If no agreement is reached, the matter shall be subject to an interest arbitration.",,grounded,primary_support,These rows demonstrate the core codebook distinction between new-term impasse/interest arbitration and ordinary contract-interpretation grievance arbitration.
CLM-2026-07-12-06,codify_20260709_tx_houston_fire_2024_grievance_or_contract_interpretation_arbitration_1,tx_houston_fire_2024,TX,Houston,fire,safety,grievance_or_contract_interpretation_arbitration,Grievance or contract-interpretation arbitration,(c) The arbitrator's authority shall be limited to the interpretation and application of the terms of this Agreement...and shall have no...authority to establish provisions of a new agreement or variations of the present Agreement...,,grounded,primary_support,These rows demonstrate the core codebook distinction between new-term impasse/interest arbitration and ordinary contract-interpretation grievance arbitration.
CLM-2026-07-12-06,codify_20260710_ma_somerville_police_spsoa_2012_interest_arbitration_or_formal_impasse_backstop_0,ma_somerville_police_spsoa_2012,MA,Somerville,police,safety,interest_arbitration_or_formal_impasse_backstop,Interest arbitration / formal impasse backstop,"Interest Arbitration process is utilized when ""there is
an exhaustion of the process of collective bargaining which
constitutes a potential threat to public welfare"". In
reaching the conclusions in the present award, the
Arbitration Panel has considered the criteria set forth in
the statute including the municipality's ability to pay,
wag",,grounded,primary_support,These rows demonstrate the core codebook distinction between new-term impasse/interest arbitration and ordinary contract-interpretation grievance arbitration.
CLM-2026-07-12-07,codify_20260710_ma_somerville_police_spsoa_2012_peer_comparator_wage_comparability_0,ma_somerville_police_spsoa_2012,MA,Somerville,police,safety,peer_comparator_wage_comparability,Peer / comparator wage comparison,"utilized by the Collins Center for Public Management at the
University of Massachusetts, when conducting a
classification and compensation study for the City’s non-
union positions. Those communities chosen in the Collins
Center classification study were Arlington, Brookline,
Cambridge, Lowell, Malden, Melrose, Newton, Quincy, and
Waltham. The parties also agreed to consider the City of
Medford as an appropriate comparable. These communi",,grounded,primary_support,Only one verified-present peer/comparator wage row exists in the durable evidence layer.
CLM-2026-07-12-07,codify_20260710_tx_san_antonio_police_2022_peer_comparator_wage_comparability_0,tx_san_antonio_police_2022,TX,San Antonio,police,safety,peer_comparator_wage_comparability,Peer / comparator wage comparison,,,not_applicable,limitation,Known false negative: audit documents genuine San Antonio comparator language even though codify returned not_found.
