municipality,state,municipality_id,unit_type,document_title,union_name,employer,contract_years,source_url,source_owner_type,document_type,document_completeness,comparator_role,wrong_employer_risk,context_only_flag,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,why_relevant,confidence,candidate_stage,needs_verification_reason,scout_stage_status,verification_priority,verification_notes
Streamwood,IL,cog_2025_102643,fire,"LABOR AGREEMENT BETWEEN THE VILLAGE OF STREAMWOOD AND INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS, LOCAL 3022 (VILLAGE OF STREAMWOOD FIRE DEPARTMENT)","International Association of Fire Fighters, Local 3022",Village of Streamwood,2016-2018,https://www.iaff.org/wp-content/uploads/Toolkits/Secondary_Employment/CaMCL/45720_Streamwood_IL_OutsideEmployment_16-18.pdf,union,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Document cover/title shows 'JANUARY 1, 2016 THROUGH DECEMBER 31, 2018'. Anchor-cycle overlap could not be evaluated because no anchor cycle was supplied.",Qualifying municipal fire CBA for Streamwood with visible operative years in the 2014-2024 range.,medium,qualifying_candidate,Scout lead only: must verify the document is for the Village of Streamwood (Census gov ID 102643) and that the bargaining unit and operative dates match the intended police/fire cycle for the matched comparison.,unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Wheeling,IL,cog_2025_162269,police,"Agreement Between the Village of Wheeling and the Metropolitan Alliance of Police Wheeling Chapter for the Period of May 1, 2023 to April 30, 2027","Metropolitan Alliance of Police, Wheeling Chapter","Village of Wheeling, IL",2023-2027,https://www.wheelingil.gov/DocumentCenter/View/1031/Police-Contract-MAP-05012023_04302027-PDF,city,cba,full_document,safety_target,none,no,cover_or_title,no_anchor_supplied,none,no,"No anchor cycle was supplied. Contract term shown as May 1, 2023 to April 30, 2027, which overlaps the requested 2014-2024 window only for 2023-2024.",Police CBA with operative term and a grievance/arbitration structure; includes impasse/labor-relations reference language relevant to public labor dispute mechanisms (impasse resolution procedure via ISLRB rules referenced).,medium,qualifying_candidate,Scout-stage lead: must verify this document is for the VILLAGE OF WHEELING (Census government ID 162269) and that the bargaining unit matches the intended police unit definition; also verify mutual overlap with the eventual anchor cycle used for repair.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Wheeling,IL,cog_2025_162269,fire,"Agreement Between the Village of Wheeling and the Wheeling Firefighters Association (IAFF Local 3079) for the Period May 1, 2023 to April 30, 2027",Wheeling Firefighters Association (IAFF Local 3079),"Village of Wheeling, IL",2023-2027,https://www.wheelingil.gov/DocumentCenter/View/4275/IAFF-Local-3079-CBA-05012023_04302027_signed-PDF?bidId=,city,cba,partial_document,safety_target,possible,no,other_operative_text,no_anchor_supplied,none,yes,"No anchor cycle was supplied. Snippet/title indicates May 1, 2023 through April 30, 2027, overlapping 2014-2024 only for 2023-2024. Full inspection could not be completed due to retrieval limits; document may still contain required wage-setting/arbitration/factfinding language but is not fully verified in this scout stage.","Firefighter CBA for a safety unit; likely contains Illinois statutory bargaining/impasse and/or arbitration structures typical of fire CBAs, which may support the requested wage-setting mechanism comparator discovery.",low,qualifying_candidate,Scout-stage lead: verify exact document contents (including any wage-setting/impasse/factfinding mechanism material) and confirm employer identity is the VILLAGE OF WHEELING (Census government ID 162269).,unverified_scout_candidate,medium,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Wheeling,IL,cog_2025_162269,non_safety,"Agreement Between the Village of Wheeling and AFSCME Council 31, for and on behalf of Local 1344 for the Period Ending April 30, 2028",AFSCME Council 31 (for and on behalf of Local 1344),"Village of Wheeling, IL",unclear,https://www.wheelingil.gov/DocumentCenter/View/5165,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"No anchor cycle was supplied. Visible year evidence includes 'period ending April 30, 2028' and contract year definition as May 1–April 30 in operative text. Start year(s) before May 1, 2024 are not explicitly visible in title/cover snippet captured in this scout stage; therefore contract_years marked unclear (cannot safely state a full 2014-2024 cycle window). Still relevant for ordinary/non-safety wage-setting/grievance/arbitration mechanism content if contract includes salary/wage terms.","Provides a non-safety municipal CBA document hosted by the Village, potentially supplying wage/compensation terms and labor dispute/arbitration language applicable for a civilian comparator discovery pass.",medium,qualifying_candidate,Confirm the bargaining unit is truly ordinary general-municipal non-safety (not safety/special unit) and confirm employer/unit match the intended VILLAGE OF WHEELING (Census government ID 162269). Also verify exact cycle overlap with eventual anchor cycle used for repair.,unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Calumet City,IL,cog_2025_124883,police,S-MA-99-128 — Calumet City and Illinois Fraternal Order of Police Labor Council (Interest Arbitration Opinion and Award),Illinois Fraternal Order of Police Labor Council,"CITY OF CALUMET CITY (City of Calumet City, IL)",1996-1999,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-99-128.pdf,state_labor_board,arbitration_award,full_document,safety_target,possible,no,other_operative_text,non_overlap_deferred,none,no,"Document states the most recent CBA became effective May 1, 1996 and expired April 30, 1999; wage-setting mechanism pertains to that successor bargaining/arbitration record. No evidence of a visibly operative 2014-2024 police cycle on this document.",Provides an ILRB interest-arbitration wage-setting mechanism involving the CITY OF CALUMET CITY police unit (safety target).,medium,qualifying_candidate,Later verification must confirm the document is for CITY OF CALUMET CITY (not another “Calumet”/similar entity) and that it covers the Calumet City police bargaining unit matching the target employer Census government ID 124883; also verify visible unit identity and that wage provisions correspond to the requested 2014-2024 overlap window.,unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Northbrook,IL,cog_2025_194701,police,"Agreement Between Village of Northbrook and Combined Counties Police Association (May 1, 2015 through April 30, 2016)",Combined Counties Police Association,Village of Northbrook,2015-2016,https://www.northbrook.il.us/DocumentCenter/View/693/Combined-Counties-Police-Association-PDF,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Visible operative term on the agreement cover/title line: May 1, 2015 through April 30, 2016 (overlaps calendar years within 2014-2024, but no specific anchor-cycle row was provided to test overlap precisely).",Provides municipal police labor agreement document material from the target employer for a period within 2014-2024.,medium,qualifying_candidate,"Verify this CBA is for the Village of Northbrook police bargaining unit corresponding to Census government ID 194701 and confirm which ranks are covered (e.g., sergeants vs. other sworn classifications).",unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Northbrook,IL,cog_2025_194701,fire,"Northbrook Professional Fire Fighters Agreement (May 1, 2015– April 30, 2018)","Northbrook Professional Firefighters Association, Local 1894 (IAFF)",Village of Northbrook,2015-2018,https://www.northbrook.il.us/DocumentCenter/View/570,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Visible operative term on the agreement cover/title line: May 1, 2015–April 30, 2018 (falls within requested 2014-2024 window, but no anchor-cycle row was supplied to assert matched overlap).",Provides municipal fire labor agreement document material from the target employer within 2014-2024.,medium,qualifying_candidate,Verify this is the correct Northbrook (Village) employer and confirm the fire bargaining unit scope (firefighters/firefighter-paramedics/lieutenants) matches the intended unit definition.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Northbrook,IL,cog_2025_194701,non_safety,"Public Works Contract Final 2011–2015 (Collective Bargaining Agreement; Effective May 1, 2011 through April 30, 2015)","International Union of Operating Engineers, Local 150 (Public Employees Division)",Village of Northbrook,2011-2015,https://www.northbrook.il.us/DocumentCenter/View/696/Public-Works-Contract-Final-2011---2015-PDF?bidId=,city,cba,full_document,ordinary_non_safety_comparator,possible,no,other_operative_text,no_anchor_supplied,none,no,"The agreement title/label indicates Effective May 1, 2011 through April 30, 2015; this includes calendar year 2014 (requested 2014-2024 window). No anchor-cycle row was supplied to test precise overlap with an external cycle.",Provides an ordinary non-safety municipal bargaining agreement document from the target employer with operative years covering 2014.,medium,qualifying_candidate,"Confirm bargaining unit is an ordinary general-municipal non-safety unit (not a safety/fire/police unit), and confirm the covered classifications align with the request.",unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
St. Charles,IL,cog_2025_162407,police,"Agreement Between The City of St. Charles, Illinois and Metropolitan Alliance of Police St. Charles Chapter 27 (MAP Chapter 27 Officers)",Metropolitan Alliance of Police (MAP) St. Charles Chapter 27,"City of St. Charles, Illinois (Census government ID 162407)","May 1, 2024 – April 30, 2028",https://www.stcharlesil.gov/files/assets/city/v/1/images/docs/hr/cbas/mappatrolcba-final-signedwilrbstamp.pdf,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Operative contract years visible on document header/cover: May 1, 2024 – April 30, 2028.",Direct CITY OF ST CHARLES police CBA with visible 2024–2028 cycle dates; likely contains wage schedule sections and any safety-specific wage-setting/grievance wage remedies.,medium,qualifying_candidate,Scout-stage lead: must verify the city/unit maps to Census government ID 162407 and that the bargaining unit is the CITY OF ST CHARLES police unit (MAP Chapter 27 officers) as represented in the document.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
St. Charles,IL,cog_2025_162407,fire,IAFF CBA 2024–2027 (Firefighters) — City of St. Charles,IAFF (International Association of Fire Fighters) — Local (as shown on document),"City of St. Charles, Illinois (Census government ID 162407)","May 1, 2024 – April 30, 2027",https://www.stcharlesil.gov/files/assets/city/v/2/docs/hr/cbas/iaff-cba2024-2027-finalsigned.pdf,city,cba,unclear,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,yes,"Scout-stage lead: URL located from the city’s Collective Bargaining Agreements listing; earlier access attempt on an alternate IAFF link path returned (403) Forbidden, so full contents are not yet confirmed in this session.",Direct CITY OF ST CHARLES fire CBA with visible 2024–2027 cycle dates (overlaps the 2014–2024 window only at the 2024 boundary); likely includes the relevant wage schedule and economic terms.,low,qualifying_candidate,Must verify this IAFF CBA is for the CITY OF ST CHARLES fire bargaining unit under Census government ID 162407 and confirm visible 2014–2024 operative date coverage and wage-setting sections after full PDF inspection.,unverified_scout_candidate,medium,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
St. Charles,IL,cog_2025_162407,non_safety,Agreement Between The City of St. Charles and Local Union No. 330 International Brotherhood of Teamsters (Public Works / Community Development unit),International Brotherhood of Teamsters (Local Union No. 330),"City of St. Charles, Illinois (Census government ID 162407)","May 1, 2024 – April 30, 2028",https://www.stcharlesil.gov/files/assets/city/v/1/images/docs/hr/cbas/teamstersagreementfinalsignedfilestmpd-24-28.pdf,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"Operative contract years visible on document cover: May 1, 2024 – April 30, 2028. Document includes wage-related provisions and at least one arbitration mechanism for grievance disputes.",Meets the request for one non-safety municipal CBA lead for CITY OF ST CHARLES with visible 2024–2028 cycle dates; includes wage/rate provisions suitable for non-safety comparator repair matching.,medium,qualifying_candidate,Must verify the unit is ordinary general-municipal (non-safety) and that it does not belong to a safety (police/fire) bargaining unit; also verify the document’s geographic/payer linkage to the CITY OF ST CHARLES (ID 162407).,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
St. Charles,IL,cog_2025_162407,unclear,Memorandum of Agreement (MOA) — BWC/MAV technology; effective upon ratification of CBA or issuance of an Interest Arbitration Award,Metropolitan Alliance of Police (MAP) (as referenced in document),"City of St. Charles, Illinois (Census government ID 162407)",unclear (interest arbitration timing referenced; no full CBA contract-year range confirmed in this lead),https://www.stcharlesil.gov/files/assets/city/v/1/docs/hr/cbas/mappatrolcba-final-signedwilrbstamp.pdf,city,memorandum_or_settlement,partial_document,mechanism_context,possible,yes,other_operative_text,no_anchor_supplied,possible,no,"This lead is not a separate interest-arbitration award document; it is a MOA contained/packaged with the police CBA PDF. The visible excerpt indicates the MOA effective date depends on ratification of a CBA or issuance of an Interest Arbitration Award, but the document being an MOA inside the CBA PDF is not itself the wage-setting mechanism document (impasse/factfinding award not separately identified here).","Provides mechanism-context language referencing interest arbitration in the police unit context, which may help matched-comparison repairs if a separate wage-setting outcome document is found later.",low,insufficient_candidate,Must locate and verify any standalone interest arbitration award / factfinding / impasse wage-setting outcome document for CITY OF ST CHARLES police/fire; current lead only shows mechanism reference within a CBA package.,unverified_scout_candidate,low,"Retain as context/locator only unless a binding wage-setting instrument is established later. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Mundelein,IL,cog_2025_201626,fire,Mundelein Firefighters IAF 4786 Contract - 05.01.23 to 04.30.27,IAFF Local 4786,"Village of Mundelein, IL",05.01.2023–04.30.2027,https://www.mundelein.org/DocumentCenter/View/128/Mundelein-Firefighters-IAF-4786-Contract---050123-to-043027-PDF,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,Years shown in the document title (05.01.23 to 04.30.27). Overlap with any 2014-2024 anchor cycle cannot be assessed because no anchor cycle was supplied.,Direct municipal firefighting CBA source document for the Village of Mundelein; relevant to safety wage-setting comparison across cycles.,medium,qualifying_candidate,"Scout lead only: verify it is for the correct employer unit (VILLAGE OF MUNDELEIN; Census gov’t ID 201626), confirm firefighting bargaining unit membership, and confirm operative period applies to the same unit used in the 2014-2024 overlap repair matching.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Mundelein,IL,cog_2025_201626,police,Mundelein Police MAP Chapter 687 Contract 2023 to 2026,MAP Chapter 687,"Village of Mundelein, IL",2023–2026,https://www.mundelein.org/DocumentCenter/View/3635/Mundelein-Police-MAP-Chapter-687-Contract-2023-to-2026-PDF,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,Contract years shown in the document title as 2023 to 2026. Overlap with any 2014-2024 anchor cycle cannot be assessed because no anchor cycle was supplied.,Direct municipal police CBA source document for the Village of Mundelein; relevant to safety wage-setting comparison across cycles.,medium,qualifying_candidate,"Scout lead only: verify correct sworn police bargaining unit scope and that the document is executed/binding for VILLAGE OF MUNDELEIN (Census gov’t ID 201626), then confirm operative dates overlap the intended 2014-2024 comparison window.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Mundelein,IL,cog_2025_201626,non_safety,Mundelein Public Works Contract - 05.01.2023 - 04.30.2027,unclear,"Village of Mundelein, IL",05.01.2023–04.30.2027,https://www.mundelein.org/DocumentCenter/View/130/Mundelein-Public-Works-Contract---05012023---04302027-PDF,city,cba,blocked_or_unreadable,authoritative_civilian_wage_setting,possible,no,cover_or_title,no_anchor_supplied,none,yes,"The PDF could not be fetched by the browsing tool during this scout run (fetch error), so unit identity (non-safety/ordinary municipal) and wage-setting scope cannot be visually confirmed. Title suggests operative period 05.01.2023–04.30.2027.",Listed on the Village Human Resources page under 'Union & Employee Contracts' and appears to be a general municipal non-safety workforce agreement (Public Works). Could serve as the ordinary non-safety comparator if confirmed.,low,insufficient_candidate,Scout lead only: re-fetch/inspect to confirm it is an ordinary non-safety bargaining unit (not public safety) and that it contains wage-setting terms applicable to the intended non-safety comparator category.,unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
