wave_id,priority_rank,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,selection_bucket,selection_reason,claim_or_source_need_connection,expected_units_to_search,verification_notes,recommended_scout_status,already_scouted_status,coverage_status_before_run,scout_purpose,anchor_cycle,known_source_cycle_exclusions,known_source_notes,known_source_urls
IL25-2026-07-20,11,IL,Bloomington,cog_2025_124994,124994,CITY OF BLOOMINGTON,municipal,place,78587,1,no,McLean County [17113; county; government-units-primary=yes; basis=2020_place_by_county],large_city_state_anchor,"Large central-Illinois municipal employer paired geographically with Normal but retained as a separate city employer.","State-scale safety/non-safety wage-gap comparison; matched police/fire/civilian discovery.","police CBA; fire CBA; ordinary general-municipal non-safety CBA; public impasse/arbitration/factfinding material","Verify CITY OF BLOOMINGTON identity, union/official provenance, visible dates, and overlap later. Do not substitute McLean County, Illinois State University, school districts, transit, park districts, or special districts.",ready_for_scout,no,not_scouted,matched_comparison_repair,"No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles.",None recorded: no CITY OF BLOOMINGTON canonical contract or national queue candidate as of 2026-07-20.,"No canonical or queued CITY OF BLOOMINGTON source/cycle is known locally; scout-stage discovery only.",
IL25-2026-07-20,12,IL,Decatur,cog_2025_194713,194713,CITY OF DECATUR,municipal,place,68670,1,no,Macon County [17115; county; government-units-primary=yes; basis=2020_place_by_county],large_city_state_anchor,"Large central-Illinois city with a distinct industrial/administrative municipal labor-market context.","State-scale safety/non-safety wage-gap comparison; matched police/fire/civilian discovery.","police CBA; fire CBA; ordinary general-municipal non-safety CBA; public impasse/arbitration/factfinding material","Verify CITY OF DECATUR identity, union/official provenance, visible dates, and overlap later. Do not substitute Macon County, school districts, park district, transit, housing, or special districts.",ready_for_scout,no,not_scouted,matched_comparison_repair,"No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles.",None recorded: no CITY OF DECATUR canonical contract or national queue candidate as of 2026-07-20.,"No canonical or queued CITY OF DECATUR source/cycle is known locally; scout-stage discovery only.",
IL25-2026-07-20,13,IL,Evanston,cog_2025_124885,124885,CITY OF EVANSTON,municipal,place,75070,1,no,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,"Mid-sized Cook County city with an administratively distinct municipal employer and likely cross-unit comparison value.","State-scale safety/non-safety wage-gap comparison; municipal-employer contrast within the Chicago region.","police CBA; fire CBA; ordinary general-municipal non-safety CBA; public impasse/arbitration/factfinding material","Verify CITY OF EVANSTON identity, union/official provenance, visible dates, and overlap later. Do not substitute Cook County, Northwestern University, school districts, park district, transit, housing, or special districts.",ready_for_scout,no,not_scouted,matched_comparison_repair,"No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles.",None recorded: no CITY OF EVANSTON canonical contract or national queue candidate as of 2026-07-20.,"No canonical or queued CITY OF EVANSTON source/cycle is known locally; scout-stage discovery only.",
IL25-2026-07-20,14,IL,Schaumburg,cog_2025_212610,212610,VILLAGE OF SCHAUMBURG,municipal,place,75750,2,yes,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county] | DuPage County [17043; county; government-units-primary=no; basis=2020_place_by_county],mid_city_comparison_candidate,"Large incorporated village spanning Cook/DuPage, adding a municipal-village employer form to the metro sample.","State-scale safety/non-safety wage-gap comparison; municipal-employer contrast within the Chicago region.","police CBA; fire CBA; ordinary general-municipal non-safety CBA; public impasse/arbitration/factfinding material","Verify VILLAGE OF SCHAUMBURG identity, union/official provenance, visible dates, and overlap later. Do not substitute Cook/DuPage counties, school districts, park district, transit, housing, or special districts.",ready_for_scout,no,not_scouted,matched_comparison_repair,"No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles.",None recorded: no VILLAGE OF SCHAUMBURG canonical contract or national queue candidate as of 2026-07-20.,"No canonical or queued VILLAGE OF SCHAUMBURG source/cycle is known locally; scout-stage discovery only.",
IL25-2026-07-20,15,IL,Bolingbrook,cog_2025_211686,211686,VILLAGE OF BOLINGBROOK,municipal,place,74088,2,yes,DuPage County [17043; county; government-units-primary=no; basis=2020_place_by_county] | Will County [17197; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,"Large incorporated village spanning DuPage/Will, expanding suburban municipal-employer diversity.","State-scale safety/non-safety wage-gap comparison; municipal-employer contrast within the Chicago region.","police CBA; fire CBA; ordinary general-municipal non-safety CBA; public impasse/arbitration/factfinding material","Verify VILLAGE OF BOLINGBROOK identity, union/official provenance, visible dates, and overlap later. Do not substitute DuPage/Will counties, school districts, park district, transit, housing, or special districts.",ready_for_scout,no,not_scouted,matched_comparison_repair,"No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles.",None recorded: no VILLAGE OF BOLINGBROOK canonical contract or national queue candidate as of 2026-07-20.,"No canonical or queued VILLAGE OF BOLINGBROOK source/cycle is known locally; scout-stage discovery only.",
IL25-2026-07-20,16,IL,Palatine,cog_2025_207782,207782,VILLAGE OF PALATINE,municipal,place,64869,1,no,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,"Large Cook County incorporated village, adding a clean single-county suburban municipal employer.","State-scale safety/non-safety wage-gap comparison; municipal-employer contrast within the Chicago region.","police CBA; fire CBA; ordinary general-municipal non-safety CBA; public impasse/arbitration/factfinding material","Verify VILLAGE OF PALATINE identity, union/official provenance, visible dates, and overlap later. Do not substitute Cook County, school districts, park district, transit, housing, or special districts.",ready_for_scout,no,not_scouted,matched_comparison_repair,"No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles.",None recorded: no VILLAGE OF PALATINE canonical contract or national queue candidate as of 2026-07-20.,"No canonical or queued VILLAGE OF PALATINE source/cycle is known locally; scout-stage discovery only.",
IL25-2026-07-20,17,IL,Skokie,cog_2025_162264,162264,VILLAGE OF SKOKIE,municipal,place,64937,1,no,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,"Large Cook County incorporated village with an administratively distinct municipal employer.","State-scale safety/non-safety wage-gap comparison; municipal-employer contrast within the Chicago region.","police CBA; fire CBA; ordinary general-municipal non-safety CBA; public impasse/arbitration/factfinding material","Verify VILLAGE OF SKOKIE identity, union/official provenance, visible dates, and overlap later. Do not substitute Cook County, school districts, park district, transit, housing, or special districts.",ready_for_scout,no,not_scouted,matched_comparison_repair,"No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles.",None recorded: no VILLAGE OF SKOKIE canonical contract or national queue candidate as of 2026-07-20.,"No canonical or queued VILLAGE OF SKOKIE source/cycle is known locally; scout-stage discovery only.",
IL25-2026-07-20,18,IL,Des Plaines,cog_2025_162239,162239,CITY OF DES PLAINES,municipal,place,58010,1,no,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county],mid_city_comparison_candidate,"Mid-sized Cook County city with a municipal employer distinct from regional airport and transit entities.","State-scale safety/non-safety wage-gap comparison; municipal-employer contrast within the Chicago region.","police CBA; fire CBA; ordinary general-municipal non-safety CBA; public impasse/arbitration/factfinding material","Verify CITY OF DES PLAINES identity, union/official provenance, visible dates, and overlap later. Do not substitute Cook County, airport/transit entities, school districts, park district, housing, or special districts.",ready_for_scout,no,not_scouted,matched_comparison_repair,"No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles.",None recorded: no CITY OF DES PLAINES canonical contract or national queue candidate as of 2026-07-20.,"No canonical or queued CITY OF DES PLAINES source/cycle is known locally; scout-stage discovery only.",
IL25-2026-07-20,19,IL,Orland Park,cog_2025_124893,124893,VILLAGE OF ORLAND PARK,municipal,place,57074,2,yes,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county] | Will County [17197; county; government-units-primary=no; basis=2020_place_by_county],regional_diversity_candidate,"Southwest metro village spanning Cook/Will, extending multi-county municipal-employer coverage.","State-scale safety/non-safety wage-gap comparison; matched police/fire/civilian discovery in a distinct regional setting.","police CBA; fire CBA; ordinary general-municipal non-safety CBA; public impasse/arbitration/factfinding material","Verify VILLAGE OF ORLAND PARK identity, union/official provenance, visible dates, and overlap later. Do not substitute Cook/Will counties, school districts, park district, transit, housing, township, or special districts.",ready_for_scout,no,not_scouted,matched_comparison_repair,"No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles.",None recorded: no VILLAGE OF ORLAND PARK canonical contract or national queue candidate as of 2026-07-20.,"No canonical or queued VILLAGE OF ORLAND PARK source/cycle is known locally; scout-stage discovery only.",
IL25-2026-07-20,20,IL,Tinley Park,cog_2025_102638,102638,VILLAGE OF TINLEY PARK,municipal,place,53886,2,yes,Cook County [17031; county; government-units-primary=yes; basis=2020_place_by_county] | Will County [17197; county; government-units-primary=no; basis=2020_place_by_county],regional_diversity_candidate,"South suburban multi-county village, providing a second clean municipal-employer setting in the Cook/Will region.","State-scale safety/non-safety wage-gap comparison; matched police/fire/civilian discovery in a distinct regional setting.","police CBA; fire CBA; ordinary general-municipal non-safety CBA; public impasse/arbitration/factfinding material","Verify VILLAGE OF TINLEY PARK identity, union/official provenance, visible dates, and overlap later. Do not substitute Cook/Will counties, school districts, park district, transit, housing, township, or special districts.",ready_for_scout,no,not_scouted,matched_comparison_repair,"No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles.",None recorded: no VILLAGE OF TINLEY PARK canonical contract or national queue candidate as of 2026-07-20.,"No canonical or queued VILLAGE OF TINLEY PARK source/cycle is known locally; scout-stage discovery only.",
IL25-2026-07-20,21,IL,Normal,cog_2025_162491,162491,TOWN OF NORMAL,municipal,place,52618,1,no,McLean County [17113; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,"Central-Illinois municipal town government paired with Bloomington for an independent employer comparison.","State-scale safety/non-safety wage-gap comparison; matched police/fire/civilian discovery in a distinct regional setting.","police CBA; fire CBA; ordinary general-municipal non-safety CBA; public impasse/arbitration/factfinding material","Verify TOWN OF NORMAL identity, union/official provenance, visible dates, and overlap later. Do not substitute McLean County, Illinois State University, school districts, park district, transit, housing, township, or special districts.",ready_for_scout,no,not_scouted,matched_comparison_repair,"No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles.",None recorded: no TOWN OF NORMAL canonical contract or national queue candidate as of 2026-07-20.,"No canonical or queued TOWN OF NORMAL source/cycle is known locally; scout-stage discovery only.",
IL25-2026-07-20,22,IL,Belleville,cog_2025_125051,125051,CITY OF BELLEVILLE,municipal,place,40726,1,no,St. Clair County [17163; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,"Metro-east municipal city, adding southern Illinois/St. Louis-region labor-market diversity.","State-scale safety/non-safety wage-gap comparison; matched police/fire/civilian discovery in a distinct regional setting.","police CBA; fire CBA; ordinary general-municipal non-safety CBA; public impasse/arbitration/factfinding material","Verify CITY OF BELLEVILLE identity, union/official provenance, visible dates, and overlap later. Do not substitute St. Clair County, school districts, park district, transit, housing, township, or special districts.",ready_for_scout,no,not_scouted,matched_comparison_repair,"No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles.",None recorded: no CITY OF BELLEVILLE canonical contract or national queue candidate as of 2026-07-20.,"No canonical or queued CITY OF BELLEVILLE source/cycle is known locally; scout-stage discovery only.",
IL25-2026-07-20,23,IL,Moline,cog_2025_125047,125047,CITY OF MOLINE,municipal,place,41965,1,no,Rock Island County [17161; county; government-units-primary=yes; basis=2020_place_by_county],regional_diversity_candidate,"Quad Cities municipal employer, adding western Illinois and an interstate-market context without substituting regional entities.","State-scale safety/non-safety wage-gap comparison; matched police/fire/civilian discovery in a distinct regional setting.","police CBA; fire CBA; ordinary general-municipal non-safety CBA; public impasse/arbitration/factfinding material","Verify CITY OF MOLINE identity, union/official provenance, visible dates, and overlap later. Do not substitute Rock Island County, school districts, park district, transit, housing, township, or special districts.",ready_for_scout,no,not_scouted,matched_comparison_repair,"No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles.",None recorded: no CITY OF MOLINE canonical contract or national queue candidate as of 2026-07-20.,"No canonical or queued CITY OF MOLINE source/cycle is known locally; scout-stage discovery only.",
IL25-2026-07-20,24,IL,Carbondale,cog_2025_162380,162380,CITY OF CARBONDALE,municipal,place,21592,2,yes,Jackson County [17077; county; government-units-primary=yes; basis=2020_place_by_county] | Williamson County [17199; county; government-units-primary=no; basis=2020_place_by_county],clean_municipal_employer_candidate,"Smaller southern Illinois municipal city selected for a potentially cleaner employer boundary and scale contrast.","State-scale safety/non-safety wage-gap comparison; small-city matched police/fire/civilian discovery.","police CBA; fire CBA; ordinary general-municipal non-safety CBA; public impasse/arbitration/factfinding material","Verify CITY OF CARBONDALE identity, union/official provenance, visible dates, paid-unit availability, and overlap later. Do not substitute Jackson/Williamson counties, Southern Illinois University, school districts, park district, transit, housing, township, or special districts.",ready_for_scout,no,not_scouted,matched_comparison_repair,"No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; allow an empty result if no qualifying unit is found.",None recorded: no CITY OF CARBONDALE canonical contract or national queue candidate as of 2026-07-20.,"No canonical or queued CITY OF CARBONDALE source/cycle is known locally; scout-stage discovery only.",
IL25-2026-07-20,25,IL,Quincy,cog_2025_162174,162174,CITY OF QUINCY,municipal,place,38803,1,no,Adams County [17001; county; government-units-primary=yes; basis=2020_place_by_county],clean_municipal_employer_candidate,"Smaller western Illinois municipal city selected for a potentially clean employer boundary and geographic diversity.","State-scale safety/non-safety wage-gap comparison; small-city matched police/fire/civilian discovery.","police CBA; fire CBA; ordinary general-municipal non-safety CBA; public impasse/arbitration/factfinding material","Verify CITY OF QUINCY identity, union/official provenance, visible dates, paid-unit availability, and overlap later. Do not substitute Adams County, school districts, park district, transit, housing, township, or special districts.",ready_for_scout,no,not_scouted,matched_comparison_repair,"No canonical anchor cycle is supplied. Seek visibly supported overlapping 2014-2024 police/fire/ordinary-non-safety cycles; allow an empty result if no qualifying unit is found.",None recorded: no CITY OF QUINCY canonical contract or national queue candidate as of 2026-07-20.,"No canonical or queued CITY OF QUINCY source/cycle is known locally; scout-stage discovery only.",
