tier1_rank,source_top_target_rank,post_tiering_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_positive_flag,candidate_row_count,already_canonical_flag,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,expected_units_to_search,verification_notes,recommended_scout_status,source_priority_file,source_priority_commit,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
61,62,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,11,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_174894,174894,SC,North Charleston,CITY OF NORTH CHARLESTON,municipal,place,121469,3,yes,Charleston County (45019; primary); Berkeley County (45015); Dorchester County (45035),75.937,Tier 1,low,25.143,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.3; municipal/place; state evidence low; smoothed yield component 15.6/20; 4 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF NORTH CHARLESTON (Census government ID 174894; locked municipality ID cog_2025_174894). County context: Charleston County (45019; primary); Berkeley County (45015); Dorchester County (45035). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
62,63,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,12,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_161374,161374,CO,Arvada,CITY OF ARVADA,municipal,place,121414,2,yes,Jefferson County (08059; primary); Adams County (08001),75.936,Tier 1,low,25.142,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.3; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ARVADA (Census government ID 161374; locked municipality ID cog_2025_161374). County context: Jefferson County (08059; primary); Adams County (08001). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
63,64,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,13,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_129515,129515,MO,Independence,CITY OF INDEPENDENCE,municipal,place,120922,2,yes,Jackson County (29095; primary); Clay County (29047),75.931,Tier 1,low,25.137,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.3; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF INDEPENDENCE (Census government ID 129515; locked municipality ID cog_2025_129515). County context: Jackson County (29095; primary); Clay County (29047). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
64,65,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,14,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_160831,160831,AZ,Gilbert,TOWN OF GILBERT,municipal,place,275411,1,no,Maricopa County (04013; primary),75.923,Tier 1,low,26.129,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.8; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly TOWN OF GILBERT (Census government ID 160831; locked municipality ID cog_2025_160831). County context: Maricopa County (04013; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
65,66,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,15,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_169993,169993,NV,Reno,CITY OF RENO,municipal,place,274915,1,no,Washoe County (32031; primary),75.921,Tier 1,low,26.127,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.8; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF RENO (Census government ID 169993; locked municipality ID cog_2025_169993). County context: Washoe County (32031; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
66,67,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,16,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_184222,184222,OK,Broken Arrow,CITY OF BROKEN ARROW,municipal,place,119194,2,yes,Tulsa County (40143; primary); Wagoner County (40145),75.913,Tier 1,low,25.119,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.2; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BROKEN ARROW (Census government ID 184222; locked municipality ID cog_2025_184222). County context: Tulsa County (40143; primary); Wagoner County (40145). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
67,68,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,17,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_163465,163465,IN,Fort Wayne,CITY OF FORT WAYNE,municipal,place,269994,1,no,Allen County (18003; primary),75.899,Tier 1,low,26.105,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.8; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF FORT WAYNE (Census government ID 163465; locked municipality ID cog_2025_163465). County context: Allen County (18003; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
68,69,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,18,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_194732,194732,NC,High Point,CITY OF HIGH POINT,municipal,place,116926,4,yes,Guilford County (37081; primary); Davidson County (37057); Forsyth County (37067); Randolph County (37151),75.889,Tier 1,low,25.095,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.2; municipal/place; state evidence low; smoothed yield component 15.6/20; 5 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF HIGH POINT (Census government ID 194732; locked municipality ID cog_2025_194732). County context: Guilford County (37081; primary); Davidson County (37057); Forsyth County (37067); Randolph County (37151). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
69,70,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,19,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_161693,161693,FL,St. Petersburg,CITY OF ST PETERSBURG,municipal,place,263553,1,no,Pinellas County (12103; primary),75.871,Tier 1,low,26.077,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.7; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ST PETERSBURG (Census government ID 161693; locked municipality ID cog_2025_161693). County context: Pinellas County (12103; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
70,71,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,20,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_211654,211654,CO,Westminster,CITY OF WESTMINSTER,municipal,place,114875,2,yes,Adams County (08001; primary); Jefferson County (08059),75.865,Tier 1,low,25.071,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.2; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WESTMINSTER (Census government ID 211654; locked municipality ID cog_2025_211654). County context: Adams County (08001; primary); Jefferson County (08059). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
71,72,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,21,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_166690,166690,MI,Lansing,CITY OF LANSING,municipal,place,112115,3,yes,Ingham County (26065; primary); Clinton County (26037); Eaton County (26045),75.834,Tier 1,low,25.040,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.2; municipal/place; state evidence low; smoothed yield component 15.6/20; 4 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LANSING (Census government ID 166690; locked municipality ID cog_2025_166690). County context: Ingham County (26065; primary); Clinton County (26037); Eaton County (26045). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
72,73,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,22,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_114563,114563,VA,Chesapeake,CITY OF CHESAPEAKE,municipal,place,253886,1,no,Chesapeake city (51550; primary),75.828,Tier 1,low,26.034,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.7; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF CHESAPEAKE (Census government ID 114563; locked municipality ID cog_2025_114563). County context: Chesapeake city (51550; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
73,74,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,23,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_207535,207535,AZ,Glendale,CITY OF GLENDALE,municipal,place,253855,1,no,Maricopa County (04013; primary),75.827,Tier 1,low,26.033,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.7; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF GLENDALE (Census government ID 207535; locked municipality ID cog_2025_207535). County context: Maricopa County (04013; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
74,75,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,24,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_194744,194744,NC,Winston-Salem,CITY OF WINSTON-SALEM,municipal,place,252975,1,no,Forsyth County (37067; primary),75.823,Tier 1,low,26.029,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.7; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WINSTON-SALEM (Census government ID 194744; locked municipality ID cog_2025_194744). County context: Forsyth County (37067; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
75,76,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,25,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_170404,170404,NM,Rio Rancho,CITY OF RIO RANCHO,municipal,place,110660,2,yes,Sandoval County (35043; primary); Bernalillo County (35001),75.815,Tier 1,low,25.021,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.1; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF RIO RANCHO (Census government ID 170404; locked municipality ID cog_2025_170404). County context: Sandoval County (35043; primary); Bernalillo County (35001). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
76,77,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,26,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_161710,161710,FL,Port St. Lucie,CITY OF PORT ST LUCIE,municipal,place,245021,1,no,St. Lucie County (12111; primary),75.787,Tier 1,low,25.992,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.7; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PORT ST LUCIE (Census government ID 161710; locked municipality ID cog_2025_161710). County context: St. Lucie County (12111; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
77,79,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,27,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_189585,189585,AZ,Scottsdale,CITY OF SCOTTSDALE,municipal,place,244394,1,no,Maricopa County (04013; primary),75.783,Tier 1,low,25.989,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.7; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SCOTTSDALE (Census government ID 189585; locked municipality ID cog_2025_189585). County context: Maricopa County (04013; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
78,80,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_2,28,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_162035,162035,ID,Boise City,CITY OF BOISE,municipal,place,235421,1,no,Ada County (16001; primary),75.740,Tier 1,low,25.946,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.7; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BOISE (Census government ID 162035; locked municipality ID cog_2025_162035). County context: Ada County (16001; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_2,CROSS_STATE_TIER1,51,100,rank_sliced_contiguous
