tier1_rank,source_top_target_rank,post_tiering_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_positive_flag,candidate_row_count,already_canonical_flag,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,expected_units_to_search,verification_notes,recommended_scout_status,source_priority_file,source_priority_commit,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
111,116,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,11,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_176833,176833,WA,Auburn,CITY OF AUBURN,municipal,place,83870,2,yes,King County (53033; primary); Pierce County (53053),75.442,Tier 1,low,24.648,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 98.6; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF AUBURN (Census government ID 176833; locked municipality ID cog_2025_176833). County context: King County (53033; primary); Pierce County (53053). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
112,117,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,12,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_176784,176784,VA,Newport News,CITY OF NEWPORT NEWS,municipal,place,183118,1,no,Newport News city (51700; primary),75.440,Tier 1,low,25.646,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.6; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF NEWPORT NEWS (Census government ID 176784; locked municipality ID cog_2025_176784). County context: Newport News city (51700; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
113,118,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,13,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_160683,160683,AL,Mobile,CITY OF MOBILE,municipal,place,182595,1,no,Mobile County (01097; primary),75.436,Tier 1,low,25.642,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.6; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MOBILE (Census government ID 160683; locked municipality ID cog_2025_160683). County context: Mobile County (01097; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
114,119,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,14,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_184266,184266,TN,Clarksville,CITY OF CLARKSVILLE,municipal,place,180716,1,no,Montgomery County (47125; primary),75.424,Tier 1,low,25.630,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.6; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF CLARKSVILLE (Census government ID 184266; locked municipality ID cog_2025_184266). County context: Montgomery County (47125; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
115,120,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,15,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_166449,166449,MA,Lowell,CITY OF LOWELL,municipal,place,114296,1,no,Middlesex County (25017; primary),75.407,Tier 1,low,25.065,10.000,16.657,10.217,8.468,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.2; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LOWELL (Census government ID 166449; locked municipality ID cog_2025_166449). County context: Middlesex County (25017; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
116,121,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,16,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_133222,133222,OR,Eugene,CITY OF EUGENE,municipal,place,177899,1,no,Lane County (41039; primary),75.405,Tier 1,low,25.611,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.6; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF EUGENE (Census government ID 133222; locked municipality ID cog_2025_133222). County context: Lane County (41039; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
117,122,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,17,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_161593,161593,FL,Pembroke Pines,CITY OF PEMBROKE PINES,municipal,place,171119,1,no,Broward County (12011; primary),75.359,Tier 1,low,25.565,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.6; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PEMBROKE PINES (Census government ID 161593; locked municipality ID cog_2025_161593). County context: Broward County (12011; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
118,123,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,18,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_101409,101409,CO,Fort Collins,CITY OF FORT COLLINS,municipal,place,170376,1,no,Larimer County (08069; primary),75.354,Tier 1,low,25.560,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.6; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF FORT COLLINS (Census government ID 101409; locked municipality ID cog_2025_101409). County context: Larimer County (08069; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
119,124,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,19,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_106055,106055,MA,Lynn,CITY OF LYNN,municipal,place,101241,1,no,Essex County (25009; primary),75.322,Tier 1,low,24.902,10.000,16.657,10.217,8.546,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.0; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LYNN (Census government ID 106055; locked municipality ID cog_2025_106055). County context: Essex County (25009; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
120,125,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,20,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_209519,209519,TN,Murfreesboro,CITY OF MURFREESBORO,municipal,place,165430,1,no,Rutherford County (47149; primary),75.319,Tier 1,low,25.525,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.5; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MURFREESBORO (Census government ID 209519; locked municipality ID cog_2025_209519). County context: Rutherford County (47149; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
121,126,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,21,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_137165,137165,AZ,Queen Creek,TOWN OF QUEEN CREEK,municipal,place,76570,2,yes,Maricopa County (04013; primary); Pinal County (04021),75.316,Tier 1,low,24.521,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 98.4; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly TOWN OF QUEEN CREEK (Census government ID 137165; locked municipality ID cog_2025_137165). County context: Maricopa County (04013; primary); Pinal County (04021). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
122,127,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,22,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_166454,166454,MA,Quincy,CITY OF QUINCY,municipal,place,101597,1,no,Norfolk County (25021; primary),75.308,Tier 1,low,24.906,10.000,16.657,10.217,8.527,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.0; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF QUINCY (Census government ID 166454; locked municipality ID cog_2025_166454). County context: Norfolk County (25021; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
123,128,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,23,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_194227,194227,WI,Appleton,CITY OF APPLETON,municipal,place,74719,3,yes,Outagamie County (55087; primary); Calumet County (55015); Winnebago County (55139),75.282,Tier 1,low,24.488,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 98.4; municipal/place; state evidence low; smoothed yield component 15.6/20; 4 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF APPLETON (Census government ID 194227; locked municipality ID cog_2025_194227). County context: Outagamie County (55087; primary); Calumet County (55015); Winnebago County (55139). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
124,130,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,24,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_100251,100251,AZ,Surprise,CITY OF SURPRISE,municipal,place,158285,1,no,Maricopa County (04013; primary),75.266,Tier 1,low,25.472,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.5; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SURPRISE (Census government ID 100251; locked municipality ID cog_2025_100251). County context: Maricopa County (04013; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
125,131,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,25,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_167389,167389,MN,Blaine,CITY OF BLAINE,municipal,place,73774,2,yes,Anoka County (27003; primary); Ramsey County (27123),75.264,Tier 1,low,24.470,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 98.4; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BLAINE (Census government ID 167389; locked municipality ID cog_2025_167389). County context: Anoka County (27003; primary); Ramsey County (27123). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
126,132,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,26,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_175839,175839,TN,Johnson City,CITY OF JOHNSON CITY,municipal,place,73337,3,yes,Washington County (47179; primary); Carter County (47019); Sullivan County (47163),75.257,Tier 1,low,24.463,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 98.3; municipal/place; state evidence low; smoothed yield component 15.6/20; 4 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF JOHNSON CITY (Census government ID 175839; locked municipality ID cog_2025_175839). County context: Washington County (47179; primary); Carter County (47019); Sullivan County (47163). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
127,133,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,27,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_102163,102163,GA,Macon-Bibb County,COUNTY OF MACON-BIBB,municipal,place,156512,1,no,Bibb County (13021; primary),75.253,Tier 1,low,25.459,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.5; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly COUNTY OF MACON-BIBB (Census government ID 102163; locked municipality ID cog_2025_102163). County context: Bibb County (13021; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
128,134,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,28,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_166441,166441,MA,New Bedford,CITY OF NEW BEDFORD,municipal,place,100695,1,no,Bristol County (25005; primary),75.253,Tier 1,low,24.894,10.000,16.657,10.217,8.484,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.0; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF NEW BEDFORD (Census government ID 166441; locked municipality ID cog_2025_166441). County context: Bristol County (25005; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714,worker_3,CROSS_STATE_TIER1,101,150,rank_sliced_contiguous
