queue_id,source_wave,source_candidate_file,scout_run_id,scout_date,state,municipality,municipality_id,unit_type_scouted,document_title,union_name,employer,contract_years_scouted,source_url,source_owner_type,document_type_scouted,document_completeness_scouted,comparator_role,wrong_employer_risk,context_only_flag,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,why_relevant,confidence,candidate_stage,needs_verification_reason,scout_stage_status,verification_priority,triage_bucket,triage_score,later_verification_recommendation,later_ingestion_queue_status,calibration_status,calibration_verification_id,calibration_notes,raw_response_ref,notes
NSCQ-PA-20260720-0011,PA-PILOT-BATCH25-2026-07-15,docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv,pa_2026-07-15_114435,2026-07-15,PA,Erie,pa_erie,police,"City of Erie v. Haas Memorial Lodge #7, et al. (Majority Opinion) (Arbitration Award Related to FOP Police Bargaining Unit)","Haas Memorial Lodge #7, Fraternal Order of Police (FOP)",,,https://law.justia.com/cases/pennsylvania/commonwealth-court/2002/1318cd02-11-1-02.html,third_party,arbitration_award,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_assessed_in_legacy_scout,not_available_from_legacy_scout,,,medium,legacy_unverified_candidate,"Legacy scout row; verify source identity, employer, unit, years, completeness, wages, duplicates, and cycle overlap in a later coordinated wave.",unverified_scout_candidate,low,medium_priority_later_verify,54,include_after_high_priority_matched_set_leads,ingestion_deferred_pending_coordinated_verification,not_calibrated,,,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_erie,"Built from docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv. Triage uses preserved scout metadata and, where present, explicitly non-final TX/MA calibration findings; no new URL review."
NSCQ-PA-20260720-0012,PA-PILOT-BATCH25-2026-07-15,docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv,pa_2026-07-15_114435,2026-07-15,PA,Erie,pa_erie,police,City of Erie v. Fraternal Order of Police Lodge 7 (2009) (Grievance Arbitration Award; PLSDO Reinstatement),"Fraternal Order of Police, Lodge 7",,,https://caselaw.findlaw.com/court/pa-commonwealth-court/1457565.html,third_party,arbitration_award,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_assessed_in_legacy_scout,not_available_from_legacy_scout,,,high,legacy_unverified_candidate,"Legacy scout row; verify source identity, employer, unit, years, completeness, wages, duplicates, and cycle overlap in a later coordinated wave.",unverified_scout_candidate,low,low_priority_later_verify,42,retain_for_later_gap_or_pattern_review,ingestion_deferred_pending_coordinated_verification,not_calibrated,,,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_erie,"Built from docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv. Triage uses preserved scout metadata and, where present, explicitly non-final TX/MA calibration findings; no new URL review."
NSCQ-PA-20260720-0013,PA-PILOT-BATCH25-2026-07-15,docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv,pa_2026-07-15_114435,2026-07-15,PA,Erie,pa_erie,fire,City of Erie v. International Association of Firefighters Local 293 (Majority Opinion) (Arbitration Award; Firefighter Pension DROP),"International Association of Firefighters, Local 293 (IAFF)",,,https://law.justia.com/cases/pennsylvania/commonwealth-court/2003/974cd03-11-20-03.html,third_party,arbitration_award,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_assessed_in_legacy_scout,not_available_from_legacy_scout,,,high,legacy_unverified_candidate,"Legacy scout row; verify source identity, employer, unit, years, completeness, wages, duplicates, and cycle overlap in a later coordinated wave.",unverified_scout_candidate,low,medium_priority_later_verify,57,include_after_high_priority_matched_set_leads,ingestion_deferred_pending_coordinated_verification,not_calibrated,,,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_erie,"Built from docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv. Triage uses preserved scout metadata and, where present, explicitly non-final TX/MA calibration findings; no new URL review."
NSCQ-PA-20260720-0014,PA-PILOT-BATCH25-2026-07-15,docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv,pa_2026-07-15_114435,2026-07-15,PA,Erie,pa_erie,fire,"City of Erie v. Int'l A. of Firefighters, Local 293 (1987) (Arbitration Grievance Arbitrability / Related Proceeding)","International Association of Firefighters, Local 293 (IAFF)",,,https://law.justia.com/cases/pennsylvania/commonwealth-court/1987/104-pa-commw-394-0.html,third_party,arbitration_award,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_assessed_in_legacy_scout,not_available_from_legacy_scout,,,medium,legacy_unverified_candidate,"Legacy scout row; verify source identity, employer, unit, years, completeness, wages, duplicates, and cycle overlap in a later coordinated wave.",unverified_scout_candidate,low,low_priority_later_verify,39,retain_for_later_gap_or_pattern_review,ingestion_deferred_pending_coordinated_verification,not_calibrated,,,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_erie,"Built from docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv. Triage uses preserved scout metadata and, where present, explicitly non-final TX/MA calibration findings; no new URL review."
NSCQ-PA-20260720-0015,PA-PILOT-BATCH25-2026-07-15,docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv,pa_2026-07-15_114435,2026-07-15,PA,Erie,pa_erie,non_safety,City of Erie v. General Teamsters Local Union No. 397 (K. Kirsch) (Majority Opinion) (Arbitration Award Vacatur/Review),General Teamsters Local Union No. 397,,,https://law.justia.com/cases/pennsylvania/commonwealth-court/2019/150-c-d-2018.html,third_party,arbitration_award,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_assessed_in_legacy_scout,not_available_from_legacy_scout,,,medium,legacy_unverified_candidate,"Legacy scout row; verify source identity, employer, unit, years, completeness, wages, duplicates, and cycle overlap in a later coordinated wave.",unverified_scout_candidate,low,medium_priority_later_verify,54,include_after_high_priority_matched_set_leads,ingestion_deferred_pending_coordinated_verification,not_calibrated,,,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_erie,"Built from docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv. Triage uses preserved scout metadata and, where present, explicitly non-final TX/MA calibration findings; no new URL review."
NSCQ-PA-20260720-0016,PA-PILOT-BATCH25-2026-07-15,docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv,pa_2026-07-15_114435,2026-07-15,PA,Reading,pa_reading,police,"COLLECTIVE BARGAINING AGREEMENT BETWEEN THE CITY OF READING, PENNSYLVANIA AND THE FRATERNAL ORDER OF POLICE, LODGE #9 (Effective January 1, 2021 through December 31, 2022)","Fraternal Order of Police, Lodge #9",,,https://www.readingpa.gov/images/special_agenda/Special_Mtg_Agenda_6-1-21.pdf,city,cba,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_assessed_in_legacy_scout,not_available_from_legacy_scout,,,high,legacy_unverified_candidate,"Legacy scout row; verify source identity, employer, unit, years, completeness, wages, duplicates, and cycle overlap in a later coordinated wave.",unverified_scout_candidate,medium,high_priority_later_verify,70,include_in_earliest_coordinated_verification_wave,ingestion_deferred_pending_coordinated_verification,not_calibrated,,,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_reading,"Built from docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv. Triage uses preserved scout metadata and, where present, explicitly non-final TX/MA calibration findings; no new URL review."
NSCQ-PA-20260720-0017,PA-PILOT-BATCH25-2026-07-15,docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv,pa_2026-07-15_114435,2026-07-15,PA,Reading,pa_reading,non_safety,"COLLECTIVE BARGAINING AGREEMENT BETWEEN THE CITY OF READING, PENNSYLVANIA AND THE AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO, DISTRICT COUNCIL 88, LOCAL 3799 (Effective January 1, 2023 through December 31, 2026)","AFSCME District Council 88, Local 3799",,,https://www.readingpa.gov/images/City_Council_regular_agenda/10-10-22v2.pdf,city,cba,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_assessed_in_legacy_scout,not_available_from_legacy_scout,,,high,legacy_unverified_candidate,"Legacy scout row; verify source identity, employer, unit, years, completeness, wages, duplicates, and cycle overlap in a later coordinated wave.",unverified_scout_candidate,medium,high_priority_later_verify,70,include_in_earliest_coordinated_verification_wave,ingestion_deferred_pending_coordinated_verification,not_calibrated,,,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_reading,"Built from docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv. Triage uses preserved scout metadata and, where present, explicitly non-final TX/MA calibration findings; no new URL review."
NSCQ-PA-20260720-0018,PA-PILOT-BATCH25-2026-07-15,docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv,pa_2026-07-15_114435,2026-07-15,PA,Scranton,pa_scranton,police,COLLECTIVE BARGAINING AGREEMENT (Exp.-2021-Police-CBA-1.pdf),"Fraternal Order of Police, E.B. Jermyn Lodge (FOP)",,,https://scrantonpa.gov/wp-content/uploads/2025/11/Exp.-2021-Police-CBA-1.pdf,city,cba,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_assessed_in_legacy_scout,not_available_from_legacy_scout,,,high,legacy_unverified_candidate,"Legacy scout row; verify source identity, employer, unit, years, completeness, wages, duplicates, and cycle overlap in a later coordinated wave.",unverified_scout_candidate,medium,high_priority_later_verify,82,include_in_earliest_coordinated_verification_wave,ingestion_deferred_pending_coordinated_verification,not_calibrated,,,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_scranton,"Built from docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv. Triage uses preserved scout metadata and, where present, explicitly non-final TX/MA calibration findings; no new URL review."
NSCQ-PA-20260720-0019,PA-PILOT-BATCH25-2026-07-15,docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv,pa_2026-07-15_114435,2026-07-15,PA,Scranton,pa_scranton,police,Fully Executed Decision and Award - Act 111 (12-Hour Pilot) (PD Contract expires 2026 Part 3),Fraternal Order of Police (FOP),,,https://scrantonpa.gov/wp-content/uploads/2026/01/PD-Contract-expires-2026-Part-3.pdf,city,arbitration_award,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_assessed_in_legacy_scout,not_available_from_legacy_scout,,,medium,legacy_unverified_candidate,"Legacy scout row; verify source identity, employer, unit, years, completeness, wages, duplicates, and cycle overlap in a later coordinated wave.",unverified_scout_candidate,medium,medium_priority_later_verify,54,include_after_high_priority_matched_set_leads,ingestion_deferred_pending_coordinated_verification,not_calibrated,,,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_scranton,"Built from docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv. Triage uses preserved scout metadata and, where present, explicitly non-final TX/MA calibration findings; no new URL review."
NSCQ-PA-20260720-0020,PA-PILOT-BATCH25-2026-07-15,docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv,pa_2026-07-15_114435,2026-07-15,PA,Scranton,pa_scranton,fire,Fire 1.1.22 through 12.31.26 CBA – City & IAFF Local Union 60 (fully executed),IAFF Local Union 60,,,https://scrantonpa.gov/wp-content/uploads/2026/01/Fire-1.1.22-through-12.31.26-CBA-City-IAFF-Local-Union-60-fully-executed.pdf,city,cba,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_available_from_legacy_scout,not_assessed_in_legacy_scout,not_available_from_legacy_scout,,,high,legacy_unverified_candidate,"Legacy scout row; verify source identity, employer, unit, years, completeness, wages, duplicates, and cycle overlap in a later coordinated wave.",unverified_scout_candidate,medium,high_priority_later_verify,77,include_in_earliest_coordinated_verification_wave,ingestion_deferred_pending_coordinated_verification,not_calibrated,,,tmp/gabriel_state_source_scout/PA/2026-07-15_batch25_main/raw_outputs.csv#identifier=gabriel_state_source_scout_pa_2026-07-15_114435_pa_scranton,"Built from docs/analysis/gabriel_state_source_scout_candidates_pa_2026-07-15_114435.csv. Triage uses preserved scout metadata and, where present, explicitly non-final TX/MA calibration findings; no new URL review."
