evidence_id,run_id,run_date,source_output_file,contract_id,state,city,occupation_class,source_role,attribute,evidence_status,excerpt,excerpt_location,source_file,source_grounding_status,raw_output_ref,notes,state_label,city_label,occupation_label,source_role_label,contract_label,attribute_label,attribute_definition,evidence_status_label,source_grounding_label,what_excerpt_shows,notes_flag,viewer_verified
codify_20260709_tx_houston_fire_2024_hazard_risk_stress_or_line_of_duty_rationale_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_fire_2024,TX,Houston,fire,fire,hazard_risk_stress_or_line_of_duty_rationale,not_found,,,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,,Texas,Houston,Fire,Fire,"Houston Fire — Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters arbitration award, 2024–2029","Hazard, risk, stress, or line-of-duty rationale","Explicit wage or benefit language tied to hazard, risk, injury, stress, line-of-duty harm, dangerous conditions, public-safety exposure, or physical/psychological burden.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260709_tx_houston_fire_2024_premium_pay_differentials_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_fire_2024,TX,Houston,fire,fire,premium_pay_differentials,not_found,,,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,,Texas,Houston,Fire,Fire,"Houston Fire — Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters arbitration award, 2024–2029",Premium pay / differentials,"Shift differentials, assignment differentials, specialty pay, longevity, night/weekend pay, holiday premiums, bilingual pay, paramedic pay, detail rates, or other add-ons beyond base wage.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260709_tx_houston_fire_2024_benefits_total_compensation_or_pension_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_fire_2024,TX,Houston,fire,fire,benefits_total_compensation_or_pension,present,"i. $300.00 for FY25's uniform allowance...ii. $300.00 for FY26's uniform allowance...iii. $800.00...for each eligible member in the subsequent fiscal years prior to the expiration of the current CBA on June 30, 2029",,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,,Texas,Houston,Fire,Fire,"Houston Fire — Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters arbitration award, 2024–2029","Benefits, total compensation, or pension","Health insurance, pension, retirement, deferred compensation, paid leave, uniform allowance, equipment allowance, or non-wage benefits that affect compensation.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Benefits, total compensation, or pension because it describes health insurance, pension, retirement, paid leave, or another non-wage benefit that affects total compensation.",0,1
codify_20260709_tx_houston_fire_2024_benefits_total_compensation_or_pension_1,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_fire_2024,TX,Houston,fire,fire,benefits_total_compensation_or_pension,present,"The Parties agree that the City will designate $1,500,000.00 for Holiday Buy Back, inclusive of a reallocation of funds for station laundry services in section 3.1, each fiscal year starting in the current fiscal year, FY26, until June 30, 2029.",section 3.1,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,,Texas,Houston,Fire,Fire,"Houston Fire — Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters arbitration award, 2024–2029","Benefits, total compensation, or pension","Health insurance, pension, retirement, deferred compensation, paid leave, uniform allowance, equipment allowance, or non-wage benefits that affect compensation.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Benefits, total compensation, or pension because it describes health insurance, pension, retirement, paid leave, or another non-wage benefit that affects total compensation.",0,1
codify_20260709_tx_houston_fire_2024_subcontracting_outsourcing_or_volunteer_substitution_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_fire_2024,TX,Houston,fire,fire,subcontracting_outsourcing_or_volunteer_substitution,not_found,,,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,,Texas,Houston,Fire,Fire,"Houston Fire — Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters arbitration award, 2024–2029","Subcontracting, outsourcing, or substitution","Contracting out, outsourcing, privatization, volunteer substitution, non-unit labor replacement, civilianization, or restrictions on replacing bargaining-unit work.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260709_tx_houston_fire_2024_management_rights_or_service_flexibility_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_fire_2024,TX,Houston,fire,fire,management_rights_or_service_flexibility,not_found,,,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,,Texas,Houston,Fire,Fire,"Houston Fire — Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters arbitration award, 2024–2029",Management rights / service flexibility,"Management rights to assign, schedule, transfer, reorganize, determine staffing, set operations, change methods, deploy personnel, or maintain service flexibility.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260709_tx_houston_fire_2024_no_strike_or_work_stoppage_constraint_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_fire_2024,TX,Houston,fire,fire,no_strike_or_work_stoppage_constraint,not_found,,,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,,Texas,Houston,Fire,Fire,"Houston Fire — Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters arbitration award, 2024–2029",No-strike / work-stoppage constraint,"No-strike, no-slowdown, no-lockout, essential-service continuity, or statutory work-stoppage constraints.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260709_tx_houston_fire_2024_civil_service_or_statutory_employment_channel_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_fire_2024,TX,Houston,fire,fire,civil_service_or_statutory_employment_channel,present,"""Chapter 174"" means the Fire and Police Employee Relations Act, Vernon’s Texas Code Annotated, Texas Local Government Code.",,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,,Texas,Houston,Fire,Fire,"Houston Fire — Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters arbitration award, 2024–2029",Civil-service or statutory employment channel,"Civil-service provisions, statutory employment protections, meet-and-confer statutes, Chapter 174/142/146 references, Chapter 4117/SERB references, appointment/promotion rules, or statutory channels structuring bargaining or wage-setting.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Civil-service or statutory employment channel because it references a civil-service provision, a meet-and-confer or collective-bargaining statute, or another statutory channel structuring bargaining or wage-setting.",0,1
codify_20260709_tx_houston_fire_2024_civil_service_or_statutory_employment_channel_1,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_fire_2024,TX,Houston,fire,fire,civil_service_or_statutory_employment_channel,present,"""Civil Service Commission"" means the Fire Fighters’ and Police Officers’ Civil Service Commission of the City of Houston, Texas.",,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,,Texas,Houston,Fire,Fire,"Houston Fire — Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters arbitration award, 2024–2029",Civil-service or statutory employment channel,"Civil-service provisions, statutory employment protections, meet-and-confer statutes, Chapter 174/142/146 references, Chapter 4117/SERB references, appointment/promotion rules, or statutory channels structuring bargaining or wage-setting.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Civil-service or statutory employment channel because it references a civil-service provision, a meet-and-confer or collective-bargaining statute, or another statutory channel structuring bargaining or wage-setting.",0,1
codify_20260709_tx_houston_fire_2024_union_security_or_institutional_power_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_fire_2024,TX,Houston,fire,fire,union_security_or_institutional_power,present,"The Parties agree to establish and maintain a ""Labor-Management Partnership"" that will open a new era where the Association, the City, Fire Department Administration, and employees of the bargaining unit shall work together through Joint Labor Management Committees (JLMC) to create a workforce",,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,,Texas,Houston,Fire,Fire,"Houston Fire — Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters arbitration award, 2024–2029",Union security / institutional power,"Union recognition, dues or agency checkoff, exclusive representation, release time, union access, bulletin boards, labor-management committees, bargaining rights, or institutional supports for union power.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Union security / institutional power because it describes union recognition, dues checkoff, exclusive representation, or another institutional support for union standing.",0,1
codify_20260709_tx_houston_fire_2024_union_security_or_institutional_power_1,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_fire_2024,TX,Houston,fire,fire,union_security_or_institutional_power,present,ARTICLE 25 JOINT LABOR-MANAGEMENT COMMITTEE Section 1. Partnership The Parties agree to,ARTICLE 25 JOINT LABOR-MANAGEMENT COMMITTEE Section 1,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,,Texas,Houston,Fire,Fire,"Houston Fire — Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters arbitration award, 2024–2029",Union security / institutional power,"Union recognition, dues or agency checkoff, exclusive representation, release time, union access, bulletin boards, labor-management committees, bargaining rights, or institutional supports for union power.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Union security / institutional power because it describes union recognition, dues checkoff, exclusive representation, or another institutional support for union standing.",0,1
codify_20260709_tx_houston_fire_2024_union_security_or_institutional_power_2,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_fire_2024,TX,Houston,fire,fire,union_security_or_institutional_power,present,"To create labor-management partnerships by forming labor-management committees at appropriate levels, or adapting, as necessary, existing councils or committees if such groups exist.",,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,,Texas,Houston,Fire,Fire,"Houston Fire — Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters arbitration award, 2024–2029",Union security / institutional power,"Union recognition, dues or agency checkoff, exclusive representation, release time, union access, bulletin boards, labor-management committees, bargaining rights, or institutional supports for union power.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Union security / institutional power because it describes union recognition, dues checkoff, exclusive representation, or another institutional support for union standing.",0,1
codify_20260709_tx_houston_fire_2024_budget_capacity_or_fiscal_constraint_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_fire_2024,TX,Houston,fire,fire,budget_capacity_or_fiscal_constraint,present,*Escalator percentages are contingent on joint efforts by the City and the Association to seek and ensure additional new revenues to the City for public safety.,,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,,Texas,Houston,Fire,Fire,"Houston Fire — Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters arbitration award, 2024–2029",Budget capacity / fiscal constraint,"Fiscal capacity, budget constraints, ability to pay, appropriations, tax limits, fiscal emergency, budgetary shortfall, or city financial condition used to shape wages.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Budget capacity / fiscal constraint because it references budget constraints, appropriations, ability to pay, or the city's fiscal condition as a factor shaping wages.",0,1
codify_20260709_tx_houston_fire_2024_non_safety_wage_restraint_or_admin_channel_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_fire_2024,TX,Houston,fire,fire,non_safety_wage_restraint_or_admin_channel,present,*Escalator percentages are contingent on joint efforts by the City and the Association to seek and ensure additional new revenues to the City for public safety.,,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,,Texas,Houston,Fire,Fire,"Houston Fire — Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters arbitration award, 2024–2029",Non-safety wage restraint / administrative channel,"Evidence that non-safety wages are routed through administrative pay plans, classification systems, consultation rather than bargaining, weaker impasse pathways, delayed studies, pay-grade adjustments, or limited wage channels.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Non-safety wage restraint / administrative channel because it shows non-safety wages being routed through an administrative pay plan, classification system, or consultation process rather than ordinary collective bargaining.",0,1
codify_20260709_tx_houston_fire_2024_other_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_fire_2024,TX,Houston,fire,fire,other,not_found,,,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_fire_2024/coded_passages.csv,,Texas,Houston,Fire,Fire,"Houston Fire — Houston Professional Fire Fighters Association, Local 341, International Association of Fire Fighters arbitration award, 2024–2029",Other wage-mechanism evidence,Relevant wage-mechanism evidence not captured by the other attributes. Use sparingly.,No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260709_tx_houston_other_2024_peer_comparator_wage_comparability_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_other_2024,TX,Houston,other,non_safety_general,peer_comparator_wage_comparability,not_found,,,corpus/tx_houston/tx_houston_hope_afscme123_meet_confer_2024.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_other_2024/coded_passages.csv,,Texas,Houston,Other / mixed municipal,General non-safety,"Houston Other / mixed municipal — Houston Organization of Public Employees / AFSCME Local 123 collective bargaining agreement, 2024–2027",Peer / comparator wage comparison,"Explicit use of peer cities, comparable communities, external labor markets, comparator jurisdictions, or comparable bargaining units to justify wage levels, increases, or schedules.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260709_tx_houston_other_2024_interest_arbitration_or_formal_impasse_backstop_0,2026-07-09_120200_full_codebook_live,2026-07-09,docs/analysis/gabriel_codify_full_codebook_outputs_2026-07-09.csv,tx_houston_other_2024,TX,Houston,other,non_safety_general,interest_arbitration_or_formal_impasse_backstop,present,"HOPE and the City shall select a mediator through a process of mutual agreement from the Federal Mediation and Conciliation Service (FMCS). B. Should HOPE elect to proceed directly to arbitration, the City and HOPE will select an arbitrator by immediately requesting a list of seven (7) arbitrators from the FMCS and alternatively striking the names ...",,corpus/tx_houston/tx_houston_hope_afscme123_meet_confer_2024.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-09_120200_full_codebook_live/gabriel_save_dir/tx_houston_other_2024/coded_passages.csv,,Texas,Houston,Other / mixed municipal,General non-safety,"Houston Other / mixed municipal — Houston Organization of Public Employees / AFSCME Local 123 collective bargaining agreement, 2024–2027",Interest arbitration / formal impasse backstop,"Wage-setting or successor-contract settlement shaped by formal impasse institutions, such as interest arbitration, conciliation, factfinding, mediation-to-award processes, or bargaining in the shadow of formal impasse resolution. Excludes ordinary grievance arbitration.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Interest arbitration / formal impasse backstop because it describes a formal impasse-resolution process (such as interest arbitration, conciliation, or fact-finding) used to set or settle contract terms -- distinct from ordinary grievance arbitration.",0,1
