readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256
B4X2500RDY-20260730-d61182df2c204f278eec,readiness_lane_001,11,pdf,pdf,B4X2500SRD-20260730-b3ed0ec35e217ee826c1,B4X2500V-20260730-03197,B4X2500LIVE-20260729-005195,B4X2500-20260729-05176,IN,Midwest,Bristol,"TOWN OF BRISTOL, INDIANA — SALARY ORDINANCE NO. 12-19-2024-28 (Police Department Employees / base wage rates for 2025)",https://mccmeetingspublic.blob.core.usgovcloudapi.net/bristolin-meet-25b3eb623b0941839458d329179b161d/ITEM-Attachment-001-78c2f954b01e4e8fb7d8f8a6d42b85b2.pdf,https://mccmeetingspublic.blob.core.usgovcloudapi.net/bristolin-meet-25b3eb623b0941839458d329179b161d/ITEM-Attachment-001-78c2f954b01e4e8fb7d8f8a6d42b85b2.pdf,salary_ordinance,high_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-b3ed0ec35e217ee826c1.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-b3ed0ec35e217ee826c1.pdf,sha256:a66cf3b310fe6a4f568026e41f1dea410dffd4da4f56859cd3fc9c953a9e776d,locally_available,local_only_not_replicated,local_research_workspace,1194654,a66cf3b310fe6a4f568026e41f1dea410dffd4da4f56859cd3fc9c953a9e776d
B4X2500RDY-20260730-8843fe7f2e801826bad1,readiness_lane_001,12,pdf,pdf,B4X2500SRD-20260730-09b60bf915e749efe06e,B4X2500V-20260730-04027,B4X2500LIVE-20260729-009608,B4X2500-20260729-09581,OK,South,Pond Creek,Pond Creek City Council Regular Meeting Minutes (Pay rate for swimming pool manager/assistant manager/lifeguards; 2024 season pay),https://static1.squarespace.com/static/62ec2be6c69284302a7c78df/t/65ca66b7cf0ca05844eb9639/1707763383748/MEETING%2BMINUTES%2BGEN%2B2-8-24.pdf,https://static1.squarespace.com/static/62ec2be6c69284302a7c78df/t/65ca66b7cf0ca05844eb9639/1707763383748/MEETING%2BMINUTES%2BGEN%2B2-8-24.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-09b60bf915e749efe06e.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-09b60bf915e749efe06e.pdf,sha256:388bdaf3162d6514c74dee5466e36b7e567b51e0142135fe50139cf1b95fa58c,locally_available,local_only_not_replicated,local_research_workspace,94968,388bdaf3162d6514c74dee5466e36b7e567b51e0142135fe50139cf1b95fa58c
B4X2500RDY-20260730-783e6f230c6fbe7327f6,readiness_lane_001,13,pdf,pdf,B4X2500SRD-20260730-47e9d1109ad46457b27f,B4X2500V-20260730-04869,B4X2500LIVE-20260729-007875,B4X2500-20260729-07840,MI,Midwest,Bloomfield charter,"Police Department Command Unit Contract - January 1, 2026 to December 31, 2028 (signed with attachments)",https://www.bloomfieldtwpmi.gov/media/2babeecw/command-contract-2026-2028_signed-with-attachments.pdf,https://bloomfieldtwpmi.gov/media/2babeecw/command-contract-2026-2028_signed-with-attachments.pdf,cba,high_priority_verification_ready,cba_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-47e9d1109ad46457b27f.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-47e9d1109ad46457b27f.pdf,sha256:c78d8a0a040ec881eec842d01fade99ca98198b6785aa1c1236a0e9387b4e889,locally_available,local_only_not_replicated,local_research_workspace,4243106,c78d8a0a040ec881eec842d01fade99ca98198b6785aa1c1236a0e9387b4e889
B4X2500RDY-20260730-7dcaed4d040db4744e1a,readiness_lane_001,14,pdf,pdf,B4X2500SRD-20260730-769809963509afb24f80,B4X2500V-20260730-05411,B4X2500LIVE-20260729-003288,B4X2500-20260729-03283,OH,Midwest,Hubbard,"Collective Bargaining Agreement between the Township of Hubbard, Ohio and the Fraternal Order of Police, Ohio Labor Council",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-08-0793.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-08-0793.pdf,cba,high_priority_verification_ready,cba_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-769809963509afb24f80.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-769809963509afb24f80.pdf,sha256:5fd9455c96a04cb9ca25baff97b6ba331603ef3d1c43ca2b883fe60beacfba19,locally_available,local_only_not_replicated,local_research_workspace,2247849,5fd9455c96a04cb9ca25baff97b6ba331603ef3d1c43ca2b883fe60beacfba19
B4X2500RDY-20260730-7615d60688f891d9142c,readiness_lane_001,15,pdf,pdf,B4X2500SRD-20260730-e86c11a8deb57f2f6cae,B4X2500V-20260730-05298,B4X2500LIVE-20260729-001476,B4X2500-20260729-01304,NY,Northeast,Lake Success,"Incorporated Village of Lake Success and Lake Success Police Benevolent Association, Inc. (PERB decision / award PDF)",https://perb.ny.gov/incorporated-village-lake-success-and-lake-success-police-benevolent-association-inc,https://perb.ny.gov/system/files/documents/2024/03/ia84-028-award-3-4-86.pdf,arbitration_award,high_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-e86c11a8deb57f2f6cae.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-e86c11a8deb57f2f6cae.pdf,sha256:ddec8703ddb63f953fe8f6f275976dc0ae57c954985a396a236a68a709de8758,locally_available,local_only_not_replicated,local_research_workspace,1315598,ddec8703ddb63f953fe8f6f275976dc0ae57c954985a396a236a68a709de8758
B4X2500RDY-20260730-7326ef8bca29811e8b60,readiness_lane_001,16,pdf,pdf,B4X2500SRD-20260730-b3d24f1b3aeea4638dd7,B4X2500V-20260730-03853,B4X2500LIVE-20260729-008921,B4X2500-20260729-08781,NY,Northeast,Eastchester,"Opinion and Award of Public Town of Eastchester Arbitration Panel (Case No. IA80-51; M80-542) — Local 456, International Brotherhood of Teamsters",https://perb.ny.gov/system/files/documents/2024/03/ia80-051-award-8-24-81.pdf,https://perb.ny.gov/system/files/documents/2024/03/ia80-051-award-8-24-81.pdf,arbitration_award,high_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-b3d24f1b3aeea4638dd7.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-b3d24f1b3aeea4638dd7.pdf,sha256:98cbd1ea97025ce081a5cd216c6113d744cd8d7b977f076a0c5efec09d99922f,locally_available,local_only_not_replicated,local_research_workspace,139674,98cbd1ea97025ce081a5cd216c6113d744cd8d7b977f076a0c5efec09d99922f
B4X2500RDY-20260730-e9c2164c08647593b357,readiness_lane_001,17,pdf,pdf,B4X2500SRD-20260730-d116e60f1f30cf048262,B4X2500V-20260730-00589,B4X2500LIVE-20260729-005435,B4X2500-20260729-05391,MI,Midwest,Ovid,CITY OF OVID 2025 SALARY SCHEDULE (Packet document),https://webgen1files1.revize.com/cityofovidmi/Packets/2025/jan%2013%202025%20pkt_202501101725.pdf,https://webgen1files1.revize.com/cityofovidmi/Packets/2025/jan%2013%202025%20pkt_202501101725.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-d116e60f1f30cf048262.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-d116e60f1f30cf048262.pdf,sha256:ed039fa64a6cbb6242cc52072ebc0f856880d569b9e521ae2cb9ebd65caa43f9,locally_available,local_only_not_replicated,local_research_workspace,6345157,ed039fa64a6cbb6242cc52072ebc0f856880d569b9e521ae2cb9ebd65caa43f9
B4X2500RDY-20260730-dc6f4a1958ab9b8b5ded,readiness_lane_001,18,pdf,pdf,B4X2500SRD-20260730-808d05c321b30b7f07e9,B4X2500V-20260730-03219,B4X2500LIVE-20260729-000365,B4X2500-20260729-00322,KS,Midwest,Syracuse,City Council minutes (pay raise motions discussed),https://www.syracuseks.gov/documents/139/010917.pdf,https://syracuseks.gov/documents/139/010917.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-808d05c321b30b7f07e9.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-808d05c321b30b7f07e9.pdf,sha256:ab347e0fa24268ef4fec6a1a8737c4f0b429f7b3e2bf16beca8f69f5f401c7e6,locally_available,local_only_not_replicated,local_research_workspace,318024,ab347e0fa24268ef4fec6a1a8737c4f0b429f7b3e2bf16beca8f69f5f401c7e6
B4X2500RDY-20260730-43be62019e220f0bd3d7,readiness_lane_001,19,pdf,pdf,B4X2500SRD-20260730-96024fc3b21da7ee203b,B4X2500V-20260730-03102,B4X2500LIVE-20260729-000128,B4X2500-20260729-00112,IL,Midwest,Green Oaks,"2015 ORDINANCE JOURNAL — 2015-O-10 “An Ordinance Ascertaining The Prevailing Rate of Wages For Laborers, Workmen and Mechanics Employed In Public Works of this Public Body” (Passed 6/25/2015)",https://www.greenoaks.org/wp-content/uploads/2022/03/Ordinance-Journal-2015-Website.pdf,https://greenoaks.org/wp-content/uploads/2022/03/Ordinance-Journal-2015-Website.pdf,cba,high_priority_verification_ready,cba_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-96024fc3b21da7ee203b.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-96024fc3b21da7ee203b.pdf,sha256:bbf5df1b0a8f45d13e7afaee62d7de1eb7ba189a429901f9329553d2a5178e37,locally_available,local_only_not_replicated,local_research_workspace,96831,bbf5df1b0a8f45d13e7afaee62d7de1eb7ba189a429901f9329553d2a5178e37
B4X2500RDY-20260730-7bdb31990565ec1f8915,readiness_lane_001,20,pdf,pdf,B4X2500SRD-20260730-549dd4add0c4fedb5d67,B4X2500V-20260730-03048,B4X2500LIVE-20260729-000018,B4X2500-20260729-00019,IA,Midwest,Earlham,"RESOLUTION NO. 25.31 — Amending Resolution No. 24-18, Setting Wages for Full-Time & Permanent Part-Time Employees (Includes Police Chief/Police Officer positions), Effective July 1, 2025",https://earlhamiowa.org/wp-content/uploads/2025/06/Res-No-25-31-Setting-2025-wages-1.pdf,https://earlhamiowa.org/wp-content/uploads/2025/06/Res-No-25-31-Setting-2025-wages-1.pdf,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-549dd4add0c4fedb5d67.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-549dd4add0c4fedb5d67.pdf,sha256:93d90d7f16b8a0722f0e25e6706d779e06dc7453c56067f260500ab02a649453,locally_available,local_only_not_replicated,local_research_workspace,133379,93d90d7f16b8a0722f0e25e6706d779e06dc7453c56067f260500ab02a649453
B4X2500RDY-20260730-415d09c46acd0cd07a65,readiness_lane_001,21,pdf,pdf,B4X2500SRD-20260730-bc14b8d6618d65c1735f,B4X2500V-20260730-03193,B4X2500LIVE-20260729-002746,B4X2500-20260729-02702,IN,Midwest,Jamestown,"Ordinance 2024-01 (2024 Salary Ordinance) — Salaries, Wages and Benefits of all employees and elected officials",https://www.in.gov/towns/jamestown/files/Ordinance-2024-01-2024-Salary-Ordinance-CLEAN.pdf,https://in.gov/towns/jamestown/files/Ordinance-2024-01-2024-Salary-Ordinance-CLEAN.pdf,salary_ordinance,high_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-bc14b8d6618d65c1735f.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-bc14b8d6618d65c1735f.pdf,sha256:ab5d8c3574bc500839da4042514f31c649ab3748777078b753ce395eccf3df79,locally_available,local_only_not_replicated,local_research_workspace,78685,ab5d8c3574bc500839da4042514f31c649ab3748777078b753ce395eccf3df79
