duplicate_group_id,sha256,expected_physical_copy_count,observed_physical_copy_count,canonical_relative_path,canonical_present,observed_alias_count,duplicate_bytes_reclaimable,issue_count,issues
SRC-DUP-31a082b58e8a0a65,31a082b58e8a0a657952e2d42f928844c27933c9a9a409291ed91ebdab1fbe59,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-2f7ec5f8c503930986b6.pdf,True,1,1620242,0,
SRC-DUP-326d1522463cbee8,326d1522463cbee897b7dcaf8b69c0525ad939f637cefa7047f9e1846e871bde,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-36ee5521f311c2a03687.pdf,True,1,33728003,0,
SRC-DUP-328de78bbf9efa8c,328de78bbf9efa8c430b4d6592bd10e93adab1501adc061fd09838a6cd5b6d20,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-6e6605ce6d781afe9d69.pdf,True,1,344642,0,
SRC-DUP-32ed63159c77e21e,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea,3,3,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-37bb4d7e7de7439b6e09.html,True,2,6076,0,
SRC-DUP-34009faaa8ef6df9,34009faaa8ef6df9922de8cb6d09efbea1a6249862cac1f24877373f09b7767c,2,2,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-1446cffafb00325e9bdc.html,True,1,15110,0,
SRC-DUP-3be8d598d237120c,3be8d598d237120c96f6102e6f4531c9719c3b46303402184009691e2b74bce0,2,2,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-e00629a2463432a96a38.html,True,1,3355,0,
SRC-DUP-3c6eec136f5a341a,3c6eec136f5a341a1ca6b8f14dbecf85ba49b480e61a09d6f001804da82666ef,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-573dc451ddd41479a8dd.pdf,True,1,212486,0,
SRC-DUP-3f9d123a918737b6,3f9d123a918737b6008e02566179b39bb78ed056d59cddb0b3d53f7528738b14,2,2,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/3f9d123a918737b6008e02566179b39bb78ed056d59cddb0b3d53f7528738b14.pdf,True,1,984990,0,
SRC-DUP-40b73402c5e50cde,40b73402c5e50cdeb5966185260c87a0d0b615da1063e4a65ac7547977d030f1,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-5a68bfa945aede249bce.pdf,True,1,3774882,0,
SRC-DUP-41244d86c6997804,41244d86c6997804b7a70e722d9ebcf55c4dbc200a9c3185ca8ec3120b59c027,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-232685ddcf9acfbf75b0.pdf,True,1,97868,0,
SRC-DUP-412a8ca5f2154d8a,412a8ca5f2154d8ae27effdf66b509da0e454e9dfe541325859731a35b8fe0dc,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-15020bb5cf53316b2568.pdf,True,1,9363330,0,
SRC-DUP-41a7ec69197c2724,41a7ec69197c27249b8287c75ed13d8f1e369e99d82c18ea06300b6a809eb5cc,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-c235f745761812712b13.pdf,True,1,1289182,0,
SRC-DUP-42487606b36ae003,42487606b36ae00399ce2757540e2ddf66d776cd25cbd0b4b5018b654f035a07,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-c7fb7c6797ba4d62ecd4.pdf,True,1,23386173,0,
SRC-DUP-47c328bf0d9e2635,47c328bf0d9e2635e0c736669e29698925a5b21dba38b0d9653d9e2ca80901e9,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-9316386549c65a839881.html,True,1,101005,0,
SRC-DUP-4942873ccfd392e9,4942873ccfd392e95a2e6bddb473b80cdcf29cc4e98485d5f8d31da86fc6efc9,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-781fdfea389136c0fcd3.pdf,True,1,493967,0,
SRC-DUP-49be9d240f510e0b,49be9d240f510e0b01bc57d3fb063584b319524bac67a15ab91d68d205f99be1,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-e32ff10376c149e33c68.pdf,True,1,7058100,0,
SRC-DUP-4b2c24fffaa7d008,4b2c24fffaa7d0081157cebed192cfe839e5c9af31eb551d5c6c6d426bfc25f7,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-bac87394fd86b3bb2c3d.pdf,True,1,343908,0,
SRC-DUP-4b52e194b0b51d23,4b52e194b0b51d23856e855f53f84bbe89d97fe14fb4983c2a66a48cfa7e9d19,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-ac3fa39c3ddc61abc27c.pdf,True,1,288690,0,
SRC-DUP-4bcbe8b92f0c9acd,4bcbe8b92f0c9acd0a85b230b68d9ac95e979750bf96f640f8b66672dc2d34a7,2,2,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-1e92e7587050d616c044.pdf,True,1,3915125,0,
SRC-DUP-4bf876e3627aa9c5,4bf876e3627aa9c59bb1d4e2af34ef10e7134de614b39194200caaa2408aa361,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-ef1a4abd97ad1529bdc4.pdf,True,1,749386,0,
SRC-DUP-4e83118135df62da,4e83118135df62da90038a29bc1fe258b837465a44c4bdce630b63bef5008de3,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-b12ad4703359b2fab6f8.pdf,True,1,1812365,0,
SRC-DUP-4e9f3dfff157859f,4e9f3dfff157859f108c7390246e6fb5a1fbd959462af2eda6594b3b257a63c6,2,2,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/4e9f3dfff157859f108c7390246e6fb5a1fbd959462af2eda6594b3b257a63c6.pdf,True,1,4723779,0,
SRC-DUP-5278d42862cea865,5278d42862cea8654c2a2b7240dcd6cf7b30592a27151e3b76bf826978bf5e1d,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-25aac8cd50a26de33597.pdf,True,1,153719,0,
SRC-DUP-54b12189d99be1d5,54b12189d99be1d572591e8315d6736656d01f3385366aba9767c2cb9a82af68,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-382165d519c4fbd0a819.pdf,True,1,1237593,0,
SRC-DUP-5564674dbd83c51d,5564674dbd83c51df7e0b319fe4d48512520c193aa6f8dbf3c378cf2683aa480,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-c49b59a240f97b8b12f0.pdf,True,1,6792480,0,
SRC-DUP-55f0ad8305b0d44d,55f0ad8305b0d44de4cd6bd8faab4c72f71b73126d01d5bbfca9f285769c9edb,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-c3f4fa523d12e2104b69.pdf,True,1,4326303,0,
SRC-DUP-5744d937b622e575,5744d937b622e575a6d3306de8bf148d7ec2d9241195263e2ee3ad6b8b15aad3,3,3,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-86be8c9c4a39c6b75d3d.html,True,2,8,0,
SRC-DUP-5bbf6ac0ea2bfae8,5bbf6ac0ea2bfae862d9f73084f78c3cd15b6ade4d049bec74a6ff80c8fb2412,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-ac17c9a31f82372a79fa.pdf,True,1,246591,0,
SRC-DUP-6796141cc89d284b,6796141cc89d284bcf3de54e96ead330a07affc713b7762cce43c600ee3f3583,2,2,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-771c7fe77082a9a73adf.pdf,True,1,822614,0,
SRC-DUP-6bddf764ac41a9ec,6bddf764ac41a9ecc0b1a68e7d85bd5ccb97a85587110bda897148d301845a12,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-c85fdf818b767af67d7f.pdf,True,1,1317962,0,
SRC-DUP-6c95db0377043e3a,6c95db0377043e3a81be8113ddab4a2b256b06e19339fb8dd094f751e27eb3f6,2,2,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-62eb11c0ab616aac4fc9.pdf,True,1,345633,0,
SRC-DUP-6dc9c7fc93bb488b,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,3,3,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-9437ef47d51cb7911c3a.html,True,2,228,0,
SRC-DUP-6e1ec2dc493c1cb5,6e1ec2dc493c1cb5524f631131ad8e52815ec5c9c1445d8cbb78addfea6f182a,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-d0579b5d3d89f3754445.html,True,1,686,0,
SRC-DUP-7035bddd46e8b2ef,7035bddd46e8b2ef8f30da7d8ce9e21699c5ab6541718930d7cab2c11e54025b,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-fcc617d0168f3b2711e6.pdf,True,1,652652,0,
SRC-DUP-70acb5036b52b16d,70acb5036b52b16d49e8eb6f450ce781b14718fd27e96d7b7215d8e08a0ae259,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-71282f43751f8886d6bf.pdf,True,1,492755,0,
SRC-DUP-727059201a297d50,727059201a297d5036a7884fba4082a1d6ad88fe785f231655ceb6953b6d22b4,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-8962426e5018c97aae20.pdf,True,1,2068499,0,
SRC-DUP-794bb58a86f1626d,794bb58a86f1626dbf6313d9d52087d37da37715adef11ae4b75195854cca1b4,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-1f4b5870c79f1e67b187.pdf,True,1,273708,0,
SRC-DUP-799d52a908a8a855,799d52a908a8a8553b946d9539387db33b7b7d0e3bbdc5a1e1ac7b98d9a9fd3b,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-7114b3f3bf6d82ebb08b.pdf,True,1,125538,0,
SRC-DUP-7dfa8d6d9f77c32d,7dfa8d6d9f77c32d1b8ad9bdd5c8668cc068bc51559c2d8efee442c92e7c02e4,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-24b2eab295b9cebedcb7.pdf,True,1,185694,0,
SRC-DUP-8003161c0715ab16,8003161c0715ab16f0a716ae18b7952639eff686667b5cb54cf127ef16793808,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-25b317461bc9f10794c9.pdf,True,1,381781,0,
SRC-DUP-805e637e076add44,805e637e076add4464537be25908b811a826b201d3ce29cf49560af27994c3fa,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-6e6509364dbce219f878.pdf,True,1,982872,0,
SRC-DUP-8492feb9bcfc15ca,8492feb9bcfc15ca89078491772d1877995ef5991c7ac1abbf9dd8ea32312860,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-12f39403885c2ca9946b.pdf,True,1,682630,0,
SRC-DUP-85f7f315c6778cca,85f7f315c6778cca70a8cf76fb9c81ba9aa70a47f5f7f5725a2b9bf979ba1a56,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-23beabd3887515ea5d1f.pdf,True,1,652557,0,
SRC-DUP-862e8b5371188165,862e8b537118816566c4173dd987d42a56ad1811a37b33a15cf7696ff7e48bb6,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-4fd707ba9cdcc3afea3a.pdf,True,1,1902883,0,
SRC-DUP-8741390ca8a38c33,8741390ca8a38c334d0655cd2ffbdc2ea2b9d28cae40688d57f1f6909e734ede,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-515d4c059089801d92c7.pdf,True,1,453757,0,
SRC-DUP-8822345942933e27,8822345942933e27bfc6298da6e7e946a04364920b1416c926d45ba555a2d75f,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-873718881f8e4bf32e4c.pdf,True,1,2134015,0,
SRC-DUP-8a9405dc2bfeefb9,8a9405dc2bfeefb9d00392b92a1d9de689cd5baa6fb5887cf8d87f1a3a767510,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-ddca069a0350ab3bfedc.pdf,True,1,68994,0,
SRC-DUP-8fffefc07b010080,8fffefc07b0100805f143feb7151a9ca020c15d6ba829c25d72308a83583b798,2,2,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-650cefc365cf08249506.pdf,True,1,199250,0,
SRC-DUP-94547b97cb5e5114,94547b97cb5e51147211d369fec17f7c7bcf5bbf7f8ba285f981ca702912bc54,2,2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-24822b4858f072f3c76b.html,True,1,1548,0,
