verification_row_id,source_candidate_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,canonical_locator_before_verification,source_domain,source_family_hint,document_type_hint,candidate_quality_tier,possible_mechanism_hints,prior_seen_locator_flag,prior_verification_status,verification_status,http_status_code,redirect_count,final_canonical_locator,content_type_header,content_length_header,transport_error_type,verification_attempt_count,verification_started_at,verification_completed_at,worker_id,checkpoint_id,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes,queue_disposition,queue_exclusion_reason,input_row_number
BCV-20260728-00606,B4XPAR-20260727-000013,broad_4x1000_deduped,verify_lane_001,606,IA,Midwest,Eldridge,Scott County (19163; primary),City Code § 3.06 Compensation of Employees (City and Utility Board employees),https://codelibrary.amlegal.com/codes/eldridgeia/latest/eldridge_ia/0-0-0-287,https://codelibrary.amlegal.com/codes/eldridgeia/latest/eldridge_ia/0-0-0-287,codelibrary.amlegal.com,other_local_government_pay_policy,ordinance_or_policy,pending_combined_review,non_safety_constraint_signal,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_001,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,locked_for_verification,,11
BCV-20260728-00330,B4XPAR-20260727-000014,broad_4x1000_deduped,verify_lane_001,330,IA,Midwest,Eldridge,Scott County (19163; primary),Agendas & Minutes (City of Eldridge) landing page for searching council/board attached wage/policy documents,https://cityofeldridgeia.org/agendas-minutes/,https://cityofeldridgeia.org/agendas-minutes,cityofeldridgeia.org,agenda_packet_or_minutes,agenda_cover_sheet,pending_combined_review,non_safety_constraint_signal,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_001,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=unclear; occupation_hint=unclear.,locked_for_verification,,12
BCV-20260728-03058,B4XPAR-20260727-000015,broad_4x1000_deduped,verify_lane_002,914,IA,Midwest,Emmetsburg,Palo Alto County (19147; primary),City of Emmetsburg Personnel Policy Manual (February 2022) - Compensation/Pay & Work Period Provisions,https://www.emmetsburg.lib.ia.us/application/files/8316/7932/4914/4.1__City_of_Emmetsburg_Personnel_Policy_Manual_February_2022.pdf,https://emmetsburg.lib.ia.us/application/files/8316/7932/4914/4.1__City_of_Emmetsburg_Personnel_Policy_Manual_February_2022.pdf,emmetsburg.lib.ia.us,personnel_policy,ordinance_or_policy,pending_combined_review,non_safety_constraint_signal,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_002,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=unclear; occupation_hint=unclear.,locked_for_verification,,13
BCV-20260728-00528,B4XPAR-20260727-000016,broad_4x1000_deduped,verify_lane_001,528,IA,Midwest,Huxley,Story County (19169; primary),CITY COUNCIL MEETING NOTICE / COUNCIL AGENDA & PACKET (includes FY 2022 police pay/classification table),https://cms2.revize.com/revize/huxley/Government/city%20council/2021/06-22-21%20Council%20Agenda%20%26%20Packet.pdf,https://cms2.revize.com/revize/huxley/Government/city%20council/2021/06-22-21%20Council%20Agenda%20%26%20Packet.pdf,cms2.revize.com,agenda_packet_or_minutes,agenda_cover_sheet,pending_combined_review,fiscal_constraint_signal,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_001,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,locked_for_verification,,14
BCV-20260728-00792,B4XPAR-20260727-000018,broad_4x1000_deduped,verify_lane_001,792,IA,Midwest,Iowa Falls,Hardin County (19083; primary),"City of Iowa Falls and Iowa Falls Police Department Collective Bargaining Unit, Local No 1 — Order of Certification (CEO 1031)",https://eab.iowa.gov/media/316/download?inline=,https://eab.iowa.gov/media/316/download,eab.iowa.gov,cba,index_page,pending_combined_review,,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_001,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,locked_for_verification,,15
BCV-20260728-05082,B4XPAR-20260727-000019,broad_4x1000_deduped,verify_lane_003,795,IA,Midwest,Iowa Falls,Hardin County (19083; primary),City of Iowa Falls and Teamsters Local Union No. 650 — Amendment of Certification (CEO 828) (Case No 7204),https://eab.iowa.gov/media/317/download?inline=,https://eab.iowa.gov/media/317/download,eab.iowa.gov,unknown_or_needs_review,index_page,pending_combined_review,,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_003,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,locked_for_verification,,16
BCV-20260728-04410,B4XPAR-20260727-000020,broad_4x1000_deduped,verify_lane_003,123,IA,Midwest,Iowa Falls,Hardin County (19083; primary),"City Council Regular Meeting Minutes (includes claims/insurance renewal; does not show labor pay schedule in retrieved excerpt) — January 20, 2025",https://bloximages.newyork1.vip.townnews.com/timescitizen.com/content/tncms/assets/v3/editorial/6/26/62632562-d98d-11ef-871b-63a6f17ba2fd/67924328a74a0.pdf.pdf,https://bloximages.newyork1.vip.townnews.com/timescitizen.com/content/tncms/assets/v3/editorial/6/26/62632562-d98d-11ef-871b-63a6f17ba2fd/67924328a74a0.pdf.pdf,bloximages.newyork1.vip.townnews.com,budget_or_pay_plan,meeting_minutes,pending_combined_review,non_safety_constraint_signal,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_003,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=unclear; occupation_hint=unclear.,locked_for_verification,,17
BCV-20260728-06801,B4XPAR-20260727-000021,broad_4x1000_deduped,verify_lane_004,371,IA,Midwest,Iowa Falls,Hardin County (19083; primary),Meeting Agendas & Minutes listing page (City of Iowa Falls),https://www.cityofiowafalls.com/meeting-agendas--minutes.html,https://cityofiowafalls.com/meeting-agendas--minutes.html,cityofiowafalls.com,agenda_packet_or_minutes,index_page,pending_combined_review,,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_004,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=unclear; occupation_hint=unclear.,locked_for_verification,,18
BCV-20260728-05432,B4XPAR-20260727-000022,broad_4x1000_deduped,verify_lane_003,1145,IA,Midwest,Jesup,Buchanan County (19019; primary); Black Hawk County (19013),Personnel Policy Final (includes note that a Union Collective Bargaining Agreement exists and governs some positions; supersession language for CBA vs handbook),https://www.jesupiowa.com/vertical/Sites/%7B0FCC6527-8F26-4694-9E90-5036C736E96D%7D/uploads/Personnel_Policy_Final_07-01-2021.pdf,https://jesupiowa.com/vertical/Sites/%7B0FCC6527-8F26-4694-9E90-5036C736E96D%7D/uploads/Personnel_Policy_Final_07-01-2021.pdf,jesupiowa.com,personnel_policy,insufficient_source,pending_combined_review,,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_003,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,locked_for_verification,,19
BCV-20260728-01144,B4XPAR-20260727-000023,broad_4x1000_deduped,verify_lane_001,1144,IA,Midwest,Jesup,Buchanan County (19019; primary); Black Hawk County (19013),City Council Minutes (references wage and contract proposal for the police department; tabled for later),https://jesupiowa.com/vertical/sites/%7B0FCC6527-8F26-4694-9E90-5036C736E96D%7D/uploads/MN_October_6_2025.pdf,https://jesupiowa.com/vertical/sites/%7B0FCC6527-8F26-4694-9E90-5036C736E96D%7D/uploads/MN_October_6_2025.pdf,jesupiowa.com,agenda_packet_or_minutes,meeting_minutes,pending_combined_review,,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_001,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,locked_for_verification,,20
BCV-20260728-03288,B4XPAR-20260727-000024,broad_4x1000_deduped,verify_lane_002,1144,IA,Midwest,Jesup,Buchanan County (19019; primary); Black Hawk County (19013),City Council Minutes (approves wage-related proposals/bonuses for city employees; includes reserve officer hourly wage setting outside union contract per minutes),https://jesupiowa.com/vertical/sites/%7B0FCC6527-8F26-4694-9E90-5036C736E96D%7D/uploads/MN_November_3_2025.pdf,https://jesupiowa.com/vertical/sites/%7B0FCC6527-8F26-4694-9E90-5036C736E96D%7D/uploads/MN_November_3_2025.pdf,jesupiowa.com,budget_or_pay_plan,meeting_minutes,pending_combined_review,market_or_comparability_pressure;non_safety_constraint_signal,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_002,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,locked_for_verification,,21
BCV-20260728-02751,B4XPAR-20260727-000025,broad_4x1000_deduped,verify_lane_002,607,IA,Midwest,Mitchellville,Polk County (19153; primary); Jasper County (19099),"City of Mitchellville Code of Ordinances, Chapter 30 Police Department, Section 30.05 Compensation",https://codelibrary.amlegal.com/codes/mitchellville/latest/mitchellville_ia/0-0-0-701,https://codelibrary.amlegal.com/codes/mitchellville/latest/mitchellville_ia/0-0-0-701,codelibrary.amlegal.com,other_local_government_pay_policy,ordinance_or_policy,pending_combined_review,strike_or_no_strike_constraint,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_002,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,locked_for_verification,,22
BCV-20260728-07037,B4XPAR-20260727-000026,broad_4x1000_deduped,verify_lane_004,607,IA,Midwest,Mitchellville,Polk County (19153; primary); Jasper County (19099),"City of Mitchellville Code of Ordinances, Chapter 35 Fire Department, Section 35.05 Compensation",https://codelibrary.amlegal.com/codes/mitchellville/latest/mitchellville_ia/0-0-0-752,https://codelibrary.amlegal.com/codes/mitchellville/latest/mitchellville_ia/0-0-0-752,codelibrary.amlegal.com,other_local_government_pay_policy,ordinance_or_policy,pending_combined_review,strike_or_no_strike_constraint,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_004,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=fire; occupation_hint=fire.,locked_for_verification,,23
BCV-20260728-04893,B4XPAR-20260727-000027,broad_4x1000_deduped,verify_lane_003,606,IA,Midwest,Mitchellville,Polk County (19153; primary); Jasper County (19099),"City of Mitchellville Code of Ordinances, Chapter 21 City Administrator, Section 21.01 Appointment and Compensation",https://codelibrary.amlegal.com/codes/mitchellville/latest/mitchellville_ia/0-0-0-549,https://codelibrary.amlegal.com/codes/mitchellville/latest/mitchellville_ia/0-0-0-549,codelibrary.amlegal.com,other_local_government_pay_policy,ordinance_or_policy,pending_combined_review,non_safety_constraint_signal,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_003,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,locked_for_verification,,24
BCV-20260728-00251,B4XPAR-20260727-000028,broad_4x1000_deduped,verify_lane_001,251,IA,Midwest,Monticello,Jones County (19105; primary),"RESOLUTION #2023-68: Adopting Wage Chart for Full Time Hourly Employees and Adopting Other Employee Benefits for July 1, 2023 through June 30, 2026",https://www.ci.monticello.ia.us/wp-content/uploads/2024/02/Council-Agenda-Packet-3.pdf,https://ci.monticello.ia.us/wp-content/uploads/2024/02/Council-Agenda-Packet-3.pdf,ci.monticello.ia.us,other_local_government_pay_policy,ordinance_or_policy,pending_combined_review,,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_001,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,locked_for_verification,,25
BCV-20260728-07916,B4XPAR-20260727-000030,broad_4x1000_deduped,verify_lane_004,1486,IA,Midwest,New Hampton,Chickasaw County (19037; primary),City Council Agenda 6.3.24 (includes reference to Local Union #2003 signed labor agreement with 3-year scheduled wage increases),https://www.newhamptonia.com/wp-content/uploads/2024/05/City-Council-Agenda-6.3.24.pdf,https://newhamptonia.com/wp-content/uploads/2024/05/City-Council-Agenda-6.3.24.pdf,newhamptonia.com,agenda_packet_or_minutes,agenda_cover_sheet,pending_combined_review,non_safety_constraint_signal,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_004,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=unclear; occupation_hint=unclear.,locked_for_verification,,26
BCV-20260728-03630,B4XPAR-20260727-000031,broad_4x1000_deduped,verify_lane_002,1486,IA,Midwest,New Hampton,Chickasaw County (19037; primary),City Council Packet 9.16.2022 (includes direction to sign Memo of Understanding with Local Union 2003 increasing Police Department hourly and salaried wages),https://www.newhamptonia.com/wp-content/uploads/2022/09/City-Council-Packet-9.16.2022.pdf,https://newhamptonia.com/wp-content/uploads/2022/09/City-Council-Packet-9.16.2022.pdf,newhamptonia.com,mou_or_memorandum,agenda_cover_sheet,pending_combined_review,,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_002,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,locked_for_verification,,27
BCV-20260728-02686,B4XPAR-20260727-000032,broad_4x1000_deduped,verify_lane_002,542,IA,Midwest,Red Oak,Montgomery County (19137; primary),"Resolution 2025-22 Approval of Teamsters Police Union Local 238 Contract July 1, 2025–June 30, 2028 (Exhibit A: tentative agreement)",https://cms3.revize.com/revize/redoakia/3-10-25%20SPecial%20CC%20Agenda%20Packet.pdf,https://cms3.revize.com/revize/redoakia/3-10-25%20SPecial%20CC%20Agenda%20Packet.pdf,cms3.revize.com,mou_or_memorandum,memorandum_or_settlement,pending_combined_review,,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_002,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,locked_for_verification,,28
BCV-20260728-00542,B4XPAR-20260727-000034,broad_4x1000_deduped,verify_lane_001,542,IA,Midwest,Red Oak,Montgomery County (19137; primary),Resolution 2025-20 Wage Adjustments for Achieving Water and Wastewater Certification in Various Grades (hourly wage adjustment policy tied to certifications),https://cms3.revize.com/revize/redoakia/AMENDED%20City%20Council%20Agenda%20and%20Packet%20March%203%202025.pdf,https://cms3.revize.com/revize/redoakia/AMENDED%20City%20Council%20Agenda%20and%20Packet%20March%203%202025.pdf,cms3.revize.com,other_local_government_pay_policy,ordinance_or_policy,pending_combined_review,,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_001,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,locked_for_verification,,29
BCV-20260728-04258,B4XPAR-20260727-000035,broad_4x1000_deduped,verify_lane_002,2114,IA,Midwest,Wilton,Muscatine County (19139; primary); Cedar County (19031),RESOLUTION 06232025A - A RESOLUTION SETTING SALARIES & WAGES FOR FISCAL YEAR 2026,https://www.wiltoniowa.gov/media/5096,https://wiltoniowa.gov/media/5096,wiltoniowa.gov,other_local_government_pay_policy,ordinance_or_policy,pending_combined_review,fiscal_constraint_signal,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_002,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,locked_for_verification,,30
BCV-20260728-08554,B4XPAR-20260727-000037,broad_4x1000_deduped,verify_lane_004,2124,IA,Midwest,Winterset,Madison County (19121; primary),"City Council Resolution No. 2026-13 Approving The Tentative Collective Bargaining Agreement Between The City Of Winterset, Iowa And Teamsters Local 238",https://www.winterset.gov/AgendaCenter/ViewFile/Minutes/_03022026-350,https://winterset.gov/AgendaCenter/ViewFile/Minutes/_03022026-350,winterset.gov,agenda_packet_or_minutes,agenda_cover_sheet,pending_combined_review,,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_004,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=unclear; occupation_hint=unclear.,locked_for_verification,,31
BCV-20260728-06412,B4XPAR-20260727-000038,broad_4x1000_deduped,verify_lane_003,2125,IA,Midwest,Winterset,Madison County (19121; primary),City Council Resolution Setting Salary Rates for Department Supervisors (FY 2025-2026 pay increase mechanism tied to union-negotiated percentage for non-exempt city employees),https://winterset.gov/AgendaCenter/ViewFile/Minutes/_06162025-309,https://winterset.gov/AgendaCenter/ViewFile/Minutes/_06162025-309,winterset.gov,agenda_packet_or_minutes,meeting_minutes,pending_combined_review,non_safety_constraint_signal,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_003,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,locked_for_verification,,32
BCV-20260728-06509,B4XPAR-20260727-000039,broad_4x1000_deduped,verify_lane_004,79,IL,Midwest,Barrington,Cook County (17031; primary); Lake County (17097),FOP Agreement 2023 thru 2025 PD and FOP MOUs and Uniforms (Uniforms 2024 included),https://www.barrington-il.gov/wp-content/uploads/2024/12/FOP-Agreement-2023-thru-2025-PD-and-FOP-MOUs-Uniforms-2024.pdf,https://barrington-il.gov/wp-content/uploads/2024/12/FOP-Agreement-2023-thru-2025-PD-and-FOP-MOUs-Uniforms-2024.pdf,barrington-il.gov,wage_schedule,cba,pending_combined_review,,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_004,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,locked_for_verification,,33
BCV-20260728-02223,B4XPAR-20260727-000040,broad_4x1000_deduped,verify_lane_002,79,IL,Midwest,Barrington,Cook County (17031; primary); Lake County (17097),"Agreement Between Village of Barrington, Illinois and Barrington Firefighters, Local 3481",https://www.barrington-il.gov/wp-content/uploads/2024/12/CBA-IAFF-2023-2026.pdf,https://barrington-il.gov/wp-content/uploads/2024/12/CBA-IAFF-2023-2026.pdf,barrington-il.gov,cba,cba,pending_combined_review,,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_002,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=fire; occupation_hint=fire.,locked_for_verification,,34
BCV-20260728-04366,B4XPAR-20260727-000041,broad_4x1000_deduped,verify_lane_003,79,IL,Midwest,Barrington,Cook County (17031; primary); Lake County (17097),2026 Budget Ordinance (Group Exhibit A: Compensation Plan schedules for non-represented employees),https://www.barrington-il.gov/wp-content/uploads/2024/12/2026-Budget-Ordinance.pdf,https://barrington-il.gov/wp-content/uploads/2024/12/2026-Budget-Ordinance.pdf,barrington-il.gov,budget_or_pay_plan,wage_schedule_or_compensation_plan,pending_combined_review,market_or_comparability_pressure;non_safety_constraint_signal,false,,verification_not_run,,,,,,,0,,,worker_verify_lane_003,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,locked_for_verification,,35
