verification_row_id,source_candidate_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,canonical_locator_before_verification,source_domain,source_family_hint,document_type_hint,candidate_quality_tier,possible_mechanism_hints,prior_seen_locator_flag,prior_verification_status,verification_status,http_status_code,redirect_count,final_canonical_locator,content_type_header,content_length_header,transport_error_type,verification_attempt_count,verification_started_at,verification_completed_at,worker_id,checkpoint_id,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes,queue_disposition,queue_exclusion_reason,input_row_number
,B4XPAR-20260727-001041,broad_4x1000_deduped,,,KY,South,Shepherdsville,Bullitt County (21029; primary),ORDINANCE 023-042 — AN ORDINANCE APPROVING THE TENTATIVE COLLECTIVE BARGAINING AGREEMENT FOR THE SHEPHERDSVILLE POLICE DEPARTMENT PERSONNEL…,https://kypublicnotice.com/KYLegals/2023/70235-2023-07-31_1004.pdf,https://kypublicnotice.com/KYLegals/2023/70235-2023-07-31_1004.pdf,kypublicnotice.com,cba,cba,pending_combined_review,,false,verified_source_lead,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,excluded,already_present_in_prior_verification_results,968
,B4XPAR-20260727-001159,broad_4x1000_deduped,,,NC,South,Stallings,Union County (37179; primary); Mecklenburg County (37119),Town Council meeting minutes PDF (includes discussion of Police body cameras contract renewal and other non-wage items),https://www.stallingsnc.org/LinkClick.aspx?fileticket=XLdOxy4aO3Q%3D&portalid=0,https://stallingsnc.org/LinkClick.aspx,stallingsnc.org,agenda_packet_or_minutes,meeting_minutes,pending_combined_review,,false,verified_source_lead,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=unclear; occupation_hint=unclear.,excluded,already_present_in_prior_verification_results,1080
,B4XPAR-20260727-001277,broad_4x1000_deduped,,,TX,South,Gatesville,Coryell County (48099; primary),2025 HR RFP – personnel classification & compensation salary survey,https://www.gatesvilletx.com/sites/default/files/fileattachments/finance_amp_human_resources/page/5944/2025-hr_rfp_vt6.12.25.pdf,https://gatesvilletx.com/sites/default/files/fileattachments/finance_amp_human_resources/page/5944/2025-hr_rfp_vt6.12.25.pdf,gatesvilletx.com,classification_study,wage_schedule_or_compensation_plan,pending_combined_review,market_or_comparability_pressure,false,verified_source_lead,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,excluded,already_present_in_prior_verification_results,1186
,B4XPAR-20260727-001296,broad_4x1000_deduped,,,TX,South,Pampa,Gray County (48179; primary),"City of Pampa General Government Pay Plan (includes Skilled Based Pay Plan) (effective October 1, 2012; revised October 1, 2011)",https://cms3.revize.com/revize/pampatx/Documents/Departments/Finance/Financial%20Services/Budgets/proposed_budget_web2_201409221621231179.pdf,https://cms3.revize.com/revize/pampatx/Documents/Departments/Finance/Financial%20Services/Budgets/proposed_budget_web2_201409221621231179.pdf,cms3.revize.com,budget_or_pay_plan,wage_schedule_or_compensation_plan,pending_combined_review,non_safety_constraint_signal,false,verified_source_lead,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,excluded,already_present_in_prior_verification_results,1204
,B4XPAR-20260727-001304,broad_4x1000_deduped,,,TX,South,Seabrook,Harris County (48201; primary); Chambers County (48071); Galveston County (48167),Ordinance No. 2023-32 (Seabrook Police Compensation Plan referenced in Exhibit “A”),https://www.seabrooktx.gov/DocumentCenter/View/17172/Ordinance-No-2023-32,https://seabrooktx.gov/DocumentCenter/View/17172/Ordinance-No-2023-32,seabrooktx.gov,budget_or_pay_plan,ordinance_or_policy,pending_combined_review,,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,excluded,already_present_in_prior_verification_results,1210
,B4XPAR-20260727-001323,broad_4x1000_deduped,,,VA,South,Front Royal,Warren County (51187; primary),TOWN OF FRONT ROYAL – EMPLOYEE HANDBOOK (Compensation / Pay Plan sections),https://frontroyalva.com/DocumentCenter/View/4005/Employee-Handbook,https://frontroyalva.com/DocumentCenter/View/4005/Employee-Handbook,frontroyalva.com,budget_or_pay_plan,ordinance_or_policy,pending_combined_review,non_safety_constraint_signal,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=unclear; occupation_hint=unclear.,excluded,already_present_in_prior_verification_results,1228
,B4XPAR-20260727-001496,broad_4x1000_deduped,,,CO,West,Steamboat Springs,Routt County (08107; primary),2024 Budget — general personnel pay plan narrative (includes sworn police/fire note and general compensation approach),https://www.steamboatsprings.net/DocumentCenter/View/30797/2024-Budget,https://steamboatsprings.net/DocumentCenter/View/30797/2024-Budget,steamboatsprings.net,budget_or_pay_plan,context_only,pending_combined_review,market_or_comparability_pressure;non_safety_constraint_signal,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,excluded,already_present_in_prior_verification_results,1386
,B4XPAR-20260727-001736,broad_4x1000_deduped,,,IL,Midwest,Antioch,Lake County (17097; primary),Memorandum of Agreement (Illinois Fraternal Order of Police Labor Council) – VEBA contribution revisions,https://www.antioch.il.gov/download/Approved%20Resolutions/2021/Resolution-No.-21-31-Approve-Certain-memorandum-with-the-FOP-6_14_21.pdf,https://antioch.il.gov/download/Approved%20Resolutions/2021/Resolution-No.-21-31-Approve-Certain-memorandum-with-the-FOP-6_14_21.pdf,antioch.il.gov,mou_or_memorandum,memorandum_or_settlement,pending_combined_review,,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,excluded,already_present_in_prior_verification_results,1606
,B4XPAR-20260727-001737,broad_4x1000_deduped,,,IL,Midwest,Antioch,Lake County (17097; primary),Memorandum of Understanding (Village of Antioch and FOP Labor Council) – ratifying renewal/extension; vacation accrual grievance withdrawal/voiding,https://www.antioch.il.gov/download/Approved%20Resolutions/2021/Resolution-No.-20-57-Ratifying-the-Renewal-and-Extension-of-the-Collective-bargaining-Agreement-with-the-Fraternal-Order-of-Police-1_27_2021.pdf,https://antioch.il.gov/download/Approved%20Resolutions/2021/Resolution-No.-20-57-Ratifying-the-Renewal-and-Extension-of-the-Collective-bargaining-Agreement-with-the-Fraternal-Order-of-Police-1_27_2021.pdf,antioch.il.gov,mou_or_memorandum,memorandum_or_settlement,pending_combined_review,,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,excluded,already_present_in_prior_verification_results,1607
,B4XPAR-20260727-001780,broad_4x1000_deduped,,,IL,Midwest,Mokena,Will County (17197; primary),Fiscal 2014 Budget — Salary Schedule (includes Police salary lines and other positions),https://www.mokena.org/files/documents/FY14Budget.pdf,https://mokena.org/files/documents/FY14Budget.pdf,mokena.org,budget_or_pay_plan,wage_schedule_or_compensation_plan,pending_combined_review,fiscal_constraint_signal,false,verified_source_lead,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=unclear; occupation_hint=unclear.,excluded,already_present_in_prior_verification_results,1649
,B4XPAR-20260727-001792,broad_4x1000_deduped,,,IL,Midwest,Western Springs,Cook County (17031; primary),Patrol Officers - MAP 360 Agreement 2022-2025 (PDF),https://wsprings.com/DocumentCenter/View/9763/Patrol-Officers---MAP-360-Agreement-2022-2025-PDF,https://wsprings.com/DocumentCenter/View/9763/Patrol-Officers---MAP-360-Agreement-2022-2025-PDF,wsprings.com,cba,cba,pending_combined_review,,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,excluded,already_present_in_prior_verification_results,1661
,B4XPAR-20260727-001794,broad_4x1000_deduped,,,IL,Midwest,Western Springs,Cook County (17031; primary),Public Works - Teamsters 700 Final Agreement 2023-2026 (PDF),https://wsprings.com/DocumentCenter/View/10152/Public-Works---Teamsters-700-Final-Agreement-2023-2026-PDF,https://wsprings.com/DocumentCenter/View/10152/Public-Works---Teamsters-700-Final-Agreement-2023-2026-PDF,wsprings.com,cba,cba,pending_combined_review,non_safety_constraint_signal,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,excluded,already_present_in_prior_verification_results,1663
,B4XPAR-20260727-002105,broad_4x1000_deduped,,,OH,Midwest,Norwich,Franklin County (39049; primary),Collective Bargaining Agreement (Norwich Township Firefighters IAFF Local 1723) — Agreement between the Norwich Township Trustees and Norw.ich Township Firefighters IA.FF Local 1723,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-CON-01-0793.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-CON-01-0793.pdf,dam.assets.ohio.gov,cba,cba,pending_combined_review,,false,verified_source_lead,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=fire; occupation_hint=fire.,excluded,already_present_in_prior_verification_results,1945
,B4XPAR-20260727-002202,broad_4x1000_deduped,,,CT,Northeast,Clinton,Lower Connecticut River Valley Planning Region (09130; primary),Dispatchers and Animal Control Contract 2020-2023,https://clintonct.org/DocumentCenter/View/7547/Dispatchers-and-Animal-Control-Contract-2020-2023,https://clintonct.org/DocumentCenter/View/7547/Dispatchers-and-Animal-Control-Contract-2020-2023,clintonct.org,cba,cba,pending_combined_review,,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=unclear; occupation_hint=unclear.,excluded,already_present_in_prior_verification_results,2038
,B4XPAR-20260727-002203,broad_4x1000_deduped,,,CT,Northeast,Clinton,Lower Connecticut River Valley Planning Region (09130; primary),Clerical Union Contract until 2024-2027,https://clintonct.org/DocumentCenter/View/14387/Clerical-Union-Contract-until-2024-2027,https://clintonct.org/DocumentCenter/View/14387/Clerical-Union-Contract-until-2024-2027,clintonct.org,cba,cba,pending_combined_review,non_safety_constraint_signal,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,excluded,already_present_in_prior_verification_results,2039
,B4XPAR-20260727-002265,broad_4x1000_deduped,,,MA,Northeast,East Bridgewater,Plymouth County (25023; primary),Firefighters Association Local 2768 MOA 2022-2025 (PDF),https://www.eastbridgewaterma.gov/1861/Firefighters-Association-Local-2768-MOA-,https://eastbridgewaterma.gov/1861/Firefighters-Association-Local-2768-MOA-,eastbridgewaterma.gov,mou_or_memorandum,memorandum_or_settlement,pending_combined_review,,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=fire; occupation_hint=fire.,excluded,already_present_in_prior_verification_results,2096
,B4XPAR-20260727-002316,broad_4x1000_deduped,,,MA,Northeast,Tewksbury,Middlesex County (25017; primary),"COLLECTIVE BARGAINING AGREEMENT BETWEEN THE TOWN OF TEWKSBURY AND AFSCME LOCAL 833 (JULY 1, 2015 – JUNE 30, 2018)",https://www.tewksbury-ma.gov/DocumentCenter/View/676/AFSCME-PDF,https://tewksbury-ma.gov/DocumentCenter/View/676/AFSCME-PDF,tewksbury-ma.gov,cba,cba,pending_combined_review,non_safety_constraint_signal,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,excluded,already_present_in_prior_verification_results,2146
,B4XPAR-20260727-002318,broad_4x1000_deduped,,,MA,Northeast,Tewksbury,Middlesex County (25017; primary),COLLECTIVE BARGAINING AGREEMENT (Patrolman) (text not extractable by crawler),https://www.tewksbury-ma.gov/DocumentCenter/View/7369/Patrolmanpdf,https://tewksbury-ma.gov/DocumentCenter/View/7369/Patrolmanpdf,tewksbury-ma.gov,cba,cba,pending_combined_review,,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,excluded,already_present_in_prior_verification_results,2148
,B4XPAR-20260727-002319,broad_4x1000_deduped,,,MA,Northeast,Tewksbury,Middlesex County (25017; primary),COLLECTIVE BARGAINING AGREEMENT (Firefighters) (text not extractable by crawler),https://www.tewksbury-ma.gov/DocumentCenter/View/7371/Firefighterspdf,https://tewksbury-ma.gov/DocumentCenter/View/7371/Firefighterspdf,tewksbury-ma.gov,wage_schedule,cba,pending_combined_review,,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=fire; occupation_hint=fire.,excluded,already_present_in_prior_verification_results,2149
,B4XPAR-20260727-002639,broad_4x1000_deduped,,,AL,South,Gulf Shores,Baldwin County (01003; primary),2025 Pay Classification Plan - General,https://gulfshoresal.gov/DocumentCenter/View/13126/2024-Pay-Classification-Plan,https://gulfshoresal.gov/DocumentCenter/View/13126/2024-Pay-Classification-Plan,gulfshoresal.gov,wage_schedule,wage_schedule_or_compensation_plan,pending_combined_review,,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,excluded,already_present_in_prior_verification_results,2444
,B4XPAR-20260727-002645,broad_4x1000_deduped,,,AL,South,Jacksonville,Calhoun County (01015; primary),City of Jacksonville Personnel Policies and Procedures Manual (Salary Range / Minimum & Maximum Salary Schedules),https://www.jacksonville-al.org/media/6266,https://jacksonville-al.org/media/6266,jacksonville-al.org,wage_schedule,ordinance_or_policy,pending_combined_review,,false,verified_source_lead,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=unclear; occupation_hint=unclear.,excluded,already_present_in_prior_verification_results,2448
,B4XPAR-20260727-002745,broad_4x1000_deduped,,,GA,South,Americus,Sumter County (13261; primary),"RFP attachment referencing City of Americus, Georgia – Classification and Compensation Study (REF 1)",https://mccmeetingspublic.blob.core.usgovcloudapi.net/indpndncia-meet-c00f08ee8cc04df2807c8e4aa300177c/ITEM-Attachment-001-769871a5f26f4d888e9ef42883398aab.pdf,https://mccmeetingspublic.blob.core.usgovcloudapi.net/indpndncia-meet-c00f08ee8cc04df2807c8e4aa300177c/ITEM-Attachment-001-769871a5f26f4d888e9ef42883398aab.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,compensation_study,context_only,pending_combined_review,market_or_comparability_pressure;non_safety_constraint_signal,false,verified_source_lead,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=unknown; occupation_hint=unknown.,excluded,already_present_in_prior_verification_results,2540
,B4XPAR-20260727-002759,broad_4x1000_deduped,,,GA,South,Dublin,Laurens County (13175; primary),Ordinance #24-03: Adopting the FY 24 Operating Budget for the City of Dublin (compensation and classification schedule adoption),https://www.cityofdublin.org/content/userfiles/files/Ordinance%2024%2003%20adopting%20the%20FY%2024%20operating%20buget%20for%20the%20City%20of%20Dublin.pdf,https://cityofdublin.org/content/userfiles/files/Ordinance%2024%2003%20adopting%20the%20FY%2024%20operating%20buget%20for%20the%20City%20of%20Dublin.pdf,cityofdublin.org,budget_or_pay_plan,ordinance_or_policy,pending_combined_review,non_safety_constraint_signal;fiscal_constraint_signal,false,verified_source_lead,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,excluded,already_present_in_prior_verification_results,2552
,B4XPAR-20260727-003061,broad_4x1000_deduped,,,TX,South,Lockhart,Caldwell County (48055; primary),Ordinance No. 2021-29 (Proposed) — Step Pay Plans for Police Department (Exhibit “B”) adopted via incorporated exhibits,https://www.lockhart-tx.org/page/open/2927/0/Sept%207%202021%20Council%20packet.pdf,https://lockhart-tx.org/page/open/2927/0/Sept%207%202021%20Council%20packet.pdf,lockhart-tx.org,civil_service_or_hr_pay_plan,ordinance_or_policy,pending_combined_review,non_safety_constraint_signal,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,excluded,already_present_in_prior_verification_results,2820
,B4XPAR-20260727-003071,broad_4x1000_deduped,,,TX,South,San Benito,Cameron County (48061; primary),Personnel Policy Manual (Overtime and Compensatory Time Under FLSA; city-wide personnel compensation policy),https://www.cityofsanbenito.com/DocumentCenter/View/2769/City-Of-San-Benito-Personnel-Policy-Manual,https://cityofsanbenito.com/DocumentCenter/View/2769/City-Of-San-Benito-Personnel-Policy-Manual,cityofsanbenito.com,personnel_policy,ordinance_or_policy,pending_combined_review,,false,unavailable,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=non_safety; occupation_hint=non_safety.,excluded,already_present_in_prior_verification_results,2829
,B4XPAR-20260727-003083,broad_4x1000_deduped,,,TX,South,Trophy Club,Denton County (48121; primary); Tarrant County (48439),Compensation Pay Plan (As of 2/12/2024),https://www.trophyclub.org/DocumentCenter/View/8799/Compensation-Pay-Plan---2122024,https://trophyclub.org/DocumentCenter/View/8799/Compensation-Pay-Plan---2122024,trophyclub.org,budget_or_pay_plan,wage_schedule_or_compensation_plan,pending_combined_review,non_safety_constraint_signal,false,verified_source_lead,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=unclear; occupation_hint=unclear.,excluded,already_present_in_prior_verification_results,2840
,B4XPAR-20260727-003205,broad_4x1000_deduped,,,CA,West,California City,Kern County (06029; primary),Memorandum of Understanding between the City of California City and California City Police Officer Association,https://www.californiacity-ca.gov/CC/images/Police_MOU_2019.pdf,https://californiacity-ca.gov/CC/images/Police_MOU_2019.pdf,californiacity-ca.gov,mou_or_memorandum,cba,pending_combined_review,,false,verified_source_lead,verification_not_run,,,,,,,0,,,,,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Candidate metadata only; unit_hint=police; occupation_hint=police.,excluded,already_present_in_prior_verification_results,2955
