pdf_sha256,artifact_pointer,page_number,approved_page,page_access_status,pdf_page_count,text_layer_char_count,qualitative_row_count,error_type_sanitized,ocr_used,rendered_image_used,page_text_persisted
029d05baeab7fde4b49fb4bd4dde5bb24cd06041a43e0a6648beaedab1a96d50,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0239_sr_f567c10fc4c29904b86746eb.pdf,6,true,text_layer_present,35,2502,2,,false,false,false
02a297b55b6ca8adf4e62b0bb4a1020db87f676d34a2bc9593055f753334f5d8,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0042_sr_1a3510e82a45e3b81d4bc947.pdf,9,true,text_layer_present,36,3035,1,,false,false,false
02cd05bde06d9cad71322184d7763ea351c64378ea672e72f5d71d295328a28f,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0175_sr_e0a4189c5bf3e5815b6f8c03.pdf,7,true,text_layer_present,60,2590,4,,false,false,false
02cd05bde06d9cad71322184d7763ea351c64378ea672e72f5d71d295328a28f,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0175_sr_e0a4189c5bf3e5815b6f8c03.pdf,8,true,text_layer_present,60,2841,1,,false,false,false
030e21fbca1dedd0fbaa707f74bbbb39296b968b0dabc494675ec65e7ff7c1ae,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0257_sr_d76dc558c2ff9ab87f37160e.pdf,6,true,text_layer_present,38,2465,1,,false,false,false
0349a30d9e8879818ace34cbe3553e915cd1f94c017d602923287b319a9d8341,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0007_sr_3563453e1fa942e29a9c88c9.pdf,24,true,text_layer_present,42,2935,2,,false,false,false
0349a30d9e8879818ace34cbe3553e915cd1f94c017d602923287b319a9d8341,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0007_sr_3563453e1fa942e29a9c88c9.pdf,5,true,text_layer_present,42,2199,1,,false,false,false
0349a30d9e8879818ace34cbe3553e915cd1f94c017d602923287b319a9d8341,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0007_sr_3563453e1fa942e29a9c88c9.pdf,7,true,text_layer_present,42,2347,1,,false,false,false
03b9e86792044c2336da21b98d00c08b1e781ebea81e06adeaf95cdaa52352b0,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0102_sr_80ba5555547a58755347b8c2.pdf,22,true,text_layer_present,42,994,1,,false,false,false
03cb002159a786c250dfc2a515951772fc5a41d66176de6d78280498aaff14c1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0026_sr_941d4d3c69684e783a145e5a.pdf,6,true,text_layer_present,53,2282,1,,false,false,false
03cb002159a786c250dfc2a515951772fc5a41d66176de6d78280498aaff14c1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0026_sr_941d4d3c69684e783a145e5a.pdf,7,true,text_layer_present,53,2563,1,,false,false,false
0416be9fd61e87983a1bbe9de90ce20041f2ef64896bf84210920fb22b5f4992,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0351_sr_25bdb1cddea307fdc9bf3368.pdf,47,true,text_layer_present,48,3026,2,,false,false,false
043322fec55ad03397db9a8ed56bbbfcec40833746bc9cdc761cd1ac464d3d5e,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0058_sr_0e50aba627f675d9cd60553e.pdf,12,true,text_layer_present,33,2455,1,,false,false,false
04358af33491b9437dd52ca883ac1dd404f229a1cf5330448ec02a69a990a828,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0383_sr_4105edf6e4992c4d547bc807.pdf,11,true,text_layer_present,46,2714,2,,false,false,false
04358af33491b9437dd52ca883ac1dd404f229a1cf5330448ec02a69a990a828,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0383_sr_4105edf6e4992c4d547bc807.pdf,6,true,text_layer_present,46,2284,1,,false,false,false
0458930bb3cbca3812064e6a7b662003a6ff3f6c2a65af1be091fb8c5b89d53c,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0029_sr_7ebc1637b23126b4385ddffb.pdf,1,true,text_layer_present,174,1467,1,,false,false,false
0458930bb3cbca3812064e6a7b662003a6ff3f6c2a65af1be091fb8c5b89d53c,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0029_sr_7ebc1637b23126b4385ddffb.pdf,2,true,text_layer_present,174,2662,3,,false,false,false
04d6beffccf4efafdea3879295cd7a5ded89253f3352fa907f5767a3c63950a7,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0218_sr_c84eaaba11f7cdf1bbabec2f.pdf,15,true,text_layer_present,44,2284,3,,false,false,false
04f90def7d88c662af18e08bd513c37126fed70ec12f48bfc8f008d8e067122f,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0035_sr_a5c1a35862248be299363ebd.pdf,10,true,text_layer_present,86,2128,2,,false,false,false
04f90def7d88c662af18e08bd513c37126fed70ec12f48bfc8f008d8e067122f,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0035_sr_a5c1a35862248be299363ebd.pdf,11,true,text_layer_present,86,2962,1,,false,false,false
050631ae34b4e81a532709a170eb7ffb629ab0a1a94dffd57779e5e27a1de4fc,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0206_sr_e7d16387446eae680fc8cfb4.pdf,9,true,text_layer_present,72,2076,2,,false,false,false
055096385201363e950e4525701ab72e1388658f1f420f1d032e62d5b661a2a4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0187_sr_d0826205930bcf4980199367.pdf,2,true,text_layer_present,57,2619,1,,false,false,false
06dbe75bea7bffc3b6e42d0c02ab93ca9c6aa8765e231eb970997d5f45389454,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0005_sr_e8b8fbe9d494c15713c00790.pdf,12,true,text_layer_present,95,1971,2,,false,false,false
06dbe75bea7bffc3b6e42d0c02ab93ca9c6aa8765e231eb970997d5f45389454,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0005_sr_e8b8fbe9d494c15713c00790.pdf,21,true,text_layer_present,95,2469,2,,false,false,false
06dbe75bea7bffc3b6e42d0c02ab93ca9c6aa8765e231eb970997d5f45389454,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0005_sr_e8b8fbe9d494c15713c00790.pdf,22,true,text_layer_present,95,786,1,,false,false,false
079414ba4feb629dd05dd791a17f73e2e7b9d84eeb6f1a61805113a2d09c423a,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0243_sr_c8f6017675a0a756d857a56f.pdf,46,true,text_layer_present,202,2498,4,,false,false,false
084f5b9bacd78f4beba2d306c256fde4afc47990cf4f9a6f667e2a514a46942a,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0075_sr_cd839196f5e3ed48f39f5e06.pdf,8,true,text_layer_present,66,2744,1,,false,false,false
08801ccba244dd43a14022c9c13fc433cb5c458373ae7294d6d6ac96fd0fd7f4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0008_sr_80803aef07d395d9cc0d3404.pdf,11,true,text_layer_present,26,2514,1,,false,false,false
08801ccba244dd43a14022c9c13fc433cb5c458373ae7294d6d6ac96fd0fd7f4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0008_sr_80803aef07d395d9cc0d3404.pdf,12,true,text_layer_present,26,2568,2,,false,false,false
09553c90aaa83803e33cd890ea596fbffc2717286b887fcd87bb978c1c541859,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0077_sr_0e64b08d9ae4f1e480389c3a.pdf,5,true,text_layer_present,49,2604,2,,false,false,false
09553c90aaa83803e33cd890ea596fbffc2717286b887fcd87bb978c1c541859,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0077_sr_0e64b08d9ae4f1e480389c3a.pdf,6,true,text_layer_present,49,2542,3,,false,false,false
095714053ed202e21f57ac60f346be19f45117940f26f8d37b33adbf643558bc,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0427_sr_9257595e1fab29c6150a7df5.pdf,4,true,text_layer_present,28,2024,1,,false,false,false
09bf1e81ca8329adf912c62c2c3fe72de75ec593bc89ebaceb0b46c7820ce5a3,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0262_sr_5337a9abe6afdb92ec1e7a58.pdf,10,true,text_layer_present,40,2664,1,,false,false,false
09bf1e81ca8329adf912c62c2c3fe72de75ec593bc89ebaceb0b46c7820ce5a3,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0262_sr_5337a9abe6afdb92ec1e7a58.pdf,9,true,text_layer_present,40,3174,1,,false,false,false
09e542f885cd0b6644edfc65553d3cb4657092245b83acb3fc0ad0473852ab3e,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0030_sr_d76be50469b0a9eecb9181fb.pdf,10,true,text_layer_present,37,2345,1,,false,false,false
09e542f885cd0b6644edfc65553d3cb4657092245b83acb3fc0ad0473852ab3e,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0030_sr_d76be50469b0a9eecb9181fb.pdf,9,true,text_layer_present,37,2516,1,,false,false,false
0aee29bbac11fb291d189daf0e176376558262af5f82feef814e6ef74fd6fe86,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0091_sr_e14118d893cdf3ab597da609.pdf,15,true,text_layer_present,69,2146,1,,false,false,false
0aee29bbac11fb291d189daf0e176376558262af5f82feef814e6ef74fd6fe86,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0091_sr_e14118d893cdf3ab597da609.pdf,16,true,text_layer_present,69,2016,1,,false,false,false
0aee29bbac11fb291d189daf0e176376558262af5f82feef814e6ef74fd6fe86,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0091_sr_e14118d893cdf3ab597da609.pdf,24,true,text_layer_present,69,1802,2,,false,false,false
0af55ec12450387a82a0024b11972f622c1a88b820d3fcd2d2883e3683c7dbee,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0199_sr_9e228b8141763dcd5a8b9b8c.pdf,24,true,text_layer_present,69,2425,1,,false,false,false
0b2fe31d4f1ee01eaef10542eada81762773ef62034ec2ebea1cbdb227003298,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0207_sr_89f60fb0e3517dc056139701.pdf,9,true,text_layer_present,37,2613,2,,false,false,false
0ba904757de37ab6d8ae25bad87d618f87f65fa91d575ac7920b1fafbd91189d,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0108_sr_c09f8ec8b4fc85b922606be7.pdf,5,true,text_layer_present,42,2771,1,,false,false,false
0bbab063300185c42b5b618e267784d5434deab9f69148c48ce80cdb0a149c01,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0132_sr_efc6fcbd7422406b0ee17149.pdf,22,true,text_layer_present,51,2582,1,,false,false,false
0bbbbf9c12bbcc0a7205b7b3d57c040b1f8d596873b20c77861a1c8ec131c9a8,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0157_sr_08bb5bf6ece06178b95564d6.pdf,17,true,text_layer_present,73,1121,3,,false,false,false
0bbbbf9c12bbcc0a7205b7b3d57c040b1f8d596873b20c77861a1c8ec131c9a8,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0157_sr_08bb5bf6ece06178b95564d6.pdf,18,true,text_layer_present,73,1955,1,,false,false,false
0c0ed2c3d9fa415ee0ff918c898f76ba49909c3fcd35d1fd1bf522ea0939bd7c,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0095_sr_89c699b658e78a0160fd07ec.pdf,23,true,text_layer_present,106,2512,1,,false,false,false
0c0ed2c3d9fa415ee0ff918c898f76ba49909c3fcd35d1fd1bf522ea0939bd7c,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0095_sr_89c699b658e78a0160fd07ec.pdf,24,true,text_layer_present,106,2689,4,,false,false,false
0c80b82c37dde4abad26f7fd9462cd8c07087c260501b908a65191bef0c888ec,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0120_sr_d0a129ffeb7507b7401b63b4.pdf,8,true,text_layer_present,65,1575,1,,false,false,false
0c8c578426a7a1c86d56854569a36f2eb26c25f2337fd3a0a2adbd5d6bdff3ac,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0261_sr_f76eb58be447c0ad7638879f.pdf,2,true,text_layer_present,90,1588,2,,false,false,false
0d8573c625cdaa0eefd5805df76ee560cd85f481cb5effac070588e63e7248bb,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0021_sr_ec122e0690f2abad9b5ccb4e.pdf,10,true,text_layer_present,47,3367,1,,false,false,false
0d8573c625cdaa0eefd5805df76ee560cd85f481cb5effac070588e63e7248bb,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0021_sr_ec122e0690f2abad9b5ccb4e.pdf,11,true,text_layer_present,47,3171,1,,false,false,false
0dd8b2cda1fe3f5cc7e56abf92a1b6ab27977f470079fda0b9494c21f4262cd2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0083_sr_543914a024e938f28c73686d.pdf,14,true,text_layer_present,42,2751,1,,false,false,false
0dd8b2cda1fe3f5cc7e56abf92a1b6ab27977f470079fda0b9494c21f4262cd2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0083_sr_543914a024e938f28c73686d.pdf,15,true,text_layer_present,42,2800,1,,false,false,false
0eaa900460c64d17670b326abbea1f62f95b8a2f339783cb0e6c470bd46c0c09,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0092_sr_0c7dc75c68a7e6c210594482.pdf,19,true,text_layer_present,53,2233,2,,false,false,false
0eaa900460c64d17670b326abbea1f62f95b8a2f339783cb0e6c470bd46c0c09,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0092_sr_0c7dc75c68a7e6c210594482.pdf,51,true,text_layer_present,53,1337,1,,false,false,false
0ec81c1298a6b3f4b3a3bf69ccb2df30611376b3608c179171209bcadd5722bc,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0165_sr_08f63ca8a291f3a735082ac4.pdf,13,true,text_layer_present,30,3719,1,,false,false,false
0ec81c1298a6b3f4b3a3bf69ccb2df30611376b3608c179171209bcadd5722bc,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0165_sr_08f63ca8a291f3a735082ac4.pdf,14,true,text_layer_present,30,3443,2,,false,false,false
0ec81c1298a6b3f4b3a3bf69ccb2df30611376b3608c179171209bcadd5722bc,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0165_sr_08f63ca8a291f3a735082ac4.pdf,29,true,text_layer_present,30,2835,2,,false,false,false
0ece8594ec10b9de6f64d2f10ba632e6fe3802cad9e12f695fd0a3027a970818,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0096_sr_64844ac1937f27004a7c3018.pdf,13,true,text_layer_present,27,3207,1,,false,false,false
0ece8594ec10b9de6f64d2f10ba632e6fe3802cad9e12f695fd0a3027a970818,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0096_sr_64844ac1937f27004a7c3018.pdf,4,true,text_layer_present,27,3135,1,,false,false,false
0ece8594ec10b9de6f64d2f10ba632e6fe3802cad9e12f695fd0a3027a970818,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0096_sr_64844ac1937f27004a7c3018.pdf,5,true,text_layer_present,27,2644,1,,false,false,false
0f391b9dd2257a2756c105c056ef184e9f6391600faae8be10d752a42e2da389,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0474_sr_0c7496cb87bef660439694be.pdf,3,true,text_layer_present,21,2587,2,,false,false,false
0f391b9dd2257a2756c105c056ef184e9f6391600faae8be10d752a42e2da389,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0474_sr_0c7496cb87bef660439694be.pdf,5,true,text_layer_present,21,1432,1,,false,false,false
1004a750a8c7c167c64e9a88a331b96f1fa191ac1c4110118895f254c001fc41,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0046_sr_3b0d7676ac90427a1f7aadee.pdf,7,true,text_layer_present,30,2836,2,,false,false,false
10a8e0b404746fffbfd0712e7b1232e3699e477d8cbf9064c965733da2e40d8e,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0284_sr_58ae555644f499457e41dc8c.pdf,11,true,text_layer_present,32,2175,1,,false,false,false
114d11dbf2e03e4f16888260f26b4747e5593caba4d630a50be5da3c621b36e6,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0372_sr_6a518c030445f9161bcb7cef.pdf,16,true,text_layer_present,71,1724,1,,false,false,false
114d11dbf2e03e4f16888260f26b4747e5593caba4d630a50be5da3c621b36e6,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0372_sr_6a518c030445f9161bcb7cef.pdf,17,true,text_layer_present,71,1746,1,,false,false,false
114d11dbf2e03e4f16888260f26b4747e5593caba4d630a50be5da3c621b36e6,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0372_sr_6a518c030445f9161bcb7cef.pdf,18,true,text_layer_present,71,1952,2,,false,false,false
12312f7e9f650fab5f6fc151c3868ec6e55b4fcce8ff43bb126821a6eb402492,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0258_sr_d07a1e74a325eaee809050a1.pdf,33,true,text_layer_present,97,2566,1,,false,false,false
12312f7e9f650fab5f6fc151c3868ec6e55b4fcce8ff43bb126821a6eb402492,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0258_sr_d07a1e74a325eaee809050a1.pdf,34,true,text_layer_present,97,2468,1,,false,false,false
129fda693f1d164d40d1b73caa08f54916f04d077b1e8a8403fcb167c5489ee3,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0193_sr_0fbaad68f7552715648af0e2.pdf,30,true,text_layer_present,69,1237,1,,false,false,false
129fda693f1d164d40d1b73caa08f54916f04d077b1e8a8403fcb167c5489ee3,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0193_sr_0fbaad68f7552715648af0e2.pdf,32,true,text_layer_present,69,677,1,,false,false,false
129fda693f1d164d40d1b73caa08f54916f04d077b1e8a8403fcb167c5489ee3,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0193_sr_0fbaad68f7552715648af0e2.pdf,39,true,text_layer_present,69,1466,1,,false,false,false
129fda693f1d164d40d1b73caa08f54916f04d077b1e8a8403fcb167c5489ee3,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0193_sr_0fbaad68f7552715648af0e2.pdf,40,true,text_layer_present,69,1851,1,,false,false,false
13e6f948156d06f1613c7a3635b74c10ff7b8c64fa047dedf775c75d54340332,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0146_sr_b2ba026476fae8b19928bf34.pdf,7,true,text_layer_present,33,2611,2,,false,false,false
13ff8822931fa750b817e0dd1208325af61e6f5912f78af02a568442f3a74a23,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0234_sr_08f37611d328e626f631de53.pdf,10,true,text_layer_present,89,2965,1,,false,false,false
13ff8822931fa750b817e0dd1208325af61e6f5912f78af02a568442f3a74a23,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0234_sr_08f37611d328e626f631de53.pdf,11,true,text_layer_present,89,3427,1,,false,false,false
