quantitative_observation_id,extraction_case_id,mixed_join_key,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,compensation_type,occupation_unit_classification_rank,rate_value,salary_value,hourly_rate,annual_salary,pay_band,step,grade,percentage_increase,effective_date,currency_or_unit,bounded_evidence_pointer,confidence,reason_code,qa_status,cumulative_cohort,source_seed_observation_id,qa_original_status,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_provisional_lane,targeted_qa_resolution_ids,targeted_qa_resolution_classification,targeted_qa_resolution_status,targeted_qa_reason_codes,targeted_qa_source_observation_id,active_in_qa_corrected_lane,readable_conflict_qa_resolution_id,readable_conflict_qa_classification,readable_conflict_qa_status,readable_conflict_qa_reason_codes,readable_conflict_qa_source_observation_id,active_in_readable_conflict_qa_lane,raw_retained_content_hash,pdf_readiness_id,controlled_occupation_class,occupation_class_bridge_status,source_type_bridge,source_corpus_bridge,source_cite_bridge,retrieval_date_bridge,retrieval_method_bridge,artifact_pointer_bridge,contract_period_start_bridge,contract_period_end_bridge,negotiation_cycle_id,city_unit_negotiation_cycle_key,matched_set_id,identity_bridge_status,analysis_matching_status,current_active,current_qa_status,current_qa_status_source,mixed_membership_status,normalized_scalar_value,normalized_range_minimum,normalized_range_maximum,normalized_currency,normalized_frequency,normalized_wage_concept,annualization_status,normalized_effective_date,effective_date_parse_status,quantitative_transformation_reason_code,analysis_candidate_eligible,analysis_promotion_eligible,analysis_quarantine_reasons,unresolved_conflict_resolution_id,followup_cycle_bridge_status,followup_cycle_source_fields,followup_occupation_bridge_status,followup_occupation_support_fields,followup_retrieval_bridge_status,followup_retrieval_support_fields,followup_normalized_effective_date,followup_effective_date_parse_status,followup_analysis_candidate_eligible,followup_analysis_quarantine_reasons,followup_parse_improvement_reason_code
qobs_f01b97d1f946530d173b820e,cex_70dd78d6845ff0ce3a1f1dda,mix_c954e3ae54b461cc153db965,doc_950232dab5d5cc13b5034292,ttd_28ee3ce1548c735bbc720eef,sr_1321379ac6e2a9ff189ac57d,NSCQ-OR-20260720-0087,OR,Pendleton,CITY OF PENDLETON,non_safety,cba,,,5,percentage_increase,,,,,,,,,4%,"Effective July 1, 2020",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0010_sr_1321379ac6e2a9ff189ac57d.pdf#page=5,high,WAGE_AND_SALARIES_SECTION_STEP_INCREASES,provisional_unverified,corrected_500_seed,qobs_f01b97d1f946530d173b820e,provisional_unverified,not_in_targeted_queue,not_applicable,qobs_f01b97d1f946530d173b820e,,true,,not_in_targeted_queue,not_applicable,,qobs_f01b97d1f946530d173b820e,true,,not_in_targeted_queue,not_applicable,,qobs_f01b97d1f946530d173b820e,true,82d3a1abe12510501d3285ffba4cc7a0cead591769d7d712819423eaa6a44ca8,pr_0bdc2fefe719164801cb2474,,quarantined_no_controlled_explicit_label,cba,causal,https://www.pendletonor.gov/media/9981,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0010_sr_1321379ac6e2a9ff189ac57d.pdf,2018-07-01,2021-06-30,cycle_18743344f008bffae7cd61eb,cuc_fc06d28fd8d606e51b2c512d,,complete_one_to_one,exact_period_unmatched,true,provisional_unverified,qa_status,active,4,,,PERCENT,percentage_change,percentage_increase,not_performed,,unparsed_or_ambiguous,exact_percentage_token,false,false,effective_date_not_exactly_parseable,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2020-07-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_af76108764eb4c812d4affca,cex_112d6094e8bec6dedcefc739,mix_77af00b488c7a2beed7ec7cf,doc_952bf954b698378d95984e4a,ttd_31ac60a681c5540038c696d6,sr_a9b38dd8bc83d407854145fb,NSCQ-OR-20260720-0068,OR,Roseburg,CITY OF ROSEBURG,police,cba,,,9,percentage_increase,,,,,,,,,5%,"Effective July 1, 2024",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0126_sr_a9b38dd8bc83d407854145fb.pdf#page=9,high,CBA_COMPENSATION_PERCENT_INCREASE_WITH_E,provisional_unverified,corrected_500_seed,qobs_af76108764eb4c812d4affca,provisional_unverified,not_in_targeted_queue,not_applicable,qobs_af76108764eb4c812d4affca,,true,,not_in_targeted_queue,not_applicable,,qobs_af76108764eb4c812d4affca,true,,not_in_targeted_queue,not_applicable,,qobs_af76108764eb4c812d4affca,true,9cce52c6bc0c8e5330c079880e0ea99bad6d258444d1337331a4b0a39e18f025,pr_87a5bf8e28d8ee529029963b,police,exact_public_safety_unit_type,cba,causal,https://roseburgor.gov/storage/app/media/ADM/Human%20Resources/RPEA%20Agreement%202024-2027%20Final.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0126_sr_a9b38dd8bc83d407854145fb.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,active,5,,,PERCENT,percentage_change,percentage_increase,not_performed,,unparsed_or_ambiguous,exact_percentage_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2024-07-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_d71cfbfb1269cb092c4ddfd6,cex_112d6094e8bec6dedcefc739,mix_77af00b488c7a2beed7ec7cf,doc_952bf954b698378d95984e4a,ttd_31ac60a681c5540038c696d6,sr_a9b38dd8bc83d407854145fb,NSCQ-OR-20260720-0068,OR,Roseburg,CITY OF ROSEBURG,police,cba,,,9,percentage_increase,,,,,,,,,5%,"Effective July 1, 2025",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0126_sr_a9b38dd8bc83d407854145fb.pdf#page=9,high,CBA_COMPENSATION_PERCENT_INCREASE_WITH_E,provisional_unverified,corrected_500_seed,qobs_d71cfbfb1269cb092c4ddfd6,provisional_unverified,not_in_targeted_queue,not_applicable,qobs_d71cfbfb1269cb092c4ddfd6,,true,,not_in_targeted_queue,not_applicable,,qobs_d71cfbfb1269cb092c4ddfd6,true,,not_in_targeted_queue,not_applicable,,qobs_d71cfbfb1269cb092c4ddfd6,true,9cce52c6bc0c8e5330c079880e0ea99bad6d258444d1337331a4b0a39e18f025,pr_87a5bf8e28d8ee529029963b,police,exact_public_safety_unit_type,cba,causal,https://roseburgor.gov/storage/app/media/ADM/Human%20Resources/RPEA%20Agreement%202024-2027%20Final.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0126_sr_a9b38dd8bc83d407854145fb.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,active,5,,,PERCENT,percentage_change,percentage_increase,not_performed,,unparsed_or_ambiguous,exact_percentage_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2025-07-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_160e7c7831ef38c08751e151,cex_2944b3b033eb563d9d0e9a12,mix_8297f5f8b3a52aef8438e80e,doc_84b92ce9a3e01285f64fe0a5,ttd_560ba6cd01b9b5f045e58218,sr_2ae5ff049436caf22fe8e1ef,NSCQ-PA-20260720-0058,PA,Harrisburg,CITY OF HARRISBURG,fire,arbitration_award,,,25,annual_salary,FF1,,"43,103.30",,"43,103.30",,,,,"January 1, 2007",$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf#page=25,medium,JANUARY_1_2007_HOURLY_PREMIUM_TIME_SCA_S,needs_non_base_wage_review,corrected_500_seed,qobs_160e7c7831ef38c08751e151,provisional_unverified,insufficient_evidence_needs_review,unresolved,qobs_160e7c7831ef38c08751e151,,true,qares1000_364b543c2a97eb630799b1de,retain_quantitative_base_wage,resolved,BOUNDED_BASE_SALARY_CELL_CONFIRMED,qobs_160e7c7831ef38c08751e151,true,,not_in_targeted_queue,not_applicable,,qobs_160e7c7831ef38c08751e151,true,e57f26d65d5ed55fff23de160df91cd5d9af151305597c35fe27bd8320e9e844,pr_c136b3d9bfc53f6430cae8c2,fire,exact_public_safety_unit_type,arbitration_award,causal,https://cms2.revize.com/revize/harrisburgpa/Documents/Services/City%20Controller/International-Association-to-Fire-Fighters-IAFF.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,resolved:retain_quantitative_base_wage,targeted_qa_resolution_status,active,43103.30,,,,annual,annual_salary,not_performed,,unparsed_or_ambiguous,exact_scalar_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2007-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_9514f878c1f8bedb6f8baffe,cex_2944b3b033eb563d9d0e9a12,mix_8297f5f8b3a52aef8438e80e,doc_84b92ce9a3e01285f64fe0a5,ttd_560ba6cd01b9b5f045e58218,sr_2ae5ff049436caf22fe8e1ef,NSCQ-PA-20260720-0058,PA,Harrisburg,CITY OF HARRISBURG,fire,arbitration_award,,,25,hourly_rate,FF1,20.7227,,20.7227,,,,,,"January 1, 2007",$/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf#page=25,medium,HOURLY_RATE_TOKEN_VISIBLE_FOR_FF1_0_3,provisional_unverified,corrected_500_seed,qobs_9514f878c1f8bedb6f8baffe,provisional_unverified,not_in_targeted_queue,not_applicable,qobs_9514f878c1f8bedb6f8baffe,,true,,not_in_targeted_queue,not_applicable,,qobs_9514f878c1f8bedb6f8baffe,true,,not_in_targeted_queue,not_applicable,,qobs_9514f878c1f8bedb6f8baffe,true,e57f26d65d5ed55fff23de160df91cd5d9af151305597c35fe27bd8320e9e844,pr_c136b3d9bfc53f6430cae8c2,fire,exact_public_safety_unit_type,arbitration_award,causal,https://cms2.revize.com/revize/harrisburgpa/Documents/Services/City%20Controller/International-Association-to-Fire-Fighters-IAFF.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,active,20.7227,,,,hourly,hourly_rate,not_performed,,unparsed_or_ambiguous,exact_scalar_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2007-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_0bb4a3cddc4ee6bcf9ff5f30,cex_2944b3b033eb563d9d0e9a12,mix_8297f5f8b3a52aef8438e80e,doc_84b92ce9a3e01285f64fe0a5,ttd_560ba6cd01b9b5f045e58218,sr_2ae5ff049436caf22fe8e1ef,NSCQ-PA-20260720-0058,PA,Harrisburg,CITY OF HARRISBURG,fire,arbitration_award,,,26,annual_salary,FF1,,"44,396.40",,"44,396.40",,,,,"January 1, 2008",$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf#page=26,medium,JAN_1_2008_SALARY_SCALES_BASE_AND_SALARY,provisional_unverified,corrected_500_seed,qobs_0bb4a3cddc4ee6bcf9ff5f30,provisional_unverified,not_in_targeted_queue,not_applicable,qobs_0bb4a3cddc4ee6bcf9ff5f30,,true,,not_in_targeted_queue,not_applicable,,qobs_0bb4a3cddc4ee6bcf9ff5f30,true,,not_in_targeted_queue,not_applicable,,qobs_0bb4a3cddc4ee6bcf9ff5f30,true,e57f26d65d5ed55fff23de160df91cd5d9af151305597c35fe27bd8320e9e844,pr_c136b3d9bfc53f6430cae8c2,fire,exact_public_safety_unit_type,arbitration_award,causal,https://cms2.revize.com/revize/harrisburgpa/Documents/Services/City%20Controller/International-Association-to-Fire-Fighters-IAFF.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,active,44396.40,,,,annual,annual_salary,not_performed,,unparsed_or_ambiguous,exact_scalar_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2008-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_31e32210e15441a61653f8d7,cex_2944b3b033eb563d9d0e9a12,mix_8297f5f8b3a52aef8438e80e,doc_84b92ce9a3e01285f64fe0a5,ttd_560ba6cd01b9b5f045e58218,sr_2ae5ff049436caf22fe8e1ef,NSCQ-PA-20260720-0058,PA,Harrisburg,CITY OF HARRISBURG,fire,arbitration_award,,,26,hourly_rate,FF1,21.3444,,21.3444,,,,,,"January 1, 2008",$/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf#page=26,medium,JAN_1_2008_HOURLY_RATE_TOKEN_VISIBLE_FOR,provisional_unverified,corrected_500_seed,qobs_31e32210e15441a61653f8d7,provisional_unverified,not_in_targeted_queue,not_applicable,qobs_31e32210e15441a61653f8d7,,true,,not_in_targeted_queue,not_applicable,,qobs_31e32210e15441a61653f8d7,true,,not_in_targeted_queue,not_applicable,,qobs_31e32210e15441a61653f8d7,true,e57f26d65d5ed55fff23de160df91cd5d9af151305597c35fe27bd8320e9e844,pr_c136b3d9bfc53f6430cae8c2,fire,exact_public_safety_unit_type,arbitration_award,causal,https://cms2.revize.com/revize/harrisburgpa/Documents/Services/City%20Controller/International-Association-to-Fire-Fighters-IAFF.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,active,21.3444,,,,hourly,hourly_rate,not_performed,,unparsed_or_ambiguous,exact_scalar_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2008-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_7fb9e9cda70cf3908089444b,cex_dc6e45820e7d993b31bbed3b,,doc_82749f3b43ea2a66d1c5f047,ttd_38e91853d03e8bc40fb82fbf,sr_506783f83314e2ff6220c429,NSCQ-PA-20260720-0016,PA,Reading,CITY OF READING,police,cba,,,114,percentage_increase,,4.5%,,,,,,,4.5%,"January 1, 2021",%,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0120_sr_506783f83314e2ff6220c429.pdf#page=114,high,WAGE_INCREASE_TOKEN_VISIBLE,provisional_unverified,corrected_500_seed,qobs_7fb9e9cda70cf3908089444b,provisional_unverified,not_in_targeted_queue,not_applicable,qobs_7fb9e9cda70cf3908089444b,,true,,not_in_targeted_queue,not_applicable,,qobs_7fb9e9cda70cf3908089444b,true,,not_in_targeted_queue,not_applicable,,qobs_7fb9e9cda70cf3908089444b,true,d44ce80138b65301fa45804f5a29c3d8b8b21b5be9f40f618b0c21fc09f462a3,pr_d7c855279aedb21af2e54dc2,police,exact_public_safety_unit_type,cba,causal,https://www.readingpa.gov/images/special_agenda/Special_Mtg_Agenda_6-1-21.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0120_sr_506783f83314e2ff6220c429.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,none,4.5,,,PERCENT,percentage_change,percentage_increase,not_performed,,unparsed_or_ambiguous,exact_percentage_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2021-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_f390c9caf973b3b489abeeae,cex_dc6e45820e7d993b31bbed3b,,doc_82749f3b43ea2a66d1c5f047,ttd_38e91853d03e8bc40fb82fbf,sr_506783f83314e2ff6220c429,NSCQ-PA-20260720-0016,PA,Reading,CITY OF READING,police,cba,,,114,annual_salary,Captain,,"99,313.16",,"99,313.16",,,,,"January 1, 2021",annual salary (USD),tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0120_sr_506783f83314e2ff6220c429.pdf#page=114,high,ANNUAL_SALARY_TOKEN_VISIBLE,provisional_unverified,corrected_500_seed,qobs_f390c9caf973b3b489abeeae,provisional_unverified,not_in_targeted_queue,not_applicable,qobs_f390c9caf973b3b489abeeae,,true,,not_in_targeted_queue,not_applicable,,qobs_f390c9caf973b3b489abeeae,true,,not_in_targeted_queue,not_applicable,,qobs_f390c9caf973b3b489abeeae,true,d44ce80138b65301fa45804f5a29c3d8b8b21b5be9f40f618b0c21fc09f462a3,pr_d7c855279aedb21af2e54dc2,police,exact_public_safety_unit_type,cba,causal,https://www.readingpa.gov/images/special_agenda/Special_Mtg_Agenda_6-1-21.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0120_sr_506783f83314e2ff6220c429.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,none,99313.16,,,,annual,annual_salary,not_performed,,unparsed_or_ambiguous,exact_scalar_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2021-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_5b813bf9b617f2a750e6d834,cex_dc6e45820e7d993b31bbed3b,,doc_82749f3b43ea2a66d1c5f047,ttd_38e91853d03e8bc40fb82fbf,sr_506783f83314e2ff6220c429,NSCQ-PA-20260720-0016,PA,Reading,CITY OF READING,police,cba,,,114,hourly_rate,Captain,47.75,,47.75,,,,,,"January 1, 2021",hourly rate (USD),tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0120_sr_506783f83314e2ff6220c429.pdf#page=114,high,HOURLY_RATE_TOKEN_VISIBLE,provisional_unverified,corrected_500_seed,qobs_5b813bf9b617f2a750e6d834,provisional_unverified,not_in_targeted_queue,not_applicable,qobs_5b813bf9b617f2a750e6d834,,true,,not_in_targeted_queue,not_applicable,,qobs_5b813bf9b617f2a750e6d834,true,,not_in_targeted_queue,not_applicable,,qobs_5b813bf9b617f2a750e6d834,true,d44ce80138b65301fa45804f5a29c3d8b8b21b5be9f40f618b0c21fc09f462a3,pr_d7c855279aedb21af2e54dc2,police,exact_public_safety_unit_type,cba,causal,https://www.readingpa.gov/images/special_agenda/Special_Mtg_Agenda_6-1-21.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0120_sr_506783f83314e2ff6220c429.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,none,47.75,,,,hourly,hourly_rate,not_performed,,unparsed_or_ambiguous,exact_scalar_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2021-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_3d9dbcd15ec10a38023d1b06,cex_dc6e45820e7d993b31bbed3b,,doc_82749f3b43ea2a66d1c5f047,ttd_38e91853d03e8bc40fb82fbf,sr_506783f83314e2ff6220c429,NSCQ-PA-20260720-0016,PA,Reading,CITY OF READING,police,cba,,,114,annual_salary,LT,,"87,539.44",,"87,539.44",,,,,"January 1, 2021",annual salary (USD),tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0120_sr_506783f83314e2ff6220c429.pdf#page=114,high,ANNUAL_SALARY_TOKEN_VISIBLE,provisional_unverified,corrected_500_seed,qobs_3d9dbcd15ec10a38023d1b06,provisional_unverified,not_in_targeted_queue,not_applicable,qobs_3d9dbcd15ec10a38023d1b06,,true,,not_in_targeted_queue,not_applicable,,qobs_3d9dbcd15ec10a38023d1b06,true,,not_in_targeted_queue,not_applicable,,qobs_3d9dbcd15ec10a38023d1b06,true,d44ce80138b65301fa45804f5a29c3d8b8b21b5be9f40f618b0c21fc09f462a3,pr_d7c855279aedb21af2e54dc2,police,exact_public_safety_unit_type,cba,causal,https://www.readingpa.gov/images/special_agenda/Special_Mtg_Agenda_6-1-21.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0120_sr_506783f83314e2ff6220c429.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,none,87539.44,,,,annual,annual_salary,not_performed,,unparsed_or_ambiguous,exact_scalar_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2021-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
qobs_dccdb6fb98707b3e50064791,cex_dc6e45820e7d993b31bbed3b,,doc_82749f3b43ea2a66d1c5f047,ttd_38e91853d03e8bc40fb82fbf,sr_506783f83314e2ff6220c429,NSCQ-PA-20260720-0016,PA,Reading,CITY OF READING,police,cba,,,114,hourly_rate,LT,42.09,,42.09,,,,,,"January 1, 2021",hourly rate (USD),tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0120_sr_506783f83314e2ff6220c429.pdf#page=114,high,HOURLY_RATE_TOKEN_VISIBLE,provisional_unverified,corrected_500_seed,qobs_dccdb6fb98707b3e50064791,provisional_unverified,not_in_targeted_queue,not_applicable,qobs_dccdb6fb98707b3e50064791,,true,,not_in_targeted_queue,not_applicable,,qobs_dccdb6fb98707b3e50064791,true,,not_in_targeted_queue,not_applicable,,qobs_dccdb6fb98707b3e50064791,true,d44ce80138b65301fa45804f5a29c3d8b8b21b5be9f40f618b0c21fc09f462a3,pr_d7c855279aedb21af2e54dc2,police,exact_public_safety_unit_type,cba,causal,https://www.readingpa.gov/images/special_agenda/Special_Mtg_Agenda_6-1-21.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0120_sr_506783f83314e2ff6220c429.pdf,,,,,,complete_one_to_one,incomplete_or_ambiguous_cycle,true,provisional_unverified,qa_status,none,42.09,,,,hourly,hourly_rate,not_performed,,unparsed_or_ambiguous,exact_scalar_token,false,false,effective_date_not_exactly_parseable,,quarantined_no_exact_full_date_pair,,exact_public_safety_unit_type,prior_bridge.unit_type,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,2021-01-01,exact_expanded_token,true,,exact_expanded_effective_date_token
