candidate_id,lane_id,scout_target_id,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,secondary_mechanism_families,match_priority_tier,matched_safety_or_non_safety_counterpart_id,same_city_match_status,overlapping_cycle_status,duplicate_risk,prior_seen_status,reason_selected,search_query_used,retrieval_status,verification_status,extraction_status,rating_status,causal_status,notes,canonical_locator_hash,source_specificity_score,mechanism_relevance_score,same_city_match_value_score,overlapping_cycle_value_score,unit_clarity_score,source_family_strength_score,duplicate_risk_score,prior_seen_score,verification_feasibility_score,claim_gap_contribution_score,candidate_quality_score,candidate_quality_label,verification_priority_tier,score_reason_codes,review_duplicate_status,review_disposition,verification_queue_rank
TS4L-669720ef20a6058e3d34,lane_4,TS4-4-f3d6eb3a9bb31491,https://storage.googleapis.com/proudcity/palmviewtx/uploads/2022/04/Municipal-Budget-2020.pdf,Municipal Budget 2020 — City of Palmview (Employee Salary Schedule section),Palmview,TX,safety_and_non_safety_compensation_units,Public safety (Police and Fire) + other city positions (salary schedule),,Budget document labeled 2020 (contains an Employee Salary Schedule section),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,"Same municipality (Palmview, TX) indicated by document/title/hosting path",Potential overlap with 2014-2024 window (document labeled 2020),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Palmview TX safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead: includes an “EMPLOYEE SALARY SCHEDULE” referenced in search snippet; likely contains compensation entries covering multiple job classifications including public safety roles.,72ae79944f1a03418eba,15,9,10,15,5,10,5,5,3,5,82,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|identified_claim_gap_target,canonical_locator_unique,verification_queue,591
TS4L-66b0c9767eccc0beb5fc,lane_4,TS4-4-927e30949b1c553d,https://www.goodlettsville.gov/DocumentCenter/View/7706/Budget-Presentation-FY24?bidId=,City of Goodlettsville Fiscal Year 2023/2024 BUDGET (Budget Presentation FY24) — includes a compensation study (Burris Thompson & Associates),Goodlettsville,TN,safety_and_non_safety_compensation_units,City employee classifications (non-safety) with referenced compensation adjustments; may include safety within the overall compensation study context,,FY 2023/2024 budget presentation (FY24),2023-07-01,2024-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,exact_municipality_expected_same_city,overlaps_2014_2024_target_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Goodlettsville TN safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Lead: Budget presentation includes a named 'COMPENSATION STUDY' and market/adjustment framing, suggesting comparability/market adjustment and implementation timing context for safety & non-safety compensation units.",5ef0a707363268fc72ac,11,12,10,15,5,10,5,5,4,5,82,verification_ready_medium,tier_b,structured_web_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,592
TS4L-717b38ac7fac6f7efb3f,lane_4,TS4-4-8db623de32cb2b56,https://cms3.revize.com/revize/pampatx/Documents/Departments/Finance/Financial%20Services/Budgets/proposed_budget_web2_201409221621231179.pdf,"City of Pampa, TX — Proposed Budget Web (2014) including General Government Pay Plan and Compensation Plan Effective Oct. 2013",Pampa,TX,safety_and_non_safety_compensation_units,Police services (safety) plus general government pay plan (non-safety classifications),,"Budget-era document surfaced in 2014; includes pay plan effective Oct. 1, 2012 and compensation plan effective Oct. 2013 (as stated within document)",2012-10-01,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,"same city (Pampa, TX) inferred from document title/headers",overlaps 2014-2024 target window (document dated/served in 2014 and contains pay/compensation schedules),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Pampa TX safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Lead: hosted Pampa TX budget pay plan document containing a “GENERAL GOVERNMENT PAY PLAN” and “Compensation Plan Effective October 2013”, with wage schedule tables for police services and other classifications.",96b8b0204752e75f1a2e,15,9,10,15,5,10,5,5,3,5,82,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|identified_claim_gap_target,canonical_locator_unique,verification_queue,593
TS4L-76a31161fd8561b35d95,lane_4,TS4-4-e6c8fce5a39b595a,https://ecode360.com/BR4037/laws/LF1463538.pdf,ORDINANCE NO. 2021-1419 — Amending the Municipal Code of the Township of Branchburg (Schedule of Minimum and Maximum Salaries),Branchburg,NJ,safety_and_non_safety_compensation_units,Safety and other municipal classifications appearing in the amended salary schedule,,2021 (ordinance effective/attached to the 2021 schedule amendment),2021,2021,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,same_city,overlaps_target_window_2014_2024,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Branchburg NJ safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Second Branchburg salary/schedule amendment ordinance within the 2014-2024 window; useful lead for identifying safety premium / rank-related compensation movement through ordinance schedule changes.,631bf0cab8f0edfeb55a,15,9,10,15,5,10,5,5,3,5,82,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|identified_claim_gap_target,canonical_locator_unique,verification_queue,594
TS4L-7c5deb01b061012d7e9b,lane_4,TS4-4-e6828e41a2b81465,https://hurontownshipmi.civicweb.net/filepro/documents/10120/,Huron Charter Township - Document Center (Police Chief Contract and related items),Huron charter,MI,safety_and_non_safety_compensation_units,Public Safety / Police administration,"Not specified (employment contract materials, not a union CBA)",Referenced documents dated 2016-07-13 (including “Police Chief Contract 7-13-16”),2016-07-13,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,"Same municipality match (Huron Charter Township, MI)",Overlaps target window start (2016 within 2014-2024); exact applicability to safety/non-safety compensation units beyond police chief is uncertain,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Huron charter MI safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Document center hub that may provide downloadable files for police chief compensation/salary recommendations (potential wage/salary schedule style exhibits). Not confirmed as a bargaining unit CBA from the snippet.,61c480cd94c837337098,11,9,10,15,10,10,5,5,2,5,82,verification_ready_medium,tier_b,structured_web_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|identified_claim_gap_target,canonical_locator_unique,verification_queue,595
TS4L-7dafb4077c191db93062,lane_4,TS4-4-8db623de32cb2b56,https://cms3.revize.com/revize/pampatx/Documents/Departments/Finance/Financial%20Services/Budgets/budget_2017-18.pdf,"City of Pampa, TX — Budget 2017-18 (includes “Copy of Compensation Plan for 2017-18 Budget” and pay plan effective Oct. 3, 2015; includes FIRE SERVICES schedule)",Pampa,TX,safety_and_non_safety_compensation_units,Fire services (safety) and general government pay plan classifications (non-safety),,"2017-18 budget document; includes “GENERAL GOVERNMENT PAY PLAN” effective October 3, 2015 and referenced compensation plan tables for the budget",2015-10-03,2018-01-01,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,"same city (Pampa, TX) inferred from document title/headers",overlaps 2014-2024 target window (budget period 2017-18 and contains schedules effective 2015 with revisions for the budget cycle),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Pampa TX safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Lead: hosted Pampa TX budget document containing “GENERAL GOVERNMENT PAY PLAN” and a section labeled “FIRE SERVICES” with firefighter/equipment operator/captain/assistant chief salary tables, plus broader compensation schedule content.",59eb2bc9c074f385cfc9,15,9,10,15,5,10,5,5,3,5,82,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|identified_claim_gap_target,canonical_locator_unique,verification_queue,596
TS4L-7f5f3f9f47060378c295,lane_4,TS4-4-8d4526468d781bc2,https://www.lels.org/s/ActiveContract-Robbinsdale-PD-12-31-2028-4w7k.pdf,LELS Active Contract - Robbinsdale Police Department – Patrol (PDF locator),Robbinsdale,MN,safety_and_non_safety_compensation_units,Police (Patrol),Robbinsdale Police Department – Patrol (LELS-listed unit),Active contract ending 12-31-2028 (per locator filename),,2028-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,same_city_match,overlaps_2014_2024,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Robbinsdale MN safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead via Law Enforcement Labor Services (LELS) contract library entry for Robbinsdale PD – Patrol; expected to include wage/schedule and/or bargaining provisions relevant to market/comparability pressure.,1d16276581631680f0ac,15,9,10,8,10,10,5,5,5,5,82,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,598
TS4L-8aacdf5bf5638cdda3e4,lane_4,TS4-4-ba0977e4a1a034ba,https://www.beaufortcountysc.gov/council/committees/finance/agendas/2014/032414-compensation.pdf,"Beaufort County Council Finance Committee Agenda (Mar 24, 2014) - Compensation / FY 2014 Wage and Salary Report (SCAC)",Beaufort,SC,safety_and_non_safety_compensation_units,Mixed job classes (countywide wage/salary report; safety and non-safety may be included),,FY 2014 (wage and salary report referenced in 2014 agenda packet),2014,2014,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,"Same county (Beaufort County, SC); not a City of Beaufort municipal CBA",Overlaps 2014-2024 target window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Beaufort SC safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Public PDF hosted on Beaufort County SC site; explicitly references an FY 2014 wage and salary report and is likely to contain position pay/classification structure used for market/comparability pressure discovery.,502dced5735b4485f450,15,15,2,15,5,10,5,5,5,5,82,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|cycle_window_and_overlap_metadata|partial_unit_identity|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,600
TS4L-9044d38e76cc0298a95e,lane_4,TS4-4-71466bc0688c2c6d,https://twp.patton.pa.us/AgendaCenter/ViewFile/Minutes/_08172022-68,"Patton Township Board of Supervisors Meeting Minutes (Aug 17, 2022) – includes “2023 – 2026 Collective Bargaining Agreement (CBA)” summary for POA",Patton,PA,safety_and_non_safety_compensation_units,Police officers / POA,Patton Township Police Officers Association (POA),2023 – 2026 (CBA term stated in meeting minutes),2023,2026,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,same_city,overlaps_target_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Patton PA safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Meeting minutes explicitly summarizing changes in the new POA CBA, including annual raise percentages for 2023–2026; useful as a market/comparability and implementation-timing indicator lead for safety compensation units.",d66e184e1f2b1ec4a55c,11,9,10,15,10,10,5,5,2,5,82,verification_ready_medium,tier_b,structured_web_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|identified_claim_gap_target,canonical_locator_unique,verification_queue,603
TS4L-93f03192ffbe9e3571cb,lane_4,TS4-4-5105c3155507c550,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/4410/Cw/e949bcc7-407b-46a7-a7d4-7470c9ef8124/Financial_Statement_2021.pdf,"City of Washington, Missouri — Financial Statement 2021 (mentions pay plan update and wage/salary increases)",Washington,MO,safety_and_non_safety_compensation_units,Citywide workforce compensation (context: pay plan update; salaries and wages increased),,Financial Statement 2021,2021-01-01,2021-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,"Exact city match (City of Washington, Missouri)",Overlaps target window (2014-2024),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Washington MO safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Public financial statement reference indicating salaries/wages increased due to implementation of a pay plan update (no further schedule detail extracted here). Lead only.,cc297365aaf92c030baa,15,9,10,15,5,10,5,5,3,5,82,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|identified_claim_gap_target,canonical_locator_unique,verification_queue,605
TS4L-9b29d7d1654aba545d88,lane_4,TS4-4-dff80ff5a626c51c,https://cmsarchive.civicplus.com/Swampscott%20MA/SwampscottMA_ClerkMin/May%205%2C%202014%20ATM%20minutes%20FINAL.pdf,"May 5, 2014 Annual Town Meeting Minutes (includes “SALARY CLASSIFICATION PLAN FOR EMPLOYEESAs of July 1, 2014”)",Swampscott,MA,safety_and_non_safety_compensation_units,Non-safety (town employees; salary classification plan),,"As of July 1, 2014 (plan appears embedded in 2014 ATM minutes)",2014-07-01,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,same_city,overlaps_expected_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Swampscott MA safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Public source lead for Swampscott compensation/classification (non-safety) with an “as of July 1, 2014” effective date.",f3eef0f9f8472ca73a10,15,9,10,15,5,10,5,5,3,5,82,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|identified_claim_gap_target,canonical_locator_unique,verification_queue,607
TS4L-9ccc536706dfb7294a36,lane_4,TS4-4-005742e53b2d567b,https://www.fallschurchva.gov/DocumentCenter/View/15581,CITY OF FALLS CHURCH CLASSIFICATION AND COMPENSATION STUDY (DocumentCenter/View/15581),Falls Church,VA,safety_and_non_safety_compensation_units,public safety + non-safety job classifications (as covered by classification/compensation study),,2014-2024 target window (study timeframe not specified in lead metadata),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,same_municipality,potential_overlap_2014_2024,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Falls Church VA safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"High-specificity lead: City of Falls Church “Classification and Compensation Study” document-center item, likely covering market/comparability and classification/compensation across safety and non-safety units.",75eb8029a8250735f973,11,12,10,15,5,10,5,5,4,5,82,verification_ready_medium,tier_b,structured_web_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,608
TS4L-9d25c6d8da7a98386441,lane_4,TS4-4-d41556a1e5f8f7a2,https://townofharrison.com/DocumentCenter/View/2100/1504---PBA-22-salaries---2024-2027,Town of Harrison (NJ) — PBA 22 salaries 2024-2027 (memorandum/agreement with compensation terms),Harrison,NJ,safety_and_non_safety_compensation_units,Police (PBA represented law enforcement classifications),Harrison PBA Local 22,2024-2027 (document labeled “PBA-22 salaries — 2024-2027”),2024-01-01,2027-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,same_city,overlaps_2014_2024_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Harrison NJ safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Publicly hosted PBA compensation/salary terms covering 2024 (within target window) and subsequent years.,6e2931a7d10ea554c3b7,11,9,10,15,10,10,5,5,2,5,82,verification_ready_medium,tier_b,structured_web_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|unit_and_bargaining_identity_present|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|identified_claim_gap_target,canonical_locator_unique,verification_queue,609
TS4L-9dd1f06cea2f4a0f0e6b,lane_4,TS4-4-04c697f48e4f2395,https://www.jacksonvilletx.org/DocumentCenter/View/3894/20220927-Press-Release---Comp-Class-Adoption,"Press Release: Comp-Class Adoption (Jacksonville, TX)",Jacksonville,TX,safety_and_non_safety_compensation_units,Fire and Police (public safety) (adoption of compensation/classification study results),,Adoption of nearly yearlong compensation and classification study (press release dated 2022-09-27),2014-01-01 (not infe,2024-12-31 (not infe,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,"same_city (Jacksonville, TX)",likely_overlapping (lead is within 2014-2024 but document term not confirmed here),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Jacksonville TX safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead indicates adoption of compensation/classification study results and mentions behind-market percentages for fire and police in snippet; supports discovery of safety market-comparability pressure mechanism within target window.,725cf33f4c8f42fe8a26,11,12,10,15,5,10,5,5,4,5,82,verification_ready_medium,tier_b,structured_web_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,612
TS4L-a4d34d835f483d295064,lane_4,TS4-4-d9d3156921610aec,https://www.southhoustontx.gov/DocumentCenter/View/647/Proposed-FY24-Budget,City of South Houston — Proposed FY24 Budget (DocumentCenter/View/647),South Houston,TX,safety_and_non_safety_compensation_units,City departments including Police (wages & salary line items),,FY24 (proposed budget document),2023-09-01,2024-08-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,"exact municipality (South Houston, TX)",overlaps 2014-2024 window (FY24),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",South Houston TX safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Budget document lead that may contain wages & salary structures by department/class (including Police), useful as a potential compensation classification/time-period anchor.",015f92f7738816c3d34e,11,12,10,15,5,10,5,5,4,5,82,verification_ready_medium,tier_b,structured_web_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|institutional_locator_shape|identified_claim_gap_target,canonical_locator_unique,verification_queue,613
TS4L-acef7d54e627e0659860,lane_4,TS4-4-cc9033ffaf30d532,https://cms5.revize.com/revize/andrewstxnew/2021-22%20Operating%20Budget.pdf,"City of Andrews, TX Operating Budget 2021-22 (budget line items include FIRE salaries & wages and other personnel accounts)",Andrews,TX,safety_and_non_safety_compensation_units,safety_and_non_safety (fire/police vs other departmental personnel depending on budget structure),,2021-2022 (operating budget cycle),2021,2022,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,"exact_city_match_expected (City of Andrews, TX)",overlaps (within 2014-2024 window),low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Andrews TX safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead: use as a compensation-unit discovery pointer—budget salary/wage line items may reveal safety vs non-safety personnel categories and timing of adjustments.,aeb9fea4d82719def342,15,9,10,15,5,10,5,5,3,5,82,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|identified_claim_gap_target,canonical_locator_unique,verification_queue,616
TS4L-ad2632a3fb7f276b91ed,lane_4,TS4-4-11ddc1d64e874679,https://www.haddontwp.com/wp-content/uploads/2019/10/1401_Salary_adopted-10.16.2019.pdf,"Ordinance #1401 (Adopted 10/16/2019) - Amend Salary Ordinance - Township of Haddon, NJ",Haddon,NJ,safety_and_non_safety_compensation_units,"Public safety and non-safety municipal positions (salary schedule includes public safety section entries such as police communications, chief of police, crossing guards, and other non-safety municipal roles)",,"Beginning January 1, 2019 (as stated in ordinance text; revised/dated within 2019)",2019-01-01,2019-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,,same_city_match_expected,overlaps_2014_2024_target_window,low,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,"Previously unscouted municipality selected for market, comparability, safety premium, rank, and implementation-timing discovery.",Haddon NJ safety_and_non_safety_compensation_units 2014-2024 target window market or comparability pressure cba or compensation study or classification study or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,"Municipal salary schedule ordinance listing multiple position salaries across departmental groupings, including a public safety and affairs subsection and other non-safety categories. Lead for market/comparability/safety-premium-adjacent scheduling discovery.",32f1a4088b9c8817bbdb,15,9,10,15,5,10,5,5,3,5,82,verification_ready_medium,tier_b,structured_web_locator|document_specific_locator|specific_title|document_period_present|mechanism_metadata_match|same_city_metadata|cycle_window_and_overlap_metadata|partial_unit_identity|strong_target_source_family|low_prior_duplicate_risk|new_or_unsatisfied_target|identified_claim_gap_target,canonical_locator_unique,verification_queue,617
