adjudication_case_id,calibration_id,page_number,page_role,content_artifact_path,rendered_image_path,render_status,rendered_bytes,rendered_sha256,render_error
adj_372decf0ca2c77a33b8a,cal_04e9c405fa82bce92279cc76,5,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0460_sr_62322cb966f64b0f81a2dc6a.pdf,rendered_pages/adj_372decf0ca2c77a33b8a/page_0005.jpg,rendered,172510,98602b9dcbceaf11d343512436b101a52d4473601dcafc1c19137298fe633068,
adj_372decf0ca2c77a33b8a,cal_04e9c405fa82bce92279cc76,10,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0460_sr_62322cb966f64b0f81a2dc6a.pdf,rendered_pages/adj_372decf0ca2c77a33b8a/page_0010.jpg,rendered,182200,19c77e0fb7e8c9a130b2038b7468358b60df7f763f09db30631572230f44ce31,
adj_372decf0ca2c77a33b8a,cal_04e9c405fa82bce92279cc76,12,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0460_sr_62322cb966f64b0f81a2dc6a.pdf,rendered_pages/adj_372decf0ca2c77a33b8a/page_0012.jpg,rendered,180967,7a6758132a51836b6a4763408a2a5c3e2171dd95f1425f1dff086755cf5b8c82,
adj_372decf0ca2c77a33b8a,cal_04e9c405fa82bce92279cc76,13,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0460_sr_62322cb966f64b0f81a2dc6a.pdf,rendered_pages/adj_372decf0ca2c77a33b8a/page_0013.jpg,rendered,205878,9b35e4b5556b348a4542a985e2742984327ba177d8713f9537b933d7aafaa220,
adj_f6c02e1d24efbe6d8eea,cal_075c10415a94e03dadfb692f,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0485_sr_272eba05d55d401649848e75.pdf,rendered_pages/adj_f6c02e1d24efbe6d8eea/page_0001.jpg,rendered,147271,52dd84bcb8b5dfe659d741d2d8a5aa6cd5ab038b025ae62838c8f4e6dae99853,
adj_f6c02e1d24efbe6d8eea,cal_075c10415a94e03dadfb692f,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0485_sr_272eba05d55d401649848e75.pdf,rendered_pages/adj_f6c02e1d24efbe6d8eea/page_0002.jpg,rendered,174038,00c4107cfe4650996f3f9d312f86b4c23af923a57cc29e03d8c16390f70186a2,
adj_f6c02e1d24efbe6d8eea,cal_075c10415a94e03dadfb692f,3,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0485_sr_272eba05d55d401649848e75.pdf,rendered_pages/adj_f6c02e1d24efbe6d8eea/page_0003.jpg,rendered,159713,5f9993ade48c45953986c83e60c81b4bb32ecc05ff9aa6dc1a8330c715982d5c,
adj_f6c02e1d24efbe6d8eea,cal_075c10415a94e03dadfb692f,4,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0485_sr_272eba05d55d401649848e75.pdf,rendered_pages/adj_f6c02e1d24efbe6d8eea/page_0004.jpg,rendered,172838,32ec9a5e260053863507cd75ad06953486c91e43ccca1d36eacf89224431a364,
adj_f6c02e1d24efbe6d8eea,cal_075c10415a94e03dadfb692f,5,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0485_sr_272eba05d55d401649848e75.pdf,rendered_pages/adj_f6c02e1d24efbe6d8eea/page_0005.jpg,rendered,37072,e8071cb91ea28dd94af931387037a50cc8530a2076affcfd9a65ec70fff49103,
adj_c267df3868ee5b738d9c,cal_0ccdac533aafb9416dffec65,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_9a13313d7b45e8058dc24607.pdf,rendered_pages/adj_c267df3868ee5b738d9c/page_0001.jpg,rendered,52817,5ba21f18f3da4d7aa845d12bdea3f4ff983dd80328cc19c7e04d2d9bacadb1a4,
adj_c267df3868ee5b738d9c,cal_0ccdac533aafb9416dffec65,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_9a13313d7b45e8058dc24607.pdf,rendered_pages/adj_c267df3868ee5b738d9c/page_0002.jpg,rendered,145043,4b47e4bcbaeb153b47e4389ecdcee125613d3dbc4eb15a29158497fe9f73c811,
adj_c267df3868ee5b738d9c,cal_0ccdac533aafb9416dffec65,13,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_9a13313d7b45e8058dc24607.pdf,rendered_pages/adj_c267df3868ee5b738d9c/page_0013.jpg,rendered,140915,eece97395df6ca8173e6dc56c06b9e25b782ebc7c3a57a6169edc86b8344e5d0,
adj_c267df3868ee5b738d9c,cal_0ccdac533aafb9416dffec65,18,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_9a13313d7b45e8058dc24607.pdf,rendered_pages/adj_c267df3868ee5b738d9c/page_0018.jpg,rendered,184992,7c450d557f0cfc4342b86322fe7d6f437d5bf2b7c687b91fdd94ef28c82c57e1,
adj_c267df3868ee5b738d9c,cal_0ccdac533aafb9416dffec65,27,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_9a13313d7b45e8058dc24607.pdf,rendered_pages/adj_c267df3868ee5b738d9c/page_0027.jpg,rendered,140181,afbe1cd264a856a735250cfce18260b05c52d37fa6675cd87b9cf2a811f926e8,
adj_c267df3868ee5b738d9c,cal_0ccdac533aafb9416dffec65,28,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0127_sr_9a13313d7b45e8058dc24607.pdf,rendered_pages/adj_c267df3868ee5b738d9c/page_0028.jpg,rendered,111180,4b44d6b589115ab8c98e40d9c632a10453088f35f5cb27ad638516656858ee20,
adj_f1615a4a47f0fc77c795,cal_0d99791bdc0cd19c28d5f5de,1,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0160_sr_7bcc2dd2d88906ef9ef58854.pdf,rendered_pages/adj_f1615a4a47f0fc77c795/page_0001.jpg,rendered,75430,bc5a8123b45e7f0ebd1fef8865f7fd357525c3d935530dfe8324d4557bc0fd59,
adj_f1615a4a47f0fc77c795,cal_0d99791bdc0cd19c28d5f5de,81,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0160_sr_7bcc2dd2d88906ef9ef58854.pdf,rendered_pages/adj_f1615a4a47f0fc77c795/page_0081.jpg,rendered,193072,4856f7ded970773bf1e307dc991b777be5dd8eef9a92253197b6d40b7ff2f817,
adj_f1615a4a47f0fc77c795,cal_0d99791bdc0cd19c28d5f5de,82,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0160_sr_7bcc2dd2d88906ef9ef58854.pdf,rendered_pages/adj_f1615a4a47f0fc77c795/page_0082.jpg,rendered,184280,306ec2fa153f25885944aa76d575d844f0d687718e7237853c2bb61de573945d,
adj_f1615a4a47f0fc77c795,cal_0d99791bdc0cd19c28d5f5de,241,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0160_sr_7bcc2dd2d88906ef9ef58854.pdf,rendered_pages/adj_f1615a4a47f0fc77c795/page_0241.jpg,rendered,203707,32b24ec56142fef1649f6d87a477416c1816208ce00dc30db0b7966540543978,
adj_f1615a4a47f0fc77c795,cal_0d99791bdc0cd19c28d5f5de,242,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0160_sr_7bcc2dd2d88906ef9ef58854.pdf,rendered_pages/adj_f1615a4a47f0fc77c795/page_0242.jpg,rendered,185535,45102a52ffd4a10023254e99e96e59a274f2c01916a42277218c50b6394b08f0,
adj_f1615a4a47f0fc77c795,cal_0d99791bdc0cd19c28d5f5de,243,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0160_sr_7bcc2dd2d88906ef9ef58854.pdf,rendered_pages/adj_f1615a4a47f0fc77c795/page_0243.jpg,rendered,134202,23361f23a5ecbdc697b24c54c073a745fd34e0926b88dfa5e1163c20d7d80ec7,
adj_132cea3ee5628e488480,cal_0e71fee5856adca413c60d77,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0487_sr_d73c9a81583ea67b229040c7.pdf,rendered_pages/adj_132cea3ee5628e488480/page_0001.jpg,rendered,53033,0509eb6f70482d3e1949a0a9134ce856b59b6d6197c6cba200c7d3e50b466fa4,
adj_132cea3ee5628e488480,cal_0e71fee5856adca413c60d77,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0487_sr_d73c9a81583ea67b229040c7.pdf,rendered_pages/adj_132cea3ee5628e488480/page_0002.jpg,rendered,206857,fb19e9b212e688ee8a4f6a80f3688793ba5135f7f49333cc7bb02f024f97bbc3,
adj_132cea3ee5628e488480,cal_0e71fee5856adca413c60d77,3,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0487_sr_d73c9a81583ea67b229040c7.pdf,rendered_pages/adj_132cea3ee5628e488480/page_0003.jpg,rendered,208869,c0b356d628b0ffdf11a8b0837c81da24a60613bfeb1401e17550062e4893f614,
adj_132cea3ee5628e488480,cal_0e71fee5856adca413c60d77,4,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0487_sr_d73c9a81583ea67b229040c7.pdf,rendered_pages/adj_132cea3ee5628e488480/page_0004.jpg,rendered,212025,debd4ec697a6deac07d081fca8d967e17bfc1867a13f3f520df8e86325b7b821,
adj_132cea3ee5628e488480,cal_0e71fee5856adca413c60d77,5,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0487_sr_d73c9a81583ea67b229040c7.pdf,rendered_pages/adj_132cea3ee5628e488480/page_0005.jpg,rendered,216033,497776a9420caab572f260a2aaab8541b63628538f344108c0d1b8022c93d660,
adj_132cea3ee5628e488480,cal_0e71fee5856adca413c60d77,6,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0487_sr_d73c9a81583ea67b229040c7.pdf,rendered_pages/adj_132cea3ee5628e488480/page_0006.jpg,rendered,252043,eb77b256f904cfabc49443f1f749d78289d8aa7acd9fbebcdf86bca78568dd5b,
adj_e44d755471cf49a42a26,cal_20f83d208f858a0cf99daad1,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0486_sr_0f22987e1039f88dbc9835c6.pdf,rendered_pages/adj_e44d755471cf49a42a26/page_0001.jpg,rendered,121328,b5859a5a88045b8f815789df6774764e249050fe58c53465abc6bd5584b6371d,
adj_9d9715e2e9b339b407c8,cal_211c78b8eb2cdd5520344d2c,1,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0440_sr_0c75170799891bb601b9aaa4.pdf,rendered_pages/adj_9d9715e2e9b339b407c8/page_0001.jpg,rendered,60698,7e6f6ae47895bb97262da5cc9edbef43bc344a19e7c4637f348752f3bd50faa2,
adj_9d9715e2e9b339b407c8,cal_211c78b8eb2cdd5520344d2c,2,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0440_sr_0c75170799891bb601b9aaa4.pdf,rendered_pages/adj_9d9715e2e9b339b407c8/page_0002.jpg,rendered,108058,37b397d493c58312f3e146141be4e9aa4c69a86aa0add9474d3cf8d583184f08,
adj_9d9715e2e9b339b407c8,cal_211c78b8eb2cdd5520344d2c,6,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0440_sr_0c75170799891bb601b9aaa4.pdf,rendered_pages/adj_9d9715e2e9b339b407c8/page_0006.jpg,rendered,163971,8c383ca9967d9fba51c9aa95bb259ad35c8e626850b63c6eb61b465328dc3128,
adj_9d9715e2e9b339b407c8,cal_211c78b8eb2cdd5520344d2c,7,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0440_sr_0c75170799891bb601b9aaa4.pdf,rendered_pages/adj_9d9715e2e9b339b407c8/page_0007.jpg,rendered,112975,4cfd51610f49d57be6b1a5bffd7b0014254e613edfb91b192a8929734463dfef,
adj_9d9715e2e9b339b407c8,cal_211c78b8eb2cdd5520344d2c,9,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0440_sr_0c75170799891bb601b9aaa4.pdf,rendered_pages/adj_9d9715e2e9b339b407c8/page_0009.jpg,rendered,107065,62d112000b1c3f36483c0fd40128dd296f5da2db8cfcf3fa194c237bfe71db3d,
adj_9d9715e2e9b339b407c8,cal_211c78b8eb2cdd5520344d2c,10,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0440_sr_0c75170799891bb601b9aaa4.pdf,rendered_pages/adj_9d9715e2e9b339b407c8/page_0010.jpg,rendered,127784,37d10cc07cc12db226bd65d570b157ef438703251ff1fc648be8546f03f9b6ba,
adj_2c58225b56b2be6c3812,cal_2cc9c8211edf7dc1fc8bbd7c,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0469_sr_16863b05cf84ae11399f869d.pdf,rendered_pages/adj_2c58225b56b2be6c3812/page_0001.jpg,rendered,139635,ea8f2760296baad42d22e7216367b0a8acd4de9af590fdb7412e7454ab872777,
adj_2c58225b56b2be6c3812,cal_2cc9c8211edf7dc1fc8bbd7c,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0469_sr_16863b05cf84ae11399f869d.pdf,rendered_pages/adj_2c58225b56b2be6c3812/page_0002.jpg,rendered,183836,b9766f0eee65b589ecf30a82f597917d33434d14914e4d8e223972b95704b579,
adj_2c58225b56b2be6c3812,cal_2cc9c8211edf7dc1fc8bbd7c,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0469_sr_16863b05cf84ae11399f869d.pdf,rendered_pages/adj_2c58225b56b2be6c3812/page_0003.jpg,rendered,31814,da5f16a094b972500573332e9815165d8c6c3d2218f9b10006333ab491b04107,
adj_e2832ddb9903e9be0d15,cal_2d661ee8ab7ef19340fbad0c,1,navigation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0495_sr_d950ee809737f7cc9ed93a71.pdf,rendered_pages/adj_e2832ddb9903e9be0d15/page_0001.jpg,rendered,17252,f699c7586cae41388cbf2d1e4f2257f50d445a83d9d4915995a27dc4e4f724d1,
adj_e2832ddb9903e9be0d15,cal_2d661ee8ab7ef19340fbad0c,14,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0495_sr_d950ee809737f7cc9ed93a71.pdf,rendered_pages/adj_e2832ddb9903e9be0d15/page_0014.jpg,rendered,186761,a140023429351f161271913b5aceb4875588a06cbf3f62210e9a7de2e4ecfe99,
adj_e2832ddb9903e9be0d15,cal_2d661ee8ab7ef19340fbad0c,15,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0495_sr_d950ee809737f7cc9ed93a71.pdf,rendered_pages/adj_e2832ddb9903e9be0d15/page_0015.jpg,rendered,170795,c3fca836c638d2d9950943011a137b9e2e82dfac4a7c29c25cad9e2d2f21e2bd,
adj_e2832ddb9903e9be0d15,cal_2d661ee8ab7ef19340fbad0c,28,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0495_sr_d950ee809737f7cc9ed93a71.pdf,rendered_pages/adj_e2832ddb9903e9be0d15/page_0028.jpg,rendered,179778,5ea1cc31ab86cf4815add3e3183eefc8446247338136800a2f50d075634c3e78,
adj_e2832ddb9903e9be0d15,cal_2d661ee8ab7ef19340fbad0c,61,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0495_sr_d950ee809737f7cc9ed93a71.pdf,rendered_pages/adj_e2832ddb9903e9be0d15/page_0061.jpg,rendered,164896,a6d33cca7c1a8f25bfba4fdeb484aceafdb6fab35df1ee8f482fd49539838912,
adj_e2832ddb9903e9be0d15,cal_2d661ee8ab7ef19340fbad0c,62,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0495_sr_d950ee809737f7cc9ed93a71.pdf,rendered_pages/adj_e2832ddb9903e9be0d15/page_0062.jpg,rendered,113521,ce14efa5f721cf63e50fcd09380a1577ea4e0671f239a1a72362b347a759632e,
adj_93b3857f5afaebbdb210,cal_32e26e9fd1b36d8f29174580,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0497_sr_982e3d978294d76b87e6eecc.pdf,rendered_pages/adj_93b3857f5afaebbdb210/page_0001.jpg,rendered,194124,b45557141fa6822d40fa29e24cab53c15234ed56f1561c3ddfbf101ca87e2b8a,
adj_93b3857f5afaebbdb210,cal_32e26e9fd1b36d8f29174580,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0497_sr_982e3d978294d76b87e6eecc.pdf,rendered_pages/adj_93b3857f5afaebbdb210/page_0002.jpg,rendered,143618,d133b4037a72efdd9c95c5904cb8c655d7c3635f412eab37c479d0469479eec9,
adj_93b3857f5afaebbdb210,cal_32e26e9fd1b36d8f29174580,3,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0497_sr_982e3d978294d76b87e6eecc.pdf,rendered_pages/adj_93b3857f5afaebbdb210/page_0003.jpg,rendered,113648,f403c2c07d6ef0eff067cd48eaab3b2b984cef4c7d0729179c0a02d774bce55c,
adj_93b3857f5afaebbdb210,cal_32e26e9fd1b36d8f29174580,4,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0497_sr_982e3d978294d76b87e6eecc.pdf,rendered_pages/adj_93b3857f5afaebbdb210/page_0004.jpg,rendered,127464,5cae4a13dbf1c761a1f011ac4c9776c5937b763606ef9f578ee30df21b94d641,
adj_93b3857f5afaebbdb210,cal_32e26e9fd1b36d8f29174580,5,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0497_sr_982e3d978294d76b87e6eecc.pdf,rendered_pages/adj_93b3857f5afaebbdb210/page_0005.jpg,rendered,121531,7b09c210a8f97587ca0c9282c6c8b540cb5f60de3e84de6b11a540cbe46314fc,
adj_93b3857f5afaebbdb210,cal_32e26e9fd1b36d8f29174580,7,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0497_sr_982e3d978294d76b87e6eecc.pdf,rendered_pages/adj_93b3857f5afaebbdb210/page_0007.jpg,rendered,176521,8871f745dc3b0a8b8e86bc37faa0809a2a0b9cbaa292bb76c4b3a10cc2db1caa,
adj_6a600456a32507e3dfff,cal_3641a73760e319fa915df354,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0481_sr_32786611fb6285f4b9d0ad9d.pdf,rendered_pages/adj_6a600456a32507e3dfff/page_0001.jpg,rendered,129399,a49c49f31d6ee63fb135b339c3532a852a4f40682dcc9eadec962c3478e82fbe,
adj_6a600456a32507e3dfff,cal_3641a73760e319fa915df354,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0481_sr_32786611fb6285f4b9d0ad9d.pdf,rendered_pages/adj_6a600456a32507e3dfff/page_0002.jpg,rendered,161932,474f5cc1d70ee7203e79cb667afba400d154da7144a4d90611cdbb944ca83dc1,
adj_6a600456a32507e3dfff,cal_3641a73760e319fa915df354,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0481_sr_32786611fb6285f4b9d0ad9d.pdf,rendered_pages/adj_6a600456a32507e3dfff/page_0003.jpg,rendered,30093,e30f6c4dca7ccacacbeb66e7fb844063e38933599b22194dbff80c4299c72b93,
adj_ed08a4e3218fe321e3ef,cal_3780a6990e664d2e6c35ff2e,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0103_sr_fe40278a3d486e04f76aefa4.pdf,rendered_pages/adj_ed08a4e3218fe321e3ef/page_0001.jpg,rendered,23506,fb33db66e95a2a18ebdbcdc7496d19bd3467eacb4288a9afe971b104f9b19fd4,
