whole_corpus_source_record_id,source_batch,original_source_id,municipality,state,region,source_type,source_family,cba_non_cba_hint,rated_span_count,source_lineage,validation_status
WCSR-ef6fb12be68a2a9c45ef3530,broad_state_4x2500,B4X2500LIVE-20260729-000117,Cortland,IL,Midwest,pdf,wage_schedule,non_cba_or_other_hint,7,https://cortlandil.org/uploads/dm/29267/Appendix_A_Pg1__Salary_Schedule_as_of_1.27.2025_1.pdf,canonical_valid_input
WCSR-0b03afb3961d6b4b8cc95e57,broad_state_4x2500,B4X2500LIVE-20260729-000119,Crestwood,IL,Midwest,pdf,cba,cba_hint,3,https://crestwood.illinois.gov/content/compensation/2025-2026%20Village%20of%20Crestwood%20Total%20Compensation%20Package.pdf,canonical_valid_input
WCSR-881579e4fd58a4172035b49d,broad_state_4x2500,B4X2500LIVE-20260729-000122,East Alton,IL,Midwest,pdf,wage_schedule,non_cba_or_other_hint,6,https://villageofeastaltonil.gov/wp-content/uploads/2024/10/VIL-ORD-Chapter-14-Officers-and-Employees-2.pdf,canonical_valid_input
WCSR-f177c630d7e5528859d28add,broad_state_4x2500,B4X2500LIVE-20260729-000124,Fairmont City,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,1,https://fairmontcityil.com/wp-content/uploads/2020/05/BoardMeetingMinutes05_06_2020.pdf,canonical_valid_input
WCSR-4588c22ec1328c2cfb206f6d,broad_state_4x2500,B4X2500LIVE-20260729-000125,Flossmoor,IL,Midwest,pdf,arbitration_award,non_cba_or_other_hint,18,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-17-193arbaward.pdf,canonical_valid_input
WCSR-3f059141687f3200977ed95b,broad_state_4x2500,B4X2500LIVE-20260729-000127,Forsyth,IL,Midwest,pdf,cba,cba_hint,15,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/5126/Vof/4f7fc3c3-8f6d-4120-85a0-fdde13794be9/External_Meeting_Packet.pdf,canonical_valid_input
WCSR-66c1e34edce05ed05e3fc8ca,broad_state_4x2500,B4X2500LIVE-20260729-000136,Heyworth,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,2,https://cms8.revize.com/revize/heyworthil/Minutes/2020%20Minutes/Regular%20Meeting%20Minutes%203.5.20.pdf,canonical_valid_input
WCSR-bd0a42fb5b0e476ce59127f6,broad_state_4x2500,B4X2500LIVE-20260729-000137,Hillsboro,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,4,https://hillsboroillinois.net/wp-content/uploads/050724-minutes.pdf,canonical_valid_input
WCSR-c1823548ab9018659bd45e72,broad_state_4x2500,B4X2500LIVE-20260729-000139,Hillsboro,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,7,https://hillsboroillinois.net/wp-content/uploads/8-6-24-meeting-minutes.pdf,canonical_valid_input
WCSR-54625f12b48cd8b891e2fe96,broad_state_4x2500,B4X2500LIVE-20260729-000140,Hoopeston,IL,Midwest,pdf,cba,cba_hint,16,https://cityofhoopeston.com/wp-content/uploads/2025/05/5-6-25-Meeting-Packet.pdf,canonical_valid_input
WCSR-f2bbe42e938ad1fe5afc37a6,broad_state_4x2500,B4X2500LIVE-20260729-000154,Lakewood,IL,Midwest,pdf,other_local_government_pay_policy,non_cba_or_other_hint,11,https://village.lakewood.il.us/vertical/sites/%7BA79C7536-A08B-49AC-8F3D-38ACEDC9A6CC%7D/uploads/2022-05-10_Agenda_and_Packet%282%29.pdf,canonical_valid_input
WCSR-af14058e46932d12316a16be,broad_state_4x2500,B4X2500LIVE-20260729-000156,Le Roy,IL,Midwest,pdf,other_local_government_pay_policy,non_cba_or_other_hint,6,https://leroy.org/file/618/142-Work-Policies-1981.pdf,canonical_valid_input
WCSR-cb8b3d72d96af2f4279039cc,broad_state_4x2500,B4X2500LIVE-20260729-000157,Le Roy,IL,Midwest,pdf,wage_schedule,non_cba_or_other_hint,4,https://leroy.org/file/643/00-05-01-60-Salary-Schedule.pdf,canonical_valid_input
WCSR-9208a213563c95d4178538d0,broad_state_4x2500,B4X2500LIVE-20260729-000173,Marseilles,IL,Midwest,pdf,cba,cba_hint,1,https://cityofmarseilles.com/wp-content/uploads/2025/12/Comp.pdf,canonical_valid_input
WCSR-49a2510747d1018c349a3f30,broad_state_4x2500,B4X2500LIVE-20260729-000174,Marseilles,IL,Midwest,pdf,wage_schedule,non_cba_or_other_hint,1,https://cityofmarseilles.com/wp-content/uploads/2024/07/COMPENSATION-REPORT.xlsx-2024-2025.pdf,canonical_valid_input
WCSR-eeb931be656848edee68e964,broad_state_4x2500,B4X2500LIVE-20260729-000178,McLeansboro,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,2,https://mcleansboro.us/app/uploads/2023/03/MINUTES101122.pdf,canonical_valid_input
WCSR-02b3bfa3a817e09f62d48355,broad_state_4x2500,B4X2500LIVE-20260729-000180,Mount Zion,IL,Midwest,pdf,cba,cba_hint,2,https://mtzion.com/documents/70/2025-24_SALARY_RANGES.pdf,canonical_valid_input
WCSR-1cdf9bbf22b44928b7da5319,broad_state_4x2500,B4X2500LIVE-20260729-000187,Oglesby,IL,Midwest,pdf,wage_schedule,non_cba_or_other_hint,9,https://aedhhl.infiniteuploads.cloud/2022/10/1196-051622-Police-Chief-2021-2025-with-Terry-edits-21-23-2-1.pdf,canonical_valid_input
WCSR-dae4d00355e25f3e7e3c6c44,broad_state_4x2500,B4X2500LIVE-20260729-000188,Oglesby,IL,Midwest,pdf,other_local_government_pay_policy,non_cba_or_other_hint,2,https://aedhhl.infiniteuploads.cloud/2022/10/1124-090820-Ord-Est-Wages...Ambulance-Service-Employees-2-26-20-3.pdf,canonical_valid_input
WCSR-5fb55479912cf84091728141,broad_state_4x2500,B4X2500LIVE-20260729-000189,Olney,IL,Midwest,pdf,cba,cba_hint,18,https://ibew702.org/wp-content/uploads/2020/10/City-of-Olney-2020-2023-CBA-Website.pdf,canonical_valid_input
WCSR-18a38d370f1cb93e1641eac6,broad_state_4x2500,B4X2500LIVE-20260729-000192,Oregon,IL,Midwest,pdf,cba,cba_hint,18,https://oregonil.gov/wp-content/uploads/2019/11/Oregon-FOP-Contract-2019-2023.pdf,canonical_valid_input
WCSR-8ec963fb75234b9415e37d28,broad_state_4x2500,B4X2500LIVE-20260729-000194,Orland,IL,Midwest,pdf,cba,cba_hint,18,https://lris.com/wp-content/uploads/contracts/orlandpark_il_police.pdf,canonical_valid_input
WCSR-7c26c5af6eafaf541615c308,broad_state_4x2500,B4X2500LIVE-20260729-000197,Palos Heights,IL,Midwest,pdf,cba,cba_hint,18,https://palosheights.org/AgendaCenter/ViewFile/Agenda/_01202026-1314,canonical_valid_input
WCSR-51ed2f0dafa68d4605be505f,broad_state_4x2500,B4X2500LIVE-20260729-000210,Pinckneyville,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,3,https://cms5.revize.com/revize/pinckneyvilleil/Document_Center/GOVERNMENT/AGENDAS%20%26%20CITY%20COUNCIL%20MINUTES/2017/Minutes%2C%206-12-2017.pdf,canonical_valid_input
WCSR-3e468f9a94fca525eee5e5db,broad_state_4x2500,B4X2500LIVE-20260729-000211,Pinckneyville,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,2,https://cms5.revize.com/revize/pinckneyvilleil/Document_Center/GOVERNMENT/AGENDAS%20%26%20CITY%20COUNCIL%20MINUTES/2024/Minutes/08-26-24%20Minutes.pdf,canonical_valid_input
WCSR-c5a75687fd54c2e29809c669,broad_state_4x2500,B4X2500LIVE-20260729-000215,Riverdale,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,4,https://villageofriverdale.net/wp-content/uploads/2020/07/SPECIAL-MEETING-MINUTES-6-14-24.pdf,canonical_valid_input
WCSR-9cc647bb743edd8d20723552,broad_state_4x2500,B4X2500LIVE-20260729-000217,Rushville,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,1,https://rushvilleillinois.us/wp-content/uploads/2024/10/24-09-16.pdf,canonical_valid_input
WCSR-43056195a0808fb0a75792ff,broad_state_4x2500,B4X2500LIVE-20260729-000218,Rushville,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,3,https://rushvilleillinois.us/wp-content/uploads/2024/03/24-03-04-2.pdf,canonical_valid_input
WCSR-77d6d86f072144d393d754d1,broad_state_4x2500,B4X2500LIVE-20260729-000219,Rushville,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,1,https://rushvilleillinois.us/wp-content/uploads/2023/10/23-10-02-1.pdf,canonical_valid_input
WCSR-e6b88031a79d6218cc7f65a5,broad_state_4x2500,B4X2500LIVE-20260729-000227,Tremont,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,2,https://tremontil.gov/wp-content/uploads/2025/05/May-5-2025-Meeting-Minutes.pdf,canonical_valid_input
WCSR-29b9d1dbb195971bdedad1b6,broad_state_4x2500,B4X2500LIVE-20260729-000228,Tremont,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,3,https://tremontil.gov/wp-content/uploads/2025/09/August-4-2025-Meeting-Minutes.pdf,canonical_valid_input
WCSR-c8ae5c20a8b214d8bd2c4c5f,broad_state_4x2500,B4X2500LIVE-20260729-000232,West Dundee,IL,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,13,https://cms3.revize.com/revize/dundee/Documents/Government/Agenda%20%26%20MInutes/2023/Agenda/022023_RBM%20Agenda%20PACKET.pdf,canonical_valid_input
WCSR-8611bf82147974ebac202428,broad_state_4x2500,B4X2500LIVE-20260729-000235,Winthrop Harbor,IL,Midwest,pdf,other_local_government_pay_policy,non_cba_or_other_hint,13,https://winthropharbor.com/departments/administration/finance/finance-2/fy-2020-21/137-2020-2021-wage-police/file,canonical_valid_input
WCSR-fa5962e77767e4a9f799da81,broad_state_4x2500,B4X2500LIVE-20260729-000239,Brookston,IN,Midwest,pdf,salary_ordinance,non_cba_or_other_hint,1,https://townofbrookston.com/documents/621/July_26__2023.pdf,canonical_valid_input
WCSR-03a336341c41248fb7847bf2,broad_state_4x2500,B4X2500LIVE-20260729-000247,Churubusco,IN,Midwest,html,salary_ordinance,non_cba_or_other_hint,8,https://townofchurubusco.com/2023/10/19/ordinance-2023-14-2024-salary-ordinance,canonical_valid_input
WCSR-545de6b548865b7f4181f098,broad_state_4x2500,B4X2500LIVE-20260729-000252,Corydon,IN,Midwest,pdf,salary_ordinance,non_cba_or_other_hint,2,https://documents.townofcorydon.com/wp-content/uploads/2024/06/Ordinance-2021-09-Salary.pdf,canonical_valid_input
WCSR-23171c2f3c766ee77939d901,broad_state_4x2500,B4X2500LIVE-20260729-000260,Ferdinand,IN,Midwest,pdf,salary_ordinance,non_cba_or_other_hint,2,https://ferdinandindiana.org/wp-content/uploads/2026/01/2026-01-Salary-Ordinance-Volunteer-Fire-Fighter-1.pdf,canonical_valid_input
WCSR-dcf00041cfd23ab9c4eae954,broad_state_4x2500,B4X2500LIVE-20260729-000282,Nashville,IN,Midwest,pdf,other_local_government_pay_policy,non_cba_or_other_hint,3,https://static1.squarespace.com/static/57b32613b8a79bb69f00a87e/t/5dfceb7e46cd004fb1dad085/1576856447067/Ordinance%2B2019-11%2BAn%2BOrdinance%2BFixing%2BSalaries%2Band%2BFixing%2BSalaries%2Band%2BWages%2Bfor%2B2020.pdf,canonical_valid_input
WCSR-89d626174fe2dd7fed4119b9,broad_state_4x2500,B4X2500LIVE-20260729-000284,New Chicago,IN,Midwest,pdf,wage_schedule,non_cba_or_other_hint,17,https://newchicagoin.gov/wp-content/uploads/Ordinances/Town-Of-New-Chicago-Proposed-Municipal-Code-for-publication.pdf,canonical_valid_input
WCSR-cf99204ac67fe1f105ce13db,broad_state_4x2500,B4X2500LIVE-20260729-000298,Shadeland,IN,Midwest,pdf,salary_ordinance,non_cba_or_other_hint,2,https://shadeland.in.gov/wp-content/uploads/2022/08/2022-04-AMENDING-SALARY-ORDINANCE.pdf,canonical_valid_input
WCSR-605008478c7fa32f17ceae9e,broad_state_4x2500,B4X2500LIVE-20260729-000299,Shelburn,IN,Midwest,pdf,salary_ordinance,non_cba_or_other_hint,9,https://shelburn.in.gov/uploads/1/2/6/0/126001821/2020_code_of_ordinances.pdf,canonical_valid_input
WCSR-ec72534b12fbf598c3889ce6,broad_state_4x2500,B4X2500LIVE-20260729-000304,Thorntown,IN,Midwest,pdf,salary_ordinance,non_cba_or_other_hint,4,https://townofthorntown.com/documents/227/Salary_Ordinance_2025-8_Year_End_DRAFT.pdf,canonical_valid_input
WCSR-86ea81f9df98821519565f5b,broad_state_4x2500,B4X2500LIVE-20260729-000306,Wabash,IN,Midwest,pdf,wage_schedule,non_cba_or_other_hint,6,https://wabashtownship79.in.gov/wp-content/uploads/2023/08/Resolution-2022-23-Resolution-Establishing-Salaries-of-Township-Officers-and-Employees-for-Year-2023.pdf,canonical_valid_input
WCSR-300a9521149a2c05c50c4277,broad_state_4x2500,B4X2500LIVE-20260729-000312,Afton,KS,Midwest,pdf,other_local_government_pay_policy,non_cba_or_other_hint,3,https://kansaspublicnotices.com/KSLegals/2025/34726-2025-11-06_1003.pdf,canonical_valid_input
WCSR-379ab3497fdf592bcd0695fb,broad_state_4x2500,B4X2500LIVE-20260729-000320,Belleville,KS,Midwest,pdf,wage_schedule,non_cba_or_other_hint,2,https://cityofbellevillekansas.com/document_center/download/ordinances/Ordinance-1080-pay-ranges.pdf,canonical_valid_input
WCSR-d609a42e4fd355b52357ddea,broad_state_4x2500,B4X2500LIVE-20260729-000322,Belleville,KS,Midwest,pdf,wage_schedule,non_cba_or_other_hint,2,https://cityofbellevillekansas.com/document_center/download/ordinances/Ordinance-1066-pay-ranges.pdf,canonical_valid_input
WCSR-ff87165e2d64cd4b5356290a,broad_state_4x2500,B4X2500LIVE-20260729-000329,Cawker City,KS,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,6,https://cawkercitykansas.com/_files/ugd/5141f7_3f363f7f5cc7478aaf44271ef6f0c0d0.pdf,canonical_valid_input
WCSR-a740fa3d6fa56efa41f76bca,broad_state_4x2500,B4X2500LIVE-20260729-000334,Gardner,KS,Midwest,pdf,other_local_government_pay_policy,non_cba_or_other_hint,3,https://cms2.revize.com/revize/gardnerks/Documents/Government/City%20Clerk/Ordinances/2022/ORD2727.pdf,canonical_valid_input
WCSR-f79b34b6a06dbc1cbac0b224,broad_state_4x2500,B4X2500LIVE-20260729-000335,Gardner,KS,Midwest,pdf,other_local_government_pay_policy,non_cba_or_other_hint,3,https://cms2.revize.com/revize/gardnerks/Documents/Government/City%20Clerk/Ordinances/2022/ORD2755.pdf,canonical_valid_input
WCSR-734e666d45529d65c09abfbc,broad_state_4x2500,B4X2500LIVE-20260729-000336,Glen Elder,KS,Midwest,pdf,other_local_government_pay_policy,non_cba_or_other_hint,3,https://kspublicnotices.newzgroup.com/KSLegals/2025/31078-2025-01-16_1001.pdf,canonical_valid_input
WCSR-51f59b145aa448ab88f5dca6,broad_state_4x2500,B4X2500LIVE-20260729-000338,Goessel,KS,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,4,https://goesselks.com/_files/ugd/c248e8_c3e96d81c8174065af266189ef7fdb3d.pdf,canonical_valid_input
WCSR-8f33c857e9daa660b4bc2b47,broad_state_4x2500,B4X2500LIVE-20260729-000343,Haven,KS,Midwest,pdf,other_local_government_pay_policy,non_cba_or_other_hint,8,https://media.rainpos.com/3952/COMPLETE_PACKET_FOR_1.21.2025.pdf,canonical_valid_input
WCSR-3e4e9cd1d57658ea393df290,broad_state_4x2500,B4X2500LIVE-20260729-000349,Meriden,KS,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,4,https://meridenks.com/application/files/6917/6348/4646/10-14-2025_meeting_minutes.pdf,canonical_valid_input
WCSR-a294cb96ad1a0f980946bbe1,broad_state_4x2500,B4X2500LIVE-20260729-000365,Syracuse,KS,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,2,https://syracuseks.gov/documents/139/010917.pdf,canonical_valid_input
WCSR-2eb0b02ce73c21de4097ca6d,broad_state_4x2500,B4X2500LIVE-20260729-000366,Washington,KS,Midwest,pdf,budget_or_pay_plan,non_cba_or_other_hint,15,https://washingtonks.municipalimpact.com/documents/342/Personnel_Manual.pdf,canonical_valid_input
WCSR-0dabedd5b4dea20ff597086a,broad_state_4x2500,B4X2500LIVE-20260729-000369,Washington,KS,Midwest,pdf,civil_service_or_hr_pay_plan,non_cba_or_other_hint,1,https://washingtonks.net/documents/342/02-03-2025.pdf,canonical_valid_input
WCSR-76b1e8a3327476fcfa5390a1,broad_state_4x2500,B4X2500LIVE-20260729-000378,Yates Center,KS,Midwest,html,wage_schedule,non_cba_or_other_hint,1,https://yatescenterks.citycode.net/articleFireDepartment.htm,canonical_valid_input
WCSR-972a8db4b7e6a23c750a3f20,broad_state_4x2500,B4X2500LIVE-20260729-000379,Yates Center,KS,Midwest,html,personnel_policy,non_cba_or_other_hint,3,https://yatescenterks.citycode.net/artiPersPoliAndEmplBene.htm,canonical_valid_input
WCSR-0922e30348c6f12537c19c15,broad_state_4x2500,B4X2500LIVE-20260729-000381,Alpena,MI,Midwest,pdf,wage_schedule,non_cba_or_other_hint,10,https://cms7files.revize.com/alpenatwpmi/03-27-23.pdf,canonical_valid_input
WCSR-492c498b830acd15fdcf3f21,broad_state_4x2500,B4X2500LIVE-20260729-000383,Augusta charter,MI,Midwest,html,cba,cba_hint,6,https://maff.org/archives/43-2021/478-augusta-township-paid-on-call-fire-fighters,canonical_valid_input
WCSR-e88f8d46177bf167e1867545,broad_state_4x2500,B4X2500LIVE-20260729-000384,Augusta charter,MI,Midwest,html,cba,cba_hint,8,https://maff.org/archives/35-2015,canonical_valid_input
WCSR-24dc8a48402354d44a6346a8,broad_state_4x2500,B4X2500LIVE-20260729-000385,Augusta charter,MI,Midwest,pdf,personnel_policy,non_cba_or_other_hint,7,https://augustatownship.org/wp-content/uploads/2019/06/Augusta-Charter-Township-Personnel-Policy-Manual.pdf,canonical_valid_input
WCSR-13cbec468cd9e71e462a541f,broad_state_4x2500,B4X2500LIVE-20260729-000391,Blair,MI,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,3,https://cms8.revize.com/revize/blairtownshipmi/MINUTES%20%20JUNE%2011%2C%202024.pdf,canonical_valid_input
WCSR-e9467c55836260a5d62234bc,broad_state_4x2500,B4X2500LIVE-20260729-000393,Boyne City,MI,Midwest,pdf,wage_schedule,non_cba_or_other_hint,9,https://cms3.revize.com/revize/boynemi/Documents/Services/Public%20Works/fs53-1412024728-11731.pdf,canonical_valid_input
WCSR-4a4aba967a647c1838b2e3cf,broad_state_4x2500,B4X2500LIVE-20260729-000398,DeWitt charter,MI,Midwest,pdf,cba,cba_hint,18,https://cclp.us/wp-content/uploads/DeWitt-Twp-CBA-FINAL-01-24-22-12-31-26.pdf,canonical_valid_input
WCSR-b43b1edd5933cec6fc204b43,broad_state_4x2500,B4X2500LIVE-20260729-000400,DeWitt charter,MI,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,9,https://dewitttownship.gov/AgendaCenter/ViewFile/Minutes/_04142025-514,canonical_valid_input
WCSR-8b35b3b3780dd257cef3b6ec,broad_state_4x2500,B4X2500LIVE-20260729-000401,Egelston,MI,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,5,https://egelstontwp.org/wp-content/uploads/2026/04/4.2.26-Board-Minutes.pdf,canonical_valid_input
WCSR-0a0a10416a2fb340e7260d66,broad_state_4x2500,B4X2500LIVE-20260729-000410,Grand Haven charter,MI,Midwest,pdf,cba,cba_hint,18,https://ghtmi.gov/wp-content/uploads/2025/01/BoardPacket_121123.pdf,canonical_valid_input
WCSR-032dd66a09129ac9613d3917,broad_state_4x2500,B4X2500LIVE-20260729-000411,Grand Haven charter,MI,Midwest,pdf,wage_schedule,non_cba_or_other_hint,18,https://ghtmi.gov/wp-content/uploads/2025/11/00-Combined-Packet.pdf,canonical_valid_input
WCSR-bdfcba74f0daaea2eba96556,broad_state_4x2500,B4X2500LIVE-20260729-000412,Grayling,MI,Midwest,pdf,arbitration_award,non_cba_or_other_hint,1,https://michigan.gov/leo/-/media/Project/Websites/leo/Documents/BER/Decisions/2021/20210803c18c022.pdf,canonical_valid_input
WCSR-cab336a40f1ffffebd0dbd9d,broad_state_4x2500,B4X2500LIVE-20260729-000417,Handy,MI,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_other_hint,1,https://cms2.revize.com/revize/handytownship/HANDY%20TOWNSHIP%20BOARD%203-17-25.pdf,canonical_valid_input
WCSR-9781ac37e22dc6cb4a8e870f,broad_state_4x2500,B4X2500LIVE-20260729-000418,Hartford,MI,Midwest,pdf,wage_schedule,non_cba_or_other_hint,5,https://mccmeetingspublic.blob.core.usgovcloudapi.net/hartfordmi-meet-4e8a20eca01e48cebbd22fe30f262c3d/ITEM-Attachment-001-6eab0a69710c4708817478c20d04bcde.pdf,canonical_valid_input
