extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,disposition,page_relationship,bounded_evidence_pointer,confidence,reason_codes,short_rationale,qa_status
cex_3dd664691f5495005e158466,doc_b42c45b94b2b1205e1a2d8b7,ttd_0e8c295ca40d008dc28601f0,sr_007df2b92f251746acc45e99,NSCQ-FL-20260720-0185,FL,Edgewater,CITY OF EDGEWATER,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0120_sr_007df2b92f251746acc45e99.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0120_sr_007df2b92f251746acc45e99.pdf#page=9|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0120_sr_007df2b92f251746acc45e99.pdf#page=36|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0120_sr_007df2b92f251746acc45e99.pdf#page=40|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0120_sr_007df2b92f251746acc45e99.pdf#page=70,low,WPS|WPS,"Provided pages include only agreement front matter and a table of contents plus general management/budget language; no visible pay/compensation figures, wage tables, pay grades, rates, or specific compensation mechanisms are shown within the bounded packet.",excluded_provisional
cex_67ac963cc8461a47b7ef21e8,doc_593bc061a7cac11f56efbe12,ttd_48febd30262245625d01a92f,sr_bb6a32be4fe9c5326c2419e2,NSCQ-FL-20260720-0011,FL,Orlando,CITY OF ORLANDO,non_safety,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0227_sr_bb6a32be4fe9c5326c2419e2.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0227_sr_bb6a32be4fe9c5326c2419e2.pdf#page=23|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0227_sr_bb6a32be4fe9c5326c2419e2.pdf#page=44|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0227_sr_bb6a32be4fe9c5326c2419e2.pdf#page=55|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0227_sr_bb6a32be4fe9c5326c2419e2.pdf#page=97,low,NO_VISIBLE_BASE_PAY_OR_COMPENSATION_TOKE|PAGES_CONTAIN_GRIEVANCE_PROCEDURE_TIMEL|NO_PAY_PLAN_OR_SALARY_SCHEDULE_VALUES_IN,"The provided pages describe grievance/arbitration procedures and timelines; no compensation amounts, pay plan values, rates, or compensation-impact mechanisms are visible.",excluded_provisional
cex_55b115489500c852f6c7a852,doc_6363672600554c95284de038,ttd_57361956538cd7aa60ed121a,sr_22e40f08dd50fabb9bc2702d,NSCQ-FL-20260720-0201,FL,Venice,CITY OF VENICE,fire,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_22e40f08dd50fabb9bc2702d.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_22e40f08dd50fabb9bc2702d.pdf#page=8,unknown,BOUNDARY_PACKET_CONTAINS_NO_VISIBLE_COMP,"The provided pages are a table of contents, cover/agreement period dates, and non-compensation articles (e.g., management rights/no-strike). No specific wage/pay amounts, pay rates, or compensation-setting rules are visible in this packet.",excluded_provisional
cex_f80215a27e5afd1196e23024,doc_18ffa609f03eebd4f00537b8,ttd_2dc82221ac20bb7d85e922b5,sr_2336ca708d99340c94d3a53b,NSCQ-IA-20260720-0070,IA,Boone,CITY OF BOONE,non_safety,cba,second_review,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0176_sr_2336ca708d99340c94d3a53b.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0176_sr_2336ca708d99340c94d3a53b.pdf#page=14,low,WOBBUNDED_PACKET_CONTAINS_PAYROLL_WAGES_,"Pages show an agenda/meeting notice and council bills/expenditures, but no clearly attributable wage compensation fields (rates, steps, grades, or mapped payroll wage amounts) are visible in the provided bounded text.",needs_review
cex_51501f07ed6b30c1ff55625d,doc_f3e5366b0dc3980eb77a0b1a,ttd_ddc97ff88a747cce98f1939b,sr_82274bdd0d73e5c08ce3603d,NSCQ-IA-20260720-0069,IA,Boone,CITY OF BOONE,police,cba,exclude,no_candidate_page,,unknown,NO_COMPENSATION_TERMS_VISIBLE_IN_PACKET,"The provided page contains meeting/agenda information and does not show any visible base-pay, wage-rate, step/grade, or other compensation terms.",excluded_provisional
cex_58fd1fd88dcbefa436ab1a05,doc_0e0a1917b1ffe37490be0201,ttd_9f2661fb5cab7878b1924b21,sr_0689c0a62473bdcdafeb9aa1,NSCQ-IA-20260720-0040,IA,Marshalltown,CITY OF MARSHALLTOWN,fire,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0145_sr_0689c0a62473bdcdafeb9aa1.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0145_sr_0689c0a62473bdcdafeb9aa1.pdf#page=7,low,NO_VISIBLE_BASE_PAY_OR_COMPENSATION_AMT|PAGES_ONLY_SHOW_INTENT_TO_NEGOTIATE_AND_|GRIEVANCE_PROCEDURE_OR_RECOGNITION_SECT|NO_NON_BASE_WAGE_ITEMS_PRESENT,"The provided packet contains agreement preface/recognition and procedural sections (e.g., grievance steps, union representation) but no visible wage/rate/salary/pay-band values or non-base wage benefit/overtime/pension/leave/uniform terms.",excluded_provisional
cex_c6d05d65fa7623ed873ce04b,doc_cf826eb5a1710b371441f7f1,ttd_f8affd23585743d1709fd4ed,sr_0309741dad81c9569465c962,NSCQ-IA-20260720-0014,IA,Urbandale,CITY OF URBANDALE,police,cba,reference_only,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0012_sr_0309741dad81c9569465c962.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0012_sr_0309741dad81c9569465c962.pdf#page=3|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0012_sr_0309741dad81c9569465c962.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0012_sr_0309741dad81c9569465c962.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0012_sr_0309741dad81c9569465c962.pdf#page=9|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0012_sr_0309741dad81c9569465c962.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0012_sr_0309741dad81c9569465c962.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0012_sr_0309741dad81c9569465c962.pdf#page=20,low,WTCBAEVIDENCE_ONLY_VISIBLE_PROVISIONS_NO,"Within the provided pages, only non-wage pay preservation for union grievance/committee activities is visible; no base-pay or wage amount/step/rate details are shown.",needs_review
cex_22f18c16b2a6a7daa7c98c76,doc_3ee9465e1ec32b219e8dce2f,ttd_118e64aed1e1dfb06af43501,sr_24ac2e979520b587b6efe9e8,NSCQ-ID-20260720-0005,ID,Pocatello,CITY OF POCATELLO,police,cba,second_review,points_to_later_evidence,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0033_sr_24ac2e979520b587b6efe9e8.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0033_sr_24ac2e979520b587b6efe9e8.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0033_sr_24ac2e979520b587b6efe9e8.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0033_sr_24ac2e979520b587b6efe9e8.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0033_sr_24ac2e979520b587b6efe9e8.pdf#page=22|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0033_sr_24ac2e979520b587b6efe9e8.pdf#page=25|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0033_sr_24ac2e979520b587b6efe9e8.pdf#page=28|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0033_sr_24ac2e979520b587b6efe9e8.pdf#page=48|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0033_sr_24ac2e979520b587b6efe9e8.pdf#page=49,low,A1|A2,Packet includes only a contents-style token stating a 'Base One' adjustment of $0.28 to Patrol Officer step 1 (described relative to FY2025); full compensation sections are not present.,needs_review
cex_1452084384a7244b736c7c56,doc_d89e5b45c6ee64c8087d2606,ttd_2da61afe672745b1f7049fc1,sr_73b3cb51bbca43b0ec8dfbf6,NSCQ-IL-20260720-0046,IL,Bolingbrook,VILLAGE OF BOLINGBROOK,fire,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0163_sr_73b3cb51bbca43b0ec8dfbf6.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0163_sr_73b3cb51bbca43b0ec8dfbf6.pdf#page=27|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0163_sr_73b3cb51bbca43b0ec8dfbf6.pdf#page=54|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0163_sr_73b3cb51bbca43b0ec8dfbf6.pdf#page=119,low,NO_VISIBLE_NUMERIC_COMPENSATION_VALUES|ONLY_DEDUCTION_MECHANICS_PRESENT_WITHOUT,The packet includes references to payroll deductions (dues/assessments and FIREPAC) but does not show any specific numeric compensation amounts or wage rate/step values.,excluded_provisional
cex_978f8512ad830f0e04e4d59b,doc_e41007dc0e7a418e0bc25bc1,ttd_79b5b1bd64e8230ab7b1ce3f,sr_327abf447a6da41e8c839122,NSCQ-IL-20260720-0285,IL,Geneva,CITY OF GENEVA,fire,cba,reference_only,points_to_later_evidence,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0131_sr_327abf447a6da41e8c839122.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0131_sr_327abf447a6da41e8c839122.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0131_sr_327abf447a6da41e8c839122.pdf#page=25|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0131_sr_327abf447a6da41e8c839122.pdf#page=44|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0131_sr_327abf447a6da41e8c839122.pdf#page=45,low,NO_VISIBLE_WAGE_COMPENSATION_VALUES_IN_B,This packet mostly contains agreement front matter and a partial table-of-contents; it references non-base benefit/uniform/reimbursement articles without showing the underlying value terms.,needs_review
