candidate_id,lane_id,priority_tier,verification_status,dry_run_status,live_download_status,pdf_page_access_planned,text_extraction_planned,ocr_planned
TS4L-2ce3bd0126525bebf59c,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-2dcf944afaa4646f6baf,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-2ff88479a29192fca819,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-326260d4143ac97d1c05,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-34adae9de58cfce5b4a6,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3510d6909467d5019c81,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-35c02d09a37af12461d9,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-38a6926da6477f578153,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3cd5772e487867c6ed8a,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3da9fe4d00edb886cb90,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3efe5bded118698e91ea,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-458dae8d3191aac6c2ae,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-46f50a3854e495b449e4,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-487835422fd293368ee9,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-49b4afc651bfe3148a5d,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-4a417d1a89d21f6a4b22,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-4c0cc09ece894fcc631c,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-4db29474cf538ed41b66,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-4e82b5c2e3e9f2111eef,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-50c4c200206fa04faa38,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-5587b097856e8158dc6e,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-57b2637d6eb09a088604,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-5bfd4b067d6dfcee9e9f,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-643e4903a7601de78cbf,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-64c57e99b08e0662ff89,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-6d2cbd7cd7630a1fb5cb,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-6ee1fbf16fe954247ef0,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-6f0c792766df422f4a46,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-6f0e2fdc28febcc55e0f,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-70847458f048ea226ddb,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7232d115dc689dcf0f00,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-73621257781166febda9,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-746769361cef3ebb7683,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7522cded099919d7d840,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-764b5ab5e4c1f10ddfe8,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-767258d761b0ce814b98,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-768516aa797aad73cd00,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-76b35b5b3af07e11e40b,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-779e8438379686000ae6,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-78ad4bba132171943ba2,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7d1e0df6ac74ac4bbc8d,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7e5468df74ed8dd9c7a2,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-8095cdda31b8e71e3b93,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-80dc19f0d38b6abafde9,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-810fe8621c28d799eb63,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-82bb898950b98e447a0d,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-82dddf7a38f96f1e445d,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-84174ba21ec5bafc5626,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-8580d57be2bf623c3238,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-86b6874f13264e834f6e,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-8952ddd669fd3715854a,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-8aa7fe920c90c171f6c4,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-8bb6a332cb536a14f2ad,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-8f09ef3d1f44f685cbd0,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-9311537015513c747b4c,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-96c3fbf014d11e31b1ad,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-9772db5f0737831c79f9,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-9b6a7230733050ceab01,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-9c49c589c2540893add3,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-9e01803bf01f926fc4c0,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-9e63c8dff2db502fdaa2,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-9e67053eeba050f45330,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-9f63d0b39176f89990de,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-a04b59111aac9792c671,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-a297a95b59f764012473,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-a2a9fd560224156ae93e,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-a66bb1878a5774b3d8e4,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-a7b61d5f97bd0f57a87f,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-a95d82e275a851de3120,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-a9b89e483d0867b73f36,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-ad2031c2a7671c16a12b,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-ad540e15041fc9c35f8b,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-ad680f542b37a3da90d6,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-afaa849a40f088f705be,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-b3cd15e29d1c5b09f6fa,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-b51db7dd9dc83c620dc4,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-ba2c3631222cffc1fa4e,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-ba6e66ef78ebdc93f2a9,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-bafe266fbe1a80e96414,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-bb5877734e06c5a40721,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-bd095e0558b4a91b67a5,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-beb917d84ead6976356d,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c04e6830b2353cc18a26,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c239d44772c3d11c8b40,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c24e347ea0ff4802b653,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c26de928c4ed31af2909,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c316c2bc49da98c2c91f,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c5810a7ab9813b26452f,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c7b2fff2356470d61f7b,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-c7f21669e779c8a1e9e3,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-ca2dcd110e45bce44376,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-d0e2e662bbf9ec13840d,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-d176faeb935a595f800a,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-d70610060b543010bf20,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-d7b99fc8c0ac80efbcf0,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-d90e2792e91d32bc60bf,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-da0fd5e61fff1ba949ce,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-de4f2e94713febfb6cbb,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-de76c0d96c179f68c66b,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-debb8c5b321694d43053,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-df753f275aa8b54c379b,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-e108b6daf43addf6e70b,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-e1fe68a96c23b987d3ce,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-ea453e3b901a36e1d9a2,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-ea5412274d01449ff1ea,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-ebc5a1fcfa61ba8b8cd4,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-ec1802eaa65739659463,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-ecc5fe71c587788b7664,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-f17855c0a061b570dff8,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-f34526c802f2ce77a239,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-f4ca5121fd93fb12da5e,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-f64992999c70bd8bf23c,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-f7d5997308756e59e0e6,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-f921d4a2f4cb56b3300c,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-f982ab3509345e831d28,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-f9f6d6fc8e550303d2be,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-fb7736f912edb9cc496c,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-fc7ba01e19c9ed25e198,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-fdf9e4ad66a3d7434f3d,lane_1,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-00ea5727eac99f87ddd4,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-036c80a89a84330e1c9c,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-03af93f6e72f25245f4f,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-04797e9da771d20223c5,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-05b83750d671b4cfa9a3,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-08a2ba0e867ca7220a48,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-08c341a03fdc41c49e69,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-09cb3134563f7425a2e1,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-0c6ddde88e4816eecb2e,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-0e2d906db542f42acc78,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-0edb78518096eea7b06b,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-11ddad3bce7c4878ddf5,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-128e7a0428111f26e6a3,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-13b9c9263f6aa0e67696,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-13dee3ba7e4e39857528,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-1a79445aa83cced43bc6,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-1abe42052b5d0558fc8e,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-1b519245406fea729712,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-1c8284cc17df74b8f7b0,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-1fde68a326fca75d9066,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-20c4b04ecd4d4e26ac43,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-20e185f214fd3baf4647,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-229c40192f7b422188d1,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-2584628282e9a2dce280,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-2b7d774f062793ab2985,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-2c2307ec9f7536841557,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-31ea7739fccc0b46e682,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-31ee2d57f210fed90057,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-32a6915c23e1d49c1619,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-348610033d1fdf4ba378,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-365cffc258271b820e47,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-393ebd36aa6cf5ee1df9,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3a971fb93837705eb027,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3a9e3d6a07ff0bc230b0,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3cf16f6fd1fb9aeeb02d,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3d658f09d33d25ffc2ec,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3d9dda7b9f0668698ada,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3e38807638970ac344a6,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3e87aa1823fbe0e290ba,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3e8946e43d8ce6d74cd0,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-3f1fdbc5bfc43bba3c37,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-4110bec65da237b060f5,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-4207c829bf7c304d5022,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-42e5d12c51cc5eadcfbf,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-448fc9c2de3ee9d6fa68,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-44b2dea6ae849920d97c,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-44c8dd46390352913256,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-46b6a28caf64fa601b84,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-476f8bdab2a86e3b09a8,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-484ebea358aa6b0d2b62,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-4e3940d1a1ed7f4ce9a9,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-50a3f963cab4fb5058fe,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-50abf7cf4763d1fb7c62,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-50ad524a992fcb4a3da4,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-522da8adaa9096e6c603,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-5814ab57229775678acd,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-59e2c49a2c94accb3dbf,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-5add75b527a041d03bb9,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-5cefe7b8561970bebb65,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-5d340161aa6c4726f709,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-5eff08dd59bd661531c5,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-61fa8c42d7b67e446075,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-637afc237711c2b4c2f9,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-6457e802212d6d965f42,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-6470e0cc58a75d88c5b3,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-65d33665a6a527e5953f,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-67d6887c63536ca592cf,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-68d9967c322bec0b3847,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-692f455d86aebcca6e95,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-6b242bbc34c97322e576,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-6de063c1cc9c30aef5f8,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-6ea2b659933613064b0f,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-6edb8d6c837151de7ee7,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-6ee2e5bf8140fb0b191d,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-73545bfa31037f148093,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-736b9e1ddb8caeb3d436,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-75d0724d1fb26418411c,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-761d4094879d718be4e9,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-76c7c936d87bc5bdb024,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-778b17d3afb706236ce2,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-78b92f1ab0d37b2135d0,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7c350c5dc3843b6c78ca,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7ce0631cdd6f8bfd39e4,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7d00caacb9c091e4f754,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-7f01b9e30858da921459,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-812e414a85803df42608,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-8271995dc3545a1a0b5f,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
TS4L-830287413b5095cfdc50,lane_2,tier_c,verified_source_lead,ready_for_bounded_get_download,not_started,no,no,no
