retained_source_id,candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_title,municipality,state,derived_region,source_family,target_mechanism_family,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
RS556-a453c4ad600d0c183695,TS4L-1fa0df5acd3f57e78df3,lane_1,tier_c,verification_ready_medium,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"SERB MOU/Agreement PDF: City of Brookville, Ohio and Ohio Patrolmen's Benevolent Association (file dated 07/25/2022)",Brookville,OH,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,3418573,b3b7869922e4df2284dd8542cbeb89efb956e7ee80ff87bd7fe87c19986a1797,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-a453c4ad600d0c183695.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-d33fb25f5e9981045821,TS4L-211fdcf6f6c4860e4049,lane_1,tier_c,verification_ready_medium,142,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"Ramsey Borough (AgendaCenter) – Resolution/approval of Collective Bargaining Agreement for Non-Supervisory Employees Group (period Jan 1, 2024–Dec 31, 2025)",Ramsey,NJ,Northeast,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,987312,ec52a69b4554010bdc7fc4c9f493b6f871b5cfce0b0c0a75b4177a4465fa8c67,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-d33fb25f5e9981045821.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-3bd18cf1d08308c22eab,TS4L-2180f325dfca28ec355a,lane_1,tier_c,verification_ready_medium,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"SCESPA Collective Bargaining Agreement (Secretarial/Clerical & Paraprofessional Employees), July 1, 2023 – June 30, 2028",State College,PA,Northeast,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,2825581,6596085f9c691430d1773d51db53fb9495738b7a125943aa6263ea7f7f3743a0,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-3bd18cf1d08308c22eab.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-9359a627741d8228887f,TS4L-22a60e21a312b77db18c,lane_1,tier_c,verification_ready_medium,136,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"CITY OF GROSSE POINTE WOODS (Attachment) — four (4) year contract, July 1, 2022 through June 30, 2026",Grosse Pointe Woods,MI,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,471124,f8ae7fe09c80f6a2adc52ec57a8f530b41489d0e8d2cc087d3429f6a11a8de2b,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-9359a627741d8228887f.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-7cf367a1825bf44ff355,TS4L-2989e9a3654a49a8b811,lane_1,tier_c,verification_ready_medium,144,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"AFSCME Contract (Bus Drivers), 2022 – 2027",State College,PA,Northeast,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,737800,6c41e06fd1889a2f45cbec37faea1e31d859cd29e79c5e907c2fcef980e7b730,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-7cf367a1825bf44ff355.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-de4fc361909802ba9315,TS4L-2ccd244d025dee4872f6,lane_1,tier_c,verification_ready_medium,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"SERB Contract PDF: Agreement between the Brookville School Employees’ Association and the Brookville Board of Education (July 1, 2020 through June 30, 2023)",Brookville,OH,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,1335927,42ad65b7330409a9810caf065e9b8d0eac8e02036aaf27c567fd88b137dd0333,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-de4fc361909802ba9315.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-a54d16738225ae0ecc04,TS4L-2ce3bd0126525bebf59c,lane_1,tier_c,verification_ready_medium,144,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"Edgerton Education Support Staff, INT/ARB-4975, Decision No. 25933-A (WERC) (PDF)",Edgerton,WI,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,494613,a94d3d7015ea3545a5cf5275f1b78124797fb3cc5e2010b7c36beeb50621fc4b,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-a54d16738225ae0ecc04.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-1b84740f51d08c82c8bc,TS4L-2dcf944afaa4646f6baf,lane_1,tier_c,verification_ready_medium,143,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,2010-2015 NTU Contract | Newark Teachers Union (AFT),Newark,NJ,Northeast,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,text/html,.html,44246,dd81d0ca6ebdcb41eb48517e2035570f5c73eb1a05dd4860877225be6909dc3d,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-1b84740f51d08c82c8bc.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-2af8aa29d205a3fe610a,TS4L-2ff88479a29192fca819,lane_1,tier_c,verification_ready_medium,136,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"38th District Court Clerk Contract 2023-2026 (City of Eastpointe & Technical, Professional and Office Workers)",Eastpointe,MI,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,1112439,3c9d8d74afc51ca80af4f45ca6183348009ab44995b1bc76f075863f4eba3291,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-2af8aa29d205a3fe610a.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-7ba657a3cc89652ff62e,TS4L-326260d4143ac97d1c05,lane_1,tier_c,verification_ready_medium,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,OCEA Contract page (links to Okaloosa County instructional master contract 2024-2027 PDF),Niceville,FL,South,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,text/html,.html,394685,56ea874299a39bb910ab3021b5a2ecb22583fc03344b4e7383c7e411ad26e431,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-7ba657a3cc89652ff62e.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-00923076d6e9ab75d33f,TS4L-34adae9de58cfce5b4a6,lane_1,tier_c,verification_ready_medium,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"Final Financial Recovery Plan for Chester (Chester, PA) — FRP PDF (bargaining unit/costs/expirations table)",Chester,PA,Northeast,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,1941022,11202676ebf58b1284ff045a0e89f3326fcd615021c71103f4bff6989c34ba18,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-00923076d6e9ab75d33f.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-626b7b2f1668f99a5b47,TS4L-3510d6909467d5019c81,lane_1,tier_c,verification_ready_medium,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"Collective Bargaining Agreement — Willard Board of Education and Willard Education Association — effective July 1, 2021 through June 30, 2024",Willard,OH,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,2150933,50a099bb02c3e0bc8cb33fa2d8cf66c8787edb352d6ffa7a5b23dbbcb41fdd81,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-626b7b2f1668f99a5b47.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-ce2883df0853fc1c6954,TS4L-35c02d09a37af12461d9,lane_1,tier_c,verification_ready_low,136,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,BMS Arbitration Award Summary Index — City of Brainerd & Teamsters Local 346 (BMS Case No. 25PN0773),Brainerd,MN,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,text/html,.html,41451,3530dee775b6c492b53495ae497d5568efbecfb6466b4c857b9b3ef0816f3a0b,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-ce2883df0853fc1c6954.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-815032f1117442f8bc6d,TS4L-38a6926da6477f578153,lane_1,tier_c,verification_ready_medium,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,"SEIU Local 105 document: Contract (SEIU Local 105 and G2 Secure Staff) referencing City and County of Denver; term until Dec 31, 2022",Denver,CO,West,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,410464,c29a980a96bce8270470cc08531e945287c46e47a2d517282e0aa8ba59df9468,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-815032f1117442f8bc6d.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS556-d962187e711363a16a85,TS4L-3cd5772e487867c6ed8a,lane_1,tier_c,verification_ready_medium,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,SCHEDULE A 2024 – 2025 — Classified Pay Schedule (Ephrata School District),Ephrata,PA,Northeast,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,application/pdf,.pdf,229876,7cd2dee2becb1a86031f1a4cce11e0aef64af93a03cca1041532b56977b1d885,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-d962187e711363a16a85.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
