extracted_text_id,retained_source_id,candidate_id,lane_id,target_mechanism_family,dry_run_status,live_span_extraction_status,artifact_hash_valid,url_open_planned,download_planned,ocr_planned,pdf_rendering_planned,model_api_planned,rating_planned
TXT321-65501521c4587cb34da3,RS429-5abe3f6e17a5761c6636,TS4L-6bbb8757ebdeafdf01e4,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-0f476c1ffdd8ed1ce943,RS429-5c3b4665133b7d1f5c4c,TS4L-781cd7f955d0788748d6,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-0c103de42550f80b87e1,RS429-5c8283f8962e745d3d52,TS4L-0f8872dd903f807cd4a3,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-bffa23a99610f576d05c,RS429-5d41c50c559abb6217cc,TS4L-3f57c7c48f60aa1545d0,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-604f2a5f21699a7bccc9,RS429-5e7ef8d45de1713f083d,TS4L-446ccf50e393a7173a58,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-a42e18fe869bf171c28e,RS429-5f13a7fa01e0a43a7f6b,TS4L-6d479e19ca91cf40335f,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-77f20b354edf8d7aa2a8,RS429-64c5272734c785fef27b,TS4L-22335d48391953a324b5,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-d93aa0725ed49578e6da,RS429-68464540e7dc476eabc7,TS4L-303dd8855a77b716a4bb,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f38591bc83ff48c73428,RS429-6a4963bcf8bf12c0bb21,TS4L-694ca99c1ea9ca72985c,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-7774e936c1f5823a5f99,RS429-6e0fc605dc5756d3db1f,TS4L-03304781c9163016bed0,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-fcb4cf2d39c521acb229,RS429-728fa34f79dffe429f1c,TS4L-945864d2fb70ff3ab742,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-b758be1ba20b60abb517,RS429-72e2189c682277e151ba,TS4L-3152ebe74c568550d0c8,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-38059c1fe1fc9739b934,RS429-75d8e3bf87260b417bcd,TS4L-92c43d5c16351d92e907,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-b7fc758a4b3e4978bec7,RS429-767fb2f198ec17fd2864,TS4L-02a4d3fce9c67c79378c,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-c51b53a99e73fe6d34b7,RS429-81ee5ba716885aefe1c3,TS4L-fcdbc9316eebaaf88fe2,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-116350f76b006fb3e5ee,RS429-82ba1dca230067f43810,TS4L-721ebf2deeee8795e415,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-48630319c995444cadfa,RS429-846faedd549b778a5152,TS4L-1d85817a3c8ea5a05a56,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-95fca407cebd4b95083b,RS429-89e6df22518a1f375a43,TS4L-8d16c4dbec489d3148e4,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-0c4248b2196b7b587cc9,RS429-8f3a752232c6a206d617,TS4L-cd5e61e5bdf5b3f61ef8,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-b45264b91214097b0895,RS429-953a19b34c439d6910b7,TS4L-fe036995dc9dff8e03b3,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-1136e53f065a98ab9257,RS429-96fd25f51a2d7c67efaa,TS4L-2345ca6981381672e4d5,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-e179c45afcad19f779ed,RS429-97b0c1bfdd4ecdc400ef,TS4L-4a9cba00da47bbd008a6,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-6ec12af8c07da801b261,RS429-986b0d029b672787f736,TS4L-3f73ffd33eb980c24434,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f5cd9830fa664afa6e3a,RS429-9b1ea5092a9775f07cb3,TS4L-8c2c014bc005080e9783,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f13875ef63736a4bd3d5,RS429-9e2eee763e63279405ab,TS4L-55bc47b7d0349ccd5d41,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-dd366315d033240fa92c,RS429-a32e1bbf829b492e6776,TS4L-719616376983f41c6386,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-4cf6ef1b96ce37c29fed,RS429-a41bf2298e64f457781b,TS4L-c6f811af184d68979d52,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-5485641c688c66d62773,RS429-a425d9ff6d69f1aba7e5,TS4L-3b31cd0fd1d3cd9bd0f3,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-419070b6944c824be8f2,RS429-a7b5070e66cf0acde09c,TS4L-521a418c4c22b5628f61,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-9f670e784eb92b1bf1e6,RS429-aac3c9de207685eee8ab,TS4L-1818beaf93ad4bcb2fb2,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-ae89b75f7504186b08c3,RS429-ab1d8b0e6b614bf93ca5,TS4L-e15f9380dc403bf0e548,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-a915d998d08ba4e4c47d,RS429-ac99fe85a7e656da3337,TS4L-1a0e5b3c433cce724c7f,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-6efff6026ebd14f74174,RS429-aee08828c5b7ec69124d,TS4L-99d3ab76f2228d202b72,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-447a400b793402ff1485,RS429-afd4608518bfe5e8f752,TS4L-9352bcad1f5b79be8c34,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-844c3a00f9bb8d5eb7ca,RS429-b067f188411cb379ab12,TS4L-3dd781f1891673a0be1f,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-cd3ecdeba2619edece0d,RS429-b5746b6861227d32994b,TS4L-0598ecac2f25d6416ba6,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-979976efd432368fa078,RS429-bab5e33abee02b2708fd,TS4L-ab2835f9a40702ccca9d,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-c4f15ab2b3804f24c156,RS429-bb4d36d48b9916ce1b81,TS4L-c02b04de6ef106a65708,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-5b5b3713ac8010dee4fb,RS429-bd91661f97190f96dbd0,TS4L-d9128eebf89021e76894,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-b82f98cd524908f6d379,RS429-c107759240c483b0843d,TS4L-9a09c3613e16d8a97593,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-89ee829d075af1f7b40c,RS429-c18f53c5bd399b382bc0,TS4L-9b217627fe31ef4c1d04,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-58fbf8e7dfe35865af74,RS429-c4aed8253f1034ac5639,TS4L-2a13f12fe46f8f072a92,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-8a281c601838dd2d9247,RS429-c6b3e750aec1ce3b3f3a,TS4L-1a77530f2029d1a726f5,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-16219f06c17a446543ce,RS429-c7b3e53a18bad332a3c5,TS4L-7d9210bd56b859bcbef5,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-2d37cd3b9b9b5409efb9,RS429-c8349dd6775dedf6d1b8,TS4L-d28df5e917fa4d7bd178,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-18caa76ab36df5d1a1d2,RS429-c9bdc5d41231e3c2fa3f,TS4L-3196738fb25bf3391a90,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-fb882329f01420bb1730,RS429-ccd05089fdf37c6612b7,TS4L-5a1cef80103df8d43929,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-3b2b64b064819e677265,RS429-d475420c31cfe8c4f035,TS4L-48a3b9a23d52bedaa661,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-172878a020297b067424,RS429-d78367a01f40c9181065,TS4L-825ff018d473a20a9ff0,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-0fc6c1c03025f597003d,RS429-d933c9d6fc5c06a84109,TS4L-168fbe9c99507706d055,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-ffc39d0b26d19358be05,RS429-e2d8074a013057ad25c3,TS4L-7fa11dce5b5c1034b530,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-227e520a8f5449058e91,RS429-e2fe291d2b31c3b4a686,TS4L-e3b23d94d788ad5f4347,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-b77400cf2e952c02210f,RS429-e9d20f49d33b80d24f0e,TS4L-484473bc94e0578dae56,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-633dc47629ccfef4c4e4,RS429-ed261fb6a8bc489b2ac9,TS4L-768de0c44b0f30af9f0c,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-7124190d48b7efb656be,RS429-ee6c869d501c296a7925,TS4L-1ff9f2e16c7b9d78d284,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-07318a0aabd2270dd207,RS429-eebf9ada8e5614f81110,TS4L-1f781adb207e35bd1c5f,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-db0a5193878dcd1dcca2,RS429-ef00eb7a9a982c36fdd6,TS4L-734c4413f1b5547f379b,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f991a01cc6525d27a710,RS429-f8cfd134c8273e95ec28,TS4L-1d4b842141e9480b0583,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-15db486b2c16d7f9f971,RS429-fa1350e8a8b491812090,TS4L-7cb2b2f8fe0ac98787d7,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-406930aa42710121122a,RS429-fca5c4c01dfd4d0e72cd,TS4L-c736f83438465d7ee395,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-87de73412b898172fb70,RS429-fd9711a8d35f7c0c9f69,TS4L-4623e87e77692493efd4,lane_1,non_safety_constraint_signal,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-152b317051de8dc59e78,RS429-002f1731c29c5ed88107,TS4L-c8cf8b7243d046c0b5ca,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-e7f98a5b2264dd740265,RS429-01c3ae70d6ef2763871c,TS4L-bec27c7aa0576452ebcd,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-0d01fb72cf17f1775955,RS429-044a060b73ec93c592d2,TS4L-d54bf5ef55c5786ce557,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-ba0ae284495cbdf5c694,RS429-0670011fed5eb936bac1,TS4L-603600a95d37e0b0f2d8,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-1fa30443263cb1039ff0,RS429-096722cfd0bc7523bd67,TS4L-66a77b0b70dabe782646,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-68d690f58601f1916834,RS429-0c947b1371a9986c5dd7,TS4L-465b49ae86720f3a1eb6,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-4a0996a08e2e9b76f0af,RS429-0de376da29a6a149d065,TS4L-42f6787a71e8b19c8dea,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-5c83004f08fa35b52fe4,RS429-143b0f2125f256679c0e,TS4L-7dd3f100acf139f901dc,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-ff5631b01813d2b6fb1c,RS429-1453c81e4455342d6131,TS4L-0a135257bde4fd82bb32,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-e5a09817b54af75cb78b,RS429-17597244d8818866a1cf,TS4L-7f9a97ae93a8819b039b,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-648089256e2d1f110b57,RS429-18e6ae014e75375b8317,TS4L-b9ebc935be482f055a12,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-8c58916397fc5c24ef65,RS429-1af5b9a7b9ecd76d0441,TS4L-6df3c9f0939986b517b5,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-63c1a97a6539c9e1e4ca,RS429-2678f4bf1a37d2de5984,TS4L-dd9f3e0cae2f9809e211,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-fd1f5a21e81c0424e1e9,RS429-27133b970795bfafcbc5,TS4L-c84e3f49a00a59d530a7,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-13a72999c3d24141460e,RS429-27808db37f1cafc77068,TS4L-526e5006e48f2145205f,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-6693030aa780a38070ba,RS429-2da81ae3d24d71622e0c,TS4L-72b0c841677d1a4745c0,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-520b79a79126a5dc324d,RS429-344836bfb658dc462b6d,TS4L-24345dbc0ab57dcf3d1e,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-6a8d1deae054af97420c,RS429-38915ee02e523e6494b8,TS4L-e7c8a018693abb7f88e2,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-13f3aca3099232e8c339,RS429-39096d2d7439c515388a,TS4L-652060bfaf21d47fa725,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-262d9c9d5bf36125a8c7,RS429-43069126527fe98d3b6c,TS4L-ebe871bdd8c0b550dff7,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-38a71b3e1019ca7b0883,RS429-45ddd3d67388cac673f2,TS4L-4f072b6ea1f4c3e8bb62,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-0589a099d7f34e1f143a,RS429-4906dd93b9de31a30e9f,TS4L-0c03013d44e4063f6dc0,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-55dff6c8ee17ceec9050,RS429-49c177ab897f0f14676b,TS4L-aa025692b3f0df067262,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-105896e0b41bdcf157d6,RS429-4f87b7d353ecd315e45f,TS4L-3ef2ee30930d402eb4ec,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-34ea66f3bf48999ad45f,RS429-51761c5c61c0a7ae550d,TS4L-d4a73fd883b96ecde879,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-6e22f4ca9b25986a9147,RS429-51cded369adfc9504e83,TS4L-f4e9996571c751b1f4c0,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-9ec62caef62e97fad993,RS429-51e6f4507be1ce43e61d,TS4L-beb020c6317b96e3f7f0,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-eca95b4e0562879ffe26,RS429-522519045e4759655715,TS4L-2b475cdfc6b0388a2571,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-20edf548ecbd199827eb,RS429-532cbab4ec3d77f57f94,TS4L-954305cdcb283841279b,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-caa9f618361c7949d562,RS429-545076f2f39cd0ced7f9,TS4L-c56896186b3e34951ba4,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-c71c3dcc5f76d9396c54,RS429-5565dd705e6b1e6695c8,TS4L-2e2a0724b88d46e188cc,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-dc991260b4ffead6e865,RS429-5655252c0176ed5d50a1,TS4L-12682f61a5df8c0f4f31,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-8bae9fbd24a2e8a419ad,RS429-58dd5defc8efa4d4540d,TS4L-7fe1aa060f2c81a0851d,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-05570e66583eff2ea28e,RS429-5b146a2d1e934f4bfcf6,TS4L-5b09bca682db3f4c12ad,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-fe8ab109656d453eba0e,RS429-5cd5d4456a123feae185,TS4L-b819851f99a60d4e200f,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-de17ef67f209401363e4,RS429-5df13a3fe4cae56b2af4,TS4L-8f5e1d1b86e3bce3d7f2,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-e003cb83d111bb6aed2d,RS429-5f29a0fe0527c9f9b6d1,TS4L-bcfb80b849d5f366ae95,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-979d666d8b52a4bdb09d,RS429-62e0c5e22d8765ae0249,TS4L-e16b6fa15d23c831631b,lane_2,strike_or_no_strike_constraint,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
