target_id,municipality_id,municipality,state,region,county,government_type,population,population_band,official_website_available,expected_query_difficulty,lane_id,lane_sequence,source_family_query_family,source_corpus_routing_hint,growth_continuity_query_hint,primary_query,secondary_query,allowed_search_scope,eligible_universe_lineage,covered_union_lineage,prior_coverage_status,unscouted_selection_reason,prior_durable_exclusion_flag,prior_durable_exclusion_reason,planned_status,live_status,checkpoint_status,global_analysis_readiness
BRM5-20260731-03752,cog_2025_126657,Bertram,IA,Midwest,Linn County (19113; primary),municipal,267,under_1000,false,limited_official_site,scout_lane_002,11,mou_memorandum_settlement,causal,retroactive wage implementation effective date,"""Bertram"" IA memorandum MOU settlement labor agreement","""Bertram"" IA retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03753,cog_2025_192048,Bode,IA,Midwest,Humboldt County (19091; primary),municipal,301,under_1000,false,limited_official_site,scout_lane_002,12,wage_salary_schedule,causal_or_pay_record,longevity shift specialty non-base pay,"""Bode"" IA wage schedule salary schedule employee pay","""Bode"" IA longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03754,cog_2025_164616,Bronson,IA,Midwest,Woodbury County (19193; primary),municipal,294,under_1000,false,limited_official_site,scout_lane_002,13,salary_pay_ordinance,causal_or_pay_record,bargaining settlement factfinding terms,"""Bronson"" IA salary ordinance pay ordinance compensation","""Bronson"" IA bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03755,cog_2025_164355,Buck Grove,IA,Midwest,Crawford County (19047; primary),municipal,34,under_1000,false,limited_official_site,scout_lane_002,14,budget_pay_plan,causal_or_pay_record,market recruitment retention pay review,"""Buck Grove"" IA municipal budget pay plan compensation","""Buck Grove"" IA market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03756,cog_2025_104443,Calumet,IA,Midwest,O'Brien County (19141; primary),municipal,141,under_1000,false,limited_official_site,scout_lane_002,15,compensation_classification_plan,causal_or_pay_record,cycle wage schedules prior current,"""Calumet"" IA compensation classification plan job grades","""Calumet"" IA cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03757,cog_2025_164564,Chatsworth,IA,Midwest,Sioux County (19167; primary),municipal,74,under_1000,false,limited_official_site,scout_lane_002,16,personnel_policy,causal_or_pay_record,percentage raise across the board,"""Chatsworth"" IA personnel policy employee wages compensation","""Chatsworth"" IA percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03758,cog_2025_164576,Chelsea,IA,Midwest,Tama County (19171; primary),municipal,220,under_1000,false,limited_official_site,scout_lane_002,17,civil_service_hr,causal_or_pay_record,COLA CPI wage increase,"""Chelsea"" IA civil service HR pay classification","""Chelsea"" IA COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03759,cog_2025_126559,Cincinnati,IA,Midwest,Appanoose County (19007; primary),municipal,283,under_1000,false,limited_official_site,scout_lane_002,18,agenda_minutes_packet,causal_or_pay_record,step schedule progression grades,"""Cincinnati"" IA council agenda minutes packet labor pay","""Cincinnati"" IA step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03760,cog_2025_164599,Clare,IA,Midwest,Webster County (19187; primary),municipal,136,under_1000,false,limited_official_site,scout_lane_002,19,arbitration_factfinding_labor_relations,causal,retroactive wage implementation effective date,"""Clare"" IA interest arbitration factfinding labor relations award","""Clare"" IA retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03761,cog_2025_126716,Clearfield,IA,Midwest,Taylor County (19173; primary); Ringgold County (19159),municipal,282,under_1000,false,limited_official_site,scout_lane_002,20,local_pay_policy_payroll,causal_or_pay_record,longevity shift specialty non-base pay,"""Clearfield"" IA local pay policy payroll wage rates","""Clearfield"" IA longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03762,cog_2025_104361,Cleghorn,IA,Midwest,Cherokee County (19035; primary),municipal,236,under_1000,false,limited_official_site,scout_lane_002,21,broad_pay_employee_compensation_index,discovery_route_separate_corpora,bargaining settlement factfinding terms,"""Cleghorn"" IA employee compensation labor pay documents index","""Cleghorn"" IA bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03763,cog_2025_164510,Coburg,IA,Midwest,Montgomery County (19137; primary),municipal,27,under_1000,false,limited_official_site,scout_lane_002,22,cba_agreement,causal,market recruitment retention pay review,"""Coburg"" IA collective bargaining agreement labor contract","""Coburg"" IA market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03764,cog_2025_208069,Cromwell,IA,Midwest,Union County (19175; primary),municipal,103,under_1000,false,limited_official_site,scout_lane_002,23,mou_memorandum_settlement,causal,cycle wage schedules prior current,"""Cromwell"" IA memorandum MOU settlement labor agreement","""Cromwell"" IA cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03765,cog_2025_164414,Crystal Lake,IA,Midwest,Hancock County (19081; primary),municipal,244,under_1000,true,standard_official_site,scout_lane_002,24,wage_salary_schedule,causal_or_pay_record,percentage raise across the board,"""Crystal Lake"" IA wage schedule salary schedule employee pay","""Crystal Lake"" IA percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03766,cog_2025_104447,Curlew,IA,Midwest,Palo Alto County (19147; primary),municipal,39,under_1000,false,limited_official_site,scout_lane_002,25,salary_pay_ordinance,causal_or_pay_record,COLA CPI wage increase,"""Curlew"" IA salary ordinance pay ordinance compensation","""Curlew"" IA COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03767,cog_2025_104466,Deep River,IA,Midwest,Poweshiek County (19157; primary),municipal,249,under_1000,false,limited_official_site,scout_lane_002,26,budget_pay_plan,causal_or_pay_record,step schedule progression grades,"""Deep River"" IA municipal budget pay plan compensation","""Deep River"" IA step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03768,cog_2025_164369,Delaware,IA,Midwest,Delaware County (19055; primary),municipal,139,under_1000,false,limited_official_site,scout_lane_002,27,compensation_classification_plan,causal_or_pay_record,retroactive wage implementation effective date,"""Delaware"" IA compensation classification plan job grades","""Delaware"" IA retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03769,cog_2025_126702,Dixon,IA,Midwest,Scott County (19163; primary),municipal,204,under_1000,false,limited_official_site,scout_lane_002,28,personnel_policy,causal_or_pay_record,longevity shift specialty non-base pay,"""Dixon"" IA personnel policy employee wages compensation","""Dixon"" IA longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03770,cog_2025_104489,Duncombe,IA,Midwest,Webster County (19187; primary),municipal,370,under_1000,false,limited_official_site,scout_lane_002,29,civil_service_hr,causal_or_pay_record,bargaining settlement factfinding terms,"""Duncombe"" IA civil service HR pay classification","""Duncombe"" IA bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03771,cog_2025_164609,Fort Atkinson,IA,Midwest,Winneshiek County (19191; primary),municipal,301,under_1000,true,standard_official_site,scout_lane_002,30,agenda_minutes_packet,causal_or_pay_record,market recruitment retention pay review,"""Fort Atkinson"" IA council agenda minutes packet labor pay","""Fort Atkinson"" IA market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03772,cog_2025_126567,Fraser,IA,Midwest,Boone County (19015; primary),municipal,102,under_1000,false,limited_official_site,scout_lane_002,31,arbitration_factfinding_labor_relations,causal,cycle wage schedules prior current,"""Fraser"" IA interest arbitration factfinding labor relations award","""Fraser"" IA cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03773,cog_2025_201764,Fredonia,IA,Midwest,Louisa County (19115; primary),municipal,211,under_1000,false,limited_official_site,scout_lane_002,32,local_pay_policy_payroll,causal_or_pay_record,percentage raise across the board,"""Fredonia"" IA local pay policy payroll wage rates","""Fredonia"" IA percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03774,cog_2025_104376,Garden Grove,IA,Midwest,Decatur County (19053; primary),municipal,174,under_1000,false,limited_official_site,scout_lane_002,33,broad_pay_employee_compensation_index,discovery_route_separate_corpora,COLA CPI wage increase,"""Garden Grove"" IA employee compensation labor pay documents index","""Garden Grove"" IA COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03775,cog_2025_164581,Gravity,IA,Midwest,Taylor County (19173; primary),municipal,155,under_1000,false,limited_official_site,scout_lane_002,34,cba_agreement,causal,step schedule progression grades,"""Gravity"" IA collective bargaining agreement labor contract","""Gravity"" IA step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03776,cog_2025_164371,Greeley,IA,Midwest,Delaware County (19055; primary),municipal,216,under_1000,false,limited_official_site,scout_lane_002,35,mou_memorandum_settlement,causal,retroactive wage implementation effective date,"""Greeley"" IA memorandum MOU settlement labor agreement","""Greeley"" IA retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03777,cog_2025_193309,Gruver,IA,Midwest,Emmet County (19063; primary),municipal,62,under_1000,false,limited_official_site,scout_lane_002,36,wage_salary_schedule,causal_or_pay_record,longevity shift specialty non-base pay,"""Gruver"" IA wage schedule salary schedule employee pay","""Gruver"" IA longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03778,cog_2025_126651,Harper,IA,Midwest,Keokuk County (19107; primary),municipal,116,under_1000,false,limited_official_site,scout_lane_002,37,salary_pay_ordinance,causal_or_pay_record,bargaining settlement factfinding terms,"""Harper"" IA salary ordinance pay ordinance compensation","""Harper"" IA bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03779,cog_2025_126558,Harpers Ferry,IA,Midwest,Allamakee County (19005; primary),municipal,270,under_1000,false,limited_official_site,scout_lane_002,38,budget_pay_plan,causal_or_pay_record,market recruitment retention pay review,"""Harpers Ferry"" IA municipal budget pay plan compensation","""Harpers Ferry"" IA market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03780,cog_2025_138231,Harris,IA,Midwest,Osceola County (19143; primary),municipal,144,under_1000,false,limited_official_site,scout_lane_002,39,compensation_classification_plan,causal_or_pay_record,cycle wage schedules prior current,"""Harris"" IA compensation classification plan job grades","""Harris"" IA cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03781,cog_2025_164546,Hartwick,IA,Midwest,Poweshiek County (19157; primary),municipal,90,under_1000,false,limited_official_site,scout_lane_002,40,personnel_policy,causal_or_pay_record,percentage raise across the board,"""Hartwick"" IA personnel policy employee wages compensation","""Hartwick"" IA percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03782,cog_2025_208044,Haverhill,IA,Midwest,Marshall County (19127; primary),municipal,163,under_1000,true,standard_official_site,scout_lane_002,41,civil_service_hr,causal_or_pay_record,COLA CPI wage increase,"""Haverhill"" IA civil service HR pay classification","""Haverhill"" IA COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03783,cog_2025_164385,Holy Cross,IA,Midwest,Dubuque County (19061; primary),municipal,348,under_1000,false,limited_official_site,scout_lane_002,42,agenda_minutes_packet,causal_or_pay_record,step schedule progression grades,"""Holy Cross"" IA council agenda minutes packet labor pay","""Holy Cross"" IA step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03784,cog_2025_164401,Imogene,IA,Midwest,Fremont County (19071; primary),municipal,38,under_1000,false,limited_official_site,scout_lane_002,43,arbitration_factfinding_labor_relations,causal,retroactive wage implementation effective date,"""Imogene"" IA interest arbitration factfinding labor relations award","""Imogene"" IA retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03785,cog_2025_126720,Kirkville,IA,Midwest,Wapello County (19179; primary),municipal,157,under_1000,false,limited_official_site,scout_lane_002,44,local_pay_policy_payroll,causal_or_pay_record,longevity shift specialty non-base pay,"""Kirkville"" IA local pay policy payroll wage rates","""Kirkville"" IA longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03786,cog_2025_164465,Lakota,IA,Midwest,Kossuth County (19109; primary),municipal,261,under_1000,false,limited_official_site,scout_lane_002,45,broad_pay_employee_compensation_index,discovery_route_separate_corpora,bargaining settlement factfinding terms,"""Lakota"" IA employee compensation labor pay documents index","""Lakota"" IA bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03787,cog_2025_104411,Lambs Grove,IA,Midwest,Jasper County (19099; primary),municipal,169,under_1000,false,limited_official_site,scout_lane_002,46,cba_agreement,causal,market recruitment retention pay review,"""Lambs Grove"" IA collective bargaining agreement labor contract","""Lambs Grove"" IA market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03788,cog_2025_190189,Lanesboro,IA,Midwest,Carroll County (19027; primary),municipal,114,under_1000,false,limited_official_site,scout_lane_002,47,mou_memorandum_settlement,causal,cycle wage schedules prior current,"""Lanesboro"" IA memorandum MOU settlement labor agreement","""Lanesboro"" IA cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03789,cog_2025_138198,Lewis,IA,Midwest,Cass County (19029; primary),municipal,362,under_1000,false,limited_official_site,scout_lane_002,48,wage_salary_schedule,causal_or_pay_record,percentage raise across the board,"""Lewis"" IA wage schedule salary schedule employee pay","""Lewis"" IA percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03790,cog_2025_211720,Lincoln,IA,Midwest,Tama County (19171; primary),municipal,119,under_1000,false,limited_official_site,scout_lane_002,49,salary_pay_ordinance,causal_or_pay_record,COLA CPI wage increase,"""Lincoln"" IA salary ordinance pay ordinance compensation","""Lincoln"" IA COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03791,cog_2025_164423,Little Sioux,IA,Midwest,Harrison County (19085; primary),municipal,170,under_1000,false,limited_official_site,scout_lane_002,50,budget_pay_plan,causal_or_pay_record,step schedule progression grades,"""Little Sioux"" IA municipal budget pay plan compensation","""Little Sioux"" IA step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-03792,cog_2025_104371,Lost Nation,IA,Midwest,Clinton County (19045; primary),municipal,423,under_1000,true,standard_official_site,scout_lane_002,51,compensation_classification_plan,causal_or_pay_record,retroactive wage implementation effective date,"""Lost Nation"" IA compensation classification plan job grades","""Lost Nation"" IA retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
