target_id,municipality_id,municipality,state,region,county,government_type,population,population_band,official_website_available,expected_query_difficulty,lane_id,lane_sequence,source_family_query_family,source_corpus_routing_hint,growth_continuity_query_hint,primary_query,secondary_query,allowed_search_scope,eligible_universe_lineage,covered_union_lineage,prior_coverage_status,unscouted_selection_reason,prior_durable_exclusion_flag,prior_durable_exclusion_reason,planned_status,live_status,checkpoint_status,global_analysis_readiness
BRM5-20260731-11237,cog_2025_126605,Colesburg,IA,Midwest,Delaware County (19055; primary),municipal,383,under_1000,false,limited_official_site,scout_lane_004,15,broad_pay_employee_compensation_index,discovery_route_separate_corpora,retroactive wage implementation effective date,"""Colesburg"" IA employee compensation labor pay documents index","""Colesburg"" IA retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11238,cog_2025_126680,Conesville,IA,Midwest,Muscatine County (19139; primary),municipal,346,under_1000,false,limited_official_site,scout_lane_004,16,cba_agreement,causal,longevity shift specialty non-base pay,"""Conesville"" IA collective bargaining agreement labor contract","""Conesville"" IA longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11239,cog_2025_126634,Coppock,IA,Midwest,Henry County (19087; primary); Jefferson County (19101); Washington County (19183),municipal,36,under_1000,false,limited_official_site,scout_lane_004,17,mou_memorandum_settlement,causal,bargaining settlement factfinding terms,"""Coppock"" IA memorandum MOU settlement labor agreement","""Coppock"" IA bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11240,cog_2025_204470,Corwith,IA,Midwest,Hancock County (19081; primary),municipal,260,under_1000,false,limited_official_site,scout_lane_004,18,wage_salary_schedule,causal_or_pay_record,market recruitment retention pay review,"""Corwith"" IA wage schedule salary schedule employee pay","""Corwith"" IA market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11241,cog_2025_204481,Cylinder,IA,Midwest,Palo Alto County (19147; primary),municipal,85,under_1000,false,limited_official_site,scout_lane_004,19,salary_pay_ordinance,causal_or_pay_record,cycle wage schedules prior current,"""Cylinder"" IA salary ordinance pay ordinance compensation","""Cylinder"" IA cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11242,cog_2025_164356,Deloit,IA,Midwest,Crawford County (19047; primary),municipal,242,under_1000,false,limited_official_site,scout_lane_004,20,budget_pay_plan,causal_or_pay_record,percentage raise across the board,"""Deloit"" IA municipal budget pay plan compensation","""Deloit"" IA percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11243,cog_2025_126590,Dickens,IA,Midwest,Clay County (19041; primary),municipal,147,under_1000,true,standard_official_site,scout_lane_004,21,compensation_classification_plan,causal_or_pay_record,COLA CPI wage increase,"""Dickens"" IA compensation classification plan job grades","""Dickens"" IA COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11244,cog_2025_104377,Dundee,IA,Midwest,Delaware County (19055; primary),municipal,194,under_1000,false,limited_official_site,scout_lane_004,22,personnel_policy,causal_or_pay_record,step schedule progression grades,"""Dundee"" IA personnel policy employee wages compensation","""Dundee"" IA step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11245,cog_2025_126612,Durango,IA,Midwest,Dubuque County (19061; primary),municipal,21,under_1000,false,limited_official_site,scout_lane_004,23,civil_service_hr,causal_or_pay_record,retroactive wage implementation effective date,"""Durango"" IA civil service HR pay classification","""Durango"" IA retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11246,cog_2025_126654,Fenton,IA,Midwest,Kossuth County (19109; primary),municipal,253,under_1000,false,limited_official_site,scout_lane_004,24,agenda_minutes_packet,causal_or_pay_record,longevity shift specialty non-base pay,"""Fenton"" IA council agenda minutes packet labor pay","""Fenton"" IA longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11247,cog_2025_164497,Ferguson,IA,Midwest,Marshall County (19127; primary),municipal,98,under_1000,false,limited_official_site,scout_lane_004,25,arbitration_factfinding_labor_relations,causal,bargaining settlement factfinding terms,"""Ferguson"" IA interest arbitration factfinding labor relations award","""Ferguson"" IA bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11248,cog_2025_104499,Fertile,IA,Midwest,Worth County (19195; primary),municipal,299,under_1000,false,limited_official_site,scout_lane_004,26,local_pay_policy_payroll,causal_or_pay_record,market recruitment retention pay review,"""Fertile"" IA local pay policy payroll wage rates","""Fertile"" IA market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11249,cog_2025_138204,Fostoria,IA,Midwest,Clay County (19041; primary),municipal,230,under_1000,false,limited_official_site,scout_lane_004,27,broad_pay_employee_compensation_index,discovery_route_separate_corpora,cycle wage schedules prior current,"""Fostoria"" IA employee compensation labor pay documents index","""Fostoria"" IA cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11250,cog_2025_126561,Garrison,IA,Midwest,Benton County (19011; primary),municipal,344,under_1000,false,limited_official_site,scout_lane_004,28,cba_agreement,causal,percentage raise across the board,"""Garrison"" IA collective bargaining agreement labor contract","""Garrison"" IA percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11251,cog_2025_164352,Goose Lake,IA,Midwest,Clinton County (19045; primary),municipal,251,under_1000,false,limited_official_site,scout_lane_004,29,mou_memorandum_settlement,causal,COLA CPI wage increase,"""Goose Lake"" IA memorandum MOU settlement labor agreement","""Goose Lake"" IA COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11252,cog_2025_190195,Graf,IA,Midwest,Dubuque County (19061; primary),municipal,75,under_1000,true,standard_official_site,scout_lane_004,30,wage_salary_schedule,causal_or_pay_record,step schedule progression grades,"""Graf"" IA wage schedule salary schedule employee pay","""Graf"" IA step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11253,cog_2025_193327,Grafton,IA,Midwest,Worth County (19195; primary),municipal,212,under_1000,true,standard_official_site,scout_lane_004,31,salary_pay_ordinance,causal_or_pay_record,retroactive wage implementation effective date,"""Grafton"" IA salary ordinance pay ordinance compensation","""Grafton"" IA retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11254,cog_2025_164545,Guernsey,IA,Midwest,Poweshiek County (19157; primary),municipal,61,under_1000,false,limited_official_site,scout_lane_004,32,budget_pay_plan,causal_or_pay_record,longevity shift specialty non-base pay,"""Guernsey"" IA municipal budget pay plan compensation","""Guernsey"" IA longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11255,cog_2025_164602,Harcourt,IA,Midwest,Webster County (19187; primary),municipal,255,under_1000,false,limited_official_site,scout_lane_004,33,compensation_classification_plan,causal_or_pay_record,bargaining settlement factfinding terms,"""Harcourt"" IA compensation classification plan job grades","""Harcourt"" IA bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11256,cog_2025_126638,Hardy,IA,Midwest,Humboldt County (19091; primary),municipal,53,under_1000,false,limited_official_site,scout_lane_004,34,personnel_policy,causal_or_pay_record,market recruitment retention pay review,"""Hardy"" IA personnel policy employee wages compensation","""Hardy"" IA market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11257,cog_2025_208035,Houghton,IA,Midwest,Lee County (19111; primary),municipal,136,under_1000,false,limited_official_site,scout_lane_004,35,civil_service_hr,causal_or_pay_record,cycle wage schedules prior current,"""Houghton"" IA civil service HR pay classification","""Houghton"" IA cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11258,cog_2025_164610,Jackson Junction,IA,Midwest,Winneshiek County (19191; primary),municipal,39,under_1000,false,limited_official_site,scout_lane_004,36,agenda_minutes_packet,causal_or_pay_record,percentage raise across the board,"""Jackson Junction"" IA council agenda minutes packet labor pay","""Jackson Junction"" IA percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11259,cog_2025_164336,Larrabee,IA,Midwest,Cherokee County (19035; primary),municipal,123,under_1000,false,limited_official_site,scout_lane_004,37,arbitration_factfinding_labor_relations,causal,COLA CPI wage increase,"""Larrabee"" IA interest arbitration factfinding labor relations award","""Larrabee"" IA COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11260,cog_2025_208043,Laurel,IA,Midwest,Marshall County (19127; primary),municipal,219,under_1000,false,limited_official_site,scout_lane_004,38,local_pay_policy_payroll,causal_or_pay_record,step schedule progression grades,"""Laurel"" IA local pay policy payroll wage rates","""Laurel"" IA step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11261,cog_2025_164338,Lawler,IA,Midwest,Chickasaw County (19037; primary),municipal,394,under_1000,false,limited_official_site,scout_lane_004,39,broad_pay_employee_compensation_index,discovery_route_separate_corpora,retroactive wage implementation effective date,"""Lawler"" IA employee compensation labor pay documents index","""Lawler"" IA retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11262,cog_2025_164603,Lehigh,IA,Midwest,Webster County (19187; primary),municipal,391,under_1000,false,limited_official_site,scout_lane_004,40,cba_agreement,causal,longevity shift specialty non-base pay,"""Lehigh"" IA collective bargaining agreement labor contract","""Lehigh"" IA longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11263,cog_2025_126660,Letts,IA,Midwest,Louisa County (19115; primary),municipal,354,under_1000,false,limited_official_site,scout_lane_004,41,mou_memorandum_settlement,causal,bargaining settlement factfinding terms,"""Letts"" IA memorandum MOU settlement labor agreement","""Letts"" IA bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11264,cog_2025_164323,Lidderdale,IA,Midwest,Carroll County (19027; primary),municipal,163,under_1000,false,limited_official_site,scout_lane_004,42,wage_salary_schedule,causal_or_pay_record,market recruitment retention pay review,"""Lidderdale"" IA wage schedule salary schedule employee pay","""Lidderdale"" IA market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11265,cog_2025_164432,Livermore,IA,Midwest,Humboldt County (19091; primary),municipal,375,under_1000,false,limited_official_site,scout_lane_004,43,salary_pay_ordinance,causal_or_pay_record,cycle wage schedules prior current,"""Livermore"" IA salary ordinance pay ordinance compensation","""Livermore"" IA cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11266,cog_2025_126593,Luana,IA,Midwest,Clayton County (19043; primary),municipal,304,under_1000,false,limited_official_site,scout_lane_004,44,budget_pay_plan,causal_or_pay_record,percentage raise across the board,"""Luana"" IA municipal budget pay plan compensation","""Luana"" IA percentage raise across the board",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11267,cog_2025_126632,Magnolia,IA,Midwest,Harrison County (19085; primary),municipal,188,under_1000,false,limited_official_site,scout_lane_004,45,compensation_classification_plan,causal_or_pay_record,COLA CPI wage increase,"""Magnolia"" IA compensation classification plan job grades","""Magnolia"" IA COLA CPI wage increase",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11268,cog_2025_104468,Maloy,IA,Midwest,Ringgold County (19159; primary),municipal,26,under_1000,false,limited_official_site,scout_lane_004,46,personnel_policy,causal_or_pay_record,step schedule progression grades,"""Maloy"" IA personnel policy employee wages compensation","""Maloy"" IA step schedule progression grades",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11269,cog_2025_104386,Marble Rock,IA,Midwest,Floyd County (19067; primary),municipal,262,under_1000,false,limited_official_site,scout_lane_004,47,civil_service_hr,causal_or_pay_record,retroactive wage implementation effective date,"""Marble Rock"" IA civil service HR pay classification","""Marble Rock"" IA retroactive wage implementation effective date",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11270,cog_2025_164567,Maurice,IA,Midwest,Sioux County (19167; primary),municipal,272,under_1000,false,limited_official_site,scout_lane_004,48,agenda_minutes_packet,causal_or_pay_record,longevity shift specialty non-base pay,"""Maurice"" IA council agenda minutes packet labor pay","""Maurice"" IA longevity shift specialty non-base pay",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11271,cog_2025_138235,McClelland,IA,Midwest,Pottawattamie County (19155; primary),municipal,145,under_1000,false,limited_official_site,scout_lane_004,49,arbitration_factfinding_labor_relations,causal,bargaining settlement factfinding terms,"""McClelland"" IA interest arbitration factfinding labor relations award","""McClelland"" IA bargaining settlement factfinding terms",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11272,cog_2025_126724,Millerton,IA,Midwest,Wayne County (19185; primary),municipal,43,under_1000,false,limited_official_site,scout_lane_004,50,local_pay_policy_payroll,causal_or_pay_record,market recruitment retention pay review,"""Millerton"" IA local pay policy payroll wage rates","""Millerton"" IA market recruitment retention pay review",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
BRM5-20260731-11273,cog_2025_164424,Modale,IA,Midwest,Harrison County (19085; primary),municipal,280,under_1000,false,limited_official_site,scout_lane_004,51,broad_pay_employee_compensation_index,discovery_route_separate_corpora,cycle wage schedules prior current,"""Modale"" IA employee compensation labor pay documents index","""Modale"" IA cycle wage schedules prior current",public official and public labor sources; licensed sources prohibited,docs/analysis/national_municipality_universe.csv,canonical+broad20260727+4x1000+4x2500_parseable,not_scout_covered,eligible municipality absent from authoritative covered-ID union,false,,locked_no_call,not_run,not_started,false
