lane_id,scout_target_id,municipality,state,target_rank,skip_reason,live_attempted,candidate_count,notes
lane_4,TS4-4-dd0771ed6955869e,Bridgeview,IL,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-43551c47ae991144,New Haven,IN,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-eaa4311be905b19c,Monroe,GA,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-eaa4311be905b19c,Monroe,GA,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-9e11c7424a32c75a,Riverside,IL,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-71466bc0688c2c6d,Patton,PA,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-4236a53f5e99c32b,Robbinsville,NJ,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-5f0896e8bd64585e,Macomb City,IL,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-5f0896e8bd64585e,Macomb City,IL,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-86ff07f9958697a7,Shiloh,IL,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-6fb79a76a3896702,Port Wentworth,GA,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-47cab55d597de91a,Bainbridge,GA,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-47cab55d597de91a,Bainbridge,GA,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-47cab55d597de91a,Bainbridge,GA,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-8985d2693eef349c,Clarkston,GA,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-f24b2e54109d6e72,Glenpool,OK,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-8722f839e82b223e,Richland,PA,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-3b102e6e62eb68bb,Jefferson,OH,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-8b4fa77e444dd98a,Wood Dale,IL,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-304a5bed5568cf7f,Waycross,GA,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-2458c92a93045ac1,Rogers,MN,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
lane_4,TS4-4-28fa75f3468bff1e,New Hanover,PA,,duplicate_candidate_locator,yes,0,Candidate locator duplicated an earlier parsed lead; no durable merge occurred.
