extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,disposition,page_relationship,bounded_evidence_pointer,confidence,reason_codes,short_rationale,qa_status,cumulative_cohort,source_seed_observation_id,qa_original_status,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_provisional_lane,targeted_qa_reference_id,source_quantitative_observation_id,targeted_qa_resolution_ids,targeted_qa_resolution_classification,targeted_qa_resolution_status,targeted_qa_reason_codes,targeted_qa_source_observation_id,active_in_qa_corrected_lane,readable_conflict_qa_resolution_id,readable_conflict_qa_classification,readable_conflict_qa_status,readable_conflict_qa_reason_codes,readable_conflict_qa_source_observation_id,active_in_readable_conflict_qa_lane,raw_retained_content_hash,pdf_readiness_id,controlled_occupation_class,occupation_class_bridge_status,source_type_bridge,source_corpus_bridge,source_cite_bridge,retrieval_date_bridge,retrieval_method_bridge,artifact_pointer_bridge,contract_period_start_bridge,contract_period_end_bridge,negotiation_cycle_id,city_unit_negotiation_cycle_key,matched_set_id,identity_bridge_status,analysis_matching_status,current_active,current_qa_status,current_qa_status_source,mixed_membership_status,control_only,analysis_outcome_eligible
cex_9f6d29a20f2ad34968b1dd8e,doc_2de03a35a559c4098f8bbc5d,ttd_55f4faf1628a5a61afa15f97,sr_67ccc174fd4302aa47b65768,NSCQ-MD-20260720-0041,MD,Cambridge,CITY OF CAMBRIDGE,non_safety,wage_schedule_or_compensation_plan,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=37|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=55|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=73|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=82|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=90|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=161|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf#page=162,medium,PROVISIONAL_COMPENSATION_EVIDENCE_ONLY|VISIBLE_VALUES_RELATED_TO_HEALTH_INSUR,The packet does not show a wage schedule or compensation plan; it only contains budget line items including ISF (Health Insurance) amounts.,excluded_provisional,corrected_500_seed,,excluded_provisional,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,ac29e06c84ad08b28e057e2daf76a1461766bc61fcd6f08f1fd8a82a5f742c4e,pr_f13691c99a2bdb70396bff0a,,non_safety_subclass_not_supported_without_inference,wage_schedule_or_compensation_plan,,https://www.choosecambridge.com/DocumentCenter/View/1591/FY19_Budget-Public-Review,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex_f09f98cdd100384e9ec8b5aa,doc_fe7fc88796654a4051ba9a5c,ttd_97278cc9341d1f52876104d7,sr_c2de7412319b83818bb2469b,NSCQ-MD-20260720-0024,MD,Salisbury,CITY OF SALISBURY,fire,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c2de7412319b83818bb2469b.pdf#page=1|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c2de7412319b83818bb2469b.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c2de7412319b83818bb2469b.pdf#page=15|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c2de7412319b83818bb2469b.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c2de7412319b83818bb2469b.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c2de7412319b83818bb2469b.pdf#page=32,low,NO_VISIBLE_BASE_PAY_COMPENSATION_AMOUNTS|EVIDENCE_RELATES_TO_DUES_CHECKOFF_ADMIN|ONLY_CONTRACT_EFFECTIVE_DATE_CONTEXT_PEN,"This packet shows CBA effective-date context and dues check-off administration terms, but no visible base-pay compensation figures (rates/steps/salary/grade) needed for provisional compensation evidence.",excluded_provisional,corrected_500_seed,,excluded_provisional,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,962a04dad57292cf2b60cc41801469ba51ae6ba487a86140edc1ec09f4a05367,pr_b1139fbef5adf0a61b5e4464,fire,exact_controlled_public_safety_class,cba,causal,https://salisbury.md/wp-content/uploads/2024/06/Res3354.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c2de7412319b83818bb2469b.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex_202712666f1c1a3ba28e239c,doc_210a6e79a0178c6dd6c6bad4,ttd_dadd6ab9f05bba8ee9fa8227,sr_c3f7ff16279343d8bf391901,NSCQ-ME-20260720-0022,ME,Westbrook,CITY OF WESTBROOK,fire,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0025_sr_c3f7ff16279343d8bf391901.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0025_sr_c3f7ff16279343d8bf391901.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0025_sr_c3f7ff16279343d8bf391901.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0025_sr_c3f7ff16279343d8bf391901.pdf#page=23|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0025_sr_c3f7ff16279343d8bf391901.pdf#page=28|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0025_sr_c3f7ff16279343d8bf391901.pdf#page=50,low,SRO1ASD0121_V1,No visible base-pay rate/step/annual salary or other compensation amounts are provided in the supplied pages; only a partial dues-deduction term appears without numeric values.,excluded_provisional,corrected_500_seed,,excluded_provisional,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,fadf57fb557ff2e73b382034f506e7797435f6a28f86596fc76d37d4845b1000,pr_5bb46496125a30c7011771e7,fire,exact_controlled_public_safety_class,cba,causal,https://www.maine.gov/mlrb/sites/maine.gov.mlrb/files/inline-files/fire_amb.westbrook.2024-2027.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0025_sr_c3f7ff16279343d8bf391901.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex_ab94c841d8fb04815f81ca55,doc_9545b0359a27893e87913596,ttd_a1c5a1e6ddc7e56066933151,sr_a84b8ab2b9d133758340dce4,NSCQ-MI-20260720-0062,MI,Battle Creek,CITY OF BATTLE CREEK,non_safety,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0193_sr_a84b8ab2b9d133758340dce4.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0193_sr_a84b8ab2b9d133758340dce4.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0193_sr_a84b8ab2b9d133758340dce4.pdf#page=25|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0193_sr_a84b8ab2b9d133758340dce4.pdf#page=47|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0193_sr_a84b8ab2b9d133758340dce4.pdf#page=48,medium,LACK_OF_VISIBLE_COMPENSATION_AMOUNTS_OR,"Page 7 includes a pay-protection rule (no loss of pay) for grievance procedure representatives; no wage rates, salary figures, or pay changes are visible in the provided packet.",excluded_provisional,corrected_500_seed,,excluded_provisional,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,dc7d103c05d944b8b34ef25704fd200bd7ed5c57c13bc806e2be686d3b5d2e5a,pr_52850fa4fe79b02460f494d9,,non_safety_subclass_not_supported_without_inference,cba,causal,https://battlecreekmi.gov/DocumentCenter/View/139/American-Federation-of-State-County-and-Municipal-Employees-AFSCME-Local-Union-1387-AFL-CIO-Contract---2024-2027,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0193_sr_a84b8ab2b9d133758340dce4.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex_16cd981b43d44e4606e7d3bb,doc_01c1ce0d9bc4370e282e7277,ttd_6cc00b79c5b2e342c6134752,sr_4f9146fdff4cb0c2603278c1,NSCQ-MI-20260720-0080,MI,Jackson,CITY OF JACKSON,non_safety,cba,reference_only,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0405_sr_4f9146fdff4cb0c2603278c1.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0405_sr_4f9146fdff4cb0c2603278c1.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0405_sr_4f9146fdff4cb0c2603278c1.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0405_sr_4f9146fdff4cb0c2603278c1.pdf#page=20|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0405_sr_4f9146fdff4cb0c2603278c1.pdf#page=26|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0405_sr_4f9146fdff4cb0c2603278c1.pdf#page=30|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0405_sr_4f9146fdff4cb0c2603278c1.pdf#page=58,low,WAGE_NUMERIC_TOKENS_NOT_PRESENT_IN_SUPPL,"Provided pages are mostly table of contents/structural outlines; only non-base compensation-related token visible is 'leave without pay' for Association activity, with no wage rates, amounts, or compensation formulas shown.",needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,465826ff4784e05215b7914cca8a825e7d91883fa9d8032b0fc42e1aa40fdfda,pr_8c7d882f8f16fb9296fefab8,,non_safety_subclass_not_supported_without_inference,cba,causal,https://www.cityofjackson.org/DocumentCenter/View/13801/MAPE-CBA-2025-2029-Approved,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0405_sr_4f9146fdff4cb0c2603278c1.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,needs_review,qa_status,none,true,false
cex_3e92d39df7d2ec430a2cf150,doc_53b592bf4b5269e434b37602,ttd_61e122e5eaf3c5a6a478c2f0,sr_50d0f1e892c91ed1e730e319,NSCQ-MI-20260720-0093,MI,Madison Heights,CITY OF MADISON HEIGHTS,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0115_sr_50d0f1e892c91ed1e730e319.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0115_sr_50d0f1e892c91ed1e730e319.pdf#page=9|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0115_sr_50d0f1e892c91ed1e730e319.pdf#page=24|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0115_sr_50d0f1e892c91ed1e730e319.pdf#page=39|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0115_sr_50d0f1e892c91ed1e730e319.pdf#page=68,low,PROVISIONAL_COMPENSATION_EVIDENCE_NOT_DE|VISIBLE_PAGES_CONTAIN_GRIEVANCE_PROCEDUR|NO_WAGE_OR_PAY_AMOUNTS_VISIBLE_IN_PACKET,"Pages in the provided packet show table of contents and grievance/arbitration procedure terms but no visible wage/compensation amounts, rates, schedules, or effective-date pay terms.",excluded_provisional,corrected_500_seed,,excluded_provisional,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,3b8c5b6350feeeb78411cb0233b53d76f3870129dc5235732fb5cccd88ae7184,pr_d524ca8545584264b54415e6,police,exact_controlled_public_safety_class,cba,causal,https://www.madisonheightsmi.gov/DocumentCenter/View/3702/MHPOU-CBA-18-21-final,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0115_sr_50d0f1e892c91ed1e730e319.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex_f481e07c180b3995b1e017c4,doc_8264a2bf61a7b099c6f07ceb,ttd_4df80d336e914010da10421e,sr_73e94f9dd5071f29395eb578,NSCQ-MI-20260720-0114,MI,Romulus,CITY OF ROMULUS,fire,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0141_sr_73e94f9dd5071f29395eb578.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0141_sr_73e94f9dd5071f29395eb578.pdf#page=21|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0141_sr_73e94f9dd5071f29395eb578.pdf#page=40|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0141_sr_73e94f9dd5071f29395eb578.pdf#page=45,unknown,WOPACKET_CONTAINS_NO_VISIBLE_BASE_OR_NON,"This page packet discusses grievance/promotion procedures and eligibility requirements but shows no visible pay/compensation amounts (wage, rate, salary/step, or explicit non-base pay benefits/allowances).",excluded_provisional,corrected_500_seed,,excluded_provisional,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,7126cc613b7495e6282a4f4421e35780bcf129707c7a3ce961bd58f633649281,pr_e8003ce29bc206c28c784254,fire,exact_controlled_public_safety_class,cba,causal,https://www.romulusgov.com/DocumentCenter/View/271/International-Association-of-Firefighters-PDF,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0141_sr_73e94f9dd5071f29395eb578.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,excluded_provisional,qa_status,none,true,false
cex_763be2ad7159463ff71d7f4f,doc_4fd11699800de362893447be,ttd_3bd3f6b02541ba1de044a4ec,sr_dcf925fea2a71697db70cf6c,NSCQ-MI-20260720-0040,MI,Wyoming,CITY OF WYOMING,fire,cba,reference_only,unknown,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=23|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=49|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=50,unknown,BOUND_PACKET_PAGES_CONTAIN_ONLY_TABLE_OF|NO_VISIBLE_COMPENSATION_VALUES_FOR_BASE_|NO_VISIBLE_NON_BASE_BENEFIT_TERMS_WITH_E|NO_WAGE_SCHEDULE_NUMERICAL_DATA_PRESENT,"The provided pages are mostly headings/structure and a table-of-contents style index with no specific, visible compensation terms or effective dates/amounts to extract.",needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,56db48bb66718a9df2e4c24440bcad60e8d05584125f5af8e2b01246e81e5f50,pr_3cdc33c6b87adca528a26bf2,fire,exact_controlled_public_safety_class,cba,causal,https://www.wyomingmi.gov/Portals/0/Human%20Resources/Transparency%20Reporting/Contracts/2023-2026%20Fire%20Contract.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,needs_review,qa_status,none,true,false
cex_26be31debabd90daa9246cd8,doc_9ac737d5ab546c4892ae5d08,ttd_5dce6d9e629300249563b007,sr_2bda8dc79b8ae343c4f650f7,NSCQ-MI-20260720-0039,MI,Wyoming,CITY OF WYOMING,police,cba,reference_only,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=18|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=22|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=38|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=39,low,BOUND_PACKET_CONTAINS_INDEX_TERMS_ONLY|NO_VISIBLE_NUMERIC_COMPENSATION_VALUES,Pages provided mainly an index/overview of contract topics with section references; no explicit pay-rate/grade step amounts are visible. Non-base compensation topics are identifiable by tokens only.,needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,1d48488224105c867c69481d26310bc581fae16150191b15df0c16bb94183fcc,pr_1220ae2dbfccc15134a6a9fc,police,exact_controlled_public_safety_class,cba,causal,https://www.wyomingmi.gov/Portals/0/Human%20Resources/Transparency%20Reporting/Contracts/2023-2026%20Police%20Command%20Contract.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,needs_review,qa_status,none,true,false
cex_10dba7e8a7f309dbc82d4dbc,doc_370282174ecf0fbeb0da12c3,ttd_1eceec0f78c5115c4fa34fe4,sr_72462740283d4ae26222e93a,NSCQ-MN-20260720-0013,MN,Duluth,CITY OF DULUTH,fire,cba,reference_only,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=16|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=24|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=45|tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=46,low,WCP|TOC,"Provided pages are cover/TOC and definition/disclosure excerpts without any visible compensation amounts, formulas, effective dates, or eligibility/implementation rules tied to wage or non-base pay provisions.",needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,63ec680f0a92889040677ed878a8befb9b43b12627a6db5feba9a25bb59e3b2a,pr_4c42987a6dbb62e9387c1061,fire,exact_controlled_public_safety_class,cba,causal,https://duluthmn.gov/media/14442/2022-2024-fire.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,needs_review,qa_status,none,true,false
cex_cfa31a5021ecc19b7b8a8170,doc_7b1811716679f2978995d80b,ttd_114801843023ad0e77b3ca55,sr_087024d4c8ccfa6869c1d77f,NSCQ-MN-20260720-0077,MN,Faribault,CITY OF FARIBAULT,fire,cba,reference_only,points_to_later_evidence,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=3|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=8|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=10|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf#page=20,low,PROVISIONAL_EVIDENCE_REQUIRES_VISIBLE_WA,"The packet pages visible here are mostly a table of contents and headings for leave articles; they do not show any pay amounts, wage rates, or non-base wage benefit terms beyond article names.",needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true,,not_in_targeted_queue,not_applicable,,,true,116d8478f637ecd9ec402bc6e3f8b219d7d300aecdba67de3dafd9f8619c9724,pr_40cbe6ffbfdb729b44cb335c,fire,exact_controlled_public_safety_class,cba,causal,https://www.faribaultmn.gov/AgendaCenter/ViewFile/Item/6900?fileID=21261,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,needs_review,qa_status,none,true,false
