mixed_join_key,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,quantitative_observation_ids,qualitative_observation_ids,quantitative_observation_count,qualitative_observation_count,confidence,reason_codes,qa_status,cumulative_cohort,source_seed_observation_id,qa_original_status,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_provisional_lane,targeted_qa_resolution_ids,targeted_qa_resolution_classification,targeted_qa_resolution_status,targeted_qa_reason_codes,targeted_qa_source_observation_id,active_in_qa_corrected_lane,targeted_qa_original_quantitative_observation_ids,targeted_qa_corrected_quantitative_observation_ids,readable_conflict_qa_resolution_id,readable_conflict_qa_classification,readable_conflict_qa_status,readable_conflict_qa_reason_codes,readable_conflict_qa_source_observation_id,active_in_readable_conflict_qa_lane,readable_conflict_qa_original_quantitative_observation_ids,readable_conflict_qa_corrected_quantitative_observation_ids,raw_retained_content_hash,pdf_readiness_id,controlled_occupation_class,occupation_class_bridge_status,source_type_bridge,source_corpus_bridge,source_cite_bridge,retrieval_date_bridge,retrieval_method_bridge,artifact_pointer_bridge,contract_period_start_bridge,contract_period_end_bridge,negotiation_cycle_id,city_unit_negotiation_cycle_key,matched_set_id,identity_bridge_status,analysis_matching_status,current_active,current_qa_status,current_qa_status_source,mixed_membership_status
mix_893f17212fe8ddc95832944f,cex_47fc35f9d528af0ec6185b9d,doc_04f12d902d6e4e983844ae8b,ttd_ec34d7978abf7b0f7a0ad879,sr_8597d3a12fde454e0d499f62,NSCQ-MN-20260720-0014,MN,Duluth,CITY OF DULUTH,non_safety,cba,qobs_58d6f6c87f95439808c378a1|qobs_0cfd9130f3db58b13e3ce452|qobs_42d3cc8dbe5f632424a9c61b|qobs_cfbbe915e7ca1784041391f8|qobs_80f701e6b62b4a5b6f5bb317,lobs_58d6f6c87f95439808c378a1|lobs_0cfd9130f3db58b13e3ce452|lobs_42d3cc8dbe5f632424a9c61b,5,3,medium,WAGE_PROGRESSION_EFFECTIVE_DATE_PERCENT|STEP_ADVANCEMENT_RULES_INCLUDING_APPRENT,provisional_unverified,corrected_500_seed,mix_893f17212fe8ddc95832944f,provisional_unverified,not_in_targeted_queue,not_applicable,mix_893f17212fe8ddc95832944f,,true,,not_in_targeted_queue,not_applicable,,mix_893f17212fe8ddc95832944f,true,qobs_58d6f6c87f95439808c378a1|qobs_0cfd9130f3db58b13e3ce452|qobs_42d3cc8dbe5f632424a9c61b|qobs_cfbbe915e7ca1784041391f8|qobs_80f701e6b62b4a5b6f5bb317,qobs_58d6f6c87f95439808c378a1|qobs_0cfd9130f3db58b13e3ce452|qobs_42d3cc8dbe5f632424a9c61b|qobs_cfbbe915e7ca1784041391f8|qobs_80f701e6b62b4a5b6f5bb317,,not_in_targeted_queue,not_applicable,,mix_893f17212fe8ddc95832944f,true,qobs_58d6f6c87f95439808c378a1|qobs_0cfd9130f3db58b13e3ce452|qobs_42d3cc8dbe5f632424a9c61b|qobs_cfbbe915e7ca1784041391f8|qobs_80f701e6b62b4a5b6f5bb317,qobs_58d6f6c87f95439808c378a1|qobs_0cfd9130f3db58b13e3ce452|qobs_42d3cc8dbe5f632424a9c61b|qobs_cfbbe915e7ca1784041391f8|qobs_80f701e6b62b4a5b6f5bb317,4fd911f8453a31b57eda607c55a9dca01a01e8bfe82383a659efa3dbde6ad855,pr_6307a213526aa8c89f7781af,,non_safety_subclass_not_supported_without_inference,cba,causal,https://duluthmn.gov/media/8546/2019-2020-afscme-fully-executed.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,provisional_unverified,qa_status,active
mix_a3c7874d493c01f322361fe2,cex_ad0e70b181e332e57b6db5f0,doc_72798708e2572881e7ecc8fc,ttd_bfaffbb8c34aff4b663d1f5d,sr_5d59ea80e3cb7e6a7692ac7f,NSCQ-MN-20260720-0130,MN,Hopkins,CITY OF HOPKINS,non_safety,cba,qobs_9736a3eac6ceb4b0fb588a40|qobs_86633f8dcf8b273be8b29742,lobs_9736a3eac6ceb4b0fb588a40|lobs_13960f37878cc2a059aae147|lobs_0b2d1d985795442c973d5786|lobs_8f15eacd6fcdb9d3c60f7d1e,2,4,medium,OVERTIME_RATE_1_5_BASIC_HOURLY_RATE|OVERTIME_INTERVAL_15_MIN|STANDBY_MINIMUM_2_5_HOURS|FAIR_SHARE_FEE_CAP_85_PERCENT|PAYROLL_DEDUCTION_AND_REMITTANCE_PROCESS,qa_corrected_mixed_membership,corrected_500_seed,mix_a3c7874d493c01f322361fe2,provisional_unverified,mixed_membership_corrected,resolved,mix_a3c7874d493c01f322361fe2,,true,,mixed_membership_corrected,resolved,INACTIVE_QUANTITATIVE_MEMBERS_REMOVED,mix_a3c7874d493c01f322361fe2,true,qobs_9736a3eac6ceb4b0fb588a40|qobs_0b2d1d985795442c973d5786|qobs_8f15eacd6fcdb9d3c60f7d1e|qobs_86633f8dcf8b273be8b29742,qobs_9736a3eac6ceb4b0fb588a40|qobs_86633f8dcf8b273be8b29742,,not_in_targeted_queue,not_applicable,,mix_a3c7874d493c01f322361fe2,true,qobs_9736a3eac6ceb4b0fb588a40|qobs_86633f8dcf8b273be8b29742,qobs_9736a3eac6ceb4b0fb588a40|qobs_86633f8dcf8b273be8b29742,8c7d686c2a20661c0a027582de38dbb890eefd0e3bf026590693e123429ef5b8,pr_b2382e31ade75663568b04cd,,non_safety_subclass_not_supported_without_inference,cba,causal,https://afscmemn.org/sites/default/files/l3690_hopkins_2024-26.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0111_sr_5d59ea80e3cb7e6a7692ac7f.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,resolved:mixed_membership_corrected,targeted_qa_resolution_status,active
mix_39256877e5ffee87d78f1dac,cex_d627789b702c41b7e413f403,doc_f3064aa22af3f5dfb47273c7,ttd_2d5a1b570014d5af008ae056,sr_a0dc218f97fd98b72b5873e3,NSCQ-MN-20260720-0093,MN,Lino Lakes,CITY OF LINO LAKES,non_safety,wage_schedule_or_compensation_plan,qobs_121d30790a9396212fff0b3c|qobs_c9fe14bd6bd47e51a331311f|qobs_f5f39aa8711c49ea50dabf22|qobs_5941e62812175f9bd954c1b8|qobs_889f8889b332b1ae61d1bb74,lobs_121d30790a9396212fff0b3c|lobs_c9fe14bd6bd47e51a331311f,5,2,high,COMP_PLAN_RESOLUTION_INCLUDES_HOURLY_SAL,provisional_unverified,corrected_500_seed,mix_39256877e5ffee87d78f1dac,provisional_unverified,not_in_targeted_queue,not_applicable,mix_39256877e5ffee87d78f1dac,,true,,not_in_targeted_queue,not_applicable,,mix_39256877e5ffee87d78f1dac,true,qobs_121d30790a9396212fff0b3c|qobs_c9fe14bd6bd47e51a331311f|qobs_f5f39aa8711c49ea50dabf22|qobs_5941e62812175f9bd954c1b8|qobs_889f8889b332b1ae61d1bb74,qobs_121d30790a9396212fff0b3c|qobs_c9fe14bd6bd47e51a331311f|qobs_f5f39aa8711c49ea50dabf22|qobs_5941e62812175f9bd954c1b8|qobs_889f8889b332b1ae61d1bb74,,not_in_targeted_queue,not_applicable,,mix_39256877e5ffee87d78f1dac,true,qobs_121d30790a9396212fff0b3c|qobs_c9fe14bd6bd47e51a331311f|qobs_f5f39aa8711c49ea50dabf22|qobs_5941e62812175f9bd954c1b8|qobs_889f8889b332b1ae61d1bb74,qobs_121d30790a9396212fff0b3c|qobs_c9fe14bd6bd47e51a331311f|qobs_f5f39aa8711c49ea50dabf22|qobs_5941e62812175f9bd954c1b8|qobs_889f8889b332b1ae61d1bb74,1ff77fca27ed1d7a62569ca86ab121a86f4a4b47dda4da8d5901f62122d691be,pr_510e9229c858c38bef51664c,,non_safety_subclass_not_supported_without_inference,wage_schedule_or_compensation_plan,,https://miweblink.metro-inet.us/LLPublic/0/edoc/532029/04-24-2023%20City%20Council%20Packet.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0495_sr_a0dc218f97fd98b72b5873e3.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,provisional_unverified,qa_status,active
mix_dac8a3023943aeb37af42890,cex_cf5859e9b822047195b73c79,doc_6d6abe1ed21b3ef8516c6c62,ttd_c598215dc755dac4d4dc0ccc,sr_40f0dc58cd2725d2a1a75942,NSCQ-MN-20260720-0091,MN,Lino Lakes,CITY OF LINO LAKES,police,cba,qobs_69493378b3464d410eab1c73|qobs_02a7433f56918e8ac6df6a76|qobs_5aefbd3b095c3e502e32db57|qobs_2655ea50aa5f1b3a8b6be64a|qobs_fb9b7cbc700dbf312f6e9c35,lobs_69493378b3464d410eab1c73|lobs_02a7433f56918e8ac6df6a76,5,2,medium,EXTRACTED_FROM_BOUNDED_PACKET_PAGES_ONLY,provisional_unverified,corrected_500_seed,mix_dac8a3023943aeb37af42890,provisional_unverified,not_in_targeted_queue,not_applicable,mix_dac8a3023943aeb37af42890,,true,,not_in_targeted_queue,not_applicable,,mix_dac8a3023943aeb37af42890,true,qobs_69493378b3464d410eab1c73|qobs_02a7433f56918e8ac6df6a76|qobs_5aefbd3b095c3e502e32db57|qobs_2655ea50aa5f1b3a8b6be64a|qobs_fb9b7cbc700dbf312f6e9c35,qobs_69493378b3464d410eab1c73|qobs_02a7433f56918e8ac6df6a76|qobs_5aefbd3b095c3e502e32db57|qobs_2655ea50aa5f1b3a8b6be64a|qobs_fb9b7cbc700dbf312f6e9c35,,not_in_targeted_queue,not_applicable,,mix_dac8a3023943aeb37af42890,true,qobs_69493378b3464d410eab1c73|qobs_02a7433f56918e8ac6df6a76|qobs_5aefbd3b095c3e502e32db57|qobs_2655ea50aa5f1b3a8b6be64a|qobs_fb9b7cbc700dbf312f6e9c35,qobs_69493378b3464d410eab1c73|qobs_02a7433f56918e8ac6df6a76|qobs_5aefbd3b095c3e502e32db57|qobs_2655ea50aa5f1b3a8b6be64a|qobs_fb9b7cbc700dbf312f6e9c35,543e8fbc332b83be11caf1cf0ebea2cb83bd95f14d18fd25b5536b37edd4e5cb,pr_c62158e5d07c331b3e2b9b9d,police,exact_controlled_public_safety_class,cba,causal,https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/69b81ede27e8eb105f57f9f4/1773674213503/ActiveContract%2B-%2BLino%2BLakes%2BPD%2B12-31-2026.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0437_sr_40f0dc58cd2725d2a1a75942.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,provisional_unverified,qa_status,active
mix_a98f65acc77c153dcd9dce18,cex_30a76e281f5f36b716862289,doc_ab17e7cf4c91adc1e124858b,ttd_4528f10d6a4f86470e4981f3,sr_f023435229b534b744a98ed4,NSCQ-MN-20260720-0090,MN,Lino Lakes,CITY OF LINO LAKES,police,cba,qobs_28212095d51b70f3190e8f49|qobs_f3d7d2b4b2d186cb520753e1|qobs_896e6bb3e3bac1872d0ffb23|qobs_ff1fbce88d8ce530cf9c7b0a,lobs_28212095d51b70f3190e8f49|lobs_f3d7d2b4b2d186cb520753e1|lobs_896e6bb3e3bac1872d0ffb23,4,3,medium,LIMITED_PACKET_NO_FULL_TABLE_VALUES|EXTRACTED_VISIBLE_NUMERIC_TOKENS_FROM_PG|NON_BASE_WAGES_PLACED_PER_INSTRUCTIONS,provisional_unverified,corrected_500_seed,mix_a98f65acc77c153dcd9dce18,provisional_unverified,not_in_targeted_queue,not_applicable,mix_a98f65acc77c153dcd9dce18,,true,,mixed_membership_corrected,resolved,INACTIVE_QUANTITATIVE_MEMBERS_REMOVED,mix_a98f65acc77c153dcd9dce18,true,qobs_28212095d51b70f3190e8f49|qobs_f3d7d2b4b2d186cb520753e1|qobs_896e6bb3e3bac1872d0ffb23|qobs_ff1fbce88d8ce530cf9c7b0a|qobs_59950d582d1e474ad4a9d8ee,qobs_28212095d51b70f3190e8f49|qobs_f3d7d2b4b2d186cb520753e1|qobs_896e6bb3e3bac1872d0ffb23|qobs_ff1fbce88d8ce530cf9c7b0a,,not_in_targeted_queue,not_applicable,,mix_a98f65acc77c153dcd9dce18,true,qobs_28212095d51b70f3190e8f49|qobs_f3d7d2b4b2d186cb520753e1|qobs_896e6bb3e3bac1872d0ffb23|qobs_ff1fbce88d8ce530cf9c7b0a,qobs_28212095d51b70f3190e8f49|qobs_f3d7d2b4b2d186cb520753e1|qobs_896e6bb3e3bac1872d0ffb23|qobs_ff1fbce88d8ce530cf9c7b0a,91a7ade86a9beef6ea72a56c9b2e692e08150e8cbbe52633c570aabe4c4ef9fb,pr_e784a74054990a155e11c534,police,exact_controlled_public_safety_class,cba,causal,https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/6723f3a24db1a0172f1ff7c6/1730409381156/ActiveContract%2B-%2BLino%2BLakes%2BPD%2BSupervisors%2B-%2B12-31-2024.pdf,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0025_sr_f023435229b534b744a98ed4.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,resolved:mixed_membership_corrected,targeted_qa_resolution_status,active
mix_aa5144d066e1eb715b579896,cex_03d71ad8c2b8f58e932deed2,doc_272c0f144816e57d14d3b00e,ttd_2df5258d5bbcb59a2a3023a2,sr_74b645787722250df4c379e5,NSCQ-MN-20260720-0105,MN,Red Wing,CITY OF RED WING,non_safety,cba,qobs_326855a1513a6d092d46c274|qobs_59520d8a6ed333400193ee1e,lobs_326855a1513a6d092d46c274,2,1,medium,FOUND_PERCENT_INCREASES_WITH_EFFECTIVE_D|NON_BASE_BENEFITS_SEVERANCE_VEBA_IDENTIF|NON_BASE_PRORATED_BENEFITS_WITH_HOURS_EL,provisional_unverified,corrected_500_seed,mix_aa5144d066e1eb715b579896,provisional_unverified,not_in_targeted_queue,not_applicable,mix_aa5144d066e1eb715b579896,,true,,not_in_targeted_queue,not_applicable,,mix_aa5144d066e1eb715b579896,true,qobs_326855a1513a6d092d46c274|qobs_59520d8a6ed333400193ee1e,qobs_326855a1513a6d092d46c274|qobs_59520d8a6ed333400193ee1e,,not_in_targeted_queue,not_applicable,,mix_aa5144d066e1eb715b579896,true,qobs_326855a1513a6d092d46c274|qobs_59520d8a6ed333400193ee1e,qobs_326855a1513a6d092d46c274|qobs_59520d8a6ed333400193ee1e,4e131e0145ad312e30b2a016d25425915f651e2fa383c9e35398389d1f062619,pr_ddebb33f488c221e3f129585,,non_safety_subclass_not_supported_without_inference,cba,causal,https://www.redwingmn.gov/DocumentCenter/View/5199/AFSCME-Clerical-Technical-Contract-2025-2026-PDF,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0405_sr_74b645787722250df4c379e5.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,provisional_unverified,qa_status,active
mix_1fe725578af5e5f05d514bab,cex_f57d0c45d1dfbdbcc96ed385,doc_15166d3f5a99e552d73501c1,ttd_7333992e450655889b33059d,sr_d8f719ff0383b215f54a8de9,NSCQ-MN-20260720-0008,MN,St. Cloud,CITY OF ST CLOUD,police,cba,qobs_5e2e20d674ef52cf7e60f735|qobs_f8956b465ee6249c70659f59|qobs_ad64208c31137b848657b41e|qobs_c6126ee2e3aa3e731e412317|qobs_91df3911b6022bacc28d7460,lobs_5e2e20d674ef52cf7e60f735|lobs_f8956b465ee6249c70659f59|lobs_ad64208c31137b848657b41e|lobs_c6126ee2e3aa3e731e412317|lobs_91df3911b6022bacc28d7460,5,5,medium,PERCENT_INCREASES_EXTRACTED|PAY_GRADE_TOKEN_EXTRACTED|MERIT_STEP_PAY_ANNIVERSARY_MECHANICS_EXU|UNIFORM_ALLOWANCE_TOKEN_EXTRACTED|OVERTIME_MULTIPLIER_TOKEN_EXTRACTED|HEALTHCARE_CONTRIBUTION_TOKEN_EXTRACTED,provisional_unverified,corrected_500_seed,mix_1fe725578af5e5f05d514bab,provisional_unverified,not_in_targeted_queue,not_applicable,mix_1fe725578af5e5f05d514bab,,true,,not_in_targeted_queue,not_applicable,,mix_1fe725578af5e5f05d514bab,true,qobs_5e2e20d674ef52cf7e60f735|qobs_f8956b465ee6249c70659f59|qobs_ad64208c31137b848657b41e|qobs_c6126ee2e3aa3e731e412317|qobs_91df3911b6022bacc28d7460,qobs_5e2e20d674ef52cf7e60f735|qobs_f8956b465ee6249c70659f59|qobs_ad64208c31137b848657b41e|qobs_c6126ee2e3aa3e731e412317|qobs_91df3911b6022bacc28d7460,,not_in_targeted_queue,not_applicable,,mix_1fe725578af5e5f05d514bab,true,qobs_5e2e20d674ef52cf7e60f735|qobs_f8956b465ee6249c70659f59|qobs_ad64208c31137b848657b41e|qobs_c6126ee2e3aa3e731e412317|qobs_91df3911b6022bacc28d7460,qobs_5e2e20d674ef52cf7e60f735|qobs_f8956b465ee6249c70659f59|qobs_ad64208c31137b848657b41e|qobs_c6126ee2e3aa3e731e412317|qobs_91df3911b6022bacc28d7460,9cdf4e15108ffda7adb5ef3883ef01e8c8b0bfb390c4d0cf9aecdfc91829633a,pr_2353db3b16eb95e41b1eb8ce,police,exact_controlled_public_safety_class,cba,causal,https://ci.stcloud.mn.us/DocumentCenter/View/28859/2025-2027-Patrol-Officers?bidId=,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0172_sr_d8f719ff0383b215f54a8de9.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,provisional_unverified,qa_status,active
mix_a205d0647f4f8b6879b8f626,cex_9523cb185bb9f74794fe3c5e,doc_26a4defecd261e14e343642a,ttd_b38ad45dd15718668d197716,sr_7e2e05a20d98374ddf9bdbb1,NSCQ-MO-20260720-0004,MO,Independence,CITY OF INDEPENDENCE,non_safety,memorandum_or_settlement,,lobs_c329ec0426fded06d486fc99|lobs_381de39399f040a4623df993,0,2,medium,P16_SHIFT_PREMIUM_TOKEN_FOUND|P15_STEP_UP_TEMP_ASSIGNMENT_TOKEN_FOUND|P9_BID_NOTICE_WAGE_RANGE_MENTIONED_NO_EX,provisional_unverified,corrected_500_seed,mix_a205d0647f4f8b6879b8f626,provisional_unverified,not_in_targeted_queue,not_applicable,mix_a205d0647f4f8b6879b8f626,,false,,mixed_membership_corrected,resolved,INACTIVE_QUANTITATIVE_MEMBERS_REMOVED,mix_a205d0647f4f8b6879b8f626,false,qobs_c329ec0426fded06d486fc99,,,not_in_targeted_queue,not_applicable,,mix_a205d0647f4f8b6879b8f626,false,,,323284e2cd394c127ebc11b4714ff0e6c880d3a2b5d1a41c17a0b6a5bb191e9a,pr_63d4cd5ae4952f47ee4c7e3e,,non_safety_subclass_not_supported_without_inference,memorandum_or_settlement,,https://independence.novusagenda.com/AgendaPublic/AttachmentViewer.ashx?AttachmentID=25755&ItemID=12924,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0483_sr_7e2e05a20d98374ddf9bdbb1.pdf,,,,,,complete_one_to_one,incomplete_no_inference,false,inactive_duplicate_or_canonicalized,active_and_canonical_fields,historical_inactive
mix_0f93eefd0233acaa64e0ac0e,cex_5e2e8d155227ce4ce0db2b0e,doc_63ab4fed36d39b64c2f2532a,ttd_ac941cf2800965a277f216bd,sr_8b7154f7a0d917b4848ffa1f,NSCQ-MS-20260720-0011,MS,Pascagoula,CITY OF PASCAGOULA,fire,cba,,lobs_de24e72a38451fdcce1d16fa,0,1,medium,SHIFT_DIFFERENTIAL_RATE_PRESENT|EDUCATION_PAY_AMOUNTS_PRESENT|UNIFORM_ALLOWANCE_PRESENT_ON_OTHER_PAGE,provisional_unverified,corrected_500_seed,mix_0f93eefd0233acaa64e0ac0e,provisional_unverified,not_in_targeted_queue,not_applicable,mix_0f93eefd0233acaa64e0ac0e,,false,,mixed_membership_corrected,resolved,INACTIVE_QUANTITATIVE_MEMBERS_REMOVED,mix_0f93eefd0233acaa64e0ac0e,false,qobs_de24e72a38451fdcce1d16fa,,,not_in_targeted_queue,not_applicable,,mix_0f93eefd0233acaa64e0ac0e,false,,,4f2d4b68922242957127e3ded4d722fa91cb54223b9672fbf2ce0ee095f8a296,pr_0290d351d2d30b20fb48b805,fire,exact_controlled_public_safety_class,cba,causal,https://cityofpascagoula.com/AgendaCenter/ViewFile/Item/6319?fileID=8952,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0042_sr_8b7154f7a0d917b4848ffa1f.pdf,,,,,,complete_one_to_one,incomplete_no_inference,false,inactive_duplicate_or_canonicalized,active_and_canonical_fields,historical_inactive
mix_2e957ccf65affa641d205808,cex_7ed821d25d407095ec0fd2e4,doc_02b2fa3c25b8c8961594b650,ttd_294967b35b523a4c83cc9185,sr_cb1f7d077c71c782a0121ef0,NSCQ-MT-20260720-0025,MT,Belgrade,CITY OF BELGRADE,police,cba,qobs_b6146b8f580a62adfd1d8e9c|qobs_3f963ea71cfe2071c653d30c|qobs_9b50901ca6bd7c4fc68707c0,lobs_b6146b8f580a62adfd1d8e9c|lobs_3f963ea71cfe2071c653d30c|lobs_9b50901ca6bd7c4fc68707c0,3,3,high,MPAT_INCENTIVE_DOLLAR_AMOUNTS|WELLNESS_PROGRAM_FITNESS_CLUB_DUES_CONTR|CERTIFICATION_BONUS_PERCENT_OF_BASE_WAGE|LONGETIVITY_INCLUDED_IN_TABLE_A_NO_ADDIT|MPAT_ELIGIBILITY_RULES_QUARTERLY,qa_corrected_mixed_membership,corrected_500_seed,mix_2e957ccf65affa641d205808,provisional_unverified,mixed_membership_corrected,resolved,mix_2e957ccf65affa641d205808,,true,,not_in_targeted_queue,not_applicable,,mix_2e957ccf65affa641d205808,true,qobs_b6146b8f580a62adfd1d8e9c|qobs_3f963ea71cfe2071c653d30c|qobs_9b50901ca6bd7c4fc68707c0,qobs_b6146b8f580a62adfd1d8e9c|qobs_3f963ea71cfe2071c653d30c|qobs_9b50901ca6bd7c4fc68707c0,,not_in_targeted_queue,not_applicable,,mix_2e957ccf65affa641d205808,true,qobs_b6146b8f580a62adfd1d8e9c|qobs_3f963ea71cfe2071c653d30c|qobs_9b50901ca6bd7c4fc68707c0,qobs_b6146b8f580a62adfd1d8e9c|qobs_3f963ea71cfe2071c653d30c|qobs_9b50901ca6bd7c4fc68707c0,6d03105741db3489fb064a83ab0189453a14aea1625524232371f42a9ba41381,pr_d4e092dd259b5952e785a882,police,exact_controlled_public_safety_class,cba,causal,https://www.belgrademt.gov/DocumentCenter/View/2807/BPOA-Collective-Bargaining-Agreement-FY26-FY28?bidId=,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0372_sr_cb1f7d077c71c782a0121ef0.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,resolved:mixed_membership_corrected,qa_resolution_status,active
mix_24db988089d2e3a26bc27bf0,cex_c6e7e5d5d28aba07a1596a07,doc_325f9092b54e27c285ea4d09,ttd_a938ca9fa23bdf230c439d5f,sr_9f37963ca71b05bb825044ba,NSCQ-MT-20260720-0001,MT,Billings,CITY OF BILLINGS,police,cba,qobs_9635cf2e099768d8a1d6b176,lobs_29e5b2e0544b49a0acd24502|lobs_02a239d6bba4fc68f0e65149|lobs_7264b18f963ca78bd9616ac7,1,3,medium,A1C1_11_1200_STANDBY_SHIFT_DIFFERENTIAL|A1C1_11_1100_WEEKEND_PAY|A1C1_11_0900_STANDBY_PAY_FORMULA|A1C1_10_0400_BASE_WAGE_EFFECTIVE_DATE_NO|A1Q_10_PAY_FOR_PERFORMANCE_EFFECTIVE_AND|A1Q_10_SUPERVISOR_FAILURE_PLAN_TRIGGER|A1Q_10_ANNIVERSARY_MEETS_EXPECTATIONS_T|A1N_11_STANDBY_PAY_FORMULA_SNIPPET,qa_corrected_mixed_membership,corrected_500_seed,mix_24db988089d2e3a26bc27bf0,provisional_unverified,mixed_membership_corrected,resolved,mix_24db988089d2e3a26bc27bf0,,true,,mixed_membership_corrected,resolved,INACTIVE_QUANTITATIVE_MEMBERS_REMOVED,mix_24db988089d2e3a26bc27bf0,true,qobs_7264b18f963ca78bd9616ac7|qobs_9635cf2e099768d8a1d6b176,qobs_9635cf2e099768d8a1d6b176,,not_in_targeted_queue,not_applicable,,mix_24db988089d2e3a26bc27bf0,true,qobs_9635cf2e099768d8a1d6b176,qobs_9635cf2e099768d8a1d6b176,ab5e09ee7ca5ab33f43c9544e6938665aa2988f3b8774227b57c01b3dfd965f3,pr_d3f935f07c771d0e54a8bbef,police,exact_controlled_public_safety_class,cba,causal,https://www.billingsmt.gov/DocumentCenter/View/47011/Billings-MFPE-Police-CBA-with-712025-6302028-CLEAN?bidId=,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0018_sr_9f37963ca71b05bb825044ba.pdf,,,,,,complete_one_to_one,incomplete_no_inference,true,resolved:mixed_membership_corrected,targeted_qa_resolution_status,active
