readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256
RMRDY-20260802-c786297b3351590f213f,readiness_lane_003,11,pdf,pdf,RMSRD-20260802-d76b7d70c4f12498d8f8,RMV-20260801-01911,BRM5C-BRM5-20260731-14426-03,BRM5-20260731-14426,PA,Northeast,Eagles Mere,Eagles Mere Borough Final Approved 2025 Budget (employee wage line items),https://eaglesmerepa.org/uploads/3/4/8/6/34869502/final_approved_2025_budget.pdf,https://eaglesmerepa.org/uploads/3/4/8/6/34869502/final_approved_2025_budget.pdf,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-d76b7d70c4f12498d8f8.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-d76b7d70c4f12498d8f8.pdf,sha256:1328ea16c773fd6554995d49d3a27a839d7714bc3d6b5190467938ac62e46f36,locally_available,local_only_not_replicated,local_research_workspace,289337,1328ea16c773fd6554995d49d3a27a839d7714bc3d6b5190467938ac62e46f36
RMRDY-20260802-c5d4296f1f2beba73a9d,readiness_lane_003,12,pdf,pdf,RMSRD-20260802-2a2217b441f1a387eae1,RMV-20260801-01601,BRM5C-BRM5-20260731-16077-02,BRM5-20260731-16077,MI,Midwest,Glen Arbor,Regular Board Meeting Minutes — 3/18/2025 (Glen Arbor Township) — mentions beginning union negotiations and new agreement start date,https://glenarbortownship.com/wp-content/uploads/2025/04/Regular-Mtg-Min-3.18.pdf,https://glenarbortownship.com/wp-content/uploads/2025/04/Regular-Mtg-Min-3.18.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-2a2217b441f1a387eae1.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-2a2217b441f1a387eae1.pdf,sha256:d1bfcbde3b6e4dd70cbea8a95c0b0f7d8b1937cdef9bed9e3e2339734ea0cfd9,locally_available,local_only_not_replicated,local_research_workspace,98366,d1bfcbde3b6e4dd70cbea8a95c0b0f7d8b1937cdef9bed9e3e2339734ea0cfd9
RMRDY-20260802-d5749b67de594f394654,readiness_lane_003,13,pdf,pdf,RMSRD-20260802-937d70a45840d1caafd4,RMV-20260801-03339,BRM5C-BRM5-20260731-02853-02,BRM5-20260731-02853,WI,Midwest,Trade Lake,Regular Monthly Board Meeting of the Town of Trade Lake — 1/13/2022 (Action Deemed Necessary: Motion to increase part-time/general employee wages and other compensation),https://tradelakewi.org/wp-content/uploads/2024/06/01-13-2022-Monthly-board-meeting-minutes.pdf,https://tradelakewi.org/wp-content/uploads/2024/06/01-13-2022-Monthly-board-meeting-minutes.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-937d70a45840d1caafd4.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-937d70a45840d1caafd4.pdf,sha256:17a0c5192bfd4a2ee0d34c8c6ce36bdb85c03818ca88c6a506446708fca4f6d8,locally_available,local_only_not_replicated,local_research_workspace,628252,17a0c5192bfd4a2ee0d34c8c6ce36bdb85c03818ca88c6a506446708fca4f6d8
RMRDY-20260802-3684d40222ecfec499b8,readiness_lane_003,14,html,html,RMSRD-20260802-7736508041617e660039,RMV-20260801-01019,BRM5C-BRM5-20260731-10165-02,BRM5-20260731-10165,WI,Midwest,Eagle,"Agendas & Minutes (Village of Eagle, WI) — landing/search page",https://www.vi.eagle.wi.gov/agendas-minutes/,https://vi.eagle.wi.gov/agendas-minutes,agenda_packet_or_minutes,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-7736508041617e660039.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-7736508041617e660039.html,sha256:92a4da18551fd9c01876cd50dad79586636abb1089def7b29e810b01fef25193,locally_available,local_only_not_replicated,local_research_workspace,28527,92a4da18551fd9c01876cd50dad79586636abb1089def7b29e810b01fef25193
RMRDY-20260802-6d0a6c8b985190b0a684,readiness_lane_003,15,pdf,pdf,RMSRD-20260802-7ac286ed08cee3933dd0,RMV-20260801-03240,BRM5C-BRM5-20260731-05956-02,BRM5-20260731-05956,OH,Midwest,Burbank,"Village of Burbank Organizational & Regular Meeting Minutes — January 4, 2024 (Creston Police contract billing rates; patrol coverage discussion)",https://villageofburbankohio.com/wp-content/uploads/2024/06/Meeting-Minutes-01-04-2024.pdf,https://villageofburbankohio.com/wp-content/uploads/2024/06/Meeting-Minutes-01-04-2024.pdf,agenda_packet_or_minutes,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-7ac286ed08cee3933dd0.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-7ac286ed08cee3933dd0.pdf,sha256:485ffd2c6904bc6fb2e5a344125618d0e7429c38f3d91eee966676f3f5f690aa,locally_available,local_only_not_replicated,local_research_workspace,75052,485ffd2c6904bc6fb2e5a344125618d0e7429c38f3d91eee966676f3f5f690aa
RMRDY-20260802-cfb74fd92d7459bdcd72,readiness_lane_003,16,pdf,pdf,RMSRD-20260802-e7a289fb0598e43d750c,RMV-20260801-00093,BRM5C-BRM5-20260731-06775-03,BRM5-20260731-06775,NY,Northeast,Newstead,Newstead Town Board Meeting (12-22-2025) — Approval: Teamsters Local Union #264 Contract,https://www4.erie.gov/newstead/sites/www4.erie.gov.newstead/files/2025-12/12-22-2025-tb.pdf,https://www4.erie.gov/newstead/sites/www4.erie.gov.newstead/files/2025-12/12-22-2025-tb.pdf,agenda_packet_or_minutes,high_priority_verification_ready,cba_arbitration_factfinding_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-e7a289fb0598e43d750c.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-e7a289fb0598e43d750c.pdf,sha256:6f7a360e688666c7d784d8ee191d10d16d3052aa9de4392aded8c635426ea50c,locally_available,local_only_not_replicated,local_research_workspace,123215,6f7a360e688666c7d784d8ee191d10d16d3052aa9de4392aded8c635426ea50c
RMRDY-20260802-d487c841c89eeaca391d,readiness_lane_003,17,pdf,pdf,RMSRD-20260802-0d3385e8e6b09c9984a8,RMV-20260801-00827,BRM5C-BRM5-20260731-12309-01,BRM5-20260731-12309,MI,Midwest,Clyde,"Approved minutes (including salary resolution text) — Clyde Township Board Meeting, March 12, 2025",https://www.clydetwp.com/Public_Documents/Board_Minutes/Board%20Minutes%20-%20March%202025.pdf,https://clydetwp.com/Public_Documents/Board_Minutes/Board%20Minutes%20-%20March%202025.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,fiscal_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-0d3385e8e6b09c9984a8.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-0d3385e8e6b09c9984a8.pdf,sha256:ebdf62f15401a4bd8a6a8452d1403a8f3d3b18bff4dff955b4966cef0eb14856,locally_available,local_only_not_replicated,local_research_workspace,77828,ebdf62f15401a4bd8a6a8452d1403a8f3d3b18bff4dff955b4966cef0eb14856
RMRDY-20260802-05750a700bd704b1271c,readiness_lane_003,18,pdf,pdf,RMSRD-20260802-6bcddc33d8bb5f816471,RMV-20260801-01751,BRM5C-BRM5-20260731-07161-01,BRM5-20260731-07161,PA,Northeast,Salem,"Salem Township Board of Supervisors Minutes — January 6, 2025 (Organization Meeting) (pay rates listed for Police Department positions)",https://www.salemtwp.org/_files/ugd/9bfdbd_f088391fab2a405189b5ae98273c6e51.pdf?index=true,https://salemtwp.org/_files/ugd/9bfdbd_f088391fab2a405189b5ae98273c6e51.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-6bcddc33d8bb5f816471.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-6bcddc33d8bb5f816471.pdf,sha256:3022ee1d6e8e30ddeb3f2a203fd69b9d2258dd808e3ccb15819c560301273da0,locally_available,local_only_not_replicated,local_research_workspace,107673,3022ee1d6e8e30ddeb3f2a203fd69b9d2258dd808e3ccb15819c560301273da0
RMRDY-20260802-e7fd2939beb4b1cc8ccb,readiness_lane_003,19,pdf,pdf,RMSRD-20260802-0843ff6b430a812f9b8e,RMV-20260801-01600,BRM5C-BRM5-20260731-12344-02,BRM5-20260731-12344,MI,Midwest,Gladwin,Gladwin City Council Regular Meeting Minutes (Employee Compensation; retro pay and DPW collective bargaining update reference),https://cms9files.revize.com/gladwinmi/CC%20Mins%2008.04.25%20As%20Amended.pdf,https://cms9files.revize.com/gladwinmi/CC%20Mins%2008.04.25%20As%20Amended.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-0843ff6b430a812f9b8e.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-0843ff6b430a812f9b8e.pdf,sha256:ec21d6d3324defbb043f0a58f6681c0937eed25378e31abe26156cf741a0bc84,locally_available,local_only_not_replicated,local_research_workspace,62133,ec21d6d3324defbb043f0a58f6681c0937eed25378e31abe26156cf741a0bc84
RMRDY-20260802-3a98a88cacc7abb682bf,readiness_lane_003,20,pdf,pdf,RMSRD-20260802-9f8ae52b9b636649965f,RMV-20260801-02484,BRM5C-BRM5-20260731-07124-01,BRM5-20260731-07124,PA,Northeast,Pine Creek,March Minutes 2023 (Pine Creek Township),https://pinecreektownship.com/wp-content/uploads/2024/02/March-Minutes-2023-PCTwp.pdf,https://pinecreektownship.com/wp-content/uploads/2024/02/March-Minutes-2023-PCTwp.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-9f8ae52b9b636649965f.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-9f8ae52b9b636649965f.pdf,sha256:73cc83040b1354ae934c7797c8a8a217c54c63d4b608bbdfc95d41640e0cdb7f,locally_available,local_only_not_replicated,local_research_workspace,163896,73cc83040b1354ae934c7797c8a8a217c54c63d4b608bbdfc95d41640e0cdb7f
RMRDY-20260802-035e79934f7a26f0bacf,readiness_lane_003,21,html,html,RMSRD-20260802-55711e11a06e5c38d15a,RMV-20260801-03337,BRM5C-BRM5-20260731-14680-02,BRM5-20260731-14680,PA,Northeast,Three Springs,Three Springs Borough News: Hiring Lifeguards (application link),https://www.threespringsborough.org/news.php?id=9,https://threespringsborough.org/news.php,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-55711e11a06e5c38d15a.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-55711e11a06e5c38d15a.html,sha256:53a998648f4767cde3eb48a51613551d5e2104e0675068ead0fca75e1d8a9fa3,locally_available,local_only_not_replicated,local_research_workspace,23239,53a998648f4767cde3eb48a51613551d5e2104e0675068ead0fca75e1d8a9fa3
RMRDY-20260802-edd173f1d27da26816f0,readiness_lane_003,22,pdf,pdf,RMSRD-20260802-8bd86e9ac8899c6ab367,RMV-20260801-00127,BRM5C-BRM5-20260731-18092-01,BRM5-20260731-18092,PA,Northeast,Blair,"Minutes of the Monthly Meeting of October 10, 2023 (approval of Blair Township Police Department Collective Bargaining Agreement)",https://blairtownship-pa.org/wp-content/uploads/bsk-pdf-manager/2023-10-10_Supervisors%27Minutes_419.pdf,https://blairtownship-pa.org/wp-content/uploads/bsk-pdf-manager/2023-10-10_Supervisors%27Minutes_419.pdf,agenda_packet_or_minutes,high_priority_verification_ready,cba_arbitration_factfinding_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-8bd86e9ac8899c6ab367.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-8bd86e9ac8899c6ab367.pdf,sha256:020499d6feb3b3886fdbf9398815cda90e7e8b68dbec5490c3baf05879ef7e05,locally_available,local_only_not_replicated,local_research_workspace,190104,020499d6feb3b3886fdbf9398815cda90e7e8b68dbec5490c3baf05879ef7e05
