readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256
RMRDY-20260802-02fb1621be5b933436e5,readiness_lane_002,11,pdf,pdf,RMSRD-20260802-cf0522f823aa050b2d9f,RMV-20260801-00987,BRM5C-BRM5-20260731-06418-01,BRM5-20260731-06418,WI,Midwest,Corning,Corning Town Board Meeting Minutes (includes motion to raise employee wages/benefits for 2026),https://tn.corning.wi.gov/files/minutes/2025.pdf,https://tn.corning.wi.gov/files/minutes/2025.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-cf0522f823aa050b2d9f.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-cf0522f823aa050b2d9f.pdf,sha256:cceb982d3be511385d6eb9196f9c7d6fcd3fae996f98950b96f03ffed729fb8d,locally_available,local_only_not_replicated,local_research_workspace,1537684,cceb982d3be511385d6eb9196f9c7d6fcd3fae996f98950b96f03ffed729fb8d
RMRDY-20260802-e71ad1c3e57bc18c4e31,readiness_lane_002,12,pdf,pdf,RMSRD-20260802-0685b68054fb6395c6e9,RMV-20260801-00019,BRM5C-BRM5-20260731-15238-02,BRM5-20260731-15238,IL,Midwest,Hillsboro,"City Council agenda (May 7, 2024) includes '3-year Collective Bargaining Agreement' with Laborers' Local 773 involving Fire Department and Public Works",https://hillsboroillinois.net/wp-content/uploads/5-7-24-City-Council-agenda.pdf,https://hillsboroillinois.net/wp-content/uploads/5-7-24-City-Council-agenda.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-0685b68054fb6395c6e9.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-0685b68054fb6395c6e9.pdf,sha256:5d7d075a54c8ab420f33feb50a5eed39297cbf1af022dee1797a59b629188825,locally_available,local_only_not_replicated,local_research_workspace,115207,5d7d075a54c8ab420f33feb50a5eed39297cbf1af022dee1797a59b629188825
RMRDY-20260802-a1ab54a9f0c350900d28,readiness_lane_002,13,pdf,pdf,RMSRD-20260802-37f02e68a1dcd9206130,RMV-20260801-02813,BRM5C-BRM5-20260731-17818-02,BRM5-20260731-17818,WI,Midwest,Wascott,Resolution 2015-41 Ratify 2016 Highway Employees Contract and Approve Supplemental Pay (Teamsters Local #346; highway employees represented; base wage rates fixed by 2016 labor agreement; supplemental pay approved),https://www.townofwascott.org/Ord-Res/Employees%20%26%20Officers/Res%202015-41%20Ratify%202016%20Hwy%20Employee%20Contract.pdf,https://townofwascott.org/Ord-Res/Employees%20%26%20Officers/Res%202015-41%20Ratify%202016%20Hwy%20Employee%20Contract.pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-37f02e68a1dcd9206130.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-37f02e68a1dcd9206130.pdf,sha256:ab28135b7f06a0c5c0f830d50843836b023321d91e4f0d4a26766900de7d0fc4,locally_available,local_only_not_replicated,local_research_workspace,6848,ab28135b7f06a0c5c0f830d50843836b023321d91e4f0d4a26766900de7d0fc4
RMRDY-20260802-78ef5493f17fed4189a6,readiness_lane_002,14,pdf,pdf,RMSRD-20260802-f823175d8bf717d6a6fc,RMV-20260801-03503,BRM5C-BRM5-20260731-10254-02,BRM5-20260731-10254,WI,Midwest,Maiden Rock,"NOTICE OF PUBLIC HEARING FOR TOWN OF MAIDEN ROCK (Proposed 2026 Budget) — posted Oct 27, 2025",https://img1.wsimg.com/blobby/go/3e2ab131-d162-4866-98ab-6406dab931ea/downloads/882a3ff2-695e-4398-b1d8-e80c2726c576/2025%20notice%20of%202026%20budget%20and%20levy%20%20town%20hear.pdf?ver=1784377787243,https://img1.wsimg.com/blobby/go/3e2ab131-d162-4866-98ab-6406dab931ea/downloads/882a3ff2-695e-4398-b1d8-e80c2726c576/2025%20notice%20of%202026%20budget%20and%20levy%20%20town%20hear.pdf,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-f823175d8bf717d6a6fc.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-f823175d8bf717d6a6fc.pdf,sha256:8bd0a4585d31dccf23ee7ed1beee796c809e66d9fa88de2dba72f5d92e273023,locally_available,local_only_not_replicated,local_research_workspace,115582,8bd0a4585d31dccf23ee7ed1beee796c809e66d9fa88de2dba72f5d92e273023
RMRDY-20260802-8c3a1ba1a625e026611e,readiness_lane_002,15,pdf,pdf,RMSRD-20260802-60e82e71fdc0389b7cbc,RMV-20260801-02455,BRM5C-BRM5-20260731-14328-02,BRM5-20260731-14328,NY,Northeast,Wilmington,Agenda And Minutes1. (Town of Wilmington board minutes with detailed salary/wage appointments; includes summer/bi-weekly payroll amounts),https://www.townofwilmington.org/wp-content/uploads/2022/02/Jan.-Board-Minutes-.pdf,https://townofwilmington.org/wp-content/uploads/2022/02/Jan.-Board-Minutes-.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-60e82e71fdc0389b7cbc.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-60e82e71fdc0389b7cbc.pdf,sha256:dbdc08cb3226b9ae6d909665606ee3e22cb457f144d6db3db9c013792c2f0762,locally_available,local_only_not_replicated,local_research_workspace,761316,dbdc08cb3226b9ae6d909665606ee3e22cb457f144d6db3db9c013792c2f0762
RMRDY-20260802-f68d6b8b5f825aacd0a2,readiness_lane_002,16,pdf,pdf,RMSRD-20260802-1a07353a2c7c7615abb8,RMV-20260801-02832,BRM5C-BRM5-20260731-02983-01,BRM5-20260731-02983,NY,Northeast,Germantown,Town of Germantown Sexual Harassment Prevention Policy,https://germantownny.gov/wp-content/uploads/2021/10/S-H-Policy.pdf,https://germantownny.gov/wp-content/uploads/2021/10/S-H-Policy.pdf,factfinding_report,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-1a07353a2c7c7615abb8.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-1a07353a2c7c7615abb8.pdf,sha256:8687e26314e39b5a20e444219b9608415493202690d3510bfe3b6b1a1c75435a,locally_available,local_only_not_replicated,local_research_workspace,717660,8687e26314e39b5a20e444219b9608415493202690d3510bfe3b6b1a1c75435a
RMRDY-20260802-4da048ab44084f1ec1e3,readiness_lane_002,17,pdf,pdf,RMSRD-20260802-4e3cd09438c704e8ddc3,RMV-20260801-00386,BRM5C-BRM5-20260731-02742-01,BRM5-20260731-02742,WI,Midwest,Kaukauna,Kaukauna Professional Police Association Contract Ratification (Tentative Agreement included) — 2026-2028 (packet includes wage-scale/longevity/shift-related edits),https://mccmeetings.blob.core.usgovcloudapi.net/kaukaunawi-pubu/MEET-Packet-250f1b7e8489470cab6a35d4fb8f0ea0.pdf,https://mccmeetings.blob.core.usgovcloudapi.net/kaukaunawi-pubu/MEET-Packet-250f1b7e8489470cab6a35d4fb8f0ea0.pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-4e3cd09438c704e8ddc3.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-4e3cd09438c704e8ddc3.pdf,sha256:eb268e04b1ee70c84d974ac0aa0250038222c1aea8c65469678e469a508e92ef,locally_available,local_only_not_replicated,local_research_workspace,9646430,eb268e04b1ee70c84d974ac0aa0250038222c1aea8c65469678e469a508e92ef
RMRDY-20260802-8fc40fc5118badf77058,readiness_lane_002,18,pdf,pdf,RMSRD-20260802-c85f078758e45b4dd625,RMV-20260801-02123,BRM5C-BRM5-20260731-02972-01,BRM5-20260731-02972,NY,Northeast,Enfield,Town of Enfield Employee Manual (Revised 9/13/23) — Highway Department Stepped Salary Structure (New Hires),https://townofenfieldny.gov/wp-content/uploads/2023/09/Town-of-Enfield-Employee-Handbook-9.13.23-bkt.pdf,https://townofenfieldny.gov/wp-content/uploads/2023/09/Town-of-Enfield-Employee-Handbook-9.13.23-bkt.pdf,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-c85f078758e45b4dd625.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-c85f078758e45b4dd625.pdf,sha256:0a18bb12154ea07d31ed98d3d3832c46e7d87539adc6aae28b3bfff6f3791351,locally_available,local_only_not_replicated,local_research_workspace,768430,0a18bb12154ea07d31ed98d3d3832c46e7d87539adc6aae28b3bfff6f3791351
RMRDY-20260802-139c8ad0003f8a3d00b6,readiness_lane_002,19,pdf,pdf,RMSRD-20260802-6762fe0fe2cf40deaf05,RMV-20260801-03195,BRM5C-BRM5-20260731-01348-01,BRM5-20260731-01348,MN,Midwest,Canton,2022 Special Meeting Council Wage Increase Packet (Ordinance No. 2022-01),https://cantonmn.com/wp-content/uploads/2022/11/2022-Special-Meeting-council-wage-increase-packet-11.3.22.pdf,https://cantonmn.com/wp-content/uploads/2022/11/2022-Special-Meeting-council-wage-increase-packet-11.3.22.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-6762fe0fe2cf40deaf05.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-6762fe0fe2cf40deaf05.pdf,sha256:8f1662a0264b811883af3faa048fcd64fda2c56433b4dcd7c7d407eb425c258a,locally_available,local_only_not_replicated,local_research_workspace,213174,8f1662a0264b811883af3faa048fcd64fda2c56433b4dcd7c7d407eb425c258a
RMRDY-20260802-45089b3d77f44612c981,readiness_lane_002,20,pdf,pdf,RMSRD-20260802-56098f9448957714d6d0,RMV-20260801-00842,BRM5C-BRM5-20260731-12362-03,BRM5-20260731-12362,MI,Midwest,Hatton,Hatton Township Board Minutes (salary-resolution workflow reference; wage operative text not evidenced in retrieved snippet),https://hattontownship.com/wp-content/uploads/docs/old-minutes/twpminutes4-17-18.pdf,https://hattontownship.com/wp-content/uploads/docs/old-minutes/twpminutes4-17-18.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-56098f9448957714d6d0.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-56098f9448957714d6d0.pdf,sha256:ee5276e49a4053e641a2bcb17a7a3ceef02c8fdf2321df2ca66b2f1b123057b0,locally_available,local_only_not_replicated,local_research_workspace,129160,ee5276e49a4053e641a2bcb17a7a3ceef02c8fdf2321df2ca66b2f1b123057b0
RMRDY-20260802-2334adc64a9a2c9e1c70,readiness_lane_002,21,pdf,pdf,RMSRD-20260802-1b7647e1030664731776,RMV-20260801-00242,BRM5C-BRM5-20260731-06521-02,BRM5-20260731-06521,WI,Midwest,Millston,TOWN OF MILLSTON BOARD MEETING MINUTES (10-08-25),https://millstonwi.gov/wp-content/uploads/2025/10/TOWN-OF-MILLSTON-BOARD-MEETING-MINUTES-10-08-25.pdf,https://millstonwi.gov/wp-content/uploads/2025/10/TOWN-OF-MILLSTON-BOARD-MEETING-MINUTES-10-08-25.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-1b7647e1030664731776.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-1b7647e1030664731776.pdf,sha256:b9990138e1ed4ae09e3baefb1ffc0cb4cc5705348ab9e7a041c34552e5951bdb,locally_available,local_only_not_replicated,local_research_workspace,169359,b9990138e1ed4ae09e3baefb1ffc0cb4cc5705348ab9e7a041c34552e5951bdb
