candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,content_type_hint,download_status,extraction_status,rating_status,causal_status,verification_timestamp,notes
TS4L-bbe794f59d1b97f1e61e,lane_1,tier_a,verification_ready_high,https://www.sarasotafl.gov/files/assets/city/v/1/hr/documents/union-contracts/voting-block-lt-mou-for-1024-to-93025-with-voting-block.pdf,Lieutenant Contracts: Memorandum of Understanding – FY2024-2025 (IUPA Local #6043) (City of Sarasota),Sarasota,FL,non_safety_comparator,IUPA Local #6043 (Lieutenants) - police supervisory classification (non-sworn comparator may be used for bargaining structure matching),IUPA Local #6043 (AFL-CIO) - Lieutenants,10/01/2022 - 09/30/2025 CBA term (FY2024-2025 MOU document),2022-10-01,2025-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_municipality,overlaps_expected_period,unavailable,head_http_403,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:08Z,HEAD only; attempts=1; elapsed_seconds=0.403; identity_score=0; final_host_hash=7eba8ef9d436; final_locator_hash=39ecd92d0f72c586a14d; no body or raw headers retained.
TS4L-2304b738ad3c625d44da,lane_1,tier_a,verification_ready_high,https://www.indianola.k12.ia.us/app/uploads/2023/06/MasterContract2023-2027.060123Signed.pdf,Indianola Community School District – Master Contract 2023–2027 (Signed),Indianola,IA,non_safety_comparator,Education (Teacher bargaining unit / Indianola Education Association),Indianola Education Association (as reflected in the Master Contract),2023–2027,2023-07-01,2027-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_indianola_match,expected_overlap_unclear,unavailable,head_http_403,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:08Z,HEAD only; attempts=1; elapsed_seconds=0.313; identity_score=0; final_host_hash=6d6846a8246e; final_locator_hash=f48d12c01b83a04a12f0; no body or raw headers retained.
TS4L-76420b9e60498c875d6e,lane_1,tier_a,verification_ready_high,https://opramachine.com/request/65160/response/111406/attach/2/Chief%20of%20Police.pdf?cookie_passthrough=1,"Borough of South River — Chief of Police employment contract (OPRA attachment) with term January 1, 2023 to December 31, 2026",South River,NJ,non_safety_comparator,Chief of Police (employment contract; term includes 2023–2026),Borough of South River (Chief of Police employment contract),"January 1, 2023 to December 31, 2026",2023,2026,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_source,overlaps_expected_2023_2026,unavailable,head_http_403,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:09Z,HEAD only; attempts=1; elapsed_seconds=0.362; identity_score=0; final_host_hash=e2928ddb2eec; final_locator_hash=7684896e0fa4018eaea5; no body or raw headers retained.
TS4L-d4483275a7178c758043,lane_1,tier_a,verification_ready_high,https://d3n9y02raazwpg.cloudfront.net/winterhaven-fl/5dba7f5f-12ea-11eb-80dd-0050569183fa-a7964dfc-1636392344.pdf,Regular City Commission Meeting — mentions Federation of Public Employees (FOPE) Collective Bargaining Agreement,Winter Haven,FL,non_safety_comparator,Public employees (FOPE referenced; specific classifications not scout-verified),Federation of Public Employees (FOPE),"unclear (snippet indicates CBA expires September 30, 2024, but full operative duration terms not scout-verified)",,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city (City of Winter Haven referenced in document series),overlap_unclear (no term dates extracted; only referenced in snippet),unavailable,head_http_403,,,,,,head_http_403,application/xml,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:09Z,HEAD only; attempts=1; elapsed_seconds=0.167; identity_score=0; final_host_hash=e8428609d8fd; final_locator_hash=a72e9df7560674c0c290; no body or raw headers retained.
TS4L-d5d59dafc722f31cd3bb,lane_1,tier_a,verification_ready_high,https://opramachine.com/request/64981/response/110970/attach/3/SREA%20Contract%202022%202027%20OPRA%20Request.pdf?cookie_passthrough=1,South River Education Association (SREA) Contract 2022–2027 (OPRA attachment) — includes Schedule A salary guides,South River,NJ,non_safety_comparator,Teachers / Nurses (as covered by SREA bargaining unit schedules),South River Education Association (SREA),2022–2027 (contains salary schedule years that include 2023–2026),2023,2026,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_source,overlaps_expected_2023_2026,unavailable,head_http_403,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:09Z,HEAD only; attempts=1; elapsed_seconds=0.36; identity_score=0; final_host_hash=e2928ddb2eec; final_locator_hash=1e9e2f6d27237e00fd87; no body or raw headers retained.
TS4L-de7812beb4d40d9ed215,lane_1,tier_a,verification_ready_high,https://www.pittsburghpa.gov/City-Government/City-Information/City-Press-Release-Archive/2020,City Reaches Contract Agreement with AFSCME Employees (Pittsburgh City Press Release Archive - 2020),Pittsburgh,PA,non_safety_comparator,clerical and professional (AFSCME Local 2719 city employees),AFSCME Local 2719,"six-year collective bargaining agreement signed Aug 4, 2020; issues salary increases through 2025","2019-12-31 (approx.,","2025-12-31 (approx.,",collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same_city_match (Pittsburgh, PA)",overlaps_expected_period (2020-2025 term within 2014-2024 window; partial overlap depending on exact effective date),unavailable,head_http_403,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:09Z,HEAD only; attempts=1; elapsed_seconds=0.369; identity_score=0; final_host_hash=6e9783e20767; final_locator_hash=439d21761cddcf25f656; no body or raw headers retained.
TS4L-47593eb5155a70b41ae6,lane_2,tier_b,verification_ready_high,https://elkhartindiana.org/wp-content/uploads/AGENDA-AND-PACKET-FOR-SEPT-9-2024-COUNCIL-MEETING.pdf,"Agenda and Packet for September 9, 2024 Council Meeting (City of Elkhart, IN) — Collective Bargaining Agreement resolution packet (firefighters)",Elkhart,IN,safety_and_non_safety_bargaining_units,fire protection (firefighters),"International Association of Firefighters, Local 338 (referenced in related Elkhart council CBA approval listings)","Collective Bargaining Agreement from January 1, 2024 through December 31, 2027",2024-01-01,2027-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_2014_2024_target_window,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:09Z,HEAD only; attempts=1; elapsed_seconds=1.035; identity_score=0; final_host_hash=ab9c6930074f; final_locator_hash=be4c65cbe11494faf369; no body or raw headers retained.
TS4L-93c7fb1230af950c7dc5,lane_4,tier_b,verification_ready_high,https://www.afscmemn.org/system/files/city_of_robbinsdale_local_2454_contract_2018-2019_0.pdf,City of Robbinsdale AFSCME Local 2454 - Labor Agreement (2018-2019) (PDF),Robbinsdale,MN,safety_and_non_safety_compensation_units,Public employees (AFSCME Local 2454 bargaining group),AFSCME Local 2454 (City of Robbinsdale),2018-2019,2018-01-01,2019-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_match,overlaps_2014_2024,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:13Z,HEAD only; attempts=1; elapsed_seconds=3.289; identity_score=0; final_host_hash=3933e0e3cfc0; final_locator_hash=ee022172dcd3684c356b; no body or raw headers retained.
TS4L-de7d0acb38e5d01dfd99,lane_2,tier_b,verification_ready_high,https://elkhartindiana.org/wp-content/uploads/AGENDA-AND-PACKET-FOR-MARCH-72022-COUNCIL-MEETING.pdf,"Agenda and Packet for March 7, 2022 Council Meeting (City of Elkhart, IN) — Collective Bargaining Agreement resolution packet",Elkhart,IN,safety_and_non_safety_bargaining_units,law enforcement (police) — FOP Labor Council (sworn law enforcement),"Indiana Fraternal Order of Police Labor Council, Inc. (Lodge No. 52 referenced in related materials)","Collective Bargaining Agreement covering January 1, 2021 through December 31, 2024",2021-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_2014_2024_target_window,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:13Z,HEAD only; attempts=1; elapsed_seconds=0.893; identity_score=0; final_host_hash=ab9c6930074f; final_locator_hash=fb1b9d0f28c62fdce839; no body or raw headers retained.
TS4L-16267e48f16edd163845,lane_4,tier_b,verification_ready_high,https://www.barrington-il.gov/wp-content/uploads/2023/05/202120Annual20Budget20Document-1.pdf,Village of Barrington Annual Budget (Fiscal Year 2021) — includes Compensation Plan - Schedule I (Full-Time Represented Employees),Barrington,IL,safety_and_non_safety_compensation_units,Represented employees (includes safety categories such as Police Officer and Firefighter/Paramedic; also includes other represented positions within the compensation plan schedules),Not a single CBA; compensation plan schedule used by the Village for represented positions,Effective 01.01.2021 to 12.31.2021 (Fiscal Year 2021),2021-01-01,2021-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same city (Barrington, IL) indicated by document title/issuer",Overlaps expected 2014-2024 window (within 2014-2024),unavailable,head_http_403,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:13Z,HEAD only; attempts=1; elapsed_seconds=0.215; identity_score=0; final_host_hash=41fab93dd78e; final_locator_hash=becea82dfb36b593ab46; no body or raw headers retained.
TS4L-8ca26093a8dfbb2e7d77,lane_2,tier_b,verification_ready_high,https://www.stcharlesil.gov/files/assets/city/v/2/docs/hr/cbas/iaff-cba2024-2027-finalsigned.pdf,"Agreement between the City of St. Charles, Illinois and IAFF (CBA) — Firefighters 5/1/24 to 4/30/27",St. Charles,IL,safety_and_non_safety_bargaining_units,Firefighters (IAFF),IAFF (Firefighters),5/1/24 to 4/30/27,2024-05-01,2027-04-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Exact city match (St. Charles, IL) by document title/host domain",Overlaps target window (includes years 2024),unavailable,head_http_403,,,,,,head_http_403,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:14Z,HEAD only; attempts=1; elapsed_seconds=0.429; identity_score=0; final_host_hash=c0b41f484472; final_locator_hash=265aa5441daf72d5c6cd; no body or raw headers retained.
TS4L-8d78df820cc0f61cfda2,lane_2,tier_b,verification_ready_high,https://www.hempfieldsd.org/cms/lib/PA01000122/Centricity/Domain/4/HEA%20CBA%202019-2024.pdf,HEA CBA 2019-2024 (Collective Bargaining Agreement) — Hempfield School District,Hempfield,PA,safety_and_non_safety_bargaining_units,Teachers / certified instructional staff (HEA),Hempfield Education Association (HEA),2019-2024 (collective bargaining agreement),2019,2024,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Exact city/municipality match indicated by source name (Hempfield Area/School District; PDF hosted by Hempfield School District site).,Overlaps target window (2014-2024).,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:14Z,HEAD only; attempts=1; elapsed_seconds=1.102; identity_score=0; final_host_hash=476d5b345211; final_locator_hash=7decbc26be68b0faf5e9; no body or raw headers retained.
TS4L-90cf2e0bc01f594264b7,lane_2,tier_b,verification_ready_high,https://www.nyspffa.org/main/wp-content/uploads/2013/07/HENRIETTA-L-3738-17.pdf,"Agreement Between the Henrietta Fire District and the Henrietta Professional Firefighters and Dispatchers Association (IAFF Local #3738) (includes a term beginning Jan 1, 2014)",Henrietta,NY,safety_and_non_safety_bargaining_units,Firefighters and dispatchers (IAFF Local #3738),"Henrietta Professional Firefighters and Dispatchers Association, International Association of Fire Fighters - Local #3738","Term entered into as of January 1, 2014 (CBA/agreement)",2014-01-01,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Same-city match: Henrietta Fire District (Henrietta, NY) and Local #3738 bargaining association",Likely within 2014-2024 target window (agreement term begins 2014); end date not confirmed from the lead alone,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:14Z,HEAD only; attempts=1; elapsed_seconds=0.522; identity_score=0; final_host_hash=f1226eff2582; final_locator_hash=0c6472463fa4c5ff3ae0; no body or raw headers retained.
TS4L-ec2f3014bda6510f2991,lane_2,tier_b,verification_ready_high,https://www.umtownship.org/wp-content/uploads/2023/09/09-14-2023_BOS_Business_Packet.pdf,"Upper Merion Township Board of Supervisors - BOS Business Packet (September 14, 2023)",Upper Merion,PA,safety_and_non_safety_bargaining_units,Paramedic / EMT,Paramedic/EMT (collective bargaining agreement referenced),2023-2025 PARAMEDIC / EMT COLLECTIVE BARGAINING AGREEMENT (term referenced in packet),2023,2025,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Exact city match (Upper Merion Township, PA).",Overlaps expected 2014-2024 window via 2023-2024 portion.,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:15Z,HEAD only; attempts=1; elapsed_seconds=0.193; identity_score=0; final_host_hash=348f4948cf7c; final_locator_hash=854395414707d711d0a9; no body or raw headers retained.
TS4L-06c92f74f35619e90d0d,lane_2,tier_b,verification_ready_high,https://www.tewksbury-ma.gov/DocumentCenter/View/676/AFSCME-PDF,"Tewksbury, MA – Collective Bargaining Agreement – AFSCME Local 833 (PDF – DocumentCenter View/676/AFSCME-PDF)",Tewksbury,MA,safety_and_non_safety_bargaining_units,Municipal employees (mixed general/non-safety incl. certain dispatch/secretarial roles per agreement scope),AFSCME Local 833,"July 1, 2015 – June 30, 2018",2015-07-01,2018-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same-city-lead,overlaps-2014-2024-window,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:15Z,HEAD only; attempts=1; elapsed_seconds=0.302; identity_score=0; final_host_hash=a7d82cf7874c; final_locator_hash=debddc418151b945fffd; no body or raw headers retained.
TS4L-23333e8b2e07890bcf05,lane_2,tier_b,verification_ready_high,https://www.natickma.gov/DocumentCenter/View/16020/Firefighters-FY-22---FY25,Firefighters (FY 22 - FY 25) Collective Bargaining Agreement,Natick,MA,safety_and_non_safety_bargaining_units,Fire (Firefighters),Firefighters,FY 2022 - FY 2025,2022-07-01,2025-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,exact_municipality_match,partial_overlap_with_2014-2024_window,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:15Z,HEAD only; attempts=1; elapsed_seconds=0.45; identity_score=0; final_host_hash=b47e886af7e2; final_locator_hash=e1db451063a0be0781fa; no body or raw headers retained.
TS4L-2aab8263d731af2c625b,lane_4,tier_b,verification_ready_high,https://www.lockhart-tx.org/page/open/2927/0/Sept%207%202021%20Council%20packet.pdf,"Sept 7 2021 Council packet (City of Lockhart, TX) — includes ordinance adopting a step pay plan for police and fire under civil service; references budget pay increase and classification/timing adjustments",Lockhart,TX,safety_and_non_safety_compensation_units,Police and Fire (Civil Service classified personnel),,Council agenda item(s) around ordinance adoption; includes discussion of step-at-one-year design and adjustments to step pay plans; effective implementation tied to budget/fiscal year,2021-09-07 (council ,Unknown from lead-on,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same city (Lockhart, TX) expected; official council packet hosted on lockhart-tx.org",Overlaps target window (2014-2024) via 2021 adoption and step pay plan adjustments,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:15Z,HEAD only; attempts=1; elapsed_seconds=0.483; identity_score=0; final_host_hash=803582d275d6; final_locator_hash=cf3a96f15172534a8882; no body or raw headers retained.
TS4L-393438f5e851997ab2a1,lane_2,tier_b,verification_ready_high,https://www.natickma.gov/DocumentCenter/View/6199/Deputy-Fire-Chiefs-FY15---FY18--,Deputy Fire Chiefs' (FY15 - FY18) Collective Bargaining Agreement,Natick,MA,safety_and_non_safety_bargaining_units,Fire (Deputy Fire Chiefs),Deputy Fire Chiefs,FY 2015 - FY 2018,2015-07-01,2018-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,exact_municipality_match,full_overlap_with_2014-2024_window,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:15Z,HEAD only; attempts=1; elapsed_seconds=0.429; identity_score=0; final_host_hash=b47e886af7e2; final_locator_hash=ec26074369efb32d0503; no body or raw headers retained.
