candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,content_type_hint,download_status,extraction_status,rating_status,causal_status,verification_timestamp,notes
TS4L-b478826e1d081e683fff,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2018/18-MED-09-0759.pdf,"Addendum to Collective Bargaining Agreement — City of Hillsboro and FOP/OLC (SERB, 18-MED-09-0759)",Hillsboro,OH,non_safety_comparator,Dispatch/sergeant negotiation teams referenced; wage-related addendum for FOP/OLC bargaining unit employees,"Fraternal Order of Police, Ohio Labor Council, Inc. (FOP/OLC) — City of Hillsboro","Signed by parties in 2020; document is an addendum referencing an agreement set to expire December 31, 2021",,2021-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Exact municipality match (City of Hillsboro, OH)",Likely aligned with the 2020-signature / FY2021-linked wage-increase timeframe (exact FY2021 mapping not confirmed from snippet),wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:08Z,HEAD only; attempts=1; elapsed_seconds=0.324; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=b619330ba4b73d635f18; no body or raw headers retained.
TS4L-c02d29505c54306c3978,lane_1,tier_a,verification_ready_high,https://quincyeducationassociation.org/wp-content/uploads/2026/02/QEA-UNIT-C-Memorandum-of-Agreement-DRAFT.docx-1.pdf,QEA Unit C Memorandum of Agreement (DRAFT) (PDF),Quincy,MA,non_safety_comparator,PK-12 educators / assistant principals (QEA Unit C),Quincy Education Association (Unit C),"Successor collective bargaining agreement period Sept 1, 2025 through Aug 31, 2028 (with referenced prior period Sept 1, 2022–Aug 31, 2025)",2025-09-01,2028-08-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,overlaps_with_other_non_safety_leads,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:08Z,HEAD only; attempts=1; elapsed_seconds=0.203; identity_score=13; final_host_hash=54b9bbd1051c; final_locator_hash=e6b75dacb4a92c9ec27c; no body or raw headers retained.
TS4L-5e9441ab261090a67434,lane_1,tier_a,verification_ready_high,https://cms2.revize.com/revize/lansingil/Fire.pdf,VILLAGE OF LANSING — Firefighters collective bargaining agreement (PDF on Village of Lansing IL site),Lansing,IL,non_safety_comparator,Firefighters,Firefighting bargaining unit (not specified in the snippet title),CBA with an effective term stated inside the document; renewal/entire agreement provisions present,2018-01-01,2024-04-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Exact municipality match (Village of Lansing, IL)",Potential overlap with expected period; contract term/dates appear inside the document,wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:08Z,HEAD only; attempts=1; elapsed_seconds=0.335; identity_score=13; final_host_hash=9f3c25d08e03; final_locator_hash=42e39689d9efb07682af; no body or raw headers retained.
TS4L-c1f3f097f1a778b74e8d,lane_1,tier_a,verification_ready_high,https://cms3.revize.com/revize/harlingen/Document/Departments/Human%20Resources/Civil%20Services/Fire%20CBA%20FY%202024-2027.pdf,"CITY OF HARLINGEN, TEXAS – HPFFA – Collective Bargaining Labor Agreement (FY 2024-2027)",Harlingen,TX,non_safety_comparator,Firefighters (HPFFA) [source appears to be safety unit; target is non-safety comparator],HPFFA (local not shown in search snippet),FY 2024-2027,2024,2027,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Harlingen, TX (same city)",Overlaps expected period (2021-2024) only at boundary year 2024,wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:09Z,HEAD only; attempts=1; elapsed_seconds=0.402; identity_score=13; final_host_hash=65449cbf2a0e; final_locator_hash=3e7cce7c2cd6e95cdbab; no body or raw headers retained.
TS4L-673755d127f8099a5879,lane_2,tier_b,verification_ready_high,https://www.cheltenhamtownship.org/files/documents/BoardofCommissionersAgenda10-26-22050222102422PM1740.pdf,Cheltenham Township Board of Commissioners agenda packet (includes Cheltenham Township Police Association settlement agreement),Cheltenham,PA,safety_and_non_safety_bargaining_units,police (Cheltenham Township Police Association),Cheltenham Township Police Association (Police bargaining unit),Settlement agreement references arbitration framework; effective dates for the agreement appear within the PDF (within 2014-2024 window for this packet’s publication),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same city (Cheltenham Township, Cheltenham, PA)",likely overlaps 2014-2024 (packet published within that window),wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:14Z,HEAD only; attempts=1; elapsed_seconds=0.427; identity_score=13; final_host_hash=1882fc744614; final_locator_hash=f0e84a4b7f28402405a0; no body or raw headers retained.
TS4L-ce7b4281e487cf61a549,lane_2,tier_b,verification_ready_high,https://magnawater.com/documents/1345/June_13_2024_Board_Meeting_Packet_-_Reduced.pdf,"Magna Water District Board Meeting Packet — June 13, 2024 (includes financial statement notes referencing collective bargaining agreement period)",Magna metro,UT,safety_and_non_safety_bargaining_units,Magna Water District employees covered by collective bargaining (referenced in union pension plan note),Western Conference Teamsters Pension Plan (WCTPP) referenced as covering union employees; specific local/unit not confirmed from this lead alone,"Collective bargaining agreement period referenced: June 1, 2019 through May 31, 2023 (period stated in board packet note)",2019-06-01,2023-05-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same municipality: Magna Water District (Magna, UT)","overlaps expected 2014-2024 window (2019-2023 cycle reference, plus packet dated 2024)",wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:17Z,HEAD only; attempts=1; elapsed_seconds=0.74; identity_score=13; final_host_hash=444d7e049ef8; final_locator_hash=802838bb813fe6b3eb70; no body or raw headers retained.
TS4L-f8b89ed356d7c17edbe7,lane_4,tier_b,verification_ready_high,https://scott-twp.com/wp-content/uploads/2025/07/Scott-Twp-Five-Year-Plan-Final.pdf,Scott Township Five-Year Financial Plan (Final),Scott,PA,safety_and_non_safety_compensation_units,Police (safety) + Public Works/General teamsters (non-safety) compensation context,Scott Township Police Association; General Teamsters Local Union 249 (mentioned),Five-year plan covers 2020-2024 workforce expense exhibits; discusses ongoing CBAs and pay scale/growth timing,2020,2024,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Exact municipality match (Scott Township, PA).",Overlaps target window (2014-2024) via 2020-2024 exhibits and CBA-driven compensation timing discussion.,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:17Z,HEAD only; attempts=1; elapsed_seconds=0.114; identity_score=13; final_host_hash=d4a886443ffc; final_locator_hash=9e469b46b040fa657363; no body or raw headers retained.
TS4L-810c504ccc3c56277fe9,lane_4,tier_b,verification_ready_medium,https://cms2.revize.com/revize/lindenhurst/Document%20Center/Agendas%20%26%20Minutes/Village%20Board/2025/Agenda%20Packet%202-24-25.pdf,Village of Lindenhurst (IL) — Village Board Agenda Packet 2-24-25 (includes Operating Engineers Local 150 Agreement text),Lindenhurst,IL,safety_and_non_safety_compensation_units,Public Works (non-safety bargaining unit employees),"International Union of Operating Engineers, Local Union No. 150",2014-2024 target window,,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,unknown,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:19Z,HEAD only; attempts=1; elapsed_seconds=0.381; identity_score=13; final_host_hash=9f3c25d08e03; final_locator_hash=be7c06c97b0199d9fe19; no body or raw headers retained.
TS4L-c6bdbb7b89504b85ac46,lane_1,tier_b,verification_ready_medium,https://c2mb.ajg.com/media/oosimu4u/iaff-firefighters-2024-2025-contract_final.pdf,"IAFF Firefighters 2024-2025 Contract / Memorandum of Understanding(s) (City of Hastings, NE)",Hastings,NE,non_safety_comparator,Firefighters (fire department bargaining unit),International Association of Fire Fighters Local #5113,"January 1, 2024 - December 31, 2025 (referenced in MOA text)",2024-01-01,2025-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same-city,unknown,wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:19Z,HEAD only; attempts=1; elapsed_seconds=0.39; identity_score=13; final_host_hash=96b7aacb460e; final_locator_hash=33db040507d5cfe0d202; no body or raw headers retained.
TS4L-2117f90b8ca312a901dc,lane_2,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-08-0767.pdf,"Collective Bargaining Agreement - City of Springfield, Ohio and Local 333, International Association of Firefighters (IAFF) (PDF)",Springfield,OH,safety_and_non_safety_bargaining_units,Firefighters / firefighter-paramedics,"Local 333, International Association of Firefighters (IAFF)",2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"matches Springfield, OH (City of Springfield, Ohio)",within target window (2014-2024) based on document date/collection year in locator,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:21Z,HEAD only; attempts=1; elapsed_seconds=0.411; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=da97ba3607d934ce2d5c; no body or raw headers retained.
TS4L-265c142855fb62862791,lane_2,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-12-1224.pdf,"Collective Bargaining Agreement — City of Washington (OH) & Fraternal Order of Police, OLC, Inc. — Patrol Officers (SERB Case No. 2018-MED-12-1224)",Washington,OH,safety_and_non_safety_bargaining_units,Police (Patrol Officers),"Fraternal Order of Police, Ohio Labor Council, Inc. — Patrol Officers","Effective March 1, 2019 through February 28, 2022",2019-03-01,2022-02-28,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,unclear_municipality_name_match,overlaps_expected_window_(2014-2024),wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:21Z,HEAD only; attempts=1; elapsed_seconds=0.487; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=214f9073b08c36f515b5; no body or raw headers retained.
TS4L-2b395374298d3a86668e,lane_1,tier_b,verification_ready_medium,https://www.cleat.org/wp-content/uploads/2023/02/Mesquite-MC-AGR-2022-2026.pdf,"Mesquite MC-AGR 2022-2026 (Memorandum of Understanding) – Mesquite, TX",Mesquite,TX,non_safety_comparator,public safety (police; potential non-safety counterpart scouting anchor),Mesquite Police Association,"Effective October 1, 2022 through September 30, 2026",2022-10-01,2026-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Mesquite, TX (yes)",overlaps expected period (2022-2026) (yes),wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:21Z,HEAD only; attempts=1; elapsed_seconds=0.326; identity_score=13; final_host_hash=ffa6af5139b9; final_locator_hash=d8108bdaa49b5ef0c2a7; no body or raw headers retained.
TS4L-4870970675bfdc5389b3,lane_1,tier_b,verification_ready_medium,https://www.citrusheights.net/AgendaCenter/ViewFile/Item/7751?fileID=37482,Agenda Center – Item 9 (includes CHPEA MOU contract term and an Amended Salary Table with cost of living / market equity references),Citrus Heights,CA,non_safety_comparator,Police employees (non-sworn) / CHPEA,Citrus Heights Police Employees Association (CHPEA),"October 1, 2023 – June 30, 2026",2023-10-01,2026-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match,overlaps_expected_period,wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:21Z,HEAD only; attempts=1; elapsed_seconds=0.395; identity_score=13; final_host_hash=a64b9d73dd6f; final_locator_hash=733634bdcdce0eec3f6f; no body or raw headers retained.
TS4L-4ce0053824419cd4ae51,lane_1,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-03-0298.pdf,Collective Bargaining Agreement (SERB) — Sheffield-Sheffield Lake City School District (Certifed Salary Index shown),Sheffield,OH,non_safety_comparator,Certified education staff / teachers (as indicated by “Certified Salary Index”),SSLCEA (referenced in document context),"effective January 1, 2020 to March 31, 2023",,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Sheffield (via Sheffield-Sheffield Lake City School District),Unknown (document is in SERB Contracts 2021 folder),wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:21Z,HEAD only; attempts=1; elapsed_seconds=0.468; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=38e72c1418c6bf9f855a; no body or raw headers retained.
TS4L-587e0968af76f7424285,lane_1,tier_b,verification_ready_medium,https://www.cariboumaine.org/wp-content/uploads/2025/12/12.15.2025-City-Council-Packet.pdf,"City of Caribou, ME — 12.15.2025 City Council Packet (memorandums of understanding with IAFF 5191)",Caribou,ME,non_safety_comparator,Fire and Ambulance Department employees (as referenced),IAFF 5191,Successor collective bargaining agreement negotiations referenced (specific 2026-2028 term not confirmed from lead-only snippet),,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,possible_overlap,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:22Z,HEAD only; attempts=1; elapsed_seconds=0.428; identity_score=13; final_host_hash=cef8d7116679; final_locator_hash=f8bc0156db2e45ea239a; no body or raw headers retained.
TS4L-ae2d1bade862c0395055,lane_4,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-08-0625.pdf,Collective Bargaining Agreement — American Township Professional Firefighters (IAFF Local 4020) (SERB case: 2023-MED-08-0625),American,OH,safety_and_non_safety_compensation_units,Public safety (firefighters),American Township Professional Firefighters / International Association of Firefighters Local 4020,"January 1, 2024 to December 31, 2026",2024-01-01,2026-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Likely (American Township, Ohio)",Overlaps target window (2014-2024) at least for 2024,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:23Z,HEAD only; attempts=1; elapsed_seconds=0.544; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=4063644cc17189751efe; no body or raw headers retained.
TS4L-c0d5526a7d62fcb970db,lane_1,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-12-1335.pdf,"Collective Bargaining Agreement (City of Oxford, OH and Fraternal Order of Police, Lodge 38) — made entered July 8, 2020; SERB-hosted contract document",Oxford,OH,non_safety_comparator,Police (exact non-safety subcategories not confirmed from snippet),"Fraternal Order of Police, Lodge 38",contains 2020 execution date; potential coverage may overlap 2019-2021 (exact term dates not confirmed from snippet),,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,unknown_from_lead,wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:23Z,HEAD only; attempts=1; elapsed_seconds=0.342; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=03a13161ffbc4d7af7aa; no body or raw headers retained.
