canonical_payload_id,raw_field_count,raw_span_count,raw_ambiguity_count,assignment_cost,lane_id
EXTPAYLOAD-0654723e508c92f8000270d4,613,443,154,1878,classification_lane_003
EXTPAYLOAD-06665c2b07f6c433692df2fc,223,217,190,829,classification_lane_003
EXTPAYLOAD-0678a014aee2c3fdc56345c9,4,4,2,15,classification_lane_003
EXTPAYLOAD-068fd6bc4e9211fe437e99e9,302,265,215,995,classification_lane_003
EXTPAYLOAD-06eb28372b1e53f1fbf1738f,218,117,54,725,classification_lane_003
EXTPAYLOAD-06f6d193674902c5ba6fff56,13,13,0,44,classification_lane_003
EXTPAYLOAD-071c13e1f3e66f6f09fa376f,10,10,8,230,classification_lane_003
EXTPAYLOAD-07255b0f7fc0f283d0471d93,8,4,0,24,classification_lane_003
EXTPAYLOAD-072e6642ea0920c1ec30b5eb,133,127,93,752,classification_lane_003
EXTPAYLOAD-0731419ff5a615ecd960826e,65,37,10,168,classification_lane_003
EXTPAYLOAD-07382e486b266d4396f29160,108,106,0,226,classification_lane_003
EXTPAYLOAD-0748223ff9886a39ef7850ef,31,22,7,68,classification_lane_003
EXTPAYLOAD-07545af935fadb22aab37314,90,62,47,371,classification_lane_003
EXTPAYLOAD-07588cdea0fe93d4c397eafa,120,119,90,370,classification_lane_003
EXTPAYLOAD-07605921ef52f6591095ef20,4617,4365,659,10064,classification_lane_003
EXTPAYLOAD-076cebb620eb5543c3dfb181,46,44,35,187,classification_lane_003
EXTPAYLOAD-078185e2f98a042d2c6df34b,3,3,0,17,classification_lane_003
EXTPAYLOAD-078ea0b9644e193db638ae9a,4,4,2,13,classification_lane_003
EXTPAYLOAD-07c58fc2b8ff197140833c30,15,15,6,58,classification_lane_003
EXTPAYLOAD-07cc8edb8b2a6e2069baf9b4,6,6,6,31,classification_lane_003
EXTPAYLOAD-07e26d0d4468d9ed28a49759,56,8,0,131,classification_lane_003
EXTPAYLOAD-08031df0550b028e96ea6f93,486,274,127,1384,classification_lane_003
EXTPAYLOAD-08411f90a096a537197a3af5,4,6,2,26,classification_lane_003
EXTPAYLOAD-08425356eb39c1e6cc75481c,41,41,4,92,classification_lane_003
EXTPAYLOAD-08438f0cc3bc487afb5c2fd1,10,10,7,52,classification_lane_003
EXTPAYLOAD-08504f401c5480f42132e447,47,47,0,106,classification_lane_003
EXTPAYLOAD-0863dc1c996c8d0e3eff69ef,13,7,2,33,classification_lane_003
EXTPAYLOAD-086cd9a3348fc21d947fa8bc,2,2,0,6,classification_lane_003
EXTPAYLOAD-0872e572fa47d4e2d54a3383,248,158,90,541,classification_lane_003
EXTPAYLOAD-08837ad19c58bad5197569fc,83,48,29,160,classification_lane_003
EXTPAYLOAD-0885aeaa0163b6d2710136d7,409,376,177,980,classification_lane_003
EXTPAYLOAD-08a4c33b1ab9289588fcdf44,69,26,5,142,classification_lane_003
EXTPAYLOAD-08b5a2de5d216add33be443a,100,64,41,222,classification_lane_003
EXTPAYLOAD-08e14cfd89f804c86c1ffc2a,4,5,1,18,classification_lane_003
EXTPAYLOAD-08ffe49b605710b81491e305,110,88,55,400,classification_lane_003
EXTPAYLOAD-0924d44ed2e2476960dbd9a2,2,2,0,4,classification_lane_003
EXTPAYLOAD-0992f188cf44afcfe6dab1ee,24,22,17,135,classification_lane_003
EXTPAYLOAD-09a492545ac89b86595085c6,1107,835,695,2883,classification_lane_003
EXTPAYLOAD-09b4c5eff178c2dcd3c890d1,376,362,0,755,classification_lane_003
EXTPAYLOAD-09c063ae0c1d80428b777949,349,292,187,1495,classification_lane_003
EXTPAYLOAD-09dd8e8940094c4ef5c554b3,89,66,33,314,classification_lane_003
EXTPAYLOAD-0a04015d093f9307cab718f8,4,4,2,11,classification_lane_003
EXTPAYLOAD-0a25b36f43a0c7352d170a47,2,2,0,8,classification_lane_003
EXTPAYLOAD-0a304634f0ac4f4a27a39abd,2,2,0,30,classification_lane_003
EXTPAYLOAD-0a31b10083d15dcbe1bec10e,23,25,20,133,classification_lane_003
EXTPAYLOAD-0a4408563db96edb8ca3fc75,208,35,10,267,classification_lane_003
EXTPAYLOAD-0a7a4b744868333b2aa83008,45,43,34,136,classification_lane_003
EXTPAYLOAD-0a7d66705d7b959b26352f2a,3,3,0,35,classification_lane_003
EXTPAYLOAD-0a8970a82627d94bcb5cfe47,33,28,21,77,classification_lane_003
EXTPAYLOAD-0ab4311a8a494c7ff6538e82,148,112,77,425,classification_lane_003
EXTPAYLOAD-0ab685b0adfbf787e8fe2132,90,79,53,319,classification_lane_003
EXTPAYLOAD-0acbcf1416107d02dd622dd9,26,22,13,131,classification_lane_003
EXTPAYLOAD-0afd402c3e3803ac28825fdd,6,7,6,21,classification_lane_003
EXTPAYLOAD-0b08ac5a7047282e61eaebf0,9,5,0,20,classification_lane_003
EXTPAYLOAD-0b0d1e500bc3adfd80281764,49,46,34,575,classification_lane_003
EXTPAYLOAD-0b15a61f69fc29df77adfe2d,2,2,0,7,classification_lane_003
EXTPAYLOAD-0b25105f0e18ed63b716607f,2,2,0,5,classification_lane_003
EXTPAYLOAD-0b2e044180c3dd1e6d1dbad2,6,5,2,76,classification_lane_003
EXTPAYLOAD-0b3d2d9c0dd030fe7096ffbf,28,16,0,53,classification_lane_003
EXTPAYLOAD-0b3f6647420ddd89d541563c,12,3,0,17,classification_lane_003
EXTPAYLOAD-0b5b5398927f8176c292763c,2,2,0,9,classification_lane_003
EXTPAYLOAD-0b66ce882a8b4ab2080d9327,80,48,30,200,classification_lane_003
EXTPAYLOAD-0b7405b09f7d5f67b1971b33,67,54,43,199,classification_lane_003
EXTPAYLOAD-0b7c0f3e94075e34c509fb80,5154,5151,0,12659,classification_lane_003
EXTPAYLOAD-0bb830740ffc3cbd48e6c624,709,491,0,1430,classification_lane_003
EXTPAYLOAD-0bdd87b7b9f5fdbfef443f60,332,241,181,811,classification_lane_003
EXTPAYLOAD-0beebf439e54bdce6642dea2,2,3,1,8,classification_lane_003
EXTPAYLOAD-0bef06f2055ddf5f55a8a3f9,35,35,31,99,classification_lane_003
EXTPAYLOAD-0bf334f561f7064712486d61,30636,12058,2438,45903,classification_lane_003
EXTPAYLOAD-0c31bde70397276710327c11,97,97,0,224,classification_lane_003
EXTPAYLOAD-0c57da114781c22a6f103f67,41,33,19,129,classification_lane_003
EXTPAYLOAD-0c91daac990e5cb337054ea7,2,2,0,37,classification_lane_003
EXTPAYLOAD-0cff8195c5d62c0176c377c6,19,18,14,48,classification_lane_003
EXTPAYLOAD-0d18d49bf5fba278453bac58,27,21,13,62,classification_lane_003
EXTPAYLOAD-0d21497d1847532341f24ca4,30,22,12,72,classification_lane_003
EXTPAYLOAD-0d28ada97562a2b60264ca43,2410,2168,1293,6728,classification_lane_003
EXTPAYLOAD-0d3053c2fdd149c9d5269a70,41,27,13,96,classification_lane_003
EXTPAYLOAD-0d307360ce3ccbda89fdc266,54,54,0,109,classification_lane_003
EXTPAYLOAD-0d402c6e202f2540835d2a3d,8,9,6,50,classification_lane_003
EXTPAYLOAD-0d577f963fdee67dfbf80804,17,13,6,36,classification_lane_003
EXTPAYLOAD-0d597e6e3115ed62353bf032,8,7,2,34,classification_lane_003
EXTPAYLOAD-0d692af7c9267f983452b783,196,182,152,651,classification_lane_003
EXTPAYLOAD-0d7e595dd315d6a053f09e7b,220,281,188,806,classification_lane_003
EXTPAYLOAD-0d8087d4fa58a857769074d8,384,363,318,3870,classification_lane_003
EXTPAYLOAD-0d85e1370da188c3c5bc12d1,1541,1111,249,3332,classification_lane_003
EXTPAYLOAD-0d8e811b26914e1c119a1f24,118,105,74,390,classification_lane_003
EXTPAYLOAD-0ddc5ba592f52e010bc6ff14,2,2,0,28,classification_lane_003
EXTPAYLOAD-0de871671039c782374a4b34,117,30,0,215,classification_lane_003
EXTPAYLOAD-0dea6f79f9cdf6877d81f3fb,79,77,62,328,classification_lane_003
EXTPAYLOAD-0df3053c671915b68d1036b4,559,262,61,1872,classification_lane_003
EXTPAYLOAD-0e1468b546700a5b05f8aa0c,25,21,6,70,classification_lane_003
EXTPAYLOAD-0e6c096d31b158b05c40e7bb,148,148,146,409,classification_lane_003
EXTPAYLOAD-0e6f427ddc68ec5471f20c06,26,23,0,54,classification_lane_003
EXTPAYLOAD-0e73628fb5361b29a63e950c,10,10,8,29,classification_lane_003
EXTPAYLOAD-0e9eafe98832847f27877e0c,2,2,0,12,classification_lane_003
EXTPAYLOAD-0ece9d0b8ad4ff4f165b6be2,2,2,0,6,classification_lane_003
EXTPAYLOAD-0ed0920d5f8a74033c70fda7,4,4,0,10,classification_lane_003
EXTPAYLOAD-0ee419b28d7b8cdfa2e2dd54,74,41,21,156,classification_lane_003
EXTPAYLOAD-0ee4bf1cc31512c54b5e34c4,3,3,0,25,classification_lane_003
EXTPAYLOAD-0ef7e267d09d9b7282af18e1,37,21,0,64,classification_lane_003
EXTPAYLOAD-0f04c08031280e914067d2a3,62,55,52,164,classification_lane_003
EXTPAYLOAD-0f1641f28e0bfc9097e28fdb,1130,587,217,2334,classification_lane_003
EXTPAYLOAD-0f559bd16e3e9540c4783771,375,362,0,754,classification_lane_003
EXTPAYLOAD-0f826e47c04a0a2ce693c142,14,11,8,40,classification_lane_003
EXTPAYLOAD-0f90ebc08e01164ac527f6f0,9,7,0,23,classification_lane_003
EXTPAYLOAD-0fb21c119bee5c1f62d517e4,2,4,2,13,classification_lane_003
EXTPAYLOAD-0fbdea076699e822944cf012,2,2,0,7,classification_lane_003
EXTPAYLOAD-0fc17bdde4b6463c96329162,403,273,96,1192,classification_lane_003
EXTPAYLOAD-0fcfff55271386b284da6222,10,10,3,41,classification_lane_003
EXTPAYLOAD-0fd154948d214114ea6f33a0,15,9,4,68,classification_lane_003
EXTPAYLOAD-1004578d7a1d27f1a358b10b,121,91,64,350,classification_lane_003
EXTPAYLOAD-103cf074b6c5ad8825341d99,94,77,56,238,classification_lane_003
EXTPAYLOAD-104db6b4e89bd2dd96b6c04f,18,12,7,47,classification_lane_003
EXTPAYLOAD-106bbc0063e67994e98a0f3f,2,2,0,16,classification_lane_003
EXTPAYLOAD-1077007315dab3ce1176bf20,246,203,161,1105,classification_lane_003
EXTPAYLOAD-107c9863658a33ba74a3176b,1278,1213,2,2991,classification_lane_003
EXTPAYLOAD-10c0e024dfd6987d03ad7aa7,47,38,16,148,classification_lane_003
EXTPAYLOAD-10d2429f5d1dd9d0c9d545ba,218,178,58,531,classification_lane_003
EXTPAYLOAD-10d7f9c2bfc57d2fca83245b,2,2,0,10,classification_lane_003
EXTPAYLOAD-10d8febe7340efc134dedf72,15,12,6,37,classification_lane_003
EXTPAYLOAD-10e437cdba809f000c2f76c7,23,22,2,58,classification_lane_003
EXTPAYLOAD-10e59dee7b0ae901e481bd29,2,2,0,15,classification_lane_003
EXTPAYLOAD-10e6ba0e2aeb0718aad198bb,5,5,2,14,classification_lane_003
EXTPAYLOAD-11058c982361a64dd4cdfcd3,75,53,36,197,classification_lane_003
EXTPAYLOAD-111b2bf9b2e75f2c9fb99422,10,10,0,22,classification_lane_003
EXTPAYLOAD-1130f7e5988e06889ee7c413,130,114,81,518,classification_lane_003
EXTPAYLOAD-11a23a3119eb5734f5de1c37,185,123,98,426,classification_lane_003
EXTPAYLOAD-11af82251593dd27e37a3e81,84,42,18,153,classification_lane_003
EXTPAYLOAD-11d26e4eed10ddd881dab6fd,8,5,1,17,classification_lane_003
EXTPAYLOAD-11db5803734d2bda59d56421,54,52,42,162,classification_lane_003
EXTPAYLOAD-11f838214015b6e864c70a42,3,3,0,8,classification_lane_003
EXTPAYLOAD-11f976b3eb7e2562d409faad,0,0,0,31,classification_lane_003
EXTPAYLOAD-1224c6c3b7d4bd726a64b026,300,119,35,867,classification_lane_003
EXTPAYLOAD-123c8ba2b49822d88187a31a,7,6,2,24,classification_lane_003
EXTPAYLOAD-12611605f38f18efbbf3f486,1262,725,521,2411,classification_lane_003
EXTPAYLOAD-126123794095d15cd5062d8b,2,2,0,11,classification_lane_003
EXTPAYLOAD-12843d07e2005b88a28c3649,29,27,19,105,classification_lane_003
EXTPAYLOAD-1292a5dad749132c352a0c7d,206,176,147,546,classification_lane_003
EXTPAYLOAD-129b5a69629d248a7d99ee3b,327,285,183,888,classification_lane_003
EXTPAYLOAD-12b0642f5b505f2a9beeb6ab,0,0,0,2,classification_lane_003
EXTPAYLOAD-12cfe07bb76226b39e067a95,54,38,24,125,classification_lane_003
EXTPAYLOAD-12d4d9627a50d67d052751bb,1,1,1,21,classification_lane_003
EXTPAYLOAD-12e096b0c727923e0a5f52a6,2,2,0,7,classification_lane_003
EXTPAYLOAD-12e45f6b6bb2bbed0b088afa,15,14,5,91,classification_lane_003
EXTPAYLOAD-12e7a416965099eced7f893b,2,2,0,9,classification_lane_003
EXTPAYLOAD-130a8db4c1aeb01ddd9accce,47,47,0,95,classification_lane_003
EXTPAYLOAD-130af2ed71dba7dac5cc451b,145,22,0,213,classification_lane_003
EXTPAYLOAD-1316972c1e414c9997eb3acb,4,4,0,18,classification_lane_003
EXTPAYLOAD-1316ed0121b3aeac1dff914b,2,2,0,6,classification_lane_003
EXTPAYLOAD-137dc4a7fb1c7ccca9778abb,8,6,2,20,classification_lane_003
EXTPAYLOAD-13a311064fb1b5f178fe5fa4,17,12,7,43,classification_lane_003
EXTPAYLOAD-13ac437f740903847ae00c79,28,20,13,70,classification_lane_003
EXTPAYLOAD-13af485d278b6149982b0b04,3513,2151,815,7316,classification_lane_003
EXTPAYLOAD-13ba2afe6d831dca4242351c,53,41,30,122,classification_lane_003
EXTPAYLOAD-13c160f3836ea1d229137ab4,2,2,0,4,classification_lane_003
EXTPAYLOAD-13e44fd7719fa82fb4ba0ab4,3,3,0,12,classification_lane_003
EXTPAYLOAD-140c29a3ad1fede4e45990c0,730,582,455,2049,classification_lane_003
EXTPAYLOAD-141c4e659dfcbca1520a4a02,11,8,6,26,classification_lane_003
EXTPAYLOAD-144f3a46579c136c966243e4,47,34,19,207,classification_lane_003
EXTPAYLOAD-145c490b0b6065fe30be149d,8,10,6,52,classification_lane_003
EXTPAYLOAD-1470d0ec0c33efb889e45a50,2,2,0,30,classification_lane_003
EXTPAYLOAD-14771603bf7edb09f3dbb934,808,222,51,1186,classification_lane_003
EXTPAYLOAD-147d69f5a810acff834a01d3,7667,7187,58,16452,classification_lane_003
EXTPAYLOAD-14833e96b00c627fc584caf3,4,4,2,13,classification_lane_003
EXTPAYLOAD-148e197f9456195452e964f4,3584,3599,2870,9667,classification_lane_003
EXTPAYLOAD-149141d981d02a7160af943c,124,101,76,396,classification_lane_003
EXTPAYLOAD-14a9cd82a248ab5e850015ed,122,112,106,335,classification_lane_003
EXTPAYLOAD-14eb02cfe8403a11056a27b7,249,213,180,873,classification_lane_003
EXTPAYLOAD-150c4d066b467e0217e46342,112,56,0,305,classification_lane_003
EXTPAYLOAD-151a91dd97fd5d08bc68f7c3,2,2,0,20,classification_lane_003
EXTPAYLOAD-153efded9deeda85ce941f0c,1454,804,439,2900,classification_lane_003
EXTPAYLOAD-1543a7a52fdf290554f52d03,132,91,49,299,classification_lane_003
EXTPAYLOAD-155318cdbac5d8fb0c5cb3e7,542,473,388,1670,classification_lane_003
EXTPAYLOAD-15533fabff57a63b5be6ba7f,7,7,4,62,classification_lane_003
EXTPAYLOAD-155782d5875b3f28e44851d9,28,20,6,92,classification_lane_003
EXTPAYLOAD-15581a74b75552df4c0baf7c,8,7,3,39,classification_lane_003
EXTPAYLOAD-155c6319f58a0c26d159a9f4,1344,827,407,3272,classification_lane_003
EXTPAYLOAD-15a101476bd5127c30047f9c,2,2,0,8,classification_lane_003
EXTPAYLOAD-15a5afb19266d4a5eb9577b6,3,3,0,28,classification_lane_003
EXTPAYLOAD-15a5c872b691bf3027864822,38,38,4,101,classification_lane_003
EXTPAYLOAD-15ce494057e9818a076a007d,342,337,335,1644,classification_lane_003
EXTPAYLOAD-15fba3b3cc5df543bf48f541,55,43,31,159,classification_lane_003
EXTPAYLOAD-15fc9a49405b0889266dbe18,453,408,101,1323,classification_lane_003
EXTPAYLOAD-15ff2181cf37a6af061db0f0,6,6,4,22,classification_lane_003
EXTPAYLOAD-16005255963799a15a358138,11,8,3,24,classification_lane_003
EXTPAYLOAD-162abce79c3385bfd973da88,63,31,13,172,classification_lane_003
EXTPAYLOAD-162dedb4bac1508bce3f2d60,628,443,21,1205,classification_lane_003
EXTPAYLOAD-1646fb95ddcd14e980384141,3154,1865,1372,6885,classification_lane_003
EXTPAYLOAD-167cef7a3f2e51f31bc519f7,20,19,15,61,classification_lane_003
EXTPAYLOAD-16908ec39164bee204ff4726,1550,680,429,3120,classification_lane_003
EXTPAYLOAD-16a0426b084e3b9fbd6d4a1d,2,4,2,11,classification_lane_003
EXTPAYLOAD-16a88cd7b9b80c2bea3ee704,30,20,9,73,classification_lane_003
EXTPAYLOAD-16bca9d89cfb2f7492d5ed06,34,34,26,99,classification_lane_003
EXTPAYLOAD-16bdf6ac95146201b3518900,8,6,2,32,classification_lane_003
EXTPAYLOAD-16c2bf932bf7a110138dda3e,28,28,0,56,classification_lane_003
EXTPAYLOAD-16c8f42daa49a568771e40ce,507,493,7,1221,classification_lane_003
EXTPAYLOAD-16cf3b48725ba27b4df8bfa0,83,83,10,178,classification_lane_003
EXTPAYLOAD-16e7940a854a73882d9416a2,5,5,2,14,classification_lane_003
EXTPAYLOAD-172a2a409ff8e037434e81f0,2,2,0,9,classification_lane_003
EXTPAYLOAD-175930dfd5be9fa1678329dd,2,2,0,6,classification_lane_003
EXTPAYLOAD-175a7f66d14dd610ce465a29,106,95,84,356,classification_lane_003
EXTPAYLOAD-17621cfc7dcbf5d6e3e7cb5a,361,85,13,493,classification_lane_003
EXTPAYLOAD-1769e8516d579bbe3dae3f4f,2,2,0,13,classification_lane_003
EXTPAYLOAD-177a558f754c3c9a5b36546e,2,2,0,10,classification_lane_003
EXTPAYLOAD-17b91550ed4181f3523e2d37,4,4,2,16,classification_lane_003
EXTPAYLOAD-17c9b05e8ee75b80fb547736,19,19,18,59,classification_lane_003
EXTPAYLOAD-17f85ead5534dbc9a8ea7992,34,13,2,69,classification_lane_003
EXTPAYLOAD-18523c67f4b13010d524b40a,8,6,2,27,classification_lane_003
EXTPAYLOAD-187e8b08b85860eae096e045,252,135,89,570,classification_lane_003
EXTPAYLOAD-1895327f4f7dcf5d44beed4e,2,2,0,25,classification_lane_003
EXTPAYLOAD-1897671385c10704388eaed6,2,2,0,21,classification_lane_003
EXTPAYLOAD-18b61480bc6efc98748a4bb4,2,2,0,8,classification_lane_003
EXTPAYLOAD-18c6de6baee9dc1883cca16e,10,10,6,29,classification_lane_003
EXTPAYLOAD-18e98c0f19b8198f26750c37,49,29,17,115,classification_lane_003
EXTPAYLOAD-18f9dd36e3f332c59773822e,162,97,42,502,classification_lane_003
EXTPAYLOAD-19057cb806f7b260136d2713,2,2,0,7,classification_lane_003
EXTPAYLOAD-1915d5a039fb300b3e1bad23,125,127,4,278,classification_lane_003
EXTPAYLOAD-1917b29507330ac5f496d510,379,379,373,1045,classification_lane_003
EXTPAYLOAD-192eb6de98e2463e1e849669,2564,1572,1146,6070,classification_lane_003
EXTPAYLOAD-1968a5afed45555dc4d66475,4,4,2,16,classification_lane_003
EXTPAYLOAD-196ea1e23958d769ad7141d9,34,34,32,90,classification_lane_003
EXTPAYLOAD-199dd99434479293b652dd23,2,2,0,5,classification_lane_003
EXTPAYLOAD-19dec6c678b461c1cb4a9d54,242,176,97,824,classification_lane_003
EXTPAYLOAD-19f8ab2cd7edf363e293d276,214,201,158,1493,classification_lane_003
EXTPAYLOAD-1a14a7ffb0cd27bbf0eafbe1,146,114,80,520,classification_lane_003
EXTPAYLOAD-1a1a9c61bce5fe5a992b322f,2,2,0,4,classification_lane_003
EXTPAYLOAD-1a23c5f061324b53d7572904,217,126,30,565,classification_lane_003
EXTPAYLOAD-1a3560ccefd0bd807566ab05,6,3,0,22,classification_lane_003
EXTPAYLOAD-1a3977b25c9e15b802807ec3,3,3,0,8,classification_lane_003
EXTPAYLOAD-1a4679281cead7e59f20bf90,5,4,1,35,classification_lane_003
EXTPAYLOAD-1a5738e089714b05d2f8a2a5,198,198,0,434,classification_lane_003
EXTPAYLOAD-1a93ae81a773c2c0e3f2b19f,144,198,152,605,classification_lane_003
EXTPAYLOAD-1a942bccf547d28bc26e1b62,14,10,8,173,classification_lane_003
EXTPAYLOAD-1a9bbee8c7e21532ce7f705e,43,37,7,119,classification_lane_003
EXTPAYLOAD-1aa97fc7d1bdd91d52e3264c,815,525,307,1739,classification_lane_003
EXTPAYLOAD-1aab3dbd568a59e9c3050d4f,52,49,40,156,classification_lane_003
EXTPAYLOAD-1ab424a7bb1a7b268d6ab281,2,2,0,45,classification_lane_003
EXTPAYLOAD-1ac622243013fef626746b66,6,6,0,15,classification_lane_003
EXTPAYLOAD-1ad7c4134aa4c5eda1a3f6f8,105,53,22,187,classification_lane_003
EXTPAYLOAD-1ad7d90ff7809ab826a66c8c,251,189,133,705,classification_lane_003
EXTPAYLOAD-1af77abf34eb8dbe0659db02,77,47,18,181,classification_lane_003
EXTPAYLOAD-1b0a1ebd5b520b8580bab1e2,1068,1065,0,2618,classification_lane_003
EXTPAYLOAD-1b0e4bbdcc0a0a2b22089898,2,2,0,11,classification_lane_003
EXTPAYLOAD-1b25fb48547bf1b3965f397a,105,84,56,323,classification_lane_003
EXTPAYLOAD-1b3af6bb3e530d61a22c7a16,198,195,180,822,classification_lane_003
EXTPAYLOAD-1b44cc09df30b4fd85ef8143,2,2,0,14,classification_lane_003
EXTPAYLOAD-1b46da510ee8c064346a4e05,156,119,80,551,classification_lane_003
EXTPAYLOAD-1b7c76855d67719c61968864,3,3,0,19,classification_lane_003
EXTPAYLOAD-1bb9e2230d9e83d798e41c46,2,2,0,30,classification_lane_003
EXTPAYLOAD-1bc2faa9b60b1ad44fb25d8c,44,36,9,125,classification_lane_003
EXTPAYLOAD-1bcd1ff4f445c8051fb0d657,3,3,0,48,classification_lane_003
EXTPAYLOAD-1bd2fa0a4b90a84317601b86,364,299,226,1298,classification_lane_003
