canonical_payload_id,raw_field_count,raw_span_count,raw_ambiguity_count,assignment_cost,lane_id
EXTPAYLOAD-04b6ac4f262cce4b46eb9892,851,441,384,1968,classification_lane_004
EXTPAYLOAD-04de9de66527e379c445fad2,49,25,4,85,classification_lane_004
EXTPAYLOAD-05194ebd165332e3d1ab3e28,28,28,26,79,classification_lane_004
EXTPAYLOAD-051c73c2e3c2758c54cb055e,1094,824,663,2922,classification_lane_004
EXTPAYLOAD-0530da2101ce6889a7ee6ea9,49,26,12,121,classification_lane_004
EXTPAYLOAD-053a0068621caf9dc894b813,36,27,20,100,classification_lane_004
EXTPAYLOAD-053b63e7355d7811b94c8d73,56,54,51,209,classification_lane_004
EXTPAYLOAD-0548edd7a002f149026aaee3,6,6,6,34,classification_lane_004
EXTPAYLOAD-0555f8994910c7901835d7be,14,14,10,49,classification_lane_004
EXTPAYLOAD-05b04c70904c92d734105aac,378,363,0,758,classification_lane_004
EXTPAYLOAD-05bac5d94e8cf34ad9a1a23f,36,38,24,263,classification_lane_004
EXTPAYLOAD-05e76f7c9318ce2f206136f8,4,4,0,60,classification_lane_004
EXTPAYLOAD-05f3c55dd813796fad366186,9,8,2,36,classification_lane_004
EXTPAYLOAD-0610039079081a1bd4d73c43,31,29,17,100,classification_lane_004
EXTPAYLOAD-0615f085c4d270417c792633,2,2,0,4,classification_lane_004
EXTPAYLOAD-061f6414eded301c082bb02d,22,21,10,80,classification_lane_004
EXTPAYLOAD-06342c2e95a11367a514d676,21,21,4,70,classification_lane_004
EXTPAYLOAD-06456447d43f9a482b23f2af,317,255,236,864,classification_lane_004
EXTPAYLOAD-06651245dc299e5b1be6275e,5,5,1,14,classification_lane_004
EXTPAYLOAD-0672ccb471d2cedd76ba6ccc,267,193,93,663,classification_lane_004
EXTPAYLOAD-0681ca6679d01a7faa2a9a16,2,2,0,12,classification_lane_004
EXTPAYLOAD-068c7e0ee5ce8fd3d4589a3f,71,61,50,216,classification_lane_004
EXTPAYLOAD-06b22debcdc636a3ac87114c,19,20,15,85,classification_lane_004
EXTPAYLOAD-06b5dab11fa51599ae962ce3,3459,2416,1469,7948,classification_lane_004
EXTPAYLOAD-06b6c7c85457c0509ca2776b,8,7,4,27,classification_lane_004
EXTPAYLOAD-06da0851e7b0bea2a9e1d9cd,2,2,0,14,classification_lane_004
EXTPAYLOAD-0712dbc5e6f976bd76cb3d41,6,5,1,16,classification_lane_004
EXTPAYLOAD-075023a161ac2801c9e8c276,15,6,0,40,classification_lane_004
EXTPAYLOAD-076b44a23259f882acf1f2b7,2721,2447,1618,7219,classification_lane_004
EXTPAYLOAD-07864a6f32c79df1f81433a4,295,253,246,775,classification_lane_004
EXTPAYLOAD-079a8ee3d71ba9e1181bdc84,2,2,0,30,classification_lane_004
EXTPAYLOAD-079dd4e4bb41a39255c52e48,4,4,0,11,classification_lane_004
EXTPAYLOAD-07b8856d0a65029be692865e,66,23,8,111,classification_lane_004
EXTPAYLOAD-07beb4635e76b03f8cea0a41,1046,598,432,2371,classification_lane_004
EXTPAYLOAD-07c51e1854ae2d10c7255a9a,2,2,0,13,classification_lane_004
EXTPAYLOAD-07cc1bd28ef4568d7d1b4d0d,26,26,0,56,classification_lane_004
EXTPAYLOAD-07f30ab9bc9bf5f7df92deeb,129,129,54,304,classification_lane_004
EXTPAYLOAD-07fa80b368efdf9be103d25c,2,2,0,5,classification_lane_004
EXTPAYLOAD-0816a98625baa224b60a826c,11,11,6,32,classification_lane_004
EXTPAYLOAD-082a180a232c582b92275b4b,129,129,107,371,classification_lane_004
EXTPAYLOAD-083c4bb249fd6c97cd4fa9af,333,265,182,1687,classification_lane_004
EXTPAYLOAD-083ed7ba42da3c0b53d2cf73,29,29,0,58,classification_lane_004
EXTPAYLOAD-0842db181dde235de2449bcc,58,58,50,145,classification_lane_004
EXTPAYLOAD-085b8f547a00f6587c7e137d,40,34,19,145,classification_lane_004
EXTPAYLOAD-085e363f3439258973eaec8b,42,42,40,131,classification_lane_004
EXTPAYLOAD-08658fb09f87837c65bc7404,6,6,4,17,classification_lane_004
EXTPAYLOAD-086ddafe81aa5308ab0231bb,6,6,6,24,classification_lane_004
EXTPAYLOAD-0883dd3a75c78155d80da4a5,273,264,252,917,classification_lane_004
EXTPAYLOAD-089a914868fa2f7464fa6ce5,12,12,12,46,classification_lane_004
EXTPAYLOAD-08a8b49067f6359766b730f3,13,13,9,37,classification_lane_004
EXTPAYLOAD-08f2acf54a738e33177e2e36,2,2,0,140,classification_lane_004
EXTPAYLOAD-091ccc0d69918570a69e3e57,52,49,28,126,classification_lane_004
EXTPAYLOAD-092a4c20b7aa2b31f5f535c1,288,239,190,773,classification_lane_004
EXTPAYLOAD-0943c641ac2d5a945789bfa9,374,361,0,752,classification_lane_004
EXTPAYLOAD-09665c3e464cd48c667e6a21,4,23,21,67,classification_lane_004
EXTPAYLOAD-09929ff468da8c57555d4e2e,96,61,35,222,classification_lane_004
EXTPAYLOAD-09a6c1fb6dc589df1f8de8d2,76,50,24,221,classification_lane_004
EXTPAYLOAD-09b6d52f201ee0bb36dd6d70,2,2,0,6,classification_lane_004
EXTPAYLOAD-09d3eb0b27d377533392dcab,151,101,52,435,classification_lane_004
EXTPAYLOAD-09e3cf5ed1675de64e8afde0,177,175,139,601,classification_lane_004
EXTPAYLOAD-0a00802f72e15c4af022093e,6,6,4,31,classification_lane_004
EXTPAYLOAD-0a26ab04d86b2f953cf70c50,2,2,0,8,classification_lane_004
EXTPAYLOAD-0a38de37d0c8900f47acbea2,1311,1181,899,3298,classification_lane_004
EXTPAYLOAD-0a78fa6e4920021e8f5159bb,128,111,88,555,classification_lane_004
EXTPAYLOAD-0aa6e8455757554a003e87d6,4,3,0,15,classification_lane_004
EXTPAYLOAD-0aafe951d1a534f102a1ed3a,16,5,0,52,classification_lane_004
EXTPAYLOAD-0abc242917ea37baf299fea4,129,84,35,284,classification_lane_004
EXTPAYLOAD-0adaf8ee0dd66fde91587504,88,89,19,295,classification_lane_004
EXTPAYLOAD-0aef8c4fd2e01e647e70669c,4,4,2,113,classification_lane_004
EXTPAYLOAD-0af7739fefde52f95dce4b44,5,5,2,18,classification_lane_004
EXTPAYLOAD-0b34d56075141aa2cf874d5d,5,4,0,35,classification_lane_004
EXTPAYLOAD-0b477e4328ffa3c18f126916,48,36,22,103,classification_lane_004
EXTPAYLOAD-0b4c14e3fcb53ad739e3c1f9,6,5,3,17,classification_lane_004
EXTPAYLOAD-0b4da4af7ee76077aaa6697b,2,2,0,4,classification_lane_004
EXTPAYLOAD-0b54810873779dff6c7bce55,2,2,0,7,classification_lane_004
EXTPAYLOAD-0b58f49201592d4d81d57c6b,129,120,102,438,classification_lane_004
EXTPAYLOAD-0b5e102b2b785e780261f060,2,2,0,9,classification_lane_004
EXTPAYLOAD-0b687e4c6e627f043d8a7458,48,42,26,151,classification_lane_004
EXTPAYLOAD-0ba1c01c7c5195b1a69b1126,16,21,15,83,classification_lane_004
EXTPAYLOAD-0ba6241fedae42a7813d0c36,6,4,3,11,classification_lane_004
EXTPAYLOAD-0bb083c4fe36c8658a78fac8,22,11,3,69,classification_lane_004
EXTPAYLOAD-0bb77bbc322cfe922643aa24,124,67,39,294,classification_lane_004
EXTPAYLOAD-0bc5041ff5da2b6a012406d8,66,49,38,151,classification_lane_004
EXTPAYLOAD-0bc8ca0a2c8f08e78966fcef,6,6,4,21,classification_lane_004
EXTPAYLOAD-0bd5e2fb1c1c9710b547da69,4,3,1,80,classification_lane_004
EXTPAYLOAD-0be814094cadb801856f974d,142,126,71,524,classification_lane_004
EXTPAYLOAD-0bf45327cd21891ef6916751,134,132,76,425,classification_lane_004
EXTPAYLOAD-0c0486c1bfdaa8e8b4928723,10,9,0,20,classification_lane_004
EXTPAYLOAD-0c611492180805beda4f953c,2087,1842,1441,5289,classification_lane_004
EXTPAYLOAD-0c68382099fa70385a1ffbf0,71,84,67,229,classification_lane_004
EXTPAYLOAD-0c833a95fe2ce96d9c363748,1529,1529,0,3255,classification_lane_004
EXTPAYLOAD-0cb8893e45dd2fdfc24d1f2f,46,55,17,129,classification_lane_004
EXTPAYLOAD-0cf459c69f4ab216fe515134,2,3,1,8,classification_lane_004
EXTPAYLOAD-0cf916c4e3c3c196dfd48dd9,2328,1190,604,4725,classification_lane_004
EXTPAYLOAD-0d24ee193f6b21c17daf2cff,139,95,46,375,classification_lane_004
EXTPAYLOAD-0d41da8deab3aee0bda8e999,1900,1891,49,4018,classification_lane_004
EXTPAYLOAD-0d41ef2a54866cb382086e7c,137,131,106,479,classification_lane_004
EXTPAYLOAD-0d4e1b4f88d635a2419e0352,6,6,2,30,classification_lane_004
EXTPAYLOAD-0d58975673c73e43ddcb2bbf,37,37,0,77,classification_lane_004
EXTPAYLOAD-0d7607405796eb65ce1c0ce9,5,7,4,37,classification_lane_004
EXTPAYLOAD-0d7abd9e4592d4b310cf0bd6,125,127,84,384,classification_lane_004
EXTPAYLOAD-0d8520094e9d0a42f12e8b76,12,12,4,48,classification_lane_004
EXTPAYLOAD-0d90a390709a31ee5b7bd562,4,4,2,26,classification_lane_004
EXTPAYLOAD-0d91ecdb8afacfe04482f186,105,108,87,507,classification_lane_004
EXTPAYLOAD-0db3fb3919c685c5450f8af2,71,61,52,309,classification_lane_004
EXTPAYLOAD-0ddd78218bc523124d78d55e,2,2,0,5,classification_lane_004
EXTPAYLOAD-0e28912fa42cdf5e2960edb7,7,4,1,34,classification_lane_004
EXTPAYLOAD-0e3bd546cd63ad0a4e5a2e1d,2028,413,0,2960,classification_lane_004
EXTPAYLOAD-0e92567912d7b275b6b301f5,11,11,7,53,classification_lane_004
EXTPAYLOAD-0eb454ac67fdcb20259efef2,201,148,80,675,classification_lane_004
EXTPAYLOAD-0ed59794809dddeb808fa9db,132,132,23,337,classification_lane_004
EXTPAYLOAD-0ed9abd724e3305b0e4f505d,196,143,81,537,classification_lane_004
EXTPAYLOAD-0ef0310e4ffd6dadc2712f05,2,2,0,6,classification_lane_004
EXTPAYLOAD-0f1b0749deb85fe85265de13,3,3,0,10,classification_lane_004
EXTPAYLOAD-0f223293b821cca9c36b49af,13,7,2,33,classification_lane_004
EXTPAYLOAD-0f2bf7005dcebbe96c861bec,2,2,0,113,classification_lane_004
EXTPAYLOAD-0f4887aac0f99c3ab43b8d0a,2,2,0,12,classification_lane_004
EXTPAYLOAD-0f4cfeb1e9d490ff59a5003b,73,73,54,220,classification_lane_004
EXTPAYLOAD-0f5f35e1af6ea699a4093eab,4,4,2,27,classification_lane_004
EXTPAYLOAD-0fa1f21cd5893b914297dfaf,278,210,90,733,classification_lane_004
EXTPAYLOAD-0fbb85dee6b1b715f702f2d6,46,15,1,70,classification_lane_004
EXTPAYLOAD-0fc151491fa7d4cbeedc5734,292,238,107,971,classification_lane_004
EXTPAYLOAD-0fd96975a6cdb0d43f3a290f,79,52,38,189,classification_lane_004
EXTPAYLOAD-0fed1470304ebaa3e388f132,12,11,7,92,classification_lane_004
EXTPAYLOAD-100a6e8891f3740ebf488b85,142,142,0,307,classification_lane_004
EXTPAYLOAD-10178e1e5fbe2f2c6efdba2d,322,164,0,498,classification_lane_004
EXTPAYLOAD-102539375763b107b8914331,2477,2232,1434,5752,classification_lane_004
EXTPAYLOAD-108e0e041b6eb08426cfc411,134,110,101,466,classification_lane_004
EXTPAYLOAD-1095491682532d2eca4bc4fb,2,2,0,7,classification_lane_004
EXTPAYLOAD-109fca0ee7182894280b3015,5,6,3,36,classification_lane_004
EXTPAYLOAD-10c9574205dda23d54d29741,7,5,0,13,classification_lane_004
EXTPAYLOAD-10cf61653911dbb87528d793,137,115,78,456,classification_lane_004
EXTPAYLOAD-10f3aa35d988315fe199d24d,3,3,0,19,classification_lane_004
EXTPAYLOAD-10f43147d4a01c6c54b46167,42,32,23,126,classification_lane_004
EXTPAYLOAD-1112d53fe25e7678c48d33c8,5,5,0,16,classification_lane_004
EXTPAYLOAD-112c436b04e6e039e2691a7e,46,46,44,136,classification_lane_004
EXTPAYLOAD-1172afcbea6290e6b0cb74f6,46,22,0,88,classification_lane_004
EXTPAYLOAD-1190d2349e5d4ae6b428d189,21,5,1,44,classification_lane_004
EXTPAYLOAD-11963c51624e35ac346460d4,18,18,18,50,classification_lane_004
EXTPAYLOAD-119e799a7fb13aec87291171,326,326,0,965,classification_lane_004
EXTPAYLOAD-11a49591622b9020d93c784a,28,21,14,71,classification_lane_004
EXTPAYLOAD-11aca00233449e7c408ef5c1,321,132,64,595,classification_lane_004
EXTPAYLOAD-11d6b593bf9481ae853bd7b8,497,251,113,1171,classification_lane_004
EXTPAYLOAD-11ee017f2391c70b9d71dd25,6,6,1,17,classification_lane_004
EXTPAYLOAD-1238fbe54cf1e4467b3a520d,33,22,10,121,classification_lane_004
EXTPAYLOAD-1242653b1c6dfc97bbb66af2,41,30,1,133,classification_lane_004
EXTPAYLOAD-12633803d61a541a7a99ef86,14,14,14,45,classification_lane_004
EXTPAYLOAD-126a8646be65dc8a9951c1b8,1560,1428,1252,4710,classification_lane_004
EXTPAYLOAD-126aa413bb1b3aa257e2a9bb,4,4,2,11,classification_lane_004
EXTPAYLOAD-127ea6680935e179426c4029,583,581,467,2014,classification_lane_004
EXTPAYLOAD-128c0bf0a10daaceb6c0be18,46,46,28,142,classification_lane_004
EXTPAYLOAD-12adefc5b4afdf83699b2652,122,92,56,310,classification_lane_004
EXTPAYLOAD-12d253ae866d94b7aea5a465,860,396,239,1963,classification_lane_004
EXTPAYLOAD-12d54dd53d93351ef5d2646a,8,8,6,31,classification_lane_004
EXTPAYLOAD-12e45fdab2e0157372b7e4e1,6,7,3,22,classification_lane_004
EXTPAYLOAD-1305b0f7f650f9cdf0210ebc,2,2,0,28,classification_lane_004
EXTPAYLOAD-1309f4f5202518f23b0db1dc,329,329,0,678,classification_lane_004
EXTPAYLOAD-1315efc96b0394169d071e34,17,17,0,41,classification_lane_004
EXTPAYLOAD-131d81696dcac75b64efeb34,375,362,0,754,classification_lane_004
EXTPAYLOAD-132d3ef37547f3bd7bde23fe,3,3,0,24,classification_lane_004
EXTPAYLOAD-13385e9036e6f8aff8808693,4,1,0,8,classification_lane_004
EXTPAYLOAD-134e8e9dbcf48a92a843e327,108,101,94,431,classification_lane_004
EXTPAYLOAD-13592972e3b6e37eaf2d0d59,29,17,9,55,classification_lane_004
EXTPAYLOAD-136c59d38e658817b3b67dc6,4,4,2,14,classification_lane_004
EXTPAYLOAD-136ea21150b8b9b16d46b3d6,65,38,21,135,classification_lane_004
EXTPAYLOAD-13877a3ba3b0826612223289,2,3,1,9,classification_lane_004
EXTPAYLOAD-138bcf061839b2adfe47cc3a,468,331,180,2277,classification_lane_004
EXTPAYLOAD-1394e9cc3f967b4dd173139d,2,2,2,20,classification_lane_004
EXTPAYLOAD-139e2c2febabe90bc334030f,15824,15289,3435,39588,classification_lane_004
EXTPAYLOAD-13a3e0afb0ecca93a84afd69,2,2,0,23,classification_lane_004
EXTPAYLOAD-13c13e47a2c5f59c0b378093,71,49,33,225,classification_lane_004
EXTPAYLOAD-13c173becf6366e64cb23c6a,24,18,11,76,classification_lane_004
EXTPAYLOAD-13d292c2c65842fb904499aa,680,287,197,1410,classification_lane_004
EXTPAYLOAD-13e92cd306a8f6d5852fe5bd,2,2,0,12,classification_lane_004
EXTPAYLOAD-13f0887da36a9f96f75fab3e,2,2,0,6,classification_lane_004
EXTPAYLOAD-13f482426dced7df1655b19a,94,90,62,311,classification_lane_004
EXTPAYLOAD-13feafa104a98f13ddb44db3,2,2,0,4,classification_lane_004
EXTPAYLOAD-13ffefcd8f7f3faca5ec1d24,2,2,0,25,classification_lane_004
EXTPAYLOAD-14007df4c9f6eb01e67c2eca,15,12,7,68,classification_lane_004
EXTPAYLOAD-14156c818fea32ec500807bf,2,2,0,10,classification_lane_004
EXTPAYLOAD-142342ce93d3f2ef8840fbfb,33,30,27,95,classification_lane_004
EXTPAYLOAD-14506d0feb7fd1af779ece48,37,37,0,78,classification_lane_004
EXTPAYLOAD-14599b301e57c5e704ff9ce7,2,2,0,15,classification_lane_004
EXTPAYLOAD-1470ef038c6f6a3b6658369e,30,26,0,62,classification_lane_004
EXTPAYLOAD-1477049315d0b9f5134f6086,64,56,31,585,classification_lane_004
EXTPAYLOAD-148fd417a7b8bf37e8974382,17,12,9,52,classification_lane_004
EXTPAYLOAD-14e0f1bf1d3cf7fb90e8449c,10,6,3,21,classification_lane_004
EXTPAYLOAD-14ff7c182afb0b8431a932ba,297,215,158,924,classification_lane_004
EXTPAYLOAD-152fcbf942813a8fc6d72633,2,2,0,20,classification_lane_004
EXTPAYLOAD-154daf22e9eecbb8fb39f622,12,12,4,43,classification_lane_004
EXTPAYLOAD-1550209ee923cc05f7c7f7bd,49,37,19,111,classification_lane_004
EXTPAYLOAD-155990ffdfb8b9eb7ac4f59a,4,3,0,29,classification_lane_004
EXTPAYLOAD-157391944976d1511a5b3b4b,380,299,213,1356,classification_lane_004
EXTPAYLOAD-1585e6abf5f0309e67ecbb81,9,7,3,26,classification_lane_004
EXTPAYLOAD-15897d36cacb5b301a75429a,7,5,0,13,classification_lane_004
EXTPAYLOAD-158c05adc0d3addd5050ec38,15,11,2,72,classification_lane_004
EXTPAYLOAD-15d4e1f325ae979b8f3aad26,144,86,48,400,classification_lane_004
EXTPAYLOAD-1619bb3d68bf56e90bfff597,2,2,0,8,classification_lane_004
EXTPAYLOAD-166942b6c5e0bf417dfb85a4,6,6,6,22,classification_lane_004
EXTPAYLOAD-166c008f731cc0ad9f64a8e1,2,2,0,7,classification_lane_004
EXTPAYLOAD-167756b00d6ce16721738d11,67,30,5,122,classification_lane_004
EXTPAYLOAD-168ab7a3f0777271663d20c8,3,3,0,30,classification_lane_004
EXTPAYLOAD-16ab562b59576dafb4a18235,2,2,0,18,classification_lane_004
EXTPAYLOAD-16b016ba9511c720c5d1eae2,15,11,6,39,classification_lane_004
EXTPAYLOAD-16c8459781a63e61db9e9cb5,11,10,7,37,classification_lane_004
EXTPAYLOAD-16d1deac7b4579d61a06fb5e,156,82,47,575,classification_lane_004
EXTPAYLOAD-16d6f55be476fadffa009dc7,234,196,72,801,classification_lane_004
EXTPAYLOAD-1720fc28f8b23a3d894a84a0,226,193,133,1988,classification_lane_004
EXTPAYLOAD-172f2ff84f1e83c6f1327a54,3,3,0,9,classification_lane_004
EXTPAYLOAD-174d2ccf9fbe8cd6b1783837,49,38,23,140,classification_lane_004
EXTPAYLOAD-174f437d2468ac5cbef470fb,150,147,91,547,classification_lane_004
EXTPAYLOAD-176bbd34e637a32e950e89f6,2,2,0,6,classification_lane_004
EXTPAYLOAD-1772749c9dba786a4e06d496,18,10,8,58,classification_lane_004
EXTPAYLOAD-17893d7cf218086f492b8edc,3602,1658,979,8647,classification_lane_004
EXTPAYLOAD-17b55c2b417125c57e2468ba,2,2,0,208,classification_lane_004
EXTPAYLOAD-17bba1f6455c4e1998e8e532,4,3,0,16,classification_lane_004
EXTPAYLOAD-17d82450bab1c8b495d69422,2,2,0,14,classification_lane_004
EXTPAYLOAD-17f2838fbffb70b3545a5276,565,566,1,1256,classification_lane_004
EXTPAYLOAD-1851758d5b9aeeb1e847d27f,14,12,5,62,classification_lane_004
EXTPAYLOAD-1879aa16ec93b135ac8865f0,79,61,33,256,classification_lane_004
EXTPAYLOAD-18a711cf5fb23ceeeb5061b6,10,10,8,32,classification_lane_004
EXTPAYLOAD-18d4b3e9e9c4a86c0c1760d8,2,2,0,8,classification_lane_004
EXTPAYLOAD-18f7712d16537c8fb6166392,5,2,1,40,classification_lane_004
EXTPAYLOAD-191442b1f1edd55052019163,9,9,4,28,classification_lane_004
EXTPAYLOAD-192b9d601b9076f0a6b8f55a,25,24,23,193,classification_lane_004
EXTPAYLOAD-192e3bcb8c92bd2f2e4dbd49,11,7,2,25,classification_lane_004
EXTPAYLOAD-192f40c5c41fa352ab866e50,4,3,0,13,classification_lane_004
EXTPAYLOAD-1931adf134657cf9d49d8b5e,94,85,74,230,classification_lane_004
EXTPAYLOAD-193389c1dbfafc6bc00286ed,905,634,182,1851,classification_lane_004
EXTPAYLOAD-1934840d6614ee74012f2bdb,2,2,0,11,classification_lane_004
EXTPAYLOAD-1936682510a6bef7883a574b,37,24,10,105,classification_lane_004
EXTPAYLOAD-19546aadedea4238f1be3f4f,12,10,7,27,classification_lane_004
EXTPAYLOAD-1999dcd09f07dc60c7e8d136,431,403,320,1733,classification_lane_004
EXTPAYLOAD-19c46012bd52f1af68d66478,2,2,0,5,classification_lane_004
EXTPAYLOAD-19edce0503d81d2eafade28d,9,7,0,24,classification_lane_004
EXTPAYLOAD-1a3135a2ad0782cd6951768c,3337,2079,414,6646,classification_lane_004
EXTPAYLOAD-1a3ae31f6e0f2a62ce03b6e5,347,269,150,951,classification_lane_004
EXTPAYLOAD-1a5882e26d16d3c7dd28a925,23,24,7,56,classification_lane_004
EXTPAYLOAD-1a69fa06c3bb7c1181fa18e0,88,86,63,236,classification_lane_004
EXTPAYLOAD-1a6d37fe5595b2cfc6ae1e69,48,48,0,115,classification_lane_004
EXTPAYLOAD-1a9c7f25fdae6b800c287279,10,8,5,35,classification_lane_004
EXTPAYLOAD-1a9f167ce619d105a0e5353a,57,55,22,131,classification_lane_004
EXTPAYLOAD-1adadc4c202400c55a08a1c2,2,2,0,8,classification_lane_004
EXTPAYLOAD-1af738c37a10ed9eb87234ff,1209,779,506,3050,classification_lane_004
EXTPAYLOAD-1aff31969fc904813e9c4481,467,232,128,883,classification_lane_004
EXTPAYLOAD-1b00fb26dafd9fbf86f37e03,119,103,55,361,classification_lane_004
EXTPAYLOAD-1b077286b3c7b7a022ad801b,2,2,0,4,classification_lane_004
EXTPAYLOAD-1b4665beff55cef8148d4cf4,5,3,0,14,classification_lane_004
EXTPAYLOAD-1b66ecbc2f8acc4258a6788c,45,36,26,188,classification_lane_004
EXTPAYLOAD-1b673b19cc47eaefa8bcdab6,6,6,4,22,classification_lane_004
EXTPAYLOAD-1b7679f5d177c85c42da72d5,2,2,0,7,classification_lane_004
EXTPAYLOAD-1b8843551a4c6b8a650a0e36,18,13,5,69,classification_lane_004
EXTPAYLOAD-1ba49d75dea164b81ab88c8c,173,157,118,549,classification_lane_004
EXTPAYLOAD-1ba6ae21aa4a212d497474b7,84,84,0,179,classification_lane_004
EXTPAYLOAD-1bbf7e8619a4a287a7223dc9,8,4,1,15,classification_lane_004
EXTPAYLOAD-1bd2aff8591306ad535f0ba1,5,3,1,10,classification_lane_004
EXTPAYLOAD-1be5de03e3cf184e3ecc28b6,4314,2165,1546,8078,classification_lane_004
EXTPAYLOAD-1be68e0b33e486adb61c6930,130,95,60,299,classification_lane_004
EXTPAYLOAD-1bea6747ec47ba8857181107,3,3,0,19,classification_lane_004
EXTPAYLOAD-1bf098d506edfa7d46a26b2f,314,260,70,703,classification_lane_004
EXTPAYLOAD-1c078de332d01507cc3bc561,194,153,99,634,classification_lane_004
EXTPAYLOAD-1c11e70ca3e8f43a4aa056f4,338,293,126,1119,classification_lane_004
EXTPAYLOAD-1c3e1f57427485e9b1e669d2,89,94,79,573,classification_lane_004
EXTPAYLOAD-1c520bd950525f75b9b31293,2,2,0,12,classification_lane_004
EXTPAYLOAD-1c7a49547655a70b345aac35,37,37,29,120,classification_lane_004
EXTPAYLOAD-1c828aab4635a66f32d2bf53,233,122,16,430,classification_lane_004
EXTPAYLOAD-1cbe7d563ab99b1e73539e9c,2,2,0,29,classification_lane_004
