canonical_payload_id,raw_field_count,raw_span_count,raw_ambiguity_count,assignment_cost,lane_id
EXTPAYLOAD-01f2c8917243c7a4f5103941,304,190,72,685,classification_lane_005
EXTPAYLOAD-01f681a6ccf171760f11e3fb,939,447,72,1997,classification_lane_005
EXTPAYLOAD-022122ba173c77580afe5c57,23,9,0,40,classification_lane_005
EXTPAYLOAD-0258326abc2e13ae8a8add90,374,361,0,752,classification_lane_005
EXTPAYLOAD-02741aed51b21581eed36b30,21,17,3,48,classification_lane_005
EXTPAYLOAD-027580a602a1b43be420641a,5,5,2,18,classification_lane_005
EXTPAYLOAD-02c674d8ad9c488ebea89eb8,19,19,17,51,classification_lane_005
EXTPAYLOAD-0309f6bdd9324c1fe4554251,8,6,3,32,classification_lane_005
EXTPAYLOAD-03a05c56b0a51c6c5efe9046,9,9,0,38,classification_lane_005
EXTPAYLOAD-03a4d1dae2c0effd9adaa00d,7,7,3,29,classification_lane_005
EXTPAYLOAD-03a609e89937bb4a02dc8e34,129,119,96,462,classification_lane_005
EXTPAYLOAD-03ca3c7e0bf8e0211dafa732,5,4,0,39,classification_lane_005
EXTPAYLOAD-03caabe3dc197112136181ea,20,19,0,47,classification_lane_005
EXTPAYLOAD-040208a714e41e75f60a2ae9,25,25,20,101,classification_lane_005
EXTPAYLOAD-045dddf8492ee4fb70fdce76,21,16,6,66,classification_lane_005
EXTPAYLOAD-046f010fdae359a1a8b6af3c,2,2,2,8,classification_lane_005
EXTPAYLOAD-04b288802f7e2edf7c1f3cf9,1300,1077,127,2973,classification_lane_005
EXTPAYLOAD-04b32de016943f572c9b5a5d,5,5,2,15,classification_lane_005
EXTPAYLOAD-04d5320737495a3b2cf773ee,2,2,0,18,classification_lane_005
EXTPAYLOAD-050219703ffd67ed85d5f889,3,4,1,63,classification_lane_005
EXTPAYLOAD-05063def712a48fa0a1a2d04,1050,1049,1048,3356,classification_lane_005
EXTPAYLOAD-050f03f2506fd110abdf6a72,2,2,0,9,classification_lane_005
EXTPAYLOAD-0513917cd16f25f10393904c,39,36,1,81,classification_lane_005
EXTPAYLOAD-051c1f2199a06e90399c176b,2,2,0,34,classification_lane_005
EXTPAYLOAD-054a881ceae4811c0426d82b,306,60,0,508,classification_lane_005
EXTPAYLOAD-055c180ab5a3313ee62b0395,25,22,16,67,classification_lane_005
EXTPAYLOAD-0575b66ae97d0e91bf8f4d26,9,6,2,50,classification_lane_005
EXTPAYLOAD-058e15e93866f0c21b1a0966,77,35,3,121,classification_lane_005
EXTPAYLOAD-05a90c9520e0ed3388351b25,375,284,115,1248,classification_lane_005
EXTPAYLOAD-05b33275319553ec15ee630e,38,38,0,79,classification_lane_005
EXTPAYLOAD-05d96070f3f70c2b892c828e,2,2,0,10,classification_lane_005
EXTPAYLOAD-05e0ac838e9d7d9a2a579767,8,6,3,16,classification_lane_005
EXTPAYLOAD-05f023e286fd24cc35756c15,259,192,126,568,classification_lane_005
EXTPAYLOAD-060a650cbd8c8e44c168d585,2,2,0,6,classification_lane_005
EXTPAYLOAD-061c7610e2846111c4f5f562,164,152,114,827,classification_lane_005
EXTPAYLOAD-0629ddac7aaf159616ad04c5,26,24,19,141,classification_lane_005
EXTPAYLOAD-0634cd098ef9fc94e8d66701,7,6,0,28,classification_lane_005
EXTPAYLOAD-06363a8c2a4e415766c06fed,2384,1571,646,4952,classification_lane_005
EXTPAYLOAD-0643480ca62eec36e0a37522,24,18,10,152,classification_lane_005
EXTPAYLOAD-0655a37fc04ba2ce56b1778a,12,10,2,36,classification_lane_005
EXTPAYLOAD-06582207aa23901866d9ccda,163,122,45,624,classification_lane_005
EXTPAYLOAD-067a1688c92e0eb668214115,352,306,216,1150,classification_lane_005
EXTPAYLOAD-068f28a9b1459ac7dd7e1bb2,16,16,6,55,classification_lane_005
EXTPAYLOAD-06dc91a07a3896dfb326f3fa,374,361,0,752,classification_lane_005
EXTPAYLOAD-06e350747040a704363a22ce,11677,11677,0,24909,classification_lane_005
EXTPAYLOAD-070a9361ff890160db80a10a,184,184,161,792,classification_lane_005
EXTPAYLOAD-071ccd78a8c1672d20b1bf44,2,2,0,12,classification_lane_005
EXTPAYLOAD-071e573106e74c2cbfabfc92,164,149,122,538,classification_lane_005
EXTPAYLOAD-0724cc6e75f69e6659649777,451,361,261,1228,classification_lane_005
EXTPAYLOAD-072b99272bb4bf569a9ce3a9,466,276,136,1450,classification_lane_005
EXTPAYLOAD-07476f917e7afc4b0f47fa80,2,2,0,4,classification_lane_005
EXTPAYLOAD-076a289c76f9cbbdd01eb4a5,5,5,3,16,classification_lane_005
EXTPAYLOAD-0799ebca91b8c0409db04d00,29,29,12,69,classification_lane_005
EXTPAYLOAD-07c7610a12ca440148d2ef9a,2,2,0,14,classification_lane_005
EXTPAYLOAD-07cb553597804220a736f064,66,66,0,138,classification_lane_005
EXTPAYLOAD-07cf7fb5957d2a3bc84a2f97,100,55,33,277,classification_lane_005
EXTPAYLOAD-07d363b0c6e6eabec6eb94d3,6,6,4,25,classification_lane_005
EXTPAYLOAD-07da99ad6b3c8747030e4bdc,2,2,0,34,classification_lane_005
EXTPAYLOAD-07fd3867db3d3e6aee194f7c,1149,666,357,2397,classification_lane_005
EXTPAYLOAD-07fd8d32688c6ebd5880e6ee,2229,2004,1765,7146,classification_lane_005
EXTPAYLOAD-080f5f14b523d26aacda3901,2,2,0,5,classification_lane_005
EXTPAYLOAD-0819b034ba45f17a6af2082d,2,2,0,32,classification_lane_005
EXTPAYLOAD-081e745fefee2f05abaf0057,4,4,2,11,classification_lane_005
EXTPAYLOAD-083fc306e544fdeab6e7d0fd,22,17,14,83,classification_lane_005
EXTPAYLOAD-0850c94d8cc03f57fd1c6d5c,45,44,2,110,classification_lane_005
EXTPAYLOAD-08982070bf3fc60c1415a59d,40,40,40,139,classification_lane_005
EXTPAYLOAD-08a1cf39e4b5a615b9e7dd62,2,2,0,23,classification_lane_005
EXTPAYLOAD-08abeb4206d1b5b2779cf554,2990,2169,482,6117,classification_lane_005
EXTPAYLOAD-08e92dced3f5bea3e1955265,628,436,256,1342,classification_lane_005
EXTPAYLOAD-0907a746c40dde2caf5c68f8,680,433,262,2007,classification_lane_005
EXTPAYLOAD-091d73cef9eedea5cb6d8fb5,25,12,6,100,classification_lane_005
EXTPAYLOAD-093595d50fcdcc679dcc3cea,8,8,6,27,classification_lane_005
EXTPAYLOAD-094a925525e714f064af06e3,6,5,2,17,classification_lane_005
EXTPAYLOAD-095a3809d9e285ad9ba4017d,3,3,0,13,classification_lane_005
EXTPAYLOAD-09686746080a335676a770c0,1,1,0,24,classification_lane_005
EXTPAYLOAD-0972eca63386b20eced14565,2,2,0,42,classification_lane_005
EXTPAYLOAD-099a41058eb96435a135d7b1,15,11,6,40,classification_lane_005
EXTPAYLOAD-09a8489b768f4614ba1fa6b2,107,106,42,289,classification_lane_005
EXTPAYLOAD-09de54fdd5fd54bbe8e2e149,772,767,218,1968,classification_lane_005
EXTPAYLOAD-09e32e0ea8b8c08ce910deb5,16,14,8,60,classification_lane_005
EXTPAYLOAD-09e9f385afe27cd0dda616ae,629,277,155,1122,classification_lane_005
EXTPAYLOAD-0a38c266bae20d39d9b97f42,2,3,1,8,classification_lane_005
EXTPAYLOAD-0a5bec8597abf88eb057212f,33,29,2,94,classification_lane_005
EXTPAYLOAD-0a632316e20018f7376bbdd4,38,33,25,112,classification_lane_005
EXTPAYLOAD-0a9b4c1ee96400b282e46837,9,9,7,42,classification_lane_005
EXTPAYLOAD-0aa3a0d927dffc8c0b00edc7,50,50,44,131,classification_lane_005
EXTPAYLOAD-0ac039e1707d97715345dc31,288,257,194,964,classification_lane_005
EXTPAYLOAD-0ad4f314cf6ab965742d5488,26,26,24,73,classification_lane_005
EXTPAYLOAD-0ae97409245a8e13adf8015e,338,174,105,715,classification_lane_005
EXTPAYLOAD-0af17a955e5666185d1789b3,7,7,0,57,classification_lane_005
EXTPAYLOAD-0af63285e06ac4a63558e632,540,345,211,1355,classification_lane_005
EXTPAYLOAD-0af6c4fe770d73d2ff33373a,265,53,15,419,classification_lane_005
EXTPAYLOAD-0b0422890a1193c22af0cdad,4,4,2,47,classification_lane_005
EXTPAYLOAD-0bb737476c880038d36c4323,168,168,162,582,classification_lane_005
EXTPAYLOAD-0bcbb7f4095cd0b16e1990af,1304,1091,833,4070,classification_lane_005
EXTPAYLOAD-0bdd3b38c9c010dcf97900f3,2,2,0,6,classification_lane_005
EXTPAYLOAD-0bdd5bc61787b9ab4687cb1e,235,221,200,937,classification_lane_005
EXTPAYLOAD-0bdde5a850b2682ab0c83f86,2,2,0,11,classification_lane_005
EXTPAYLOAD-0bf2294418d8ebf5645d292f,129,126,105,313,classification_lane_005
EXTPAYLOAD-0bf2a713ca3fdf141bdf6e41,776,685,566,3057,classification_lane_005
EXTPAYLOAD-0c0177867cc0eb7e45a48770,10,7,3,21,classification_lane_005
EXTPAYLOAD-0c05d51f4ddb075362d0182b,296,197,112,749,classification_lane_005
EXTPAYLOAD-0c2ac4891f979fb2d0cee2c6,10,9,0,35,classification_lane_005
EXTPAYLOAD-0c3509330e403c6b26c6ab12,2,2,0,15,classification_lane_005
EXTPAYLOAD-0c42a36f8d470b74d4623e3d,1565,1300,683,4226,classification_lane_005
EXTPAYLOAD-0c436a153c87a9144160f0ab,26,15,8,69,classification_lane_005
EXTPAYLOAD-0c4696c0c0d9ae76a1ec6cd0,10,22,20,61,classification_lane_005
EXTPAYLOAD-0c6a586181d79fb1c6af6df5,31,25,20,113,classification_lane_005
EXTPAYLOAD-0c7637c820be9a990debd1f5,2,2,0,17,classification_lane_005
EXTPAYLOAD-0c79b0c186fe40322796d6b4,317,256,40,639,classification_lane_005
EXTPAYLOAD-0ca3a00ddb7e5e76c6959afa,2,2,0,18,classification_lane_005
EXTPAYLOAD-0cedb5470e00e8c1bc066f20,8,9,7,31,classification_lane_005
EXTPAYLOAD-0cf99f6f9f1f8a40529970ce,377,362,0,756,classification_lane_005
EXTPAYLOAD-0d0279d58f248a43c8210301,2,2,0,7,classification_lane_005
EXTPAYLOAD-0d11d33becb93adc55d8d9c5,20,33,25,317,classification_lane_005
EXTPAYLOAD-0d136880728ca50d67dbec71,61,22,3,91,classification_lane_005
EXTPAYLOAD-0d5127751322264eff75f9bc,8,9,4,70,classification_lane_005
EXTPAYLOAD-0d7572d6e27f37ac89b4b238,31,27,14,126,classification_lane_005
EXTPAYLOAD-0d8226f5a1dac5ffc35a7235,6,6,2,20,classification_lane_005
EXTPAYLOAD-0d9a0482832681377f0f9b33,345,343,308,1180,classification_lane_005
EXTPAYLOAD-0da810f6196d7b959c8e55ec,62,52,38,152,classification_lane_005
EXTPAYLOAD-0dbd61c99755a4fe6d44ccf0,7,7,4,26,classification_lane_005
EXTPAYLOAD-0dfc682909e0a5342f058793,2,2,0,9,classification_lane_005
EXTPAYLOAD-0e1745b34b4a2a11e2d7bd9f,187,181,2,388,classification_lane_005
EXTPAYLOAD-0e21ee7bb2f2f3c6e934989d,17,17,0,37,classification_lane_005
EXTPAYLOAD-0e2bb1cf15c46cd1d42f6f23,1364,832,465,3116,classification_lane_005
EXTPAYLOAD-0e4ca4e1d9e2c35561bda48b,158,127,101,621,classification_lane_005
EXTPAYLOAD-0eb156ce124c9ed59fb38228,68,53,23,171,classification_lane_005
EXTPAYLOAD-0f1e0a43c8b82e29fec97773,27,25,13,75,classification_lane_005
EXTPAYLOAD-0f387da3f09f71d5dd9505c8,24,24,10,86,classification_lane_005
EXTPAYLOAD-0f4ec18101df3a356ff8b107,4,4,2,12,classification_lane_005
EXTPAYLOAD-0f5d52f38acb49a4d644fc42,119,119,118,569,classification_lane_005
EXTPAYLOAD-0f68968ca2c2fa01737bfe94,22,22,10,61,classification_lane_005
EXTPAYLOAD-0f7b97eee47b9e7a83e8c8fc,91,91,0,223,classification_lane_005
EXTPAYLOAD-0f84d5beb2ad449cc34fa732,15,15,4,48,classification_lane_005
EXTPAYLOAD-0f871f0bcaa6b7b797603653,2,2,0,10,classification_lane_005
EXTPAYLOAD-0fa48f4658fe2fbc64da3cdd,2,2,0,6,classification_lane_005
EXTPAYLOAD-0fbe6bd8351d94314153100b,135,135,0,337,classification_lane_005
EXTPAYLOAD-1002f900d3f703505fa104fa,15,20,18,70,classification_lane_005
EXTPAYLOAD-10232ad08327d6a673f4fcdc,381,364,0,762,classification_lane_005
EXTPAYLOAD-102525cf2b0bab54cd07e5c3,27,28,17,102,classification_lane_005
EXTPAYLOAD-104dad7fd8345a6b35aa2838,3552,3557,15,8201,classification_lane_005
EXTPAYLOAD-109686a55a76ca8b4ab61525,2,2,0,4,classification_lane_005
EXTPAYLOAD-10969726efab562a55db4e58,40,19,1,73,classification_lane_005
EXTPAYLOAD-10af7564cfc8e63b5420ffbc,2,2,0,8,classification_lane_005
EXTPAYLOAD-10b294dd6542e7dcacec6959,15,15,0,34,classification_lane_005
EXTPAYLOAD-10b65416683502d448965158,15,15,6,49,classification_lane_005
EXTPAYLOAD-10c0caf1742a1becc8505518,75,63,23,309,classification_lane_005
EXTPAYLOAD-10c9d10cd7954175ee9c4858,88,65,35,374,classification_lane_005
EXTPAYLOAD-1100ce9ddfa138d3788b591b,63,60,38,227,classification_lane_005
EXTPAYLOAD-11024a11cf3877dfc0024d79,2,2,0,52,classification_lane_005
EXTPAYLOAD-111239bf8dae9d51afd8e31d,323,159,4,601,classification_lane_005
EXTPAYLOAD-1121491b190be7175b23570d,7,5,0,13,classification_lane_005
EXTPAYLOAD-1130fc42bfc5736d76f4f97b,6,4,3,19,classification_lane_005
EXTPAYLOAD-113932132cb000822ccbd075,0,0,0,1,classification_lane_005
EXTPAYLOAD-1146ae1ac9e53e80acc744c1,2,2,0,16,classification_lane_005
EXTPAYLOAD-1167ac5d7a68b9be1665b0ea,2,2,0,7,classification_lane_005
EXTPAYLOAD-11746c41341120737bf30eca,43,40,1,86,classification_lane_005
EXTPAYLOAD-11a86bba6f7f04398e53893d,62,44,2,126,classification_lane_005
EXTPAYLOAD-11f7e0ae7286038d5634ca91,148,103,45,690,classification_lane_005
EXTPAYLOAD-1218977b50bb6a5e55d1485d,6,6,0,27,classification_lane_005
EXTPAYLOAD-121b856294fe5474c0e2ebaa,197,149,124,479,classification_lane_005
EXTPAYLOAD-1224222fa74ff3c4d4a85fcd,898,834,644,2361,classification_lane_005
EXTPAYLOAD-1231c367abf0fb24632246af,4911,3457,2748,11174,classification_lane_005
EXTPAYLOAD-127c901a276d241e4f47a34a,35,35,2,77,classification_lane_005
EXTPAYLOAD-12bb4a8d4be6536d795eeb91,18,12,3,85,classification_lane_005
EXTPAYLOAD-12c5ff61ee6bdabfd19bb9b6,8,4,2,30,classification_lane_005
EXTPAYLOAD-12eed731600913a43d6e1652,18,17,2,50,classification_lane_005
EXTPAYLOAD-130952f731273727190e5ac0,2838,258,0,3251,classification_lane_005
EXTPAYLOAD-1338eb6c2b8e677bf59e9e92,20,8,2,33,classification_lane_005
EXTPAYLOAD-134b804fa6aaa152f2ff15f0,375,362,0,754,classification_lane_005
EXTPAYLOAD-1362b513376716dd2a852f9f,2,2,0,28,classification_lane_005
EXTPAYLOAD-136e4c070f6f9020e2fae6c7,25,25,0,80,classification_lane_005
EXTPAYLOAD-137255c7b19f349cc820ae93,36,36,36,221,classification_lane_005
EXTPAYLOAD-1388a6ae1833afa29aa7dc94,7,7,0,24,classification_lane_005
EXTPAYLOAD-1389e70d62db9987595aa62b,1676,1678,1676,5529,classification_lane_005
EXTPAYLOAD-138b62a1c9c1df4afa63f583,2,2,0,8,classification_lane_005
EXTPAYLOAD-1391c32999ea99c3daf6857f,34,34,0,71,classification_lane_005
EXTPAYLOAD-13a815630fcd32e39eb33203,32,26,20,83,classification_lane_005
EXTPAYLOAD-13aa3128bd28af62d7e5917e,4,4,2,20,classification_lane_005
EXTPAYLOAD-13c45e4c0e5fe522f63f1066,4,4,2,14,classification_lane_005
EXTPAYLOAD-14020177dae33457f88d3a01,6,5,3,17,classification_lane_005
EXTPAYLOAD-141521412efaea155ae1d7d7,2,2,0,4,classification_lane_005
EXTPAYLOAD-1444685e339d1bd1f1b4005f,2,2,0,11,classification_lane_005
EXTPAYLOAD-145c93affdf0a726adbe1c1f,151,129,109,412,classification_lane_005
EXTPAYLOAD-145db28c7ad45acbaac6e060,5,5,2,31,classification_lane_005
EXTPAYLOAD-1462c2b02598d2c09136b0d7,2,2,0,10,classification_lane_005
EXTPAYLOAD-14699126ad576ef309195e8a,245,232,12,519,classification_lane_005
EXTPAYLOAD-147d9f900bebf7996a405c30,2,2,0,6,classification_lane_005
EXTPAYLOAD-14c233d9afa73c7be6bc71b8,12,12,0,45,classification_lane_005
EXTPAYLOAD-14ff15b0af8127b031f28f22,22,18,16,81,classification_lane_005
EXTPAYLOAD-150c760dd7dd30289f3efce3,6,6,4,21,classification_lane_005
EXTPAYLOAD-1514b5d7090787816bdd930f,498,436,369,1616,classification_lane_005
EXTPAYLOAD-1519ca1fd3101943825bc9e1,2,2,0,5,classification_lane_005
EXTPAYLOAD-1535fb868ceff02935e84b07,595,352,109,1759,classification_lane_005
EXTPAYLOAD-1562b53f4398eef602996e37,6,10,8,36,classification_lane_005
EXTPAYLOAD-156e483b30090f5a1cac7b9d,5521,4508,2907,13247,classification_lane_005
EXTPAYLOAD-1579ff9f0b1fa03f3541e8a4,82,28,0,133,classification_lane_005
EXTPAYLOAD-157a6c39cd8232530215a690,10,10,0,29,classification_lane_005
EXTPAYLOAD-1594d9ba640b7ec78b05eb8e,1,1,0,9,classification_lane_005
EXTPAYLOAD-15a9bc9496fef717bdf69680,6,6,0,13,classification_lane_005
EXTPAYLOAD-15c09990d6aec0fc01d2db69,5,6,3,26,classification_lane_005
EXTPAYLOAD-15dbd176ff42e0b5deccd99e,132,157,135,534,classification_lane_005
EXTPAYLOAD-15ecfd74fe762978c403982f,59,59,0,118,classification_lane_005
EXTPAYLOAD-16592bf807f59f1e29b293b7,128,77,36,310,classification_lane_005
EXTPAYLOAD-1662665f87bdd86f6c71ed7d,269,150,99,837,classification_lane_005
EXTPAYLOAD-166dc98e73d286c616a418b9,30,17,9,57,classification_lane_005
EXTPAYLOAD-166e7e25267d0169257e2185,67,49,32,327,classification_lane_005
EXTPAYLOAD-167da069f0a5fb120ee89469,19,13,3,44,classification_lane_005
EXTPAYLOAD-168784f0ea8b9f6d3ecb7001,2,2,0,7,classification_lane_005
EXTPAYLOAD-16898958f2aa187a7ce44456,5,5,2,25,classification_lane_005
EXTPAYLOAD-16aa7d6aebecc0fe43437af4,28,27,22,111,classification_lane_005
EXTPAYLOAD-16b4783b4c87c8a8ae011a55,2,2,0,20,classification_lane_005
EXTPAYLOAD-16cb34b1f8089a1254037e8a,13,12,9,67,classification_lane_005
EXTPAYLOAD-16daf3166ed49de5907f2701,2,2,0,43,classification_lane_005
EXTPAYLOAD-16eb38a433c4ff5a42117635,50,6,0,78,classification_lane_005
EXTPAYLOAD-16eec58c4779b08f23cc2d67,9,4,1,46,classification_lane_005
EXTPAYLOAD-17156d1240c6658172714e06,7,5,2,22,classification_lane_005
EXTPAYLOAD-172d44a68eb137956ac62fc1,1662,1508,900,5127,classification_lane_005
EXTPAYLOAD-176ae51dc2d5fb30e88d06df,304,270,239,1054,classification_lane_005
EXTPAYLOAD-17714af08dfc77e9f8831900,71,69,46,253,classification_lane_005
EXTPAYLOAD-1789c1c603b22ef83bf44195,137,137,15,304,classification_lane_005
EXTPAYLOAD-17b983a6c35caaef1f6150d5,24,20,12,55,classification_lane_005
EXTPAYLOAD-17c1a5897b429acb82958ca5,0,0,0,12,classification_lane_005
EXTPAYLOAD-17c240b75727a883bd0dfc89,2,2,0,16,classification_lane_005
EXTPAYLOAD-17ce57283f98997a526cf986,25,17,11,59,classification_lane_005
EXTPAYLOAD-17d3b431871783fc74e3cba7,42,35,26,155,classification_lane_005
EXTPAYLOAD-17fd1903b53932e9ff4be84f,4,4,2,18,classification_lane_005
EXTPAYLOAD-17ffebb0d5d92d399f947244,0,0,0,1,classification_lane_005
EXTPAYLOAD-1804ce17a04c804e3d414a75,2,3,1,8,classification_lane_005
EXTPAYLOAD-181eaed3e84a8e5a35a2ea01,2,2,0,14,classification_lane_005
EXTPAYLOAD-18289e9e25c6d51ad56cc92a,156,131,105,424,classification_lane_005
EXTPAYLOAD-18324bbef127a34f1f036b6f,2,2,0,6,classification_lane_005
EXTPAYLOAD-18478be2f90e907aeabc900e,543,450,323,1962,classification_lane_005
EXTPAYLOAD-184aee7b6a9f7887e02db712,185,166,131,570,classification_lane_005
EXTPAYLOAD-1879e7648467ade6a57c4cbf,94,88,56,258,classification_lane_005
EXTPAYLOAD-188e76a8ecc619c2f930f032,161,77,27,561,classification_lane_005
EXTPAYLOAD-189d160a326dff8361a7a95c,186,39,10,295,classification_lane_005
EXTPAYLOAD-189d8d973a12ae917e197778,49,49,32,118,classification_lane_005
EXTPAYLOAD-189f22cf39f6864127322334,125,24,0,177,classification_lane_005
EXTPAYLOAD-18d8dd20bf581a638a718ece,128,102,53,302,classification_lane_005
EXTPAYLOAD-1902ec78e93c054f8b9213d7,5,5,2,15,classification_lane_005
EXTPAYLOAD-19125b45eca600af6f481c04,146,146,0,312,classification_lane_005
EXTPAYLOAD-1925c3539ebd9d0a0b98d6e0,3,3,0,8,classification_lane_005
EXTPAYLOAD-193ee6f3c553a53eb54b0c64,123,132,112,401,classification_lane_005
EXTPAYLOAD-196cf8779ed98657016fd876,5,5,2,23,classification_lane_005
EXTPAYLOAD-196da16e2de8fded4b45931f,719,446,267,1668,classification_lane_005
EXTPAYLOAD-19a52b92f97119da5321ba25,3,3,0,11,classification_lane_005
EXTPAYLOAD-19c3ca4711e6cfd5fce6472e,12,13,5,37,classification_lane_005
EXTPAYLOAD-19cf2ff93e959076fcd74d6c,8,8,3,30,classification_lane_005
EXTPAYLOAD-19e171e21ac474f8eff26a4c,233,159,79,589,classification_lane_005
EXTPAYLOAD-19ed9c4bcc59b6f13a0846a0,56,56,0,113,classification_lane_005
EXTPAYLOAD-1a117ce8c7b45a302ad0ee92,354,309,228,1559,classification_lane_005
EXTPAYLOAD-1a1807de2f9b86bc0037cf24,4,4,0,13,classification_lane_005
EXTPAYLOAD-1aa4b053255646646063bd9f,2,18,16,40,classification_lane_005
EXTPAYLOAD-1abafaf0d8ef6d52ab9fe6ea,2,2,0,28,classification_lane_005
EXTPAYLOAD-1abf0f01d9909e3018af8f38,17,17,14,53,classification_lane_005
EXTPAYLOAD-1ac01706c542e6c1af011e78,51,53,30,205,classification_lane_005
EXTPAYLOAD-1ac912c0d777a7f2e2090816,9,8,3,51,classification_lane_005
EXTPAYLOAD-1adec03231ce2786d45ca117,15,14,7,62,classification_lane_005
EXTPAYLOAD-1b3aab49f71e159da3742842,5,4,1,25,classification_lane_005
EXTPAYLOAD-1b4564b8cfb8adf64f1b64f3,48,21,7,89,classification_lane_005
EXTPAYLOAD-1b4d89e62d86c9fb6d46c74f,2,2,0,8,classification_lane_005
EXTPAYLOAD-1b876c63bf6522c24d204504,2,2,0,9,classification_lane_005
EXTPAYLOAD-1b8cddb89721aeff7f392697,6,6,4,27,classification_lane_005
EXTPAYLOAD-1b8f39afb283a8974e53a6a0,1049,483,349,2301,classification_lane_005
EXTPAYLOAD-1b91e7fa99604ea48efad997,7,7,6,151,classification_lane_005
EXTPAYLOAD-1bad9dccbda8c51d19d1f0da,2,2,0,7,classification_lane_005
EXTPAYLOAD-1bbebe0f6151f56ee3e68cdd,147,135,83,516,classification_lane_005
EXTPAYLOAD-1bf1d8a6f64a06fbca211d5b,7,7,4,32,classification_lane_005
EXTPAYLOAD-1c066352a30b8b17a8e31a10,38,35,21,117,classification_lane_005
EXTPAYLOAD-1c33552dde06366381612586,126,118,17,284,classification_lane_005
EXTPAYLOAD-1c416394f626a0960275bdab,6,5,0,39,classification_lane_005
EXTPAYLOAD-1c417cd8eeb8833c8719e788,18,19,17,56,classification_lane_005
EXTPAYLOAD-1c4f9ab5cbbd14806a5a85b5,8,7,3,22,classification_lane_005
EXTPAYLOAD-1c52463e0c69d774650a8ccd,2,2,0,4,classification_lane_005
EXTPAYLOAD-1c601c89a0e268cd9110b6c0,1797,1767,11,3816,classification_lane_005
EXTPAYLOAD-1c759b1b87eb632138dfde6b,52,45,25,145,classification_lane_005
EXTPAYLOAD-1c88745b49241b142d3f28c7,3684,615,0,4416,classification_lane_005
EXTPAYLOAD-1c99c1da241197f7ae48be2d,100,43,0,220,classification_lane_005
EXTPAYLOAD-1cb87ec9a756f0b1a207702c,2,2,0,24,classification_lane_005
EXTPAYLOAD-1cd169970e11357db0b47e7c,0,0,0,1211,classification_lane_005
EXTPAYLOAD-1d037f001736acaaacd86d84,5,5,0,11,classification_lane_005
EXTPAYLOAD-1d2cc6f9ff62f81c6ad2f6c5,2,2,0,14,classification_lane_005
EXTPAYLOAD-1d2d127bf6b77b8489d9d771,2,2,0,10,classification_lane_005
EXTPAYLOAD-1d3097f5523b97b6b6c98660,350,250,140,845,classification_lane_005
EXTPAYLOAD-1d31b17212edf0f1eacf2076,2,2,0,12,classification_lane_005
EXTPAYLOAD-1d33a1e815261b87e85603d6,312,196,118,616,classification_lane_005
EXTPAYLOAD-1d352eb313c2f29f8cc18d07,54,17,2,75,classification_lane_005
EXTPAYLOAD-1d4a5e331a1fe0fffc581805,2,2,0,15,classification_lane_005
EXTPAYLOAD-1d542d31f1995fbd886e6a65,100,84,65,262,classification_lane_005
EXTPAYLOAD-1d6de753873a0e25d01fa19c,33,33,0,69,classification_lane_005
EXTPAYLOAD-1d9c278e79f1c4fe445de18c,18,11,0,35,classification_lane_005
EXTPAYLOAD-1e0038f6087404542f107ce2,11,8,3,28,classification_lane_005
