source_SHA_256,physical_path,page_count,reason,canonical_page_count,resolution_status,resolution_basis,bounded_parser_output
bb39980f9d4e0545aac9b81d1fbde174577b852fb5b66872d73947df4adbd8fd,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-1b1daf7ce829d287ab2b.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,2,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           COMMONWEALTH OF PENNSYLVANIA
Author:          saickes
Creator:         Microsoft® Word 2016
Producer:        Microsoft® Word 2016
CreationDate:    Mon Mar 28 13:53:55 2016 EDT
ModDate:         Mon Mar 28 13:54:22 2016 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            none
JavaScript:      no
Pages:           2
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       106255 bytes
Optimized:       yes
PDF version:     1.6

"
03efd1023bbdff7f457702a97f77f52186a403fdd6198c38f9e64ea4a07ed65f,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-5de1704d0b41bfd62562.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,3,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           VIRGINIA:  At a Joint Public Hearing with the Planning Commission on a Special Use Permit & Regular Monthly Meeting of the Onley Town Council held at the Onley Fire & Rescue Building on the 7th day of December, A
Subject:
Keywords:
Author:          Jamye Salazar
Creator:         Acrobat PDFMaker 10.1 for Word
Producer:        Adobe PDF Library 10.0
CreationDate:    Wed Feb  6 09:54:06 2013 EST
ModDate:         Wed Feb  6 09:55:20 2013 EST
Custom Metadata: yes
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            none
JavaScript:      no
Pages:           3
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       86962 bytes
Optimized:       yes
PDF version:     1.6

"
f08b866a2f01972fdca9a2b97f8efa4e3a4d9478a03c9bae7a22b27af27560ad,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-ab621f430a59bebd7732.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,28,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           Microsoft Word - 3011BuckCreekTwp2tfg.docx
Author:          tgrimes
Creator:         PScript5.dll Version 5.2.2
Producer:        Acrobat Distiller 10.0.0 (Windows)
CreationDate:    Mon Apr 30 12:54:15 2012 EDT
ModDate:         Thu May  3 10:05:07 2012 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           28
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       805137 bytes
Optimized:       yes
PDF version:     1.6

"
633c24b62a72990c4f16293ae87d2ad941986a829db612bd81106d5d5e4723f3,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-cf824fd4d59d22f95279.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,3,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Author:          Jenene Henson
Creator:         Microsoft® Word 2016
Producer:        Microsoft® Word 2016
CreationDate:    Sat Mar 19 16:17:30 2016 EDT
ModDate:         Sat Mar 19 16:18:05 2016 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            none
JavaScript:      no
Pages:           3
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       100543 bytes
Optimized:       no
PDF version:     1.6

"
4577f3b9dd446c9dd64f35bfee59bbfcf8f7abae8e093aabedc0f2d2a3860d30,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-3bf373eabc1c64478c4f.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,425,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Author:          Mayor's Assistant
Creator:         Microsoft® Word 2016
Producer:        Microsoft® Word 2016
CreationDate:    Thu Dec 16 16:20:26 2021 EST
ModDate:         Thu Mar 23 10:39:31 2023 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            none
JavaScript:      no
Pages:           425
Encrypted:       yes (print:yes copy:no change:no addNotes:yes algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       2498138 bytes
Optimized:       yes
PDF version:     1.7

"
fde67a9ed16c8c055cfc4736a863eb12df7e6e29d79299f341903f67dc66efa1,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-94370b9f57a86a96730f.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,269,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           Microsoft Word - Coldwater Code Final
Author:          Nextech
Creator:         PScript5.dll Version 5.2.2
Producer:        Acrobat Distiller 17.0 (Windows)
CreationDate:    Mon Mar 11 16:52:22 2019 EDT
ModDate:         Wed Aug 21 17:20:17 2019 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            none
JavaScript:      no
Pages:           269
Encrypted:       yes (print:yes copy:no change:no addNotes:yes algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       2263702 bytes
Optimized:       yes
PDF version:     1.6

"
fd2ab53ed87bd62351a79029aa335d1cc7c55a80ab2879e13dc85919d6e0bcfe,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-3b4221ccc16e192404c1.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,17,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           Microsoft Word - 3923TownofBrooksburg_SCE Report 2401_ksh_blb_mss.docx
Author:          DStorie
Creator:         PScript5.dll Version 5.2.2
Producer:        Acrobat Distiller 24.0 (Windows)
CreationDate:    Fri Jul 26 14:48:58 2024 EDT
ModDate:         Wed Jul 31 14:22:15 2024 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           17
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES-256)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       1502068 bytes
Optimized:       yes
PDF version:     1.7

"
eecdce96c99dc8d39f11dc1de40ac98e45bcafe51a9e26d9c6c8bccbbd5d0dca,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-9b300befa3009b49bef4.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,2,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           2025 Budget v Expenses.xlsx
Author:          ScottP
Creator:         PScript5.dll Version 5.2.2
Producer:        Acrobat Distiller 11.0 (Windows)
CreationDate:    Sun Nov 17 11:20:16 2024 EST
ModDate:         Sun Nov 17 11:25:14 2024 EST
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           2
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       634575 bytes
Optimized:       no
PDF version:     1.6

"
eeed367b5af8b65504b129effcd16877efab6884237c037647054c3e4182bcd3,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-65763fc951b8ca4e1797.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,8,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Author:          Marino, Jack
Creator:         Microsoft® Word 2016
Producer:        Microsoft® Word 2016
CreationDate:    Wed Oct 11 09:13:46 2017 EDT
ModDate:         Wed Oct 11 09:14:28 2017 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            none
JavaScript:      no
Pages:           8
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       153552 bytes
Optimized:       yes
PDF version:     1.6

"
b0e405cb6ca09fd401d396a24a1f58e71e89c3ae06218732e03ae8b0a02c8943,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-9449c4099d0e6b771f23.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,34,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           AFSCME Contract 2026-2028.pdf
Author:          Nancy Steele
Creator:         Acrobat Sign
Producer:        Acrobat Sign
CreationDate:    Tue Dec 16 11:23:39 2025 EST
ModDate:         Fri Dec 19 10:56:58 2025 EST
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           34
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       8015081 bytes
Optimized:       no
PDF version:     1.7

"
bd571482619e27e5a71b56c7de8cf2fcb28038aa120023ff298e94bd38d35036,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-a6e8653f607e79a0b4ae.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,5,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           Microsoft Word - Meeting Minutes 6-8-26.docx
Author:          Scott P
Creator:         PScript5.dll Version 5.2.2
Producer:        Acrobat Distiller 11.0 (Windows)
CreationDate:    Sun Jul 12 17:25:08 2026 EDT
ModDate:         Tue Jul 14 08:41:13 2026 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           5
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       380771 bytes
Optimized:       no
PDF version:     1.7

"
f137ae55b56a10a9982924c0113b7d7586c8884a28a5d677287890d78645c071,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-ba175bde06633d33239b.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,103,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:
Subject:
Keywords:
Author:          Theis, Jason
Creator:         Acrobat PDFMaker 11 for Word
Producer:        Adobe PDF Library 11.0
CreationDate:    Tue Feb  9 15:47:07 2021 EST
ModDate:         Tue Feb  9 16:14:27 2021 EST
Custom Metadata: yes
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           103
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       621721 bytes
Optimized:       no
PDF version:     1.7

"
c322c24b30b5191d5edb9823fcf2fe5bcb16df396ee64c5176db58baa817ed29,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-68ae60e99c1887e5c545.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,8,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           February Council Meeting Minutes (04051103).DOCX
Subject:         04192811 - 1
Author:          Diane
Creator:         Microsoft® Word for Microsoft 365
Producer:        Acrobat Sign
CreationDate:    Fri Sep  5 15:33:26 2025 EDT
ModDate:         Fri Sep 12 09:38:04 2025 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           8
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       521979 bytes
Optimized:       no
PDF version:     1.7

"
583e895a8cc2f327348aab7ab74aabe2f8b55ea931c5e523bf1f69cfe33b5621,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-f9190aaa1af79e49bccf.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,20,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:
Subject:
Keywords:
Author:          wzylka
Creator:         Acrobat PDFMaker 24 for Word
Producer:        Acrobat Sign
CreationDate:    Mon Dec  9 09:02:59 2024 EST
ModDate:         Wed Dec 18 07:44:45 2024 EST
Custom Metadata: yes
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           20
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       1477429 bytes
Optimized:       no
PDF version:     1.7

"
662c7d27d38ff12db6967467956c42b918c68ed2c04133e0d92beaede915da18,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-2938b7622cda069b9cab.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,2,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           COMMONWEALTH OF PENNSYLVANIA
Author:          saickes
Creator:         Microsoft® Word 2010
Producer:        Microsoft® Word 2010
CreationDate:    Thu Apr 23 09:43:38 2015 EDT
ModDate:         Thu Apr 23 09:44:02 2015 EDT
Custom Metadata: no
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            none
JavaScript:      no
Pages:           2
Encrypted:       yes (print:yes copy:no change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       102666 bytes
Optimized:       yes
PDF version:     1.6

"
02f3fde2ea4aea6850567b09567fbe6ee6fae728d194626c6cf5555888d0c7cd,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-5e0949e3f3bd08efa30d.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,7,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           February Council Meeting Minutes (04051103).DOCX
Subject:         04192811 - 1
Keywords:
Author:          Diane
Creator:         Acrobat PDFMaker 25 for Word
Producer:        Acrobat Sign
CreationDate:    Thu Oct  9 08:56:04 2025 EDT
ModDate:         Mon Oct 13 10:40:58 2025 EDT
Custom Metadata: yes
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           7
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       501188 bytes
Optimized:       no
PDF version:     1.7

"
44998c36bbd47dabd9b0a934b8601256e31e91e2825633d7bc903377ed2019b0,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-01ddb1c879851b6cb743.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,17,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           Microsoft Word - 1513CityLawrenceburgClerkTreasSpec7tsl.docx
Author:          tloggins
Creator:         PScript5.dll Version 5.2.2
Producer:        Acrobat Distiller 11.0 (Windows)
CreationDate:    Thu Jan 14 14:12:37 2016 EST
ModDate:         Thu Dec 29 09:34:50 2016 EST
Custom Metadata: no
Metadata Stream: yes
Tagged:          no
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           17
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       1603067 bytes
Optimized:       yes
PDF version:     1.6

"
d1e76ffd24176308b058f353e2ad06b4d4223ba0a36066cd22862feebc9da851,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-0668999b6bba14ceec71.pdf,,DependencyError:cryptography>=3.1 is required for AES algorithm,27,resolved_canonical_local_pdf_count,local SHA-256 verification plus pdfinfo physical-page parser,"Title:           CITY OF SAN RAMON
Subject:
Keywords:
Author:          Megan O'Donoghue
Creator:         Acrobat PDFMaker 26 for Word
Producer:        Acrobat Sign
CreationDate:    Thu Jun 11 15:57:34 2026 EDT
ModDate:         Thu Jun 25 00:15:43 2026 EDT
Custom Metadata: yes
Metadata Stream: yes
Tagged:          yes
UserProperties:  no
Suspects:        no
Form:            AcroForm
JavaScript:      no
Pages:           27
Encrypted:       yes (print:yes copy:yes change:no addNotes:no algorithm:AES)
Page size:       612 x 792 pts (letter)
Page rot:        0
File size:       494933 bytes
Optimized:       no
PDF version:     1.7

"
