collision_group_id,collision_type,path_key,canonical_source_count,canonical_source_ids,resolved_by_hash_prefix,requires_manual_repair
PATHCOLL-000018,readable_path_before_hash,originals/ca/blue-lake/payroll-or-earnings/2024/newsflash.html,2,2edbff4badf59f7c65243e114f052724c791da3a07042b86e57a618245b2d3eb|64bc8d01b9ae9c5d68f04e5738ff3dfa627cbd70fcbef00636454460f2a28c5c,True,False
PATHCOLL-000019,readable_path_before_hash,originals/ca/carmel-by-the-sea/payroll-or-earnings/2026/zypurl.html,2,17d334afb940c211ee9eca9ed3ad338bdf98c408920d33185a057fde244e8c85|1bcd966124709395cb6f700f4b3d97c4d4735407601370089c13f51b2bf1a7f5,True,False
PATHCOLL-000020,readable_path_before_hash,originals/ca/colma/payroll-or-earnings/2021/counties.html,2,4dc4ad8038b9099b3323323f8465a95b5cbbddbab606ee930c77ca0f466e8bb5|ac86df133e07cb57694455e0839d0d2582eb947b8ff5dd6ed3b41f0ed5d2cdba,True,False
PATHCOLL-000021,readable_path_before_hash,originals/ct/andover/payroll-or-earnings/2025/chap-113.html,2,8f96e77090202c8702e2c8c464f99ce17ba29a0e166b4b50afc0263f9c92f3ea|fc074b1ed53b9b893ff8b139d9676c55678bb492f9d40e34378b2592cf5e01b7,True,False
PATHCOLL-000022,readable_path_before_hash,originals/ct/east-lyme/collective-bargaining/period-unknown/agreement-between-the-town-of-east-lyme-and-east-lyme-police-local-no-2852-counc.pdf,2,4395132a1694a0c001a168e5b242d64f500c2f5c55bda70cf398395eecc60f06|5087d36983eb2dc8f10ea84eaca108329fe250c898168c344b4ff12f22c80029,True,False
PATHCOLL-000023,readable_path_before_hash,originals/fl/archer/payroll-or-earnings/period-unknown/html.html,2,b007ceba2320d670303aa18cd8a582f636f482aa9d1ab5388bafb1e31faa80b8|d5ff3e718d85b8b14b361c363b46dd4ef19a9a82746ba777860533a6b740a207,True,False
PATHCOLL-000024,readable_path_before_hash,originals/fl/astatula/benefits-or-pension/2022/110.html,2,2e1778aeef8dea70f38ab9c142f8cec8c7701ab2560a818a7a7426c39defed89|79a44431d41252b0f8f9b113b3a19dbc772bdff6d7775f8585e547b03e5011e8,True,False
PATHCOLL-000025,readable_path_before_hash,originals/fl/astatula/benefits-or-pension/2022/121.html,2,0de4e7b77038db2980cb8b7b90d22bc4cb52ffaf1d6e6e4df2c72e318144e652|61819268814ffd219351841aeac227a7396ce4078c4fa3dad5e86ce9056c61f1,True,False
PATHCOLL-000026,readable_path_before_hash,originals/fl/astatula/benefits-or-pension/2022/index.html,3,5ee8e256ede323c99611254ad2a0a267f58fd196ea57165915be36a76eb8aca5|ac0b2ed52943da20fe18f02762df12a43d58cda36a8f7b0f163f90ab47e77e69|d62079d2757a8ed9e7ab35ea3fea22eeb123215cecbc4b8214b7de938dc8391e,True,False
PATHCOLL-000027,readable_path_before_hash,originals/fl/astatula/payroll-or-earnings/2022/216.html,3,1a76155d71c87fc15c18b2acc4b354c50730d6fac0cf435a99f2363f0d821cdf|e2b0f2c77a2465a6fe057b01e5774da50de6a1e83d9dfc6109528507feb3ac7a|f41a63a0c04cb6095b8dfb54db5ba8beb9699412307400683a583a23ea0694cb,True,False
PATHCOLL-000028,readable_path_before_hash,originals/fl/astatula/payroll-or-earnings/2022/all.html,2,43fbc84280057261a1d8d07ce35429e3d629c9fafd87b3f09a4b34a604a5d9b6|dd2188ae16aa7d178f85eca429cabcd8d42e24a294a989b46bcf07283050f366,True,False
PATHCOLL-000029,readable_path_before_hash,originals/fl/astatula/payroll-or-earnings/2022/index.html,2,27bc3bd277152eaa404298405b8b6374a92e7542e35bd25e44d77c2300d3a42e|7fce8a6d96d709d2da2c29bba6e7c36c8ed44090fdda79ea2266664983a00c96,True,False
PATHCOLL-000030,readable_path_before_hash,originals/fl/atlantic-beach/payroll-or-earnings/period-unknown/1597.html,2,46fa18dfaabdb22711616570652be4636d77bc0cac2fba3725d641f7bb396916|e125c094c75d1d7962a7ab6aef1a422ef58cb077d361193d4e0529346fc13c3e,True,False
PATHCOLL-000031,readable_path_before_hash,originals/fl/biscayne-park/benefits-or-pension/2014/index.html,2,282bdf74450c2d2d1da7f111df35bb0eac592acaaa1d653cdeb155ca13077c92|7c8921194121b74aacf1558e248666bdeb6a7127cee3c4e64898c841e9fb0ad8,True,False
PATHCOLL-000032,readable_path_before_hash,originals/fl/biscayne-park/ordinance-or-policy/2014/index.html,2,14bfd1ae3634c6fa80beb86e7cefac923c504fc07854cc8f9c843a20d9febeb5|bf9596b68ae2b53ec2b94901ebd82491ce81cf4c2e98385980e7c97e24b4c4b1,True,False
PATHCOLL-000033,readable_path_before_hash,originals/fl/biscayne-park/ordinance-or-policy/2014/matter.html,2,9281bcf160c8e2daac061ea64d3ae087d36e258d5cbbe6873ea096f4f03916ec|f4de01952e768a9dffb7602de869238609280f7e4e4327695e1fee93ffe029f1,True,False
PATHCOLL-000034,readable_path_before_hash,originals/fl/biscayne-park/ordinance-or-policy/2020/index.html,3,3a93e753a7dccb5732cf6f6d4859392c4ecf7c7080ba2807978307f8f62231be|80b5df269b359c78e42f0c9a718f62b627a404f28ba5ab921228fa32675daa92|80c4a63243bbaa62d322947f6e1836703a9d4b24435ae28afe4b9b55e0c1204a,True,False
PATHCOLL-000035,readable_path_before_hash,originals/fl/biscayne-park/payroll-or-earnings/2014/budget-reports.html,2,08edc5c410611adc4987580666175d7a58379cd7c59b590edb734d4b6ecb0317|cd199625c0e85c9c0d94c75dd3f50ce29bdf050e8f3dc62305bdb5bf28bcfa7f,True,False
PATHCOLL-000036,readable_path_before_hash,originals/fl/biscayne-park/payroll-or-earnings/2014/index.html,5,2158cc8175eaef788d13e792ecb20fb7aeb863992e57488a6249c09339b7caa3|45848643c40c8d8a4464c9a60e1944c2775b035b582a3d203d9ee2f7425f7b6a|6032c3197a583d08e4f82c03304a95e908e747785bd78596672b318423650164|b9e72c5feaff5e97b141c95b5b4da5c49c59b9750e1da4eb4eb0ea82d5a4ea38|e464737ca6d445a4a4e330148a30ef47f906eca270c98db5ff7355bc3ad1fbbf,True,False
PATHCOLL-000037,readable_path_before_hash,originals/fl/biscayne-park/payroll-or-earnings/2014/service.html,2,cf78f344774b2aff8d9e780b6b53a6e12903cf14b2ce22990f1b55333256d63d|f75f6d83a35dfd0bf40b78e4368ac9ca4ed881eadd8d957fe19ca6ff6f7b530c,True,False
PATHCOLL-000038,readable_path_before_hash,originals/fl/biscayne-park/payroll-or-earnings/2020/index.html,5,06eed1d22221f3eb052fb0615c9146edb85c496e88aed5b614ec685755f98094|0e54b247aa5ebb89f4a0318d5a94dcd1d728cd6df48aad2ecbdc7af9c508a855|3c69a2e8d8b5a488225b2ca2be17184109e445ebfc9e0004f997b3694d4b4dff|9610ac2036b8e6cadc9596e885c28e5081b0681c830565f53cc7e93cb9f4b475|b60c0ef467baa51f093fdd828313c6bea61a7a3917b7bed251a9b0281bfaa6a9,True,False
PATHCOLL-000039,readable_path_before_hash,originals/fl/bonifay/payroll-or-earnings/period-unknown/index.html,2,84a74b726c8c34b54ea4896beaf805b8d5e1d7f21ab4d9fac4d98c9f09985836|b071f3c263cd8e0e0774968e17f044faa03f6274cdccafcc221b7ec9ea4c64b0,True,False
PATHCOLL-000040,readable_path_before_hash,originals/fl/inglis/payroll-or-earnings/period-unknown/index.html,4,0f51453935b4cbf0096c27ed3c9be9b8ff81f42a692351080547c7ad9dbb99ed|7b2c308b97dac5bb2d78e29776c0bda8a5dfada96277ed4a0ebc51e22aff16d6|ab8c86140c6241937c5ec00ca4e583fface9b203bb21d744084c08358ca95500|d527e63a4185d9e6bfba0a3e9380764fc280eb18fefa07c772806a252d9de98c,True,False
PATHCOLL-000041,readable_path_before_hash,originals/fl/jupiter-island/collective-bargaining/period-unknown/collective-bargaining-agreement-town-of-jupiter-island-palm-beach-county-police.pdf,2,cdb80eb4520ce94ca25657df6fa2dcfd8dc23d2773ace7f739ec6b690255070a|e6261534bcb0b18fa0d41d62587de35d7fbee8f0451f4f9bfe9b0a1aec88b24f,True,False
PATHCOLL-000042,readable_path_before_hash,originals/fl/ocean-ridge/payroll-or-earnings/2023/html.html,2,614bb339a5871e1f74c00001916079f8ea0705d2d9e4516bc8fa14d2f8f4c747|e514fea2a9e76213e7a18f33c4719b16334ca09158a462d151df725a242db094,True,False
PATHCOLL-000043,readable_path_before_hash,originals/fl/sewall-s-point/payroll-or-earnings/2021/html.html,2,2ac2b881aea618ac9f940d28da24418c33ad9a68ee8a840f213be72f3a595749|accfb9483252e550c6b0a9797a2dc4cd981f599f35a3177072303399baa19547,True,False
PATHCOLL-000044,readable_path_before_hash,originals/ga/arnoldsville/payroll-or-earnings/period-unknown/budget.html,2,1e19d1f1d52541e11edae61c500cda4170915e790870aedbfd7c2bd949782d0a|68b6aa739866d3be9e574d64565520c2ed2b3a2ddf3951ad92c424e29c55f740,True,False
PATHCOLL-000045,readable_path_before_hash,originals/ga/arnoldsville/payroll-or-earnings/period-unknown/download.pdf,6,3ce5e601319071b9448b6eace77c178179778f8997ab948220f4ae7847002abd|56069cc6bb808cc9f264376cc32c73a5340130e586219c192eafb1757c2d209f|618d5f07551dd482b5f35a60ac426074832c28fe7b02afa781831f0ef1e449f1|65d46bf34433ff9fb0586d24fdafa801826f40a8046e3ed5ce1c89f4ea28640b|a983321d87582cb78777abac41ad3a4bd2a332f72c08218192aec63098846a57|d2b6f2835ea4199d71a4262c1ec8b7379085d52378d7773830a8cbc480e31f59,True,False
PATHCOLL-000046,readable_path_before_hash,originals/ga/arnoldsville/payroll-or-earnings/period-unknown/turnstile-challenge.html,2,2c0c318f8fc0fb0c04d0dbe73fd74992ab0fcdccf0fdc0926025060e7d7d5bb9|6335787ce1b18e2207ec81b1c8346d62fa36da1764bb7b82b0d5368b82478ee4,True,False
PATHCOLL-000047,readable_path_before_hash,originals/ga/buckhead/payroll-or-earnings/period-unknown/downloadfile.pdf,4,04dcb2557f1b095283e2b7470762bd8abab97504dd5c38475ccb84da13210b46|159dbb75daa7035cdc803ba26955e591b27a65baf412d84b5fc204967264ffc1|4fca315d722fe8713bb243503bfb8b2281f602bec8b2979008cb46adadecec57|8dc3a64ed1dc445dbecb3405e65244cd2410ca8d22add1becc609e9c5d5c230f,True,False
PATHCOLL-000048,readable_path_before_hash,originals/ia/andrew/payroll-or-earnings/period-unknown/salarybook.html,2,5fb335d6525467db91154e50020b7c2177d7b6b3c2065ba28a627ced0938640f|a97b0ba444a9d0bfe959243a8801fbbc72730d28b3bce3b863e196164f8aba27,True,False
PATHCOLL-000049,readable_path_before_hash,originals/ia/calamus/payroll-or-earnings/2024/data.html,2,21e6e549eb4f8c42ced03192faf376e9890ba27279f055ecf553859874b91bc6|6c0dbe7128234e65c5e7a125afd270f976af0923c16837f9da181f80c5b7f688,True,False
PATHCOLL-000050,readable_path_before_hash,originals/ia/clarence/payroll-or-earnings/2024/agendacenter.html,2,0d851428b662226a4bba06d53dd71e19d5aabb94652869304665a3d25130a300|9ad150a8b75ed361405055d5fca0ea2556404b381becb77c4bb89cc2f94d480a,True,False
PATHCOLL-000051,readable_path_before_hash,originals/ia/coggon/payroll-or-earnings/period-unknown/newsflash.html,3,5451c9d8e60ba4b6ed122fba2488243a775b0d12f768fda45a17786b82108a78|693a982434095be7217fa3812312f2e1c129ddd8239608c8fe29284c26029c4a|ce0a57db292c947ec21a934b6939cb99a841844c9ee51f1c4812c0da1694ec86,True,False
PATHCOLL-000052,readable_path_before_hash,originals/ia/colfax/benefits-or-pension/2026/employee-benefits.html,2,ed6c395f56a676176fc248ee63000430ba35eeceb47b63c88b048af49d71afcb|eed68eb8f5ba61ddc6d8d2ec9538b3fd9929ca4afd7dfc1cdd64a58e3e808974,True,False
PATHCOLL-000053,readable_path_before_hash,originals/ia/colo/payroll-or-earnings/2015/default.html,2,42c3cd61d52b70ea99ca770156ef06d1c67835052c4a5735af7242c415da1064|8d5849465a1ad48e4f7507d9156f7b392a5b54b43dc849b2a50e609eda7f940e,True,False
PATHCOLL-000054,readable_path_before_hash,originals/ia/marengo/other-document/period-unknown/city-council-minutes-resolution-26-47-adopting-new-collective-bargaining-agreeme.pdf,2,1bd32557a536dbdd6b4f74e567dc532ca7e0d746a5f8c22430c0f651b9d92bcb|5f927aac1b3641e739e03c93ddb649a80d813dd314bd690deffc5dd66cfc4be0,True,False
PATHCOLL-000055,readable_path_before_hash,originals/ia/waukon/other-document/period-unknown/resolution-approving-police-employee-wage-increases-city-of-waukon-teamsters-uni.html,2,d7bb608bbf678bfd801ebbef9e371d08e4dad60961c72a082467f0b95d94c8df|f68c4b9412444c169dd40105c4537e8ca8fe4cf5f4682498b841e07be1133c2e,True,False
PATHCOLL-000056,readable_path_before_hash,originals/il/camargo/benefits-or-pension/period-unknown/salary-database.html,2,47397d3775dbe175a67dfeadb55decb1ddcec140c188fa5506802fc5009482ec|891f8f156d5d468738d455ac4954ba525fd88f9a4c85560de3f5e17c65cce7f9,True,False
PATHCOLL-000057,readable_path_before_hash,originals/il/carlock/payroll-or-earnings/2017/2017.html,2,41a22e3ed3db6bbc9cda7c5f7f225f76f059cef2244b9dd9a7af628ca53ad4dd|594796df6b97c735c5eb0e6746720e1c6a787a6ceff8398739c4e95ba2305042,True,False
PATHCOLL-000058,readable_path_before_hash,originals/il/carlock/payroll-or-earnings/2017/product.html,6,31bb282a34b7a378c4be8df1cdd009910a63fb72704426bbf00df0a47b06b870|a3fc3610ecdab3f57e846d0a401e8c811a61495f2c3f95e5ca0fc576480b4083|be1900220e5d1d6e1b238b7ef4be00f6a66d28a377ca36a1f2c3d9ea80f0a64f|cabe67be2235f1446c140715d14b98044c06b029d164bb1989b9973dc90e52bc|d711c4956eb83b44c3919cc3fba324d79928a04bcbdf67e347a2b0ad4003f310|dad994659edee603eff74c9b968e5d50b7909d5f9817d7b9c0a8668c11c5a83e,True,False
PATHCOLL-000059,readable_path_before_hash,originals/il/carlock/payroll-or-earnings/2017/viewseries.html,2,2bcefcf973667de1027edbc939109aa54ce583727b42bcd0144738f7c3edde7a|4869e34e12972475b5540afb3045a9176687546892aa83f5eaff164a2e8fc169,True,False
PATHCOLL-000060,readable_path_before_hash,originals/il/casey/benefits-or-pension/period-unknown/salary-database.html,3,60f72b9e16e5effc98d17f2a2f4944ea01dbea2799ee490f78cddefb6df92608|a71405c69d1c2e07fae9d7edf25a4c42f767f578a6fb868de9136295eecff7d8|f307219f998005da1706ad33cc542e03c3c74a0abeb61449d94e5145049e2745,True,False
PATHCOLL-000061,readable_path_before_hash,originals/il/casey/payroll-or-earnings/period-unknown/history.html,2,14c48e8b81346fe95a263526e7920b27de2241da35b224f61a9164cc7267c430|8282484428e408db31a44ada507a96d7569367e82237ab72d22fd6366b3fc3d8,True,False
PATHCOLL-000062,readable_path_before_hash,originals/il/champaign/payroll-or-earnings/2025/budget.html,2,527d9004fcbc72beaf0513c2ead2a4cf1b4cc7c79a135f0267802294bf7b3a8b|a47dbc96b90cb599df18d67ad192a970f34bfab3004d52ed88aa5c49cec3d519,True,False
PATHCOLL-000063,readable_path_before_hash,originals/il/champaign/payroll-or-earnings/2025/generalinfo.html,2,524425bf0c83ec18a288f43cb355784c46c4cfb87cac22557ef25aeb8fc16e48|5d0d4c2c204a41104b6093f543ff40547af56071e929f04e1c0d274bdf22a371,True,False
PATHCOLL-000064,readable_path_before_hash,originals/il/champaign/payroll-or-earnings/2025/onlinecheckbook.html,3,9d9d094894e44e8470bd721179c4585e52790d781332a32432c261b53de07a60|d6861aa6357545784752c3b4819d0472c43d79a89ca39c1bad23c7c4e84069f5|d6d18cd2618f262a99cd41a1f1530fe00dbe3427e53bcc8adaec0249d9847df1,True,False
PATHCOLL-000065,readable_path_before_hash,originals/il/colona/benefits-or-pension/2025/salary-database.html,3,3f8af299b165aee2e35098d1c1fac517ed2d223a79f18f5909c402f0b238af64|762649ce5fb4f8aacb9922d8dae3d5bb81b8a9c2439d2876142643d03c467d9e|d2cdc0881331e3ce25e836b81f3b18b9efff946bfa4ad37cb7665f6c384061bb,True,False
PATHCOLL-000066,readable_path_before_hash,originals/il/hampshire/collective-bargaining/period-unknown/collective-bargaining-agreement-cba-between-village-of-hampshire-and-illinois-fr.pdf,2,19848c2ac5c762e7685e410c1fe1b9396093d62eb0e17221b8cf5259681e8bb0|5381299d8c851db86187fa3dcb49c101060e1c0933f0d9062ee6436eac01072a,True,False
PATHCOLL-000067,readable_path_before_hash,originals/il/naperville/collective-bargaining/period-unknown/collective-bargaining-agreement-by-and-between-the-city-of-naperville-and-the-me.pdf,2,e0370589366de7a419014dd6f16df4329e695e49a7ebe323594e22635639b02e|f39ffa8e60f6749f1c33ce9b713ab3799ebf0a28f1d4d50ab75129ce1f29cbcc,True,False
PATHCOLL-000068,readable_path_before_hash,originals/il/oglesby/ordinance-or-policy/2022/municipal-code-and-ordinances.html,2,1bb26d20d5908b2018d824303feda447b26dba031b5b1d6986d10f4b759b19c7|fa186612e832cadffd04147f839535afc21cdaae18d53747239dcb74145b771c,True,False
PATHCOLL-000069,readable_path_before_hash,originals/il/river-forest/collective-bargaining/period-unknown/collective-bargaining-agreement-between-village-of-river-forest-illinois-and-fra.pdf,2,2c695921306748345f72f18fdae1798dcb8da2fb7f30c52761a720ca3dcc4921|af3fceee36e3b865ef3b84213d7abe73711e859dd10e6222808e50d670294bfb,True,False
PATHCOLL-000070,readable_path_before_hash,originals/in/albion/payroll-or-earnings/2024/hiring-process.html,2,95d892dcc15bd66867a889762905d9f11dd03f00a88d323a34f84db78239031c|e870c28e031ec1d2273809d55657b5453b52e4e7cee2bc137e3b5a4f076f7291,True,False
PATHCOLL-000071,readable_path_before_hash,originals/in/dale/payroll-or-earnings/period-unknown/bb9c6bba-fd52-45ad-8e64-a444aef13c39.pdf,2,4ee40b5def93d22b54af3ed36d5c077cd091b60b58d39fa0d3465f16207142ad|ebf061cd5ea98503a0085407e8e7dfcd0503e9c1586be1e27eca3fecd2f2c566,True,False
PATHCOLL-000072,readable_path_before_hash,originals/ks/augusta/budget-or-finance/2024/fy2025-budget.html,2,c84defdab276ea7a05895c74f6c2f8324d2866277a268ff3f83ceed55e7c4dba|e7b665a644f50502ce7282b1d39625a7e0c723a75ab8702e20ec460155a92867,True,False
PATHCOLL-000073,readable_path_before_hash,originals/ks/augusta/payroll-or-earnings/2024/index.html,3,04c94257b83431a190a4dc18877dff528c9e2af6ef0e93bac024b14b2fbe9fdf|ae6c2c66a5740ca33bc9f8959fcc7376439afc6569f35cf1dbe45f6047b19e85|c6a20c963b2a5e2c9c3e2465256de8c249db9ad4dde15072f17064ad590fa139,True,False
PATHCOLL-000074,readable_path_before_hash,originals/ks/cawker-city/ordinance-or-policy/2025/legislationdetail.html,2,23d187dacc5d5e2cfe46dc70638a7b4edaf081fe06d5e92b7404e5d5e43c6c07|e0e76017871e14a25ff75cda5e625dbe86bd1f907acb5a443b16582e614cf563,True,False
PATHCOLL-000075,readable_path_before_hash,originals/ky/bedford/payroll-or-earnings/2021/chapter.html,2,852c2fdc5e20969c990163e7fd713f496f525085a137a66c06123a28e4f49c8f|9ca3437f1e57a7de912b8d3475c7229519737dc921d0f9bac39c3bb075fdecbf,True,False
PATHCOLL-000076,readable_path_before_hash,originals/ky/bedford/payroll-or-earnings/2021/default.html,3,3173fb974ac6a671eec22795e5ad8e0d2d455a715fa68642d64b3a494cd8cefd|352ac91dd1ee2aaa2460216f7d06afb88788510cbb59e78ac59c7716169d9d0e|d6d19e5572cbc0319a3861e92d8daa1a8e5c3ae639ab7143470f3a2952409ad6,True,False
PATHCOLL-000077,readable_path_before_hash,originals/ky/bloomfield/staffing-or-human-resources/2024/reg.html,2,2681f0b4aca1cbc724d5334e06cec76e76b32250a711cc2bde08e0da1de90785|40e1629a716343915d96effbab0c8c051ecef3d4b4d67d4119123713e2d67706,True,False
PATHCOLL-000078,readable_path_before_hash,originals/ky/bromley/payroll-or-earnings/period-unknown/reg.html,2,6b2da23632df4a0ebe3d1eb602d85576a3c6fbc1e335c2ca622d9e83f001b7dc|b7865b4045ef686317055cc9457247534673c3ad10af793465183f746ba3a53d,True,False
PATHCOLL-000079,readable_path_before_hash,originals/ky/calvert-city/payroll-or-earnings/2022/default.html,2,1a640ca71bd92b00967a2dd1540a2d423f7da58a8ff007f05f5ac3d9e74fdb59|298cb89b1b81ad0c7bffc0bdb427894cfccc01383dbb07d924aac579a3aaa5db,True,False
PATHCOLL-000080,readable_path_before_hash,originals/ky/calvert-city/payroll-or-earnings/2022/zypurl.html,4,10c87ac343f4e5afdd2df98a476d8687026a84f32ead7ea5239e2e2bbf2b5a56|2dda08be9f7bca3041f04e104abfb6f3de4878c1593cdd538aae01994fdd83bb|405be98eb1120003794477777a5c566bfc02e457b58cf93591cd1ef16c911886|e521e516b3af1e4ef8d084cd629ab05218c37b6cd496999087df5a3fe6268bdd,True,False
PATHCOLL-000081,readable_path_before_hash,originals/ky/radcliff/ordinance-or-policy/period-unknown/an-ordinance-amending-the-city-of-radcliff-kentucky-classification-and-compensat.pdf,2,4bacbc80d29c439984590d828e6cb678c7100b8c281b41af2368a14247cb3275|cdb27519c3bc5f7e3273a565f3f5e4ff0fce5692ff4d1e76f7eaf99e91894dfa,True,False
