candidate_id,lane_id,scout_target_id,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,secondary_mechanism_families,match_priority_tier,matched_safety_or_non_safety_counterpart_id,same_city_match_status,overlapping_cycle_status,duplicate_risk,prior_seen_status,reason_selected,search_query_used,retrieval_status,verification_status,extraction_status,rating_status,causal_status,notes
TS4L-9e63c8dff2db502fdaa2,lane_1,TS4-1-1a0035ea9b2cc4a7,https://www.sanantonio.gov/Portals/0/Files/EmployeeInformation/Compensation/PayPlan_FY24.pdf,City of San Antonio Pay Plan FY 2024 (effective 07/01/24),San Antonio,TX,non_safety_comparator,civilian city employees (job classes / pay ranges),,FY 2024,2024-07-01,2025-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_core_known_safety_cycle_gap,tx_san_antonio_fire_2024,same_city_lead,overlaps_2024_2027_partially,low,known_safety_row_counterpart_target_not_satisfied,Known ingested safety unit lacks a healthy same-city non-safety comparison in this cycle.,San Antonio TX non_safety_comparator 2024-2027 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Wage schedule/pay plan document for civilian job classes; candidate lead for a non-safety comparator wage structure.
TS4L-5587b097856e8158dc6e,lane_1,TS4-1-1a0035ea9b2cc4a7,https://www.sanantonio.gov/Portals/0/Files/EmployeeInformation/Compensation/PayPlan.pdf,City of San Antonio Pay Plan FY 2025 (effective 08/15/25),San Antonio,TX,non_safety_comparator,civilian city employees (job classes / pay ranges),,FY 2025,2025-08-15,2026-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_core_known_safety_cycle_gap,tx_san_antonio_fire_2024,same_city_lead,overlaps_2024_2027_partially,low,known_safety_row_counterpart_target_not_satisfied,Known ingested safety unit lacks a healthy same-city non-safety comparison in this cycle.,San Antonio TX non_safety_comparator 2024-2027 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Wage schedule/pay plan document for civilian job classes; candidate lead for non-safety comparator wage structure during the 2024-2027 window.
TS4L-f4ca5121fd93fb12da5e,lane_1,TS4-1-1a0035ea9b2cc4a7,https://www.sanantonio.gov/portals/0/files/employeeinformation/compensation/payplan.pdf,City of San Antonio Pay Plan FY 2026,San Antonio,TX,non_safety_comparator,civilian city employees (job classes / pay ranges),,FY 2026,2025-10-01,2026-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_core_known_safety_cycle_gap,tx_san_antonio_fire_2024,same_city_lead,overlaps_2024_2027_partially,low,known_safety_row_counterpart_target_not_satisfied,Known ingested safety unit lacks a healthy same-city non-safety comparison in this cycle.,San Antonio TX non_safety_comparator 2024-2027 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Wage schedule/pay plan document for civilian job classes; candidate lead for non-safety comparator wage structure during the 2024-2027 window.
TS4L-487835422fd293368ee9,lane_1,TS4-1-b48bd2c683c5d44c,https://www.clevelandohio.gov/sites/clevelandohio/files/hr/cba/2025-2028%20507%20Non%20Seasonal%20CBA.pdf,City of Cleveland (OH) – Collective Bargaining Agreement (2025-2028) – 507 Non Seasonal CBA (PDF),Cleveland,OH,non_safety_comparator,non_safety_comparator,507 (Non Seasonal),2025-2028,2025-04-01,2028-03-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_core_known_safety_cycle_gap,oh_cleveland_fire_2025,"same municipality (Cleveland, OH)",overlaps expected period (2025-2028),low,known_safety_row_counterpart_target_not_satisfied,Known ingested safety unit lacks a healthy same-city non-safety comparison in this cycle.,Cleveland OH non_safety_comparator 2025-2028 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Publicly hosted CBA PDF labeled 2025-2028 for a “507 Non Seasonal” bargaining unit; potential non-safety employee comparator if bargaining unit is non-safety related.
TS4L-9b6a7230733050ceab01,lane_1,TS4-1-b48bd2c683c5d44c,https://www.clevelandohio.gov/sites/clevelandohio/files/hr/cba/2025-2028%20507%20Seasonal%20CBA.pdf,City of Cleveland (OH) – Collective Bargaining Agreement (2025-2028) – 507 Seasonal CBA (PDF),Cleveland,OH,non_safety_comparator,non_safety_comparator,507 (Seasonal),2025-2028,2025-04-01,2028-03-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_core_known_safety_cycle_gap,oh_cleveland_fire_2025,"same municipality (Cleveland, OH)",overlaps expected period (2025-2028),low,known_safety_row_counterpart_target_not_satisfied,Known ingested safety unit lacks a healthy same-city non-safety comparison in this cycle.,Cleveland OH non_safety_comparator 2025-2028 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Publicly hosted CBA PDF labeled 2025-2028 for a “507 Seasonal” bargaining unit; may serve as the same-series comparator (seasonal coverage) within the expected cycle.
TS4L-158ee1a30b41fa23bc83,lane_1,TS4-1-b48bd2c683c5d44c,https://cityofcleveland.legistar.com/View.ashx?GUID=5B078521-AA3E-4C6A-A2A8-2A7DA42FC3E1&ID=15334348&M=F,Legistar – 371-2026 Legislative Summary: “CLE CPPA Civilian CBA 2025-2028” (PDF/Doc view),Cleveland,OH,non_safety_comparator,civilian (non-sworn),CPPA Civilian,2025-2028,2025-04-01,2028-03-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_core_known_safety_cycle_gap,oh_cleveland_fire_2025,"same municipality (Cleveland, OH)",overlaps expected period (2025-2028),low,known_safety_row_counterpart_target_not_satisfied,Known ingested safety unit lacks a healthy same-city non-safety comparison in this cycle.,Cleveland OH non_safety_comparator 2025-2028 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Legislative summary references a “Civilian CBA 2025-2028” for CLE CPPA; potential non-safety comparator lead (civilian/non-sworn coverage) within the expected cycle.
TS4L-51a19ede1789135b7d94,lane_1,TS4-1-ac5a5e4ec364e4e2,https://denver.legistar.com/View.ashx?GUID=1E9A9C60-1520-48F2-9D98-67A3809779AD&ID=8782745&M=F,"Denver Legistar (PDF/attachment): Collective Bargaining Agreement (effective Jan 1, 2021 through Dec 31, 2022)",Denver,CO,non_safety_comparator,"Police/Sheriff (likely safety comparator, but CBA covers 2021-2022 period)",,"January 1, 2021 through December 31, 2022",2021-01-01,2022-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-CO-20260720-0004,same_city_unconfirmed,overlaps_2021_2022_unconfirmed,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Denver CO non_safety_comparator 2021-2022 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead locator for a City and County of Denver collective bargaining agreement attachment explicitly stating effective dates covering 2021-2022. Not validated here as non-safety; included as a same-city CBA lead for the expected period.
TS4L-c1d2a3962f1d7be50dea,lane_1,TS4-1-ac5a5e4ec364e4e2,https://denver.legistar.com/LegislationDetail.aspx?GUID=E89EA0EC-4460-4EDF-9C54-A61CEBC8A1ED&ID=4894647&Options=&Search=,"Denver Legistar: Collective Bargaining Agreement between City and County of Denver and the Fraternal Order of Police, Denver Sheriff Lodge 27 for year 2021",Denver,CO,non_safety_comparator,"Police/Sheriff (likely safety comparator, but same-city CBA lead)","Fraternal Order of Police, Denver Sheriff Lodge 27",Year 2021 (per Legistar title/summary),2021-01-01,2021-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-CO-20260720-0004,same_city_unconfirmed,partial_overlap_2021_unconfirmed,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Denver CO non_safety_comparator 2021-2022 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead locator for a Denver (City & County) collective bargaining agreement for 2021. Included because it may help locate attachments/schedules for the 2021-2022 timeframe. Not validated here as non-safety.
TS4L-38a6926da6477f578153,lane_1,TS4-1-ac5a5e4ec364e4e2,https://www.seiu105.org/wp-content/uploads/2022/10/6.9.21-G2-Contract.pdf,"SEIU Local 105 document: Contract (SEIU Local 105 and G2 Secure Staff) referencing City and County of Denver; term until Dec 31, 2022",Denver,CO,non_safety_comparator,Security/Facility staff (non-safety comparator candidate),SEIU Local 105 / G2 Secure Staff,"In full force and effect until December 31, 2022 (effective/term language appears in document snippet)",2021-01-01,2022-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-CO-20260720-0004,same_city_unconfirmed,overlaps_2021_2022_unconfirmed,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Denver CO non_safety_comparator 2021-2022 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead for a non-safety occupation-group contract that includes references to the City and County of Denver and spans through 12/31/2022 (per snippet). Not opened/verified here; used only as a candidate lead.
TS4L-3b89ecc303583a8c916f,lane_1,TS4-1-f6f8ca5199539bb1,https://www.okcps.org/cms/lib/OK01913268/Centricity/Domain/110/Support%20CBA%20FY24.pdf,2023-2024 Oklahoma City Federation of Classified / Support Collective Bargaining Agreement (Support CBA FY24),Oklahoma City,OK,non_safety_comparator,Support/Classified employees (OKCPS),Oklahoma City Federation of Classified Employees (support/classified unit),FY 2023-2024 (Support CBA FY24),2023-07-01,2024-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-OK-20260720-0001,same_city_expected_match,partially_overlapping_with_2023-2025,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Oklahoma City OK non_safety_comparator 2023-2025 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead for a non-safety comparator via OKCPS classified/support salary schedule language for FY24.
TS4L-846b53d0f1148d53cf7f,lane_1,TS4-1-f6f8ca5199539bb1,https://www.okcps.org/cms/lib/OK01913268/Centricity/Domain/110/Teacher%20CBA%2024-25.pdf,2024-2025 American Federation of Teachers Collective Bargaining Agreement (Teacher CBA 24-25),Oklahoma City,OK,non_safety_comparator,Teachers (OKCPS),American Federation of Teachers (OKCPS teacher unit),FY 2024-2025 (Teacher CBA 24-25),2024-07-01,2025-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-OK-20260720-0001,same_city_expected_match,overlapping_with_2023-2025,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Oklahoma City OK non_safety_comparator 2023-2025 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,Lead for a non-safety comparator using OKCPS teacher contract/salary schedule provisions for FY25.
TS4L-af4eae8b1071bcbd6921,lane_1,TS4-1-96a67be842029337,https://nashville.legistar.com/ViewReport.ashx?Extra=WithText&GID=787&GUID=AEE3B94A-C61F-4FCA-963E-ABE54A4FF0F4&ID=6233685&M=R&N=Master&Title=Legislation+Details+%28With+Text%29,"Legislation Details (With Text) - RS2023-2197 (Pay plan effective July 1, 2023; general Metro employees excluding Police/Fire)",Nashville-Davidson County,TN,non_safety_comparator,Metro general (non-Police/Fire) employees,,"Effective July 1, 2023 (pay plan adopted via RS2023-2197)",2023-07-01,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-TN-20260720-0001,same_city,overlaps_expected_period_2023,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Nashville-Davidson County TN non_safety_comparator 2023 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,High-specificity lead to a 2023 Metro Nashville pay plan for non-Police/Fire (intended non-safety comparator).
TS4L-764b5ab5e4c1f10ddfe8,lane_1,TS4-1-96a67be842029337,https://nashville.legistar.com/ViewReport.ashx?GID=787&GUID=8A9364CE-88B8-41D8-8970-05C18D56303F&ID=5383547&M=R&N=Text&Title=Legislation+Text,"Legislation Text - RS2023-2198 (Pay plan for Metropolitan Board of Health effective July 1, 2023)",Nashville-Davidson County,TN,non_safety_comparator,Metropolitan Board of Health employees (non-safety),,"Effective July 1, 2023 (pay plan for Board of Health employees)",2023-07-01,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,NSCQ-TN-20260720-0001,same_city,overlaps_expected_period_2023,low,municipality_seen_safety_lead_target_unit_not_seen,Prior scouting found a safety lead but no non-safety candidate; target the same-city comparison.,Nashville-Davidson County TN non_safety_comparator 2023 non safety constraint collective bargaining agreement or moa or wage schedule,candidate_only,not_verified,not_extracted,not_rated,not_causal_evidence,High-specificity lead to a 2023 Metro Nashville non-safety pay schedule for Board of Health employees.
