pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,source_review_pilot_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,extraction_readiness_rating,content_artifact_path,content_hash,content_byte_size,content_type_observed,pdf_readiness_pilot_id,pdf_readiness_lane_id,pilot_selection_rank,artifact_byte_size_bin,sample_selection_reason
pr_b1139fbef5adf0a61b5e4464,sr_c2de7412319b83818bb2469b,NSCQ-MD-20260720-0024,TRI-48e4aa5bb141d39b3f64,VER-17e9a160e280f6054632,SOURCE-REVIEW-BATCH2-500-2026-07-24,MD,Salisbury,CITY OF SALISBURY,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0057_sr_c2de7412319b83818bb2469b.pdf,962a04dad57292cf2b60cc41801469ba51ae6ba487a86140edc1ec09f4a05367,811720,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,507,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_688dcb2eace8c66cfc61c962,sr_eaa52d3d220a660ec73bcea1,NSCQ-ME-20260720-0040,TRI-1f4ac37443437fb483c9,VER-2dee46a2e44f876cc36c,SOURCE-REVIEW-BATCH2-500-2026-07-24,ME,Old Town,CITY OF OLD TOWN,fire,cba,p1,official_state_repository,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0216_sr_eaa52d3d220a660ec73bcea1.pdf,f5866225b0c81bef0627870630518c0503715fc8dd681921e61a762d09e602c3,1701857,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,508,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_1111af6def71f821b30b568c,sr_26a4236be48d4466bde2d2a4,NSCQ-MI-20260720-0102,TRI-ed0e39df9757f6f8305f,VER-3ceeff19666fe000ea4c,SOURCE-REVIEW-BATCH2-500-2026-07-24,MI,Auburn Hills,CITY OF AUBURN HILLS,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0250_sr_26a4236be48d4466bde2d2a4.pdf,ae8fe0aed67277f437cd3cb54685ac7fcedba3473a5791b126af8cc9811b3f9d,1186516,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,509,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_bd7b48b42250cafba5cd8792,sr_be6885d9d6e4247e2f52ef79,NSCQ-MI-20260720-0036,TRI-1c472925c9219b231b38,VER-19d9d5b3bff1ea1e0e31,SOURCE-REVIEW-BATCH2-500-2026-07-24,MI,Southfield,CITY OF SOUTHFIELD,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0217_sr_be6885d9d6e4247e2f52ef79.pdf,f4067ebffdbe4ec6617136bdc92a5fdbcd9b5b315ce76e6ce4c6378c05cc244c,9066454,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,510,very_large_gt_5_mib,complete retained-PDF remainder after readiness identity exclusion
pr_40cbe6ffbfdb729b44cb335c,sr_087024d4c8ccfa6869c1d77f,NSCQ-MN-20260720-0077,TRI-e1132d1261dc335f7fe0,VER-cf12a15b90f8b39fc0f6,SOURCE-REVIEW-BATCH2-500-2026-07-24,MN,Faribault,CITY OF FARIBAULT,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0094_sr_087024d4c8ccfa6869c1d77f.pdf,116d8478f637ecd9ec402bc6e3f8b219d7d300aecdba67de3dafd9f8619c9724,317272,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,511,small_le_512_kib,complete retained-PDF remainder after readiness identity exclusion
pr_0d5252ae101efc4659f0e931,sr_382ef2119f8c2a8811909bfe,NSCQ-MO-20260720-0047,TRI-c6f1b469d9cf63ece2c6,VER-8952e79b4070d3cb2bbe,SOURCE-REVIEW-BATCH2-500-2026-07-24,MO,Warrensburg,CITY OF WARRENSBURG,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0211_sr_382ef2119f8c2a8811909bfe.pdf,6e21ccaf550fce1d5c931023b77d19c5940d0279ec0442352595b4c4e66eb696,1505713,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,512,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_e0ba7c8afb74e09c7bf4ebdb,sr_59aa0a3304588378022a35f0,NSCQ-NE-20260720-0005,TRI-8d9db8d50596f17b18cc,VER-583a7647de5f824b5a24,SOURCE-REVIEW-BATCH2-500-2026-07-24,NE,Lincoln,CITY OF LINCOLN,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0159_sr_59aa0a3304588378022a35f0.pdf,94e9a9a38438d9d5a70e3f97efc196d2a5f9270caf73a42e076164c5dba2b10d,724913,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,513,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_df9efa2f4514b5145c42b452,sr_6d436a5acbf20c1c499bd133,NSCQ-NJ-20260720-0006,TRI-f13be8bc20de77e6e62e,VER-448600f4c5affc2a177a,SOURCE-REVIEW-BATCH2-500-2026-07-24,NJ,Camden,CITY OF CAMDEN,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0046_sr_6d436a5acbf20c1c499bd133.pdf,98dd7d043c5bfb99595180f1e578f2bf841c74609c62e687090f6a63f49bcaa0,2437751,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,514,large_2_to_5_mib,complete retained-PDF remainder after readiness identity exclusion
pr_abe97dba9e320a1021ae54d5,sr_91a2ef7e278965c28e17c143,NSCQ-NM-20260720-0031,TRI-82f5be7db977454f5dfc,VER-24619936300b10ee600e,SOURCE-REVIEW-BATCH2-500-2026-07-24,NM,Las Vegas,CITY OF LAS VEGAS,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0062_sr_91a2ef7e278965c28e17c143.pdf,b9cefbd1fb9f23080a588454beeb11fd532efada2406d9ee8e7f72aa6b2a1d75,9001155,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,515,very_large_gt_5_mib,complete retained-PDF remainder after readiness identity exclusion
pr_f49e153f9362d3d0d343b65d,sr_f0ffc45302a01aeb99cd5274,NSCQ-NV-20260720-0003,TRI-5ed8c38dad207ba627e8,VER-4c2412ac0c0678571590,SOURCE-REVIEW-BATCH2-500-2026-07-24,NV,Henderson,CITY OF HENDERSON,fire,cba,p1,official_state_repository,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0153_sr_f0ffc45302a01aeb99cd5274.pdf,bd9dc2c1723901c8e277229bd23376c07e3063195c4aed6201052f9f661ce079,1680628,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,516,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_c50f278ef1c083f890526652,sr_9d90ca784f9578981a60e2b5,NSCQ-OH-20260720-0401,TRI-ff1f7b02d3956bbd8e53,VER-66be8053165ed7360524,SOURCE-REVIEW-BATCH2-500-2026-07-24,OH,Bellefontaine,CITY OF BELLEFONTAINE,fire,cba,p1,official_state_repository,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0085_sr_9d90ca784f9578981a60e2b5.pdf,65a4cef95ba28a8feb6245e638afcb38c7237871619fdfc6a80bba08a002e23d,4626818,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,517,large_2_to_5_mib,complete retained-PDF remainder after readiness identity exclusion
pr_26425e1ab42b522a02e45350,sr_d924c44a347795bd6a15c8b6,NSCQ-OH-20260720-0189,TRI-dca2436bf4c16589e653,VER-1602fc73e532861cfa77,SOURCE-REVIEW-BATCH2-500-2026-07-24,OH,Wadsworth,CITY OF WADSWORTH,fire,cba,p1,official_state_repository,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0177_sr_d924c44a347795bd6a15c8b6.pdf,8053afe413a8c385f506e2cd4fe44108f49c4e90104dd2c37ff2571d20b5c675,1069051,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,518,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_ccf8fca5d0f35d30845afb6a,sr_4df4fd624fdf69f3a89531f7,NSCQ-OK-20260720-0008,TRI-a98ea7aecfaf77568a6c,VER-06461c2da666900927df,SOURCE-REVIEW-BATCH2-500-2026-07-24,OK,Broken Arrow,CITY OF BROKEN ARROW,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0215_sr_4df4fd624fdf69f3a89531f7.pdf,00fad2a5724eb510c2923fba3284f0311faf277a415507246ee657b4f3468725,596019,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,519,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_5f64391c177385dd827c83c5,sr_7aeeaf1682a1fb71f7c1a050,NSCQ-OR-20260720-0017,TRI-3957b9d0205394440804,VER-c8dac915a11352fe80a9,SOURCE-REVIEW-BATCH2-500-2026-07-24,OR,Gresham,CITY OF GRESHAM,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0092_sr_7aeeaf1682a1fb71f7c1a050.pdf,14a408207018f45dbfad227ffa46c459c2bea44bedb9e7bb60456f2f0a4e9b59,680926,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,520,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_69042b47050dc7cfc8fe6a70,sr_fe3e72b0cdf80bedcba7cfd9,NSCQ-OR-20260720-0130,TRI-d9bc1d83f54f3d2c72b1,VER-801e3af62b46a08520a8,SOURCE-REVIEW-BATCH2-500-2026-07-24,OR,North Bend,CITY OF NORTH BEND,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0224_sr_fe3e72b0cdf80bedcba7cfd9.pdf,0b9c9325a8ed93e8a6490ede26caab83b9d2a4d0dee307e612d9602c7bb78d56,286098,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,521,small_le_512_kib,complete retained-PDF remainder after readiness identity exclusion
pr_a0801cd5c750139582c18895,sr_d0f86bce738c8cf4acbbf754,NSCQ-PA-20260720-0064,TRI-8986097ad5d543d9bb71,VER-1c5a60226c2a5be78e5d,SOURCE-REVIEW-BATCH2-500-2026-07-24,PA,York,CITY OF YORK,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0050_sr_d0f86bce738c8cf4acbbf754.pdf,878d06ae0d5748c3e051c07997a219a0c5663c9d7f646b066ce80e3cebd6d91c,580223,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,522,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_21d0f750e8e746d385a3480c,sr_d32dcdc32ac381675c877509,NSCQ-RI-20260720-0011,TRI-b9472afdf84c889279f2,VER-fa95d049353460db9729,SOURCE-REVIEW-BATCH2-500-2026-07-24,RI,Pawtucket,CITY OF PAWTUCKET,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0157_sr_d32dcdc32ac381675c877509.pdf,72ddb0bbc93cead5f7b6a3122d3fc31bf8cab5c8ae3accebefd885f72ab2c9e5,4584195,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,523,large_2_to_5_mib,complete retained-PDF remainder after readiness identity exclusion
pr_aacf7f7606d08773bf3f9935,sr_b8702f59a10a34f08a9ea49f,NSCQ-TX-20260720-0011,TRI-fe7e7a0f71e8165347b9,VER-32285b4874a5d174370a,SOURCE-REVIEW-BATCH2-500-2026-07-24,TX,Fort Worth,CITY OF FORT WORTH,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0049_sr_b8702f59a10a34f08a9ea49f.pdf,5eb84ba28f5d71ed466070ff4c6920da51403434893210b3628c858602150eb8,1923673,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,524,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_168fe47cbea12bf594b242dd,sr_511114747f83b44ebfa8b081,NSCQ-TX-20260720-0079,TRI-4bc0895a8b620a03e750,VER-027a61adaeec6000b7ed,SOURCE-REVIEW-BATCH2-500-2026-07-24,TX,Bryan,CITY OF BRYAN,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0025_sr_511114747f83b44ebfa8b081.pdf,e3746852ccf19730dbdc81d993b5525d3432ed606cca5e0db3fa66ec528450c1,68655,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,525,small_le_512_kib,complete retained-PDF remainder after readiness identity exclusion
pr_5c9c7be8098f5d18fb9d4284,sr_52043e030e490d0f494ba7eb,NSCQ-WA-20260720-0225,TRI-d4c0f55a8082a1956cc8,VER-23f59ca5ab57dd48eca4,SOURCE-REVIEW-BATCH2-500-2026-07-24,WA,Snoqualmie,CITY OF SNOQUALMIE,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0041_sr_52043e030e490d0f494ba7eb.pdf,3f8a063994c8032f0a966ecb15415cff2fd7e96d2729afac929d6a35f7a1c4d2,500629,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,526,small_le_512_kib,complete retained-PDF remainder after readiness identity exclusion
pr_4cec3d381d32ad7131483c86,sr_c61ced70cfeebe65122bd8b2,NSCQ-WA-20260720-0056,TRI-0b4da57e7e4de35397b1,VER-167b524b00501d617cf8,SOURCE-REVIEW-BATCH2-500-2026-07-24,WA,Olympia,CITY OF OLYMPIA,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0182_sr_c61ced70cfeebe65122bd8b2.pdf,7f1cfbdadaa0e2ba21384d7ae3a3983676e38ce1c84d795db84fd8411ec8220b,139492,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,527,small_le_512_kib,complete retained-PDF remainder after readiness identity exclusion
pr_84ec4e905da49c9ad5a57f19,sr_9e92cefe890229b7e2aa46ce,NSCQ-WI-20260720-0069,TRI-662da9eca6853e60d8af,VER-12acf571149634ca4a57,SOURCE-REVIEW-BATCH2-500-2026-07-24,WI,Franklin,CITY OF FRANKLIN,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0232_sr_9e92cefe890229b7e2aa46ce.pdf,91d01590d8419fc751c8e362c04336a3dc07638a820fa9f880364aaa27069aef,7612796,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,528,very_large_gt_5_mib,complete retained-PDF remainder after readiness identity exclusion
pr_808b57a426bfa54622aa7388,sr_a1da7ad57892c5496e983118,NSCQ-WI-20260720-0035,TRI-552238c511eba654d595,VER-6a0445eef46ec92c397a,SOURCE-REVIEW-BATCH2-500-2026-07-24,WI,La Crosse,CITY OF LA CROSSE,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0127_sr_a1da7ad57892c5496e983118.pdf,39aa140e46ba7d9ff44b27b0327bedb2d0b6cbf541de6e26131829e3e40a292c,897423,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_2,529,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
