pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,source_review_pilot_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,extraction_readiness_rating,content_artifact_path,content_hash,content_byte_size,content_type_observed,pdf_readiness_pilot_id,pdf_readiness_lane_id,pilot_selection_rank,artifact_byte_size_bin,sample_selection_reason
pr_f2dab497daea57a3c2d2dee0,sr_f55485a0532588e0076f396c,NSCQ-OH-20260720-0597,TRI-c42b84273c7b192cd205,VER-02a05201803e949ae440,SOURCE-REVIEW-BATCH2-500-2026-07-24,OH,Kenton,CITY OF KENTON,fire,cba,p1,official_state_repository,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0031_sr_f55485a0532588e0076f396c.pdf,31bb4c7468ec4553622f7f7b6559478a9471aa5a7c9d47c1af30396725109224,2840651,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_4,1504,large_2_to_5_mib,complete retained-PDF remainder after readiness identity exclusion
pr_5ec6b32544223c7d409439cf,sr_ca65b4427a5137ca999b5017,NSCQ-OH-20260720-0313,TRI-626ad47fff94883156e0,VER-a920a23a1c83ebeccf73,SOURCE-REVIEW-BATCH2-500-2026-07-24,OH,Norton,CITY OF NORTON,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0246_sr_ca65b4427a5137ca999b5017.pdf,6fb8f9f95dec1f23db933733eb51367da7736d875805142d626cf149809ce409,1761716,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_4,1505,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_f251bc9f26ac3110abc6c94e,sr_0b3ec03d896be30f3c38bc8a,NSCQ-OR-20260720-0158,TRI-05ce8be5871a50947614,VER-575d6f01eb821d1f8de6,SOURCE-REVIEW-BATCH2-500-2026-07-24,OR,Hood River,CITY OF HOOD RIVER,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0038_sr_0b3ec03d896be30f3c38bc8a.pdf,089e84464b08cb873a5bcd77d38412e52d1761c4a1ba14ffd38cc8bab54eeb6c,2297262,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_4,1506,large_2_to_5_mib,complete retained-PDF remainder after readiness identity exclusion
pr_bd7e8d535329ef94c5d0cdcd,sr_d27fd936ca4bc1708f2ca139,NSCQ-OR-20260720-0074,TRI-47038b1d056fe1c31694,VER-dace4fc2d22aa57ed222,SOURCE-REVIEW-BATCH2-500-2026-07-24,OR,Forest Grove,CITY OF FOREST GROVE,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0184_sr_d27fd936ca4bc1708f2ca139.pdf,406af32a18705589bbb1e52a0eb0d82d0d16808ea4fe2dbe53aca7970e22616e,1164646,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_4,1507,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_faeabee1b1566a3f1df17c59,sr_e6351d9a7848419225432909,NSCQ-PA-20260720-0009,TRI-8d9db35543044670cbe2,VER-f81af79d1ea61414cd46,SOURCE-REVIEW-BATCH2-500-2026-07-24,PA,Allentown,CITY OF ALLENTOWN,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0151_sr_e6351d9a7848419225432909.pdf,a5f8d2a8c0c4d8fce427b9718b0b9ebd05de3e80e4a379e77b6459ade89d3fdc,4012918,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_4,1508,large_2_to_5_mib,complete retained-PDF remainder after readiness identity exclusion
pr_b5303b27294dbdf2e5400868,sr_60c3827f9bc6b4e984ad36d6,NSCQ-RI-20260720-0015,TRI-9725fe0e29282ef9c8e3,VER-5e7f5f7985161bfbb928,SOURCE-REVIEW-BATCH2-500-2026-07-24,RI,East Providence,CITY OF EAST PROVIDENCE,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0237_sr_60c3827f9bc6b4e984ad36d6.pdf,dc79e4f5c63c7271d325582da04fe649ddea2da7b38fec3b6305cdcecb36a704,409782,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_4,1509,small_le_512_kib,complete retained-PDF remainder after readiness identity exclusion
pr_4886ffc158892ebee53cf5ca,sr_b4f23dc5f7e5fac54d103a28,NSCQ-SD-20260720-0019,TRI-81518d9ec33c93a86224,VER-bc92d9b2eea877c04cfe,SOURCE-REVIEW-BATCH2-500-2026-07-24,SD,Mitchell,CITY OF MITCHELL,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0104_sr_b4f23dc5f7e5fac54d103a28.pdf,dea3936335c416d16434d7d21a62f1e146fb04ff8109396f089e7af6cf3dacab,542280,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_4,1510,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_fc1b967d0412f4a8e25d5aa1,sr_4f53be7c99faf4e392b0b85d,NSCQ-TX-20260720-0077,TRI-ec1b343f93628ee2f373,VER-95a2037b408df768858b,SOURCE-REVIEW-BATCH2-500-2026-07-24,TX,Temple,CITY OF TEMPLE,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0178_sr_4f53be7c99faf4e392b0b85d.pdf,62205d371ce4a654f37ea89ade9ddc62f91d9273a979a8f423c62115a0215192,703775,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_4,1511,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_662f24dc0535bd38dea14ddd,sr_6d5ace15262503bd643a943c,NSCQ-WA-20260720-0041,TRI-aedef08dc1c0899425bf,VER-506c129463264ba4f5bf,SOURCE-REVIEW-BATCH2-500-2026-07-24,WA,Kirkland,CITY OF KIRKLAND,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0090_sr_6d5ace15262503bd643a943c.pdf,569d0b6495a2db0db8c103b472fcf01aee30416049fa9ae898b01e027287609d,949555,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_4,1512,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_30012a2707df30839e399de4,sr_05bd0367914ec15e79cc6c54,NSCQ-WA-20260720-0047,TRI-cf3eff7a98f9310e9de8,VER-2d90591d78945819b174,SOURCE-REVIEW-BATCH2-500-2026-07-24,WA,Kennewick,CITY OF KENNEWICK,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0142_sr_05bd0367914ec15e79cc6c54.pdf,fb83c0e3e05c75d7aca1fb0ed13b3b37e1ce62d637d13c87159ebf4cd6561848,604269,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_4,1513,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_fc853e14f3abc8163e586a50,sr_6dbcb7f4d9a05775527afde6,NSCQ-WI-20260720-0013,TRI-04164f729dcad7b2c4ce,VER-d4ddf68e6bd148724aae,SOURCE-REVIEW-BATCH2-500-2026-07-24,WI,Green Bay,CITY OF GREEN BAY,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0044_sr_6dbcb7f4d9a05775527afde6.pdf,580abfb52a8b694f5eadae096fc05d4a60fc09ade2bbb7db2962640f63678ee5,848883,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_4,1514,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_b2913ce3eae45fba734b864f,sr_0e04269e961e77cc1ceac12b,NSCQ-WI-20260720-0032,TRI-d99257b8c6fab734b596,VER-9bbe5203b6bfedaee963,SOURCE-REVIEW-BATCH2-500-2026-07-24,WI,West Allis,CITY OF WEST ALLIS,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0225_sr_0e04269e961e77cc1ceac12b.pdf,1560593c0e213bc870df8f27790a5116fd6cd3f036b8d3b41752463c3f7e5cf1,1242175,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_4,1515,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_6d3bc511a2ec6fa752d7ae98,sr_5d5568bfe9ca9e9f2612c73f,NSCQ-WI-20260720-0061,TRI-50c5a45df076558a6f2d,VER-c5a525237efd0ff21c7d,SOURCE-REVIEW-BATCH2-500-2026-07-24,WI,Manitowoc,CITY OF MANITOWOC,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0093_sr_5d5568bfe9ca9e9f2612c73f.pdf,cf5fa73fefe8765eebc7555d8bda5ea8e5e23dda6f1b0fac10818184a6bdf5a5,461910,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_4,1516,small_le_512_kib,complete retained-PDF remainder after readiness identity exclusion
