evidence_id,row_document_id,source_lane,primary_category,gabriel_claim_rating_eligible,direct_text_support_type,evidence_span_sha256,evidence_span_chars,attribute_taxonomy_version,selected_for_preflight,prompt_sha256,raw_prompt_saved,raw_response_saved,global_analysis_readiness
qualitative:lobs_0dafb0aeb03cbb1c3a4573fb,lobs_0dafb0aeb03cbb1c3a4573fb,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,e28725bb0f54cbf8cb1f9f12ec279471352d1386e366dffa9d1480cc0511702d,85,v1.1,false,ba59dbf0486f6a3ab5db4a3e7cf308db622bebc69f065808ec413e5705690787,false,false,false
qualitative:lobs_0dffa1fec27f5d8a9a38aa1f,lobs_0dffa1fec27f5d8a9a38aa1f,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,c656b7de3b0000c4f2fa4dd5550fa445854b9e0f9e60da179e61fa556390c259,109,v1.1,false,8c8f43421622c1f7965d321f809871963f44c9fdd97754b57ec189bd31fe1ecc,false,false,false
qualitative:lobs_0e10b5a23bbbcaa59c0790d7,lobs_0e10b5a23bbbcaa59c0790d7,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,d185038fef018e0b5420d65421608eeb5a36c11f73636064c5b8cfa9473679e0,84,v1.1,false,1d8302c0d4844c09bc470ab1acc58dea9fd5bdcd06da1ca79d94421eb71a43a9,false,false,false
qualitative:lobs_0ea1e6031f1122e4a19f7e7f,lobs_0ea1e6031f1122e4a19f7e7f,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,7041e209e426ecf505080acbc0fdf0394b1c75a53d8880942a2640f9f42f4fc3,55,v1.1,false,247944353ff810c026346819e63345463c478ca0c0f72c74977cbcd8123bc51f,false,false,false
qualitative:lobs_105175a47d0bf328006c847a,lobs_105175a47d0bf328006c847a,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,f6ec23bc341a353415961438cf059c9d93eaff977b4cccc7765b62741666eff4,81,v1.1,false,cdf9918d854d39b03e5e76ccb9136b51b21dd39c5ea612390bbc935e46dd5d39,false,false,false
qualitative:lobs_112c6e115bf289353e12bd94,lobs_112c6e115bf289353e12bd94,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,ffb848008ce93d2094ebcab3f358cae8408067b399be921312c9bba7e9303aa0,20,v1.1,false,b935aad17d5662a56faf86701f6e0c5e3d282a3747a13debf20965214c3175ec,false,false,false
qualitative:lobs_11b9469f7e488b96f3668b4b,lobs_11b9469f7e488b96f3668b4b,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,e6ff7daf1810c0fcdede826668f52afd0b6a3d8f1bc883df8f8d83f6e2ba00fc,99,v1.1,false,f244010cd94383cd3681d3808ab4217d911a5ba43493cd2fd922fe351cb8fc54,false,false,false
qualitative:lobs_121d30790a9396212fff0b3c,lobs_121d30790a9396212fff0b3c,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,31061069fce47391f11fc0472ae035f0000813166cc423a39e13266722e1594c,25,v1.1,false,9311ecfe7b483af5157c43479254371c283df3a60250514287ef1ace89b34f9d,false,false,false
qualitative:lobs_12744d8decb3d5913fd5c27d,lobs_12744d8decb3d5913fd5c27d,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,72b31c18e2f574b86b871e4e40708e13c62f401b83873ed2799b3e6ea5ee1089,37,v1.1,false,118b7fbf0084dbdf447e71658107c8ad254c07b70dbc450beca417ddca01141c,false,false,false
qualitative:lobs_12e39c748e2ff93788fd98cd,lobs_12e39c748e2ff93788fd98cd,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,df000ef5a02c608fce3a1e91d4f72f95a0b81ad34b4df03dc55c9f80021bad09,85,v1.1,false,234b38d8a86e6170b2c96cabbf555f9cb2bdc1ab39df80724564e8d903ee5089,false,false,false
qualitative:lobs_1354b624c86e695a74ab7e12,lobs_1354b624c86e695a74ab7e12,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,9679e2b690c3616939a2433284e2286dd3c3ff8a91569c71bf4d34a4d4fdb434,98,v1.1,false,b1ce6c62730dd04ad02fb94dc7bdb8ca63c397bb829f5eee827dc52c8302341c,false,false,false
qualitative:lobs_137c25c4b1646df9e12670f2,lobs_137c25c4b1646df9e12670f2,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,8d631f64fabd03c1f1609715d1adc50f2f28cc635f7b8a12ef620277d3f26629,76,v1.1,false,5df549206806c0db4a1aa53c714e7ee3cbf0cb8041d83f6a6e7d8fceb9a7f8cd,false,false,false
qualitative:lobs_14861bf513159c968b4ed4f1,lobs_14861bf513159c968b4ed4f1,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,74f5732dbaf114145af3496ef38c1991000cd21514c0a74914504859a5484ece,56,v1.1,false,ec05705b4cdbe61c20b813e4c5e73fec039892b6da185cb0b935a7035d22b8d7,false,false,false
qualitative:lobs_14b21c0930fb05307f925a88,lobs_14b21c0930fb05307f925a88,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,27fa947ce2fc31ef41f356296648d69aef86f23d89c8e17a7dabe2cbf94136ac,47,v1.1,false,a3fdb9136a7614c45222499f6b1e9207070a778a56d16c626a0508a9c962a88e,false,false,false
qualitative:lobs_15067fe514e0c804701b7c69,lobs_15067fe514e0c804701b7c69,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,4f60669d259145a5eb6a43613f72086eb021a2bd1bc2b8b828dd03f20431b237,72,v1.1,false,fb1a0349d0b7f44f23f5364e9deb035bf78693eb8c05989d4960200330b28ccd,false,false,false
qualitative:lobs_1542090aec0ae417a714cb2e,lobs_1542090aec0ae417a714cb2e,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,7ed10ce63e6911a4bcef07ad84342e82a01b41f714bf084ff36221314e3c2a6a,87,v1.1,false,774558d97e38463fcfb5b89f01b5ffcac702b1aaaf1f5d8a02f9ae9cf6f537de,false,false,false
qualitative:lobs_154a91a7063a07ac5e9c604b,lobs_154a91a7063a07ac5e9c604b,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,4f2662e8d4bc414a248fa3faeb3446683f244c660564671ea257308043cde17e,47,v1.1,false,ddaca72be60309a9b9cc0dba95c75b0f4ea5a3223ee3d9066597e8984d5d0ed7,false,false,false
qualitative:lobs_159e2081db9609dda3b11098,lobs_159e2081db9609dda3b11098,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,91cd255b829087b6542594d08222924c00de050b9faae5315f22f842ae101331,78,v1.1,false,b723f4bf02e0cf463e5a01552d646f4286d008163617e328474bdb681b7d2055,false,false,false
qualitative:lobs_163bb32f3c7268e2f28e76ea,lobs_163bb32f3c7268e2f28e76ea,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,a14b04ffab6483810d481523b6946baa0bbe37e875601c2534ba89f941e23e6c,103,v1.1,false,049e10c80906ce2b443571e53297c8bd8da609409ab36f43db8706f9bafcd6d6,false,false,false
qualitative:lobs_167492b8c58e063c9f780333,lobs_167492b8c58e063c9f780333,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,8919d0c178ce57b418b7f0020b7732cb6a605d5502fef6eab3f4b756e5f05141,25,v1.1,false,7a7ac2bcd5562602d33c3b0af3bf919c8224aa24f4eefa683b2686c66eb89fc7,false,false,false
qualitative:lobs_169fe1f971d8b0e81b729eee,lobs_169fe1f971d8b0e81b729eee,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,a9a4ccbb90995932f5db3dbc27d25096a05761d284d91fc685036734b1274f6e,76,v1.1,false,05664e5dab71afff92820d73079f08fde56db902d97424acab98b3a52c09e1d2,false,false,false
qualitative:lobs_16dae25d828950a27b5d7574,lobs_16dae25d828950a27b5d7574,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,cdf58d593560c11c77035aa715246c504a669c2e3fca4e6809d2e87bbf471da0,62,v1.1,false,6135635da4ce94fed8bc68e06eeb28d8d94cc17f311c9def3d3de3fc95d2a4d5,false,false,false
qualitative:lobs_170ab36b18c89d3097f7bcce,lobs_170ab36b18c89d3097f7bcce,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,a85f06232074680d708e7609c797c217349ae2ef8b942f14a4f6dc0cba14adcf,81,v1.1,false,56c0d38b231d60bab48fc5a98efb2a48dd7b226c48ba8933e067783d59dac6e0,false,false,false
qualitative:lobs_17a4a95c701d27b9f2faea2e,lobs_17a4a95c701d27b9f2faea2e,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,d3f0dd088bfd11fe0ce99147ae5fc98a23ad34868cebdd5dc9cf3482d06b43ea,97,v1.1,false,f68364f9615a6e065c6cfb1d3d2f4b12b035f80ec6a0e96f18bf049a34ba489a,false,false,false
qualitative:lobs_17f59d483c418dd4610899a0,lobs_17f59d483c418dd4610899a0,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,4d82e00e9f5aefd2c7b4340c07a8bff1c1e696fb13d6d7967eb8981e4af7ed53,41,v1.1,false,f17aace7de1fe3a363eb556c322d3e0db701e5515e9c9f46b90f0e1e6157f33c,false,false,false
qualitative:lobs_183b2015c414fee3027898e5,lobs_183b2015c414fee3027898e5,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,40808ef5ee87b67f0f82979c97d84a8456e94cb05d36ff83e56015b75132ba2d,104,v1.1,false,428ae0a13d0f191d10712f74f205dd6da828bab628305cf4e80c73af11f2e4b2,false,false,false
qualitative:lobs_18f4212214cbb54d2e21f720,lobs_18f4212214cbb54d2e21f720,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,7aeb7f978dfd4411ab62ca6dc08e40352648b131bf1cac393bfb67ab128c31f3,94,v1.1,false,bc18ba8f6cf1d430b4e4bda34e2bed7d26c2a513112717d2d6cab722e0d9e93e,false,false,false
qualitative:lobs_19e13aeaceb57713ab40d13a,lobs_19e13aeaceb57713ab40d13a,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,b66088d20ef9b494a67115e38d7081c783918b0f4a8ec170f2a54be395d30ac2,94,v1.1,false,274ac60bee66a95f0e61f54a011be418ff6ab80c9b63f360e4f648c41fc44508,false,false,false
qualitative:lobs_1a6fef66ba241161bd12d02a,lobs_1a6fef66ba241161bd12d02a,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,3bd5465b22bff5e7a93ce5208d278ef193ad0b1802c467a9489e36b7d5763c57,75,v1.1,false,11dc2fc51faf72d327fcc2627db27967b49292c88aa05f54c4b698b7e64e4bfb,false,false,false
qualitative:lobs_1b5e9cfe1ec1670f9e9f0ac0,lobs_1b5e9cfe1ec1670f9e9f0ac0,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,cacb6c97f0aedf8fd4eee45e03ea75bc9337379275c4a01bb4674508de2c8fbe,91,v1.1,false,518be501017905b62c909b62c949965530bc5ea51cbab28d48af3dca7ae96bed,false,false,false
qualitative:lobs_1c4da1669fde567afd7a359a,lobs_1c4da1669fde567afd7a359a,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,c8b83457c5ecab85d70e077880fc07d7b6bb487f2ec202b04d0e01c339378754,106,v1.1,false,1ef2344cbe48ed4c19250e3cf342b6993caeff2e0c238541c77cd7cd0022b104,false,false,false
qualitative:lobs_1c8dcfc3e817ac5a5121d1ed,lobs_1c8dcfc3e817ac5a5121d1ed,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,04f80005a7f8ce8021ad32faa4ffb76866b748a1d23853d408c89c09099c8936,69,v1.1,false,de59143d7e1920a7712957da39c531c4a55a8947b9fa47a3c53de0734c76f606,false,false,false
qualitative:lobs_1cc32e05e8744817ddf06d6c,lobs_1cc32e05e8744817ddf06d6c,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,40ab2c09e260011209d74d4a246a135668a6fd53a8f9c222f6ce1e42fc001202,13,v1.1,false,e696a8fa112edaf1e2ce9dfe13770b2886d37ef4e24fc67e5d7063abd8bc5c6d,false,false,false
qualitative:lobs_1d7d158d133ce3bbd4166ed8,lobs_1d7d158d133ce3bbd4166ed8,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,a434d22975d1715dbfc1b4de1227e3535bc08423ddd2691bef97d297f424c07a,108,v1.1,false,21b8abb46a099d5aa75dd71de71844545c333d1b655927b1df49f6412d14379d,false,false,false
qualitative:lobs_1e208783a37dc94f9ae2a6bd,lobs_1e208783a37dc94f9ae2a6bd,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,e5ccae798bc30844a107d80923fb2fe0368a1a91ffacbeda0058f08b4fc184be,16,v1.1,false,d9437995781276367427c0e5e7b9730197446fc8d2d304d2e83d676c687af770,false,false,false
qualitative:lobs_20851a55680ee9e68dda3ab1,lobs_20851a55680ee9e68dda3ab1,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,9c10a83a3b7787847304f1662d1dbefe6d29bbfc25394c8a42e57df00a1f4d27,80,v1.1,true,9f5b3d774b4299f1e2e81cbdcb26d898ec8de80ea0bf62cd00400be57a0a2561,false,false,false
qualitative:lobs_20d65e665197b9e7ab2f882b,lobs_20d65e665197b9e7ab2f882b,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,bb257690dc23e4bf6d722326f40a43809d9db03180c99faabbed96b084d15009,95,v1.1,false,2602e56f8fcd2918984e9fda9ba6bc714147f26b8b2c8e9da4f0d3fd3705dc64,false,false,false
qualitative:lobs_21a5a79843616d2edbe24023,lobs_21a5a79843616d2edbe24023,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,83fa3e0cf822264de845e39738292df832dd44602cd848c77229febbafb4d981,77,v1.1,false,6df2e75a2753d49f22380f33a8db68cbd664fe1bfb5e715f39c3aaaf9feba8c9,false,false,false
qualitative:lobs_21bfe901ccc60abb29fb373d,lobs_21bfe901ccc60abb29fb373d,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,0713de39f13a417c4bbe6cb17d65eb1e165f1c3c5eb7437301a74b0c06ae77fe,85,v1.1,false,4f6644a05caae7ce2c4ec809ef2f6ce5f239e517bd918fe07a958ef3d6088e78,false,false,false
qualitative:lobs_23650e2a3d03ca4b72dc3e3a,lobs_23650e2a3d03ca4b72dc3e3a,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,8f6ca33e61297d7e46cfd4556e769a741a68a9f1803f4338ffb626e6891bf86f,28,v1.1,false,7547623439cd9a202cf005c56c67e506e266e7a5c64a29d6405b50f73ff4913a,false,false,false
qualitative:lobs_2389ac63981b11fa8981b554,lobs_2389ac63981b11fa8981b554,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,bbf2a5bcb1e330b3118b62abfdfba9fbb4fcc7281afb23c9db196c10482ea464,91,v1.1,false,4d7a050f12dd0aab4d91188284d671ba979852045fcf77af3da2ecc068d36673,false,false,false
qualitative:lobs_24d1334a7e2060d186ff5c8d,lobs_24d1334a7e2060d186ff5c8d,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,d705387435c6b3baa79eb39c101b5d37cfb352ee7cf317d133d7aa8a34268258,65,v1.1,false,0230a7ee63dca0cccd85a7030c9fb52c514ebdf5388f11ee5b6db1f3fc83c8b3,false,false,false
qualitative:lobs_24d4b840799b0808ad196e9e,lobs_24d4b840799b0808ad196e9e,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,6003a24ba558c8b36d8b09c3e46da7f66657726b4bca118d502c25374a7b95bb,42,v1.1,false,d8568b73ab1aec783a99e6b297ec624405d25d445ce015ca2c4dd6712033295f,false,false,false
qualitative:lobs_25483f7c98b248266bd5479a,lobs_25483f7c98b248266bd5479a,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,6de3688f9e7db5422667cd904ae958389918a9561fa9320c294e5411b17a5dae,90,v1.1,false,0fa099b7f8b2737444d0fd93caf95b408d750a405fb61299d89060f1f63a0f30,false,false,false
qualitative:lobs_257ab7918274831ff643e8a9,lobs_257ab7918274831ff643e8a9,qualitative_exact,gabriel_attribute_ready,true,exact_verified_span,8ad403293157aa3916657bdcef4e8ed1ee89624bbe64d4e66b3febc8aa5aad0b,96,v1.1,false,47731a7007013a53a13f4a6981620b4f410b19b57392ebbe8f07d397adaf040d,false,false,false
