evidence_id,stage,attempt,request_id,backend,model,status,schema_valid,input_chars,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_code,raw_prompt_saved,raw_response_saved
qualitative:lobs_04af2e69e65f168d8a41a8b4,live,1,resp_0168da8ac87dccf8006a6654abd8708193aa6b50e4de05733d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4495,3047,1224,4271,38.689967,,,false,false
qualitative:lobs_04f9eb5b8890fe6d4dc6eeb3,live,1,resp_0e5500647c41ccd0006a6654ac69e881978283949ed96f05af,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4470,3042,1422,4464,40.787562,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_05ed2d217cf3eb2015ec8da8,live,1,resp_086cfab9778244cf006a6654b21dd08194896183275df89b91,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4473,3039,1056,4095,43.634732,,,false,false
qualitative:lobs_05f168b6592855b18784b552,live,1,resp_0013cf10b1c46bc5006a6654b2587c81978f21bfe80067cd47,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4460,3035,1612,4647,48.611727,,,false,false
qualitative:lobs_05f932347077c338d0432940,live,1,resp_0e3efe3524f0250a006a6654b49a00819582bec5bdfda5f8c6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4500,3043,1465,4508,49.924305,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_07823ba1699c5a20b69eac86,live,1,resp_0a092bb97f10c0a4006a6654b6a93c81938af30135adb9c904,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4494,3043,1481,4524,50.753723,,,false,false
qualitative:lobs_07e6da7b57d0082cf5ef0fb1,live,1,resp_018c0fbddb587a2f006a6654b98688819781a529739a06aacf,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4492,3054,1469,4523,53.428035,StrictValidationError,positive_attribute_has_negative_controls,false,false
qualitative:lobs_080a5c596af4aded2e2024bb,live,1,resp_05c094ae7bc96f0b006a6654be82a48195b9c442f5f8f11c66,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4468,3036,1567,4603,59.198262,,,false,false
qualitative:lobs_08b2db187a40195c1ea6dc7a,live,1,resp_0a3e80364e6ada70006a6654bfcea88194b1dd536a7f5a422a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4496,3047,1195,4242,58.407853,,,false,false
qualitative:lobs_08ba3bf246af07a17259fec9,live,1,resp_02b7c6478e4cb2db006a6654c0a2148193855dedd805f75e7a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4476,3044,1640,4684,61.541125,,,false,false
qualitative:lobs_08efea99be6a889c1ff9d038,live,1,resp_01f1f9db43c9e854006a6654c34fc8819595573ff88591fb90,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4423,3033,1094,4127,61.004883,StrictValidationError,supporting_quote_not_exact_substring,false,false
qualitative:lobs_0a20cffb8ceb1d1bd67fe0e3,live,1,resp_0a8f3946225f784d006a6654c849548190b582d9c927ef6282,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4440,3036,1517,4553,73.247182,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_01cf4dde9a822739e8c3a74b,live,2,resp_0fe72a68e0fd228d006a6654d737908193a424206dc2cd445d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4579,3062,1256,4318,9.007750,,,false,false
qualitative:lobs_028611b71918af6461eeb646,live,2,resp_0fea24e89bbda1cc006a6654d7375881938aa0008a15c34251,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4591,3058,1472,4530,10.061990,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_02a7433f56918e8ac6df6a76,live,2,resp_06fa6723113d802d006a6654d733b08190a8ddb379d7467855,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4599,3069,1588,4657,10.579494,,,false,false
qualitative:lobs_02cf16b14ae780a5964de0af,live,2,resp_06ec7a10923cb537006a6654d737348197b899d7db263195ce,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4619,3068,1308,4376,9.057692,,,false,false
qualitative:lobs_04f9eb5b8890fe6d4dc6eeb3,live,2,resp_0b95abd39ffa527f006a6654e027f88197a7db856fe00cd104,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4613,3072,1570,4642,19.440538,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_05f932347077c338d0432940,live,2,resp_0d74ddbfed670de0006a6654e036b48195bfc28fa582458029,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4643,3073,1088,4161,16.834058,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_07e6da7b57d0082cf5ef0fb1,live,2,resp_012127f3c464ceb6006a6654e13500819580420270efa9199d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4635,3084,1643,4727,21.130160,,,false,false
qualitative:lobs_08efea99be6a889c1ff9d038,live,2,resp_069e8d69bfdba98f006a6654e1bb948195a46f6ef10f52c98d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4566,3063,1532,4595,20.917493,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_0a20cffb8ceb1d1bd67fe0e3,live,2,resp_08b0a49f2b77ef5a006a6654e7fafc819093071263034f31dd,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4583,3066,1179,4245,24.656426,,,false,false
qualitative:lobs_0b01ff022d0f0db2fd3d39e4,live,1,resp_0e6aee2e5cd86c23006a6654efe5c481959ea8ecb32410b9b7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4436,3037,997,4034,8.273607,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_0b2dc09a9220ded163d87b64,live,1,resp_0451078fac25c2e9006a6654efe8b88197a804a768f6ca2787,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4480,3040,1027,4067,7.612982,,,false,false
qualitative:lobs_0ba2ab07187af618deb701a1,live,1,resp_09fa2813699ee64e006a6654efe6908190bc43d83d0536a7cb,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4475,3042,1081,4123,11.153531,,,false,false
qualitative:lobs_0ca3a046bf59fc283f5f0170,live,1,resp_033ce2d9ede643ec006a6654efec3c81969b76e980e4f3feea,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4471,3038,1060,4098,7.560975,,,false,false
qualitative:lobs_0cf42a3c9837cbbde76681c3,live,1,resp_05affadb48c936ed006a6654f76f888194b13a6ecf453fe6f9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4471,3043,1327,4370,16.758249,,,false,false
qualitative:lobs_0d5423a9fc2b1796a80db643,live,1,resp_0763c6610659548b006a6654f775b88193a08d52a1b20a1076,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4499,3047,1166,4213,15.892238,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_0d9894951eb7dfbcc3747a0a,live,1,resp_0972abc1d20beb82006a6654f81e108195a6676109e5512b2e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4484,3044,1416,4460,17.960347,,,false,false
qualitative:lobs_0dafb0aeb03cbb1c3a4573fb,live,1,resp_0f8bc664695b45c3006a6654faf7d881958bc6ae3fc95262c6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4483,3045,1727,4772,22.772882,,,false,false
qualitative:lobs_0dffa1fec27f5d8a9a38aa1f,live,1,resp_0ee19fdfdbf144e3006a6654ffb8808194924c4e549523016f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4507,3046,1547,4593,26.322392,,,false,false
qualitative:lobs_0e10b5a23bbbcaa59c0790d7,live,1,resp_0f396b682ed41739006a6655009dc48195a3a42829e556acf8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4482,3043,1389,4432,26.611237,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_0ea1e6031f1122e4a19f7e7f,live,1,resp_0f3dade7b246e30c006a665501c590819395438fa368642c5f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4453,3037,995,4032,25.113810,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_105175a47d0bf328006c847a,live,1,resp_04296cf525c2a3f9006a665506a154819399cb2c8166e1a449,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4479,3039,1445,4484,32.806500,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_112c6e115bf289353e12bd94,live,1,resp_02ef40af669edaed006a66550aad608197b297d0219fc4dee9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4418,3033,1577,4610,48.276467,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_11b9469f7e488b96f3668b4b,live,1,resp_0a3cda818b5dd52e006a66550a296c8195bcbf424166b7ae93,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4497,3042,1609,4651,37.086951,,,false,false
qualitative:lobs_121d30790a9396212fff0b3c,live,1,resp_0ffbb989febda41f006a66550a6af881949d4b9abb138980f0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4423,3032,994,4026,33.597453,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_12744d8decb3d5913fd5c27d,live,1,resp_0dfdb409d7a651ae006a665510ac9481959f0159e713fd1784,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4435,3034,1554,4588,43.660848,,,false,false
qualitative:lobs_12e39c748e2ff93788fd98cd,live,1,resp_095ba231f51544c8006a665511678c8193afc80ab9ce416d46,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4483,3050,1711,4761,44.890381,,,false,false
qualitative:lobs_1354b624c86e695a74ab7e12,live,1,resp_0ef5ccc10ad5dd56006a665514e808819683b060388b145960,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4496,3044,1433,4477,46.834387,,,false,false
qualitative:lobs_137c25c4b1646df9e12670f2,live,1,resp_0a4c2103aaeb65cf006a66551b8efc819496e77f6582bdda77,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4474,3043,1495,4538,54.103716,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_14861bf513159c968b4ed4f1,live,1,resp_0ee2f8926f6c2428006a66551cb48c8196990675d7aa226c7f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4454,3033,1472,4505,55.026431,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_14b21c0930fb05307f925a88,live,1,resp_051168853194ba01006a66551f2b488194a2d809651815b59d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4445,3032,1226,4258,76.840192,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_15067fe514e0c804701b7c69,live,1,resp_02e430ce8cfe59c3006a6655201e1081909f909f0bd0399c52,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4470,3040,1092,4132,56.326538,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_1542090aec0ae417a714cb2e,live,1,resp_036c58b02f6919d5006a665525fb7c8195a6ebe8a8e87f2b82,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4485,3043,1569,4612,65.018197,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_154a91a7063a07ac5e9c604b,live,1,resp_04ab84161874f072006a665526d42c8195a71e9d8afacaff9f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4445,3033,1447,4480,65.187215,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_159e2081db9609dda3b11098,live,1,resp_06788369a1b129bd006a66552824e081978aa3c47b6f142bf5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4476,3038,1124,4162,64.450018,StrictValidationError,supporting_quote_not_exact_substring,false,false
qualitative:lobs_0b01ff022d0f0db2fd3d39e4,live,2,resp_044760b8c581d4d3006a66553cc65881979c32b216e8bcd654,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4579,3067,1037,4104,7.612352,,,false,false
qualitative:lobs_0d5423a9fc2b1796a80db643,live,2,resp_02c8f0b5b9cf22c1006a66553cbad0819797a7bcb53c566221,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4642,3077,1083,4160,7.755422,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_0e10b5a23bbbcaa59c0790d7,live,2,resp_089e863a5e83cdd1006a66553cbfa881949fe9b1a2772bf175,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4625,3073,1520,4593,10.491746,,,false,false
qualitative:lobs_0ea1e6031f1122e4a19f7e7f,live,2,resp_0f7729c883ca242d006a66553cb7c88195ada9dfe53051dfa0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4596,3067,1039,4106,7.547248,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_105175a47d0bf328006c847a,live,2,resp_05f4adbc02eba0bd006a6655443cc88197b5ab8799b0a73f05,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4622,3069,941,4010,14.452049,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_112c6e115bf289353e12bd94,live,2,resp_063fd0ae954bb269006a6655444c808194a9d19117372492b5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4561,3063,1571,4634,20.129634,,,false,false
qualitative:lobs_121d30790a9396212fff0b3c,live,2,resp_0dbabb518f810a36006a6655447f788197a2474245a5dc1094,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4566,3062,1653,4715,19.312137,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_137c25c4b1646df9e12670f2,live,2,resp_0cf69f57a08ad73c006a665547370881938f6d8e1bc9b75384,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4617,3073,1610,4683,21.825897,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_14861bf513159c968b4ed4f1,live,2,resp_0b5f85fde4ff0e91006a66554b33848196b60bee7a0123b1bd,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4597,3063,1512,4575,25.140963,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_14b21c0930fb05307f925a88,live,2,resp_0a3a04d860f6991d006a665550062c81969c4ca6fe244e7982,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4588,3062,1036,4098,27.506014,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_15067fe514e0c804701b7c69,live,2,resp_0fa7d9adc958dafb006a665550d9b88193bea76d4874a7cb0e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4613,3070,1456,4526,32.424183,,,false,false
qualitative:lobs_1542090aec0ae417a714cb2e,live,2,resp_09e9e966d998a96f006a6655527fc481968a9f0a77253260e5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4628,3073,1187,4260,31.012295,,,false,false
qualitative:lobs_154a91a7063a07ac5e9c604b,live,2,resp_066ece33a5ba8a99006a665555cdfc8190b510535c5f20400c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4588,3063,1343,4406,34.956635,StrictValidationError,supporting_quote_not_exact_substring,false,false
qualitative:lobs_159e2081db9609dda3b11098,live,2,resp_06957f489d756c2d006a6655583b1481959061980ae53e0c67,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4619,3068,1859,4927,40.602776,,,false,false
qualitative:lobs_028611b71918af6461eeb646,live,1,resp_099b788e1499c979006a6655a20e848195a27a84c8e9255021,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4448,3028,930,3958,7.076755,,,false,false
qualitative:lobs_04f9eb5b8890fe6d4dc6eeb3,live,1,resp_0ea3c53e481fe855006a6655a20e2881979eb84134c8037612,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4470,3042,1553,4595,10.950366,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_05f932347077c338d0432940,live,1,resp_03622c7decbc6124006a6655a20d688190ad9c2f99ce4ea61d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4500,3043,1072,4115,7.803066,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_08efea99be6a889c1ff9d038,live,1,resp_0c466e3ad0b0bbc6006a6655a205c081939b8a6c33fedc8137,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4423,3033,1079,4112,7.788135,StrictValidationError,supporting_quote_not_exact_substring,false,false
qualitative:lobs_0d5423a9fc2b1796a80db643,live,1,resp_056569eaaee83790006a6655a8d2748194866a54875745e673,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4499,3047,1563,4610,17.513498,,,false,false
qualitative:lobs_0ea1e6031f1122e4a19f7e7f,live,1,resp_0a53a8c1fe4e32d7006a6655a9bd8c819686e332b134017436,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4453,3037,1023,4060,15.078922,,,false,false
qualitative:lobs_105175a47d0bf328006c847a,live,1,resp_0fa9bf6878a9e913006a6655a9bcf08195a0b8bee8edcec3b6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4479,3039,1305,4344,16.906559,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_121d30790a9396212fff0b3c,live,1,resp_0c05f7ccf86982ae006a6655ace33c81938e9c715ca6e9d0ff,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4423,3032,1092,4124,18.888460,,,false,false
qualitative:lobs_137c25c4b1646df9e12670f2,live,1,resp_0992f03f3d5b7a02006a6655b10ad88196bcedde175b22c914,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4474,3043,1404,4447,24.720528,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_14861bf513159c968b4ed4f1,live,1,resp_047e05ec958ac40d006a6655b2db7881949a875ac1b598e4aa,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4454,3033,984,4017,24.080498,,,false,false
qualitative:lobs_14b21c0930fb05307f925a88,live,1,resp_020c80db79e83a71006a6655b373188194a315a405fd04e9fd,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4445,3032,1461,4493,27.775694,,,false,false
qualitative:lobs_154a91a7063a07ac5e9c604b,live,1,resp_0f46aa7172084a83006a6655b4d6488194af36968a40200460,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4445,3033,1525,4558,29.466877,,,false,false
qualitative:lobs_163bb32f3c7268e2f28e76ea,live,1,resp_0c45ea42e0d91fef006a6655ba0d98819483d78dcc915aab16,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4501,3047,1444,4491,34.247821,,,false,false
qualitative:lobs_167492b8c58e063c9f780333,live,1,resp_033d97970c0bdc99006a6655baa73c81938a9847563de811f6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4423,3032,1572,4604,35.660342,,,false,false
qualitative:lobs_169fe1f971d8b0e81b729eee,live,1,resp_09832249ac80c692006a6655bdb84c81958ea00ed524f9dc94,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4474,3041,1075,4116,35.572151,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_16dae25d828950a27b5d7574,live,1,resp_01ad673cc9b205ef006a6655bf77608196be1badcd12cdf424,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4460,3034,966,4000,36.756375,,,false,false
qualitative:lobs_170ab36b18c89d3097f7bcce,live,1,resp_03efcf6dd88b742a006a6655c42ee88197be5cce5b8d9c5cca,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4479,3041,1398,4439,43.875208,,,false,false
qualitative:lobs_17a4a95c701d27b9f2faea2e,live,1,resp_0998e77e50aec532006a6655c580a88194a9eb77d3dc1af0e5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4495,3052,1313,4365,44.551732,,,false,false
qualitative:lobs_17f59d483c418dd4610899a0,live,1,resp_0c798ccfb2f2f9d4006a6655c5a29c8195b2821fb62c2a5b43,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4439,3031,1005,4036,42.918822,,,false,false
qualitative:lobs_183b2015c414fee3027898e5,live,1,resp_01ee4f044a389f68006a6655c6b0088197871d7bcd991f95e7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4502,3045,1608,4653,47.815150,,,false,false
qualitative:lobs_18f4212214cbb54d2e21f720,live,1,resp_082455e8d027e154006a6655ccde2081969c6a18a30d98aad3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4492,3039,1428,4467,53.033002,,,false,false
qualitative:lobs_19e13aeaceb57713ab40d13a,live,1,resp_028481ef18241ae1006a6655cdcff8819483d02675553432c7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4492,3045,1530,4575,54.425387,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_1a6fef66ba241161bd12d02a,live,1,resp_0bec449b56f5b4a4006a6655ce8e88819398c0348ca7f7115a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4473,3037,1517,4554,55.088109,,,false,false
qualitative:lobs_1b5e9cfe1ec1670f9e9f0ac0,live,1,resp_06831249a7adf03b006a6655d1be908197be2d11826ac40b82,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4489,3048,1606,4654,58.788637,,,false,false
qualitative:lobs_1c4da1669fde567afd7a359a,live,1,resp_0ede0c6bbbd283a5006a6655d6f9b88197bf87238a685713b4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4504,3048,1119,4167,61.097145,StrictValidationError,supporting_quote_not_exact_substring,false,false
qualitative:lobs_04f9eb5b8890fe6d4dc6eeb3,live,2,resp_093e169033c90917006a6655df1de88190bfd0a842282f27a0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4613,3072,1070,4142,7.626906,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_05f932347077c338d0432940,live,2,resp_03e0586c81a15acf006a6655df24008197b5aa268a36d440f3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4643,3073,1246,4319,8.941500,,,false,false
qualitative:lobs_08efea99be6a889c1ff9d038,live,2,resp_0dbd061b44dad178006a6655df2c2481939450218f1ce76d01,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4566,3063,1611,4674,10.957385,,,false,false
qualitative:lobs_105175a47d0bf328006c847a,live,2,resp_03e3860131672fa7006a6655df22d88190b10da92d0c293c23,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4622,3069,1182,4251,8.290473,StrictValidationError,supporting_quote_not_exact_substring,false,false
qualitative:lobs_137c25c4b1646df9e12670f2,live,2,resp_0aee4fef6ce41c08006a6655e6aed08194a907912a9849559c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4617,3073,1668,4741,18.952104,,,false,false
qualitative:lobs_169fe1f971d8b0e81b729eee,live,2,resp_047d88f39fb68e36006a6655e757448196800a406eda92a8ad,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4617,3071,1632,4703,19.406849,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_19e13aeaceb57713ab40d13a,live,2,resp_05b144d3b067531e006a6655e7fb408197a68a27c3976ca4d9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4635,3075,1510,4585,19.332832,StrictValidationError,weak_attribute_controls_invalid,false,false
qualitative:lobs_1c4da1669fde567afd7a359a,live,2,resp_04181bc283aaa60e006a6655ea03908193b1afd0fabfd3d2e4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4647,3078,1480,4558,21.074286,,,false,false
qualitative:lobs_1c8dcfc3e817ac5a5121d1ed,live,1,resp_01ef01059a3174d2006a6655f43cdc81979c372391c02ffa33,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4467,3039,1239,4278,9.017272,,,false,false
qualitative:lobs_1cc32e05e8744817ddf06d6c,live,1,resp_0c7c815149b249bd006a6655f4339081908abb7fa9c27eccbe,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4411,3029,1030,4059,7.367590,,,false,false
qualitative:lobs_1d7d158d133ce3bbd4166ed8,live,1,resp_060dd9574803b5cb006a6655f433c081938f5abed825692b68,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4506,3046,1567,4613,10.916390,,,false,false
