extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,disposition,page_relationship,bounded_evidence_pointer,confidence,reason_codes,short_rationale,qa_status,cumulative_cohort,source_seed_observation_id,qa_original_status,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_provisional_lane,targeted_qa_reference_id,source_quantitative_observation_id,targeted_qa_resolution_ids,targeted_qa_resolution_classification,targeted_qa_resolution_status,targeted_qa_reason_codes,targeted_qa_source_observation_id,active_in_qa_corrected_lane
cex_577e27c59d49a4a92f1f3141,doc_d864adbc0d9991e1d2f0abfd,ttd_fda69e2effc1261fa0a675a3,sr_25abe17239ee324d8dc902a2,NSCQ-WA-20260720-0057,WA,Olympia,CITY OF OLYMPIA,non_safety,cba,reference_only,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0030_sr_25abe17239ee324d8dc902a2.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0030_sr_25abe17239ee324d8dc902a2.pdf#page=7|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0030_sr_25abe17239ee324d8dc902a2.pdf#page=25,low,NO_VISIBLE_BASE_PAY_VALUES_IN_PACKET|OBSERVED_ONLY_REFERENCE_TO_SEMI_MONTHLY_,This page packet contains union-security and payroll-deduction mechanisms (dues/fees and a program checkoff) but no specific compensation amounts or rates for wages.,needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_77917f4710ae44e6d48669d9,doc_1f9af28d7a11ac3c876ad9c0,ttd_906b021f6202f97068bfa002,sr_10855d29dc8ada491f3305b9,NSCQ-WA-20260720-0066,WA,Redmond,CITY OF REDMOND,non_safety,cba,reference_only,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0458_sr_10855d29dc8ada491f3305b9.pdf#page=1|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0458_sr_10855d29dc8ada491f3305b9.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0458_sr_10855d29dc8ada491f3305b9.pdf#page=9|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0458_sr_10855d29dc8ada491f3305b9.pdf#page=13|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0458_sr_10855d29dc8ada491f3305b9.pdf#page=21|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0458_sr_10855d29dc8ada491f3305b9.pdf#page=36|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0458_sr_10855d29dc8ada491f3305b9.pdf#page=37,low,W1,No explicit pay/rate amounts or COLA/pay plan values are visible in the provided packet; only a truncated sick-leave payout mention appears adjacent to other non-compensation clauses.,needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_2a20ee0789c3d02fbb00b0f5,doc_4aae3602b2cf5cb4fc34d8a6,ttd_d39130f9ae0287e277b16cdd,sr_15787f98453242eb29be1935,NSCQ-WA-20260720-0232,WA,Sumner,CITY OF SUMNER,non_safety,cba,reference_only,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0069_sr_15787f98453242eb29be1935.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0069_sr_15787f98453242eb29be1935.pdf#page=10|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0069_sr_15787f98453242eb29be1935.pdf#page=15|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0069_sr_15787f98453242eb29be1935.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0069_sr_15787f98453242eb29be1935.pdf#page=24,low,VACATION_LEAVE_SCHEDULE_PRESENT|ARBITRATION_BACKPAY_LIMIT_TOKEN_PRESENT|PROMOTION_TRIAL_AND_CLASSIFICATION_TIMEL|TUITION_TECH_SCHOOLING_AND_FEES_FUNDING|CDL_REIMBURSEMENT_LIMITS_TOKEN,"Provided pages contain leave accrual amounts, limited arbitration back-pay remedy magnitude, and non-base education/reimbursement provisions; no base wage amounts or rates are visible.",needs_review,corrected_500_seed,,needs_review,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex_dcde5ff6595c223cf030514b,doc_b1f6ebbfba86ec71a31a675f,ttd_2ff966f982e0c73c74c45c5f,sr_a3256864fa59e9d63e6e6082,NSCQ-WA-20260720-0112,WA,Tumwater,CITY OF TUMWATER,non_safety,cba,exclude,no_candidate_page,,unknown,NO_COMPENSATION_TERMS_VISIBLE|ONLY_COVER_PAGE_AGREEMENT_DATES,"Page 1 is an agreement cover showing parties and contract dates (no wage rates, steps, grades, increases, or compensation mechanisms).",excluded_provisional,corrected_500_seed,,excluded_provisional,not_in_targeted_queue,not_applicable,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex1000_cee7f90a88d41a5c0cf72655,doc_fbfa7d75badef153b82485c0,ttd_6fae41287d8040d80440df06,sr_168e273bffef66ba4f59c5ef,NSCQ-CA-20260720-0259,CA,Alhambra,CITY OF ALHAMBRA,police,cba,reference_only,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0107_sr_168e273bffef66ba4f59c5ef.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0107_sr_168e273bffef66ba4f59c5ef.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0107_sr_168e273bffef66ba4f59c5ef.pdf#page=13|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0107_sr_168e273bffef66ba4f59c5ef.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0107_sr_168e273bffef66ba4f59c5ef.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0107_sr_168e273bffef66ba4f59c5ef.pdf#page=35|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0107_sr_168e273bffef66ba4f59c5ef.pdf#page=36,unknown,INSUFFICIENT_VISIBLE_DATA,"The provided page snippets only show a table of contents and incomplete salary text without any visible base-wage figures, rates, or fully stated compensation mechanisms; therefore no structured provisional compensation observations can be extracted from this packet.",needs_review,new_500_scale,,needs_review,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex1000_7813100cc7a45785a490f6b9,doc_89c1351310f464920fd2e32c,ttd_f7d1306b8fb25c7b8744aa49,sr_05e49daef966cdb39ce49b6f,NSCQ-CA-20260720-0498,CA,Burlingame,CITY OF BURLINGAME,police,cba,reference_only,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0171_sr_05e49daef966cdb39ce49b6f.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0171_sr_05e49daef966cdb39ce49b6f.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0171_sr_05e49daef966cdb39ce49b6f.pdf#page=10|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0171_sr_05e49daef966cdb39ce49b6f.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0171_sr_05e49daef966cdb39ce49b6f.pdf#page=19|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0171_sr_05e49daef966cdb39ce49b6f.pdf#page=21,low,NO_VISIBLE_COMPENSATION_AMOUNTS_OR_FORMO,"The provided bounded page snippets show a memo/MOU structure and a table of contents, but no visible base-wage figures, salary schedule entries, effective-date mechanics, or non-base wage/benefit terms with values or rules.",needs_review,new_500_scale,,needs_review,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex1000_3c327aedcc29116db0a07b78,doc_71884da261dc2450cff313d9,ttd_55643088497edea7ef89a3d6,sr_971a45ac9c2b965b60955af2,NSCQ-CA-20260720-0479,CA,Morgan Hill,CITY OF MORGAN HILL,police,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0451_sr_971a45ac9c2b965b60955af2.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0451_sr_971a45ac9c2b965b60955af2.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0451_sr_971a45ac9c2b965b60955af2.pdf#page=8|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0451_sr_971a45ac9c2b965b60955af2.pdf#page=15|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0451_sr_971a45ac9c2b965b60955af2.pdf#page=17,unknown,NO_VISIBLE_BASE_WAGE_VALUES_OR_RULE_TEXT|ONLY_TABLE_OF_CONTENTS_OR_SECTION_REFERN,"This page packet contains only document period/title and a table-of-contents style list of section headings (e.g., Salary sections, retention step, benefits), but no visible salary/rate values, formulas, or implementation rules to structure compensation evidence.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex1000_ee3e89940cfffa03bbe9ba93,doc_254eff58bfbaab5c3cac0282,ttd_e3e9f21f009ab299f7d0faba,sr_26cb74d052ec422e5bed9236,NSCQ-CA-20260720-0585,CA,Pleasant Hill,CITY OF PLEASANT HILL,police,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0114_sr_26cb74d052ec422e5bed9236.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0114_sr_26cb74d052ec422e5bed9236.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0114_sr_26cb74d052ec422e5bed9236.pdf#page=12|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0114_sr_26cb74d052ec422e5bed9236.pdf#page=25|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0114_sr_26cb74d052ec422e5bed9236.pdf#page=48,unknown,NO_VISIBLE_BASE_COMPENSATION_AMOUNTS_IN_,"The provided page packet excerpts are limited to a memorandum cover/TOC and general article headings, with no specific salary schedule figures or pay mechanism language/terms visible to structure as compensation evidence.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex1000_80b9c29b4c01af5520ced380,doc_41eda9ec58b801afead4868f,ttd_d6090b72e20d86860d0cb193,sr_4195ddcae3010cf1c5cf0034,NSCQ-CA-20260720-0120,CA,Richmond,CITY OF RICHMOND,fire,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0426_sr_4195ddcae3010cf1c5cf0034.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0426_sr_4195ddcae3010cf1c5cf0034.pdf#page=8|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0426_sr_4195ddcae3010cf1c5cf0034.pdf#page=15|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0426_sr_4195ddcae3010cf1c5cf0034.pdf#page=29|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0426_sr_4195ddcae3010cf1c5cf0034.pdf#page=35|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0426_sr_4195ddcae3010cf1c5cf0034.pdf#page=63,unknown,NO_VISIBLE_COMPENSATION_AMOUNTS_OR_MECHS|PACKET_PAGES_SHOW_TABLE_OF_CONTENTS_AND_,"The provided page packet does not contain any visible base-wage figures, wage-change formula/mechanism language, or non-base compensation terms; it mainly includes headings/TOC and grievance/procedural text.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex1000_c2fd75f0f2204f109d4ee4f5,doc_b52f7882cbb8a8242c2d6858,ttd_4c528de738d8481c2d1ce42b,sr_b27d32490ac4758637992755,NSCQ-CA-20260720-0011,CA,San Francisco,CITY AND COUNTY OF SAN FRANCISCO,police,cba,exclude,no_candidate_page,,unknown,PAGE_CONTAINS_ONLY_MOU_IDENTIFICATION_DA,"Only the MOU title and contract period (July 1, 2018–June 30, 2021) are visible; no base-wage, wage mechanism, or non-base compensation terms appear.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex1000_72002fc31f049f41981822fc,doc_36f5c74ce3f91429f0db4deb,ttd_0684be586265b493a7fd6dbf,sr_7c305b98ecd9df75738cad09,NSCQ-CA-20260720-0055,CA,Santa Barbara,CITY OF SANTA BARBARA,fire,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0105_sr_7c305b98ecd9df75738cad09.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0105_sr_7c305b98ecd9df75738cad09.pdf#page=5|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0105_sr_7c305b98ecd9df75738cad09.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0105_sr_7c305b98ecd9df75738cad09.pdf#page=21|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0105_sr_7c305b98ecd9df75738cad09.pdf#page=23,unknown,BOUNDARY_PACKET_CONTAINS_TABLE_OF_CONTN0,"The provided pages list article/section titles (table of contents and exhibit/implementation headings) but do not display any actual base wage amounts, formulas, effective dates, or wage-related mechanism text tied to compensation.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex1000_cfb6f3f1f4448bf0e589fbe9,doc_9eb95f409f399b8b46aac610,ttd_b2020c55f64b1bd62bc1eab7,sr_9867f201836962b8705b6850,NSCQ-CA-20260720-0339,CA,Santa Cruz,CITY OF SANTA CRUZ,non_safety,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0266_sr_9867f201836962b8705b6850.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0266_sr_9867f201836962b8705b6850.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0266_sr_9867f201836962b8705b6850.pdf#page=21|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0266_sr_9867f201836962b8705b6850.pdf#page=31|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0266_sr_9867f201836962b8705b6850.pdf#page=41|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0266_sr_9867f201836962b8705b6850.pdf#page=46|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0266_sr_9867f201836962b8705b6850.pdf#page=51|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0266_sr_9867f201836962b8705b6850.pdf#page=90,unknown,BOUNDING_PACKET_PAGES_CONTAIN_NO_VISIBLE|NO_EXTRACTABLE_BASE_WAGE_VALUE_TOKENS|REFERENCES_TO_HOURLY_RATE_OR_ANNUAL_SALU,"The visible text in the provided page packet does not include any extractable base-wage amounts/steps/rates or wage-setting mechanics; references to payroll information (e.g., hourly rate/annual salary) appear only as data fields for payroll deduction administration, not as compensation provisions.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex1000_12d733cc963ef165a90b8805,doc_c33ba5b462b94a0822ac8973,ttd_5add9283655ede20a4a32c0d,sr_53b9111b7b3849636bc9d5cd,NSCQ-CA-20260720-0328,CA,South San Francisco,CITY OF SOUTH SAN FRANCISCO,fire,cba,exclude,unknown,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0155_sr_53b9111b7b3849636bc9d5cd.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0155_sr_53b9111b7b3849636bc9d5cd.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0155_sr_53b9111b7b3849636bc9d5cd.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0155_sr_53b9111b7b3849636bc9d5cd.pdf#page=22|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0155_sr_53b9111b7b3849636bc9d5cd.pdf#page=25|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0155_sr_53b9111b7b3849636bc9d5cd.pdf#page=27,low,BOUNDARY_PACKET_CONTAINS_ONLY_TABLE_OF_P,"The provided pages are only a cover/TOC-like listing of article titles and section references; no visible wage amounts, rates, or compensation mechanism terms are included to extract structured compensation evidence.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex1000_f6edada3b0ea56df285c634d,doc_a5864ceb102ef55343c9892b,ttd_32225f28528bb5717d3d1306,sr_0a95718255cfc0b461dd78ae,NSCQ-CA-20260720-0327,CA,South San Francisco,CITY OF SOUTH SAN FRANCISCO,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0227_sr_0a95718255cfc0b461dd78ae.pdf#page=6|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0227_sr_0a95718255cfc0b461dd78ae.pdf#page=11|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0227_sr_0a95718255cfc0b461dd78ae.pdf#page=17|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0227_sr_0a95718255cfc0b461dd78ae.pdf#page=22|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0227_sr_0a95718255cfc0b461dd78ae.pdf#page=25,unknown,BOUNDING_PACKET_CONTAINS_ONLY_TABLE_OF_2,"Provided pages appear to be memorandum/contract table-of-contents and surrounding headings without any visible wage amounts or compensation mechanism terms, so no provisional base-wage or mechanism evidence can be extracted.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex1000_7e4a70be6c94a7989fd04113,doc_a70fac852b4d09f5a4c3d17f,ttd_3b7fe2bfd822fe49757e416e,sr_b3acee34751b52fc6f446e9d,NSCQ-CA-20260720-0308,CA,Yuba City,CITY OF YUBA CITY,fire,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0116_sr_b3acee34751b52fc6f446e9d.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0116_sr_b3acee34751b52fc6f446e9d.pdf#page=4|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0116_sr_b3acee34751b52fc6f446e9d.pdf#page=14|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0116_sr_b3acee34751b52fc6f446e9d.pdf#page=16,low,BOUNDARY_PACKET_CONTAINS_ONLY_TABLE_OF_0,"The provided bounded page packet includes table-of-contents/section headings and no visible wage terms, rate/step/grade/pay values, or mechanism language with enforceable compensation details.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex1000_f5c2a6e13d58a1a50690addf,doc_b742a53f2b759d60de779ded,ttd_a1e7dfeb97f2d41eb0b4b63a,sr_2e657da25b74aef1a0748196,NSCQ-FL-20260720-0057,FL,Miami Gardens,CITY OF MIAMI GARDENS,non_safety,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0107_sr_2e657da25b74aef1a0748196.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0107_sr_2e657da25b74aef1a0748196.pdf#page=18|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0107_sr_2e657da25b74aef1a0748196.pdf#page=36|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0107_sr_2e657da25b74aef1a0748196.pdf#page=44,unknown,NO_BASE_WAGE_COMPENSATION_EVIDENCE_IN_BN|ONLY_COMMUNITY_BENEFIT_ALLOCATION_AND_DA|NOT_IDENTIFIED_AS_COMPENSATION_COMPONENT,"The packet contains city council agenda/resolution text about community benefit account allocations and donations, with no visible base wage, wage-rate, or wage-related mechanism for employment compensation.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex1000_5f6d8c9a0d7cd2d007df7590,doc_c75c257f9e7377285ff9cf24,ttd_264d23ecfa79e80030abc437,sr_fdc049d79fcbb685d3bf9668,NSCQ-FL-20260720-0056,FL,Miami Gardens,CITY OF MIAMI GARDENS,police,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0130_sr_fdc049d79fcbb685d3bf9668.pdf#page=2|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0130_sr_fdc049d79fcbb685d3bf9668.pdf#page=16|tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0130_sr_fdc049d79fcbb685d3bf9668.pdf#page=31,unknown,NO_BASE_WAGE_COMPENSATION_EVIDENCE|NO_COMPENSATION_MECHANISM_OR_NON_BASE_WA|PAGE_CONTENT_RELATES_TO_LOBBYIST_REG_FEE|PAGE_CONTENT_RELATES_TO_EVENT_FISCAL_INK,"The provided pages contain a lobbyist registration fee and city event/support budget amounts, with no police pay, wage rates, salary/steps, or compensation mechanisms.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true
cex1000_25f374955e93bc9a4aee20b8,doc_0ff29aa265967154ba40cea1,ttd_54dc40d909365436dbe6d78d,sr_791bdfab07c7d436a5529b92,NSCQ-IL-20260720-0232,IL,Algonquin,VILLAGE OF ALGONQUIN,non_safety,cba,exclude,no_candidate_page,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0243_sr_791bdfab07c7d436a5529b92.pdf#page=1|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0243_sr_791bdfab07c7d436a5529b92.pdf#page=94|tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0243_sr_791bdfab07c7d436a5529b92.pdf#page=117,unknown,B0,"This page packet contains agenda/budget amendment content and a resolution reference to approving a collective bargaining agreement, but no visible base-wage amounts, grades/steps, or wage-setting/mechanism terms are provided.",excluded_provisional,new_500_scale,,excluded_provisional,pending_1000_qa,pending,,,true,,,,not_in_targeted_queue,not_applicable,,,true
