request_phase,extraction_case_id,gabriel_request_id,gabriel_backend,gabriel_model,request_status,schema_valid,prompt_sha256,prompt_chars,input_page_count,input_text_chars,input_image_count,input_image_bytes,raw_prompt_saved,raw_response_saved,encoded_image_saved,response_sha256,response_chars,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_message,credential_value_saved,authorization_header_saved
live_remaining,cexrem_058b6d1546a652696ceada65,resp_0ff8adfed212eb64006a655ed9aaac8197811efad001a0e63d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,298e7953a759267c1e0dd4b9f4e55d3fa89cf35e98d82bbe6cb1f1f1bb3bbef1,10276,6,5994,0,0,false,false,false,626952fa32ebd63b62ac76e8e2df06bf35b347116d93d1b20b22711b0d819bd2,2405,2794,831,3625,51.546614,,,false,false
live_remaining,cexrem_059e4767d812683ef95a5fed,resp_0c966168f1be4477006a655ee008d48190ab5c01a5e4bc0876,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e51fc216a93dd18a3560012434620c4ce4239c3d2934038d5cf2d41cab2505b3,10336,6,5998,0,0,false,false,false,a7c907933c68a697b999b59874e6175833229e2fd36efcae914d1000ef989164,591,3204,232,3436,55.084150,,,false,false
live_remaining,cexrem_0602049f097d26cc6cf3a960,resp_0d87df4151684aa9006a655ee0455481959bc058d435938f87,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,33097c3ba5c897ad407d5404c3702bdcc446e43bf33fbb925e7b32bf88afbd21,5084,3,1457,3,176428,false,false,false,42d6c145231ca7af5cfc9589d5362dfc8553565def991585452ae2b88bbf6653,3289,6350,1305,7655,61.125765,,,false,false
live_remaining,cexrem_0636b633e843cdd493028599,resp_0fda4d748fdc7392006a655ee3c3e881958817694e0cbd46f6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f23050d0422dda05084ee42417c4b0ffc054eaaa9c2a7d0aace79b1d22a8fafc,10293,6,5990,0,0,false,false,false,67d5cb55af1c5fb38ec6362b742edab08e58063711bcc50889df37a6205e9c90,4222,2814,1810,4624,67.373788,,,false,false
live_remaining,cexrem_063dd66522a960f84895d42c,resp_037fafe2b3798730006a655ee9d8e4819794015d693169fd0c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7fca872c494c54aa301213fa398a691843129cc220b6a2997dbf597dfb104526,4637,1,1494,1,132173,false,false,false,a84bb2d39d9a4479c07ee05d75cd8bb64a2573136cd04653bfd4000134df5a28,617,3211,310,3521,65.290673,,,false,false
live_remaining,cexrem_06793183fc66b16266a50be9,resp_045cbbccaab6899b006a655eee304c81979c734d55d64cee86,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,3e5d557bd40fddb74a08d34a48d5c122a12bac97d248ac37bd37f34ab9318fea,9035,4,5122,4,578854,false,false,false,9a817c743fec3c2bf99da2fb05e16d0bd4d4e23d1cf27f816f15169f77cab0fe,4496,8308,2056,10364,82.927261,,,false,false
live_remaining,cexrem_068a858f024fe200e93c887e,resp_04be3bffff726fbb006a655ef0175c8196ad1d07943fa633a3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,3b1591b75afe2d2e2aab427b7c93ce924afd62f2ee35c69d7d64a9aba71c44bc,10334,6,5996,0,0,false,false,false,ea6c1cb5f036d569a146f2e8fd1764300737c35ba2c7480555b0c1422dc9f90f,2469,3190,777,3967,73.823549,,,false,false
live_remaining,cexrem_06a6c2f877d5523991bffc4e,resp_0ce81ff8a4dc323b006a655ef67e3c819485e85c9db35c8e6d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f1544c05b942c2b7cdc68bf1469ff2440c04618341f333c1c4f87fa82d6acdd7,3622,1,464,1,50970,false,false,false,e70c2597fe40117eabce1891e9fdeb0eefb5d619533a90f269481c9985281dd1,2973,3093,1072,4165,82.665817,,,false,false
live_remaining,cexrem_06c8cda9c68a90b167e7e0fd,resp_0662bb11a2218b60006a655eff73988197989c5dbf017dbc97,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,09da8975dbf0c9e24a7b0a06057876d4b4ba96ff7f3007fbf0ce05f61eb649bb,10322,6,5996,0,0,false,false,false,24ce6f338c58e3e223a3206b0f4e71cd55260a524912518b988639b845514e8b,2278,2813,717,3530,89.940124,,,false,false
live_remaining,cexrem_06fa41bf90fd22e63ae80ddf,resp_00d130d00324e971006a655f06d9d08197931a03ebf4885d4a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9f0238ef57bd7568a36b2e7009b11e90295a0622007d0879bc4473d06dd1c8c4,10296,6,5994,3,463136,false,false,false,b06ae3cbcbe2c76afc56e5987f13b012a9103720bcc1fbd9759d6e416e85e485,2925,7263,995,8258,7.634926,,,false,false
live_remaining,cexrem_0701d0f266570a34979bc903,resp_0169b507666538c4006a655f06b2f0819488086620ad44deb1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,8a7ea836a6965cb990991a735c32dbb28e000653ca68e8dc612372e31ff28e21,10285,6,5990,0,0,false,false,false,552ee6f53fa0966ddd60379f5f17bc84c1b219bfe97624904ddba54af6728a17,675,3035,285,3320,2.931557,,,false,false
live_remaining,cexrem_07d235701ae6600791a52854,resp_09d816d59e8bc3cd006a655f098fe481948152a35d9fa0c6dc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a2db1a7a6cedf4ae52fe91c3de68c38f996565213970bf8f02ce1350c16745e5,10389,6,5997,0,0,false,false,false,627c1f34e02f8c3b7796fe45f44d7c6effeeb179de122fa41e79fb0148117f55,2356,3521,856,4377,10.593603,,,false,false
live_remaining,cexrem_07d677ea9ec6c813d8f00db4,resp_03213d3f073d431d006a655f0e46dc8195a0a0dd10815aee5d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,c3a335be833ce3a35b8dd64a11c75161d2c8e2ac951c053e97f8dbf05eca2916,10316,6,5996,0,0,false,false,false,1ba57ebef99b28d47c6d23b80021add6ac1e86739ee7f3bc16830dbbd47cd66f,1482,3050,532,3582,11.837765,,,false,false
live_remaining,cexrem_07f9e3b172b378400733c169,resp_03d90aa6133f98ff006a655f114c448193935146fa4622e1f1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,40296489855edc41892b6a5e152a8aea0e1d175fea08358cd36179f715037392,10371,6,5999,0,0,false,false,false,dc01a8a66fbad3dbab699b52d59751c8df65aca21a18ca23d22b3f56b1b0d896,1994,3414,717,4131,16.135552,,,false,false
live_remaining,cexrem_0913c9f6e21143d8302dbe82,resp_0de858582a5586ae006a655f1277cc81959f1a45a1ec9ee19f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,c1d9a314c7f82190c049985765ae12c84942478b8aa85466d3babdde282e5286,10301,6,5998,0,0,false,false,false,591fc066a462940d53696e834d30400f9c15f6ddba7b5fee510bf0cd78cee3c1,1375,2830,533,3363,16.135657,,,false,false
live_remaining,cexrem_092a4b9b4cf36da03b00cac6,resp_0b2ca550382096f9006a655f16c5b881949c3ce9bb3a33e9a2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e9004c5479dc62ce5fbd8c23dfcc51e0228fe17b3f7d76ae3cb406a7e29028b7,10309,6,5998,0,0,false,false,false,6626bcf2382ed08bc9fe6992f4f4eb0452e1183eb364cb17752faf9fd53d4909,1542,3100,543,3643,20.326765,,,false,false
live_remaining,cexrem_09333daf1350b506379bd8a0,resp_0a8b354bdb4e0682006a655f16e4e88193a34193f6b2e128c6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a0d077c8afaeb5456befa3105120ed3b275c2ccec1cf77a5066ac38b124009aa,10282,6,5998,0,0,false,false,false,7bc0d2eee466de1a772c42f9258f235a76d95f2410da3abae47bd15dc300f61d,4940,3090,1429,4519,26.202460,,,false,false
live_remaining,cexrem_09402ae5404396ed4b2e505e,resp_0cf23825bc813948006a655f1af9d48193be25526ea5a3d535,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,bb470fab0e28d45a584a81188b9c54e6c6ad034888a14cae4e2b523b7fc23f4a,6339,1,772,1,81918,false,false,false,1f807195c873ac9ccedc5582edb8f5dbecfbc751c3cb5af40dc19dba226e4dc2,574,4539,191,4730,22.694769,,,false,false
live_remaining,cexrem_09fa2059d7673388bae572a4,resp_043211f18949cc60006a655f1d707481959319b871afc44855,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e49224bf996b3ca70bf9d5bc97dad6eaf505f7da34f09634776caa85852574eb,10304,6,5997,2,407525,false,false,false,26b0499e5ac4daf6a69aa85fdd0f4bdbbf11ffc34cc8c7c8aabdb73f9d692649,1347,5894,436,6330,26.719341,,,false,false
live_remaining,cexrem_0a4252b35aba6ab7b625917d,resp_0ae32c16445f5165006a655f20d90881948d9843cdf96522d9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,95d1ab126b214a3f2adb1cd7ed8111813ca01ce28b0bece9a08a8b3b495ae349,10350,6,5998,0,0,false,false,false,41d299e2b9115187d756e9747f5202b4d504484cbb66937b4e730e3191eaaad9,2914,3399,1495,4894,37.213053,,,false,false
live_remaining,cexrem_0a4b7b51c942eb9fa8e18b84,resp_067b813482fb7f19006a655f2167248195aa0365518929ab32,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ee0f013035f3f1a9e2d2df9fc08bb7bc82fcafd9f5a8ff9f993c725d6d6303d1,10994,6,5997,0,0,false,false,false,b1cd30599fffe82280c7e947b8aeff10a9aeb48a56a06818bbcd0b15c4733506,1326,3293,416,3709,30.562568,,,false,false
live_remaining,cexrem_0a6dda98ad492c588b78dfd6,resp_048fca49c686502a006a655f259a3c819490e1b86bfe801a5c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9d7e9937ebaab350ae911d349cd875c9bbc84396572e35f2efd2e3bc471b297d,10293,6,5944,0,0,false,false,false,d886db0d4b94ad653997505fc1cbb90ad9b57fc6702149b35ae87361fb355cf5,5669,3329,1855,5184,44.319412,,,false,false
live_remaining,cexrem_0a94e1766261e93981b293a8,resp_03a24fd1dd4c2160006a655f2bdd4c81909440125cf496fc56,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ead7c29d74e6fa55fd68cbc64c1284d2efa2085d5b9b1010bdf9cff3bd307907,10262,6,5998,0,0,false,false,false,b8bfa755849c25238483847a4926eb3adf3ec2727ba5dbb57f0f0d16f6764eb0,464,3056,159,3215,39.273166,,,false,false
live_remaining,cexrem_0afcebdc2ce84b4bdfbebcb8,resp_01233ff2a476241c006a655f2dfe2c819694938db8f0678a40,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,5039448639d22abbd798c5a872ecf48c383412023087e02b0beccf3d6a8492d7,10122,5,5999,3,435734,false,false,false,4ca99fd4b61fd92690cd070a1d1fa6223e2cb1d822bebcfffa424ca8be4fd6e2,2403,7196,658,7854,44.853567,,,false,false
live_remaining,cexrem_0b4996e6728af03f3a9135fe,resp_0f5f056384aab57d006a655f32f2cc81959b36e3114d2f4f61,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,cf50d74726cdbe8ae48a50ae81a2da5b575fe225ab4be559cd8ac35dfacef234,10358,6,5999,0,0,false,false,false,ae9989148d0ba8717ad4d50f92557cfbe5dcb8283f75d0c11c37f8fbb14342f1,509,2787,269,3056,46.968643,,,false,false
live_remaining,cexrem_0b4d1de0c905c0e502656083,resp_0f5e02edcfdfa639006a655f337d7c8195a5fca914c08e7d9f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,c6e9976a257477fe9ae7fe28bc77df7a9c2a3035c719c9a3d0529f2f50d5d9a7,9580,6,5182,0,0,false,false,false,61789ca047ca877f2ea35dfdc8cae5c5566cd3b1d252bc6fb93ac4ae19cd3e09,7280,3204,2651,5855,63.009615,,,false,false
live_remaining,cexrem_0bbdf83846d16e021115eeb7,resp_067e8477df9775ac006a655f35cae48195bafb69a7afaf62d2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4b7d2262f690ac14a9dc975f893c08fb46ee0deebdce9d5e59c13468f816ffc9,10385,6,5999,2,388765,false,false,false,c3807237680b9c5a2a46f2f115e81925f498ca1fe2baceee3db2df907642a82b,472,5905,163,6068,50.632282,,,false,false
live_remaining,cexrem_0c804d558eb12ad31160d0c9,resp_0ad2e805aa07e8d8006a655f393f1481979e18087b89a05efe,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a8eb0daae504646ecab47e1fb9fdf5ae566d9701b8acff521a394360383f84b4,10272,6,5997,0,0,false,false,false,db28aa3f280a4d81b25fb75b4d3353dfb2e515592ea1bb82deda47471c718e3d,3067,2917,1084,4001,58.483370,,,false,false
live_remaining,cexrem_0ca8de2147d41396f6b986ef,resp_06f4f29be2a5b15b006a655f411d708196a4a70178fc5f685c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1061a19df50ee4eca679ff61eacc627b9dee874bd278cfa4d0777e11206a70e2,4362,1,1190,1,102570,false,false,false,5e97dcb3f8f80cc06a981cec453d761f4e82a9151fa4ed90baf67c4ebc63cc7c,396,3287,174,3461,60.636443,,,false,false
live_remaining,cexrem_0ce7e7bb323a077f56c97915,resp_0fceab594ea2a00d006a655f4348308193b6eb86f0f374a17f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,5f96b718b0556247cca64281678ca5d3c93d5d093679bb449c19637fb9460c7e,10308,6,5999,0,0,false,false,false,8e871a927ed0fa7e786dfa7689ecea2a87ba59f05769e5a58ae530432a5d34d1,623,3147,325,3472,64.018135,,,false,false
live_remaining,cexrem_0d4c3e74c84659c98de41aae,resp_05175a1bc0fb93e4006a655f45aff881958a2fe41074772751,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a00c71c7826fe711c0221b4aeabbc69d4507c2290dbe2d6a0edc798a41c81110,10330,6,5999,0,0,false,false,false,bbad50db75efe7fed47b5c60965b4ae4d82a682b437feff6d875877da0f0a8c8,4921,3074,1835,4909,76.578654,,,false,false
live_remaining,cexrem_0d5fa53b153d7e2e6bc9e5e0,resp_07d2e6723f117571006a655f46a04c819389c84831910c213a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,69582b5605c8a4dd8c30f3fe7810efaa98c313d9eefb6ce55a1b958a0fc15304,10302,6,5999,0,0,false,false,false,acf727368a5f18611a1481c73a602a751b9add45d95283152d54175220c615d3,4779,3356,1845,5201,76.966458,,,false,false
live_remaining,cexrem_0d718492d16c8486a809d19b,resp_075fc9b3e5a1e22b006a655f536564819384d1d2faa40f931c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,06dadc37cffb67abb54bd1600fe89a6e046d7e756ee7683114a6138d16b93cd7,9776,4,5905,4,800622,false,false,false,dc100db8e23af0d4bc5e72ee9915970f82142fab349ca4e063ea3a90a83428a8,1594,9227,834,10061,83.545381,,,false,false
live_remaining,cexrem_0d97ba382f1526c4bc65d53f,resp_01b5d2644cceb50f006a655f539a0881969a9494ec1fbeafa7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,017bd2c9a96249ec502fbecacfb2e8cd93e78232ddb605c68562c0faa2ad2922,10343,6,5996,0,0,false,false,false,46c58e162bd2d898da83f0fa8bda389280b2dee8bcbf28dd8d8c099862e63dd1,2739,3114,1000,4114,84.477207,,,false,false
live_remaining,cexrem_0db75879d153d53c3850fe63,resp_0cc5e73fab8811dc006a655f5b34a881948120697a3c20b2ed,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,28a24df8968053693f359882f9d88bb1acdebeeeeda06bd57c9c53862034357f,10836,6,5989,0,0,false,false,false,636bbbc729595b8bfaf7cf222a3c02cbfd0ca24cb96554eef77a7cae37b9348b,565,3228,273,3501,2.822354,,,false,false
live_remaining,cexrem_0ddaa836a44705d8789fe74c,resp_0277f3f63b226474006a655f5b33e8819491099f783c6d4642,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,20606efa8054f173495d05bca05d9c120ae6c6ec5cb40d465e07c14ce7791fc7,10320,6,5999,0,0,false,false,false,7d3e72bc8fcf715c820e5c1a6e573fd1702cfe87786ce54cee0b6d86d85ed789,2907,3091,1062,4153,7.829589,,,false,false
live_remaining,cexrem_0e257dbcf905a59be2123d28,resp_085b1aacc35f9f00006a655f5df0408196a1b40ba9e97395c6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,cd491c31bd57f318ca7cdc475df4df2e73156f5869efa3fcfe4b5d3cb298d69f,10316,6,5999,0,0,false,false,false,cf2e202de8c94e7ec3eb0f48aeebbe788d846d62708a0c98360810169999d1d3,2779,3135,1073,4208,10.930057,,,false,false
live_remaining,cexrem_0e451de7d2cc071459e9925e,resp_0d7f532127589bde006a655f62fd7c81939c72d0305be7756a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0c91f499016bb79f9907e133e51e9bf28be49cb52239cb1eb99bac8469741884,10383,6,5999,0,0,false,false,false,a25969534703172a49f0ae2011ca89d836d332a7e7d11045d1929862e2c37bc2,3404,3273,1112,4385,16.213253,,,false,false
