span_id,rating_id,source_id,retained_source_id,municipality,state,region,source_family,source_title,source_locator,cba_non_cba_hint,evidence_category,exact_span_text,short_paraphrase,side_classification,rating_direction_bucket,evidence_quality_score,report_usability_bucket,line_offset,character_start_offset,character_end_offset,claim_boundary,audit_universe,market_or_comparability_pressure_strength,primary_mechanism_subtype,mechanism_subtypes,wage_pressure_pathway,audit_disposition
B4X2500SPAN-20260730-02b0263c34b4d3d24a5e3669,B4X2500-RATING-20260730-aa2a1a0de28fe40b0993d613,B4X2500LIVE-20260729-001112,B4X2500SRD-20260730-0ff7f2b7a5551af23155,Carrabassett Valley,ME,Northeast,budget_or_pay_plan,Carrabassett Valley 2026 Comp Plan (Submitted to State for Approval) - PDF,https://carrabassettvalley.gov/wp-content/uploads/2023/10/Carrabassett-Valley-2026-Comp.-Plan-Submitted-to-State-for-Approval-.pdf,non_cba_or_other_hint,market_or_comparability_context,market adjustment.,"The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,9037,389022,389041,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,market_comparability,market_comparability,external wage benchmarks or comparable jurisdictions are used to frame compensation decisions,documentary_context_only
B4X2500SPAN-20260730-13d893781ab8d73cbd1b2d27,B4X2500-RATING-20260730-30a3c3e78c4d4a3c8725be75,B4X2500LIVE-20260729-001112,B4X2500SRD-20260730-0ff7f2b7a5551af23155,Carrabassett Valley,ME,Northeast,budget_or_pay_plan,Carrabassett Valley 2026 Comp Plan (Submitted to State for Approval) - PDF,https://carrabassettvalley.gov/wp-content/uploads/2023/10/Carrabassett-Valley-2026-Comp.-Plan-Submitted-to-State-for-Approval-.pdf,non_cba_or_other_hint,market_or_comparability_context,Address Workforce Attraction and Retention through Outdoor,"The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,1071,50470,50530,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-c38c8359f420982fd41c07e6,B4X2500-RATING-20260730-5ed722f7d20a59f3b09b7c04,B4X2500LIVE-20260729-001112,B4X2500SRD-20260730-0ff7f2b7a5551af23155,Carrabassett Valley,ME,Northeast,budget_or_pay_plan,Carrabassett Valley 2026 Comp Plan (Submitted to State for Approval) - PDF,https://carrabassettvalley.gov/wp-content/uploads/2023/10/Carrabassett-Valley-2026-Comp.-Plan-Submitted-to-State-for-Approval-.pdf,non_cba_or_other_hint,market_or_comparability_context,retention of young families (e.g.,"The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,1303,58060,58093,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-ee6434ce527e6dbc419ed928,B4X2500-RATING-20260730-4793a0c0168000c103dcc2dd,B4X2500LIVE-20260729-008643,B4X2500SRD-20260730-217a613594410d15dc44,Edgecomb,ME,Northeast,wage_schedule,EDG-town-report_2023 (Fire Department compensation includes clerk/custodian line-items),https://edgecomb.org/wp-content/uploads/2024/07/EDG-town-report_2023.pdf,non_cba_or_other_hint,market_or_comparability_context,Commissioners to develop policies and practices to attract and retain employees to Lincoln County.,"The passage references market, comparison, recruitment, or retention context.",mixed,neutral_or_general,3,pi_report_supporting_example,1271,50904,51002,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,recruitment,recruitment|retention,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-14c0940e163f756f42f3a44c,B4X2500-RATING-20260730-8aacbb24ea674fadedfcb836,B4X2500LIVE-20260729-008648,B4X2500SRD-20260730-64c7dc50c2bbe740d535,Hartland,ME,Northeast,other_local_government_pay_policy,"Municipal Code of Ordinances — Town of Hartland, Maine (Adopted 3rd of May, 2025)",https://townofhartlandme.com/images/Municipal_Code_of_Ordinances1-1.pdf,non_cba_or_other_hint,market_or_comparability_context,"has been specifically notified of a longer retention period by the Town, or its designee.","The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,6170,374349,374438,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,exclude_false_positive
B4X2500SPAN-20260730-806ba316face52219fea74e5,B4X2500-RATING-20260730-c9cf7586202df72a65ae67da,B4X2500LIVE-20260729-006132,B4X2500SRD-20260730-37fac8f27c91476ac2e6,Hiram,ME,Northeast,wage_schedule,Town Report 2025,https://img1.wsimg.com/blobby/go/7f564db5-346e-4648-974c-59e836dea411/downloads/2b7745b5-08d9-47bc-a856-be763a34ca5f/2025%20Town%20Report.pdf,non_cba_or_other_hint,market_or_comparability_context,"As a community, recruiting new members for the fire departments continues to be","The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,911,28866,28946,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-41bfd3ee756179e5c1b5d2f9,B4X2500-RATING-20260730-3f387f5411e738b3bcb55831,B4X2500LIVE-20260729-006157,B4X2500SRD-20260730-2d9d0ac0d217843d143c,Phippsburg,ME,Northeast,compensation_study,"Town of Phippsburg Compensation Advisory Committee Recommendation Report/Compensation Study (January 2026) — Compensation policies, procedures, and salary/wage administration approach",https://phippsburg.com/vertical/sites/%7B80D70921-4572-4200-8876-61A701FD14B2%7D/uploads/Town_of_Phippsburg_Compensation_Report_2026.pdf,non_cba_or_other_hint,market_or_comparability_context,"The Town is experiencing some retention issues, particularly in the area of public","The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,309,17493,17576,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-4476553af275eba5f57a8284,B4X2500-RATING-20260730-f29bce84f5728a3d35411487,B4X2500LIVE-20260729-006157,B4X2500SRD-20260730-2d9d0ac0d217843d143c,Phippsburg,ME,Northeast,compensation_study,"Town of Phippsburg Compensation Advisory Committee Recommendation Report/Compensation Study (January 2026) — Compensation policies, procedures, and salary/wage administration approach",https://phippsburg.com/vertical/sites/%7B80D70921-4572-4200-8876-61A701FD14B2%7D/uploads/Town_of_Phippsburg_Compensation_Report_2026.pdf,non_cba_or_other_hint,non_base_compensation,wage or stipend that is consistent with the labor market.,The passage references a non-base compensation component for later review.,unclear,neutral_or_general,2,pi_report_context_only,238,13178,13235,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,general_market_or_staffing_context,general_market_or_staffing_context,"the record was rated as market/staffing context, but the bounded text does not establish a specific labor-market pressure pathway",exclude_false_positive
B4X2500SPAN-20260730-8de335108e0832655dddf6ba,B4X2500-RATING-20260730-5d6eb3e77c45723ab5ab87b6,B4X2500LIVE-20260729-006157,B4X2500SRD-20260730-2d9d0ac0d217843d143c,Phippsburg,ME,Northeast,compensation_study,"Town of Phippsburg Compensation Advisory Committee Recommendation Report/Compensation Study (January 2026) — Compensation policies, procedures, and salary/wage administration approach",https://phippsburg.com/vertical/sites/%7B80D70921-4572-4200-8876-61A701FD14B2%7D/uploads/Town_of_Phippsburg_Compensation_Report_2026.pdf,non_cba_or_other_hint,market_or_comparability_context,retention issues for any position.,"The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,261,14575,14610,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-d2cf027ac97fcd93ebf25b74,B4X2500-RATING-20260730-3780e436aa2c70d7861d2c99,B4X2500LIVE-20260729-006157,B4X2500SRD-20260730-2d9d0ac0d217843d143c,Phippsburg,ME,Northeast,compensation_study,"Town of Phippsburg Compensation Advisory Committee Recommendation Report/Compensation Study (January 2026) — Compensation policies, procedures, and salary/wage administration approach",https://phippsburg.com/vertical/sites/%7B80D70921-4572-4200-8876-61A701FD14B2%7D/uploads/Town_of_Phippsburg_Compensation_Report_2026.pdf,non_cba_or_other_hint,market_or_comparability_context,"Such policies and procedure can also minimize the cost of hiring, recruiting,","The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,90,4544,4622,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-61f134627e7a96e4157d2a2a,B4X2500-RATING-20260730-9efc4b8ecb0798ded039a179,B4X2500LIVE-20260729-008655,B4X2500SRD-20260730-0894e14f3ee38b12e6d8,Shapleigh,ME,Northeast,personnel_policy,Town of Shapleigh Policies (2025 Approved POLICY BOOK) — Personnel Policy Section 204 (Compensation) and job classification/appointment types,https://webgen1files1.revize.com/shapleighme/Documents/Policies/2025%20Approved%20POLICY%20BOOK.pdf,non_cba_or_other_hint,market_or_comparability_context,therefore (1) should be managed according to the applicable retention schedule under the State of,"The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,1793,93049,93147,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-41d57fb9c593d13e8ddcb8bf,B4X2500-RATING-20260730-044e78f2a62e4c811ea5193d,B4X2500LIVE-20260729-008658,B4X2500SRD-20260730-b61a21ecf68bf8ffcfa4,Solon,ME,Northeast,salary_ordinance,2023 Town Report (includes “TOWN MEETING RELATED ORDINANCES” section with VACATION ORDINANCE for full-time Town employees),https://solon.maine.gov/uploads/3.-2023-town-report-with-cover-march-2024-final-draft-.pdf,non_cba_or_other_hint,market_or_comparability_context,"This includes retention, disposition, and preservation","The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,3044,118905,118961,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-a708c43537249f31f03cfb5f,B4X2500-RATING-20260730-21bcff64bb1bfba87f68be7d,B4X2500LIVE-20260729-003677,B4X2500SRD-20260730-1da65e1de53fdae46ffd,Verona Island,ME,Northeast,wage_schedule,Verona Island Annual Town Report 2024 — “Salaries and Wages - Gross” (town officer/employee pay list for 2024),https://veroname.org/uploads/2/7/4/0/27404255/verona_town_report_2024_proof__1_.pdf,non_cba_or_other_hint,market_or_comparability_context,"percent of the state minimum wage, respectively, to improve employee retention.","The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,3383,90755,90835,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,report_usable_direct
B4X2500SPAN-20260730-10519e773c96f074029e925d,B4X2500-RATING-20260730-10ffe5a506d7633733c0aaca,B4X2500LIVE-20260729-002886,B4X2500SRD-20260730-1ff3386443cecc92c1f7,Allendale charter,MI,Midwest,cba,Resolution 2025-09: Wage Movement & Annual Wage Evaluation Policy,https://allendalemi.gov/wp-content/uploads/2025/10/10-13-2025-Board-Packet.pdf,cba_hint,market_or_comparability_context,retention of skilled and dedicated employees;,"The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,1141,55472,55518,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-7b41ab7fb365a2e0f263b91e,B4X2500-RATING-20260730-866aa2a8e8bb30f292467b52,B4X2500LIVE-20260729-002886,B4X2500SRD-20260730-1ff3386443cecc92c1f7,Allendale charter,MI,Midwest,cba,Resolution 2025-09: Wage Movement & Annual Wage Evaluation Policy,https://allendalemi.gov/wp-content/uploads/2025/10/10-13-2025-Board-Packet.pdf,cba_hint,market_or_comparability_context,"WHEREAS, the Board recognizes that delivering high-quality services requires the recruitment and","The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,1140,55375,55472,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-8a7bf8378184a6afbdaff34f,B4X2500-RATING-20260730-8a8d174f2c0b267fac8c1502,B4X2500LIVE-20260729-002886,B4X2500SRD-20260730-1ff3386443cecc92c1f7,Allendale charter,MI,Midwest,cba,Resolution 2025-09: Wage Movement & Annual Wage Evaluation Policy,https://allendalemi.gov/wp-content/uploads/2025/10/10-13-2025-Board-Packet.pdf,cba_hint,market_or_comparability_context,o Employee retention efforts,"The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,1184,57601,57630,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-be2e9171ed6750c3d23976d5,B4X2500-RATING-20260730-a054c82e4dbc68e63b5d5258,B4X2500LIVE-20260729-007870,B4X2500SRD-20260730-629e0bfbc26cf5241150,Bangor,MI,Midwest,agenda_packet_or_minutes,"DPW Wage Analysis (Council approval; 2026 $19 starting, $24 at 5 years)",https://cityofbangormi.org/wp-content/uploads/012026_Regular-City-Council-Meeting-Packet_Combined.Reduced-Size.pdf,non_cba_or_other_hint,market_or_comparability_context,these services and will bring Bangor in line with comparable communities in the region.,"The passage references market, comparison, recruitment, or retention context.",non_safety,gap_narrowing,3,pi_report_supporting_example,2759,102254,102342,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,market_comparability,market_comparability,external wage benchmarks or comparable jurisdictions are used to frame compensation decisions,documentary_context_only
B4X2500SPAN-20260730-c2f4d8e9d7107d21cb1205ed,B4X2500-RATING-20260730-82b88b949a43e42ae79d6328,B4X2500LIVE-20260729-007870,B4X2500SRD-20260730-629e0bfbc26cf5241150,Bangor,MI,Midwest,agenda_packet_or_minutes,"DPW Wage Analysis (Council approval; 2026 $19 starting, $24 at 5 years)",https://cityofbangormi.org/wp-content/uploads/012026_Regular-City-Council-Meeting-Packet_Combined.Reduced-Size.pdf,non_cba_or_other_hint,market_or_comparability_context,to support the needs and requirements of the City Retention retention;,"The passage references market, comparison, recruitment, or retention context.",non_safety,neutral_or_general,2,pi_report_context_only,2534,95037,95108,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-048ce6e409007d985b60f769,B4X2500-RATING-20260730-8f921f5e91676421cb16f921,B4X2500LIVE-20260729-005354,B4X2500SRD-20260730-6748d851fb7c92025a3e,Bloomfield Hills,MI,Midwest,arbitration_award,Public Safety Officers - Arbitration Award (successor contract) (City of Bloomfield Hills),https://archive.lib.msu.edu/LIR/awards/r2580.pdf,non_cba_or_other_hint,market_or_comparability_context,The parties were unable to resolve their differences on comparability.,"The passage references market, comparison, recruitment, or retention context.",safety,neutral_or_general,3,pi_report_supporting_example,169,6720,6790,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,market_comparability,market_comparability,external wage benchmarks or comparable jurisdictions are used to frame compensation decisions,documentary_context_only
B4X2500SPAN-20260730-a542f095e745ab5d3aae7ec1,B4X2500-RATING-20260730-c69d8d991607340e85a887d1,B4X2500LIVE-20260729-005354,B4X2500SRD-20260730-6748d851fb7c92025a3e,Bloomfield Hills,MI,Midwest,arbitration_award,Public Safety Officers - Arbitration Award (successor contract) (City of Bloomfield Hills),https://archive.lib.msu.edu/LIR/awards/r2580.pdf,non_cba_or_other_hint,market_or_comparability_context,"Chair issued its award on comparability on September 27, 2021.","The passage references market, comparison, recruitment, or retention context.",safety,neutral_or_general,3,pi_report_supporting_example,173,6904,6966,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,market_comparability,market_comparability,external wage benchmarks or comparable jurisdictions are used to frame compensation decisions,documentary_context_only
B4X2500SPAN-20260730-a8b0da1ac3e3a4698842efc6,B4X2500-RATING-20260730-fc42113683b1adb2af60d6a5,B4X2500LIVE-20260729-005354,B4X2500SRD-20260730-6748d851fb7c92025a3e,Bloomfield Hills,MI,Midwest,arbitration_award,Public Safety Officers - Arbitration Award (successor contract) (City of Bloomfield Hills),https://archive.lib.msu.edu/LIR/awards/r2580.pdf,non_cba_or_other_hint,market_or_comparability_context,discuss the issue in cortiunction with their ongoing discussions regarding comparability.,"The passage references market, comparison, recruitment, or retention context.",safety,gap_narrowing,3,pi_report_supporting_example,167,6629,6719,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,market_comparability,market_comparability,external wage benchmarks or comparable jurisdictions are used to frame compensation decisions,documentary_context_only
B4X2500SPAN-20260730-4aa84de944b8894845580863,B4X2500-RATING-20260730-431b878d94b445cfd8660292,B4X2500LIVE-20260729-007905,B4X2500SRD-20260730-f147a2d677f02272712f,Flint charter,MI,Midwest,cba,FLINT TOWNSHIP/POAM — AGREEMENT (between the Charter Township of Flint and Police Officers Association of Michigan),https://sanweb.lib.msu.edu/LIR/contracts/c4842.pdf,cba_hint,market_or_comparability_context,If comparability is,"The passage references market, comparison, recruitment, or retention context.",safety,neutral_or_general,2,pi_report_context_only,1233,49967,49988,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,market_comparability,market_comparability,external wage benchmarks or comparable jurisdictions are used to frame compensation decisions,documentary_context_only
B4X2500SPAN-20260730-522f07091120160039356a40,B4X2500-RATING-20260730-bbae65efb790c2241309d76f,B4X2500LIVE-20260729-007915,B4X2500SRD-20260730-5e3cf03d486d1b7b256b,Harrison,MI,Midwest,other_local_government_pay_policy,"City of Harrison Personnel Handbook 2025 Draft (effective as of February 17, 2025)",https://cityofharrisonmi.civicweb.net/document/66327/City%20of%20Harrison%20Pesonnel%20Handbook%202025%20Draft.pdf,non_cba_or_other_hint,market_or_comparability_context,retention schedules.,"The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,2043,94161,94182,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-f811784d1133728d3c929799,B4X2500-RATING-20260730-4e2344c7987badc3276d63c1,B4X2500LIVE-20260729-007915,B4X2500SRD-20260730-5e3cf03d486d1b7b256b,Harrison,MI,Midwest,other_local_government_pay_policy,"City of Harrison Personnel Handbook 2025 Draft (effective as of February 17, 2025)",https://cityofharrisonmi.civicweb.net/document/66327/City%20of%20Harrison%20Pesonnel%20Handbook%202025%20Draft.pdf,non_cba_or_other_hint,market_or_comparability_context,The City Manager evaluates compensation using comparable municipalities,"The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,3,pi_report_supporting_example,762,42668,42740,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,market_comparability,market_comparability,external wage benchmarks or comparable jurisdictions are used to frame compensation decisions,report_usable_direct
B4X2500SPAN-20260730-333905ed4bacc6282c1e0ed3,B4X2500-RATING-20260730-87ff48090bff12db2f8d7b8b,B4X2500LIVE-20260729-000418,B4X2500SRD-20260730-095da9c3ef231bed1ff7,Hartford,MI,Midwest,wage_schedule,Approval of Hartford Police International Brotherhood of Teamsters Local 214 MOU (Memorandum of Understanding) (Pay Scale Update Addendum B),https://mccmeetingspublic.blob.core.usgovcloudapi.net/hartfordmi-meet-4e8a20eca01e48cebbd22fe30f262c3d/ITEM-Attachment-001-6eab0a69710c4708817478c20d04bcde.pdf,non_cba_or_other_hint,market_or_comparability_context,all rank recruitment and retention efforts as among their highest priorities for potential new spending on,"The passage references market, comparison, recruitment, or retention context.",mixed,neutral_or_general,2,pi_report_context_only,21,771,878,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment|retention,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-3074479e4240e1c019e3b8d0,B4X2500-RATING-20260730-6d742a4703aa5ef0f7bc423f,B4X2500LIVE-20260729-007920,B4X2500SRD-20260730-f5070208d21954cebf55,Huron charter,MI,Midwest,wage_schedule,Police Chief Contract (Salary/Fringe Benefit Recommendation Summary) — Document Center file (1 page),https://hurontownshipmi.civicweb.net/document/10121,non_cba_or_other_hint,market_or_comparability_context,"Median Salary for Comparable communities Chiefs of Police: 98,601","The passage references market, comparison, recruitment, or retention context.",safety,neutral_or_general,2,pi_report_context_only,24,1167,1233,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,market_comparability,market_comparability,external wage benchmarks or comparable jurisdictions are used to frame compensation decisions,report_usable_direct
B4X2500SPAN-20260730-8b4f493b813986272a5e1bb7,B4X2500-RATING-20260730-57e2f6a67aa3a53ea66fc12e,B4X2500LIVE-20260729-007920,B4X2500SRD-20260730-f5070208d21954cebf55,Huron charter,MI,Midwest,wage_schedule,Police Chief Contract (Salary/Fringe Benefit Recommendation Summary) — Document Center file (1 page),https://hurontownshipmi.civicweb.net/document/10121,non_cba_or_other_hint,market_or_comparability_context,"Average Salary for Comparable communities Chiefs of Police: 103,371","The passage references market, comparison, recruitment, or retention context.",safety,neutral_or_general,3,pi_report_supporting_example,26,1233,1301,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,market_comparability,market_comparability,external wage benchmarks or comparable jurisdictions are used to frame compensation decisions,report_usable_direct
B4X2500SPAN-20260730-780c7be2ffd7ce95a557f8dd,B4X2500-RATING-20260730-7bef1d5f814b46cc05e7889e,B4X2500LIVE-20260729-005405,B4X2500SRD-20260730-0a6daec64d89df48a587,Ithaca,MI,Midwest,agenda_packet_or_minutes,"City Council Minutes (approved) — AFSCME Union Contract approval (Jan 1, 2024–Dec 31, 2026)",https://ithacami.com/download/9830/city-council-minutes-full-year-2024.pdf,non_cba_or_other_hint,market_or_comparability_context," City Manager’s written report, which included updates and information on Westwind Retention","The passage references market, comparison, recruitment, or retention context.",non_safety,neutral_or_general,2,pi_report_context_only,2504,108210,108304,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-c92a935f1c2b68ae89a5483e,B4X2500-RATING-20260730-b2576e11e00e55db6234e5ea,B4X2500LIVE-20260729-000440,B4X2500SRD-20260730-0f6d0f4f575d2fd927f6,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,non_cba_or_other_hint,market_or_comparability_context,The primary objective of the City's recruitment and selection process is to employ the applicant best,"The passage references market, comparison, recruitment, or retention context.",unclear,not_applicable,2,pi_report_context_only,92,4669,4771,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-4050236a141cf6b2f98f1d2f,B4X2500-RATING-20260730-41ee5905054b4dc0bac4c100,B4X2500LIVE-20260729-007929,B4X2500SRD-20260730-e69560851d923f3d4360,Lawton,MI,Midwest,agenda_packet_or_minutes,Village of Lawton — Council Minutes (10.08.2024): motion to increase all full-time officer wages to $32/hour beginning on the next pay period,https://lawtonmi.org/wp-content/uploads/2024/11/10.08.2024-Council-Minutes-1.pdf,non_cba_or_other_hint,quantitative_compensation,$32 per hour will keep us in the ballpark to keep people from leaving for now.,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",unclear,non_safety_advantage,3,downstream_normalization_needed,59,3085,3163,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,general_market_or_staffing_context,general_market_or_staffing_context,"the record was rated as market/staffing context, but the bounded text does not establish a specific labor-market pressure pathway",exclude_false_positive
B4X2500SPAN-20260730-3611323cd5503ae308ff8b0b,B4X2500-RATING-20260730-e1d8df987c88ae898bb5b640,B4X2500LIVE-20260729-000450,B4X2500SRD-20260730-1d10cc4d8252fdaab1b1,New Buffalo,MI,Midwest,cba,"American Federation of State, County and Municipal Employees (AFSCME) Labor Agreement (City Council approval packet item)",https://storage.googleapis.com/proudcity/newbuffalomi/uploads/2023/09/09-18-2023-CC-Final-Packet-Website.pdf,cba_hint,market_or_comparability_context,"208-751-979.300 LIFEGUARD RECRUITMENT & TRAINING 4,300.00 0.00 0.00 4,300.00 0.00","The passage references market, comparison, recruitment, or retention context.",non_safety,not_applicable,2,pi_report_context_only,1823,79505,79587,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment,difficulty attracting qualified personnel is offered as a justification for changing compensation,exclude_false_positive
B4X2500SPAN-20260730-9ae987b3ef8cb4e04a506d67,B4X2500-RATING-20260730-6438c23e89d8b95a7f4ef38c,B4X2500LIVE-20260729-005427,B4X2500SRD-20260730-e16295c96a2c524c029e,Northfield,MI,Midwest,cba,Northfield Township Paid-on-Call Fire Fighters 2018-21 — contract duration and wage figures shown,https://maff.org/contracts/344-northfield-township-paid-on-call-fire-fighters,cba_hint,market_or_comparability_context,"We were not able to staff 24/7 because of the retention crisis so we had to bring in auxiliary,” said Lt.","The passage references market, comparison, recruitment, or retention context.",unclear,not_applicable,2,pi_report_context_only,7,343,449,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-1ebb2becec779e198fce73fb,B4X2500-RATING-20260730-5b9318e0e1ec58b6588dade0,B4X2500LIVE-20260729-007959,B4X2500SRD-20260730-d3aae31c05470692ccee,Shelby,MI,Midwest,agenda_packet_or_minutes,"Combine-Minutes-2023.pdf (Employee Handbook Amendments; effective January 1, 2022; overtime/holiday/call-in policy changes)",https://shelbyvillage.com/wp-content/uploads/2025/04/Combine-Minutes-2023.pdf,non_cba_or_other_hint,market_or_comparability_context,"strengthening talent, leveraging resources, and supporting the retention, expansion, attraction, and","The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,3229,129978,130079,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
