pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,source_review_pilot_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,extraction_readiness_rating,content_artifact_path,content_hash,content_byte_size,content_type_observed,pdf_readiness_pilot_id,pdf_readiness_lane_id,pilot_selection_rank,artifact_byte_size_bin,sample_selection_reason
pr_4702a68f7674533c498bb0f3,sr_0584c9909e395a7de9927bbf,NSCQ-AZ-20260720-0004,TRI-64f6c843ef7c76bc30cc,VER-eaa1a34274d27ae89e0a,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,AZ,Mesa,CITY OF MESA,fire,memorandum_or_settlement,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0481_sr_0584c9909e395a7de9927bbf.pdf,897fa069deb6467194ca79607f8fe867111d7583aa17cff4f5471633d5df69e4,510251,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,63,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_4285107438a9e322132cb41c,sr_5c331c7f7f07d339de05583f,NSCQ-IA-20260720-0019,TRI-430154a791050fe838f8,VER-b665a109a6243120eb15,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,IA,Iowa City,CITY OF IOWA CITY,fire,arbitration_award,p2,official_state_repository,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0482_sr_5c331c7f7f07d339de05583f.pdf,6ef70bd8bf60671ff01ae090a5258e17b24ee42cb1a1e5643b6ee7fa1e61fd79,284364,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,64,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_131999b1886cf4c7d4b6f202,sr_6d406e95a2a2e86c2afb6bc7,NSCQ-LA-20260720-0016,TRI-2a8ed7a0b0e93d4482be,VER-0371baa556c33d39e634,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,LA,Houma,CONSOLIDATED GOVERNMENT OF TERREBONNE,fire,ordinance_or_policy,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0484_sr_6d406e95a2a2e86c2afb6bc7.pdf,0d6342cc95537614b1a33b450fac377ed3d561819b0602283732ce372e9aada6,489362,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,65,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_5050983619a7e08ca2034f23,sr_2ac4006249d5a81b5b2810be,NSCQ-MN-20260720-0025,TRI-368cd3140a72bab87d19,VER-f8f8731c25a47839b126,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MN,Eagan,CITY OF EAGAN,fire,memorandum_or_settlement,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0480_sr_2ac4006249d5a81b5b2810be.pdf,398df8113894ecb5fa9412756110a794569babe9d88d885ef93b1be38ef39ed1,226154,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,66,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_f6b4c25b6756389c56ccef2f,sr_767d500d00d33a4b8112ae8b,NSCQ-NJ-20260720-0047,TRI-585aea117aabbb34812f,VER-dafe5daa0eac42af443e,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,NJ,Harrison,TOWN OF HARRISON,fire,ordinance_or_policy,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0478_sr_767d500d00d33a4b8112ae8b.pdf,34948224d0aff51f76af400b9371909d734af821d7038fc92920c9cb181dd873,354837,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,67,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_c136b3d9bfc53f6430cae8c2,sr_2ae5ff049436caf22fe8e1ef,NSCQ-PA-20260720-0058,TRI-3fbb9cfb9b485a83c50d,VER-92074502b6386ac8adf9,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,PA,Harrisburg,CITY OF HARRISBURG,fire,arbitration_award,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf,e57f26d65d5ed55fff23de160df91cd5d9af151305597c35fe27bd8320e9e844,2880802,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,68,large_2_to_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_7858d4626965a66d6c0794d2,sr_88cf2b1397d994808cb6d9f8,NSCQ-WI-20260720-0080,TRI-9ef7fa25f0018349d587,VER-80a2ff05e5095ec0a970,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,WI,Kaukauna,CITY OF KAUKAUNA,fire,arbitration_award,p2,official_state_repository,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0477_sr_88cf2b1397d994808cb6d9f8.pdf,3364568e44fe3ecab2a0c9fbd670e62f0765ede8fbee315e564d3e50d71bf13a,120294,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,69,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_6fa5417ef7e7727031fecae4,sr_89c242d47c5db20e7e11cc87,NSCQ-AR-20260720-0014,TRI-a583076888b781e42e3a,VER-72e359268d7b11aed332,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,AR,Russellville,CITY OF RUSSELLVILLE,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0487_sr_89c242d47c5db20e7e11cc87.pdf,5c235776a730132ef8a9e51d60e20e66d78beb515a643e7065b24b7cc87f1dd3,639206,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,70,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_f8d6003fc7864977e085ae94,sr_050f2a822b6dc8b3f04b21d0,NSCQ-DC-20260720-0005,TRI-5723c88bfb9e8c8135f9,VER-ced3ed101fa9dcecba12,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,DC,Washington,CITY OF WASHINGTON DC,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0489_sr_050f2a822b6dc8b3f04b21d0.pdf,822bc03194b9ef77a20f43f63c66fb1aa0f441e91d60d1e661007afe6d8d1180,1105258,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,71,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_0dfcd8ea30c0d6f761ef2f7e,sr_32786611fb6285f4b9d0ad9d,NSCQ-IN-20260720-0031,TRI-c1900aa9e10ed5bf7435,VER-1cd929ae3f89d974ec29,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,IN,Lawrence,CITY OF LAWRENCE,non_safety,ordinance_or_policy,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0481_sr_32786611fb6285f4b9d0ad9d.pdf,ac65a15d0bdae6b43e01759f2224177997ae6e1aacc7ed632fcab1abb5af0adb,219916,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,72,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_93c103e12cf4a8e7a0ef0906,sr_44be66e4afe92d3adbfdde29,NSCQ-KY-20260720-0017,TRI-46098aa7673df2b3940a,VER-8b871dc904fce1e50123,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,KY,Jeffersontown,CITY OF JEFFERSONTOWN,non_safety,ordinance_or_policy,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0499_sr_44be66e4afe92d3adbfdde29.pdf,c8392501abb472c214177cde6ee3975e156d378e669d21518c758f5b1b4a8bd6,583042,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,73,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_f13691c99a2bdb70396bff0a,sr_67ccc174fd4302aa47b65768,NSCQ-MD-20260720-0041,TRI-b3fc439291ad5e6f1ea6,VER-ba77c4eda5404c8bfbe9,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MD,Cambridge,CITY OF CAMBRIDGE,non_safety,wage_schedule_or_compensation_plan,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0496_sr_67ccc174fd4302aa47b65768.pdf,ac29e06c84ad08b28e057e2daf76a1461766bc61fcd6f08f1fd8a82a5f742c4e,6314030,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,74,very_large_gt_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_7f33a25df6d60de8ccd8d8bd,sr_afc1fc081e6a8d2f3e96038b,NSCQ-MS-20260720-0007,TRI-c70b87dad7ba6e0ff313,VER-1e67584021560969c7a5,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MS,Biloxi,CITY OF BILOXI,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0490_sr_afc1fc081e6a8d2f3e96038b.pdf,58b660b14c2018798fa8f5106d44cb92df96b7b090bc83df75350384f9b45a6e,320212,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,75,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_339a9c56351fe63bfbad3692,sr_1edccb7d9090ebbd6843a97d,NSCQ-ND-20260720-0002,TRI-b4352f279f26013ea546,VER-b146f516bdefd086c321,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,ND,Bismarck,CITY OF BISMARCK,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0472_sr_1edccb7d9090ebbd6843a97d.pdf,1112f1a2d2baec5e886fcd69d26c75f811b3fe791a559abaa4413e0748b26986,890111,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,76,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_4ff5c5c89360c6b76f568039,sr_7973a2e53a643e308c61ae3d,NSCQ-NM-20260720-0027,TRI-a7416c8aa6c7141c4537,VER-8db8040da2180cc9e9ad,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,NM,Gallup,CITY OF GALLUP,non_safety,memorandum_or_settlement,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0468_sr_7973a2e53a643e308c61ae3d.pdf,d8089aaea33b71699c6b055dd12cda3dd248c733ff6f4a4fd0f0a507cb58c78e,576946,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,77,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_7aeaf588a2ee371f3d1fcf4d,sr_c1dde330194f919bf89fef96,NSCQ-OR-20260720-0036,TRI-4665096a77998e9eb14e,VER-4785689ed72fdab310b6,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,OR,Lake Oswego,CITY OF LAKE OSWEGO,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0498_sr_c1dde330194f919bf89fef96.pdf,da42742da6a49cb67a1e691cfab594760b6474e59d66ed96768428b7351934fb,149418,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,78,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_020c0d816aea828193e092ff,sr_71b1cd74ea41ee1a8dbff90f,NSCQ-TN-20260720-0012,TRI-7f595dc1dfdd6182b98b,VER-88dbc9477096c68ccf47,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,TN,Spring Hill,TOWN OF SPRING HILL,non_safety,wage_schedule_or_compensation_plan,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0482_sr_71b1cd74ea41ee1a8dbff90f.pdf,eaa6fab76f9086ff8fb8efc85851b5ffc772954deae5c6096f83c7ee9414e113,445229,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,79,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_ee6928e164298a538cd2f610,sr_12cdfeca7461d3910cd39871,NSCQ-WV-20260720-0004,TRI-33319fde2b56da5b290c,VER-e292c969dca9d2344d66,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,WV,Fairmont,CITY OF FAIRMONT,non_safety,ordinance_or_policy,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0489_sr_12cdfeca7461d3910cd39871.pdf,e59c9734692cd6378ba61d8f6fcbac55312017119a2804ac6edd386dd074c24d,879022,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,80,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_001ccda7e40cd3eb951c6c24,sr_62322cb966f64b0f81a2dc6a,NSCQ-CA-20260720-0544,TRI-aa6891911341d4a48cfe,VER-1cd94ef25d67eb5d0937,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,CA,Wasco,CITY OF WASCO,police,memorandum_or_settlement,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0460_sr_62322cb966f64b0f81a2dc6a.pdf,97a9631f1895117b3804582c102d35c5f937fc0b16a65ee0f001053beacab26f,899934,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,81,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_d0d268c6bbeba52029aaca53,sr_623c6442582f4b5d92b7a75e,NSCQ-IA-20260720-0049,TRI-8d1316bcd42e4bb4e978,VER-b278cf3c02e0bd4e3ddb,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,IA,Clinton,CITY OF CLINTON,police,memorandum_or_settlement,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0466_sr_623c6442582f4b5d92b7a75e.pdf,5d2342ffc2a2c937b23786596bf05700a011adf823784099f69fea3329b669b0,258397,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,82,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_e55e68c0ae1adc69b62cb3b8,sr_4e021c8c6b1df2162af10058,NSCQ-LA-20260720-0003,TRI-a69e6ef02fa108e82446,VER-db3a15e6649c0c5a5ea9,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,LA,Baton Rouge,CITY-PARISH OF BATON ROUGE-EAST BATON ROUGE,police,ordinance_or_policy,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0468_sr_4e021c8c6b1df2162af10058.pdf,c7dfe3edf7b7044c4ab2af21b66482e95afb9e7919de8c350bc2e32f8d6a80f1,120052,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,83,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_9b324528ec6c24d540b83cc1,sr_16863b05cf84ae11399f869d,NSCQ-MI-20260720-0160,TRI-c5a088405fe09e253106,VER-e10014672a210fe97eab,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MI,Grosse Pointe Woods,CITY OF GROSSE POINTE WOODS,police,memorandum_or_settlement,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0469_sr_16863b05cf84ae11399f869d.pdf,429e63ed3e298117dffd33036e82f8e5c9f10e2451f8efdcff80701a9081dac3,616719,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,84,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_adcca1db92af68e6c1e1fbc6,sr_e13cd8a15db8650b871c45ce,NSCQ-NE-20260720-0002,TRI-8e10c6a6ab2279fee15b,VER-9b6c4206820c168d3e10,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,NE,Omaha,CITY OF OMAHA,police,cba,p2,unknown,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0392_sr_e13cd8a15db8650b871c45ce.pdf,c98b40671e05bb741b610a75e5cb106fcf42979f78976dfe248d4ff1e0ed27ad,3421248,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_2,85,large_2_to_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
