pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,source_review_pilot_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,extraction_readiness_rating,content_artifact_path,content_hash,content_byte_size,content_type_observed,pdf_readiness_pilot_id,pdf_readiness_lane_id,pilot_selection_rank,artifact_byte_size_bin,sample_selection_reason
pr_925ef127018903f46fdb5f1c,sr_851f74f89b041d028c440a15,NSCQ-LA-20260720-0005,TRI-032d25e697b51e62c23a,VER-a69ae6970ee5521e2fd3,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,LA,Baton Rouge,CITY-PARISH OF BATON ROUGE-EAST BATON ROUGE,non_safety,ordinance_or_policy,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0500_sr_851f74f89b041d028c440a15.pdf,c0e9aadfbbbd44e9db11be0bdbcb22506bcb17f7f7721c7bd2def0df5f84f07b,135110,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,123,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_510e9229c858c38bef51664c,sr_a0dc218f97fd98b72b5873e3,NSCQ-MN-20260720-0093,TRI-6d88d895eb26fc870e2a,VER-0d03e12526892e4a21e3,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MN,Lino Lakes,CITY OF LINO LAKES,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0495_sr_a0dc218f97fd98b72b5873e3.pdf,1ff77fca27ed1d7a62569ca86ab121a86f4a4b47dda4da8d5901f62122d691be,8620782,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,124,very_large_gt_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_6621e817facedf93e46caff7,sr_7dbc51c5f8a21beb1f0f6721,NSCQ-MS-20260720-0012,TRI-55afe6b2cf102902bd87,VER-b5bcbd435d527b425106,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MS,Pascagoula,CITY OF PASCAGOULA,non_safety,wage_schedule_or_compensation_plan,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0474_sr_7dbc51c5f8a21beb1f0f6721.pdf,abb6e10396e3ed423a4d8ddef4c2d86957d1b51c7a43f51cf4f5643061711fc9,196345,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,125,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_c9bff97dd79338da1191f9e2,sr_012768cc36d0233f0b1abdd6,NSCQ-ND-20260720-0001,TRI-d83b905e966e81ea8f5f,VER-de14a1586b0d967b949b,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,ND,Fargo,CITY OF FARGO,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0488_sr_012768cc36d0233f0b1abdd6.pdf,843bbf8524ecd5c09f0233e16d5ccf07217c18c32b7ab31ad0ff84b8cf111900,289222,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,126,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_90c07f95ec99527e199f2224,sr_9906b3207d268ceecb5fa78c,NSCQ-NV-20260720-0019,TRI-a55342fa282b35cd2363,VER-548c6cd20ac4540475c7,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,NV,Fernley,CITY OF FERNLEY,non_safety,memorandum_or_settlement,p2,official_state_repository,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0491_sr_9906b3207d268ceecb5fa78c.pdf,325984cfea3c9ea5d5d3c4ab9bbf6a29cd39b01352917c0b4d7d4f44b810b4e7,534305,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,127,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_f50e74e654a9797ba08cd96d,sr_8d3f9f4d4411961d23454c19,NSCQ-SC-20260720-0002,TRI-e2b6a6c37d8397399158,VER-d6d390b00b49087e3d2d,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,SC,Mount Pleasant,TOWN OF MOUNT PLEASANT,non_safety,wage_schedule_or_compensation_plan,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0475_sr_8d3f9f4d4411961d23454c19.pdf,02aa6c76be09ce8f6eaf832232df28c8f5ea6fbdd522c6c33d785add0d71339f,738857,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,128,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_d854efbfd8f48148a19895e8,sr_712e2a1fea2bb05eedf9d072,NSCQ-UT-20260720-0003,TRI-417246d22f669e395856,VER-8f4dbc4c5d5c8629ad98,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,UT,Salt Lake City,CITY OF SALT LAKE CITY,non_safety,memorandum_or_settlement,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0495_sr_712e2a1fea2bb05eedf9d072.pdf,83adf06dbbcd0baeb4e0e18daf8eb51b4507b6b8c533a9038625f1dbeedb4dc7,894796,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,129,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_2f53cff6a1c6aa572ba4a72b,sr_26bfc55d01df6ea7b51672b8,NSCQ-WY-20260720-0013,TRI-e41906ae6a4ad2ec4c06,VER-cfadd71befdd261c3414,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,WY,Rawlins,CITY OF RAWLINS,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0486_sr_26bfc55d01df6ea7b51672b8.pdf,3f486c83a5de03ee0760f1482cd2cef5cfdf88ede6aaa8bcd5bb5bca6b8b57cb,1759789,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,130,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_00d0c2132df097629a707ec9,sr_4355d517b7d24052af9de375,NSCQ-CT-20260720-0045,TRI-551c51fe35bb1bdc6f69,VER-4efdae57995c6bf7cf9b,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,CT,Shelton,CITY OF SHELTON,police,cba,p2,unknown,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0373_sr_4355d517b7d24052af9de375.pdf,9f837471a9a9f3cb520792a6d734274faa376f7a883f2ed01b9fb845c1e0478a,6878992,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,131,very_large_gt_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_27bfc861fbc7a96526c7423d,sr_77d74e69b23f0683d6e3d27b,NSCQ-IL-20260720-0219,TRI-38dacd34a51c1b27184e,VER-7e33cebf219c3c1b469c,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,IL,Bartlett,VILLAGE OF BARTLETT,police,arbitration_award,p2,official_state_repository,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0463_sr_77d74e69b23f0683d6e3d27b.pdf,cfa18dde9c1530b4844c33d93443c72ed6f3d7d5620f686c8c52ddba2135527f,536510,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,132,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_7670d32c23d84b8a01caaafa,sr_1a52e2988f7e5d281bddfe6a,NSCQ-MA-20260720-0025,TRI-2ab6e19cb7aa8663af57,VER-61dfd7f85202a35fd42e,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MA,Springfield,CITY OF SPRINGFIELD,police,factfinding,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0463_sr_1a52e2988f7e5d281bddfe6a.pdf,b7150b2c662226c2cb7dadd08d0c5b4571223812387b9e1fd029352780ed6d28,1690842,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,133,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_c7cf8a8352f002baa4575e67,sr_baf0cd07c3fbc3c808d67680,NSCQ-MT-20260720-0023,TRI-a228c165c5875cf354da,VER-b20d5d1e8fc51a575444,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MT,Anaconda-Deer Lodge County,COUNTY OF ANACONDA-DEER LODGE,police,arbitration_award,p2,official_state_repository,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0469_sr_baf0cd07c3fbc3c808d67680.pdf,92722788a6a16f1141ad5ff2b5672c0f096b3ac281cd1a777a76730ef656d7b2,135534,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,134,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_f06631154a1fafd35143c158,sr_6d5d36be5819206d259c590b,NSCQ-NY-20260720-0106,TRI-0b3dbe009b852165edbf,VER-4599e8c9a8e83fb2fd98,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,NY,Batavia,CITY OF BATAVIA,police,arbitration_award,p2,official_state_repository,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0461_sr_6d5d36be5819206d259c590b.pdf,b199f5bf6d0fe7d4ddda2d8dc791abb7326c86b99471a04b7e5aeb48fe8caaaf,567455,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,135,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
