artifact,decision,reason
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-01.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-01.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-02.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-02.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-03.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-03.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-04.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-04.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-05.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-05.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-06.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-06.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/errors_failures_repairs_visual.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/errors_failures_repairs_visual.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/evidence_tier_redesign_visual.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/evidence_tier_redesign_visual.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/full_project_workflow_visual.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/full_project_workflow_visual.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/human_ai_roles_expanded_visual.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/human_ai_roles_expanded_visual.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-analytical-framing.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-analytical-framing.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-comparability.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-comparability.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-discovery-search.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-discovery-search.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-document-readiness.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-document-readiness.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-extraction-overproduction.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-extraction-overproduction.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-mathematical-design.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-mathematical-design.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-operations-infrastructure.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-operations-infrastructure.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-rating-review.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-rating-review.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-reporting-visuals.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-reporting-visuals.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-research-design-scope.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-research-design-scope.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-side-imbalance.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-side-imbalance.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-verification-retention.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-verification-retention.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/relay_system_evolution_visual.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/relay_system_evolution_visual.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/repaired_claim_evidence_matrix.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/repaired_claim_evidence_matrix.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/revised_claim_overview.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/revised_claim_overview.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/revised_counterexample_overview.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/revised_counterexample_overview.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/safety_non_safety_mechanism_visual.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/safety_non_safety_mechanism_visual.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/safety_non_safety_overall_visual.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/safety_non_safety_overall_visual.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/scaling_over_time_visual.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/scaling_over_time_visual.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/staggered_lane_system_visual.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/staggered_lane_system_visual.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/strict_bounded_sensitivity_revised.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/strict_bounded_sensitivity_revised.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/tools_by_stage_visual.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/tools_by_stage_visual.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/what_worked_what_failed_visual.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/what_worked_what_failed_visual.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-across-the-board-raise.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-across-the-board-raise.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-bargaining-leverage.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-bargaining-leverage.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-base-wage-change.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-base-wage-change.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-benefit-cost-change.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-benefit-cost-change.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-budget-appropriation.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-budget-appropriation.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-budget-pay-plan-process.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-budget-pay-plan-process.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-classification-band-change.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-classification-band-change.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-classification-civil-service.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-classification-civil-service.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-cola-cpi-adjustment.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-cola-cpi-adjustment.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-collective-bargaining.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-collective-bargaining.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-comparability-parity.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-comparability-parity.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-contract-ratification.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-contract-ratification.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-fiscal-constraint.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-fiscal-constraint.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-holiday-pay.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-holiday-pay.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-inflation-indexing.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-inflation-indexing.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-interest-arbitration.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-interest-arbitration.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-longevity.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-longevity.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-lump-sum.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-lump-sum.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-market-recruitment-retention.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-market-recruitment-retention.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-no-direct-compensation-outcome.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-no-direct-compensation-outcome.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-non-base-compensation-other.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-non-base-compensation-other.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-none-identified.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-none-identified.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-one-time.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-one-time.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-ordinance-adoption.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-ordinance-adoption.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-ordinance-council-adoption.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-ordinance-council-adoption.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-overtime.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-overtime.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-payroll-effective-date.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-payroll-effective-date.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-recurring.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-recurring.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-reimbursement.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-reimbursement.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-retroactive-pay.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-retroactive-pay.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-retroactive.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-retroactive.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-salary-range-change.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-salary-range-change.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-settlement-or-mou.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-settlement-or-mou.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-step-progression.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-step-progression.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-stipend-or-premium.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-stipend-or-premium.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-unclear.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-unclear.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-uniform-or-equipment-allowance.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-uniform-or-equipment-allowance.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-vacancy-pressure.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-category-map-vacancy-pressure.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-budgets-pay-plans.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-budgets-pay-plans.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-classification-structure.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-classification-structure.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-formal-bargaining.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-formal-bargaining.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-non-base-compensation.png,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-non-base-compensation.svg,retain_in_clean_repo,revised handoff atlas asset
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/maps/corrected-profile-map-ordinance-adoption.png,retain_in_clean_repo,revised handoff atlas asset
